# energy,pi_pi_eta,rho0_a,pi0_pi0_eta,omega_a,a_a,pi_rho
2.004043049854617e-01,1.139135905156191e-01,5.365332989573175e-02,1.185089134322819e-02,4.885753797613968e-03,0.000000000000000e+00,1.589018390514749e-04
2.041376348280292e-01,1.118188234170490e-01,5.266767875903128e-02,1.163289426802266e-02,4.796268809122491e-03,0.000000000000000e+00,1.559819905182994e-04
2.079405128358141e-01,1.097623833318476e-01,5.170005473923679e-02,1.141892791534842e-02,4.707950638403238e-03,0.000000000000000e+00,1.531155441748886e-04
2.118142346209078e-01,1.077435068902710e-01,5.075012817326680e-02,1.120882917614473e-02,4.621280052522055e-03,0.000000000000000e+00,1.503015234429428e-04
2.157601199313467e-01,1.057617305438775e-01,4.981757542739959e-02,1.100260264021725e-02,4.536615699466650e-03,0.000000000000000e+00,1.475389696051211e-04
2.197795131007404e-01,1.038158376356893e-01,4.890207878701264e-02,1.080003860273349e-02,4.453055316822676e-03,0.000000000000000e+00,1.448269414784118e-04
2.238737835062762e-01,1.019057461940507e-01,4.800332634833836e-02,1.060128520125098e-02,4.371053770955944e-03,0.000000000000000e+00,1.421645150934759e-04
2.280443260352560e-01,1.000305940057705e-01,4.712101191219960e-02,1.040617910449874e-02,4.290950389946186e-03,0.000000000000000e+00,1.395507833798556e-04
2.322925615603231e-01,9.818970138252513e-02,4.625483487968868e-02,1.021461497221642e-02,4.211891517008653e-03,0.000000000000000e+00,1.369848558569401e-04
2.366199374235438e-01,9.638250546023773e-02,4.540450014975430e-02,1.002651257844877e-02,4.134307518234843e-03,0.000000000000000e+00,1.344658583305830e-04
2.410279279295056e-01,9.460831603277994e-02,4.456971801866148e-02,9.841861428217018e-03,4.058519441477431e-03,0.000000000000000e+00,1.319929325952683e-04
2.455180348476016e-01,9.286660842097043e-02,4.375020408129017e-02,9.660634408867899e-03,3.983719612213866e-03,0.000000000000000e+00,1.295652361417241e-04
2.500917879236724e-01,9.115681281319879e-02,4.294567913423932e-02,9.482698628974523e-03,3.910315212904724e-03,0.000000000000000e+00,1.271819418698831e-04
2.547507454011790e-01,8.947822733021168e-02,4.215586908070270e-02,9.308044077492181e-03,3.838609999896962e-03,0.000000000000000e+00,1.248422378070930e-04
2.594964945520844e-01,8.783033308570966e-02,4.138050483708476e-02,9.136535490327389e-03,3.767839807822379e-03,0.000000000000000e+00,1.225453268314807e-04
2.643306522176258e-01,8.621259146096495e-02,4.061932224132406e-02,8.968161896443142e-03,3.698389885132538e-03,0.000000000000000e+00,1.202904264003764e-04
2.692548653591599e-01,8.462443780779505e-02,3.987206196289376e-02,8.802896133617694e-03,3.630547622430777e-03,0.000000000000000e+00,1.180767682837034e-04
2.742708116192703e-01,8.306538974815790e-02,3.913846941444791e-02,8.640654265011528e-03,3.563590018040155e-03,0.000000000000000e+00,1.159035983022455e-04
2.793801998933282e-01,8.153480653746907e-02,3.841829466508359e-02,8.481389023157307e-03,3.497881569540378e-03,0.000000000000000e+00,1.137701760706996e-04
2.845847709116999e-01,8.003219427759986e-02,3.771129235518949e-02,8.325005349061885e-03,3.433694188914901e-03,0.000000000000000e+00,1.116757747454295e-04
2.898862978328006e-01,7.855705204758159e-02,3.701722161285182e-02,8.171479208878634e-03,3.370343820314202e-03,0.000000000000000e+00,1.096196807768319e-04
2.952865868471963e-01,7.710893557503093e-02,3.633584597178912e-02,8.020759916037174e-03,3.308175324426936e-03,0.000000000000000e+00,1.076011936662314e-04
3.007874777929598e-01,7.568734933764225e-02,3.566693329078779e-02,7.872857197540129e-03,3.247445965572254e-03,0.000000000000000e+00,1.056196257272228e-04
3.063908447824891e-01,7.429174909177379e-02,3.501025567461132e-02,7.727631612353967e-03,3.187508537961481e-03,0.000000000000000e+00,1.036743018513768e-04
3.120985968410036e-01,7.292158141886890e-02,3.436558939635584e-02,7.585033569667541e-03,3.128689327412696e-03,0.000000000000000e+00,1.017645592782325e-04
3.179126785569353e-01,7.157651770520167e-02,3.373271482122566e-02,7.445037693639019e-03,3.071231739171323e-03,0.000000000000000e+00,9.988974736949481e-05
3.238350707444350e-01,7.025604788927606e-02,3.311141633170307e-02,7.307612214270954e-03,3.014523429176076e-03,0.000000000000000e+00,9.804922738736317e-05
3.298677911182207e-01,6.895981680805402e-02,3.250148225408660e-02,7.172749963359487e-03,2.958873107037852e-03,0.000000000000000e+00,9.624237227691338e-05
3.360128949809987e-01,6.768727483603235e-02,3.190270478637282e-02,7.040339244900707e-03,2.904511068128366e-03,0.000000000000000e+00,9.446856645246048e-05
3.422724759236890e-01,6.643791900811293e-02,3.131487992745709e-02,6.910298442229717e-03,2.850857955327939e-03,0.000000000000000e+00,9.272720558782828e-05
3.486486665386964e-01,6.521143677801165e-02,3.073780740762922e-02,6.782649272617770e-03,2.798205847992181e-03,0.000000000000000e+00,9.101769641045484e-05
3.551436391464690e-01,6.400743263293467e-02,3.017129062034021e-02,6.657338667073319e-03,2.746772634134965e-03,0.000000000000000e+00,8.933945649926411e-05
3.617596065355914e-01,6.282547756607754e-02,2.961513655521702e-02,6.534370058380859e-03,2.696010165212862e-03,0.000000000000000e+00,8.769191408623377e-05
3.684988227166650e-01,6.166510432686631e-02,2.906915573230221e-02,6.413643493629582e-03,2.646194788394026e-03,0.000000000000000e+00,8.607450786159269e-05
3.753635836902325e-01,6.052591911310923e-02,2.853316213749661e-02,6.295070170565507e-03,2.597532656156290e-03,0.000000000000000e+00,8.448668678258125e-05
3.823562282290088e-01,5.940758846438014e-02,2.800697315918218e-02,6.178676552512906e-03,2.549505147432265e-03,0.000000000000000e+00,8.292790988570910e-05
3.894791386746826e-01,5.830972361194459e-02,2.749040952600448e-02,6.064419805569896e-03,2.502373721616670e-03,0.000000000000000e+00,8.139764610244672e-05
3.967347417495625e-01,5.723196376888277e-02,2.698329524579264e-02,5.952255529095161e-03,2.456333425686104e-03,0.000000000000000e+00,7.989537407828821e-05
4.041255093833438e-01,5.617392481583248e-02,2.648545754559650e-02,5.842190075267975e-03,2.410893576690853e-03,0.000000000000000e+00,7.842058199512280e-05
4.116539595552755e-01,5.513522255211005e-02,2.599672681282057e-02,5.734082190223009e-03,2.366301551204929e-03,0.000000000000000e+00,7.697276739685551e-05
4.193226571520177e-01,5.411550287792824e-02,2.551693653743423e-02,5.627958433451861e-03,2.322741889508802e-03,0.000000000000000e+00,7.555143701821706e-05
4.271342148414791e-01,5.311444377903605e-02,2.504592325523914e-02,5.523767215116672e-03,2.279750339599108e-03,0.000000000000000e+00,7.415610661670455e-05
4.350912939629333e-01,5.213175882885943e-02,2.458352649217395e-02,5.421524223265593e-03,2.237560951687372e-03,0.000000000000000e+00,7.278630080759615e-05
4.431966054337173e-01,5.116697826858174e-02,2.412958870963778e-02,5.321126443482553e-03,2.196348326388231e-03,0.000000000000000e+00,7.144155290198321e-05
4.514529106728205e-01,5.021984377068692e-02,2.368395525081342e-02,5.222561998899622e-03,2.155673221269189e-03,0.000000000000000e+00,7.012140474776453e-05
4.598630225416802e-01,4.929005254390458e-02,2.324647428797243e-02,5.125784958542418e-03,2.115757079125676e-03,0.000000000000000e+00,6.882540657354898e-05
4.684298063025017e-01,4.837727320462647e-02,2.281699677074373e-02,5.030804580063891e-03,2.076765093806816e-03,0.000000000000000e+00,6.755311683541288e-05
4.771561805944319e-01,4.748120189624610e-02,2.239537637532830e-02,4.937560953742503e-03,2.038281683475209e-03,0.000000000000000e+00,6.630410206646019e-05
4.860451184279179e-01,4.660151650577772e-02,2.198146945464266e-02,4.846018692251063e-03,2.000516363250974e-03,0.000000000000000e+00,6.507793672913426e-05
4.950996481975896e-01,4.573790674599009e-02,2.157513498937409e-02,4.756149034957911e-03,1.963625429625533e-03,0.000000000000000e+00,6.387420307023054e-05
5.043228547140107e-01,4.489011658015404e-02,2.117623453993092e-02,4.667907962566980e-03,1.927215687549929e-03,0.000000000000000e+00,6.269249097856107e-05
5.137178802546510e-01,4.405782593558494e-02,2.078463219927148e-02,4.581302475213874e-03,1.891485365160116e-03,0.000000000000000e+00,6.153239784522213e-05
5.232879256344365e-01,4.324077160512194e-02,2.040019454659580e-02,4.496281384901224e-03,1.856582338984236e-03,0.000000000000000e+00,6.039352842641766e-05
5.330362512962432e-01,4.243865820585938e-02,2.002279060188401e-02,4.412812331950735e-03,1.822134595475715e-03,0.000000000000000e+00,5.927549470879136e-05
5.429661784217057e-01,4.165121721252132e-02,1.965229178126613e-02,4.330869407882182e-03,1.788329685611090e-03,0.000000000000000e+00,5.817791577722189e-05
5.530810900627189e-01,4.087819308801260e-02,1.928857185320801e-02,4.250411810433213e-03,1.755307520471634e-03,0.000000000000000e+00,5.710041768503579e-05
5.633844322940184e-01,4.011932423711864e-02,1.893150689549851e-02,4.171446119144601e-03,1.722716125447571e-03,0.000000000000000e+00,5.604263332659428e-05
5.738797153872325e-01,3.937441664195351e-02,1.858097525302304e-02,4.093940450606504e-03,1.690732947953677e-03,0.000000000000000e+00,5.500420231221006e-05
5.845705150068052e-01,3.864296011511423e-02,1.823685749630951e-02,4.017805172933389e-03,1.659490363054169e-03,0.000000000000000e+00,5.398477084535213e-05
5.954604734281990e-01,3.792496514065528e-02,1.789903638083202e-02,3.943095824236287e-03,1.628655357723288e-03,0.000000000000000e+00,5.298399160209581e-05
6.065533007787899e-01,3.722012291809382e-02,1.756739680705888e-02,3.869736754502815e-03,1.598395821005225e-03,0.000000000000000e+00,5.200152361277803e-05
6.178527763018811e-01,3.652817348910118e-02,1.724182578123108e-02,3.797728958192519e-03,1.568836995936350e-03,0.000000000000000e+00,5.103703214581656e-05
6.293627496442619e-01,3.584898749743379e-02,1.692221237685790e-02,3.727058201208738e-03,1.539663807970803e-03,0.000000000000000e+00,5.009018859365411e-05
6.410871421677545e-01,3.518201126449035e-02,1.660844769691648e-02,3.657650821138394e-03,1.511035103001237e-03,0.000000000000000e+00,4.916067036078841e-05
6.530299482851922e-01,3.452735647426840e-02,1.630042483674274e-02,3.589527665375815e-03,1.483069378872981e-03,0.000000000000000e+00,4.824816075384969e-05
6.651952368212859e-01,3.388469158960743e-02,1.599803884760048e-02,3.522651608816181e-03,1.455468533898378e-03,0.000000000000000e+00,4.735234887368891e-05
6.775871523988423e-01,3.325376190090865e-02,1.570118670091674e-02,3.456982451100482e-03,1.428382856579179e-03,0.000000000000000e+00,4.647292950943886e-05
6.902099168508059e-01,3.263441526205237e-02,1.540976725317103e-02,3.392548947535768e-03,1.401924460733227e-03,0.000000000000000e+00,4.560960303451310e-05
7.030678306586062e-01,3.202634965311710e-02,1.512368121142632e-02,3.329265504536986e-03,1.375811303740891e-03,0.000000000000000e+00,4.476207530450636e-05
7.161652744172988e-01,3.142943275178753e-02,1.484283109949032e-02,3.267143410606235e-03,1.350185579436270e-03,0.000000000000000e+00,4.393005755696250e-05
7.295067103280026e-01,3.084346293081680e-02,1.456712122469516e-02,3.206155842013180e-03,1.325153362578267e-03,0.000000000000000e+00,4.311326631297478e-05
7.430966837181371e-01,3.026818671772237e-02,1.429645764528463e-02,3.146289870438158e-03,1.300447803405486e-03,0.000000000000000e+00,4.231142328058615e-05
7.569398245899820e-01,2.970349007067909e-02,1.403074813839728e-02,3.087556166774154e-03,1.276203435384969e-03,0.000000000000000e+00,4.152425525995554e-05
7.710408491980842e-01,2.914906283990422e-02,1.376990216863494e-02,3.029843716669672e-03,1.252520619792367e-03,0.000000000000000e+00,4.075149405025835e-05
7.854045616560509e-01,2.860481024087549e-02,1.351383085720565e-02,2.973207298479210e-03,1.229146882786247e-03,0.000000000000000e+00,3.999287635828939e-05
8.000358555732746e-01,2.807050545453726e-02,1.326244695163061e-02,2.917593121646845e-03,1.206209511215396e-03,0.000000000000000e+00,3.924814370873683e-05
8.149397157221494e-01,2.754600549151319e-02,1.301566479600481e-02,2.863015564671645e-03,1.183803459312317e-03,0.000000000000000e+00,3.851704235609706e-05
8.301212197363457e-01,2.703110378458548e-02,1.277340030180107e-02,2.809435987534208e-03,1.161689853602279e-03,0.000000000000000e+00,3.779932319819978e-05
8.455855398407223e-01,2.652562203203982e-02,1.253557091920780e-02,2.756840160304214e-03,1.139989124634806e-03,0.000000000000000e+00,3.709474169131439e-05
8.613379446134639e-01,2.602940082096088e-02,1.230209560899030e-02,2.705205561438377e-03,1.118791112362904e-03,0.000000000000000e+00,3.640305776680836e-05
8.773838007810473e-01,2.554224141805464e-02,1.207289481486644e-02,2.654505070007857e-03,1.097869811849592e-03,0.000000000000000e+00,3.572403574932953e-05
8.937285750466443e-01,2.506401676759011e-02,1.184789043638694e-02,2.604728968970317e-03,1.077339165704484e-03,0.000000000000000e+00,3.505744427648389e-05
9.103778359525865e-01,2.459455610386306e-02,1.162700580231124e-02,2.555884309990418e-03,1.057284173866466e-03,0.000000000000000e+00,3.440305621998206e-05
9.273372557775270e-01,2.413366380513455e-02,1.141016564446967e-02,2.507927723781053e-03,1.037491006969670e-03,0.000000000000000e+00,3.376064860822712e-05
9.446126124689419e-01,2.368124236003355e-02,1.119729607210321e-02,2.460848615114688e-03,1.018067470492610e-03,0.000000000000000e+00,3.313000255031757e-05
9.622097916116346e-01,2.323708200625038e-02,1.098832454667195e-02,2.414624190210350e-03,9.990939856582251e-04,0.000000000000000e+00,3.251090316143952e-05
9.801347884329106e-01,2.280105290094974e-02,1.078317985712359e-02,2.369244893802363e-03,9.803682418792873e-04,0.000000000000000e+00,3.190313948962259e-05
9.983937098451061e-01,2.237303296642927e-02,1.058179209561376e-02,2.324708055435852e-03,9.619922368789530e-04,0.000000000000000e+00,3.130650444383451e-05
1.016992776526168e+00,2.195283210602053e-02,1.038409263366969e-02,2.280983949526642e-03,9.440420599532687e-04,0.000000000000000e+00,3.072079472338997e-05
1.035938325038992e+00,2.154033134308322e-02,1.019001409878908e-02,2.238061755738285e-03,9.263263001226720e-04,0.000000000000000e+00,3.014581074864963e-05
1.055236809990241e+00,2.113537380906106e-02,9.999490351466380e-03,2.195915382079285e-03,9.089414609227972e-04,0.000000000000000e+00,2.958135659298552e-05
1.074894806229384e+00,2.073783356211738e-02,9.812456462638368e-03,2.154543159089405e-03,8.919595321013826e-04,0.000000000000000e+00,2.902723991598979e-05
1.094919011088697e+00,2.034759859125832e-02,9.628848691541556e-03,2.113939556171495e-03,8.751994141682197e-04,0.000000000000000e+00,2.848327189790388e-05
1.115316246664991e+00,1.996449625109943e-02,9.448604463973711e-03,2.074078966548169e-03,8.587524124643940e-04,0.000000000000000e+00,2.794926717524579e-05
1.136093462143855e+00,1.958841543062868e-02,9.271662350952168e-03,2.034942861684009e-03,8.426866391769211e-04,0.000000000000000e+00,2.742504377761354e-05
1.157257736167186e+00,1.921920494546000e-02,9.097962047761560e-03,1.996511704034650e-03,8.268307515811112e-04,0.000000000000000e+00,2.691042306564298e-05
1.178816279244834e+00,1.885677996780617e-02,8.927444353383876e-03,1.958802254501189e-03,8.112711361870556e-04,0.000000000000000e+00,2.640522967009929e-05
1.200776436211165e+00,1.850099909683877e-02,8.760051150303809e-03,1.921780223004321e-03,7.960722353020756e-04,0.000000000000000e+00,2.590929143208069e-05
1.223145688727393e+00,1.815173314132203e-02,8.595725384682470e-03,1.885439062582470e-03,7.810719374102772e-04,0.000000000000000e+00,2.542243934431468e-05
1.245931657830527e+00,1.780885632031999e-02,8.434411046892696e-03,1.849762496329478e-03,7.663519759417888e-04,0.000000000000000e+00,2.494450749352615e-05
1.269142106529799e+00,1.747224849427084e-02,8.276053152409365e-03,1.814733171869959e-03,7.519733218126500e-04,0.000000000000000e+00,2.447533300385792e-05
1.292784942451465e+00,1.714184025256574e-02,8.120597723048092e-03,1.780349551976948e-03,7.377825971760408e-04,0.000000000000000e+00,2.401475598132467e-05
1.316868220532872e+00,1.681748454729787e-02,7.967991768545998e-03,1.746597501805274e-03,7.238571320308998e-04,0.000000000000000e+00,2.356261945928067e-05
1.341400145766718e+00,1.649907025114078e-02,7.818183268478154e-03,1.713468442078890e-03,7.102546125903719e-04,0.000000000000000e+00,2.311876934488331e-05
1.366389075996429e+00,1.618648258249375e-02,7.671121154503650e-03,1.680941850646419e-03,6.968299250476048e-04,0.000000000000000e+00,2.268305436653375e-05
1.391843524763614e+00,1.587963615917663e-02,7.526755292935065e-03,1.649009048210197e-03,6.836562338825182e-04,0.000000000000000e+00,2.225532602227684e-05
1.417772164208567e+00,1.557839675817034e-02,7.385036467625547e-03,1.617663745974356e-03,6.707881170525316e-04,0.000000000000000e+00,2.183543852914275e-05
1.444183828024797e+00,1.528270360149318e-02,7.245916363167531e-03,1.586891667248885e-03,6.580882789975583e-04,0.000000000000000e+00,2.142324877341298e-05
1.471087514468607e+00,1.499241970685494e-02,7.109347548397421e-03,1.556691487488286e-03,6.456259427739932e-04,0.000000000000000e+00,2.101861626179358e-05
1.498492389424724e+00,1.470746362552098e-02,6.975283460200572e-03,1.527040018043071e-03,6.334527461694219e-04,0.000000000000000e+00,2.062140307347929e-05
1.526407789529056e+00,1.442774048114255e-02,6.843678387611076e-03,1.497922831667195e-03,6.214387914354849e-04,0.000000000000000e+00,2.023147381309172e-05
1.554843225349608e+00,1.415313043329863e-02,6.714487456200846e-03,1.469352310538255e-03,6.096495722029689e-04,0.000000000000000e+00,1.984869556447593e-05
1.583808384626664e+00,1.388357916567030e-02,6.587666612752774e-03,1.441304790330223e-03,5.981339435595778e-04,0.000000000000000e+00,1.947293784533932e-05
1.613313135573329e+00,1.361896365069703e-02,6.463172610212609e-03,1.413775384207963e-03,5.867690070266813e-04,0.000000000000000e+00,1.910407256271752e-05
1.643367530237550e+00,1.335919559517667e-02,6.340962992914531e-03,1.386743117071551e-03,5.756167281826225e-04,0.000000000000000e+00,1.874197396925192e-05
1.673981807926782e+00,1.310420400417116e-02,6.220996082075281e-03,1.360208613856182e-03,5.647233298721672e-04,0.000000000000000e+00,1.838651862026392e-05
1.705166398696434e+00,1.285388638767447e-02,6.103230961551959e-03,1.334157155970217e-03,5.539725358542234e-04,0.000000000000000e+00,1.803758533161146e-05
1.736931926903319e+00,1.260816844875148e-02,5.987627463858604e-03,1.308593928624497e-03,5.434229729077144e-04,0.000000000000000e+00,1.769505513831289e-05
1.769289214825287e+00,1.236696209040987e-02,5.874146156436779e-03,1.283499347458264e-03,5.331183730232724e-04,0.000000000000000e+00,1.735881125392469e-05
1.802249286348299e+00,1.213017748614830e-02,5.762748328175524e-03,1.258860973866260e-03,5.229487261296220e-04,0.000000000000000e+00,1.702873903065866e-05
1.835823370722176e+00,1.189777484914042e-02,5.653395976175978e-03,1.234687905204854e-03,5.129695005779379e-04,0.000000000000000e+00,1.670472592022517e-05
1.870022906386329e+00,1.166958111646329e-02,5.546051792756316e-03,1.210931323644096e-03,5.032220713730283e-04,0.000000000000000e+00,1.638666143538901e-05
1.904859544866742e+00,1.144560639519746e-02,5.440679152692402e-03,1.187627138282941e-03,4.936023566988745e-04,0.000000000000000e+00,1.607443711222482e-05
1.940345154745565e+00,1.122575350035243e-02,5.337242100689987e-03,1.164755743328140e-03,4.841628362294948e-04,0.000000000000000e+00,1.576794647305898e-05
1.976491825704646e+00,1.100992856980377e-02,5.235705339084017e-03,1.142298521771399e-03,4.749426552432416e-04,0.000000000000000e+00,1.546708499008554e-05
2.013311872644403e+00,1.079807440630773e-02,5.136034215761028e-03,1.120258813394412e-03,4.658433415898215e-04,0.000000000000000e+00,1.517175004964356e-05
2.050817839879409e+00,1.059011257378505e-02,5.038194712300423e-03,1.098612048237755e-03,4.569145470811889e-04,0.000000000000000e+00,1.488184091714384e-05
2.089022505412153e+00,1.038597625996754e-02,4.942153432330656e-03,1.077373936350017e-03,4.481933065877577e-04,0.000000000000000e+00,1.459725870263288e-05
2.127938885286409e+00,1.018559529228882e-02,4.847877590096339e-03,1.056528572390627e-03,4.395864554511081e-04,0.000000000000000e+00,1.431790632698243e-05
2.167580238021700e+00,9.988894027872558e-03,4.755334999232455e-03,1.036062324401562e-03,4.311409701511684e-04,0.000000000000000e+00,1.404368848869306e-05
2.207960069130384e+00,9.795820479191674e-03,4.664494061741846e-03,1.015969761714991e-03,4.228918892500435e-04,0.000000000000000e+00,1.377451163130043e-05
2.249092135718874e+00,9.606277619160922e-03,4.575323757172251e-03,9.962477813865874e-04,4.147510698134143e-04,0.000000000000000e+00,1.351028391137314e-05
2.290990451174584e+00,9.420235440419927e-03,4.487793631989280e-03,9.768926660074992e-04,4.067629564400864e-04,0.000000000000000e+00,1.325091516709120e-05
2.333669289940187e+00,9.237618256591761e-03,4.401873789141712e-03,9.578961073101954e-04,3.989606983957415e-04,0.000000000000000e+00,1.299631688739449e-05
2.377143192376810e+00,9.058358478686050e-03,4.317534877815668e-03,9.392469934659266e-04,3.912609047482009e-04,0.000000000000000e+00,1.274640218169074e-05
2.421426969717823e+00,8.882399846834503e-03,4.234748083374168e-03,9.209359652122480e-04,3.837056249547825e-04,0.000000000000000e+00,1.250108575011254e-05
2.466535709114920e+00,8.709680329062594e-03,4.153485117478766e-03,9.029646965072469e-04,3.763262204200424e-04,0.000000000000000e+00,1.226028385431347e-05
2.512484778778195e+00,8.540142822434846e-03,4.073718208389959e-03,8.853273114226332e-04,3.690437960477866e-04,0.000000000000000e+00,1.202391428879335e-05
2.559289833211980e+00,8.373734762254960e-03,3.995420091443136e-03,8.680146576476920e-04,3.618981346426370e-04,0.000000000000000e+00,1.179189635274288e-05
2.606966818548214e+00,8.210387791289780e-03,3.918563999696960e-03,8.510223506739931e-04,3.549189061731228e-04,0.000000000000000e+00,1.156415082239811e-05
