# energy,k_k,kS_kL,pi_pi_pi0,eta_a,pi0_a,e_e,mu_mu,pi_pi,omega_pi0,etap_a
1.295922508632097e-01,1.952847603219477e-01,1.681174213792018e-01,5.294140490917543e-02,1.083818664814491e-03,0.000000000000000e+00,1.513101359951566e-04,1.163170139158969e-04,2.835984146505001e-05,1.411643667948051e-05,0.000000000000000e+00
1.320064236403275e-01,1.917065958209848e-01,1.650395548133277e-01,5.197057980690204e-02,1.063885936710746e-03,0.000000000000000e+00,1.485421780872384e-04,1.141863756360128e-04,2.784018303583621e-05,1.385754703967830e-05,0.000000000000000e+00
1.344655700185593e-01,1.881865003642498e-01,1.620126760825240e-01,5.101750986149315e-02,1.044388408767607e-03,0.000000000000000e+00,1.458248414212306e-04,1.120947038574293e-04,2.733002847360817e-05,1.360306058893398e-05,0.000000000000000e+00
1.369705278106814e-01,1.847356457584388e-01,1.590336206892553e-01,5.008187036899513e-02,1.025257412902173e-03,0.000000000000000e+00,1.431572002208571e-04,1.100412859626917e-04,2.682920397241353e-05,1.335360450664822e-05,0.000000000000000e+00
1.395221504370762e-01,1.813502327552693e-01,1.561215551539395e-01,4.916334256387348e-02,1.005771071113249e-03,0.000000000000000e+00,1.405383456407151e-04,1.080254223671379e-04,2.633753890497787e-05,1.310866099511586e-05,0.000000000000000e+00
1.421213072164864e-01,1.780197608332764e-01,1.532577309276545e-01,4.826161351041184e-02,9.879284963699054e-04,0.000000000000000e+00,1.379673854566385e-04,1.060464262805542e-04,2.585486576457317e-05,1.286788348257821e-05,0.000000000000000e+00
1.447688836621845e-01,1.747548000017948e-01,1.504391539780411e-01,4.737637599609662e-02,9.701545012489496e-04,0.000000000000000e+00,1.354434437617235e-04,1.041036234731908e-04,2.538102010794929e-05,1.263186536794831e-05,0.000000000000000e+00
1.474657817836617e-01,1.715517556703627e-01,1.476839583716655e-01,4.650732842695199e-02,9.519698079489471e-04,0.000000000000000e+00,1.329656606679141e-04,1.021963520460551e-04,2.491584049930928e-05,1.240011675234950e-05,0.000000000000000e+00
1.502129203939347e-01,1.684006929573061e-01,1.449744055008509e-01,4.565417472478873e-02,9.345273754176125e-04,0.000000000000000e+00,1.305331920130441e-04,1.003239622054081e-04,2.445916845530918e-05,1.217230973672757e-05,0.000000000000000e+00
1.530112354225793e-01,1.653116124920560e-01,1.423076626159250e-01,4.481662422633238e-02,9.173546198104587e-04,0.000000000000000e+00,1.281452090732380e-04,9.848581604138231e-05,2.401084839106386e-05,1.194900574856768e-05,0.000000000000000e+00
1.558616802345941e-01,1.622811133176067e-01,1.397008869454849e-01,4.399439158419616e-02,9.004918972995138e-04,0.000000000000000e+00,1.258008982805705e-04,9.668128731065086e-05,2.357072756714012e-05,1.172974127384255e-05,0.000000000000000e+00
1.587652259552050e-01,1.592997957225008e-01,1.371372954200530e-01,4.318719666966505e-02,8.842728637557396e-04,0.000000000000000e+00,1.234994609458902e-04,9.490976122306975e-05,2.313865603751937e-05,1.151420607709884e-05,0.000000000000000e+00
1.617228618007201e-01,1.563771216274759e-01,1.346142078847961e-01,4.239476447725773e-02,8.677053071077117e-04,0.000000000000000e+00,1.212401129867122e-04,9.317063423222264e-05,2.271448659851201e-05,1.130293134990703e-05,0.000000000000000e+00
1.647355954155487e-01,1.535098732784750e-01,1.321478573503303e-01,4.161682503103392e-02,8.517966117248458e-04,0.000000000000000e+00,1.190220846600868e-04,9.146331382979588e-05,2.229807473860591e-05,1.109547855006480e-05,0.000000000000000e+00
1.678044532154978e-01,1.506891573060136e-01,1.297223648129004e-01,4.085311329261540e-02,8.361423882514462e-04,0.000000000000000e+00,1.168446203003542e-04,8.978721834371466e-05,2.188927858923230e-05,1.089155415017804e-05,0.000000000000000e+00
1.709304807374644e-01,1.479239259411628e-01,1.273351944926610e-01,4.010336907088907e-02,8.207647069196752e-04,0.000000000000000e+00,1.147069780616949e-04,8.814177673997061e-05,2.148795887643199e-05,1.069166072231475e-05,0.000000000000000e+00
1.741147429956423e-01,1.452111347641759e-01,1.250017049677228e-01,3.936733693336146e-02,8.059636412459135e-04,0.000000000000000e+00,1.126084296653877e-04,8.652642842807355e-05,2.109397887340548e-05,1.049538334668283e-05,0.000000000000000e+00
1.773583248443645e-01,1.425423694722135e-01,1.227068726002817e-01,3.864476611913446e-02,7.908648981782262e-04,0.000000000000000e+00,1.105482601516913e-04,8.494062307006159e-05,2.070720435393102e-05,1.030244431479860e-05,0.000000000000000e+00
1.806623313477042e-01,1.399261000625229e-01,1.204482982084165e-01,3.793541045347265e-02,7.763585367618432e-04,0.000000000000000e+00,1.085257676362628e-04,8.338382039300384e-05,2.032750354663448e-05,1.011331912873375e-05,0.000000000000000e+00
1.840278881559631e-01,1.373594461126326e-01,1.182405130413835e-01,3.723902826393301e-02,7.620927650533446e-04,0.000000000000000e+00,1.065402630710305e-04,8.185549000493238e-05,1.995474709009550e-05,9.927615216858516e-06,0.000000000000000e+00
1.874561418891710e-01,1.348344465802837e-01,1.160693027509063e-01,3.655538229802865e-02,7.480655221179088e-04,0.000000000000000e+00,1.045910700094409e-04,8.035511121414025e-05,1.958880798877487e-05,9.745069823684739e-06,0.000000000000000e+00
1.909482605277311e-01,1.323591152057646e-01,1.139323973948596e-01,3.588423964239813e-02,7.345616520251582e-04,0.000000000000000e+00,1.026775243759979e-04,7.888217285178473e-05,1.922956156974777e-05,9.566132839175040e-06,0.000000000000000e+00
1.945054338103422e-01,1.299307267298093e-01,1.118435454599349e-01,3.522537164345341e-02,7.207994043728662e-04,0.000000000000000e+00,1.007989742400178e-04,7.743617309773430e-05,1.887688544022840e-05,9.390432843227376e-06,0.000000000000000e+00
1.981288736393338e-01,1.275417489547943e-01,1.097892982929948e-01,3.457855382947874e-02,7.075710237210715e-04,0.000000000000000e+00,9.895477959352091e-05,7.601661930960110e-05,1.853065944587132e-05,9.217721237923648e-06,0.000000000000000e+00
2.018198144935519e-01,1.251997639416036e-01,1.077675082299507e-01,3.394356583415443e-02,6.945594843679652e-04,0.000000000000000e+00,9.714431213318604e-05,7.462302785489991e-05,1.819076562983556e-05,9.048423674300789e-06,0.000000000000000e+00
2.055795138489369e-01,1.229021932359800e-01,1.057911831605378e-01,3.332019132147933e-02,6.817748049225903e-04,0.000000000000000e+00,9.536695504629177e-05,7.325492394627658e-05,1.785708819259720e-05,8.882188736582168e-06,0.000000000000000e+00
2.094092526069364e-01,1.206419103842266e-01,1.038475988807039e-01,3.270821791206623e-02,6.694547154665450e-04,0.000000000000000e+00,9.362210280057349e-05,7.191184147975026e-05,1.752951345249711e-05,8.718781218072371e-06,0.000000000000000e+00
2.133103355308983e-01,1.184260890214461e-01,1.019347234176539e-01,3.210743711078532e-02,6.569142885180002e-04,0.000000000000000e+00,9.190916093792266e-05,7.059332287591343e-05,1.720792980701006e-05,8.558603846458269e-06,0.000000000000000e+00
2.172840916905945e-01,1.162522895904308e-01,1.000648639584154e-01,3.151764423573108e-02,6.448479635317149e-04,0.000000000000000e+00,9.022754587185968e-05,6.929891892403647e-05,1.689222769472225e-05,8.401324137223194e-06,0.000000000000000e+00
2.213318749150243e-01,1.141137695250912e-01,9.822598172380202e-02,3.093863834848809e-02,6.329861665974948e-04,0.000000000000000e+00,8.857668468871020e-05,6.802818862902343e-05,1.658229955800422e-05,8.246719551656742e-06,0.000000000000000e+00
2.254550642536547e-01,1.120173160357557e-01,9.641615420038570e-02,3.037022218567227e-02,6.213292578342075e-04,0.000000000000000e+00,8.695601495241764e-05,6.678069906116621e-05,1.627803980636638e-05,8.095171119419630e-06,0.000000000000000e+00
2.296550644462514e-01,1.099606209802924e-01,9.464702561772553e-02,2.981220209172424e-02,6.098821419502678e-04,0.000000000000000e+00,8.536498451292566e-05,6.555602520864712e-05,1.597934478048476e-05,7.946364266804252e-06,0.000000000000000e+00
2.339333064014638e-01,1.079373050012568e-01,9.290720569943293e-02,2.926438795293175e-02,5.986597612639676e-04,0.000000000000000e+00,8.380305131806450e-05,6.435374983273838e-05,1.568611271688462e-05,7.800088447374773e-06,0.000000000000000e+00
2.382912476843241e-01,1.059537897000697e-01,9.119487549522302e-02,2.872659313265871e-02,5.876548164411076e-04,0.000000000000000e+00,8.226968322887816e-05,6.317346332565040e-05,1.539824371327002e-05,7.656704167517094e-06,0.000000000000000e+00
2.427303730128298e-01,1.040078912707396e-01,8.952105198917892e-02,2.819863440775899e-02,5.768423179292575e-04,0.000000000000000e+00,8.076435783832832e-05,6.201476357097922e-05,1.511563969448744e-05,7.515913797180368e-06,0.000000000000000e+00
2.472521947637751e-01,1.020935739994403e-01,8.787495847455533e-02,2.768033190615293e-02,5.662131839296973e-04,0.000000000000000e+00,7.928656229331441e-05,6.087725580670642e-05,1.483820437911182e-05,7.377518127201958e-06,0.000000000000000e+00
2.518582534880071e-01,1.002169135732528e-01,8.625487398560641e-02,2.717150904554567e-02,5.557750593228956e-04,0.000000000000000e+00,7.783579311994827e-05,5.976055249070446e-05,1.456584324664377e-05,7.241858245186490e-06,0.000000000000000e+00
2.565501184352792e-01,9.837584382471672e-02,8.467122204920985e-02,2.667199247326624e-02,5.455411089920600e-04,0.000000000000000e+00,7.641155605202444e-05,5.866427316870189e-05,1.429846350530669e-05,7.108652557155166e-06,0.000000000000000e+00
2.613293880888835e-01,9.656465417253048e-02,8.311380647688614e-02,2.618161200720681e-02,5.355047531165160e-04,0.000000000000000e+00,7.501336586262728e-05,5.758804434466286e-05,1.403597406043278e-05,6.977712587234761e-06,0.000000000000000e+00
2.661976907102414e-01,9.478909302310420e-02,8.158099900933434e-02,2.570020057784228e-02,5.256480424774745e-04,0.000000000000000e+00,7.364074619881784e-05,5.653149935353771e-05,1.377828548342732e-05,6.849361047806761e-06,0.000000000000000e+00
2.711566848936409e-01,9.304720551068545e-02,8.008266168440180e-02,2.522759417131019e-02,5.159561369764440e-04,0.000000000000000e+00,7.229322941934398e-05,5.549427823634018e-05,1.352530998130038e-05,6.723331510871135e-06,0.000000000000000e+00
2.762080601313063e-01,9.133358867256268e-02,7.860914756090748e-02,2.476363177353157e-02,5.064375695578440e-04,0.000000000000000e+00,7.097035643531846e-05,5.447602761750970e-05,1.327696136675600e-05,6.599445652473486e-06,0.000000000000000e+00
2.813535373889964e-01,8.965368126439426e-02,7.715891609222396e-02,2.430815531535391e-02,4.971310787909884e-04,0.000000000000000e+00,6.967167655381088e-05,5.347640058451623e-05,1.303315502882815e-05,6.478008804716652e-06,0.000000000000000e+00
2.865948696923244e-01,8.800563372666281e-02,7.574129807329116e-02,2.386100961869734e-02,4.879579805653165e-04,0.000000000000000e+00,6.839674732429976e-05,5.249505656966692e-05,1.279380790405388e-05,6.358768894258716e-06,0.000000000000000e+00
2.919338427240002e-01,8.638433414475848e-02,7.434716622376414e-02,2.342204234368572e-02,4.789672380748168e-04,0.000000000000000e+00,6.714513438793324e-05,5.153166123407463e-05,1.255883844817360e-05,6.241557202280465e-06,0.000000000000000e+00
2.973722754321997e-01,8.479492830382569e-02,7.297506298492418e-02,2.299110393674472e-02,4.701316677803612e-04,0.000000000000000e+00,6.591641132954608e-05,5.058588635374794e-05,1.232816660834892e-05,6.126662609526107e-06,0.000000000000000e+00
3.029120206502667e-01,8.323566627807193e-02,7.163381652563695e-02,2.256804757964910e-02,4.614503292820143e-04,0.000000000000000e+00,6.471015953238320e-05,4.965740970776485e-05,1.210171379588862e-05,6.013846620755358e-06,0.000000000000000e+00
3.085549657279591e-01,8.170171152312608e-02,7.031479123369684e-02,2.215272913950185e-02,4.529400680060890e-04,0.000000000000000e+00,6.352596803548023e-05,4.874591496849125e-05,1.187940285947340e-05,5.902949609244746e-06,0.000000000000000e+00
3.143030331744552e-01,8.019793263533237e-02,6.901660806804497e-02,2.174500711962821e-02,4.446001231213789e-04,0.000000000000000e+00,6.236343339365193e-05,4.785109159380718e-05,1.166115805887028e-05,5.794244897071358e-06,0.000000000000000e+00
3.201581813133378e-01,7.872267395567727e-02,6.774761964678130e-02,2.134474261136778e-02,4.364019424560524e-04,0.000000000000000e+00,6.122215954004179e-05,4.697263472130415e-05,1.144690503912779e-05,5.687506834392906e-06,0.000000000000000e+00
3.261224049497808e-01,7.727135947670913e-02,6.649965554105701e-02,2.095179924674831e-02,4.283453989124676e-04,0.000000000000000e+00,6.010175765118465e-05,4.611024506441718e-05,1.123657080524300e-05,5.582584389755995e-06,0.000000000000000e+00
3.321977360501644e-01,7.584859553756142e-02,6.527141099803016e-02,2.056604315202501e-02,4.204297319250932e-04,0.000000000000000e+00,5.900184601453763e-05,4.526362881045660e-05,1.103008369729192e-05,5.479736162996605e-06,0.000000000000000e+00
3.383862444343502e-01,7.445281566815859e-02,6.407078870185595e-02,2.018734290206967e-02,4.126697754920285e-04,0.000000000000000e+00,5.792204989843364e-05,4.443249752050435e-05,1.082737336601474e-05,5.378748662726165e-06,0.000000000000000e+00
3.446900384808541e-01,7.307969036369882e-02,6.289005834894731e-02,1.981556947559383e-02,4.050659652695807e-04,0.000000000000000e+00,5.686200142441285e-05,4.361656803114127e-05,1.062837074884745e-05,5.279478995802777e-06,0.000000000000000e+00
3.511112658451550e-01,7.173357783336505e-02,6.172798547307091e-02,1.945059621119104e-02,3.975898093331510e-04,0.000000000000000e+00,5.582133944188940e-05,4.281556235797135e-05,1.043300804639194e-05,5.182171829603510e-06,0.000000000000000e+00
3.576521141913842e-01,7.041299599170840e-02,6.059204706133482e-02,1.909229876418292e-02,3.902329757369603e-04,0.000000000000000e+00,5.479970940511006e-05,4.202920760091038e-05,1.024121869931638e-05,5.086625170753506e-06,0.000000000000000e+00
3.643148119376474e-01,6.911384855831616e-02,5.947492922715562e-02,1.874055506425456e-02,3.830262040561914e-04,0.000000000000000e+00,5.379676325236322e-05,4.125723585120657e-05,1.005293736567797e-05,4.992703822628037e-06,0.000000000000000e+00
3.711016290152290e-01,6.784025897867746e-02,5.837546400486110e-02,1.839524527386471e-02,3.759499388943805e-04,0.000000000000000e+00,5.281215928739670e-05,4.049938410016162e-05,9.868099898660546e-06,4.900639276152485e-06,0.000000000000000e+00
3.780148776419412e-01,6.659082500645415e-02,5.730072561581884e-02,1.805625174741656e-02,3.690158679312986e-04,0.000000000000000e+00,5.184556206300461e-05,3.975539414952113e-05,9.686643324719215e-06,4.810240421526818e-06,0.000000000000000e+00
3.850569131098797e-01,6.536167102264709e-02,5.624379415931612e-02,1.772345899117535e-02,3.621973558169112e-04,0.000000000000000e+00,5.089664226674273e-05,3.902501252350347e-05,9.508505822124721e-06,4.721379344296578e-06,0.000000000000000e+00
3.922301345878532e-01,6.415669835529760e-02,5.520356458814406e-02,1.739675362391895e-02,3.554934569374709e-04,0.000000000000000e+00,4.996507660873454e-05,3.830799038243758e-05,9.333626699900203e-06,4.634275062724041e-06,0.000000000000000e+00
3.995369859387628e-01,6.297458029651574e-02,5.418673005397297e-02,1.707602433830812e-02,3.489209730206487e-04,0.000000000000000e+00,4.905054771152848e-05,3.760408343798016e-05,9.161946377143136e-06,4.548746761006874e-06,0.000000000000000e+00
4.069799565522079e-01,6.181165000249676e-02,5.318674341915917e-02,1.676116186296335e-02,3.424691021207150e-04,0.000000000000000e+00,4.815274400197007e-05,3.691305186988308e-05,8.993406362725433e-06,4.464673417793883e-06,0.000000000000000e+00
4.145615821926023e-01,6.067159864885356e-02,5.220255916582237e-02,1.645205892523517e-02,3.361445017324688e-04,0.000000000000000e+00,4.727135960505105e-05,3.623466024428301e-05,8.827949235364774e-06,4.382262255567174e-06,0.000000000000000e+00
4.222844458630905e-01,5.955317099714515e-02,5.124050990325418e-02,1.614861021465543e-02,3.299301518257581e-04,0.000000000000000e+00,4.640609423970023e-05,3.556867743348528e-05,8.665518624060414e-06,4.301342198176071e-06,0.000000000000000e+00
4.301511786855573e-01,5.845289773284368e-02,5.029440117732153e-02,1.585071234705697e-02,3.236929765814678e-04,0.000000000000000e+00,4.555665311647986e-05,3.491487653721441e-05,8.506059188886735e-06,4.221798741400072e-06,0.000000000000000e+00
4.381644607970314e-01,5.737427119962189e-02,4.936324379290619e-02,1.555826382934950e-02,3.178226352892111e-04,0.000000000000000e+00,4.472274683715313e-05,3.427303480530510e-05,8.349516602138059e-06,4.143827944890921e-06,0.000000000000000e+00
4.463270222627881e-01,5.631610377867112e-02,4.845302923847049e-02,1.527116502493977e-02,3.119396485437086e-04,0.000000000000000e+00,4.390409129608837e-05,3.364293356180653e-05,8.195837529818268e-06,4.067267949616485e-06,0.000000000000000e+00
4.546416440064620e-01,5.527511304463494e-02,4.755789674549379e-02,1.498931811978402e-02,3.061706604589332e-04,0.000000000000000e+00,4.310040758346634e-05,3.302435813047469e-05,8.044969613468910e-06,3.992010422039580e-06,0.000000000000000e+00
4.631111587574871e-01,5.425460321992136e-02,4.667691040778753e-02,1.471262708906145e-02,3.005017410908153e-04,0.000000000000000e+00,4.231142189025771e-05,3.241709776162717e-05,7.896861452329630e-06,3.918240859790022e-06,0.000000000000000e+00
4.717384520161862e-01,5.325345066291180e-02,4.581573896832736e-02,1.444099766445703e-02,2.948098880982049e-04,0.000000000000000e+00,4.153686541493849e-05,3.182094556033546e-05,7.751462585824847e-06,3.845806121760161e-06,0.000000000000000e+00
4.805264630368397e-01,5.226854977049585e-02,4.496883736970352e-02,1.417433730204281e-02,2.894654354516717e-04,0.000000000000000e+00,4.077647427191126e-05,3.123569841593025e-05,7.608723476370663e-06,3.774603708597654e-06,0.000000000000000e+00
4.894781858290672e-01,5.130302677752649e-02,4.413532012425329e-02,1.391255515074650e-02,2.841005962169793e-04,0.000000000000000e+00,4.002998940160136e-05,3.066115693279582e-05,7.468595492496184e-06,3.704809128175206e-06,0.000000000000000e+00
4.985966701778642e-01,5.035581857333603e-02,4.332055061495619e-02,1.365556202139683e-02,2.788426608994959e-04,0.000000000000000e+00,3.929715648219722e-05,3.009712536242991e-05,7.331030892273510e-06,3.636277490679293e-06,0.000000000000000e+00
5.078850226826414e-01,4.942398685244017e-02,4.251928248928230e-02,1.340327035633494e-02,2.736746024254895e-04,0.000000000000000e+00,3.857772584300481e-05,2.954341153674577e-05,7.195982807050715e-06,3.568911818209458e-06,0.000000000000000e+00
5.173464078156191e-01,4.851048944995974e-02,4.173067796231574e-02,1.315559419958156e-02,2.684752622682956e-04,0.000000000000000e+00,3.787145237938677e-05,2.899982680259391e-05,7.063405225482293e-06,3.502878162616681e-06,0.000000000000000e+00
5.269840489999404e-01,4.761432052557028e-02,4.095981150599695e-02,1.291244916754978e-02,2.636105926073303e-04,0.000000000000000e+00,3.717809546925697e-05,2.846618595748098e-05,6.933252977851605e-06,3.438039438778785e-06,0.000000000000000e+00
5.368012297078663e-01,4.673270005988909e-02,4.020171938255901e-02,1.267375242029339e-02,2.587164113677884e-04,0.000000000000000e+00,3.649741889110246e-05,2.794230718646405e-05,6.805481720680038e-06,3.374303894672382e-06,0.000000000000000e+00
5.468012945794304e-01,4.586842655964406e-02,3.945560894034910e-02,1.243942263328111e-02,2.539236944930932e-04,0.000000000000000e+00,3.582919074350457e-05,2.742801200019876e-05,6.680047921617543e-06,3.311828638857888e-06,0.000000000000000e+00
5.569876505619331e-01,4.502054836987725e-02,3.872628130313806e-02,1.220937996968690e-02,2.492152459704449e-04,0.000000000000000e+00,3.517318336613178e-05,2.692312517412002e-05,6.556908844609512e-06,3.250483970758313e-06,0.000000000000000e+00
5.673637680706628e-01,4.418643523124057e-02,3.800904012457307e-02,1.198354605318714e-02,2.444636015748183e-04,0.000000000000000e+00,3.452917326217758e-05,2.642747468873495e-05,6.436022535334819e-06,3.190183079477709e-06,0.000000000000000e+00
5.779331821712403e-01,4.336873490474506e-02,3.730313545519471e-02,1.176184394125514e-02,2.400348681203360e-04,0.000000000000000e+00,3.389694102221676e-05,2.594089167100726e-05,6.317347806910164e-06,3.131074610313422e-06,0.000000000000000e+00
5.886994937839897e-01,4.256654700199003e-02,3.661310979511442e-02,1.154419809894417e-02,2.355731374998372e-04,0.000000000000000e+00,3.327627124945427e-05,2.546321033681330e-05,6.200844225855794e-06,3.073035850943164e-06,0.000000000000000e+00
5.996663709107439e-01,4.177738295690469e-02,3.593451978612436e-02,1.133053437314983e-02,2.312023268960665e-04,0.000000000000000e+00,3.266695248634117e-05,2.499426793445033e-05,6.086472098317827e-06,3.015984668580619e-06,0.000000000000000e+00
6.108375498845073e-01,4.100374790511642e-02,3.526665588084652e-02,1.112077996734310e-02,2.269104794425320e-04,0.000000000000000e+00,3.206877714253256e-05,2.453390468917735e-05,5.974192456542467e-06,2.960061701065725e-06,0.000000000000000e+00
6.222168366423947e-01,4.024478996318726e-02,3.461381588704061e-02,1.091486341676548e-02,2.225701137130355e-04,0.000000000000000e+00,3.148154142416319e-05,2.408196374876997e-05,5.863967045597558e-06,2.905150845445182e-06,0.000000000000000e+00
6.338081080222862e-01,3.949815462613645e-02,3.397179580728171e-02,1.071271456407767e-02,2.185397894598399e-04,0.000000000000000e+00,3.090504526441632e-05,2.363829113007058e-05,5.755758310336874e-06,2.851174392533122e-06,0.000000000000000e+00
6.456153130836372e-01,3.876621208710095e-02,3.333992432006384e-02,1.051426453545362e-02,2.144711615881763e-04,0.000000000000000e+00,3.033909225536252e-05,2.320273566651559e-05,5.649529382602753e-06,2.798265406422478e-06,0.000000000000000e+00
6.576424744528931e-01,3.804815635475393e-02,3.272226772162391e-02,1.031944571711164e-02,2.104859156539130e-04,0.000000000000000e+00,2.978348958104495e-05,2.277514895662191e-05,5.545244068662686e-06,2.746314040118610e-06,0.000000000000000e+00
6.698936896939683e-01,3.734175976418082e-02,3.211484848207223e-02,1.012819173227472e-02,2.065073139138900e-04,0.000000000000000e+00,2.923804795178834e-05,2.235538531341508e-05,5.442866836875610e-06,2.695246770841078e-06,0.000000000000000e+00
6.823731327042549e-01,3.664926483504261e-02,3.151703144679263e-02,9.940437418552144e-03,2.026081386296462e-04,0.000000000000000e+00,2.870258153970954e-05,2.194330171478192e-05,5.342362805583651e-06,2.645189493140340e-06,0.000000000000000e+00
6.950850551366394e-01,3.596990899599978e-02,3.093266387127179e-02,9.756118805734640e-03,1.989401914439006e-04,0.000000000000000e+00,2.817690791540721e-05,2.153875775473051e-05,5.243697731225239e-06,2.596038277332659e-06,0.000000000000000e+00
7.080337878480080e-01,3.530158459019799e-02,3.035798249448009e-02,9.575173093995594e-03,1.952299217821716e-04,0.000000000000000e+00,2.766084798580955e-05,2.114161559554120e-05,5.146837996665525e-06,2.547723562458287e-06,0.000000000000000e+00
7.212237423747376e-01,3.464641334124884e-02,2.979238638062069e-02,9.397538632490810e-03,1.915964893040392e-04,0.000000000000000e+00,2.715422593315871e-05,2.075173992079210e-05,5.051750599740087e-06,2.500364463063743e-06,0.000000000000000e+00
7.346594124356737e-01,3.400367375882060e-02,2.923951554338999e-02,9.223154898349573e-03,1.879744077293025e-04,0.000000000000000e+00,2.665686915511084e-05,2.036899788924317e-05,4.958403142008079e-06,2.453862648421507e-06,0.000000000000000e+00
7.483453754631058e-01,3.337137173017832e-02,2.869580944910498e-02,9.051962476049832e-03,1.844091244166517e-04,0.000000000000000e+00,2.616860820593186e-05,1.999325908956316e-05,4.866763817710954e-06,2.408152303589311e-06,0.000000000000000e+00
7.622862941622648e-01,3.275151468981400e-02,2.816069953765384e-02,8.883903037170474e-03,1.810698170280626e-04,0.000000000000000e+00,2.568927673876855e-05,1.962439549588391e-05,4.776801402932999e-06,2.363346126764904e-06,0.000000000000000e+00
7.764869180998726e-01,3.214342001539181e-02,2.763762974427349e-02,8.718919320513767e-03,1.776866566567408e-04,0.000000000000000e+00,2.521871144897543e-05,1.926228142416691e-05,4.688485244959975e-06,2.319351084634167e-06,0.000000000000000e+00
7.909520853222827e-01,3.154520102259774e-02,2.712323134288004e-02,8.556955112591247e-03,1.743726242409252e-04,0.000000000000000e+00,2.475675201847805e-05,1.890679348936727e-05,4.601785251832266e-06,2.276104910062630e-06,0.000000000000000e+00
8.056867240037667e-01,3.095875701318995e-02,2.661696640519470e-02,8.397955228466331e-03,1.710758370342339e-04,0.000000000000000e+00,2.430324106115385e-05,1.855781056338039e-05,4.516671882088959e-06,2.233714230183794e-06,0.000000000000000e+00
8.206958541255072e-01,3.038344213899581e-02,2.612209334992989e-02,8.241865492947144e-03,1.678182604728658e-04,0.000000000000000e+00,2.385802406921191e-05,1.821521373375714e-05,4.433116134699328e-06,2.192091023367041e-06,0.000000000000000e+00
8.359845891858667e-01,2.981747135790997e-02,2.563542492713136e-02,8.088632722123198e-03,1.647758671739436e-04,0.000000000000000e+00,2.342094936055324e-05,1.787888626317332e-05,4.351089539178341e-06,2.151176375529089e-06,0.000000000000000e+00
8.515581379425193e-01,2.926264166367762e-02,2.515645219043387e-02,7.938204705239527e-03,1.616911699536354e-04,0.000000000000000e+00,2.299186802709388e-05,1.754871354963971e-05,4.270564145882788e-06,2.111071171356909e-06,0.000000000000000e+00
8.674218061870348e-01,2.871834200121080e-02,2.468825803495372e-02,7.790530186902202e-03,1.586690913595099e-04,0.000000000000000e+00,2.257063388403297e-05,1.722458308743907e-05,4.191512516484719e-06,2.071692132716663e-06,0.000000000000000e+00
8.835809985525224e-01,2.818288349614243e-02,2.422782691199029e-02,7.645558849609060e-03,1.556677119755771e-04,0.000000000000000e+00,2.215710342004878e-05,1.690638442877678e-05,4.113907714618954e-06,2.032983519592100e-06,0.000000000000000e+00
9.000412203549486e-01,2.765796634512139e-02,2.377467729604379e-02,7.503241296599774e-03,1.526921638711601e-04,0.000000000000000e+00,2.175113574840534e-05,1.659400914613208e-05,4.037723296701471e-06,1.995040781328709e-06,0.000000000000000e+00
9.168080794687575e-01,2.714301241174146e-02,2.333172601319899e-02,7.363529035019352e-03,1.499197885477589e-04,0.000000000000000e+00,2.135259255895352e-05,1.628735079529707e-05,3.962933302915552e-06,1.957785125636953e-06,0.000000000000000e+00
9.338872882374317e-01,2.663642380985680e-02,2.289611996774998e-02,7.226374459389347e-03,1.471066173110676e-04,0.000000000000000e+00,2.096133807100968e-05,1.598630487909076e-05,3.889512248362580e-06,1.921163816474628e-06,0.000000000000000e+00
9.512846654196446e-01,2.613980915303056e-02,2.246740357809634e-02,7.091730835381150e-03,1.443521216723865e-04,0.000000000000000e+00,2.057723898709630e-05,1.569076881173595e-05,3.817435114374512e-06,1.885267163053299e-06,0.000000000000000e+00
9.690061381716677e-01,2.565262145005945e-02,2.204833654648415e-02,6.959552283885805e-03,1.416481895290101e-04,0.000000000000000e+00,2.020016444752849e-05,1.540064188388679e-05,3.746677339985031e-06,1.850020618292800e-06,0.000000000000000e+00
9.870577440667101e-01,2.517334890257095e-02,2.163621948019864e-02,6.829793765374918e-03,1.389009624489047e-04,0.000000000000000e+00,1.982998598583102e-05,1.511582522829493e-05,3.677214813556491e-06,1.815374286114742e-06,0.000000000000000e+00
1.005445633151872e+00,2.470351347413467e-02,2.123062134412343e-02,6.702411064547353e-03,1.363741696768096e-04,0.000000000000000e+00,1.946657748497083e-05,1.483622178610268e-05,3.609023864559772e-06,1.781413610565419e-06,0.000000000000000e+00
1.024176070043422e+00,2.424259764075271e-02,2.083415317991591e-02,6.577360775256434e-03,1.338099002097629e-04,0.000000000000000e+00,1.910981513438990e-05,1.456173627375179e-05,3.542081255504279e-06,1.748068061580601e-06,0.000000000000000e+00
1.043255436061103e+00,2.378917105541973e-02,2.044426101927125e-02,6.454600285712515e-03,1.312972886953798e-04,0.000000000000000e+00,1.875957738782385e-05,1.429227515049627e-05,3.476364174015293e-06,1.715290432531478e-06,0.000000000000000e+00
1.062690231402203e+00,2.334467369901057e-02,2.006053705140498e-02,6.334087763955921e-03,1.288329252009575e-04,0.000000000000000e+00,1.841574492189210e-05,1.402774658650852e-05,3.411850225055998e-06,1.683161565052234e-06,0.000000000000000e+00
