# energy,mu_nu,pi_pi0,pi_pi_pi,pi0_e_nu,pi0_mu_nu,pi_pi0_pi0,e_nu
3.708466816474216e-02,3.943524427792457e-01,1.216913592408569e-01,8.802536582899098e-02,3.495611246100558e-02,1.833616616255525e-02,9.256749684234155e-03,1.262806333504520e-05
3.812575435482433e-02,3.835757821671311e-01,1.183653256599665e-01,8.561883028735082e-02,3.400121636946904e-02,1.783494550981003e-02,9.003682099063588e-03,1.228317750345176e-05
3.919606719054790e-02,3.730933964907875e-01,1.151301150624786e-01,8.327800929151286e-02,3.307239528534257e-02,1.734741153771013e-02,8.757524954677626e-03,1.194770934480970e-05
4.029642715807778e-02,3.628972501065907e-01,1.119832473832474e-01,8.100110840232826e-02,3.216893718796846e-02,1.687319050984055e-02,8.518089550608551e-03,1.162140169413534e-05
4.142767777727065e-02,3.529795267977659e-01,1.089223102795147e-01,7.878638218086634e-02,3.129014949958371e-02,1.641191889529445e-02,8.285192339176399e-03,1.130400440875642e-05
4.259068624830493e-02,3.433326237825903e-01,1.059449572816435e-01,7.663213285038659e-02,3.043535855439995e-02,1.596324308999566e-02,8.058654784783962e-03,1.099527417655638e-05
4.378634411646375e-02,3.339491458862121e-01,1.030489059943481e-01,7.453670899484785e-02,2.960390908218121e-02,1.552681914563095e-02,7.838303227054026e-03,1.069497432945486e-05
4.501556795558053e-02,3.248218998716160e-01,1.002319363470439e-01,7.249850429295683e-02,2.879516370592326e-02,1.510231250598430e-02,7.623968747703855e-03,1.040287466198143e-05
4.627930007067107e-02,3.159438889253942e-01,9.749188889197316e-02,7.051595628678579e-02,2.800850245324978e-02,1.468939775047095e-02,7.415487041054906e-03,1.011875125480339e-05
4.757850922029080e-02,3.073083072940898e-01,9.482666314880386e-02,6.858754518401489e-02,2.724332228115053e-02,1.428775834467478e-02,7.212698288078479e-03,9.842386303072530e-06
4.891419135917090e-02,2.989085350670067e-01,9.223421599443231e-02,6.671179269288174e-02,2.649903661369749e-02,1.389708639769759e-02,7.015447033880802e-03,9.573567949459118e-06
5.028737040170268e-02,2.907381331014813e-01,8.971256009675461e-02,6.488726088894448e-02,2.577507489238422e-02,1.351708242613446e-02,6.823582068533560e-03,9.312090121745150e-06
5.169909900685529e-02,2.827908380867302e-01,8.725976239120714e-02,6.311255111278979e-02,2.507088213874423e-02,1.314745512449413e-02,6.636956311158591e-03,9.057752374852412e-06
5.315045938512882e-02,2.750605577424868e-01,8.487394259890675e-02,6.138630289784105e-02,2.438591852891236e-02,1.278792114188844e-02,6.455426697177794e-03,8.810359737184203e-06
5.464256412816083e-02,2.675413661487493e-01,8.255327178525726e-02,5.970719292744462e-02,2.371965897980396e-02,1.243820486481970e-02,6.278854068641955e-03,8.569722561162986e-06
5.617655706162313e-02,2.602274992030543e-01,8.029597095791395e-02,5.807393402043431e-02,2.307159274659365e-02,1.209803820589937e-02,6.107103067554250e-03,8.335656377849299e-06
5.775361412206142e-02,2.531133502018022e-01,7.810030970303465e-02,5.648527414439731e-02,2.244122303118601e-02,1.176716039833621e-02,5.940042032106818e-03,8.107981755530601e-06
5.937494425835150e-02,2.461934655422370e-01,7.596460485876903e-02,5.493999545588418e-02,2.182806660137722e-02,1.144531779603618e-02,5.777542895750682e-03,7.886524162171490e-06
6.104179035846131e-02,2.394625405417968e-01,7.388721922497184e-02,5.343691336682808e-02,2.123165342041653e-02,1.113226367916112e-02,5.619481089021864e-03,7.671113831620069e-06
6.275543020223119e-02,2.329154153716174e-01,7.186656030814845e-02,5.197487563645640e-02,2.065152628668275e-02,1.082775806499685e-02,5.465735444048185e-03,7.461585633467625e-06
6.451717744090063e-02,2.265470711010864e-01,6.990107910067297e-02,5.055276148800018e-02,2.008724048320042e-02,1.053156752398597e-02,5.316188101663786e-03,7.257778946462132e-06
6.632838260413472e-02,2.203526258503998e-01,6.798926889334111e-02,4.916948074952254e-02,1.953836343672600e-02,1.024346500078404e-02,5.170724421059965e-03,7.059537535378301e-06
6.819043413531982e-02,2.143273310481870e-01,6.612966412034917e-02,4.782397301820916e-02,1.900447438614379e-02,9.963229640202406e-03,5.029232891903246e-03,6.866709431249992e-06
7.010475945592456e-02,2.084665677913220e-01,6.432083923581200e-02,4.651520684747837e-02,1.848516405991648e-02,9.690646617903677e-03,4.891605048853117e-03,6.679146814872968e-06
7.207282605973966e-02,2.027658433041413e-01,6.256140762096077e-02,4.524217895628972e-02,1.798003436234362e-02,9.425506975720600e-03,4.757735388414143e-03,6.496705903488916e-06
7.409614263783780e-02,1.972207874943449e-01,6.085002052118051e-02,4.400391346004284e-02,1.748869806838723e-02,9.167607461471680e-03,4.627521288058451e-03,6.319246840563628e-06
7.617626023511349e-02,1.918271496029484e-01,5.918536601207501e-02,4.279946112247889e-02,1.701077852683088e-02,8.916750373151091e-03,4.500862927556849e-03,6.146633588575092e-06
7.831477343929204e-02,1.865807949457111e-01,5.756616799376380e-02,4.162789862800931e-02,1.654590937154419e-02,8.672743407373076e-03,4.377663212458038e-03,5.978733824729050e-06
8.051332160331683e-02,1.814777017435467e-01,5.599118521264281e-02,4.048832787391587e-02,1.609373424063203e-02,8.435399511955021e-03,4.257827699657428e-03,5.815418839522324e-06
8.277359010205314e-02,1.765139580394868e-01,5.445921030985734e-02,3.937987528187800e-02,1.565390650325275e-02,8.204536742525944e-03,4.141264524998437e-03,5.656563438075994e-06
8.509731162427241e-02,1.716857586998280e-01,5.296906889575777e-02,3.830169112830015e-02,1.522608899389587e-02,7.979978123050534e-03,4.027884332850725e-03,5.502045844162800e-06
8.748626750090545e-02,1.669894024971738e-01,5.151961864962978e-02,3.725294889292621e-02,1.480995375391613e-02,7.761551510161903e-03,3.917600207611488e-03,5.351747606855314e-06
8.994228907058537e-02,1.624212892731243e-01,5.010974844400718e-02,3.623284462524066e-02,1.440518178012503e-02,7.549089461198928e-03,3.810327607077178e-03,5.205553509723142e-06
9.246725908352425e-02,1.579779171784480e-01,4.873837749289806e-02,3.524059632817209e-02,1.401146278024779e-02,7.342429105847151e-03,3.705984297634703e-03,5.063351482509748e-06
9.506311314480269e-02,1.536558799886122e-01,4.740445452326922e-02,3.427544335862512e-02,1.362849493505767e-02,7.141412021284675e-03,3.604490291222290e-03,4.925032515220974e-06
9.773184119817555e-02,1.494518644926214e-01,4.610695696915568e-02,3.333664584438262e-02,1.325598466700594e-02,6.945884110737573e-03,3.505767784011815e-03,4.790490574559631e-06
1.004754890515346e-01,1.453626479531552e-01,4.484489018777589e-02,3.242348411693009e-02,1.289364641516949e-02,6.755695485351410e-03,3.409741096765470e-03,4.659622522641879e-06
1.032961599451939e-01,1.413850956360647e-01,4.361728669705289e-02,3.153525815976825e-02,1.254120241634405e-02,6.570700349288683e-03,3.316336616821179e-03,4.532328037933271e-06
1.061960161642042e-01,1.375161584073281e-01,4.242320543395609e-02,3.067128707179021e-02,1.219838249211501e-02,6.390756887963710e-03,3.225482741662152e-03,4.408509538343693e-06
1.091772806959281e-01,1.337528703956288e-01,4.126173103309595e-02,2.983090854531263e-02,1.186492384174255e-02,6.215727159329671e-03,3.137109824027443e-03,4.288072106422398e-06
1.122422389341501e-01,1.300923467187587e-01,4.013197312501738e-02,2.901347835835980e-02,1.154057084070246e-02,6.045476988134112e-03,3.051150118521322e-03,4.170923416595651e-06
1.153932404310259e-01,1.265317812721085e-01,3.903306565365543e-02,2.821836988081254e-02,1.122507484472812e-02,5.879875863062148e-03,2.967537729680647e-03,4.056973664391310e-06
1.186327006982150e-01,1.230684445775462e-01,3.796416621242853e-02,2.744497359404209e-02,1.091819399920342e-02,5.718796836688280e-03,2.886208561460308e-03,3.946135497596019e-06
1.219631030585760e-01,1.196996816910376e-01,3.692445539846159e-02,2.669269662366210e-02,1.061969305376060e-02,5.562116428160323e-03,2.807100268098123e-03,3.838323949292289e-06
1.253870005498463e-01,1.164229101674019e-01,3.591313618444292e-02,2.596096228503914e-02,1.032934318194066e-02,5.409714528540659e-03,2.730152206321436e-03,3.733456372724094e-06
1.289070178817629e-01,1.132356180806450e-01,3.492943330763436e-02,2.524920964121462e-02,1.004692180577848e-02,5.261474308732453e-03,2.655305388858857e-03,3.631452377941091e-06
1.325258534481270e-01,1.101353620983510e-01,3.397259267556525e-02,2.455689307289816e-02,9.772212425177673e-03,5.117282129920033e-03,2.582502439221420e-03,3.532233770172830e-06
1.362462813953527e-01,1.071197656086563e-01,3.304188078795574e-02,2.388348186020360e-02,9.505004451944856e-03,4.977027456454976e-03,2.511687547718578e-03,3.435724489885821e-06
1.400711537490874e-01,1.041865168983712e-01,3.213658417442530e-02,2.322845977580646e-02,9.245093048355815e-03,4.840602771120989e-03,2.442806428675271e-03,3.341850554477392e-06
1.440034026005332e-01,1.013333673808510e-01,3.125600884755593e-02,2.259132468921106e-02,8.992278970129860e-03,4.707903492712658e-03,2.375806278817259e-03,3.250540001561700e-06
1.480460423541441e-01,9.855812987225916e-02,3.039947977089093e-02,2.197158818182445e-02,8.746368413692127e-03,4.578827895864951e-03,2.310635736792879e-03,3.161722833804437e-06
1.522021720384258e-01,9.585867691490045e-02,2.956634034146068e-02,2.136877517254110e-02,8.507172867606530e-03,4.453277033071869e-03,2.247244843800109e-03,3.075330965263881e-06
1.564749776816043e-01,9.323293914634002e-02,2.875595188643973e-02,2.078242355355245e-02,8.274508968065721e-03,4.331154658834670e-03,2.185585005288852e-03,2.991298169197225e-06
1.608677347539897e-01,9.067890371305537e-02,2.796769317354828e-02,2.021208383610102e-02,8.048198358327006e-03,4.212367155881289e-03,2.125608953708979e-03,2.909560027292101e-06
1.653838106789026e-01,8.819461272740974e-02,2.720095993482388e-02,1.965731880590859e-02,7.828067551986730e-03,4.096823463400607e-03,2.067270712275685e-03,2.830053880284471e-06
1.700266674140930e-01,8.577816176675829e-02,2.645516440339709e-02,1.911770318801339e-02,7.613947799988089e-03,3.984435007236396e-03,2.010525559724272e-03,2.752718779924932e-06
1.747998641056248e-01,8.342769841354215e-02,2.572973486291702e-02,1.859282332075999e-02,7.405674961260624e-03,3.875115631987521e-03,1.955329996027432e-03,2.677495442256690e-06
1.797070598162669e-01,8.114142083524663e-02,2.502411520928053e-02,1.808227683869160e-02,7.203089376892018e-03,3.768781534962287e-03,1.901641709048673e-03,2.604326202169341e-06
1.847520163304756e-01,7.891757640313812e-02,2.433776452432989e-02,1.758567236410202e-02,7.006035747735953e-03,3.665351201936378e-03,1.849419542106401e-03,2.533154969193642e-06
1.899386010381248e-01,7.675446034871897e-02,2.367015666119123e-02,1.710262920701031e-02,6.814363015362025e-03,3.564745344665017e-03,1.798623462423709e-03,2.463927184503375e-06
1.952707898991894e-01,7.465041445687152e-02,2.302077984093678e-02,1.663277707332885e-02,6.627924246256585e-03,3.466886840101616e-03,1.749214530439766e-03,2.396589779091359e-06
2.007526704916593e-01,7.260382579468821e-02,2.238913626026101e-02,1.617575578100030e-02,6.446576519185621e-03,3.371700671276114e-03,1.701154869959224e-03,2.331091133087509e-06
2.063884451450155e-01,7.061312547501501e-02,2.177474170987034e-02,1.573121498388660e-02,6.270180815633475e-03,3.279113869787901e-03,1.654407639116795e-03,2.267381036187814e-06
2.121824341616759e-01,6.867678745375837e-02,2.117712520329357e-02,1.529881390319769e-02,6.098601913233225e-03,3.189055459869030e-03,1.608937002134704e-03,2.205410649163839e-06
2.181390791288743e-01,6.679332736003542e-02,2.059582861582893e-02,1.487822106625466e-02,5.931708282107251e-03,3.101456403975041e-03,1.564708101851416e-03,2.145132466423304e-06
2.242629463235180e-01,6.496130135826947e-02,2.003040633335032e-02,1.446911405238648e-02,5.769371984038305e-03,3.016249549861486e-03,1.521687033000527e-03,2.086500279592972e-06
2.305587302126275e-01,6.317930504135864e-02,1.948042491070411e-02,1.407117924576605e-02,5.611468574393967e-03,2.933369579105755e-03,1.479840816219365e-03,2.029469142095997e-06
2.370312570520466e-01,6.144597235407031e-02,1.894546273943431e-02,1.368411159499573e-02,5.457877006729213e-03,2.852752957034645e-03,1.439137372767381e-03,1.973995334696538e-06
2.436854885861801e-01,5.975997454583366e-02,1.842510972458142e-02,1.330761437925821e-02,5.308479539993958e-03,2.774337884019296e-03,1.399545499934908e-03,1.920036331985223e-06
2.505265258515936e-01,5.812001915213035e-02,1.791896697030738e-02,1.294139898085339e-02,5.163161648274512e-03,2.698064248100191e-03,1.361034847123505e-03,1.867550769779802e-06
2.575596130873946e-01,5.652484900369991e-02,1.742664647410519e-02,1.258518466394694e-02,5.021811932999646e-03,2.623873578905861e-03,1.323575892579465e-03,1.816498413415962e-06
2.647901417553879e-01,5.497324126280231e-02,1.694777082935944e-02,1.223869835936092e-02,4.884322037544134e-03,2.551709002830011e-03,1.287139920762735e-03,1.766840126904027e-06
2.722236546730936e-01,5.346400648579717e-02,1.648197293602894e-02,1.190167445524140e-02,4.750586564164085e-03,2.481515199432652e-03,1.251699000333828e-03,1.718537842927874e-06
2.798658502627874e-01,5.199598771132285e-02,1.602889571923046e-02,1.157385459344280e-02,4.620502993200614e-03,2.413238359031892e-03,1.217225962741910e-03,1.671554533663099e-06
2.877225869198302e-01,5.056805957337387e-02,1.558819185550707e-02,1.125498747147255e-02,4.493971604489742e-03,2.346826141453770e-03,1.183694381397590e-03,1.625854182392010e-06
2.957998875036260e-01,4.917912743859994e-02,1.515952350657197e-02,1.094482864984464e-02,4.370895400918394e-03,2.282227635908635e-03,1.151078551414505e-03,1.581401755893754e-06
3.041039439546602e-01,4.782812656716198e-02,1.474256206032299e-02,1.064314036469388e-02,4.251180034067804e-03,2.219393321963189e-03,1.119353469904123e-03,1.538163177588350e-06
3.126411220411481e-01,4.651402129650428e-02,1.433698787892985e-02,1.034969134550775e-02,4.134733731887413e-03,2.158275031578370e-03,1.088494816808685e-03,1.496105301414091e-06
3.214179662389423e-01,4.523580424741560e-02,1.394249005380053e-02,1.006425663783571e-02,4.021467228343743e-03,2.098825912183907e-03,1.058478936257576e-03,1.455195886418250e-06
3.304412047484294e-01,4.399249555177142e-02,1.355876616723934e-02,9.786617430840179e-03,3.911293694990365e-03,2.041000390761289e-03,1.029282818432849e-03,1.415403572041648e-06
3.397177546522731e-01,4.278314210136444e-02,1.318552206061351e-02,9.516560889557062e-03,3.804128674406459e-03,1.984754138907562e-03,1.000884081929977e-03,1.376697854078090e-06
3.492547272179451e-01,4.160681681724851e-02,1.282247160885114e-02,9.253879991737169e-03,3.699890015453013e-03,1.930044038853229e-03,9.732609566003409e-04,1.339049061290308e-06
3.590594333491220e-01,4.046261793903463e-02,1.246933650109699e-02,8.998373369143343e-03,3.598497810296932e-03,1.876828150408136e-03,9.463922668622650e-04,1.302428332664408e-06
3.691393891901158e-01,3.934966833359529e-02,1.212584602735848e-02,8.749845153181829e-03,3.499874333154860e-03,1.825065678810065e-03,9.202574154678331e-04,1.266807595285443e-06
3.795023218876386e-01,3.826711482264651e-02,1.179173687097808e-02,8.508104824749422e-03,3.403943980709750e-03,1.774716943451350e-03,8.948363677130325e-04,1.232159542817137e-06
3.901561755143236e-01,3.721412752869174e-02,1.146675290677291e-02,8.272967068181205e-03,3.310633214154420e-03,1.725743347459529e-03,8.701096360791065e-04,1.198457614569228e-06
4.011091171585313e-01,3.618989923882746e-02,1.115064500468715e-02,8.044251629187144e-03,3.219870502817810e-03,1.678107348108766e-03,8.460582652933684e-04,1.165675975136452e-06
4.123695431851237e-01,3.519364478592088e-02,1.084317083880615e-02,7.821783176668319e-03,3.131586269330583e-03,1.631772428039278e-03,8.226638177979929e-04,1.133789494593482e-06
4.239460856719912e-01,3.422460044668730e-02,1.054409470158655e-02,7.605391168307165e-03,3.045712836288141e-03,1.586703067262789e-03,7.999083596156727e-04,1.102773729230706e-06
4.358476190272804e-01,3.328202335620369e-02,1.025318732315918e-02,7.394909719828386e-03,2.962184374370091e-03,1.542864715932468e-03,7.777744466012812e-04,1.072604902816032e-06
4.480832667923826e-01,3.236519093841127e-02,9.970225695566933e-03,7.190177477830569e-03,2.880936851876465e-03,1.500223767856543e-03,7.562451110690182e-04,1.043259888368375e-06
4.606624086359107e-01,3.147340035216916e-02,9.694992901802299e-03,6.991037496090763e-03,2.801907985641922e-03,1.458747534735221e-03,7.353038487847698e-04,1.014716190428854e-06
4.735946875440119e-01,3.060596795243539e-02,9.427277949513875e-03,6.797337115247397e-03,2.725037193290401e-03,1.418404221101222e-03,7.149346063137285e-04,9.869519278161036e-07
4.868900172125439e-01,2.976222876616104e-02,9.166875609254020e-03,6.608927845769113e-03,2.650265546793517e-03,1.379162899944659e-03,6.951217687135513e-04,9.599458168524746e-07
5.005585896467653e-01,2.894153598249702e-02,8.913586257143948e-03,6.425665254119969e-03,2.577535727297218e-03,1.340993489003621e-03,6.758501475636447e-04,9.336771550482860e-07
5.146108829743814e-01,2.814326045692109e-02,8.667215721835327e-03,6.247408852033499e-03,2.506791981181954e-03,1.303866727702246e-03,6.571049693213691e-04,9.081258052315902e-07
5.290576694779201e-01,2.736679022890630e-02,8.427575135651347e-03,6.074021988811013e-03,2.437980077322770e-03,1.267754154718619e-03,6.388718639962681e-04,8.832721801113199e-07
5.439100238526100e-01,2.661153005275969e-02,8.194480789792754e-03,5.905371746561281e-03,2.371047265516498e-03,1.232628086165291e-03,6.211368541336068e-04,8.590972272619498e-07
5.591793316960753e-01,2.587690094127287e-02,7.967753993498240e-03,5.741328838301527e-03,2.305942236044222e-03,1.198461594365693e-03,6.038863440987999e-04,8.355824145181924e-07
5.748772982363731e-01,2.516233972183305e-02,7.747220937050750e-03,5.581767508841364e-03,2.242615080337960e-03,1.165228487210153e-03,5.871071096544886e-04,8.127097157685051e-07
5.910159573050456e-01,2.446729860465557e-02,7.532712558525106e-03,5.426565438373916e-03,2.181017252721502e-03,1.132903288075719e-03,5.707862878222990e-04,7.904615971365425e-07
6.076076805620829e-01,2.379124476280551e-02,7.324064414174331e-03,5.275603648699954e-03,2.121101533195965e-03,1.101461216294352e-03,5.549113670214825e-04,7.688210035399377e-07
6.246651869798555e-01,2.313365992368739e-02,7.121116552355629e-03,5.128766412013335e-03,2.062821991241623e-03,1.070878168154538e-03,5.394701774768986e-04,7.477713456161273e-07
6.422015525932899e-01,2.249403997168908e-02,6.923713390899174e-03,4.985941162177716e-03,2.006133950608231e-03,1.041130698421751e-03,5.244508818889733e-04,7.272964870051927e-07
6.602302205237709e-01,2.187189456167491e-02,6.731703597825560e-03,4.847018408426461e-03,1.950993955066838e-03,1.012196002363563e-03,5.098419663584742e-04,7.073807319799546e-07
6.787650112844359e-01,2.126674674303259e-02,6.544939975320749e-03,4.711891651419689e-03,1.897359735096863e-03,9.840518982656620e-04,4.956322315591589e-04,6.880088134138668e-07
6.978201333747840e-01,2.067813259398424e-02,6.363279346879129e-03,4.580457301593924e-03,1.845190175482873e-03,9.566768104253326e-04,4.818107841515070e-04,6.691658810774511e-07
7.174101941726981e-01,2.010560086588219e-02,6.186582447528495e-03,4.452614599741900e-03,1.794445283796244e-03,9.300497526093779e-04,4.683670284309689e-04,6.508374902543382e-07
7.375502111322532e-01,1.954871263721585e-02,6.014713817052436e-03,4.328265539761443e-03,1.745086159737521e-03,9.041503119637735e-04,4.552906582043108e-04,6.330095906681489e-07
7.582556232958705e-01,1.900704097706492e-02,5.847541696128505e-03,4.207314793514339e-03,1.697074965315998e-03,8.789586333627412e-04,4.425716488878384e-04,6.156685157117668e-07
7.795423031296681e-01,1.848017061774016e-02,5.684937925302246e-03,4.089669637737414e-03,1.650374895843633e-03,8.544554041852070e-04,4.302002498214268e-04,5.988009719707104e-07
8.014265686910550e-01,1.796769763636110e-02,5.526777846719782e-03,3.975239882949879e-03,1.604950151721099e-03,8.306218395069903e-04,4.181669767924717e-04,5.823940290326010e-07
8.239251961379218e-01,1.746922914512590e-02,5.372940208543438e-03,3.863937804302304e-03,1.560765910994283e-03,8.074396676973420e-04,4.064626047640163e-04,5.664351095748917e-07
8.470554325889907e-01,1.698438299003624e-02,5.223307071977151e-03,3.755678074314285e-03,1.517788302660282e-03,7.848911164088088e-04,3.950781608014884e-04,5.509119797232823e-07
8.708350093452123e-01,1.651278745784552e-02,5.077763720830257e-03,3.650377697449084e-03,1.475984380702325e-03,7.629588989496399e-04,3.840049171926056e-04,5.358127396734036e-07
8.952821554823136e-01,1.605408099100599e-02,4.936198573550358e-03,3.547955946475165e-03,1.435322098833829e-03,7.416262010283199e-04,3.732343847551882e-04,5.211258145686069e-07
9.204156118249486e-01,1.560791191039560e-02,4.798503097657628e-03,3.448334300565687e-03,1.395770285932125e-03,7.208766678600176e-04,3.627583063277251e-04,5.068399456268428e-07
9.462546453131327e-01,1.517393814561227e-02,4.664571726515070e-03,3.351436385088565e-03,1.357298622143109e-03,7.006943916250903e-04,3.525686504377184e-04,4.929441815098476e-07
9.728190637720048e-01,1.475182697262798e-02,4.534301778370633e-03,3.257187913040791e-03,1.319877615638432e-03,6.810638992699896e-04,3.426576051429290e-04,4.794278699280044e-07
1.000129231096208e+00,1.434125475860189e-02,4.407593377609271e-03,3.165516628082177e-03,1.283478580007457e-03,6.619701406412314e-04,3.330175720408131e-04,4.662806494744555e-07
1.028206082860563e+00,1.394190671365610e-02,4.284349378154296e-03,3.076352249124688e-03,1.248073612266625e-03,6.433984769433000e-04,3.236411604415365e-04,4.534924416821970e-07
1.057071142368965e+00,1.355347664942388e-02,4.164475288959362e-03,2.989626416434931e-03,1.213635571469387e-03,6.253346695116420e-04,3.145211817001086e-04,4.410534432980743e-07
1.086746537153837e+00,1.317566674418467e-02,4.047879201533797e-03,2.905272639208384e-03,1.180138057900301e-03,6.077648688921233e-04,3.056506437032743e-04,4.289541187677527e-07
1.117255015938775e+00,1.280818731440561e-02,3.934471719445646e-03,2.823226244575068e-03,1.147555392837331e-03,5.906756042185610e-04,2.970227455069344e-04,4.171851929258970e-07
1.148619966077381e+00,1.245075659251428e-02,3.824165889748311e-03,2.743424327997629e-03,1.115862598866868e-03,5.740537728801840e-04,2.886308721199801e-04,4.057376438859690e-07
1.180865431481672e+00,1.210310051073170e-02,3.716877136278050e-03,2.665805705023592e-03,1.085035380736330e-03,5.578866304710718e-04,2.804685894305298e-04,3.946026961241770e-07
1.214016131053788e+00,1.176495249079983e-02,3.612523194771218e-03,2.590310864354879e-03,1.055050106729723e-03,5.421617810138683e-04,2.725296392706787e-04,3.837718137522915e-07
1.248097477635143e+00,1.143605323944172e-02,3.511024049751228e-03,2.516881922198400e-03,1.025883790551832e-03,5.268671674502414e-04,2.648079346159605e-04,3.732366939741531e-07
1.283135597487532e+00,1.111615054939752e-02,3.412301873136929e-03,2.445462577862774e-03,9.975140737071917e-04,5.119910623908026e-04,2.572975549158456e-04,3.629892607208740e-07
1.319157350321151e+00,1.080499910588310e-02,3.316280964525037e-03,2.375998070566958e-03,9.699192083603078e-04,4.975220591173543e-04,2.499927415516726e-04,3.530216584598379e-07
1.356190349884847e+00,1.050236029832279e-02,3.222887693100855e-03,2.308435137427669e-03,9.430780406639995e-04,4.834490628305737e-04,2.428878934185385e-04,3.433262461727660e-07
1.394262985134425e+00,1.020800203721138e-02,3.132050441132544e-03,2.242721972593243e-03,9.169699945430746e-04,4.697612821363835e-04,2.359775626277355e-04,3.338955914982207e-07
1.433404441995193e+00,9.921698575964774e-03,3.043699549005525e-03,2.178808187492571e-03,8.915750559209211e-04,4.564482207644787e-04,2.292564503264443e-04,3.247224650340687e-07
1.473644725735481e+00,9.643230337622091e-03,2.957767261754710e-03,2.116644772168470e-03,8.668737573768965e-04,4.434996695126278e-04,2.227194026314574e-04,3.157998347955227e-07
1.515014683968227e+00,9.372383746266231e-03,2.874187677053500e-03,2.056184057665834e-03,8.428471632227863e-04,4.309056984105656e-04,2.163614066738139e-04,3.071208608245280e-07
1.557546030298315e+00,9.108951063032947e-03,2.792896694619415e-03,1.997379679445540e-03,8.194768549868579e-04,4.186566490974315e-04,2.101775867512940e-04,2.986788899463465e-07
1.601271368633755e+00,8.852730226582697e-03,2.713831966997553e-03,1.940186541796035e-03,7.967449172944132e-04,4.067431274069033e-04,2.041632005858202e-04,2.904674506693320e-07
1.646224218179365e+00,8.603524697912174e-03,2.636932851683866e-03,1.884560783215119e-03,7.746339241339860e-04,3.951559961543054e-04,1.983136356828770e-04,2.824802482239775e-07
1.692439039132106e+00,8.361143309386400e-03,2.562140364551496e-03,1.830459742735350e-03,7.531269254986784e-04,3.838863681201453e-04,1.926244057901495e-04,2.747111597374356e-07
1.739951259097755e+00,8.125400117875188e-03,2.489397134544230e-03,1.777841927167086e-03,7.322074343923854e-04,3.729255992246726e-04,1.870911474526525e-04,2.671542295398151e-07
1.788797300249203e+00,7.896114261880806e-03,2.418647359602191e-03,1.726666979233903e-03,7.118594141909428e-04,3.622652818881942e-04,1.817096166616922e-04,2.598036645986474e-07
1.839014607247146e+00,7.673109822547235e-03,2.349836763785839e-03,1.676895646575888e-03,6.920672663485203e-04,3.518972385720431e-04,1.764756855950824e-04,2.526538300780348e-07
1.890641675944627e+00,7.456215688443752e-03,2.282912555565167e-03,1.628489751596836e-03,6.728158184398190e-04,3.418135154952033e-04,1.713853394460949e-04,2.456992450190641e-07
1.943718082897381e+00,7.245265424019078e-03,2.217823387242018e-03,1.581412162132131e-03,6.540903125289267e-04,3.320063765217618e-04,1.664346733387046e-04,2.389345781381846e-07
1.998284515702661e+00,7.040097141624645e-03,2.154519315474150e-03,1.535626762914648e-03,6.358763938558895e-04,3.224682972144577e-04,1.616198893267402e-04,2.323546437403213e-07
2.054382804189733e+00,6.840553377008778e-03,2.092951762870676e-03,1.491098427816656e-03,6.181600998323502e-04,3.131919590497501e-04,1.569372934746312e-04,2.259543977435973e-07
2.112055952486033e+00,6.646480968185779e-03,2.033073480629186e-03,1.447792992846250e-03,6.009278493377964e-04,3.041702437899292e-04,1.523832930174874e-04,2.197289338126113e-07
2.171348171983484e+00,6.457730937587025e-03,1.974838512185773e-03,1.405677229877486e-03,5.841664323082282e-04,2.953962280079338e-04,1.479543935983237e-04,2.136734795973131e-07
2.232304915230317e+00,6.274158377403225e-03,1.918202157849852e-03,1.364718821093821e-03,5.678629996092496e-04,2.868631777606338e-04,1.436471965802863e-04,2.077833930745869e-07
2.294972910774317e+00,6.095622338030054e-03,1.863120940396542e-03,1.324886334125172e-03,5.520050531858329e-04,2.785645434064717e-04,1.394583964318044e-04,2.020541589897443e-07
2.359400198984258e+00,5.921985719531108e-03,1.809552571589970e-03,1.286149197859255e-03,5.365804364811874e-04,2.704939545634464e-04,1.353847781826403e-04,1.964813853951928e-07
2.425636168876930e+00,5.753115166035286e-03,1.757455919611711e-03,1.248477678908520e-03,5.215773251174072e-04,2.626452152035478e-04,1.314232149488681e-04,1.910608002836328e-07
2.493731595978056e+00,5.588880962987271e-03,1.706790977369163e-03,1.211842858714385e-03,5.069842178307272e-04,2.550122988798383e-04,1.275706655248596e-04,1.857882483131962e-07
2.563738681246047e+00,5.429156937172675e-03,1.657518831659450e-03,1.176216611271057e-03,4.927899276544655e-04,2.475893440824959e-04,1.238241720404126e-04,1.806596876220216e-07
2.635711091088516e+00,5.273820359441142e-03,1.609601633164963e-03,1.141571581451565e-03,4.789835733428610e-04,2.403706497202129e-04,1.201808576811973e-04,1.756711867298187e-07
2.709703998502137e+00,5.122751850053245e-03,1.563002567257464e-03,1.107881163919245e-03,4.655545710292599e-04,2.333506707234628e-04,1.166379244707549e-04,1.708189215240520e-07
2.785774125367477e+00,4.975835286578851e-03,1.517685825588157e-03,1.075119482608193e-03,4.524926261122284e-04,2.265240137662173e-04,1.131926511123183e-04,1.660991723284291e-07
2.863979785931152e+00,4.832957714276965e-03,1.473616578441856e-03,1.043261370756776e-03,4.397877253633881e-04,2.198854331028092e-04,1.098423908887797e-04,1.615083210514491e-07
