# energy,mu_nu,pi_pi0,pi_pi_pi,pi0_e_nu,pi0_mu_nu,pi_pi0_pi0,e_nu
1.916996195565600e-03,7.634355050430450e+00,2.356195569906522e+00,1.704790268376526e+00,6.764762357024492e-01,3.550674956792640e-01,1.792732659229552e-01,2.443299056772325e-04
1.970812458846631e-03,7.425878237193350e+00,2.291852731387399e+00,1.658235313102660e+00,6.580035813710080e-01,3.453712733562052e-01,1.743776182649748e-01,2.376580213988184e-04
2.026139518132489e-03,7.223094224951198e+00,2.229266879506741e+00,1.612951617168624e+00,6.400353531330067e-01,3.359398222720543e-01,1.696156542884210e-01,2.311683238522370e-04
2.083019786337583e-03,7.025847562446223e+00,2.168390036865905e+00,1.568904466755455e+00,6.225577768074896e-01,3.267659124143594e-01,1.649837235413602e-01,2.248558381302704e-04
2.141496867043560e-03,6.833987043271975e+00,2.109175536167739e+00,1.526060095961902e+00,6.055574543400817e-01,3.178425111980053e-01,1.604782752534307e-01,2.187157251736939e-04
2.201615587925172e-03,6.647365589960716e+00,2.051577984442110e+00,1.484385660919980e+00,5.890213535322353e-01,3.091627780741385e-01,1.560958556138739e-01,2.127432780617236e-04
2.263422035114516e-03,6.465840141235963e+00,1.995553228248320e+00,1.443849214617338e+00,5.729367980509369e-01,3.007200592863007e-01,1.518331051238939e-01,2.069339184037596e-04
2.326963588529997e-03,6.289271542343800e+00,1.941058319827716e+00,1.404419682407147e+00,5.572914577112157e-01,2.925078827697561e-01,1.476867560213143e-01,2.012831928296588e-04
2.392288958197074e-03,6.117524438378896e+00,1.888051484180570e+00,1.366066838186730e+00,5.420733390240029e-01,2.845199531901028e-01,1.436536297755593e-01,1.957867695758462e-04
2.459448221588649e-03,5.950467170523422e+00,1.836492087041984e+00,1.328761281226677e+00,5.272707760021019e-01,2.767501471173606e-01,1.397306346510397e-01,1.904404351646492e-04
2.528492862013730e-03,5.787971675119304e+00,1.786340603732245e+00,1.292474413632675e+00,5.128724212172103e-01,2.691925083318398e-01,1.359147633370731e-01,1.852400911743067e-04
2.599475808083785e-03,5.629913385496511e+00,1.737558588857790e+00,1.257178418422774e+00,4.988672371011474e-01,2.618412432581889e-01,1.322030906425227e-01,1.801817510971782e-04
2.672451474287042e-03,5.476171136482049e+00,1.690108646839525e+00,1.222846238203303e+00,4.852444874846167e-01,2.546907165241257e-01,1.285927712533898e-01,1.752615372837466e-04
2.747475802701826e-03,5.326627071516545e+00,1.643954403245929e+00,1.189451554427069e+00,4.719937293670162e-01,2.477354466404436e-01,1.250810375516372e-01,1.704756779700683e-04
2.824606305880962e-03,5.181166552307105e+00,1.599060476908934e+00,1.156968767217934e+00,4.591048049109843e-01,2.409701017989806e-01,1.216651974935734e-01,1.658205043863935e-04
2.903902110940030e-03,5.039678070947287e+00,1.555392452801258e+00,1.125372975746336e+00,4.465678336555544e-01,2.343894957853353e-01,1.183426325461720e-01,1.612924479447424e-04
2.985424004883374e-03,4.902053164436748e+00,1.512916855654326e+00,1.094639959140667e+00,4.343732049419330e-01,2.279885840031883e-01,1.151107956797414e-01,1.568880375032761e-04
3.069234481202501e-03,4.768186331535149e+00,1.471601124296639e+00,1.064746157919916e+00,4.225115705461145e-01,2.217624596071911e-01,1.119672094154108e-01,1.526038967053718e-04
3.155397787782710e-03,4.637974951886379e+00,1.431413586692839e+00,1.035668655933308e+00,4.109738375126644e-01,2.157063497414475e-01,1.089094639259294e-01,1.484367413913554e-04
3.243979976154550e-03,4.511319207351344e+00,1.392323435664407e+00,1.007385162793123e+00,3.997511611841968e-01,2.098156118807148e-01,1.059352151883293e-01,1.443833770809145e-04
3.335048952127980e-03,4.388122005488819e+00,1.354300705273315e+00,9.798739967872090e-01,3.888349384211867e-01,2.040857302715099e-01,1.030421831870310e-01,1.404406965242552e-04
3.428674527847962e-03,4.268288905125790e+00,1.317316247850583e+00,9.531140682580971e-01,3.782168010069297e-01,1.985123124703988e-01,1.002281501660172e-01,1.366056773201304e-04
3.524928475311427e-03,4.151728043960265e+00,1.281341711652109e+00,9.270848634359818e-01,3.678886092325913e-01,1.930910859768153e-01,9.749095892873365e-02,1.328753795989112e-04
3.623884581386633e-03,4.038350068140959e+00,1.246349519124623e+00,9.017664287131645e-01,3.578424456574228e-01,1.878178949578232e-01,9.482851118441346e-02,1.292469437689260e-04
3.725618704377119e-03,3.928068063769927e+00,1.212312845765146e+00,8.771393553479061e-01,3.480706090393675e-01,1.826886970623155e-01,9.223876593955803e-02,1.257175883243386e-04
3.830208832173558e-03,3.820797490275658e+00,1.179205599557720e+00,8.531847645859717e-01,3.385656084314015e-01,1.776995603222076e-01,8.971973793334155e-02,1.222846077128875e-04
3.937735142038126e-03,3.716456115605507e+00,1.147002400971644e+00,8.298842931884566e-01,3.293201574390844e-01,1.728466601382484e-01,8.726949611573916e-02,1.189453702618485e-04
4.048280062067224e-03,3.614963953187804e+00,1.115678563505906e+00,8.072200793547931e-01,3.203271686349142e-01,1.681262763481380e-01,8.488616216721204e-02,1.156973161606332e-04
4.161928334379664e-03,3.516243200615314e+00,1.085210074764861e+00,7.851747490301534e-01,3.115797481252098e-01,1.635347903747055e-01,8.256790905881500e-02,1.125379554984751e-04
4.278767080078727e-03,3.420218180003054e+00,1.055573578050686e+00,7.637314025867564e-01,3.030711902653522e-01,1.590686824519610e-01,8.031295965162305e-02,1.094648663557011e-04
4.398885866037912e-03,3.326815279974736e+00,1.026746354458481e+00,7.428736018688614e-01,2.947949725193374e-01,1.547245289268948e-01,7.811958533440284e-02,1.064756929471230e-04
4.522376773561626e-03,3.235962899233351e+00,9.987063054602799e-01,7.225853575915135e-01,2.867447504596928e-01,1.504989996349540e-01,7.598610469848401e-02,1.035681438161268e-04
4.649334468973326e-03,3.147591391672682e+00,9.714319359646509e-01,7.028511170833972e-01,2.789143529039347e-01,1.463888553471884e-01,7.391088224881663e-02,1.007399900780763e-04
4.779856276185373e-03,3.061633012987592e+00,9.449023378388653e-01,6.836557523643808e-01,2.712977771838279e-01,1.423909452871039e-01,7.189232715022387e-02,9.798906371168166e-05
4.914042251306089e-03,2.978021868742258e+00,9.190971738810368e-01,6.649845485486330e-01,2.638891845438298e-01,1.385022047153240e-01,6.992889200789174e-02,9.531325589702711e-05
5.051995259341337e-03,2.896693863856434e+00,8.939966622299126e-01,6.468231925644019e-01,2.566828956651840e-01,1.347196525802050e-01,6.801907168115813e-02,9.271051539897945e-05
5.193821053049293e-03,2.817586653471128e+00,8.695815612003968e-01,6.291577621818288e-01,2.496733863122396e-01,1.310403892326057e-01,6.616140212969478e-02,9.017884699474220e-05
5.339628354009003e-03,2.740639595155911e+00,8.458331545331446e-01,6.119747153403647e-01,2.428552830976509e-01,1.274615942030586e-01,6.435445929119461e-02,8.771630994434592e-05
5.489528935964736e-03,2.665793702421345e+00,8.227332370469621e-01,5.952608797676288e-01,2.362233593632186e-01,1.239805240396392e-01,6.259685798970684e-02,8.532101650290616e-05
5.643637710510088e-03,2.592991599500797e+00,8.002641006829754e-01,5.790034428817362e-01,2.297725311732102e-01,1.205945102048760e-01,6.088725087378141e-02,8.299113047350549e-05
5.802072815177546e-03,2.522177477367006e+00,7.784085209298933e-01,5.631899419693608e-01,2.234978534170884e-01,1.173009570300892e-01,5.922432738360885e-02,8.072486579959206e-05
5.964955704001002e-03,2.453297050949708e+00,7.571497436199469e-01,5.478082546319979e-01,2.173945160186618e-01,1.140973397255879e-01,5.760681274636426e-02,7.852048519581427e-05
6.132411240620621e-03,2.386297517521484e+00,7.364714720853911e-01,5.328465894931151e-01,2.114578402487514e-01,1.109812024452041e-01,5.603346699898535e-02,7.637629881624368e-05
6.304567794001481e-03,2.321127516219981e+00,7.163578546657190e-01,5.182934771590541e-01,2.056832751385447e-01,1.079501564036767e-01,5.450308403763467e-02,7.429066295896370e-05
6.481557336839345e-03,2.257737088675410e+00,6.967934725560085e-01,5.041377614267610e-01,2.000663939908906e-01,1.050018780454443e-01,5.301449069311830e-02,7.226197880603177e-05
6.663515546729020e-03,2.196077640713193e+00,6.777633279870923e-01,4.903685907316035e-01,1.946028909868562e-01,1.021341072634401e-01,5.156654583155114e-02,7.028869119784881e-05
6.850581910172798e-03,2.136101905102381e+00,6.592528327284869e-01,4.769754098287209e-01,1.892885778849506e-01,9.934464566652805e-02,5.015813947958063e-02,6.836928744099663e-05
7.042899829508759e-03,2.077763905321286e+00,6.412477969052716e-01,4.639479517015290e-01,1.841193808104798e-01,9.663135489424801e-02,4.878819197349748e-02,6.650229614862953e-05
7.240616732840917e-03,2.021018920312563e+00,6.237344181203347e-01,4.512762296911735e-01,1.790913371325743e-01,9.399215497758003e-02,4.745565313158105e-02,6.468628611253037e-05
7.443884187055464e-03,1.965823450200677e+00,6.066992708736583e-01,4.389505298409038e-01,1.742005924264930e-01,9.142502274446998e-02,4.615950144904547e-02,6.291986520596733e-05
7.652858014009715e-03,1.912135182945554e+00,5.901292962705266e-01,4.269614034494960e-01,1.694433975188787e-01,8.892799026889606e-02,4.489874331496898e-02,6.120167931650998e-05
7.867698409982844e-03,1.859912961906786e+00,5.740117920107695e-01,4.152996598280173e-01,1.648161056136965e-01,8.649914336228531e-02,4.367241225060651e-02,5.953041130798659e-05
8.088570068480032e-03,1.809116754293555e+00,5.583344026513644e-01,4.039563592543784e-01,1.603151694966533e-01,8.413662010612470e-02,4.247956816850105e-02,5.790478001078672e-05
8.315642306484104e-03,1.759707620476068e+00,5.430851101349324e-01,3.929228061202715e-01,1.559371388159546e-01,8.183860942464131e-02,4.131929665182632e-02,5.632353923973521e-05
8.549089194251441e-03,1.711647684135021e+00,5.282522245768730e-01,3.821905422652460e-01,1.516786574373159e-01,7.960334969645846e-02,4.019070825340833e-02,5.478547683878498e-05
8.789089688751698e-03,1.664900103226158e+00,5.138243753040700e-01,3.717513404928053e-01,1.475364608711990e-01,7.742912740416241e-02,3.909293781388804e-02,5.328941375179593e-05
9.035827770853579e-03,1.619429041737709e+00,4.997905021382992e-01,3.615971982635596e-01,1.435073737703023e-01,7.531427582074510e-02,3.802514379850310e-02,5.183420311868782e-05
9.289492586361895e-03,1.575199642219012e+00,4.861398469176575e-01,3.517203315605955e-01,1.395883074953859e-01,7.325717373191551e-02,3.698650765197934e-02,5.041872939627402e-05
9.550278591013990e-03,1.532177999059317e+00,4.728619452495126e-01,3.421131689223616e-01,1.357762577475657e-01,7.125624419330037e-02,3.597623317103840e-02,4.904190750310235e-05
9.818385699546650e-03,1.490331132496226e+00,4.599466184886541e-01,3.327683456384979e-01,1.320683022652617e-01,6.930995332158177e-02,3.499354589403984e-02,4.770268198764754e-05
1.009401943894779e-02,1.449626963333900e+00,4.473839659344921e-01,3.236786981041567e-01,1.284615985840361e-01,6.741680911864475e-02,3.403769250729041e-02,4.640002621921771e-05
1.037739110601048e-02,1.410034288351617e+00,4.351643572413246e-01,3.148372583284874e-01,1.249533818576001e-01,6.557536032783332e-02,3.310794026756451e-02,4.513294160095411e-05
1.066871792930994e-02,1.371522756383829e+00,4.232784250358567e-01,3.062372485930766e-01,1.215409627383244e-01,6.378419532143816e-02,3.220357644039414e-02,4.390045680432140e-05
1.096822323572782e-02,1.334062845053416e+00,4.117170577363076e-01,2.978720762562483e-01,1.182217253156238e-01,6.204194101856366e-02,3.132390775369698e-02,4.270162702450141e-05
1.127613662165131e-02,1.297625838140251e+00,4.004713925676063e-01,2.897353286992417e-01,1.149931251106390e-01,6.034726183254414e-02,3.046825986632419e-02,4.153553325611968e-05
1.159269412897834e-02,1.262183803567774e+00,3.895328087673179e-01,2.818207684103908e-01,1.118526871256760e-01,5.869885864710259e-02,2.963597685112037e-02,4.040128158874924e-05
1.191813842606391e-02,1.227709571990668e+00,3.788929209770922e-01,2.741223282035397e-01,1.087980039469093e-01,5.709546782046724e-02,2.882642069209936e-02,3.929800252165203e-05
1.225271899374603e-02,1.194176715967237e+00,3.685435728145716e-01,2.666341065670261e-01,1.058267338988934e-01,5.553586021668208e-02,2.803897079535051e-02,3.822485029723236e-05
1.259669231659416e-02,1.161559529700513e+00,3.584768306208281e-01,2.593503631396690e-01,1.029365992494687e-01,5.401884026336944e-02,2.727302351330051e-02,3.718100225269146e-05
1.295032207952645e-02,1.129833009332570e+00,3.486849773785345e-01,2.522655143102915e-01,1.001253844636857e-01,5.254324503522149e-02,2.652799168196595e-02,3.616565818938624e-05
1.331387936994679e-02,1.098972833776936e+00,3.391605067962142e-01,2.453741289374066e-01,9.739093450540785e-02,5.110794336251888e-02,2.580330417084203e-02,3.517803975940875e-05
1.368764288555644e-02,1.068955346074394e+00,3.298961175540255e-01,2.386709241857828e-01,9.473115318529259e-02,4.971183496399240e-02,2.509840544508221e-02,3.421738986891595e-05
1.407189914799962e-02,1.039757535257913e+00,3.208847077066789e-01,2.321507614767006e-01,9.214400155388319e-02,4.835384960336360e-02,2.441275513963339e-02,3.328297209775274e-05
1.446694272250677e-02,1.011357018712773e+00,3.121193692391877e-01,2.258086425487933e-01,8.962749633858015e-02,4.703294626891722e-02,2.374582764499991e-02,3.237407013492306e-05
1.487307644370401e-02,9.837320250183780e-01,3.035933827712866e-01,2.196397056264521e-01,8.717970842329309e-02,4.574811237547695e-02,2.309711170431909e-02,3.148998722947625e-05
1.529061164776168e-02,9.568613772586079e-01,2.953002124064515e-01,2.136392216928609e-01,8.479876136960873e-02,4.449836298817226e-02,2.246611002143904e-02,3.063004565638807e-05
1.571986841106013e-02,9.307244767879009e-01,2.872335007215776e-01,2.078025908648006e-01,8.248282997834072e-02,4.328274006740189e-02,2.185233887969883e-02,2.979358619702655e-05
1.616117579555557e-02,9.053012874406343e-01,2.793870638934716e-01,2.021253388664460e-01,8.023013889035842e-02,4.210031173441461e-02,2.125532777111835e-02,2.897996763380459e-05
1.661487210103417e-02,8.805723201716921e-01,2.717548869584235e-01,1.966031135994518e-01,7.803896122562291e-02,4.095017155694470e-02,2.067461903571375e-02,2.818856625863205e-05
1.708130512444770e-02,8.565186181164496e-01,2.643311192012232e-01,1.912316818066970e-01,7.590761725938568e-02,3.983143785435412e-02,2.010976751066197e-02,2.741877539479018e-05
1.756083242652962e-02,8.331217420587166e-01,2.571100696700877e-01,1.860069258271326e-01,7.383447313453634e-02,3.874325302174910e-02,1.956034018904549e-02,2.667000493186211e-05
1.805382160589590e-02,8.103637562955047e-01,2.500862028140610e-01,1.809248404392423e-01,7.181793960911162e-02,3.768478287255273e-02,1.902591588791553e-02,2.594168087336287e-05
1.856065058084073e-02,7.882272148877798e-01,2.432541342395411e-01,1.759815297906984e-01,6.985647083800582e-02,3.665521599902971e-02,1.850608492541932e-02,2.523324489672204e-05
1.908170787904315e-02,7.666951482866603e-01,2.366086265826836e-01,1.711732044118587e-01,6.794856318794848e-02,3.565376315027318e-02,1.800044880674405e-02,2.454415392528189e-05
1.961739293540671e-02,7.457510503248077e-01,2.301445854945141e-01,1.664961783108141e-01,6.609275408484107e-02,3.467965662717632e-02,1.750861991863657e-02,2.387387971198273e-05
2.016811639826042e-02,7.253788655630429e-01,2.238570557356753e-01,1.619468661477611e-01,6.428762089256918e-02,3.373214969392557e-02,1.703022123226465e-02,2.322190843441639e-05
2.073430044415573e-02,7.055629769824783e-01,2.177412173778130e-01,1.575217804865332e-01,6.253177982243038e-02,3.281051600556387e-02,1.656488601419232e-02,2.258774030093759e-05
2.131637910150093e-02,6.862881940127419e-01,2.117923821086895e-01,1.532175291211829e-01,6.082388487234221e-02,3.191404905118522e-02,1.611225754524729e-02,2.197088916753086e-05
2.191479858328094e-02,6.675397408871061e-01,2.060059896381917e-01,1.490308124755661e-01,5.916262679501646e-02,3.104206161233368e-02,1.567198884706526e-02,2.137088216513970e-05
2.253001762911770e-02,6.493032453156030e-01,2.003776042024800e-01,1.449584210739361e-01,5.754673209430946e-02,3.019388523619190e-02,1.524374241610143e-02,2.078725933717214e-05
2.316250785693326e-02,6.315647274674360e-01,1.949029111635954e-01,1.409972330806051e-01,5.597496204897850e-02,2.936886972315478e-02,1.482718996490515e-02,2.021957328690457e-05
2.381275412448513e-02,6.143105892542440e-01,1.895777137019227e-01,1.371442119067921e-01,5.444611176309640e-02,2.856638262839612e-02,1.442201217045961e-02,1.966738883451415e-05
2.448125490105115e-02,5.975276039060098e-01,1.843979295989688e-01,1.333964038828172e-01,5.295900924239574e-02,2.778580877704561e-02,1.402789842939348e-02,1.913028268347621e-05
2.516852264954883e-02,5.812029058316082e-01,1.793595881079940e-01,1.297509359938621e-01,5.151251449583528e-02,2.702654979260474e-02,1.364454661987686e-02,1.860784309607136e-05
2.587508421938182e-02,5.653239807562338e-01,1.744588269100959e-01,1.262050136775588e-01,5.010551866169945e-02,2.628802363824013e-02,1.327166287001918e-02,1.809966957775336e-05
2.660148125031501e-02,5.498786561281399e-01,1.696918891534118e-01,1.227559186817192e-01,4.873694315756127e-02,2.556966417060267e-02,1.290896133259125e-02,1.760537257013589e-05
2.734827058768767e-02,5.348550917873376e-01,1.650551205731710e-01,1.194010069805624e-01,4.740573885345674e-02,2.487092070583019e-02,1.255616396589895e-02,1.712457315236276e-05
2.811602470928290e-02,5.202417708891044e-01,1.605449666903891e-01,1.161377067478434e-01,4.611088526763719e-02,2.419125759740138e-02,1.221300032064056e-02,1.665690275063270e-05
2.890533216418073e-02,5.060274910753373e-01,1.561579700870564e-01,1.129635163853285e-01,4.485138978428294e-02,2.353015382551690e-02,1.187920733258429e-02,1.620200285565614e-05
2.971679802393129e-02,4.922013558869898e-01,1.518907677557313e-01,1.098760026051069e-01,4.362628689257848e-02,2.288710259769330e-02,1.155452912090703e-02,1.575952474782720e-05
3.055104434639373e-02,4.787527664110056e-01,1.477400885215086e-01,1.068727985642678e-01,4.243463744656598e-02,2.226161096026325e-02,1.123871679203991e-02,1.532912922990033e-05
3.140871065259673e-02,4.656714131553457e-01,1.437027505343839e-01,1.039516020505128e-01,4.127552794520980e-02,2.165319942048449e-02,1.093152824887010e-02,1.491048636696668e-05
3.229045441698596e-02,4.529472681458842e-01,1.397756588300947e-01,1.011101737173139e-01,4.014806983211992e-02,2.106140157896769e-02,1.063272800515270e-02,1.450327523353080e-05
3.319695157143435e-02,4.405705772391084e-01,1.359558029575653e-01,9.834633536726338e-02,3.905139881439763e-02,2.048576377214149e-02,1.034208700499043e-02,1.410718366749388e-05
3.412889702340163e-02,4.285318526447353e-01,1.322402546711396e-01,9.565796828229915e-02,3.798467420008120e-02,1.992584472448069e-02,1.005938244724274e-02,1.372190803085485e-05
3.508700518864013e-02,4.168218656525105e-01,1.286261656858302e-01,9.304301159952660e-02,3.694707825368374e-02,1.938121521023078e-02,9.784397614729712e-03,1.334715297694589e-05
3.607201053885555e-02,4.054316395576132e-01,1.251107654938651e-01,9.049946073139119e-02,3.593781556932914e-02,1.885145772436984e-02,9.516921708099790e-03,1.298263122402404e-05
