# energy,pi0_pi0_pi0,pi_pi_pi0,pi_e_nu,pi_mu_nu,pi_pi,pi0_pi0
7.066340837758710e-02,0.000000000000000e+00,6.924483923583684e-02,2.562960132614590e-01,1.532327576903069e-01,1.216541357791837e-03,0.000000000000000e+00
7.264715805762291e-02,0.000000000000000e+00,6.734977426545963e-02,2.492886893057608e-01,1.490400794624542e-01,1.183263809031388e-03,0.000000000000000e+00
7.468659798645083e-02,0.000000000000000e+00,6.550645757506847e-02,2.424727125508885e-01,1.449618900971592e-01,1.150894965017217e-03,0.000000000000000e+00
7.678329156889029e-02,0.000000000000000e+00,6.371347610498544e-02,2.358428579686197e-01,1.409950633139313e-01,1.119410012265446e-03,0.000000000000000e+00
7.893884609957429e-02,0.000000000000000e+00,6.196945538177239e-02,2.293940432092588e-01,1.371365582011961e-01,1.088784814870227e-03,0.000000000000000e+00
8.115491399507790e-02,0.000000000000000e+00,6.027305846457980e-02,2.231213247055822e-01,1.333834168851769e-01,1.058995896001499e-03,0.000000000000000e+00
8.343319406063630e-02,0.000000000000000e+00,5.862298492026729e-02,2.170198938831724e-01,1.297327622624319e-01,1.030020419907996e-03,0.000000000000000e+00
8.577543279242461e-02,0.000000000000000e+00,5.701796982651006e-02,2.110850734742327e-01,1.261817957943073e-01,1.001836174411683e-03,0.000000000000000e+00
8.818342571639563e-02,0.000000000000000e+00,5.545678280212813e-02,2.053123139320640e-01,1.227277953616188e-01,9.744215538802240e-04,0.000000000000000e+00
9.065901876470453e-02,0.000000000000000e+00,5.393822706389333e-02,1.996971899434459e-01,1.193681131779129e-01,9.477555426644090e-04,0.000000000000000e+00
9.320410969077265e-02,0.000000000000000e+00,5.246113850909305e-02,1.942353970362578e-01,1.161001737597132e-01,9.218176989878637e-04,0.000000000000000e+00
9.582064952407827e-02,0.000000000000000e+00,5.102438482314542e-02,1.889227482797314e-01,1.129214719521904e-01,8.965881392766705e-04,0.000000000000000e+00
9.851064406578657e-02,0.000000000000000e+00,4.962686461158348e-02,1.837551710748113e-01,1.098295710087474e-01,8.720475229169121e-04,0.000000000000000e+00
1.012761554263681e-01,0.000000000000000e+00,4.826750655574174e-02,1.787287040321582e-01,1.068221007230437e-01,8.481770374284219e-04,0.000000000000000e+00
1.041193036063820e-01,0.000000000000000e+00,4.694526859149888e-02,1.738394939354066e-01,1.038967556120287e-01,8.249583840434151e-04,0.000000000000000e+00
1.070422681216378e-01,0.000000000000000e+00,4.565913711044598e-02,1.690837927873433e-01,1.010512931485916e-01,8.023737636789028e-04,0.000000000000000e+00
1.100472896739800e-01,0.000000000000000e+00,4.440812618286906e-02,1.644579549367479e-01,9.828353204247202e-02,7.804058632921737e-04,0.000000000000000e+00
1.131366718689778e-01,0.000000000000000e+00,4.319127680194907e-02,1.599584342836878e-01,9.559135056811296e-02,7.590378426088550e-04,0.000000000000000e+00
1.163127829818347e-01,0.000000000000000e+00,4.200765614860118e-02,1.555817815611303e-01,9.297268493817674e-02,7.382533212133966e-04,0.000000000000000e+00
1.195780577728747e-01,0.000000000000000e+00,4.085635687638856e-02,1.513246416907829e-01,9.042552772147389e-02,7.180363659920725e-04,0.000000000000000e+00
1.229349993539926e-01,0.000000000000000e+00,3.973649641596366e-02,1.471837512111393e-01,8.794792630409518e-02,6.983714789188801e-04,0.000000000000000e+00
1.263861811075046e-01,0.000000000000000e+00,3.864721629850271e-02,1.431559357757554e-01,8.553798139256415e-02,6.792435851749643e-04,0.000000000000000e+00
1.299342486588638e-01,0.000000000000000e+00,3.758768149761582e-02,1.392381077198419e-01,8.319384555786610e-02,6.606380215924757e-04,0.000000000000000e+00
1.335819219047593e-01,0.000000000000000e+00,3.655707978922709e-02,1.354272636933030e-01,8.091372181923362e-02,6.425405254139795e-04,0.000000000000000e+00
1.373319970981489e-01,0.000000000000000e+00,3.555462112893518e-02,1.317204823584121e-01,7.869586226660623e-02,6.249372233588281e-04,0.000000000000000e+00
1.411873489918249e-01,0.000000000000000e+00,3.457953704637608e-02,1.281149221503553e-01,7.653856672070670e-02,6.078146209880894e-04,0.000000000000000e+00
1.451509330421589e-01,0.000000000000000e+00,3.363108005612428e-02,1.246078190989276e-01,7.444018142970600e-02,5.911595923598907e-04,0.000000000000000e+00
1.492257876747103e-01,0.000000000000000e+00,3.270852308468084e-02,1.211964847097132e-01,7.239909780148024e-02,5.749593699672506e-04,0.000000000000000e+00
1.534150366134397e-01,0.000000000000000e+00,3.181115891310846e-02,1.178783039031222e-01,7.041375117048476e-02,5.592015349506741e-04,0.000000000000000e+00
1.577218912753091e-01,0.000000000000000e+00,3.093829963488730e-02,1.146507330097083e-01,6.848261959830293e-02,5.438740075780223e-04,0.000000000000000e+00
1.621496532321083e-01,0.000000000000000e+00,3.008927612857487e-02,1.115112978202268e-01,6.660422270694780e-02,5.289650379843434e-04,0.000000000000000e+00
1.667017167413904e-01,0.000000000000000e+00,2.926343754486660e-02,1.084575916889401e-01,6.477712054402400e-02,5.144631971645823e-04,0.000000000000000e+00
1.713815713484610e-01,0.000000000000000e+00,2.846015080766315e-02,1.054872736887162e-01,6.299991247887836e-02,5.003573682122465e-04,0.000000000000000e+00
1.761928045614117e-01,0.000000000000000e+00,2.767880012876286e-02,1.025980668165070e-01,6.127123612889489e-02,4.866367377973307e-04,0.000000000000000e+00
1.811391046012522e-01,0.000000000000000e+00,2.691878653580617e-02,9.978775624782747e-02,5.958976631510896e-02,4.732907878769471e-04,0.000000000000000e+00
1.862242632292456e-01,0.000000000000000e+00,2.617952741311136e-02,9.705418763890281e-02,5.795421404634196e-02,4.603092876323276e-04,0.000000000000000e+00
1.914521786536182e-01,0.000000000000000e+00,2.546045605504854e-02,9.439526547517632e-02,5.636332553107605e-02,4.476822856259973e-04,0.000000000000000e+00
1.968268585178680e-01,0.000000000000000e+00,2.476102123161029e-02,9.180895146491712e-02,5.481588121631317e-02,4.354001021731227e-04,0.000000000000000e+00
2.023524229729662e-01,0.000000000000000e+00,2.408068676584553e-02,8.929326297669200e-02,5.331069485267959e-02,4.234533219211755e-04,0.000000000000000e+00
2.080331078358041e-01,0.000000000000000e+00,2.341893112283266e-02,8.684627151950687e-02,5.184661258506135e-02,4.118327866322316e-04,0.000000000000000e+00
2.138732678363093e-01,0.000000000000000e+00,2.277524700987721e-02,8.446610126445028e-02,5.042251206807163e-02,4.005295881623648e-04,0.000000000000000e+00
2.198773799557165e-01,0.000000000000000e+00,2.214914098762711e-02,8.215092760670784e-02,4.903730160567340e-02,3.895350616327618e-04,0.000000000000000e+00
2.260500468585574e-01,0.000000000000000e+00,2.154013309180768e-02,7.989897576684292e-02,4.768991931429679e-02,3.788407787873139e-04,0.000000000000000e+00
2.323960004209954e-01,0.000000000000000e+00,2.094775646528634e-02,7.770851943027333e-02,4.637933230881017e-02,3.684385415316004e-04,0.000000000000000e+00
2.389201053582117e-01,0.000000000000000e+00,2.037155700018511e-02,7.557787942390048e-02,4.510453591072101e-02,3.583203756483105e-04,0.000000000000000e+00
2.456273629536268e-01,0.000000000000000e+00,1.981109298976611e-02,7.350542242887523e-02,4.386455287799858e-02,3.484785246842784e-04,0.000000000000000e+00
2.525229148928090e-01,0.000000000000000e+00,1.926593478982375e-02,7.148955972851592e-02,4.265843265592972e-02,3.389054440044577e-04,0.000000000000000e+00
2.596120472050176e-01,0.000000000000000e+00,1.873566448932359e-02,6.952874599041657e-02,4.148525064843138e-02,3.295937950082630e-04,0.000000000000000e+00
2.669001943153930e-01,0.000000000000000e+00,1.821987559003575e-02,6.762147808181347e-02,4.034410750926334e-02,3.205364395038575e-04,0.000000000000000e+00
2.743929432109106e-01,0.000000000000000e+00,1.771817269491681e-02,6.576629391730018e-02,3.923412845259590e-02,3.117264342360634e-04,0.000000000000000e+00
2.820960377232803e-01,0.000000000000000e+00,1.723017120500194e-02,6.396177133800954e-02,3.815446258240562e-02,3.031570255637102e-04,0.000000000000000e+00
2.900153829320863e-01,0.000000000000000e+00,1.675549702457413e-02,6.220652702140155e-02,3.710428224018356e-02,2.948216442823289e-04,0.000000000000000e+00
2.981570496915327e-01,0.000000000000000e+00,1.629378627438535e-02,6.049921542082325e-02,3.608278237045735e-02,2.867139005882359e-04,0.000000000000000e+00
3.065272792842736e-01,0.000000000000000e+00,1.584468501270892e-02,5.883852773402569e-02,3.508917990363937e-02,2.788275791801333e-04,0.000000000000000e+00
3.151324882058870e-01,0.000000000000000e+00,1.540784896401007e-02,5.722319089984938e-02,3.412271315572916e-02,2.711566344944813e-04,0.000000000000000e+00
3.239792730836686e-01,0.000000000000000e+00,1.498294325502591e-02,5.565196662230694e-02,3.318264124440871e-02,2.636951860709815e-04,0.000000000000000e+00
3.330744157335073e-01,0.000000000000000e+00,1.456964215805320e-02,5.412365042131675e-02,3.226824352108393e-02,2.564375140446254e-04,0.000000000000000e+00
3.424248883587289e-01,0.000000000000000e+00,1.416762884124657e-02,5.263707070935812e-02,3.137881901843621e-02,2.493780547608443e-04,0.000000000000000e+00
3.520378588948823e-01,0.000000000000000e+00,1.377659512573605e-02,5.119108789334195e-02,3.051368591306108e-02,2.425113965104079e-04,0.000000000000000e+00
3.619206965045767e-01,0.000000000000000e+00,1.339624124937757e-02,4.978459350100636e-02,2.967218100278146e-02,2.358322753807924e-04,0.000000000000000e+00
3.720809772265725e-01,0.000000000000000e+00,1.302627563695546e-02,4.841650933116941e-02,2.885365919823534e-02,2.293355712208459e-04,0.000000000000000e+00
3.825264897834610e-01,0.000000000000000e+00,1.266641467666067e-02,4.708578662718662e-02,2.805749302834772e-02,2.230163037156526e-04,0.000000000000000e+00
3.932652415523875e-01,0.000000000000000e+00,1.231638250267324e-02,4.579140527297911e-02,2.728307215930770e-02,2.168696285685867e-04,0.000000000000000e+00
4.043054647033867e-01,0.000000000000000e+00,1.197591078368270e-02,4.453237301101746e-02,2.652980292668236e-02,2.108908337876318e-04,0.000000000000000e+00
4.156556225100471e-01,0.000000000000000e+00,1.164473851718378e-02,4.330772468166016e-02,2.579710788030798e-02,2.050753360731146e-04,0.000000000000000e+00
4.273244158373291e-01,0.000000000000000e+00,1.132261182939020e-02,4.211652148326507e-02,2.508442534161051e-02,1.994186773040879e-04,0.000000000000000e+00
4.393207898115243e-01,0.000000000000000e+00,1.100928378061274e-02,4.095785025250509e-02,2.439120897301512e-02,1.939165211206644e-04,0.000000000000000e+00
4.516539406774556e-01,0.000000000000000e+00,1.070451417595274e-02,3.983082276433787e-02,2.371692735911547e-02,1.885646495996858e-04,0.000000000000000e+00
4.643333228481863e-01,0.000000000000000e+00,1.040806938116547e-02,3.873457505109146e-02,2.306106359928069e-02,1.833589600211731e-04,0.000000000000000e+00
4.773686561526326e-01,0.000000000000000e+00,1.011972214355270e-02,3.766826674014512e-02,2.242311491138871e-02,1.782954617230851e-04,0.000000000000000e+00
4.907699332866451e-01,0.000000000000000e+00,9.839251417746660e-03,3.663108040969642e-02,2.180259224638120e-02,1.733702730419665e-04,0.000000000000000e+00
5.045474274732596e-01,0.000000000000000e+00,9.566442196252190e-03,3.562222096212184e-02,2.119901991334532e-02,1.685796183371469e-04,0.000000000000000e+00
5.187117003380040e-01,0.000000000000000e+00,9.301085344616896e-03,3.464091501444920e-02,2.061193521483420e-02,1.639198250962032e-04,0.000000000000000e+00
5.332736100052812e-01,0.000000000000000e+00,9.042977441103156e-03,3.368641030547605e-02,2.004088809214720e-02,1.593873211194706e-04,0.000000000000000e+00
5.482443194220533e-01,0.000000000000000e+00,8.791920620738768e-03,3.275797511907792e-02,1.948544078029711e-02,1.549786317814384e-04,0.000000000000000e+00
5.636353049151887e-01,0.000000000000000e+00,8.547722423627020e-03,3.185489772326587e-02,1.894516747240076e-02,1.506903773669369e-04,0.000000000000000e+00
5.794583649890510e-01,0.000000000000000e+00,8.310195647399486e-03,3.097648582456177e-02,1.841965399323454e-02,1.465192704800661e-04,0.000000000000000e+00
5.957256293700556e-01,0.000000000000000e+00,8.079158203698769e-03,3.012206603727437e-02,1.790849748170574e-02,1.424621135238849e-04,0.000000000000000e+00
6.124495683051440e-01,0.000000000000000e+00,7.854432978580841e-03,2.929098336726798e-02,1.741130608199502e-02,1.385157962489239e-04,0.000000000000000e+00
6.296430021212913e-01,0.000000000000000e+00,7.635847696730153e-03,2.848260070982903e-02,1.692769864313410e-02,1.346772933686452e-04,0.000000000000000e+00
6.473191110533800e-01,0.000000000000000e+00,7.423234789383297e-03,2.769629836124498e-02,1.645730442678778e-02,1.309436622400177e-04,0.000000000000000e+00
6.654914453479785e-01,0.000000000000000e+00,7.216431265859891e-03,2.693147354372081e-02,1.599976282301629e-02,1.273120406074310e-04,0.000000000000000e+00
6.841739356507580e-01,0.000000000000000e+00,7.015278588602291e-03,2.618753994326974e-02,1.555472307380010e-02,1.237796444082170e-04,0.000000000000000e+00
7.033809036855262e-01,0.000000000000000e+00,6.819622551628159e-03,2.546392726022275e-02,1.512184400411495e-02,1.203437656380958e-04,0.000000000000000e+00
7.231270732330458e-01,0.000000000000000e+00,6.629313162302821e-03,2.476008077201328e-02,1.470079376035110e-02,1.170017702749088e-04,0.000000000000000e+00
7.434275814180760e-01,0.000000000000000e+00,6.444204526340552e-03,2.407546090790096e-02,1.429124955587581e-02,1.137510962590471e-04,0.000000000000000e+00
7.642979903132641e-01,0.000000000000000e+00,6.264154735946783e-03,2.340954283530901e-02,1.389289742354431e-02,1.105892515290255e-04,0.000000000000000e+00
7.857542988688092e-01,0.000000000000000e+00,6.089025761015265e-03,2.276181605745746e-02,1.350543197496900e-02,1.075138121106945e-04,0.000000000000000e+00
8.078129551770175e-01,0.000000000000000e+00,5.918683343296876e-03,2.213178402198436e-02,1.312855616636254e-02,1.045224202586262e-04,0.000000000000000e+00
8.304908690811750e-01,0.000000000000000e+00,5.752996893458728e-03,2.151896374025396e-02,1.276198107077496e-02,1.016127826482461e-04,0.000000000000000e+00
8.538054251383802e-01,0.000000000000000e+00,5.591839390954798e-03,2.092288541706088e-02,1.240542565655022e-02,9.878266861732611e-05,0.000000000000000e+00
8.777744959462974e-01,0.000000000000000e+00,5.435087286631051e-03,2.034309209044547e-02,1.205861657183211e-02,9.602990845548667e-05,0.000000000000000e+00
9.024164558440223e-01,0.000000000000000e+00,5.282620407990553e-03,1.977913928134470e-02,1.172128793495423e-02,9.335239174039861e-05,0.000000000000000e+00
9.277501949975882e-01,0.000000000000000e+00,5.134321867045662e-03,1.923059465280946e-02,1.139318113055312e-02,9.074806571940440e-05,0.000000000000000e+00
9.537951338808839e-01,0.000000000000000e+00,4.990077970686801e-03,1.869703767852736e-02,1.107404461124819e-02,8.821493373532098e-05,0.000000000000000e+00
9.805712381631125e-01,0.000000000000000e+00,4.849778133498839e-03,1.817805932039617e-02,1.076363370473602e-02,8.575105369521112e-05,0.000000000000000e+00
1.008099034014174e+00,0.000000000000000e+00,4.713314792958349e-03,1.767326171490131e-02,1.046171042615052e-02,8.335453658095305e-05,0.000000000000000e+00
1.036399623839732e+00,0.000000000000000e+00,4.580583326946477e-03,1.718225786805616e-02,1.016804329554943e-02,8.102354500046009e-05,0.000000000000000e+00
1.065494702458010e+00,0.000000000000000e+00,4.451481973514249e-03,1.670467135867159e-02,9.882407160374791e-03,7.875629177844165e-05,0.000000000000000e+00
1.095406573730714e+00,0.000000000000000e+00,4.325911752838665e-03,1.624013604972700e-02,9.604583022767990e-03,7.655103858562256e-05,0.000000000000000e+00
1.126158167660859e+00,0.000000000000000e+00,4.203776391309604e-03,1.578829580762125e-02,9.334357871593674e-03,7.440609460536595e-05,0.000000000000000e+00
1.157773057970558e+00,0.000000000000000e+00,4.084982247689379e-03,1.534880422908840e-02,9.071524519049093e-03,7.231981523667948e-05,0.000000000000000e+00
1.190275480172312e+00,0.000000000000000e+00,3.969438241288090e-03,1.492132437556834e-02,8.815881441732183e-03,7.029060083260503e-05,0.000000000000000e+00
1.223690350147579e+00,0.000000000000000e+00,3.857055782099722e-03,1.450552851482890e-02,8.567232626046540e-03,6.831689547302559e-05,0.000000000000000e+00
1.258043283246942e+00,0.000000000000000e+00,3.747748702845242e-03,1.410109786964080e-02,8.325387417824244e-03,6.639718577094367e-05,0.000000000000000e+00
1.293360613926450e+00,0.000000000000000e+00,3.641433192870546e-03,1.370772237331290e-02,8.090160376051293e-03,6.452999971131680e-05,0.000000000000000e+00
1.329669415935233e+00,0.000000000000000e+00,3.538027733848390e-03,1.332510043189976e-02,7.861371130582887e-03,6.271390552155509e-05,0.000000000000000e+00
1.366997523069838e+00,0.000000000000000e+00,3.437453037234961e-03,1.295293869289935e-02,7.638844243739501e-03,6.094751057281462e-05,0.000000000000000e+00
1.405373550511217e+00,0.000000000000000e+00,3.339631983432925e-03,1.259095182026307e-02,7.422409075677024e-03,5.922946031124045e-05,0.000000000000000e+00
1.444826916760695e+00,0.000000000000000e+00,3.244489562614270e-03,1.223886227554562e-02,7.211899653427757e-03,5.755843721833826e-05,0.000000000000000e+00
1.485387866191778e+00,0.000000000000000e+00,3.151952817157328e-03,1.189640010502634e-02,7.007154543511177e-03,5.593315979967450e-05,0.000000000000000e+00
1.527087492235030e+00,0.000000000000000e+00,3.061950785653787e-03,1.156330273263908e-02,6.808016728016817e-03,5.435238160112775e-05,0.000000000000000e+00
1.569957761213860e+00,0.000000000000000e+00,2.974414448442526e-03,1.123931475855090e-02,6.614333484063571e-03,5.281489025193300e-05,0.000000000000000e+00
1.614031536849420e+00,0.000000000000000e+00,2.889276674628437e-03,1.092418776323570e-02,6.425956266542902e-03,5.131950653378414e-05,0.000000000000000e+00
1.659342605453468e+00,0.000000000000000e+00,2.806472170545339e-03,1.061768011689150e-02,6.242740594055461e-03,4.986508347527615e-05,0.000000000000000e+00
1.705925701828455e+00,0.000000000000000e+00,2.725937429623394e-03,1.031955679405561e-02,6.064545937953410e-03,4.845050547099115e-05,0.000000000000000e+00
1.753816535894710e+00,0.000000000000000e+00,2.647610683622347e-03,1.002958919327490e-02,5.891235614402897e-03,4.707468742454933e-05,0.000000000000000e+00
1.803051820065156e+00,0.000000000000000e+00,2.571431855192976e-03,9.747554961692615e-03,5.722676679383473e-03,4.573657391496390e-05,0.000000000000000e+00
1.853669297388493e+00,0.000000000000000e+00,2.497342511730276e-03,9.473237824417197e-03,5.558739826543605e-03,4.443513838565923e-05,0.000000000000000e+00
1.905707770482484e+00,0.000000000000000e+00,2.425285820482655e-03,9.206427418541569e-03,5.399299287833339e-03,4.316938235552522e-05,0.000000000000000e+00
1.959207131279457e+00,0.000000000000000e+00,2.355206504882627e-03,8.946919131685735e-03,5.244232736837703e-03,4.193833465140133e-05,0.000000000000000e+00
2.014208391606894e+00,0.000000000000000e+00,2.287050802065181e-03,8.694513944938101e-03,5.093421194735969e-03,4.074105066139710e-05,0.000000000000000e+00
2.070753714626480e+00,0.000000000000000e+00,2.220766421541107e-03,8.449018280075212e-03,4.946748938814412e-03,3.957661160847415e-05,0.000000000000000e+00
2.128886447155786e+00,0.000000000000000e+00,2.156302504993262e-03,8.210243850941984e-03,4.804103413461743e-03,3.844412384372843e-05,0.000000000000000e+00
2.188651152897285e+00,0.000000000000000e+00,2.093609587164760e-03,7.978007518878479e-03,4.665375143578575e-03,3.734271815882815e-05,0.000000000000000e+00
2.250093646600253e+00,0.000000000000000e+00,2.032639557808778e-03,7.752131152081726e-03,4.530457650333880e-03,3.627154911707592e-05,0.000000000000000e+00
2.313261029181668e+00,0.000000000000000e+00,1.973345624670562e-03,7.532441488794638e-03,4.399247369203422e-03,3.522979440257942e-05,0.000000000000000e+00
2.378201723833104e+00,0.000000000000000e+00,1.915682277472925e-03,7.318770004216497e-03,4.271643570226640e-03,3.421665418702740e-05,0.000000000000000e+00
2.444965513141219e+00,0.000000000000000e+00,1.859605252877368e-03,7.110952781032869e-03,4.147548280420426e-03,3.323135051358300e-05,0.000000000000000e+00
2.513603577250380e+00,0.000000000000000e+00,1.805071500393600e-03,6.908830383465029e-03,4.026866208289593e-03,3.227312669741777e-05,0.000000000000000e+00
2.584168533096592e+00,0.000000000000000e+00,1.752039149211048e-03,6.712247734742234e-03,3.909504670375717e-03,3.134124674242423e-05,0.000000000000000e+00
2.656714474742893e+00,0.000000000000000e+00,1.700467475926553e-03,6.521053997902258e-03,3.795373519787348e-03,3.043499477365634e-05,0.000000000000000e+00
2.731297014847049e+00,0.000000000000000e+00,1.650316873143210e-03,6.335102459828722e-03,3.684385076656354e-03,2.955367448506019e-05,0.000000000000000e+00
2.807973327293422e+00,0.000000000000000e+00,1.601548818915888e-03,6.154250418435695e-03,3.576454060466352e-03,2.869660860206832e-05,0.000000000000000e+00
2.886802191021632e+00,0.000000000000000e+00,1.554125847019681e-03,5.978359072912955e-03,3.471497524200938e-03,2.786313835864400e-05,0.000000000000000e+00
2.967844035085613e+00,0.000000000000000e+00,1.508011518018110e-03,5.807293416947364e-03,3.369434790260611e-03,2.705262298837202e-05,0.000000000000000e+00
3.051160984977671e+00,0.000000000000000e+00,1.463170391108513e-03,5.640922134838138e-03,3.270188668284223e-03,2.626443922920433e-05,0.000000000000000e+00
3.136816910252950e+00,0.000000000000000e+00,1.419567996722693e-03,5.479117500426274e-03,3.173683254769218e-03,2.549798084147998e-05,0.000000000000000e+00
3.224877473490927e+00,0.000000000000000e+00,1.377170809861364e-03,5.321755278760232e-03,3.079842528234593e-03,2.475265813884878e-05,0.000000000000000e+00
3.315410180631351e+00,0.000000000000000e+00,1.335946224141641e-03,5.168714630422512e-03,2.988594283800538e-03,2.402789753174003e-05,0.000000000000000e+00
3.408484432723346e+00,0.000000000000000e+00,1.295862526537207e-03,5.019878018443418e-03,2.899868290364790e-03,2.332314108302601e-05,0.000000000000000e+00
3.504171579127206e+00,0.000000000000000e+00,1.256888872791436e-03,4.875131117730815e-03,2.813596236136436e-03,2.263784607554272e-05,0.000000000000000e+00
3.602544972209803e+00,0.000000000000000e+00,1.218995263484207e-03,4.734362726946230e-03,2.729711675617868e-03,2.197148459113781e-05,0.000000000000000e+00
3.703680023575405e+00,0.000000000000000e+00,1.182152520733662e-03,4.597464682760006e-03,2.648149977994082e-03,2.132354310092790e-05,0.000000000000000e+00
3.807654261875143e+00,0.000000000000000e+00,1.146332265514656e-03,4.464331776419787e-03,2.568848276889573e-03,2.069352206645571e-05,0.000000000000000e+00
3.914547392239310e+00,0.000000000000000e+00,1.111506895576117e-03,4.334861672568801e-03,2.491745421454340e-03,2.008093555144866e-05,0.000000000000000e+00
4.024441357378176e+00,0.000000000000000e+00,1.077649563940001e-03,4.208954830251733e-03,2.416781928741538e-03,1.948531084388923e-05,0.000000000000000e+00
4.137420400398043e+00,0.000000000000000e+00,1.044734157965015e-03,4.086514426049829e-03,2.343899937340542e-03,1.890618808811827e-05,0.000000000000000e+00
4.253571129380807e+00,0.000000000000000e+00,1.012735278958667e-03,3.967446279283049e-03,2.273043162230182e-03,1.834311992670163e-05,0.000000000000000e+00
4.372982583776419e+00,0.000000000000000e+00,9.816282223217162e-04,3.851658779228113e-03,2.204156850818168e-03,1.779567115180109e-05,0.000000000000000e+00
4.495746302659252e+00,0.000000000000000e+00,9.513889582094750e-04,3.739062814293721e-03,2.137187740133648e-03,1.726341836580010e-05,0.000000000000000e+00
4.621956394900588e+00,0.000000000000000e+00,9.219941126948801e-04,3.629571703101719e-03,2.072084015141158e-03,1.674594965094605e-05,0.000000000000000e+00
4.751709611311129e+00,0.000000000000000e+00,8.934209494186304e-04,3.523101127422604e-03,2.008795268145136e-03,1.624286424778035e-05,0.000000000000000e+00
4.885105418808743e+00,0.000000000000000e+00,8.656473517121519e-04,3.419569066915980e-03,1.947272459255448e-03,1.575377224213967e-05,0.000000000000000e+00
5.022246076668336e+00,0.000000000000000e+00,8.386518051795379e-04,3.318895735628213e-03,1.887467877885455e-03,1.527829426052221e-05,0.000000000000000e+00
5.163236714912328e+00,0.000000000000000e+00,8.124133807250218e-04,3.221003520201259e-03,1.829335105255300e-03,1.481606117362519e-05,0.000000000000000e+00
5.308185414901800e+00,0.000000000000000e+00,7.869117180129687e-04,3.125816919748506e-03,1.772832021562411e-03,1.436671380787182e-05,0.000000000000000e+00
5.457203292190070e+00,0.000000000000000e+00,7.621270093477833e-04,3.033262487355198e-03,1.717915399126135e-03,1.392990266476001e-05,0.000000000000000e+00
5.610404581702265e+00,0.000000000000000e+00,7.380399839615325e-04,2.943268773162898e-03,1.664538522938110e-03,1.350528764787804e-05,0.000000000000000e+00
5.767906725306101e+00,0.000000000000000e+00,7.146318926975274e-04,2.855766268999338e-03,1.612659790806405e-03,1.309253779744865e-05,0.000000000000000e+00
5.929830461841170e+00,0.000000000000000e+00,6.918844930785032e-04,2.770687354516917e-03,1.562238718926890e-03,1.269133103227840e-05,0.000000000000000e+00
6.096299919675517e+00,0.000000000000000e+00,6.697800347485207e-04,2.687966244805331e-03,1.513235909918244e-03,1.230135389900827e-05,0.000000000000000e+00
6.267442711860664e+00,0.000000000000000e+00,6.483012452781170e-04,2.607538939445827e-03,1.465613021706933e-03,1.192230132857996e-05,0.000000000000000e+00
6.443390033957850e+00,0.000000000000000e+00,6.274313163227301e-04,2.529343172977000e-03,1.419332737245947e-03,1.155387639985545e-05,0.000000000000000e+00
6.624276764610711e+00,0.000000000000000e+00,6.071538901248702e-04,2.453318366744462e-03,1.374358735052794e-03,1.119579011035090e-05,0.000000000000000e+00
6.810241568941224e+00,0.000000000000000e+00,5.874530463510626e-04,2.379405582109534e-03,1.330655660554301e-03,1.084776115407511e-05,0.000000000000000e+00
7.001427004848384e+00,0.000000000000000e+00,5.683132892550670e-04,2.307547474994983e-03,1.288189098227740e-03,1.050951570649337e-05,0.000000000000000e+00
7.197979632290954e+00,0.000000000000000e+00,5.497195351594745e-04,2.237688251749196e-03,1.246925544530234e-03,1.018078721667528e-05,0.000000000000000e+00
7.400050125638264e+00,0.000000000000000e+00,5.316571002483418e-04,2.169773626313853e-03,1.206832381610891e-03,9.861316206726973e-06,0.000000000000000e+00
7.607793389174925e+00,0.000000000000000e+00,5.141116886642073e-04,2.103750778684535e-03,1.167877851803109e-03,9.550850078659591e-06,0.000000000000000e+00
7.821368675848205e+00,0.000000000000000e+00,4.970693809034763e-04,2.039568314658500e-03,1.130031032897642e-03,9.249142928905064e-06,0.000000000000000e+00
8.040939709349024e+00,0.000000000000000e+00,4.805166225049220e-04,1.977176226869747e-03,1.093261814200865e-03,8.955955370762913e-06,0.000000000000000e+00
8.266674809620067e+00,0.000000000000000e+00,4.644402130268676e-04,1.916525857118386e-03,1.057540873386951e-03,8.671054365150081e-06,0.000000000000000e+00
8.498747021887501e+00,0.000000000000000e+00,4.488272953094689e-04,1.857569860005826e-03,1.022839654157676e-03,8.394213060134302e-06,0.000000000000000e+00
8.737334249314845e+00,0.000000000000000e+00,4.336653450195378e-04,1.800262167006632e-03,9.891303447296981e-04,8.125210639869224e-06,0.000000000000000e+00
8.982619389380959e+00,0.000000000000000e+00,4.189421604763881e-04,1.744557949055360e-03,9.563858571737412e-04,7.863832183722900e-06,0.000000000000000e+00
9.234790474086516e+00,0.000000000000000e+00,4.046458527584133e-04,1.690413581001167e-03,9.245798074905742e-04,7.609868531665857e-06,0.000000000000000e+00
9.494040814096683e+00,0.000000000000000e+00,3.907648360914393e-04,1.637786609494635e-03,8.936864956112928e-04,7.363115916240766e-06,0.000000000000000e+00
9.760569146930186e+00,0.000000000000000e+00,3.772878185214451e-04,1.586635722221360e-03,8.636808856916800e-04,7.123375663890630e-06,0.000000000000000e+00
1.003457978930861e+01,0.000000000000000e+00,3.642037928759407e-04,1.536920718383960e-03,8.345385878500775e-04,6.890454382915933e-06,0.000000000000000e+00
1.031628279378254e+01,0.000000000000000e+00,3.515020280202887e-04,1.488602480987319e-03,8.062358410801673e-04,6.664163870444714e-06,0.000000000000000e+00
