# energy,pi_pi_pi0,pi0_a,pi_pi,eta_a,e_e,mu_mu
1.142619932545284e-01,3.341948649287030e-01,0.000000000000000e+00,6.412337289954264e-03,4.246283806766107e-05,4.105346070140421e-05,3.254192215875134e-05
1.174696957665237e-01,3.250432327979925e-01,0.000000000000000e+00,6.236875184529285e-03,4.129908832720934e-05,3.993207741561333e-05,3.165178063487630e-05
1.207674488291209e-01,3.161415058944526e-01,0.000000000000000e+00,6.066204443256929e-03,4.016578234502536e-05,3.884131534070028e-05,3.078594627747897e-05
1.241577804515833e-01,3.074828602826021e-01,0.000000000000000e+00,5.900194232395637e-03,3.906607334675769e-05,3.778033831441246e-05,2.994375535032118e-05
1.276432896125441e-01,2.990606583694192e-01,0.000000000000000e+00,5.738717290895607e-03,3.799687158486375e-05,3.674833300727983e-05,2.912456224185647e-05
1.312266482523450e-01,2.908684438160535e-01,0.000000000000000e+00,5.581649832842196e-03,3.695358885350139e-05,3.574450829912869e-05,2.832773897031304e-05
1.349106033213073e-01,2.828999365884836e-01,0.000000000000000e+00,5.428871452563250e-03,3.594045937682843e-05,3.476809467262018e-05,2.755267470229089e-05
1.386979788855034e-01,2.751490281433297e-01,0.000000000000000e+00,5.280265032327744e-03,3.495725365430964e-05,3.381834362334977e-05,2.679877528450502e-05
1.425916782916448e-01,2.676097767451258e-01,0.000000000000000e+00,5.135716652564831e-03,3.399768447886053e-05,3.289452708605457e-05,2.606546278831509e-05
1.465946863927448e-01,2.602764029114657e-01,0.000000000000000e+00,4.995115504534618e-03,3.306445454297554e-05,3.199593687648939e-05,2.535217506669274e-05
1.507100718362639e-01,2.531432849825271e-01,0.000000000000000e+00,4.858353805383563e-03,3.215920335726477e-05,3.112188414854276e-05,2.465836532328657e-05
1.549409894164890e-01,2.462049548115832e-01,0.000000000000000e+00,4.725326715519538e-03,3.127732811469798e-05,3.027169886617781e-05,2.398350169325500e-05
1.592906824929539e-01,2.394560935731906e-01,0.000000000000000e+00,4.595932258243089e-03,3.041801279268393e-05,2.944472928979228e-05,2.332706683554496e-05
1.637624854767498e-01,2.328915276858488e-01,0.000000000000000e+00,4.470071241573372e-03,2.958416006988684e-05,2.864034147660466e-05,2.268855753630460e-05
1.683598263866375e-01,2.265062248459958e-01,0.000000000000000e+00,4.347647182208768e-03,2.877358024299775e-05,2.785791879468266e-05,2.206748432312524e-05
1.730862294769152e-01,2.202952901703107e-01,0.000000000000000e+00,4.228566231563946e-03,2.798280362069347e-05,2.709686145024252e-05,2.146337108981761e-05
1.779453179390612e-01,2.142539624433540e-01,0.000000000000000e+00,4.112737103826622e-03,2.721456064384707e-05,2.635658602785554e-05,2.087575473143411e-05
1.829408166792188e-01,2.083776104676809e-01,0.000000000000000e+00,4.000071005978914e-03,2.646910848489754e-05,2.563652504321059e-05,2.030418478925759e-05
1.880765551736559e-01,2.026617295136184e-01,0.000000000000000e+00,3.890481569729592e-03,2.574183734380483e-05,2.493612650808879e-05,1.974822310548448e-05
1.933564704043839e-01,1.971019378659953e-01,0.000000000000000e+00,3.783884785305095e-03,2.503413901528346e-05,2.425485350721756e-05,1.920744348733755e-05
1.987846098771924e-01,1.916939734651678e-01,0.000000000000000e+00,3.680198937048512e-03,2.434770379451930e-05,2.359218378667899e-05,1.868143138035065e-05
2.043651347244059e-01,1.864336906397746e-01,0.000000000000000e+00,3.579344540777211e-03,2.367936787260235e-05,2.294760935355795e-05,1.816978355057528e-05
2.101023228947490e-01,1.813170569287098e-01,0.000000000000000e+00,3.481244282851023e-03,2.302791091283740e-05,2.232063608652180e-05,1.767210777546501e-05
2.160005724327581e-01,1.763401499898814e-01,0.000000000000000e+00,3.385822960904350e-03,2.239538900775972e-05,2.171078335703447e-05,1.718802254320108e-05
2.220644048502579e-01,1.714991545933860e-01,0.000000000000000e+00,3.293007426196709e-03,2.178119848240186e-05,2.111758366091359e-05,1.671715676022852e-05
2.282984685924871e-01,1.667903596967898e-01,0.000000000000000e+00,3.202726527537503e-03,2.118153816746817e-05,2.054058225994849e-05,1.625914946677853e-05
2.347075426015277e-01,1.622101556002807e-01,0.000000000000000e+00,3.114911056742120e-03,2.059900653583834e-05,1.997933683330474e-05,1.581364956015937e-05
2.412965399797728e-01,1.577550311795046e-01,0.000000000000000e+00,3.029493695577419e-03,2.003384837239469e-05,1.943341713844730e-05,1.538031552560303e-05
2.480705117562382e-01,1.534215711939693e-01,0.000000000000000e+00,2.946408964156054e-03,1.948250397751961e-05,1.890240468132301e-05,1.495881517446206e-05
2.550346507586085e-01,1.492064536689478e-01,0.000000000000000e+00,2.865593170739973e-03,1.894597772720989e-05,1.838589239554907e-05,1.454882538955524e-05
2.621942955939813e-01,1.451064473488795e-01,0.000000000000000e+00,2.786984362914697e-03,1.842611519902207e-05,1.788348433036197e-05,1.415003187746729e-05
2.695549347413673e-01,1.411184092203111e-01,0.000000000000000e+00,2.710522280096862e-03,1.791894614914131e-05,1.739479534708739e-05,1.376212892761241e-05
2.771222107590759e-01,1.372392821024843e-01,0.000000000000000e+00,2.636148307338704e-03,1.742494098487863e-05,1.691945082389858e-05,1.338481917787726e-05
2.849019246102198e-01,1.334660923037171e-01,0.000000000000000e+00,2.563805430393990e-03,1.694543085241661e-05,1.645708636863665e-05,1.301781338666339e-05
2.929000401096466e-01,1.297959473417879e-01,0.000000000000000e+00,2.493438192011021e-03,1.647985632663913e-05,1.600734753947298e-05,1.266083021115469e-05
3.011226884957143e-01,1.262260337265697e-01,0.000000000000000e+00,2.424992649419123e-03,1.602522756133210e-05,1.556988957319921e-05,1.231359599163945e-05
3.095761731304063e-01,1.227536148032186e-01,0.000000000000000e+00,2.358416332976124e-03,1.558357894237824e-05,1.514437712093688e-05,1.197584454172224e-05
3.182669743313990e-01,1.193760286542597e-01,0.000000000000000e+00,2.293658205945015e-03,1.515502867588371e-05,1.473048399106380e-05,1.164731694426422e-05
3.272017543397764e-01,1.160906860589656e-01,0.000000000000000e+00,2.230668625369057e-03,1.473718681453333e-05,1.432789289916043e-05,1.132776135289580e-05
3.363873624272089e-01,1.128950685084589e-01,0.000000000000000e+00,2.169399304015240e-03,1.433040366638281e-05,1.393629522478417e-05,1.101693279894933e-05
3.458308401465022e-01,1.097867262750215e-01,0.000000000000000e+00,2.109803273357021e-03,1.393563261944645e-05,1.355539077488555e-05,1.071459300366387e-05
3.555394267295509e-01,1.067632765341267e-01,0.000000000000000e+00,2.051834847567859e-03,1.355174482565629e-05,1.318488755368455e-05,1.042051019551802e-05
3.655205646368273e-01,1.038224015377572e-01,0.000000000000000e+00,1.995449588498028e-03,1.317722442265073e-05,1.282450153883092e-05,1.013445893255069e-05
3.757819052626610e-01,1.009618468376065e-01,0.000000000000000e+00,1.940604271607807e-03,1.281358246375520e-05,1.247395646367685e-05,9.856219929533842e-06
3.863313148006889e-01,9.817941955680247e-02,0.000000000000000e+00,1.887256852830933e-03,1.246061309567226e-05,1.213298360549494e-05,9.585579889864355e-06
3.971768802739609e-01,9.547298670882863e-02,0.000000000000000e+00,1.835366436342937e-03,1.211608834338831e-05,1.180132157947933e-05,9.322331342046424e-06
4.083269157343368e-01,9.284047356235285e-02,0.000000000000000e+00,1.784893243209625e-03,1.178133591381659e-05,1.147871613837189e-05,9.066272480638903e-06
4.197899686359134e-01,9.027986205071112e-02,0.000000000000000e+00,1.735798580891680e-03,1.145624260875610e-05,1.116491997756003e-05,8.817207011545828e-06
4.315748263873816e-01,8.778918922482609e-02,0.000000000000000e+00,1.688044813581994e-03,1.113957861469767e-05,1.085969254549655e-05,8.574944001531304e-06
4.436905230883211e-01,8.536654574837511e-02,0.000000000000000e+00,1.641595333353008e-03,1.083114392864607e-05,1.056279985929643e-05,8.339297731843629e-06
4.561463464546135e-01,8.301007443405264e-02,0.000000000000000e+00,1.596414532091899e-03,1.053182774470821e-05,1.027401432536888e-05,8.110087555836086e-06
4.689518449382650e-01,8.071796881980681e-02,0.000000000000000e+00,1.552467774202153e-03,1.024089519665589e-05,9.993114564947461e-06,7.887137760475618e-06
4.821168350471144e-01,7.848847178395599e-02,0.000000000000000e+00,1.509721370050519e-03,9.956974359488310e-06,9.719885244384366e-06,7.670277431632820e-06
4.956514088700201e-01,7.631987419812609e-02,0.000000000000000e+00,1.468142550139060e-03,9.681238837528606e-06,9.454116910078806e-06,7.459340323050282e-06
5.095659418133122e-01,7.421051361697337e-02,0.000000000000000e+00,1.427699439982440e-03,9.413651906300707e-06,9.195605827912889e-06,7.254164728888532e-06
5.238711005544227e-01,7.215877300369017e-02,0.000000000000000e+00,1.388361035671211e-03,9.152526552961833e-06,8.944153827072099e-06,7.054593359752072e-06
5.385778512188090e-01,7.016307949031443e-02,0.000000000000000e+00,1.350097180102347e-03,8.898563505201753e-06,8.699568148130377e-06,6.860473222100270e-06
5.536974677864208e-01,6.822190317189430e-02,0.000000000000000e+00,1.312878539858820e-03,8.652176684623801e-06,8.461661295283628e-06,6.671655500950763e-06
5.692415407341720e-01,6.633375593358129e-02,0.000000000000000e+00,1.276676582720452e-03,8.412257814181701e-06,8.230250892618131e-06,6.487995445785277e-06
5.852219859210293e-01,6.449719030975398e-02,0.000000000000000e+00,1.241463555788833e-03,8.178397106527505e-06,8.005159544303848e-06,6.309352259570554e-06
6.016510537225335e-01,6.271079837429717e-02,0.000000000000000e+00,1.207212464209517e-03,7.951452296128048e-06,7.786214698605392e-06,6.135588990809117e-06
6.185413384217624e-01,6.097321066118426e-02,0.000000000000000e+00,1.173897050475151e-03,7.730967237126093e-06,7.573248515606355e-06,5.966572428537106e-06
6.359057878639192e-01,5.928309511453730e-02,0.000000000000000e+00,1.141491774293720e-03,7.515725368579983e-06,7.366097738545727e-06,5.802173000188785e-06
6.537577133819661e-01,5.763915606735680e-02,0.000000000000000e+00,1.109971793006401e-03,7.306669940936387e-06,7.164603568667596e-06,5.642264672249172e-06
6.721108000008923e-01,5.604013324814094e-02,0.000000000000000e+00,1.079312942540074e-03,7.103822380567942e-06,6.968611543488402e-06,5.486724853618810e-06
6.909791169284596e-01,5.448480081462932e-02,0.000000000000000e+00,1.049491718879814e-03,6.905932282364369e-06,6.777971418388206e-06,5.335434301616355e-06
7.103771283404455e-01,5.297196641393304e-02,0.000000000000000e+00,1.020485260047217e-03,6.713377514281012e-06,6.592537051435403e-06,5.188277030547089e-06
7.303197044686744e-01,5.150047026832755e-02,0.000000000000000e+00,9.922713285706705e-04,6.526832296415353e-06,6.412166291356421e-06,5.045140222766997e-06
7.508221330003145e-01,5.006918428600933e-02,0.000000000000000e+00,9.648282944341867e-04,6.344782672658987e-06,6.236720868564659e-06,4.905914142174393e-06
7.719001307972004e-01,4.867701119613223e-02,0.000000000000000e+00,9.381351184916573e-04,6.167487864787458e-06,6.066066289165014e-06,4.770492050062562e-06
7.935698559441441e-01,4.732288370746181e-02,0.000000000000000e+00,9.121713363338565e-04,5.995407949005907e-06,5.900071731852874e-06,4.638770123269007e-06
8.158479201354919e-01,4.600576369000048e-02,0.000000000000000e+00,8.869170425957711e-04,5.828338629900662e-06,5.738609947628364e-06,4.510647374558357e-06
8.387514014094010e-01,4.472464137895703e-02,0.000000000000000e+00,8.623528756922520e-04,5.665079002369815e-06,5.581557162249172e-06,4.386025575177987e-06
8.622978572396195e-01,4.347853460044859e-02,0.000000000000000e+00,8.384600029702486e-04,5.506685798832181e-06,5.428792981346984e-06,4.264809179526812e-06
8.865053379947824e-01,4.226648801834205e-02,0.000000000000000e+00,8.152201062662523e-04,5.352945535040058e-06,5.280200298134965e-06,4.146905251879573e-06
9.113924007755672e-01,4.108757240165559e-02,0.000000000000000e+00,7.926153678578444e-04,5.202991728400246e-06,5.135665203635358e-06,4.032223395110229e-06
9.369781236402889e-01,3.994088391195961e-02,0.000000000000000e+00,7.706284567985923e-04,5.057020353337917e-06,4.995076899358579e-06,3.920675681359941e-06
9.632821202298664e-01,3.882554341022880e-02,0.000000000000000e+00,7.492425156257780e-04,4.915408447780356e-06,4.858327612366673e-06,3.812176584596267e-06
9.903245548033504e-01,3.774069578261435e-02,0.000000000000000e+00,7.284411474307780e-04,4.777653238193862e-06,4.725312512656170e-06,3.706642915011929e-06
1.018126157695546e+00,3.668550928461811e-02,0.000000000000000e+00,7.082084032821607e-04,4.643274936250205e-06,4.595929632796959e-06,3.603993755212781e-06
1.046708241208593e+00,3.565917490316519e-02,0.000000000000000e+00,6.885287699918381e-04,4.512827554534181e-06,4.470079789765504e-06,3.504150398145918e-06
1.076092715949652e+00,3.466090573608599e-02,0.000000000000000e+00,6.693871582148970e-04,4.386198583005502e-06,4.347666508912630e-06,3.407036286720413e-06
1.106302107627271e+00,3.368993638852983e-02,0.000000000000000e+00,6.507688908739546e-04,4.262588637692611e-06,4.228595950007430e-06,3.312576955074221e-06
1.137359574319249e+00,3.274552238584823e-02,0.000000000000000e+00,6.326596918991629e-04,4.142439711470645e-06,4.112776835300753e-06,3.220699971442248e-06
1.169288924225291e+00,3.182693960249530e-02,0.000000000000000e+00,6.150456752752042e-04,4.025907333202438e-06,4.000120379552981e-06,3.131334882581659e-06
1.202114633918019e+00,3.093348370650808e-02,0.000000000000000e+00,5.979133343868755e-04,3.912301793861772e-06,3.890540221972589e-06,3.044413159711838e-06
1.235861867106359e+00,3.006446961913856e-02,0.000000000000000e+00,5.812495316550703e-04,3.801678250371117e-06,3.783952360013201e-06,2.959868145927423e-06
1.270556493925666e+00,2.921923098922353e-02,0.000000000000000e+00,5.650414884552034e-04,3.694351999815759e-06,3.680275084978494e-06,2.877635005044138e-06
1.306225110769401e+00,2.839711968188717e-02,0.000000000000000e+00,5.492767753103264e-04,3.589979578232421e-06,3.579428919385469e-06,2.797650671838048e-06
1.342895060677527e+00,2.759750528118429e-02,0.000000000000000e+00,5.339433023514113e-04,3.488157966198610e-06,3.481336556038213e-06,2.719853803640171e-06
1.380594454297291e+00,2.681977460630113e-02,0.000000000000000e+00,5.190293100374585e-04,3.389289884275581e-06,3.385922798765298e-06,2.644184733249165e-06
1.419352191432429e+00,2.606333124094238e-02,0.000000000000000e+00,5.045233601283168e-04,3.293341026072225e-06,3.293114504775519e-06,2.570585423126076e-06
1.459197983197342e+00,2.532759507554186e-02,0.000000000000000e+00,4.904143269032588e-04,3.199703347911752e-06,3.202840528587683e-06,2.498999420835884e-06
1.500162374793187e+00,2.461200186194554e-02,0.000000000000000e+00,4.766913886185876e-04,3.108657029972255e-06,3.115031667491534e-06,2.429371815701785e-06
1.542276768923400e+00,2.391600278022324e-02,0.000000000000000e+00,4.633440191976881e-04,3.020338068402408e-06,3.029620608497952e-06,2.361649196638848e-06
1.585573449866529e+00,2.323906401727692e-02,0.000000000000000e+00,4.503619801471613e-04,2.934315271470158e-06,2.946541876737819e-06,2.295779611134796e-06
1.630085608224908e+00,2.258066635692001e-02,0.000000000000000e+00,4.377353126928079e-04,2.850504124733886e-06,2.865731785269913e-06,2.231712525346428e-06
1.675847366368079e+00,2.194030478111325e-02,0.000000000000000e+00,4.254543301294407e-04,2.769165471302167e-06,2.787128386259453e-06,2.169398785281121e-06
1.722893804590495e+00,2.131748808204940e-02,0.000000000000000e+00,4.135096103786379e-04,2.690113715799615e-06,2.710671423489786e-06,2.108790579033697e-06
1.771260988003576e+00,2.071173848478804e-02,0.000000000000000e+00,4.018919887487219e-04,2.613007165974022e-06,2.636302286170836e-06,2.049841400049701e-06
1.820985994182679e+00,2.012259128015046e-02,0.000000000000000e+00,3.905925508914156e-04,2.538102201809039e-06,2.563963964008953e-06,1.992506011387075e-06
1.872106941590241e+00,1.954959446759072e-02,0.000000000000000e+00,3.796026259497564e-04,2.465429174245939e-06,2.493601003503628e-06,1.936740410948820e-06
1.924663018796820e+00,1.899230840776884e-02,0.000000000000000e+00,3.689137798920246e-04,2.394539578413457e-06,2.425159465437672e-06,1.882501797660203e-06
1.978694514522493e+00,1.845030548455729e-02,0.000000000000000e+00,3.585178090265635e-04,2.325563063645754e-06,2.358586883528174e-06,1.829748538564610e-06
2.034242848521587e+00,1.792316977622111e-02,0.000000000000000e+00,3.484067336925340e-04,2.258670234524874e-06,2.293832224206636e-06,1.778440136813098e-06
2.091350603334472e+00,1.741049673551740e-02,0.000000000000000e+00,3.385727921217575e-04,2.193551618981404e-06,2.230845847497363e-06,1.728537200523193e-06
2.150061556930694e+00,1.691189287846816e-02,0.000000000000000e+00,3.290084344669719e-04,2.130085322822929e-06,2.169579468964200e-06,1.680001412483400e-06
2.210420716268549e+00,1.642697548156581e-02,0.000000000000000e+00,3.197063169919138e-04,2.068474275013356e-06,2.109986122696369e-06,1.632795500680392e-06
2.272474351796737e+00,1.595537228717855e-02,0.000000000000000e+00,3.106592964188180e-04,2.008660759979781e-06,2.052020125305095e-06,1.586883209626680e-06
2.336270032924628e+00,1.549672121692779e-02,0.000000000000000e+00,3.018604244290076e-04,1.950271809206912e-06,1.995637040903383e-06,1.542229272467111e-06
2.401856664488263e+00,1.505067009281699e-02,0.000000000000000e+00,2.933029423124092e-04,1.893560097259103e-06,1.940793647042113e-06,1.498799383843275e-06
2.469284524240098e+00,1.461687636589668e-02,0.000000000000000e+00,2.849802757619207e-04,1.838552962688558e-06,1.887447901576334e-06,1.456560173495503e-06
2.538605301391181e+00,1.419500685225665e-02,0.000000000000000e+00,2.768860298087051e-04,1.784901390685305e-06,1.835558910436377e-06,1.415479180582817e-06
2.609872136235355e+00,1.378473747614171e-02,0.000000000000000e+00,2.690139838945815e-04,1.732701367978052e-06,1.785086896279043e-06,1.375524828701768e-06
2.683139660885830e+00,1.338575301999328e-02,0.000000000000000e+00,2.613580870778150e-04,1.682134044396245e-06,1.735993167994874e-06,1.336666401585782e-06
2.758464041155348e+00,1.299774688122444e-02,0.000000000000000e+00,2.539124533687202e-04,1.632815259928202e-06,1.688240091048114e-06,1.298874019467237e-06
2.835903019612097e+00,1.262042083554112e-02,0.000000000000000e+00,2.466713571916024e-04,1.584811455497392e-06,1.641791058626609e-06,1.262118616085068e-06
2.915515959844293e+00,1.225348480662796e-02,0.000000000000000e+00,2.396292289696857e-04,1.538287794668059e-06,1.596610463579563e-06,1.226371916321405e-06
2.997363891967463e+00,1.189665664202177e-02,0.000000000000000e+00,2.327806508297812e-04,1.493184471672101e-06,1.552663671121604e-06,1.191606414451293e-06
3.081509559409218e+00,1.154966189500122e-02,0.000000000000000e+00,2.261203524235728e-04,1.449232696342235e-06,1.509916992282268e-06,1.157795352990214e-06
3.168017467007465e+00,1.121223361232562e-02,0.000000000000000e+00,2.196432068625041e-04,1.406558242480275e-06,1.468337658080505e-06,1.124912702124724e-06
3.256953930458855e+00,1.088411212766128e-02,0.000000000000000e+00,2.133442267633781e-04,1.365176301444384e-06,1.427893794404468e-06,1.092933139712227e-06
3.348387127155444e+00,1.056504486053800e-02,0.000000000000000e+00,2.072185604018888e-04,1.324855160734506e-06,1.388554397577259e-06,1.061832031836466e-06
3.442387148448465e+00,1.025478612068366e-02,0.000000000000000e+00,2.012614879714362e-04,1.285625065220492e-06,1.350289310589975e-06,1.031585413906097e-06
3.539026053379354e+00,9.953096917588779e-03,0.000000000000000e+00,1.954684179446930e-04,1.247580116367538e-06,1.313069199983760e-06,1.002169972284297e-06
3.638377923919135e+00,9.659744775158550e-03,0.000000000000000e+00,1.898348835355305e-04,1.210616506782592e-06,1.276865533363208e-06,9.735630264381818e-07
3.740518921758598e+00,9.374503551313425e-03,0.000000000000000e+00,1.843565392590388e-04,1.174578443766621e-06,1.241650557523831e-06,9.457425115974910e-07
3.845527346692712e+00,9.097153262405037e-03,0.000000000000000e+00,1.790291575875302e-04,1.139616961049220e-06,1.207397277176848e-06,9.186869619128681e-07
3.953483696644132e+00,8.827479912317896e-03,0.000000000000000e+00,1.738486257005598e-04,1.105713366645531e-06,1.174079434254982e-06,8.923754941048876e-07
4.064470729371696e+00,8.565275326132884e-03,0.000000000000000e+00,1.688109423271737e-04,1.072649379178291e-06,1.141671487783402e-06,8.667877915959612e-07
4.178573525911350e+00,8.310336988232588e-03,0.000000000000000e+00,1.639122146787654e-04,1.040532933311106e-06,1.110148594300366e-06,8.419040891182625e-07
4.295879555797986e+00,8.062467884734014e-03,0.000000000000000e+00,1.591486554711343e-04,1.009417458149708e-06,1.079486588812582e-06,8.177051577920418e-07
4.416478744118338e+00,7.821476350138570e-03,0.000000000000000e+00,1.545165800345535e-04,9.791201103318097e-07,1.049661966270656e-06,7.941722906699775e-07
4.540463540446233e+00,7.587175918094834e-03,0.000000000000000e+00,1.500124035109174e-04,9.496415238832080e-07,1.020651863550459e-06,7.712872887448722e-07
4.667928989713061e+00,7.359385176174701e-03,0.000000000000000e+00,1.456326381373306e-04,9.210707794666623e-07,9.924340419265691e-07,7.490324474198601e-07
4.798972805067862e+00,7.137927624568932e-03,0.000000000000000e+00,1.413738906158376e-04,8.933342922185930e-07,9.649868700243792e-07,7.273905434426836e-07
4.933695442782765e+00,6.922631538614430e-03,0.000000000000000e+00,1.372328595694131e-04,8.662996443491886e-07,9.382893072377817e-07,7.063448223086485e-07
5.072200179261328e+00,6.713329835071254e-03,0.000000000000000e+00,1.332063330848075e-04,8.400778275213037e-07,9.123208875997298e-07,6.858789861408636e-07
5.214593190208684e+00,6.509859942074619e-03,0.000000000000000e+00,1.292911863434624e-04,8.146759772288857e-07,8.870617040933112e-07,6.659771820619255e-07
5.360983632024321e+00,6.312063672693951e-03,0.000000000000000e+00,1.254843793424544e-04,7.899191903418141e-07,8.624923933912947e-07,6.466239910790628e-07
5.511483725479741e+00,6.119787102039492e-03,0.000000000000000e+00,1.217829547074973e-04,7.658795161588367e-07,8.385941210124728e-07,6.278044175164824e-07
5.666208841745308e+00,5.932880447865349e-03,0.000000000000000e+00,1.181840349389047e-04,7.425972241117058e-07,8.153485668833937e-07,6.095038790467862e-07
5.825277590832049e+00,5.751197954628339e-03,0.000000000000000e+00,1.146848190168227e-04,7.199313309155718e-07,7.927379112944468e-07,5.917081974028595e-07
5.988811912516404e+00,5.574597780972803e-03,0.000000000000000e+00,1.112825815733232e-04,6.978135718739616e-07,7.707448212394985e-07,5.744035899021922e-07
6.156937169817426e+00,5.402941890625116e-03,0.000000000000000e+00,1.079746713588164e-04,6.763269726705188e-07,7.493524371286479e-07,5.575766620078367e-07
6.329782245098288e+00,5.236095946657140e-03,0.000000000000000e+00,1.047585093428614e-04,6.554429244585879e-07,7.285443598638736e-07,5.412144013311300e-07
6.507479638865566e+00,5.073929208682312e-03,0.000000000000000e+00,1.016315872932630e-04,6.350826961667326e-07,7.083046382677044e-07,5.253041738711360e-07
6.690165571342240e+00,4.916314431979161e-03,0.000000000000000e+00,9.859146582081255e-05,6.153395096143308e-07,6.886177568552409e-07,5.098337242359813e-07
6.877980086892076e+00,4.763127769308094e-03,0.000000000000000e+00,9.563577284393997e-05,5.962168551588846e-07,6.694686239401854e-07,4.947911843600631e-07
7.071067161375635e+00,4.614248675900153e-03,0.000000000000000e+00,9.276220367461009e-05,5.775931457385571e-07,6.508425600657354e-07,4.801651060524888e-07
7.269574812520010e+00,4.469559817788149e-03,0.000000000000000e+00,8.996851903941876e-05,5.595037890352660e-07,6.327252867514940e-07,4.659446235623994e-07
7.473655213387101e+00,4.328946983558174e-03,0.000000000000000e+00,8.725254865801747e-05,5.420150903248658e-07,6.151029155477525e-07,4.521209079726189e-07
7.683464809027233e+00,4.192298999748447e-03,0.000000000000000e+00,8.461221037990856e-05,5.249813615641235e-07,5.979619373887679e-07,4.386843546364875e-07
7.899164436407635e+00,4.059507649596231e-03,0.000000000000000e+00,8.204549624395305e-05,5.084258640004399e-07,5.812892122368680e-07,4.256243797894811e-07
8.120919447707713e+00,3.930467596577570e-03,0.000000000000000e+00,7.955045500038625e-05,4.923931017047953e-07,5.650719590094422e-07,4.129306883689021e-07
8.348899837075635e+00,3.805076312390883e-03,0.000000000000000e+00,7.712518669311211e-05,4.768650472251207e-07,5.492977457811003e-07,4.005932661230800e-07
8.583280370943330e+00,3.683234013241510e-03,0.000000000000000e+00,7.476784537863736e-05,4.617350808940671e-07,5.339544802534893e-07,3.886023719359075e-07
8.824240721999907e+00,3.564843619327103e-03,0.000000000000000e+00,7.247663637210799e-05,4.470730326685933e-07,5.190304004854566e-07,3.769485303608299e-07
9.071965606926041e+00,3.449810728626291e-03,0.000000000000000e+00,7.024980902837246e-05,4.328905154983016e-07,5.045140658764639e-07,3.656225243585708e-07
9.326644927995183e+00,3.338043591279682e-03,0.000000000000000e+00,6.808566379096758e-05,4.190936880144676e-07,4.903943483963203e-07,3.546153882330261e-07
9.588473918649791e+00,3.229453073798931e-03,0.000000000000000e+00,6.598255286664159e-05,4.056999572894126e-07,4.766604240545364e-07,3.439184007599243e-07
9.857653293164475e+00,3.123952623784229e-03,0.000000000000000e+00,6.393885920814903e-05,3.927463722276445e-07,4.633017646027371e-07,3.335230785029806e-07
1.013438940051054e+01,3.021458227534357e-03,0.000000000000000e+00,6.195302752084686e-05,3.801846311743637e-07,4.503081294637923e-07,3.234211693124362e-07
1.041889438254022e+01,2.921888368517387e-03,0.000000000000000e+00,6.002352885210334e-05,3.679691724589466e-07,4.376695578814527e-07,3.136046460009895e-07
1.071138633661141e+01,2.825163970437966e-03,0.000000000000000e+00,5.814888608571890e-05,3.561510925934920e-07,4.253763612845018e-07,3.040657001922944e-07
1.101208948277799e+01,2.731208340865199e-03,0.000000000000000e+00,5.632765970200677e-05,3.447210549317563e-07,4.134191158595477e-07,2.947967363373001e-07
1.132123433567353e+01,2.639947116877391e-03,0.000000000000000e+00,5.455844239509965e-05,3.336023815564281e-07,4.017886553267735e-07,2.857903658938636e-07
1.163905788122056e+01,2.551308206484860e-03,4.341339569538832e-04,5.283987844680887e-05,3.228356444434026e-07,3.904760639130979e-07,2.770394016651670e-07
1.196580375830045e+01,2.465221725764245e-03,4.341339569538832e-04,5.117062792634045e-05,3.124370041680901e-07,3.794726695173703e-07,2.685368522926185e-07
1.230172244552343e+01,2.381619950373581e-03,4.341339569538832e-04,4.954940698559820e-05,3.023408697668956e-07,3.687700370623514e-07,2.602759168990137e-07
1.264707145324180e+01,2.300437249300211e-03,4.341339569538832e-04,4.797494391191733e-05,2.925509048769282e-07,3.583599620283868e-07,2.522499798778616e-07
1.300211552095360e+01,2.221609989271009e-03,4.341339569538832e-04,4.644600647081528e-05,2.830979697606824e-07,3.482344641638178e-07,2.444526058248898e-07
1.336712682024809e+01,2.145076478637711e-03,4.341339569538832e-04,4.496136798052664e-05,2.739496965464917e-07,3.383857813672986e-07,2.368775346078435e-07
1.374238516344847e+01,2.085998837752050e-03,4.341339569538832e-04,4.351981048089586e-05,2.650669513157181e-07,3.288063637373431e-07,2.295186765708213e-07
1.412817821811194e+01,2.135397554617595e-03,4.341339569538832e-04,4.212015048844295e-05,2.564873310834649e-07,3.194888677845273e-07,2.223701078694654e-07
1.452480172755135e+01,2.283365668763341e-03,4.341339569538832e-04,4.076123577048813e-05,2.482104941825211e-07,3.104261508019204e-07,2.154260659334528e-07
1.493255973754783e+01,2.520543411437324e-03,4.341339569538832e-04,3.944194477778381e-05,2.402109898406801e-07,3.016112653894144e-07,2.086809450528059e-07
1.535176482942777e+01,2.831928298142298e-03,4.341339569538832e-04,3.816118799213607e-05,2.328650574413076e-07,2.930374541277707e-07,2.021292920846614e-07
1.578273835968312e+01,3.201515557908833e-03,4.341339569538832e-04,3.691790328345660e-05,2.262974967179306e-07,2.846981443982867e-07,1.957658022772087e-07
1.622581070631848e+01,3.139462190009150e-03,4.341339569538832e-04,3.571105821423322e-05,2.204768197156034e-07,2.765869433441202e-07,1.895853152076135e-07
1.668132152211420e+01,3.557193259475870e-03,4.341339569538832e-04,3.453964849158645e-05,2.201547092040440e-07,2.686976329693974e-07,1.835828108308170e-07
