# energy,pi_pi_pi0,pi0_a,pi_pi,eta_a,e_e,mu_mu
3.588358157262191e-03,1.067091617847065e+01,0.000000000000000e+00,2.045956780181639e-01,1.352419874839512e-03,1.307638194063009e-03,1.037950536477832e-03
3.689094938996322e-03,1.037950326385553e+01,0.000000000000000e+00,1.990084921571521e-01,1.315489834274692e-03,1.271930639286904e-03,1.009606051669148e-03
3.792659726952080e-03,1.009604785649799e+01,0.000000000000000e+00,1.935738735631254e-01,1.279568228975790e-03,1.237198137799359e-03,9.820355594720607e-04
3.899131912381116e-03,9.820332663628703e+00,0.000000000000000e+00,1.882876561369597e-01,1.244627521965593e-03,1.203414064172749e-03,9.552179247505122e-04
4.008593115303458e-03,9.552146326013586e+00,0.000000000000000e+00,1.831457875416949e-01,1.210640928209172e-03,1.170552520030376e-03,9.291325894979745e-04
4.121127247076236e-03,9.291283255928839e+00,0.000000000000000e+00,1.781443260960732e-01,1.177582394080854e-03,1.138588314193150e-03,9.037595570779796e-04
4.236820574718887e-03,9.037543479560442e+00,0.000000000000000e+00,1.732794377529044e-01,1.145426577391909e-03,1.107496943368399e-03,8.790793768949923e-04
4.355761787044183e-03,8.790732483707179e+00,0.000000000000000e+00,1.685473931599411e-01,1.114148827963591e-03,1.077254573366011e-03,8.550731294838704e-04
4.478042062645806e-03,8.550661066669601e+00,0.000000000000000e+00,1.639445648010113e-01,1.083725168730672e-03,1.047838020827481e-03,8.317224120064746e-04
4.603755139794489e-03,8.317145193210818e+00,0.000000000000000e+00,1.594674242152186e-01,1.054132277360978e-03,1.019224735453894e-03,8.090093241443274e-04
4.732997388296438e-03,8.090005853477743e+00,0.000000000000000e+00,1.551125392920747e-01,1.025347468376824e-03,9.913927827191955e-04,7.869164543764854e-04
4.865867883368982e-03,7.869068925774814e+00,0.000000000000000e+00,1.508765716404944e-01,9.973486757646663e-04,9.643208270555055e-04,7.654268666321268e-04
5.002468481590220e-03,7.654165043084769e+00,0.000000000000000e+00,1.467562740296330e-01,9.701144360596108e-04,9.379881154975778e-04,7.445240873076032e-04
5.142903898980749e-03,7.445129463234446e+00,0.000000000000000e+00,1.427484878996080e-01,9.436238718918438e-04,9.123744617738902e-04,7.241920926380195e-04
5.287281791277462e-03,7.241801942605782e+00,0.000000000000000e+00,1.388501409401918e-01,9.178566759823381e-04,8.874602308321357e-04,7.044152964136483e-04
5.435712836460855e-03,7.044026613295427e+00,0.000000000000000e+00,1.350582447356243e-01,8.927930955755932e-04,8.632263237872823e-04,6.851785380317675e-04
5.588310819599132e-03,6.851651863628701e+00,0.000000000000000e+00,1.313698924737373e-01,8.684139172974621e-04,8.396541632806475e-04,6.664670708747681e-04
5.745192720074180e-03,6.664530221936283e+00,0.000000000000000e+00,1.277822567176348e-01,8.447004524264617e-04,8.167256792387666e-04,6.482665510056121e-04
5.906478801256278e-03,6.482518243504577e+00,0.000000000000000e+00,1.242925872382203e-01,8.216345225672652e-04,7.944232950211359e-04,6.305630261719760e-04
6.072292702696209e-03,6.305476400613113e+00,0.000000000000000e+00,1.208982089059125e-01,7.991984457154160e-04,7.727299139462200e-04,6.133429251106627e-04
6.242761534905533e-03,6.133268975574633e+00,0.000000000000000e+00,1.175965196399297e-01,7.773750227025629e-04,7.516289061853860e-04,5.965930471440678e-04
6.418015976797648e-03,5.965763956695899e+00,0.000000000000000e+00,1.143849884135729e-01,7.561475240118248e-04,7.311040960147193e-04,5.803005520607349e-04
6.598190375864355e-03,5.802832937079444e+00,0.000000000000000e+00,1.112611533139772e-01,7.354996769531890e-04,7.111397494149490e-04,5.644529502722337e-04
6.783422851164659e-03,5.644351016188731e+00,0.000000000000000e+00,1.082226196548459e-01,7.154156531891062e-04,6.917205620099799e-04,5.490380932388270e-04
6.973855399204807e-03,5.490196704101248e+00,0.000000000000000e+00,1.052670581407190e-01,6.958800566007195e-04,6.728316473347839e-04,5.340441641565792e-04
7.169634002790776e-03,5.340251828376078e+00,0.000000000000000e+00,1.023922030813690e-01,6.768779114854202e-04,6.544585254236482e-04,5.194596688987627e-04
7.370908742936499e-03,5.194401443464660e+00,0.000000000000000e+00,9.959585065495659e-02,6.583946510766998e-04,6.365871117100526e-04,5.052734272046331e-04
7.577833913913841e-03,5.052533742595188e+00,0.000000000000000e+00,9.687585721861225e-02,6.404161063774736e-04,6.192037062296389e-04,4.914745641088010e-04
7.790568141532262e-03,4.914539972063209e+00,0.000000000000000e+00,9.423013766515165e-02,6.229284952983395e-04,6.022949831180262e-04,4.780525016046461e-04
8.009274504739110e-03,4.780314347862583e+00,0.000000000000000e+00,9.165666382466235e-02,6.059184120924262e-04,5.858479803953911e-04,4.649969505353688e-04
8.234120660633488e-03,4.649753974593057e+00,0.000000000000000e+00,8.915346290973926e-02,5.893728170787472e-04,5.698500900300105e-04,4.522979027064765e-04
8.465278972989800e-03,4.522758766582105e+00,0.000000000000000e+00,8.671861600317372e-02,5.732790266461691e-04,5.542890482731228e-04,4.399456232136442e-04
8.702926644389264e-03,4.399231371160755e+00,0.000000000000000e+00,8.435025658694019e-02,5.576247035303416e-04,5.391529262577206e-04,4.279306429800816e-04
8.947245852060810e-03,4.279077094034448e+00,0.000000000000000e+00,8.204656911135086e-02,5.423978473561330e-04,5.244301208540562e-04,4.162437514976782e-04
9.198423887535489e-03,4.162203826691770e+00,0.000000000000000e+00,7.980578760328172e-02,5.275867854383168e-04,5.101093457748512e-04,4.048759897663609e-04
9.456653300221446e-03,4.048521975795411e+00,0.000000000000000e+00,7.762619431240310e-02,5.131801638334603e-04,4.961796229233919e-04,3.938186434262553e-04
9.722132045009458e-03,3.937944394501226e+00,0.000000000000000e+00,7.550611839437772e-02,4.991669386361594e-04,4.826302739778838e-04,3.830632360773852e-04
9.995063634022241e-03,3.830386315652755e+00,0.000000000000000e+00,7.344393463001597e-02,4.855363675129428e-04,4.694509122056053e-04,3.726015227817893e-04
1.027565729262388e-02,3.725765286799941e+00,0.000000000000000e+00,7.143806217940631e-02,4.722780014673564e-04,4.566314345005905e-04,3.624254837430728e-04
1.056412811980898e-02,3.624001106992290e+00,0.000000000000000e+00,6.948696337006662e-02,4.593816768299120e-04,4.441620136387341e-04,3.525273181585453e-04
1.086069725309431e-02,3.525015765298004e+00,0.000000000000000e+00,6.758914251818712e-02,4.468375074667714e-04,4.320330907443883e-04,3.428994382392439e-04
1.116559203803969e-02,3.428733381001934e+00,0.000000000000000e+00,6.574314478206084e-02,4.346358772011784e-04,4.202353679626657e-04,3.335344633932418e-04
1.147904620252771e-02,3.335080145436541e+00,0.000000000000000e+00,6.394755504682341e-02,4.227674324418384e-04,4.087598013318416e-04,3.244252145677973e-04
1.180130003593611e-02,3.243984265401244e+00,0.000000000000000e+00,6.220099683964657e-02,4.112230750125932e-04,3.975975938503845e-04,3.155647087459944e-04
1.213260057334014e-02,3.155375908126805e+00,0.000000000000000e+00,6.050213127455429e-02,3.999939551778912e-04,3.867401887333032e-04,3.069461535936658e-04
1.247320178488600e-02,3.069187147742552e+00,0.000000000000000e+00,5.884965602605238e-02,3.890714648587099e-04,3.761792628526412e-04,2.985629422524882e-04
1.282336477048065e-02,2.985351913205397e+00,0.000000000000000e+00,5.724230433078482e-02,3.784472310337291e-04,3.659067203570878e-04,2.904086482752617e-04
1.318335795994719e-02,2.903805937650736e+00,0.000000000000000e+00,5.567884401645138e-02,3.681131093206935e-04,3.559146864658173e-04,2.824770206994889e-04
1.355345731879920e-02,2.824486709126423e+00,0.000000000000000e+00,5.415807655724253e-02,3.580611777330504e-04,3.461955014317974e-04,2.747619792554788e-04
1.393394655979193e-02,2.747333422672012e+00,0.000000000000000e+00,5.267883615506692e-02,3.482837306070694e-04,3.367417146699388e-04,2.672576097053011e-04
1.432511736041229e-02,2.672286933706566e+00,0.000000000000000e+00,5.123998884586779e-02,3.387732726947936e-04,3.275460790455859e-04,2.599581593090175e-04
1.472726958647455e-02,2.599289712689289e+00,0.000000000000000e+00,4.984043163034253e-02,3.295225134182926e-04,3.186015453189694e-04,2.528580324147159e-04
1.514071152199315e-02,2.528285801018213e+00,0.000000000000000e+00,4.847909162839963e-02,3.205243612808113e-04,3.099012567413614e-04,2.459517861689647e-04
1.556576010550862e-02,2.459220768133165e+00,0.000000000000000e+00,4.715492525670456e-02,3.117719184305327e-04,3.014385437987935e-04,2.392341263444019e-04
1.600274117304812e-02,2.392041669790083e+00,0.000000000000000e+00,4.586691742868390e-02,3.032584753727855e-04,2.932069190993041e-04,2.326999032812572e-04
1.645198970790650e-02,2.326697007474743e+00,0.000000000000000e+00,4.461408077637490e-02,2.949775058266438e-04,2.852000723997983e-04,2.263441079396983e-04
1.691385009743965e-02,2.263136688924743e+00,0.000000000000000e+00,4.339545489352363e-02,2.869226617219751e-04,2.774118657687087e-04,2.201618680599738e-04
1.738867639706678e-02,2.201311989729513e+00,0.000000000000000e+00,4.221010559935164e-02,2.790877683331033e-04,2.698363288807460e-04,2.141484444274113e-04
1.787683260168412e-02,2.141175515978893e+00,0.000000000000000e+00,4.105712422242654e-02,2.714668195453534e-04,2.624676544401359e-04,2.082992272394033e-04
1.837869292469810e-02,2.082681167931649e+00,0.000000000000000e+00,3.993562690408781e-02,2.640539732508529e-04,2.553001937288303e-04,2.026097325716009e-04
1.889464208489190e-02,2.025784104676096e+00,0.000000000000000e+00,3.884475392089370e-02,2.568435468700565e-04,2.483284522762825e-04,1.970755989406028e-04
1.942507560134515e-02,1.970440709755704e+00,0.000000000000000e+00,3.778366902556983e-02,2.498300129955640e-04,2.415470856474678e-04,1.916925839605052e-04
1.997040009663319e-02,1.916608557733359e+00,0.000000000000000e+00,3.675155880595414e-02,2.430079951548909e-04,2.349508953459159e-04,1.864565610907520e-04
2.053103360853791e-02,1.864246381668646e+00,0.000000000000000e+00,3.574763206144713e-02,2.363722636889430e-04,2.285348248286212e-04,1.813635164727879e-04
2.110740591050940e-02,1.813314041483219e+00,0.000000000000000e+00,3.477111919648905e-02,2.299177317430361e-04,2.222939556297699e-04,1.764095458530941e-04
2.169995884112406e-02,1.763772493189996e+00,0.000000000000000e+00,3.382127163059911e-02,2.236394513673875e-04,2.162235035903161e-04,1.715908515902440e-04
2.230914664279150e-02,1.715583758962616e+00,0.000000000000000e+00,3.289736122452470e-02,2.175326097240908e-04,2.103188151905161e-04,1.669037397436872e-04
2.293543630997018e-02,1.668710898022191e+00,0.000000000000000e+00,3.199867972206049e-02,2.115925253976642e-04,2.045753639826076e-04,1.623446172420283e-04
2.357930794715853e-02,1.623117978319045e+00,0.000000000000000e+00,3.112453820710954e-02,2.058146448063457e-04,1.989887471209013e-04,1.579099891286314e-04
2.424125513693601e-02,1.578770048987727e+00,0.000000000000000e+00,3.027426657557029e-02,2.001945387113840e-04,1.935546819866238e-04,1.535964558824368e-04
2.492178531833632e-02,1.535633113554194e+00,0.000000000000000e+00,2.944721302164460e-02,1.947278988216498e-04,1.882690029049246e-04,1.494007108119385e-04
2.562142017584275e-02,1.493674103874607e+00,0.000000000000000e+00,2.864274353817287e-02,1.894105344909612e-04,1.831276579515307e-04,1.453195375203223e-04
2.634069603930383e-02,1.452860854785777e+00,0.000000000000000e+00,2.786024143061350e-02,1.842383695055970e-04,1.781267058466009e-04,1.413498074398232e-04
2.708016429507599e-02,1.413162079447819e+00,0.000000000000000e+00,2.709910684429383e-02,1.792074389595299e-04,1.732623129333980e-04,1.374884774334112e-04
2.784039180870827e-02,1.374547345360121e+00,0.000000000000000e+00,2.635875630457032e-02,1.743138862149886e-04,1.685307502394638e-04,1.337325874619667e-04
2.862196135949312e-02,1.336987051032233e+00,0.000000000000000e+00,2.563862226954541e-02,1.695539599460146e-04,1.639283906180436e-04,1.300792583151579e-04
2.942547208721655e-02,1.300452403291794e+00,0.000000000000000e+00,2.493815269499821e-02,1.649240112627513e-04,1.594517059675680e-04,1.265256894042802e-04
3.025153995144986e-02,1.264915395212113e+00,0.000000000000000e+00,2.425681061119543e-02,1.604204909142579e-04,1.550972645270622e-04,1.230691566153658e-04
3.110079820373527e-02,1.230348784642463e+00,0.000000000000000e+00,2.359407371125830e-02,1.560399465677065e-04,1.508617282454083e-04,1.197070102209177e-04
3.197389787302730e-02,1.196726073324646e+00,0.000000000000000e+00,2.294943395076965e-02,1.517790201618728e-04,1.467418502224439e-04,1.164366728486673e-04
3.287150826476203e-02,1.164021486579821e+00,0.000000000000000e+00,2.232239715831457e-02,1.476344453328968e-04,1.427344722199361e-04,1.132556375057987e-04
3.379431747393682e-02,1.132209953550005e+00,0.000000000000000e+00,2.171248265665576e-02,1.436030449103352e-04,1.388365222405221e-04,1.101614656571240e-04
3.474303291259397e-02,1.101267087979126e+00,0.000000000000000e+00,2.111922289425341e-02,1.396817284815893e-04,1.350450121727611e-04,1.071517853557387e-04
3.571838185211233e-02,1.071169169518870e+00,0.000000000000000e+00,2.054216308684702e-02,1.358674900228404e-04,1.313570355004919e-04,1.042242894247210e-04
3.672111198072299e-02,1.041893125545011e+00,0.000000000000000e+00,1.998086086882440e-02,1.321574055946746e-04,1.277697650747397e-04,1.013767336884841e-04
3.775199197667609e-02,1.013416513470276e+00,0.000000000000000e+00,1.943488595411067e-02,1.285486311006352e-04,1.242804509464653e-04,9.860693525242398e-05
3.881181209749835e-02,9.857175035401794e-01,0.000000000000000e+00,1.890381980631722e-02,1.250391453485659e-04,1.208864182584945e-04,9.591277082954387e-05
3.990138478579291e-02,9.587748620986598e-01,0.000000000000000e+00,1.838725531789785e-02,1.216300211017466e-04,1.175850651950116e-04,9.329217511277382e-05
4.102154529204595e-02,9.325679353106626e-01,0.000000000000000e+00,1.788479649806604e-02,1.183154330561695e-04,1.143738609870456e-04,9.074313919173630e-05
4.217315231491753e-02,9.070766333292153e-01,0.000000000000000e+00,1.739605816923417e-02,1.150875379442922e-04,1.112503439724192e-04,8.826370901274456e-05
4.335708865950739e-02,8.822814148948425e-01,0.000000000000000e+00,1.692066567174206e-02,1.119478464422456e-04,1.082121197086752e-04,8.585198388085385e-05
4.457426191410041e-02,8.581632723555216e-01,0.000000000000000e+00,1.645825457664828e-02,1.088952101373553e-04,1.052568591375317e-04,8.350611500281617e-05
4.582560514591056e-02,8.347037170956959e-01,0.000000000000000e+00,1.600847040636427e-02,1.059273114251540e-04,1.023822967994600e-04,8.122430406982248e-05
4.711207761635656e-02,8.118847653631678e-01,0.000000000000000e+00,1.557096836291692e-02,1.030364639762897e-04,9.958622909701663e-05,7.900480187894517e-05
4.843466551641763e-02,7.896889244830201e-01,0.000000000000000e+00,1.514541306363159e-02,1.002276280529173e-04,9.686651260559757e-05,7.684590699222464e-05
4.979438272263311e-02,7.680991794479854e-01,0.000000000000000e+00,1.473147828403250e-02,9.749547047785303e-05,9.422106243032049e-05,7.474596443237178e-05
5.119227157432536e-02,7.470989798749882e-01,0.000000000000000e+00,1.432884670776389e-02,9.483455425330655e-05,9.164785060777474e-05,7.270336441408623e-05
5.262940367264184e-02,7.266722273178640e-01,0.000000000000000e+00,1.393720968333987e-02,9.224813951675591e-05,8.914490455141429e-05,7.071654111001868e-05
5.410688070202888e-02,7.068032629265245e-01,0.000000000000000e+00,1.355626698753670e-02,8.973374399537585e-05,8.671030553940171e-05,6.878397145043006e-05
5.562583527476685e-02,6.874768554431101e-01,0.000000000000000e+00,1.318572659524601e-02,8.728556034438142e-05,8.434218724374412e-05,6.690417395562860e-05
5.718743179921423e-02,6.686781895259307e-01,0.000000000000000e+00,1.282530445561261e-02,8.490398746849544e-05,8.203873429959336e-05,6.507570760028889e-05
5.879286737242588e-02,6.503928543922396e-01,0.000000000000000e+00,1.247472427428526e-02,8.258918929749011e-05,7.979818091361402e-05,6.329717070878287e-05
6.044337269783037e-02,6.326068327711364e-01,0.000000000000000e+00,1.213371730161333e-02,8.033698557373009e-05,7.761880951035176e-05,6.156719988067534e-05
6.214021302866896e-02,6.153064901581317e-01,0.000000000000000e+00,1.180202212662732e-02,7.814358260373832e-05,7.549894941556554e-05,5.988446894556126e-05
6.388468913792043e-02,5.984785643631338e-01,0.000000000000000e+00,1.147938447664496e-02,7.601236886793460e-05,7.343697557551286e-05,5.824768794644250e-05
6.567813831545452e-02,5.821101553438461e-01,0.000000000000000e+00,1.116555702234943e-02,7.394001241834691e-05,7.143130731120741e-05,5.665560215086549e-05
6.752193539317880e-02,5.661887153167816e-01,0.000000000000000e+00,1.086029918819029e-02,7.192158492510140e-05,6.948040710669374e-05,5.510699108906135e-05
6.941749379896474e-02,5.507020391383142e-01,0.000000000000000e+00,1.056337696796179e-02,6.995905396845638e-05,6.758277943040991e-05,5.360066761835155e-05
7.136626664016077e-02,5.356382549483929e-01,0.000000000000000e+00,1.027456274541702e-02,6.805142230833822e-05,6.573696958873499e-05,5.213547701310119e-05
7.336974781752321e-02,5.209858150697438e-01,0.000000000000000e+00,9.993635119780606e-03,6.619423761332814e-05,6.394156261084213e-05,5.071029607952312e-05
7.542947317041869e-02,5.067334871555904e-01,0.000000000000000e+00,9.720378736026061e-03,6.438707643268132e-05,6.219518216400259e-05,4.932403229465362e-05
7.754702165417610e-02,4.928703455790961e-01,0.000000000000000e+00,9.454584119787737e-03,6.263067385044767e-05,6.049648949850932e-05,4.797562296883998e-05
7.972401655049073e-02,4.793857630579385e-01,0.000000000000000e+00,9.196047516780749e-03,6.092063963701866e-05,5.884418242141088e-05,4.666403443109781e-05
8.196212671180822e-02,4.662694025075860e-01,0.000000000000000e+00,8.944570736605897e-03,5.924899411150065e-05,5.723699429826956e-05,4.538826123671361e-05
8.426306784064259e-02,4.535112091170383e-01,0.000000000000000e+00,8.699961000819685e-03,5.762720806194429e-05,5.567369308217755e-05,4.414732539648520e-05
8.662860380480830e-02,4.411014026409545e-01,0.000000000000000e+00,8.462030795153203e-03,5.605317007644549e-05,5.415308036928839e-05,4.294027562700913e-05
8.906054798957608e-02,4.290304699022534e-01,0.000000000000000e+00,8.230597725766273e-03,5.451768434348726e-05,5.267399048013753e-05,4.176618662144027e-05
9.156076468778691e-02,4.172891574994529e-01,0.000000000000000e+00,8.005484379427002e-03,5.302299044335220e-05,5.123528956605002e-05,4.062415834016475e-05
9.413117052899239e-02,4.058684647131401e-01,0.000000000000000e+00,7.786518187509243e-03,5.157290516770856e-05,4.983587473994815e-05,3.951331532084211e-05
9.677373594871408e-02,3.947596366061529e-01,0.000000000000000e+00,7.573531293703996e-03,5.016220721528576e-05,4.847467323089495e-05,3.843280600728850e-05
9.949048669895144e-02,3.839541573121648e-01,0.000000000000000e+00,7.366360425343057e-03,4.878600494292148e-05,4.715064156172308e-05,3.738180209668516e-05
1.022835054010928e-01,3.734437435075478e-01,0.000000000000000e+00,7.164846768236568e-03,4.745028714817905e-05,4.586276474912101e-05,3.635949790461367e-05
1.051549331424232e-01,3.632203380614895e-01,0.000000000000000e+00,6.968835844928191e-03,4.615315634550540e-05,4.461005552556128e-05,3.536510974742883e-05
1.081069711174501e-01,3.532761038595139e-01,0.000000000000000e+00,6.778177396274941e-03,4.488709082677029e-05,4.339155358247595e-05,3.439787534149813e-05
1.111418823153072e-01,3.436034177956567e-01,0.000000000000000e+00,6.592725266260532e-03,4.365648849115463e-05,4.220632483409782e-05,3.345705321884530e-05
