# energy,k_k,kS_kL,pi_pi_pi0,eta_a,pi0_a,e_e,mu_mu,pi_pi,omega_pi0,etap_a
1.821599740673991e+00,2.723640268340311e-04,1.885866790770909e-04,9.194111738789834e-05,1.469581851829213e-06,0.000000000000000e+00,0.000000000000000e+00,3.062226728435678e-07,6.353012273845042e-08,2.059612482420627e-08,0.000000000000000e+00
1.846942240514649e+00,2.800360931410009e-04,1.939482208208491e-04,9.451289143083825e-05,1.511343283736566e-06,0.000000000000000e+00,0.000000000000000e+00,3.144065384494925e-07,6.526393721699701e-08,2.117855073248102e-08,0.000000000000000e+00
1.872637310837084e+00,2.879101229797359e-04,1.994531267151180e-04,9.715153728028211e-05,1.554220638280680e-06,0.000000000000000e+00,0.000000000000000e+00,3.227856206774047e-07,6.704084402139481e-08,2.177641103489659e-08,0.000000000000000e+00
1.898689856680081e+00,2.959912594929120e-04,2.051051401151960e-04,9.985872137633980e-05,1.598243065554153e-06,0.000000000000000e+00,0.000000000000000e+00,3.313639995206315e-07,6.886182817055712e-08,2.239010326110209e-08,0.000000000000000e+00
1.925104851322412e+00,3.042847669309685e-04,2.109080971520607e-04,1.026361478015370e-04,1.643440438384533e-06,0.000000000000000e+00,0.000000000000000e+00,3.401458095977418e-07,7.072789268459037e-08,2.302003450821786e-08,0.000000000000000e+00
1.951887337232209e+00,3.127960293909971e-04,2.168659273513470e-04,1.054855589643002e-04,1.689843368794740e-06,0.000000000000000e+00,0.000000000000000e+00,3.491352392006213e-07,7.264005869162319e-08,2.366662173483217e-08,0.000000000000000e+00
1.979042427029536e+00,3.215305604154041e-04,2.229826716508257e-04,1.084087362854097e-04,1.737483224757403e-06,0.000000000000000e+00,0.000000000000000e+00,3.583365292091571e-07,7.459936552046804e-08,2.433029191525389e-08,0.000000000000000e+00
2.006575304462367e+00,3.304940037050977e-04,2.292624707513413e-04,1.114075008868451e-04,1.786392147244647e-06,0.000000000000000e+00,0.000000000000000e+00,3.677539718643698e-07,7.660687077801118e-08,2.501148225077571e-08,0.000000000000000e+00
2.034491225396124e+00,3.396921345937388e-04,2.357095539720727e-04,1.144837142823999e-04,1.836603059632621e-06,0.000000000000000e+00,0.000000000000000e+00,3.773919093914049e-07,7.866365041016286e-08,2.571064038501581e-08,0.000000000000000e+00
2.062795518816996e+00,3.491308626470452e-04,2.423282110369409e-04,1.176392790693961e-04,1.888149684947300e-06,0.000000000000000e+00,0.000000000000000e+00,3.872547324633597e-07,8.077079874513575e-08,2.642822462219185e-08,0.000000000000000e+00
2.091493587849214e+00,3.588162344678446e-04,2.491227367945160e-04,1.208761396207748e-04,1.941066585604669e-06,0.000000000000000e+00,0.000000000000000e+00,3.973468784964475e-07,8.292942851775116e-08,2.716470414828269e-08,0.000000000000000e+00
2.120590910786467e+00,3.687544366815230e-04,2.560976633458968e-04,1.241962827767929e-04,1.995389168352229e-06,0.000000000000000e+00,0.000000000000000e+00,4.076728297665383e-07,8.514067087340040e-08,2.792055925502646e-08,0.000000000000000e+00
2.150093042137684e+00,3.789517955187126e-04,2.632576452068780e-04,1.276017385354915e-04,2.051153702459574e-06,0.000000000000000e+00,0.000000000000000e+00,4.182371113365886e-07,8.740567535021612e-08,2.869628156669620e-08,0.000000000000000e+00
2.180005613687357e+00,3.894147780606277e-04,2.706074503870254e-04,1.310945807410494e-04,2.108397338545853e-06,0.000000000000000e+00,0.000000000000000e+00,4.290442887839610e-07,8.972560983792698e-08,2.949237426958651e-08,0.000000000000000e+00
2.210334335570610e+00,4.001500038129715e-04,2.781519632616316e-04,1.346769277690689e-04,2.167158127719678e-06,0.000000000000000e+00,0.000000000000000e+00,4.400989657160651e-07,9.210166051178896e-08,3.030935234413689e-08,0.000000000000000e+00
2.241084997363236e+00,4.111642428549839e-04,2.858961874041769e-04,1.383509432077778e-04,2.227475041008355e-06,0.000000000000000e+00,0.000000000000000e+00,4.514057810621893e-07,9.453503173990029e-08,3.114774279960822e-08,0.000000000000000e+00
2.272263469186890e+00,4.224644182800327e-04,2.938452472632198e-04,1.421188365340619e-04,2.289387974084264e-06,0.000000000000000e+00,0.000000000000000e+00,4.629694061287719e-07,9.702694596211628e-08,3.200808491122035e-08,0.000000000000000e+00
2.303875702829664e+00,4.340576089570469e-04,3.020043907504106e-04,1.459828637831709e-04,2.352937780038746e-06,0.000000000000000e+00,0.000000000000000e+00,4.747945414047349e-07,9.957864353868656e-08,3.289093045964832e-08,0.000000000000000e+00
2.335927732882247e+00,4.459510523042589e-04,3.103789917461679e-04,1.499453282108626e-04,2.418166305705671e-06,0.000000000000000e+00,0.000000000000000e+00,4.868859131028383e-07,1.021913825666363e-07,3.379684397276522e-08,0.000000000000000e+00
2.368425677889889e+00,4.581521470728998e-04,3.189745500710315e-04,1.540085809466724e-04,2.485116398177658e-06,0.000000000000000e+00,0.000000000000000e+00,4.992482694223151e-07,1.048664386618134e-07,3.472640296950802e-08,0.000000000000000e+00
