# energy,pi_pi,pi0_pi0
4.499058977364195e+00,1.819933376504317e-03,0.000000000000000e+00
4.554377225753774e+00,1.861755633295010e-03,0.000000000000000e+00
4.610375640511539e+00,1.904480854283858e-03,0.000000000000000e+00
4.667062584633462e+00,1.948126469864706e-03,0.000000000000000e+00
4.724446523942858e+00,1.992710158332086e-03,0.000000000000000e+00
4.782536028354705e+00,2.038249845170838e-03,0.000000000000000e+00
4.841339773155496e+00,2.084763702072534e-03,0.000000000000000e+00
4.900866540298847e+00,2.132270145662430e-03,0.000000000000000e+00
4.961125219717016e+00,2.180787835919864e-03,0.000000000000000e+00
5.022124810648561e+00,2.230335674274244e-03,0.000000000000000e+00
5.083874422982313e+00,2.280932801357967e-03,0.000000000000000e+00
5.146383278617880e+00,2.332598594396711e-03,0.000000000000000e+00
5.209660712842878e+00,2.385352664216668e-03,0.000000000000000e+00
5.273716175727101e+00,2.439214851847369e-03,0.000000000000000e+00
5.338559233533806e+00,2.494205224697707e-03,0.000000000000000e+00
5.404199570148402e+00,2.550344072281883e-03,0.000000000000000e+00
5.470646988524649e+00,2.607651901470775e-03,0.000000000000000e+00
5.537911412148675e+00,2.666149431243294e-03,0.000000000000000e+00
5.606002886520990e+00,2.725857586911034e-03,0.000000000000000e+00
5.674931580656700e+00,2.786797493788351e-03,0.000000000000000e+00
5.744707788604201e+00,2.848990470278834e-03,0.000000000000000e+00
5.815341930982509e+00,2.912458020347725e-03,0.000000000000000e+00
5.886844556537530e+00,2.977221825348590e-03,0.000000000000000e+00
5.959226343717426e+00,3.043303735171094e-03,0.000000000000000e+00
6.032498102267392e+00,3.110725758675292e-03,0.000000000000000e+00
6.106670774844003e+00,3.179510053376297e-03,0.000000000000000e+00
6.181755438649433e+00,3.249678914341662e-03,0.000000000000000e+00
6.257763307085776e+00,3.321254762262105e-03,0.000000000000000e+00
6.334705731429668e+00,3.394260130654489e-03,0.000000000000000e+00
6.412594202527555e+00,3.468717652154288e-03,0.000000000000000e+00
6.491440352511747e+00,3.544650043852721e-03,0.000000000000000e+00
6.571255956537628e+00,3.622080091632029e-03,0.000000000000000e+00
6.652052934542171e+00,3.701030633450134e-03,0.000000000000000e+00
6.733843353024131e+00,3.781524541524019e-03,0.000000000000000e+00
6.816639426846072e+00,3.863584703358822e-03,0.000000000000000e+00
6.900453521058585e+00,3.947234001567503e-03,0.000000000000000e+00
6.985298152746943e+00,4.032495292423530e-03,0.000000000000000e+00
7.071185992900419e+00,4.119391383086477e-03,0.000000000000000e+00
7.158129868304637e+00,4.207945007438108e-03,0.000000000000000e+00
7.246142763457150e+00,4.298178800463562e-03,0.000000000000000e+00
7.335237822506612e+00,4.390115271109806e-03,0.000000000000000e+00
7.425428351215745e+00,4.483776773550317e-03,0.000000000000000e+00
7.516727818948490e+00,4.579185476782288e-03,0.000000000000000e+00
7.609149860681550e+00,4.676363332479231e-03,0.000000000000000e+00
7.702708279040694e+00,4.775332041018876e-03,0.000000000000000e+00
7.797417046362095e+00,4.876113015602753e-03,0.000000000000000e+00
7.893290306778985e+00,4.978727344380273e-03,0.000000000000000e+00
7.990342378334018e+00,5.083195750486750e-03,0.000000000000000e+00
8.088587755117542e+00,5.189538549900655e-03,0.000000000000000e+00
8.188041109432236e+00,5.297775607021819e-03,0.000000000000000e+00
8.288717293984279e+00,5.407926287867835e-03,0.000000000000000e+00
8.390631344101545e+00,5.520009410782031e-03,0.000000000000000e+00
8.493798479978997e+00,5.634043194541588e-03,0.000000000000000e+00
8.598234108951738e+00,5.750045203750053e-03,0.000000000000000e+00
8.703953827796013e+00,5.868032291393580e-03,0.000000000000000e+00
8.810973425058442e+00,5.988020538435151e-03,0.000000000000000e+00
8.919308883413985e+00,6.110025190316171e-03,0.000000000000000e+00
9.028976382052804e+00,6.234060590229008e-03,0.000000000000000e+00
9.139992299096564e+00,6.360140109018884e-03,0.000000000000000e+00
9.252373214044352e+00,6.488276071567327e-03,0.000000000000000e+00
9.366135910248760e+00,6.618479679503641e-03,0.000000000000000e+00
9.481297377422335e+00,6.750760930084363e-03,0.000000000000000e+00
9.597874814174892e+00,6.885128531074256e-03,0.000000000000000e+00
9.715885630582031e+00,7.021589811455529e-03,0.000000000000000e+00
9.835347450785184e+00,7.160150627784854e-03,0.000000000000000e+00
9.956278115623702e+00,7.300815266010683e-03,0.000000000000000e+00
1.007869568529923e+01,7.443586338555229e-03,0.000000000000000e+00
1.020261844207291e+01,7.588464676458176e-03,0.000000000000000e+00
1.032806489299570e+01,7.735449216370332e-03,0.000000000000000e+00
1.045505377267231e+01,7.884536882177346e-03,0.000000000000000e+00
1.058360404605902e+01,8.035722461024302e-03,0.000000000000000e+00
1.071373491129605e+01,8.188998473503236e-03,0.000000000000000e+00
1.084546580257465e+01,8.344355037755437e-03,0.000000000000000e+00
1.097881639303946e+01,8.501779727230789e-03,0.000000000000000e+00
1.111380659772656e+01,8.661257421836047e-03,0.000000000000000e+00
1.125045657653767e+01,8.822770152192771e-03,0.000000000000000e+00
1.138878673725090e+01,8.986296936714874e-03,0.000000000000000e+00
1.152881773856849e+01,9.151813611203737e-03,0.000000000000000e+00
1.167057049320206e+01,9.319292650647078e-03,0.000000000000000e+00
1.181406617099585e+01,9.488702982894771e-03,0.000000000000000e+00
1.195932620208816e+01,9.660009793872002e-03,0.000000000000000e+00
1.210637228011194e+01,9.833174323976745e-03,0.000000000000000e+00
1.225522636543453e+01,1.000815365529380e-02,0.000000000000000e+00
1.240591068843730e+01,1.018354542588549e-02,0.000000000000000e+00
1.255844775283558e+01,1.035521790943233e-02,0.000000000000000e+00
1.271286033903953e+01,1.052444529633428e-02,0.000000000000000e+00
1.286917150755615e+01,1.069051182971049e-02,0.000000000000000e+00
1.302740460243329e+01,1.085340746371419e-02,0.000000000000000e+00
1.318758325474585e+01,1.101309237668759e-02,0.000000000000000e+00
1.334973138612502e+01,1.116953131608253e-02,0.000000000000000e+00
1.351387321233075e+01,1.132267160940545e-02,0.000000000000000e+00
1.368003324686823e+01,1.147244554476989e-02,0.000000000000000e+00
1.384823630464883e+01,1.161885017523638e-02,0.000000000000000e+00
1.401850750569606e+01,1.176177145972089e-02,0.000000000000000e+00
1.419087227889706e+01,1.190121999011057e-02,0.000000000000000e+00
1.436535636580021e+01,1.203705073522556e-02,0.000000000000000e+00
1.454198582445952e+01,1.216926947527867e-02,0.000000000000000e+00
1.472078703332620e+01,1.229786013735689e-02,0.000000000000000e+00
1.490178669518809e+01,1.242270971860340e-02,0.000000000000000e+00
1.508501184115758e+01,1.254383512082775e-02,0.000000000000000e+00
1.527048983470853e+01,1.266098506317362e-02,0.000000000000000e+00
1.545824837576279e+01,1.277437680261182e-02,0.000000000000000e+00
1.564831550482701e+01,1.288379220363850e-02,0.000000000000000e+00
1.584071960718035e+01,1.298923310459609e-02,0.000000000000000e+00
1.603548941711359e+01,1.309063515924081e-02,0.000000000000000e+00
1.623265402222043e+01,1.318792280272939e-02,0.000000000000000e+00
1.643224286774149e+01,1.328109533649438e-02,0.000000000000000e+00
1.663428576096182e+01,1.336998801564441e-02,0.000000000000000e+00
1.683881287566243e+01,1.345478156438527e-02,0.000000000000000e+00
1.704585475662644e+01,1.353521349946927e-02,0.000000000000000e+00
1.725544232420089e+01,1.361129683348901e-02,0.000000000000000e+00
1.746760687891437e+01,1.368300470301928e-02,0.000000000000000e+00
1.768238010615165e+01,1.375024002500291e-02,0.000000000000000e+00
1.789979408088556e+01,1.381230345590669e-02,0.000000000000000e+00
1.811988127246730e+01,1.387132780718297e-02,0.000000000000000e+00
1.834267454947549e+01,1.392501605542913e-02,0.000000000000000e+00
1.856820718462479e+01,1.397411750462805e-02,0.000000000000000e+00
1.879651285973509e+01,1.401859618404275e-02,0.000000000000000e+00
1.902762567076160e+01,1.405832194036465e-02,0.000000000000000e+00
1.926158013288689e+01,1.409337536006324e-02,0.000000000000000e+00
1.949841118567541e+01,1.412367605746915e-02,0.000000000000000e+00
1.973815419829162e+01,1.414913700073198e-02,0.000000000000000e+00
1.998084497478208e+01,1.416986113609701e-02,0.000000000000000e+00
2.022651975942255e+01,1.418577126622055e-02,0.000000000000000e+00
2.047521524213079e+01,1.419651365889842e-02,0.000000000000000e+00
2.072696856394606e+01,1.420289940372579e-02,0.000000000000000e+00
2.098181732257584e+01,1.420402374422676e-02,0.000000000000000e+00
2.123979957801072e+01,1.420045021937897e-02,0.000000000000000e+00
2.150095385820858e+01,1.419290355607601e-02,0.000000000000000e+00
2.176531916484833e+01,1.418319400871832e-02,0.000000000000000e+00
2.203293497915468e+01,1.417323232728964e-02,0.000000000000000e+00
2.230384126779425e+01,1.416329714783409e-02,0.000000000000000e+00
2.257807848884450e+01,1.415270425736810e-02,0.000000000000000e+00
2.285568759783580e+01,1.414195770982265e-02,0.000000000000000e+00
2.313671005386779e+01,1.413105718291208e-02,0.000000000000000e+00
2.342118782580119e+01,1.411999479036847e-02,0.000000000000000e+00
2.370916339852543e+01,1.410767543673235e-02,0.000000000000000e+00
2.400067977930362e+01,1.409674188018288e-02,0.000000000000000e+00
2.429578050419521e+01,1.408476958026732e-02,0.000000000000000e+00
2.459450964455806e+01,1.407250106040238e-02,0.000000000000000e+00
2.489691181362999e+01,1.405998043288523e-02,0.000000000000000e+00
2.520303217319167e+01,1.404708331928118e-02,0.000000000000000e+00
2.551291644031100e+01,1.403399526216818e-02,0.000000000000000e+00
2.582661089417088e+01,1.402058492068269e-02,0.000000000000000e+00
2.614416238298062e+01,1.400685843170048e-02,0.000000000000000e+00
2.646561833097232e+01,1.399273875449579e-02,0.000000000000000e+00
2.679102674548352e+01,1.397835976908712e-02,0.000000000000000e+00
2.712043622412670e+01,1.396358565632729e-02,0.000000000000000e+00
2.745389596204705e+01,1.394854283182717e-02,0.000000000000000e+00
2.779145575926933e+01,1.393297395719397e-02,0.000000000000000e+00
2.813316602813535e+01,1.391736196352319e-02,0.000000000000000e+00
2.847907780083262e+01,1.390122122560106e-02,0.000000000000000e+00
2.882924273701571e+01,1.388471170401476e-02,0.000000000000000e+00
2.918371313152118e+01,1.386784378763159e-02,0.000000000000000e+00
2.954254192217763e+01,1.385028790695607e-02,0.000000000000000e+00
2.990578269771156e+01,1.383284642483981e-02,0.000000000000000e+00
3.027348970575037e+01,1.381475251272928e-02,0.000000000000000e+00
3.064571786092408e+01,1.379626446490867e-02,0.000000000000000e+00
3.102252275306637e+01,1.377729667618767e-02,0.000000000000000e+00
3.140396065551658e+01,1.375791358782473e-02,0.000000000000000e+00
3.179008853352367e+01,1.373817080758820e-02,0.000000000000000e+00
3.218096405275378e+01,1.371789181212016e-02,0.000000000000000e+00
3.257664558790214e+01,1.369719189735905e-02,0.000000000000000e+00
3.297719223141081e+01,1.367601759625294e-02,0.000000000000000e+00
3.338266380229401e+01,1.365433467127864e-02,0.000000000000000e+00
3.379312085507151e+01,1.363215931475069e-02,0.000000000000000e+00
3.420862468881214e+01,1.360948750334010e-02,0.000000000000000e+00
3.462923735628826e+01,1.358630720243076e-02,0.000000000000000e+00
3.505502167324315e+01,1.356253223791252e-02,0.000000000000000e+00
3.548604122777198e+01,1.353833919701061e-02,0.000000000000000e+00
3.592236038981837e+01,1.351356462204368e-02,0.000000000000000e+00
3.636404432078744e+01,1.348817116177714e-02,0.000000000000000e+00
3.681115898327747e+01,1.346203333558487e-02,0.000000000000000e+00
3.726377115093088e+01,1.343576601844516e-02,0.000000000000000e+00
3.772194841840631e+01,1.340865509867541e-02,0.000000000000000e+00
3.818575921147370e+01,1.338095847325296e-02,0.000000000000000e+00
3.865527279723301e+01,1.335259417560846e-02,0.000000000000000e+00
3.913055929445896e+01,1.332364019028895e-02,0.000000000000000e+00
3.961168968407260e+01,1.329402319765340e-02,0.000000000000000e+00
4.009873581974210e+01,1.326375760939203e-02,0.000000000000000e+00
4.059177043861349e+01,1.323274701004436e-02,0.000000000000000e+00
4.109086717217343e+01,1.320114440732823e-02,0.000000000000000e+00
4.159610055724568e+01,1.316881825117699e-02,0.000000000000000e+00
4.210754604712267e+01,1.313582728088908e-02,0.000000000000000e+00
4.262528002283400e+01,1.310196387699487e-02,0.000000000000000e+00
4.314937980455321e+01,1.306743238529003e-02,0.000000000000000e+00
4.367992366314537e+01,1.303213849012532e-02,0.000000000000000e+00
4.421699083185612e+01,1.299607071972183e-02,0.000000000000000e+00
4.476066151814472e+01,1.295920730388199e-02,0.000000000000000e+00
4.531101691566234e+01,1.292153697291740e-02,0.000000000000000e+00
4.586813921637808e+01,1.288310858908114e-02,0.000000000000000e+00
4.643211162285364e+01,1.284368491840645e-02,0.000000000000000e+00
4.700301836066893e+01,1.280345882148569e-02,0.000000000000000e+00
4.758094469100094e+01,1.276243031946668e-02,0.000000000000000e+00
4.816597692335668e+01,1.271948187145657e-02,0.000000000000000e+00
4.875820242846311e+01,1.267760880071926e-02,0.000000000000000e+00
4.935770965131512e+01,1.263383055439649e-02,0.000000000000000e+00
4.996458812438455e+01,1.258905740525059e-02,0.000000000000000e+00
5.057892848099111e+01,1.254339681047388e-02,0.000000000000000e+00
5.120082246883773e+01,1.249669096557641e-02,0.000000000000000e+00
5.183036296371276e+01,1.244904197292318e-02,0.000000000000000e+00
5.246764398336020e+01,1.240035150840776e-02,0.000000000000000e+00
5.311276070152064e+01,1.235060465725895e-02,0.000000000000000e+00
5.376580946214489e+01,1.229983507134856e-02,0.000000000000000e+00
5.442688779378216e+01,1.224796799655937e-02,0.000000000000000e+00
5.509609442414557e+01,1.219501409066191e-02,0.000000000000000e+00
5.577352929485626e+01,1.214094085265395e-02,0.000000000000000e+00
5.645929357636920e+01,1.208572808184627e-02,0.000000000000000e+00
5.715348968308204e+01,1.202935293556582e-02,0.000000000000000e+00
5.785622128863039e+01,1.197178098083202e-02,0.000000000000000e+00
5.856759334137065e+01,1.191306714753665e-02,0.000000000000000e+00
5.928771208005315e+01,1.185311140658608e-02,0.000000000000000e+00
6.001668504968859e+01,1.179190701147778e-02,0.000000000000000e+00
6.075462111760890e+01,1.172939712737026e-02,0.000000000000000e+00
6.150163048972604e+01,1.166569472492864e-02,0.000000000000000e+00
6.225782472699026e+01,1.160062260098900e-02,0.000000000000000e+00
6.302331676205137e+01,1.153424105263351e-02,0.000000000000000e+00
6.379822091612426e+01,1.146650304309972e-02,0.000000000000000e+00
6.458265291606192e+01,1.139738685688834e-02,0.000000000000000e+00
6.537672991163880e+01,1.132687921179096e-02,0.000000000000000e+00
6.618057049304615e+01,1.125495186963825e-02,0.000000000000000e+00
6.699429470860275e+01,1.118154037023846e-02,0.000000000000000e+00
6.781802408268315e+01,1.110672997706035e-02,0.000000000000000e+00
6.865188163386691e+01,1.103040652361435e-02,0.000000000000000e+00
6.949599189331032e+01,1.095258130130873e-02,0.000000000000000e+00
7.035048092334451e+01,1.087320011599963e-02,0.000000000000000e+00
7.121547633630168e+01,1.079227101785549e-02,0.000000000000000e+00
7.209110731357363e+01,1.070975167277814e-02,0.000000000000000e+00
7.297750462490399e+01,1.062563062647419e-02,0.000000000000000e+00
7.387480064791745e+01,1.053987716161096e-02,0.000000000000000e+00
7.478312938789014e+01,1.045248121930988e-02,0.000000000000000e+00
7.570262649776195e+01,1.036339612625544e-02,0.000000000000000e+00
7.663342929839570e+01,1.027260877193777e-02,0.000000000000000e+00
7.757567679908468e+01,1.018011302077262e-02,0.000000000000000e+00
7.852950971831336e+01,1.008586430056490e-02,0.000000000000000e+00
7.949507050477250e+01,9.989852622589113e-03,0.000000000000000e+00
8.047250335863259e+01,9.891985254273513e-03,0.000000000000000e+00
8.146195425307984e+01,9.792428165167325e-03,0.000000000000000e+00
8.246357095611589e+01,9.690911973117928e-03,0.000000000000000e+00
8.347750305262618e+01,9.587653131465132e-03,0.000000000000000e+00
8.450390196671916e+01,9.482444033270757e-03,0.000000000000000e+00
8.554292098434095e+01,9.375357088453438e-03,0.000000000000000e+00
8.659471527616731e+01,9.266348650250627e-03,0.000000000000000e+00
