# energy,pi_pi_pi0,pi0_a,pi_pi,eta_a,e_e,mu_mu
5.395675476703643e+00,3.348496943853618e-03,0.000000000000000e+00,7.757684390963991e-05,3.762045157498053e-07,0.000000000000000e+00,4.334077462564492e-07
5.467597395332750e+00,3.429294387889810e-03,0.000000000000000e+00,7.929011294854683e-05,3.855756490645875e-07,0.000000000000000e+00,4.421653140592532e-07
5.540478000673398e+00,3.511874243948909e-03,0.000000000000000e+00,8.103396548829379e-05,3.951668537443193e-07,0.000000000000000e+00,4.510387637895609e-07
5.614330071586719e+00,3.596268728597952e-03,0.000000000000000e+00,8.280859934762136e-05,4.049827643809388e-07,0.000000000000000e+00,4.600263844593771e-07
5.689166557270305e+00,3.682510290245200e-03,0.000000000000000e+00,8.461419241834311e-05,4.150280884430413e-07,0.000000000000000e+00,4.691262238742645e-07
5.765000579528702e+00,3.770631589726465e-03,0.000000000000000e+00,8.645090110813504e-05,4.253076050469686e-07,0.000000000000000e+00,4.783360742478587e-07
5.841845435074191e+00,3.860665479331552e-03,0.000000000000000e+00,8.831885870010198e-05,4.358261645649610e-07,0.000000000000000e+00,4.876534571096935e-07
5.919714597858219e+00,3.952644980186852e-03,0.000000000000000e+00,9.021817362520736e-05,4.465886915055892e-07,0.000000000000000e+00,4.970756074743710e-07
5.998621721433931e+00,4.046603257906195e-03,0.000000000000000e+00,9.214892764348212e-05,4.576001822091709e-07,0.000000000000000e+00,5.065994572387396e-07
6.078580641350174e+00,4.142573596417831e-03,0.000000000000000e+00,9.411117392974540e-05,4.688657042728180e-07,0.000000000000000e+00,5.162216177722913e-07
6.159605377577404e+00,4.240589369871261e-03,0.000000000000000e+00,9.610493505938359e-05,4.803903959181198e-07,0.000000000000000e+00,5.259383616644887e-07
6.241710136965969e+00,4.340684012522987e-03,0.000000000000000e+00,9.813020088953878e-05,4.921794652387933e-07,0.000000000000000e+00,5.357456035911736e-07
6.324909315737111e+00,4.442890986495598e-03,0.000000000000000e+00,1.001869263308491e-04,5.042381893209009e-07,0.000000000000000e+00,5.456388802605556e-07
6.409217502007211e+00,4.547243747299703e-03,0.000000000000000e+00,1.022750290046758e-04,5.165719132278861e-07,0.000000000000000e+00,5.556133293976048e-07
6.494649478345644e+00,4.653775707003064e-03,0.000000000000000e+00,1.043943867805246e-04,5.291860488422638e-07,0.000000000000000e+00,5.656636677238687e-07
6.581220224366772e+00,4.762520194925981e-03,0.000000000000000e+00,1.065448351881399e-04,5.420860735554349e-07,0.000000000000000e+00,5.757841678879148e-07
6.668944919356459e+00,4.873510415736305e-03,0.000000000000000e+00,1.087261646985086e-04,5.552775287966475e-07,0.000000000000000e+00,5.859686342996518e-07
6.757838944933582e+00,4.986779404811657e-03,0.000000000000000e+00,1.109381178677552e-04,5.687660183916982e-07,0.000000000000000e+00,5.962103778197800e-07
6.847917887747069e+00,5.102359980730428e-03,0.000000000000000e+00,1.131803863376532e-04,5.825572067415202e-07,0.000000000000000e+00,6.065021892535477e-07
6.939197542208837e+00,5.220284694746597e-03,0.000000000000000e+00,1.154526076861973e-04,5.966568170857786e-07,0.000000000000000e+00,6.168363115957776e-07
7.031693913263192e+00,5.340585777096926e-03,0.000000000000000e+00,1.177543621213999e-04,6.110706290819673e-07,0.000000000000000e+00,6.272044109718931e-07
7.125423219193107e+00,5.463295079982058e-03,0.000000000000000e+00,1.200851690111765e-04,6.258044760107323e-07,0.000000000000000e+00,6.375975462172750e-07
7.220401894463962e+00,5.588444017055984e-03,0.000000000000000e+00,1.224444832418750e-04,6.408642386981121e-07,0.000000000000000e+00,6.480061370348422e-07
7.316646592605141e+00,5.716063499250506e-03,0.000000000000000e+00,1.248316913976782e-04,6.562558470246671e-07,0.000000000000000e+00,6.540142916381605e-07
7.414174189130047e+00,5.846183866753769e-03,0.000000000000000e+00,1.272426292511198e-04,6.719852783518283e-07,0.000000000000000e+00,6.540030359501109e-07
7.513001784495067e+00,5.978834816953584e-03,0.000000000000000e+00,1.296274122721979e-04,6.880585475620992e-07,0.000000000000000e+00,6.539914774252454e-07
7.613146707097956e+00,6.114045328147616e-03,0.000000000000000e+00,1.319683676888371e-04,7.044817075021149e-07,0.000000000000000e+00,6.539796080768847e-07
7.714626516316186e+00,6.251843578813736e-03,0.000000000000000e+00,1.342653934873033e-04,7.212608487029285e-07,0.000000000000000e+00,6.539674197055335e-07
7.817459005585799e+00,6.392256862224402e-03,0.000000000000000e+00,1.365160264559058e-04,7.384020918026337e-07,0.000000000000000e+00,6.539549038933488e-07
7.921662205521316e+00,6.535311496179277e-03,0.000000000000000e+00,1.387237446929439e-04,7.559115747153799e-07,0.000000000000000e+00,6.539420519984627e-07
8.027254387077210e+00,6.681032727620026e-03,0.000000000000000e+00,1.408838268586803e-04,7.737954413926373e-07,0.000000000000000e+00,6.539288551491578e-07
8.134254064751531e+00,6.829444631880808e-03,0.000000000000000e+00,1.429964605890990e-04,7.920598069045556e-07,0.000000000000000e+00,6.539153042378899e-07
8.242679999832221e+00,6.980570006316794e-03,0.000000000000000e+00,1.450608202379339e-04,8.107107582893520e-07,0.000000000000000e+00,6.539013899151571e-07
8.352551203686733e+00,7.134429166765921e-03,0.000000000000000e+00,1.470764715513314e-04,8.297543205429789e-07,0.000000000000000e+00,6.538871025832079e-07
8.463886941095467e+00,7.291036292609751e-03,0.000000000000000e+00,1.490423746643343e-04,8.491964617172089e-07,0.000000000000000e+00,6.538724323895866e-07
8.576706733629640e+00,7.450401455644867e-03,0.000000000000000e+00,1.509578184136096e-04,8.690430686520539e-07,0.000000000000000e+00,6.538573692205114e-07
8.691030363074210e+00,7.612493417238453e-03,0.000000000000000e+00,1.528219138429688e-04,8.892999652271239e-07,0.000000000000000e+00,6.538419026940805e-07
8.806877874896399e+00,7.777310003094638e-03,0.000000000000000e+00,1.546334522741698e-04,9.099728582001252e-07,0.000000000000000e+00,6.538260221533022e-07
8.924269581760461e+00,7.944775390547804e-03,0.000000000000000e+00,1.563926437818846e-04,9.310673594228656e-07,0.000000000000000e+00,6.538097166589462e-07
9.043226067089284e+00,8.114872669600056e-03,0.000000000000000e+00,1.580980360452548e-04,9.525889546799491e-07,0.000000000000000e+00,6.537929749822076e-07
9.163768188673505e+00,8.287493756642039e-03,0.000000000000000e+00,1.597488356348799e-04,9.745430147076934e-07,0.000000000000000e+00,6.537757855971836e-07
9.285917082328696e+00,8.462586868661323e-03,0.000000000000000e+00,1.613441399618762e-04,9.969347731267701e-07,0.000000000000000e+00,6.537581366731549e-07
9.409694165601296e+00,8.640053399737002e-03,0.000000000000000e+00,1.628862256348194e-04,1.019769325031752e-06,0.000000000000000e+00,6.537400160666696e-07
9.535121141523986e+00,8.819764547203089e-03,0.000000000000000e+00,1.643657032178923e-04,1.043051610415586e-06,0.000000000000000e+00,6.537214113134206e-07
9.662220002421069e+00,9.001669149590604e-03,0.000000000000000e+00,1.657900877250106e-04,1.066786422369464e-06,0.000000000000000e+00,6.537023096199167e-07
9.791013033764614e+00,9.185555407966343e-03,0.000000000000000e+00,1.671561682248654e-04,1.090978345475359e-06,0.000000000000000e+00,6.536826978549389e-07
9.921522818081950e+00,9.371386470095786e-03,0.000000000000000e+00,1.684626960067596e-04,1.115631795457266e-06,0.000000000000000e+00,6.536625625407758e-07
1.005377223891533e+01,9.558941772138438e-03,0.000000000000000e+00,1.697098502594955e-04,1.140750953626773e-06,0.000000000000000e+00,6.536418898442361e-07
1.018778448483428e+01,9.748113641810581e-03,0.000000000000000e+00,1.708960078900569e-04,1.166339628091195e-06,0.000000000000000e+00,6.536206655674294e-07
1.032358305350149e+01,9.938792081482642e-03,0.000000000000000e+00,1.720200961389298e-04,1.192401102001285e-06,0.000000000000000e+00,6.535988751383104e-07
1.046119175579290e+01,1.013069535855852e-02,0.000000000000000e+00,1.730828948912963e-04,1.218937809186306e-06,0.000000000000000e+00,6.535765036009839e-07
1.060063471997266e+01,1.032380874482714e-02,0.000000000000000e+00,1.740824562708855e-04,1.245951331777692e-06,0.000000000000000e+00,6.535535356057577e-07
1.074193639592382e+01,1.051788187979522e-02,0.000000000000000e+00,1.750183908166929e-04,1.273442370885695e-06,0.000000000000000e+00,6.535299553989450e-07
1.088512155943530e+01,1.071268544247177e-02,0.000000000000000e+00,1.758900601072168e-04,1.301410575871904e-06,0.000000000000000e+00,6.535057468124046e-07
1.103021531654612e+01,1.090823970860729e-02,0.000000000000000e+00,1.766971771279310e-04,1.329854694819435e-06,0.000000000000000e+00,6.534808932528150e-07
1.117724310794747e+01,1.110415382915232e-02,0.000000000000000e+00,1.774387081313867e-04,1.358772333831758e-06,0.000000000000000e+00,6.534553776906748e-07
1.132623071344346e+01,1.130032117074921e-02,0.000000000000000e+00,1.781143911238035e-04,1.388160103222181e-06,0.000000000000000e+00,6.534291826490240e-07
1.147720425647137e+01,1.149648889945797e-02,0.000000000000000e+00,1.787232835729114e-04,1.418013519186759e-06,0.000000000000000e+00,6.534022901918775e-07
1.163019020868210e+01,1.169277849115951e-02,0.000000000000000e+00,1.792656300522295e-04,1.448327051734247e-06,0.000000000000000e+00,6.533746819123654e-07
1.178521539458171e+01,1.188858421747319e-02,0.000000000000000e+00,1.797400269307180e-04,1.479094102747800e-06,0.000000000000000e+00,6.533463389205718e-07
1.194230699623478e+01,1.208404569063508e-02,0.000000000000000e+00,1.801471273283771e-04,1.510307004394419e-06,0.000000000000000e+00,6.533172418310662e-07
1.210149255803060e+01,1.227871590478820e-02,0.000000000000000e+00,1.804849489761555e-04,1.541956923918578e-06,0.000000000000000e+00,6.532873707501181e-07
1.226279999151271e+01,1.247251268750876e-02,0.000000000000000e+00,1.807557271399781e-04,1.574034136916546e-06,0.000000000000000e+00,6.532567052625877e-07
1.242625758027292e+01,1.266532983874837e-02,0.000000000000000e+00,1.809438807710253e-04,1.606527623818624e-06,0.000000000000000e+00,6.532252244184868e-07
1.259189398491057e+01,1.285683230163921e-02,0.000000000000000e+00,1.810891925357613e-04,1.639425403669330e-06,0.000000000000000e+00,6.531929067191988e-07
1.275973824805783e+01,1.304685346504623e-02,0.000000000000000e+00,1.811521984332476e-04,1.672714391025318e-06,0.000000000000000e+00,6.531597301033521e-07
1.292981979947208e+01,1.323533854751389e-02,0.000000000000000e+00,1.811559918106817e-04,1.706380529932395e-06,0.000000000000000e+00,6.531256719323359e-07
1.310216846119604e+01,1.342197796041346e-02,0.000000000000000e+00,1.811420039995205e-04,1.740408223587896e-06,0.000000000000000e+00,6.530907089754539e-07
1.327681445278682e+01,1.360652168898276e-02,0.000000000000000e+00,1.811233993671983e-04,1.774781020872511e-06,0.000000000000000e+00,6.530548173947018e-07
1.345378839661460e+01,1.378875905955709e-02,0.000000000000000e+00,1.811036501234780e-04,1.809482944498747e-06,0.000000000000000e+00,6.530179727291644e-07
1.363312132323192e+01,1.396902353304609e-02,0.000000000000000e+00,1.810851926404488e-04,1.844494863303721e-06,0.000000000000000e+00,6.529801498790203e-07
1.381484467681456e+01,1.414643650011973e-02,0.000000000000000e+00,1.810639340904758e-04,1.879797378002021e-06,0.000000000000000e+00,6.529413230891457e-07
1.399899032067501e+01,1.432107853414127e-02,0.000000000000000e+00,1.810432886285455e-04,1.915370169078140e-06,0.000000000000000e+00,6.529014659323077e-07
1.418559054284931e+01,1.449291779883441e-02,0.000000000000000e+00,1.810220053695570e-04,1.951192029139275e-06,0.000000000000000e+00,6.528605512919378e-07
1.437467806175842e+01,1.466161212066705e-02,0.000000000000000e+00,1.810002093988331e-04,1.987240528866080e-06,0.000000000000000e+00,6.528185513444745e-07
1.456628603194513e+01,1.482696645622975e-02,0.000000000000000e+00,1.809778004871169e-04,2.023492532466916e-06,0.000000000000000e+00,6.527754375412645e-07
1.476044804988730e+01,1.498884310593061e-02,0.000000000000000e+00,1.809547888693340e-04,2.059923899325349e-06,0.000000000000000e+00,6.527311805900151e-07
1.495719815988867e+01,1.514726685319079e-02,0.000000000000000e+00,1.809311202907086e-04,2.096509604558651e-06,0.000000000000000e+00,6.526857504357833e-07
1.515657086004819e+01,1.530189746548804e-02,0.000000000000000e+00,1.809068856017168e-04,2.133223938737512e-06,0.000000000000000e+00,6.526391162414917e-07
1.535860110830891e+01,1.545257623576638e-02,0.000000000000000e+00,1.808820641903342e-04,2.170039917378677e-06,0.000000000000000e+00,6.525912463679628e-07
1.556332432858746e+01,1.559931598745573e-02,0.000000000000000e+00,1.808563491690978e-04,2.206930255888117e-06,0.000000000000000e+00,6.525421083534566e-07
1.577077641698528e+01,1.574210567605560e-02,0.000000000000000e+00,1.808299090443061e-04,2.243866522431586e-06,0.000000000000000e+00,6.524916688927016e-07
1.598099374808266e+01,1.588082766632918e-02,0.000000000000000e+00,1.808033848563145e-04,2.280819256545552e-06,0.000000000000000e+00,6.524398938154079e-07
1.619401318131663e+01,1.601522891121048e-02,0.000000000000000e+00,1.807758678044794e-04,2.317758730941021e-06,0.000000000000000e+00,6.523867480642486e-07
1.640987206744388e+01,1.614537512959955e-02,0.000000000000000e+00,1.807475214265957e-04,2.354654079057878e-06,0.000000000000000e+00,6.523321956722996e-07
1.662860825508980e+01,1.627127713753785e-02,0.000000000000000e+00,1.807184622779046e-04,2.391473889500648e-06,0.000000000000000e+00,6.522761997399219e-07
1.685026009738490e+01,1.639299788959930e-02,0.000000000000000e+00,1.806885829274855e-04,2.428186012133375e-06,0.000000000000000e+00,6.522187224110770e-07
1.707486645868962e+01,1.651028196258052e-02,0.000000000000000e+00,1.806579742695901e-04,2.464757703097989e-06,0.000000000000000e+00,6.521597248490601e-07
1.730246672140871e+01,1.662326822085674e-02,0.000000000000000e+00,1.806263926329369e-04,2.501155240376849e-06,0.000000000000000e+00,6.520991672116377e-07
1.753310079289669e+01,1.673182645355072e-02,0.000000000000000e+00,1.805939219761619e-04,2.537344301904575e-06,0.000000000000000e+00,6.520370086255760e-07
1.776680911245505e+01,1.683620336658586e-02,0.000000000000000e+00,1.805612650113811e-04,2.573290778105022e-06,0.000000000000000e+00,6.519732071605497e-07
1.800363265842292e+01,1.693629392090508e-02,0.000000000000000e+00,1.805274912321920e-04,2.608960243580851e-06,0.000000000000000e+00,6.519077198024087e-07
1.824361295536222e+01,1.703219688464672e-02,0.000000000000000e+00,1.804924425237919e-04,2.644317426491139e-06,0.000000000000000e+00,6.518405024257983e-07
1.848679208133850e+01,1.712384392514940e-02,0.000000000000000e+00,1.804561827777041e-04,2.679327909255863e-06,0.000000000000000e+00,6.517715097661100e-07
1.873321267529897e+01,1.721112692436912e-02,0.000000000000000e+00,1.804208279951516e-04,2.713957454709388e-06,0.000000000000000e+00,6.517006953907523e-07
1.898291794454875e+01,1.729437564485990e-02,0.000000000000000e+00,1.803821480032419e-04,2.748171641282720e-06,0.000000000000000e+00,6.516280116697244e-07
1.923595167232678e+01,1.737371300306307e-02,0.000000000000000e+00,1.803437462960917e-04,2.781935999832001e-06,0.000000000000000e+00,6.515534097454775e-07
1.949235822548289e+01,1.744893195844145e-02,0.000000000000000e+00,1.803040486218139e-04,2.815217119803349e-06,0.000000000000000e+00,6.514768395020477e-07
1.975218256225695e+01,1.752013681927150e-02,0.000000000000000e+00,1.802633927028440e-04,2.847981522683988e-06,0.000000000000000e+00,6.513982495334451e-07
2.001547024016188e+01,1.758734526296876e-02,0.000000000000000e+00,1.802216362578622e-04,2.880196481055828e-06,0.000000000000000e+00,6.513175871112792e-07
2.028226742397170e+01,1.764949476444708e-02,0.000000000000000e+00,1.801787856802326e-04,2.911829170918108e-06,0.000000000000000e+00,6.512347981516104e-07
2.055262089381601e+01,1.771030479249428e-02,0.000000000000000e+00,1.801311558861578e-04,2.942847252103383e-06,0.000000000000000e+00,6.511498271810013e-07
2.082657805338245e+01,1.776618941713482e-02,0.000000000000000e+00,1.800894912390189e-04,2.973218796618152e-06,0.000000000000000e+00,6.510626173017595e-07
2.110418693822836e+01,1.781847418393372e-02,0.000000000000000e+00,1.800434377304851e-04,3.002912968791187e-06,0.000000000000000e+00,6.509731101563471e-07
2.138549622420343e+01,1.786743218415273e-02,0.000000000000000e+00,1.799959577208978e-04,3.031899844311650e-06,0.000000000000000e+00,6.508812458909421e-07
2.167055523598445e+01,1.791264979686472e-02,0.000000000000000e+00,1.799465017141119e-04,3.060151021529411e-06,0.000000000000000e+00,6.507869631181335e-07
2.195941395572387e+01,1.795428272456169e-02,0.000000000000000e+00,1.798878696995726e-04,3.087638696844734e-06,0.000000000000000e+00,6.506901988787286e-07
2.225212303181370e+01,1.799291683941801e-02,0.000000000000000e+00,1.798459074024877e-04,3.114336189917077e-06,0.000000000000000e+00,6.505908886026576e-07
2.254873378776611e+01,1.802805521564899e-02,0.000000000000000e+00,1.797932452919558e-04,3.140218008370676e-06,0.000000000000000e+00,6.504889660689515e-07
2.284929823121259e+01,1.805969289874422e-02,0.000000000000000e+00,1.797389990912509e-04,3.165260188270124e-06,0.000000000000000e+00,6.503843633647762e-07
2.315386906302277e+01,1.808917873110241e-02,0.000000000000000e+00,1.796838434006368e-04,3.189439890876947e-06,0.000000000000000e+00,6.502770108435040e-07
2.346249968654520e+01,1.811501829302974e-02,0.000000000000000e+00,1.796269112525275e-04,3.212735754017075e-06,0.000000000000000e+00,6.501668370817979e-07
2.377524421697090e+01,1.813776594574005e-02,0.000000000000000e+00,1.795686505787675e-04,3.235127531809238e-06,0.000000000000000e+00,6.500537688356920e-07
2.409215749082198e+01,1.815806506141537e-02,0.000000000000000e+00,1.795086984465173e-04,3.256596477834507e-06,0.000000000000000e+00,6.499377309956451e-07
2.441329507556662e+01,1.817525424887240e-02,0.000000000000000e+00,1.794470996573261e-04,3.277124679417220e-06,0.000000000000000e+00,6.498186465405460e-07
2.473871327936230e+01,1.818969948733060e-02,0.000000000000000e+00,1.793840516221688e-04,3.296695787410638e-06,0.000000000000000e+00,6.496964364906505e-07
2.506846916092881e+01,1.820142064970160e-02,0.000000000000000e+00,1.793188399231131e-04,3.315294353628044e-06,0.000000000000000e+00,6.495710198594245e-07
2.540262053955288e+01,1.821066406998497e-02,0.000000000000000e+00,1.792349441461733e-04,3.332906273135751e-06,0.000000000000000e+00,6.494423136042752e-07
2.574122600522628e+01,1.821745495771451e-02,0.000000000000000e+00,1.791837075448118e-04,3.349518920252893e-06,0.000000000000000e+00,6.493102325761455e-07
2.608434492891892e+01,1.822171229885947e-02,0.000000000000000e+00,1.791153073441680e-04,3.365120617369440e-06,0.000000000000000e+00,6.491746894679482e-07
2.643203747298893e+01,1.822354599030535e-02,0.000000000000000e+00,1.790436872744378e-04,3.379700987556268e-06,0.000000000000000e+00,6.490355947618172e-07
2.678436460173152e+01,1.822313970748191e-02,0.000000000000000e+00,1.789712123773380e-04,3.393251394813173e-06,0.000000000000000e+00,6.488928566751532e-07
2.714138809206844e+01,1.822044180143760e-02,0.000000000000000e+00,1.788946893044469e-04,3.405763820015507e-06,0.000000000000000e+00,6.487463811054385e-07
2.750317054437995e+01,1.821531109566652e-02,0.000000000000000e+00,1.788144730625592e-04,3.417230366069127e-06,0.000000000000000e+00,6.485960715737973e-07
2.786977539348103e+01,1.820814460961128e-02,0.000000000000000e+00,1.787382120125506e-04,3.427646208601174e-06,0.000000000000000e+00,6.484418291672770e-07
2.824126691974420e+01,1.819889333524535e-02,0.000000000000000e+00,1.786574794993334e-04,3.437006813822449e-06,0.000000000000000e+00,6.482835524798267e-07
2.861771026037032e+01,1.818759849707265e-02,0.000000000000000e+00,1.785734539167360e-04,3.445308746037269e-06,0.000000000000000e+00,6.481211375519450e-07
2.899917142080970e+01,1.817424862600911e-02,0.000000000000000e+00,1.784866734086783e-04,3.452549802640904e-06,0.000000000000000e+00,6.479544778089755e-07
2.938571728633555e+01,1.815891366516433e-02,0.000000000000000e+00,1.783999531560665e-04,3.458728255360923e-06,0.000000000000000e+00,6.477834639980217e-07
2.977741563377155e+01,1.814168766506410e-02,0.000000000000000e+00,1.783097443469636e-04,3.463843992072549e-06,0.000000000000000e+00,6.476079841234568e-07
3.017433514337588e+01,1.812275096832446e-02,0.000000000000000e+00,1.782143394919616e-04,3.467897725711401e-06,0.000000000000000e+00,6.474279233810017e-07
3.057654541088350e+01,1.810190455422903e-02,0.000000000000000e+00,1.781226810427524e-04,3.470890849168758e-06,0.000000000000000e+00,6.472431640903458e-07
3.098411695970917e+01,1.807935201004065e-02,0.000000000000000e+00,1.780268954799660e-04,3.472825479685624e-06,0.000000000000000e+00,6.470535856262818e-07
3.139712125331289e+01,1.805500641361856e-02,0.000000000000000e+00,1.779242097005277e-04,3.473704949307271e-06,0.000000000000000e+00,6.468590643483314e-07
3.181563070773036e+01,1.802893238160876e-02,0.000000000000000e+00,1.778234502636143e-04,3.473533586961313e-06,0.000000000000000e+00,6.466594735288329e-07
3.223971870427032e+01,1.800132864713119e-02,0.000000000000000e+00,1.777178578424801e-04,3.472316276052852e-06,0.000000000000000e+00,6.464546832794609e-07
3.266945960238127e+01,1.797207433781606e-02,0.000000000000000e+00,1.776045495353367e-04,3.470058934195673e-06,0.000000000000000e+00,6.462445604761586e-07
3.310492875268958e+01,1.794116197101317e-02,0.000000000000000e+00,1.775005882920843e-04,3.466767892157884e-06,0.000000000000000e+00,6.460289686824468e-07
3.354620251021139e+01,1.790768525783286e-02,0.000000000000000e+00,1.773873857578699e-04,3.462451416217301e-06,0.000000000000000e+00,6.458077680710875e-07
3.399335824774084e+01,1.787450858372594e-02,0.000000000000000e+00,1.772712903243423e-04,3.457117848347954e-06,0.000000000000000e+00,6.455808153440716e-07
3.444647436941644e+01,1.783884777038669e-02,0.000000000000000e+00,1.771522215477633e-04,3.450776644174902e-06,0.000000000000000e+00,6.453479636509079e-07
3.490563032446848e+01,1.780176286811785e-02,0.000000000000000e+00,1.770300395646786e-04,3.443437401294088e-06,0.000000000000000e+00,6.451090625051775e-07
3.537090662114966e+01,1.776319340263183e-02,0.000000000000000e+00,1.769039540535064e-04,3.435111287695465e-06,0.000000000000000e+00,6.448639576993350e-07
3.584238484085130e+01,1.772310425148364e-02,0.000000000000000e+00,1.767763366217580e-04,3.425810199120965e-06,0.000000000000000e+00,6.446124912177225e-07
3.632014765240792e+01,1.768144799018422e-02,0.000000000000000e+00,1.766447020072033e-04,3.415545731220306e-06,0.000000000000000e+00,6.443545011477715e-07
3.680427882659215e+01,1.763832506581389e-02,0.000000000000000e+00,1.765094961151920e-04,3.404329764909417e-06,0.000000000000000e+00,6.440898215893647e-07
3.729486325080335e+01,1.759374912505973e-02,0.000000000000000e+00,1.763731923850637e-04,3.392174030763906e-06,0.000000000000000e+00,6.438182825623306e-07
3.779198694395152e+01,1.754776649865782e-02,0.000000000000000e+00,1.762290917112693e-04,3.379093627579779e-06,0.000000000000000e+00,6.435397099120435e-07
3.829573707153993e+01,1.750040556563034e-02,0.000000000000000e+00,1.760833658663131e-04,3.365101085570758e-06,0.000000000000000e+00,6.432539252131010e-07
3.880620196094867e+01,1.745158066728728e-02,0.000000000000000e+00,1.759331790659805e-04,3.350209123408050e-06,0.000000000000000e+00,6.429607456710544e-07
3.932347111692192e+01,1.740128240922283e-02,0.000000000000000e+00,1.757806960192606e-04,3.334430920776430e-06,0.000000000000000e+00,6.426599840221623e-07
3.984763523726173e+01,1.734943718735358e-02,0.000000000000000e+00,1.756237606114744e-04,3.317778859388687e-06,0.000000000000000e+00,6.423514484311452e-07
4.037878622873084e+01,1.729616632055435e-02,0.000000000000000e+00,1.754627857776871e-04,3.300265951059593e-06,0.000000000000000e+00,6.420349423869115e-07
4.091701722316771e+01,1.724138296626774e-02,0.000000000000000e+00,1.752975020484810e-04,3.281904828087034e-06,0.000000000000000e+00,6.417102645962326e-07
4.146242259381619e+01,1.718515863210304e-02,0.000000000000000e+00,1.751284914754340e-04,3.262708449524312e-06,0.000000000000000e+00,6.413772088753395e-07
4.201509797187282e+01,1.712755240421830e-02,0.000000000000000e+00,1.749541083819922e-04,3.242689408740077e-06,0.000000000000000e+00,6.410355640394194e-07
4.257514026325485e+01,1.706852209886393e-02,0.000000000000000e+00,1.747764713298038e-04,3.221860327029712e-06,0.000000000000000e+00,6.406851137899867e-07
4.314264766559168e+01,1.700795937970234e-02,0.000000000000000e+00,1.745948092781242e-04,3.200233881605812e-06,0.000000000000000e+00,6.403256366001066e-07
4.371771968544276e+01,1.694585840397826e-02,0.000000000000000e+00,1.744074556311214e-04,3.177822796443018e-06,0.000000000000000e+00,6.399569055974473e-07
4.430045715574512e+01,1.688223588786647e-02,0.000000000000000e+00,1.742141503468129e-04,3.154639452364523e-06,0.000000000000000e+00,6.395786884451424e-07
4.489096225349319e+01,1.681704208407391e-02,0.000000000000000e+00,1.740184731143449e-04,3.130696288005934e-06,0.000000000000000e+00,6.391907472204396e-07
4.548933851765474e+01,1.675022024116389e-02,0.000000000000000e+00,1.738174040629103e-04,3.106006366360875e-06,0.000000000000000e+00,6.387928382911210e-07
4.609569086732522e+01,1.668182621647599e-02,0.000000000000000e+00,1.736094730771348e-04,3.080582537212764e-06,0.000000000000000e+00,6.383847121896690e-07
4.671012562012425e+01,1.661121429019164e-02,0.000000000000000e+00,1.733993404429006e-04,3.054437048002242e-06,0.000000000000000e+00,6.379661134851708e-07
4.733275051083735e+01,1.654021865819753e-02,0.000000000000000e+00,1.731819958889444e-04,3.027582413508187e-06,0.000000000000000e+00,6.375367806529361e-07
4.796367471030607e+01,1.646714243231977e-02,0.000000000000000e+00,1.729597229405198e-04,3.000031305240230e-06,0.000000000000000e+00,6.370964459418194e-07
4.860300884457007e+01,1.639229378954725e-02,0.000000000000000e+00,1.727319826466040e-04,2.971796405137166e-06,0.000000000000000e+00,6.366448352392327e-07
4.925086501426404e+01,1.631584994381553e-02,0.000000000000000e+00,1.724978822194719e-04,2.942890084455974e-06,0.000000000000000e+00,6.361816679338360e-07
4.990735681427368e+01,1.623759137881263e-02,0.000000000000000e+00,1.722578904974355e-04,2.913325694295830e-06,0.000000000000000e+00,6.357066567758970e-07
5.057259935365317e+01,1.615761812837005e-02,0.000000000000000e+00,1.720127643198481e-04,2.883116111964870e-06,0.000000000000000e+00,6.352195077353130e-07
5.124670927580845e+01,1.607604695186204e-02,0.000000000000000e+00,1.717609342844015e-04,2.852274544756750e-06,0.000000000000000e+00,6.347199198572872e-07
5.192980477894940e+01,1.599247910599335e-02,0.000000000000000e+00,1.715028457515476e-04,2.820815109759421e-06,0.000000000000000e+00,6.342075851156592e-07
5.262200563681469e+01,1.590723318437605e-02,0.000000000000000e+00,1.712386312156025e-04,2.788751573375980e-06,0.000000000000000e+00,6.336821882638839e-07
5.332343321967287e+01,1.582013372007317e-02,0.000000000000000e+00,1.709676686363631e-04,2.756097791539444e-06,0.000000000000000e+00,6.331434066836668e-07
5.403421051560342e+01,1.573112020962210e-02,0.000000000000000e+00,1.706902268776749e-04,2.722868276100896e-06,0.000000000000000e+00,6.325909102312495e-07
5.475446215206127e+01,1.564021765221957e-02,0.000000000000000e+00,1.704060349322472e-04,2.689077699626728e-06,0.000000000000000e+00,6.320243610813654e-07
5.548431441772919e+01,1.554737778248043e-02,0.000000000000000e+00,1.701142472898109e-04,2.654741118259957e-06,0.000000000000000e+00,6.314434135688639e-07
5.622389528466110e+01,1.545260053706621e-02,0.000000000000000e+00,1.698154764007208e-04,2.619874246096619e-06,0.000000000000000e+00,6.308477140280191e-07
5.697333443072057e+01,1.535585279739680e-02,0.000000000000000e+00,1.695093866566657e-04,2.584493025802665e-06,0.000000000000000e+00,6.302369006295454e-07
5.773276326231859e+01,1.525708373747306e-02,0.000000000000000e+00,1.691956401114474e-04,2.548614052230490e-06,0.000000000000000e+00,6.296106032153303e-07
5.850231493745430e+01,1.515629745825600e-02,0.000000000000000e+00,1.688744970755137e-04,2.512253707081628e-06,0.000000000000000e+00,6.289684431309168e-07
