# energy,pi_pi_eta,rho0_a,pi0_pi0_eta,omega_a,a_a,pi_rho
5.957635744187162e+00,1.915224054958052e-03,8.802055632494101e-04,2.194305777513779e-04,1.043265486415769e-04,0.000000000000000e+00,3.431332207234570e-06
6.039483536467514e+00,1.964285540093592e-03,8.993813348164389e-04,2.250166310140916e-04,1.068594121720028e-04,0.000000000000000e+00,3.511637320132546e-06
6.122455778343113e+00,2.014531286865878e-03,9.188616983164919e-04,2.307359312042406e-04,1.094470469356459e-04,0.000000000000000e+00,3.593535727349162e-06
6.206567917840798e+00,2.065986835538165e-03,9.386283025715285e-04,2.365912757917710e-04,1.120902813515331e-04,0.000000000000000e+00,3.677045281878340e-06
6.291835615217056e+00,2.118678130563640e-03,9.586573427956256e-04,2.425855025470616e-04,1.147899295038759e-04,0.000000000000000e+00,3.762183235105799e-06
6.378274745873686e+00,2.172631519296198e-03,9.789244039102763e-04,2.487214891683427e-04,1.175468015168031e-04,0.000000000000000e+00,3.848966174399885e-06
6.465901403313537e+00,2.227873750028716e-03,9.994047709113265e-04,2.550021526118409e-04,1.203617033771923e-04,0.000000000000000e+00,3.937409888615906e-06
6.554731902136832e+00,2.284431969850035e-03,1.020073279480247e-03,2.614304484867728e-04,1.232354364365227e-04,0.000000000000000e+00,4.027525544925577e-06
6.644782781078691e+00,2.342333721873247e-03,1.040904465446619e-03,2.680093710149380e-04,1.261687931986539e-04,0.000000000000000e+00,4.119279685020213e-06
6.736070806088348e+00,2.401606940473232e-03,1.061872583729382e-03,2.747419514418213e-04,1.291625581529301e-04,0.000000000000000e+00,4.212602755602713e-06
6.828612973450697e+00,2.462279947766694e-03,1.082951345203715e-03,2.816312568458106e-04,1.322175054843692e-04,0.000000000000000e+00,4.307417386865322e-06
6.922426512950695e+00,2.524381447694264e-03,1.104114276503887e-03,2.886803893012527e-04,1.353343943928527e-04,0.000000000000000e+00,4.403645561927366e-06
7.017528891081282e+00,2.587940519284680e-03,1.125334538643291e-03,2.958924854611862e-04,1.385139641453437e-04,0.000000000000000e+00,4.501208496210909e-06
7.113937814295330e+00,2.652986610253566e-03,1.146584913582383e-03,3.032707150759363e-04,1.417569123452205e-04,0.000000000000000e+00,4.600026183022929e-06
7.211671232302279e+00,2.719549529156939e-03,1.167837924026500e-03,3.108182797356776e-04,1.450638904782899e-04,0.000000000000000e+00,4.700018875525390e-06
7.310747341410086e+00,2.787659434571066e-03,1.189065651595887e-03,3.185384113754269e-04,1.484354775555435e-04,0.000000000000000e+00,4.801105337225721e-06
7.411184587913062e+00,2.857346825470434e-03,1.210239954631846e-03,3.264343707663750e-04,1.518721825843254e-04,0.000000000000000e+00,4.903203810095753e-06
7.513001671526259e+00,2.928642529725769e-03,1.231332397908216e-03,3.345094452309774e-04,1.553744142800754e-04,0.000000000000000e+00,5.006232471595817e-06
7.616217548867029e+00,3.001577692562102e-03,1.252314130535848e-03,3.427669465732314e-04,1.589424825685858e-04,0.000000000000000e+00,5.110108438167715e-06
7.720851436984452e+00,3.076183762229880e-03,1.273156304023774e-03,3.512102085766419e-04,1.625765884223141e-04,0.000000000000000e+00,5.214748609676656e-06
7.826922816937201e+00,3.152492471036917e-03,1.293829571699432e-03,3.598425821235616e-04,1.662767887019388e-04,0.000000000000000e+00,5.320069419732014e-06
7.934451437420601e+00,3.230535818075812e-03,1.314304402173520e-03,3.686674301765505e-04,1.700430368079940e-04,0.000000000000000e+00,5.425986586768258e-06
8.043457318443485e+00,3.310346046079909e-03,1.334551002502594e-03,3.776881231165969e-04,1.738751056890914e-04,0.000000000000000e+00,5.532416115306582e-06
8.153960755055596e+00,3.391955616587651e-03,1.354539275811645e-03,3.869080344616895e-04,1.777726523300392e-04,0.000000000000000e+00,5.639273357697811e-06
8.265982321126179e+00,3.475397185879172e-03,1.374238618888263e-03,3.963305352925928e-04,1.817351429893283e-04,0.000000000000000e+00,5.746473723815377e-06
8.379542873174485e+00,3.560703577244913e-03,1.393619755839985e-03,4.059589880199763e-04,1.857618925642699e-04,0.000000000000000e+00,5.853933164089982e-06
8.494663554252892e+00,3.647907748272380e-03,1.412651696686689e-03,4.157967402130840e-04,1.898520661053584e-04,0.000000000000000e+00,5.961566881742989e-06
8.611365797883401e+00,3.737042759554123e-03,1.431303560254959e-03,4.258471182172434e-04,1.940045932929450e-04,0.000000000000000e+00,6.069295565782609e-06
8.729671332048188e+00,3.828141740145886e-03,1.449544730933329e-03,4.361134198131024e-04,1.982182945921599e-04,0.000000000000000e+00,6.177085342219561e-06
8.849602183234984e+00,3.921237853929783e-03,1.467344314436129e-03,4.465989080469936e-04,2.024917595715626e-04,0.000000000000000e+00,6.284934383414001e-06
8.971180680538025e+00,4.016364262048945e-03,1.484671403823503e-03,4.573068051619456e-04,2.068233762249637e-04,0.000000000000000e+00,6.392850383603104e-06
9.094429459815375e+00,4.113554080596742e-03,1.501495111984785e-03,4.682402838650125e-04,2.112114340953893e-04,0.000000000000000e+00,6.500841138620544e-06
9.219371467903322e+00,4.212840342226388e-03,1.517784764434055e-03,4.794024591918603e-04,2.156539466671535e-04,0.000000000000000e+00,6.608911057181389e-06
9.346029966888700e+00,4.314255950142410e-03,1.533515154674216e-03,4.907963809294264e-04,2.201487748562955e-04,0.000000000000000e+00,6.717067663311866e-06
9.474428538439874e+00,4.417833628930117e-03,1.548673956842100e-03,5.024250274983716e-04,2.246936173865454e-04,0.000000000000000e+00,6.825317875202414e-06
9.604591088197280e+00,4.523605877550351e-03,1.563252701781572e-03,5.142912956720342e-04,2.292860634700670e-04,0.000000000000000e+00,6.933669537716315e-06
9.736541850224233e+00,4.631604911244777e-03,1.577243874207135e-03,5.263979856802345e-04,2.339233429896864e-04,0.000000000000000e+00,7.042130842588924e-06
9.870305391518890e+00,4.741862586939056e-03,1.590641635921763e-03,5.387477789658861e-04,2.386026003117217e-04,0.000000000000000e+00,7.150710386270974e-06
1.000590661658823e+01,4.854410314937586e-03,1.603437388995446e-03,5.513432092430083e-04,2.433206719470250e-04,0.000000000000000e+00,7.259416562675902e-06
1.014337077208484e+01,4.969278952776385e-03,1.615623881031716e-03,5.641866291204399e-04,2.480742785873913e-04,0.000000000000000e+00,7.368258344054733e-06
1.028272345150742e+01,5.086498699545846e-03,1.627193986211570e-03,5.772801769494440e-04,2.528599490758636e-04,0.000000000000000e+00,7.477246066658329e-06
1.042399059996584e+01,5.206098973361591e-03,1.638140951120858e-03,5.906257406772131e-04,2.576739615467435e-04,0.000000000000000e+00,7.586385478116779e-06
1.056719851901171e+01,5.328108285236957e-03,1.648460250922735e-03,6.042249190195640e-04,2.625124688634853e-04,0.000000000000000e+00,7.695697078737743e-06
1.071237387153527e+01,5.452554107494768e-03,1.658153876060998e-03,6.180789802793508e-04,2.673715117449106e-04,0.000000000000000e+00,7.805189565243630e-06
1.085954368672956e+01,5.579462742536193e-03,1.667234205556468e-03,6.321888287856746e-04,2.722469130578145e-04,0.000000000000000e+00,7.914873651009818e-06
1.100873536512280e+01,5.708859175216212e-03,1.675718228361272e-03,6.465549660280001e-04,2.771343480587088e-04,0.000000000000000e+00,8.024761567670216e-06
1.115997668367993e+01,5.840766945980126e-03,1.683623328299551e-03,6.611774594410748e-04,2.820296083344897e-04,0.000000000000000e+00,8.134867033860068e-06
1.131329580097416e+01,5.975208005321283e-03,1.690967100887903e-03,6.760559054349758e-04,2.869282364068568e-04,0.000000000000000e+00,8.245206404174148e-06
1.146872126242971e+01,6.112202564708440e-03,1.697767367538340e-03,6.911893979533525e-04,2.918255578140459e-04,0.000000000000000e+00,8.355813454499176e-06
1.162628200563636e+01,6.251768954691204e-03,1.704042342990194e-03,7.065764991894148e-04,2.967169983670101e-04,0.000000000000000e+00,8.466756330579656e-06
1.178600736573722e+01,6.393923475763388e-03,1.709810209917238e-03,7.222152065628599e-04,3.015978725025839e-04,0.000000000000000e+00,8.578135570897915e-06
1.194792708089047e+01,6.538680257798770e-03,1.715089680798802e-03,7.381029271043302e-04,3.064633612048155e-04,0.000000000000000e+00,8.690055531845417e-06
1.211207129780600e+01,6.686051116863989e-03,1.719899625444108e-03,7.542364581724574e-04,3.113086511222286e-04,0.000000000000000e+00,8.802625064735336e-06
1.227847057735826e+01,6.836045399241463e-03,1.724259243272950e-03,7.706119570037882e-04,3.161289892354131e-04,0.000000000000000e+00,8.915950998161606e-06
1.244715590027627e+01,6.988669843038671e-03,1.728188034256377e-03,7.872249080956536e-04,3.209195679514962e-04,0.000000000000000e+00,9.030140544900691e-06
1.261815867291154e+01,7.143928398050697e-03,1.731706076701473e-03,8.040701150210049e-04,3.256755074330617e-04,0.000000000000000e+00,9.145301515684051e-06
1.279151073308551e+01,7.301822111690422e-03,1.734832092550409e-03,8.211417120885537e-04,3.303920692854683e-04,0.000000000000000e+00,9.261541752934012e-06
1.296724435601723e+01,7.462337135124976e-03,1.737586902426540e-03,8.384331170373193e-04,3.350646547480152e-04,0.000000000000000e+00,9.378968718689433e-06
1.314539226033236e+01,7.625445379177151e-03,1.739991037692286e-03,8.559370316736391e-04,3.396886765442311e-04,0.000000000000000e+00,9.497691058547337e-06
1.332598761415492e+01,7.791061839543996e-03,1.742064904427377e-03,8.736454345077402e-04,3.442595915976926e-04,0.000000000000000e+00,9.617816717628407e-06
1.350906404128260e+01,7.959117697387191e-03,1.743829388099824e-03,8.915495748572015e-04,3.487729619653121e-04,0.000000000000000e+00,9.739452722502202e-06
1.369465562744690e+01,8.129495481728173e-03,1.745305522288150e-03,9.096399705211836e-04,3.532245588468314e-04,0.000000000000000e+00,9.862710735831760e-06
1.388279692665941e+01,8.302083733358665e-03,1.746514522126624e-03,9.279064112380578e-04,3.576103725310243e-04,0.000000000000000e+00,9.987687261383329e-06
1.407352296764509e+01,8.476783095880932e-03,1.747477850136568e-03,9.463379678891755e-04,3.619264284437319e-04,0.000000000000000e+00,1.011449144827732e-05
1.426686926036404e+01,8.653435311087813e-03,1.748217321076813e-03,9.649229950864938e-04,3.661688297988101e-04,0.000000000000000e+00,1.024322872107263e-05
1.446287180262296e+01,8.831937975208808e-03,1.748754723347522e-03,9.836491299347833e-04,3.703339590163588e-04,0.000000000000000e+00,1.037400234790265e-05
1.466156708677714e+01,9.012114944752970e-03,1.749112572101950e-03,1.002503311588432e-03,3.744184444915075e-04,0.000000000000000e+00,1.050691427695132e-05
1.486299210652493e+01,9.193843090199593e-03,1.749312516118216e-03,1.021471798984347e-03,3.784191167296452e-04,0.000000000000000e+00,1.064206219959083e-05
1.506718436379516e+01,9.376951466027367e-03,1.749375351135049e-03,1.040540178907546e-03,3.823330204999543e-04,0.000000000000000e+00,1.077952550539728e-05
1.527418187572946e+01,9.561277649887078e-03,1.749324684014440e-03,1.059693387156087e-03,3.861572436517975e-04,0.000000000000000e+00,1.091934857892465e-05
1.548402318176044e+01,9.746666515033734e-03,1.749182830328601e-03,1.078915721914382e-03,3.898891339129066e-04,0.000000000000000e+00,1.106153944861628e-05
1.569674735078696e+01,9.932928701884986e-03,1.748972389127394e-03,1.098190871105263e-03,3.935264648087501e-04,0.000000000000000e+00,1.120610119876691e-05
1.591239398844819e+01,1.011992405868306e-02,1.748715889886398e-03,1.117501916727547e-03,3.970670970963583e-04,0.000000000000000e+00,1.135303347789175e-05
1.613100324449752e+01,1.030742960518100e-02,1.748433620904291e-03,1.136831353634917e-03,4.005090205776988e-04,0.000000000000000e+00,1.150233372769705e-05
1.635261582027768e+01,1.049528890826890e-02,1.748139559323048e-03,1.156161164084746e-03,4.038505065040370e-04,0.000000000000000e+00,1.165399751666018e-05
1.657727297629875e+01,1.068330284564667e-02,1.747837539883565e-03,1.175472752194639e-03,4.070895290481055e-04,0.000000000000000e+00,1.180801568937727e-05
1.680501653992005e+01,1.087128403874646e-02,1.747527320463913e-03,1.194747086245123e-03,4.102251038592403e-04,0.000000000000000e+00,1.196437678920559e-05
1.703588891313777e+01,1.105904329038675e-02,1.747208752385000e-03,1.213964609572559e-03,4.132568120665523e-04,0.000000000000000e+00,1.212306540680058e-05
1.726993308047951e+01,1.124636279808495e-02,1.746881568192955e-03,1.233105454540795e-03,4.161833849875382e-04,0.000000000000000e+00,1.228406242074311e-05
1.750719261700721e+01,1.143303417658933e-02,1.746545273075757e-03,1.252149336520463e-03,4.190042982307008e-04,0.000000000000000e+00,1.244734474170811e-05
1.774771169643011e+01,1.161889306306043e-02,1.746198070433982e-03,1.271075708296855e-03,4.217191765024884e-04,0.000000000000000e+00,1.261288492956204e-05
1.799153509932922e+01,1.180381211349300e-02,1.745842971606551e-03,1.289863818885835e-03,4.243277673400804e-04,0.000000000000000e+00,1.278065106659887e-05
1.823870822149456e+01,1.198737241570395e-02,1.745478918155048e-03,1.308492749313685e-03,4.268303019159310e-04,0.000000000000000e+00,1.295060613066404e-05
1.848927708237722e+01,1.216954670836632e-02,1.745105095063159e-03,1.326941469079746e-03,4.292269671091609e-04,0.000000000000000e+00,1.312270826939402e-05
1.874328833365737e+01,1.235005744800461e-02,1.744721204771276e-03,1.345188934011844e-03,4.315180961167480e-04,0.000000000000000e+00,1.329691001814632e-05
1.900078926792994e+01,1.252867510833629e-02,1.744326993594076e-03,1.363214176135578e-03,4.337048998984453e-04,0.000000000000000e+00,1.347315471859800e-05
1.926182782750984e+01,1.270523665818892e-02,1.743922148647840e-03,1.380996325710986e-03,4.357880147994115e-04,0.000000000000000e+00,1.365138380057110e-05
1.952645261335785e+01,1.287949379361199e-02,1.743506458668647e-03,1.398514700198233e-03,4.377681671352122e-04,0.000000000000000e+00,1.383154191436741e-05
1.979471289412938e+01,1.305118931022477e-02,1.743079451500360e-03,1.415748861901573e-03,4.396467259760495e-04,0.000000000000000e+00,1.401354926409026e-05
2.006665861534752e+01,1.322029984700019e-02,1.742640948031050e-03,1.432678704279691e-03,4.414248969339255e-04,0.000000000000000e+00,1.419524852390845e-05
2.034234040870192e+01,1.338637952929429e-02,1.742189548232192e-03,1.449284492047348e-03,4.431039746985739e-04,0.000000000000000e+00,1.437252193726065e-05
2.062180960147559e+01,1.354900897346610e-02,1.741723102488600e-03,1.465546975675022e-03,4.446853170425878e-04,0.000000000000000e+00,1.454554963552306e-05
2.090511822610129e+01,1.370900964688076e-02,1.741248047716182e-03,1.481447467288412e-03,4.461705304441289e-04,0.000000000000000e+00,1.471389003529264e-05
2.119231902984891e+01,1.386504790809391e-02,1.740760499312522e-03,1.496967775025704e-03,4.475613361480625e-04,0.000000000000000e+00,1.487756500475891e-05
2.148346548464626e+01,1.401726593464607e-02,1.740259940880551e-03,1.512090401462062e-03,4.488593974708873e-04,0.000000000000000e+00,1.503646944255249e-05
2.177861179703455e+01,1.416567608282829e-02,1.739745998204937e-03,1.526798536179553e-03,4.500664019040654e-04,0.000000000000000e+00,1.519054984447654e-05
2.207781291826074e+01,1.430984019510493e-02,1.739218027997855e-03,1.541076120464255e-03,4.511841233673721e-04,0.000000000000000e+00,1.533935118607051e-05
2.238112455450863e+01,1.444957163784053e-02,1.738675941499123e-03,1.554907858835613e-03,4.522142724412376e-04,0.000000000000000e+00,1.548380042403580e-05
2.268860317727026e+01,1.458481169067262e-02,1.738119570726542e-03,1.568279305245204e-03,4.531585560818716e-04,0.000000000000000e+00,1.562281393674322e-05
2.300030603386003e+01,1.471538024147240e-02,1.737548353613451e-03,1.581176818187933e-03,4.540189946497684e-04,0.000000000000000e+00,1.575662070332908e-05
2.331629115807323e+01,1.484104433486218e-02,1.736961465832863e-03,1.593587613758982e-03,4.547974337733961e-04,0.000000000000000e+00,1.588514217836538e-05
2.363661738099081e+01,1.496174645161104e-02,1.736358867295485e-03,1.605499740759574e-03,4.554955826247300e-04,0.000000000000000e+00,1.600826311452750e-05
2.396134434193283e+01,1.507746858009085e-02,1.735740158167544e-03,1.616902147550251e-03,4.561152599329608e-04,0.000000000000000e+00,1.612592202755054e-05
2.429053249956232e+01,1.518809433850543e-02,1.735104060868078e-03,1.627784652303315e-03,4.566583354945519e-04,0.000000000000000e+00,1.623798191589552e-05
2.462424314314153e+01,1.529336713241536e-02,1.734451183744816e-03,1.638137884232371e-03,4.571268281499019e-04,0.000000000000000e+00,1.634437028661332e-05
2.496253840394314e+01,1.539335518480546e-02,1.733781786944959e-03,1.647953382526634e-03,4.575231975659474e-04,0.000000000000000e+00,1.644503099729372e-05
2.530548126681786e+01,1.548806641420582e-02,1.733094415414182e-03,1.657223540660505e-03,4.578479309021039e-04,0.000000000000000e+00,1.653980391420589e-05
2.565313558192123e+01,1.557746069350540e-02,1.732388456390118e-03,1.665941597503409e-03,4.581032159422049e-04,0.000000000000000e+00,1.662862576781104e-05
2.600556607660153e+01,1.566128026256912e-02,1.731663755965445e-03,1.674101623758832e-03,4.582908480922637e-04,0.000000000000000e+00,1.671142072817557e-05
2.636283836745071e+01,1.573953813807180e-02,1.730919812060459e-03,1.681698553856953e-03,4.584124395300743e-04,0.000000000000000e+00,1.678806861416689e-05
2.672501897252123e+01,1.581217270108159e-02,1.730156321512793e-03,1.688728106856380e-03,4.584698498715168e-04,0.000000000000000e+00,1.685849818915557e-05
2.709217532371066e+01,1.587942347012849e-02,1.729374317229132e-03,1.695186809889319e-03,4.584647367757005e-04,0.000000000000000e+00,1.692257851996252e-05
2.746437577931612e+01,1.594115972538293e-02,1.728569969219615e-03,1.701071978838449e-03,4.583979749332506e-04,0.000000000000000e+00,1.698030581816009e-05
2.784168963676172e+01,1.599715863817395e-02,1.727743647220669e-03,1.706381721235480e-03,4.582719029811643e-04,0.000000000000000e+00,1.703150530515787e-05
2.822418714550035e+01,1.604741069754428e-02,1.726895290858296e-03,1.711114843274187e-03,4.580880878323467e-04,0.000000000000000e+00,1.707611647559425e-05
2.861193952009300e+01,1.609196863636297e-02,1.726024198416604e-03,1.715270887703050e-03,4.578472568776684e-04,0.000000000000000e+00,1.711270842003709e-05
2.900501895346781e+01,1.613080772080803e-02,1.725130125262664e-03,1.718850122943962e-03,4.575511679571737e-04,0.000000000000000e+00,1.714526550400330e-05
2.940349863036103e+01,1.616425390549817e-02,1.724212394325782e-03,1.721853471608317e-03,4.572010922640329e-04,0.000000000000000e+00,1.716961093979181e-05
2.980745274094280e+01,1.619206703325884e-02,1.723270444433093e-03,1.724282475320409e-03,4.567980393574152e-04,0.000000000000000e+00,1.718702933304654e-05
3.021695649463025e+01,1.621419105054459e-02,1.722303850741628e-03,1.726139292602701e-03,4.563433363240269e-04,0.000000000000000e+00,1.719745100580154e-05
3.063208613409001e+01,1.623050841044356e-02,1.721311273332670e-03,1.727426662938450e-03,4.558381418451773e-04,0.000000000000000e+00,1.720049982841219e-05
3.105291894943341e+01,1.624111286003754e-02,1.720293712518343e-03,1.728147846314372e-03,4.552835497371836e-04,0.000000000000000e+00,1.719676766382152e-05
3.147953329260666e+01,1.624600169596108e-02,1.719251742998533e-03,1.728306624923716e-03,4.546805233370033e-04,0.000000000000000e+00,1.718574681264724e-05
3.191200859197848e+01,1.624536227560323e-02,1.718176443372172e-03,1.727907225233373e-03,4.540299822787146e-04,0.000000000000000e+00,1.716758665441415e-05
3.235042536712852e+01,1.623918099602970e-02,1.717074576462079e-03,1.726954357849799e-03,4.533328329823899e-04,0.000000000000000e+00,1.714190046604954e-05
3.279486524383856e+01,1.622755992460654e-02,1.715943353543971e-03,1.725453097893455e-03,4.525898009457771e-04,0.000000000000000e+00,1.710884832407557e-05
3.324541096928991e+01,1.621055695711252e-02,1.714781717112524e-03,1.723408900248993e-03,4.518016148672496e-04,0.000000000000000e+00,1.706820863145750e-05
3.370214642746967e+01,1.618816845294675e-02,1.713590556681164e-03,1.720827557791970e-03,4.509690614125858e-04,0.000000000000000e+00,1.702009039849881e-05
3.416515665478829e+01,1.616050910516348e-02,1.712368004313565e-03,1.717715139087748e-03,4.500928243998849e-04,0.000000000000000e+00,1.696442090119374e-05
3.463452785591200e+01,1.612748552911681e-02,1.711113130218790e-03,1.714077966902987e-03,4.491735019125286e-04,0.000000000000000e+00,1.690199737533201e-05
3.511034741981278e+01,1.608906530248240e-02,1.709825255730085e-03,1.709922545337448e-03,4.482116463142483e-04,0.000000000000000e+00,1.683431109762824e-05
3.559270393603846e+01,1.604558208991056e-02,1.708503554185455e-03,1.705255571467550e-03,4.472077257014387e-04,0.000000000000000e+00,1.676503587752351e-05
3.608168721120688e+01,1.599689098214518e-02,1.707147060445252e-03,1.700083907903886e-03,4.461621590798149e-04,0.000000000000000e+00,1.669409333821826e-05
3.657738828572608e+01,1.594308888977189e-02,1.705755144309675e-03,1.694414520676422e-03,4.450752825137325e-04,0.000000000000000e+00,1.662154989231170e-05
3.707989945074465e+01,1.588429614985424e-02,1.704327332999780e-03,1.688254434922728e-03,4.439472615383300e-04,0.000000000000000e+00,1.654730906634578e-05
3.758931426533483e+01,1.582057302435327e-02,1.702861976817225e-03,1.681610696758400e-03,4.427783050944120e-04,0.000000000000000e+00,1.647128599448830e-05
3.810572757391147e+01,1.575195679613941e-02,1.701357627378255e-03,1.674490309668586e-03,4.415683781625901e-04,0.000000000000000e+00,1.639342834467020e-05
3.862923552389046e+01,1.567853351686307e-02,1.699814209742289e-03,1.666900310619676e-03,4.403176976584010e-04,0.000000000000000e+00,1.631404822616924e-05
3.915993558359001e+01,1.560045026120177e-02,1.698230772009141e-03,1.658847654479315e-03,4.390268412025317e-04,0.000000000000000e+00,1.623270509436524e-05
3.969792656037720e+01,1.551765298351660e-02,1.696605890815095e-03,1.650339263589542e-03,4.376954840440452e-04,0.000000000000000e+00,1.614948799201903e-05
4.024330861906461e+01,1.543022952903117e-02,1.694938525942045e-03,1.641381962116361e-03,4.363235697973108e-04,0.000000000000000e+00,1.606436314626318e-05
4.079618330055906e+01,1.533838339822981e-02,1.693227815034592e-03,1.631982541377513e-03,4.349111548733741e-04,0.000000000000000e+00,1.597732917868520e-05
4.135665354076686e+01,1.524205444767186e-02,1.691472473912309e-03,1.622147697091297e-03,4.334584923664706e-04,0.000000000000000e+00,1.588829888820509e-05
4.192482368975893e+01,1.514124478907281e-02,1.689671402180792e-03,1.611884100488791e-03,4.319645185397458e-04,0.000000000000000e+00,1.579726480917558e-05
4.250079953119870e+01,1.503614012811084e-02,1.687823749662054e-03,1.601198334643863e-03,4.304294044956273e-04,0.000000000000000e+00,1.570423785934199e-05
4.308468830203743e+01,1.492680632308129e-02,1.685928266188533e-03,1.590096967946006e-03,4.288528967564110e-04,0.000000000000000e+00,1.560837136990301e-05
4.367659871247997e+01,1.481330013442135e-02,1.683983884639987e-03,1.578586487488197e-03,4.272347237609945e-04,0.000000000000000e+00,1.551177480117758e-05
4.427664096622457e+01,1.469551293635489e-02,1.681989090798451e-03,1.566673347312754e-03,4.255745554621791e-04,0.000000000000000e+00,1.541239166730388e-05
4.488492678098103e+01,1.457370129321137e-02,1.679942661462979e-03,1.554363952396640e-03,4.238720669617718e-04,0.000000000000000e+00,1.531080067155129e-05
4.550156940927081e+01,1.444788159466186e-02,1.677843251295378e-03,1.541664645824431e-03,4.221268464936150e-04,0.000000000000000e+00,1.520697414416196e-05
4.612668365951236e+01,1.431816376983119e-02,1.675689393600797e-03,1.528581838531294e-03,4.203384429809882e-04,0.000000000000000e+00,1.510088891680319e-05
4.676038591739696e+01,1.418450592076404e-02,1.673480401406350e-03,1.515121827028439e-03,4.185063480405970e-04,0.000000000000000e+00,1.499249212496472e-05
4.740279416755736e+01,1.404691487206519e-02,1.671214433440486e-03,1.501291008176875e-03,4.166300183638110e-04,0.000000000000000e+00,1.488177761423743e-05
4.805402801553470e+01,1.390554775476120e-02,1.668890620923244e-03,1.487095676899538e-03,4.147089496157790e-04,0.000000000000000e+00,1.476866936797781e-05
4.871420871004717e+01,1.376070962572768e-02,1.666508987583418e-03,1.472542311320007e-03,4.127426153861886e-04,0.000000000000000e+00,1.465316523815054e-05
4.938345916556420e+01,1.361245923379906e-02,1.664064298455934e-03,1.457637373551988e-03,4.107304731266147e-04,0.000000000000000e+00,1.453520353502575e-05
5.006190398519115e+01,1.346080491207391e-02,1.661557201009040e-03,1.442387353493055e-03,4.086719331210268e-04,0.000000000000000e+00,1.441476320141309e-05
5.074966948386852e+01,1.330567928721969e-02,1.658986404788731e-03,1.426798871895554e-03,4.065663658675512e-04,0.000000000000000e+00,1.429176703286814e-05
5.144688371188922e+01,1.314716836264771e-02,1.656349117167028e-03,1.410878647207963e-03,4.044131461432811e-04,0.000000000000000e+00,1.416626977314070e-05
5.215367647873985e+01,1.298523785377627e-02,1.653644531819231e-03,1.394633490176951e-03,4.022115798559826e-04,0.000000000000000e+00,1.403817033716822e-05
5.287017937726857e+01,1.282019484939702e-02,1.650871090654736e-03,1.378070358407010e-03,3.999611485772369e-04,0.000000000000000e+00,1.390743458647584e-05
5.359652580818589e+01,1.265204052888402e-02,1.648027015065021e-03,1.361196388298102e-03,3.976612267101714e-04,0.000000000000000e+00,1.377403514024231e-05
5.433285100490124e+01,1.248096373235727e-02,1.645111019683099e-03,1.344018831744419e-03,3.953111864594095e-04,0.000000000000000e+00,1.363795095061848e-05
5.507929205870136e+01,1.230719441447621e-02,1.642121235711265e-03,1.326545177434899e-03,3.929103805060629e-04,0.000000000000000e+00,1.349898914325456e-05
5.583598794427444e+01,1.213082392238118e-02,1.639055179053294e-03,1.308783091102322e-03,3.904582389993713e-04,0.000000000000000e+00,1.335751462822223e-05
5.660307954558463e+01,1.195179247785901e-02,1.635910933807041e-03,1.290740531895915e-03,3.879541242221424e-04,0.000000000000000e+00,1.321316539108200e-05
5.738070968210234e+01,1.177007107077100e-02,1.632687922560306e-03,1.272425616731048e-03,3.853977132157489e-04,0.000000000000000e+00,1.306593888589564e-05
5.816902313539502e+01,1.158538730723947e-02,1.629384087446467e-03,1.253846800354386e-03,3.827878777120702e-04,0.000000000000000e+00,1.291592882302582e-05
5.896816667608265e+01,1.139888923130291e-02,1.625996677182532e-03,1.235012845686510e-03,3.801240791262435e-04,0.000000000000000e+00,1.276300861175912e-05
5.977828909116418e+01,1.120946871501761e-02,1.622524143929269e-03,1.215932712441343e-03,3.774059304795492e-04,0.000000000000000e+00,1.260717981125741e-05
6.059954121171928e+01,1.101884731868523e-02,1.618964499412779e-03,1.196615726637356e-03,3.746328699909568e-04,0.000000000000000e+00,1.244842939989113e-05
6.143207594099014e+01,1.082576449661334e-02,1.615315929913205e-03,1.177071569244620e-03,3.718044129886132e-04,0.000000000000000e+00,1.228671371122446e-05
6.227604828284991e+01,1.063082698625326e-02,1.611575890748177e-03,1.157310240841686e-03,3.689197166120162e-04,0.000000000000000e+00,1.212204070622192e-05
6.313161537066143e+01,1.043392116541520e-02,1.607742589658486e-03,1.137342089803859e-03,3.659784440494056e-04,0.000000000000000e+00,1.195422101990829e-05
6.399893649653294e+01,1.023539809335160e-02,1.603813892026944e-03,1.117177848070650e-03,3.629806943974784e-04,0.000000000000000e+00,1.178368575945882e-05
6.487817314097578e+01,1.003537365984579e-02,1.599787177718345e-03,1.096828602377155e-03,3.599257303519835e-04,0.000000000000000e+00,1.160997963106820e-05
6.576948900296894e+01,9.833775488020011e-03,1.595660274378324e-03,1.076305871141276e-03,3.568132371929466e-04,0.000000000000000e+00,1.143322536400584e-05
6.667305003043725e+01,9.630897272317937e-03,1.591429709144527e-03,1.055621595017170e-03,3.536429064552957e-04,0.000000000000000e+00,1.125342944195724e-05
6.758902445114823e+01,9.426714867635976e-03,1.587095106173987e-03,1.034788114523718e-03,3.504145023727146e-04,0.000000000000000e+00,1.107057566946314e-05
6.851758280403286e+01,9.221549663874425e-03,1.582654258145278e-03,1.013818134209812e-03,3.471277622044870e-04,0.000000000000000e+00,1.088463855068931e-05
6.945889797093747e+01,9.015393659622277e-03,1.578104145093718e-03,9.927247844630414e-04,3.437825472684923e-04,0.000000000000000e+00,1.069568078124317e-05
