# energy,mu_nu,pi_pi0,pi_pi_pi,pi0_e_nu,pi0_mu_nu,pi_pi0_pi0,e_nu
3.484378750887372e+00,6.550117307207910e-04,1.675038036362706e-04,9.396470938375940e-05,6.513132323665092e-07,2.362319874276289e-05,1.016731449250009e-05,0.000000000000000e+00
3.527801176956892e+00,6.702845840185066e-04,1.715069549594774e-04,9.626983486520257e-05,6.699787423008795e-07,2.419365473826279e-05,1.041630502746035e-05,0.000000000000000e+00
3.571764734522314e+00,6.858892772845322e-04,1.756011359750193e-04,9.862978682176647e-05,6.888768623454356e-07,2.477732120873643e-05,1.067120066311236e-05,0.000000000000000e+00
3.616276167179574e+00,7.018322043105007e-04,1.797882768726033e-04,1.010458278958682e-04,7.080104912939186e-07,2.537448818365144e-05,1.093213671604648e-05,0.000000000000000e+00
3.661342302563487e+00,7.181198462223584e-04,1.840703428860512e-04,1.035192481329679e-04,7.273825640649187e-07,2.598545140181458e-05,1.119925141174801e-05,0.000000000000000e+00
3.706970053395045e+00,7.347587709099039e-04,1.884493346670358e-04,1.060513655077745e-04,7.469960521520627e-07,2.661051239543435e-05,1.147268593923716e-05,0.000000000000000e+00
3.753166418541765e+00,7.517556323374681e-04,1.929272886490560e-04,1.086435264575433e-04,7.668539640798160e-07,2.724997857405188e-05,1.175258450638513e-05,0.000000000000000e+00
3.799938484091250e+00,7.691171697287849e-04,1.975062774006783e-04,1.112971064224141e-04,7.869593458649607e-07,2.790416330825161e-05,1.203909439589730e-05,0.000000000000000e+00
3.847293424438119e+00,7.868502066187948e-04,2.021884099670255e-04,1.140135103927235e-04,8.073152814838242e-07,2.857338601305873e-05,1.233236602195256e-05,0.000000000000000e+00
3.895238503384507e+00,8.049616497647923e-04,2.069758321984403e-04,1.167941734632215e-04,8.279248933453354e-07,2.925797223092417e-05,1.263255298748744e-05,0.000000000000000e+00
3.943781075254251e+00,8.234584879089530e-04,2.118707270651901e-04,1.196405613941056e-04,8.487913427699704e-07,2.995825371419177e-05,1.293981214211145e-05,0.000000000000000e+00
3.992928586020979e+00,8.423477903839358e-04,2.168753149570226e-04,1.225541711787743e-04,8.699178304746697e-07,3.067456850693668e-05,1.325430364063935e-05,0.000000000000000e+00
4.042688574450253e+00,8.616367055528510e-04,2.219918539663251e-04,1.255365316181938e-04,8.913075970637992e-07,3.140726102605702e-05,1.357619100222397e-05,0.000000000000000e+00
4.093068673255945e+00,8.813324590745056e-04,2.272226401535661e-04,1.285892039017528e-04,9.129639235262280e-07,3.215668214149446e-05,1.390564117007198e-05,0.000000000000000e+00
4.144076610271017e+00,9.014423519844011e-04,2.325700077936375e-04,1.317137821944681e-04,9.348901317385986e-07,3.292318925545118e-05,1.424282457172307e-05,0.000000000000000e+00
4.195720209632908e+00,9.219737585815504e-04,2.380363296016481e-04,1.349118942303929e-04,9.570895849748761e-07,3.370714638046520e-05,1.458791517987143e-05,0.000000000000000e+00
4.248007392983678e+00,9.429341241107080e-04,2.436240169366349e-04,1.381852019120569e-04,9.795656884222397e-07,3.450892421619576e-05,1.494109057370643e-05,0.000000000000000e+00
4.300946180685109e+00,9.643309622291417e-04,2.493355199815922e-04,1.415354019157569e-04,1.002321889703407e-06,3.532890022476454e-05,1.530253200074738e-05,0.000000000000000e+00
4.354544693048960e+00,9.861718522466080e-04,2.551733278981357e-04,1.449642263024973e-04,1.025361679405465e-06,3.616745870448831e-05,1.567242443914533e-05,0.000000000000000e+00
4.408811151582547e+00,1.008464436126639e-03,2.611399689540338e-04,1.484734431343603e-04,1.048688591615301e-06,3.702499086183085e-05,1.605095666042271e-05,0.000000000000000e+00
4.463753880249833e+00,1.031216415236757e-03,2.672380106217512e-04,1.520648570960685e-04,1.072306204461684e-06,3.790189488139146e-05,1.643832129261888e-05,0.000000000000000e+00
4.519381306748262e+00,1.054435546834668e-03,2.734700596460603e-04,1.557403101214822e-04,1.097516333201798e-06,3.879857599373896e-05,1.683471488380806e-05,0.000000000000000e+00
4.575701963801479e+00,1.078129640276886e-03,2.798387620786817e-04,1.595016820247510e-04,1.125282805178948e-06,3.971544654088867e-05,1.724033796595290e-05,0.000000000000000e+00
4.632724490468169e+00,1.102306552935674e-03,2.863468032778133e-04,1.633508911358181e-04,1.153395303711428e-06,4.065292603920985e-05,1.765539511905440e-05,0.000000000000000e+00
4.690457633467211e+00,1.126974185809543e-03,2.929969078703085e-04,1.672898949399538e-04,1.181858140991912e-06,4.161144123953988e-05,1.808009503555659e-05,0.000000000000000e+00
4.748910248519342e+00,1.152140478811899e-03,2.997918396741469e-04,1.713206907209660e-04,1.210675682951738e-06,4.259142618426949e-05,1.851465058496072e-05,0.000000000000000e+00
4.808091301705536e+00,1.177813405721739e-03,3.067344015787454e-04,1.754453162077146e-04,1.239852349930605e-06,4.359332226115148e-05,1.895927887860137e-05,0.000000000000000e+00
4.868009870842326e+00,1.204000968779634e-03,3.138274353805206e-04,1.796658502235251e-04,1.269392617354607e-06,4.461757825357290e-05,1.941420133453312e-05,0.000000000000000e+00
4.928675146874246e+00,1.230711192911428e-03,3.210738215710054e-04,1.839844133380725e-04,1.299301016422727e-06,4.566465038701636e-05,1.987964374247325e-05,0.000000000000000e+00
4.990096435283641e+00,1.257952119561396e-03,3.284764790746878e-04,1.884031685212718e-04,1.329582134801876e-06,4.673500237142354e-05,2.035583632874262e-05,0.000000000000000e+00
5.052283157518041e+00,1.285731800115738e-03,3.360383649336130e-04,1.929243217986859e-04,1.360240617330598e-06,4.782910543915895e-05,2.084301382114273e-05,0.000000000000000e+00
5.115244852435315e+00,1.314058288896494e-03,3.437624739356412e-04,1.975501229079222e-04,1.391281166731547e-06,4.894743837825631e-05,2.134141551370345e-05,0.000000000000000e+00
5.178991177766851e+00,1.342939635705101e-03,3.516518381831216e-04,2.022828659554616e-04,1.422708544332840e-06,5.009048756061549e-05,2.185128533123173e-05,0.000000000000000e+00
5.243531911598958e+00,1.372383877893875e-03,3.597095265985821e-04,2.071248900733214e-04,1.454527570798397e-06,5.125874696479974e-05,2.237287189358712e-05,0.000000000000000e+00
5.308876953872730e+00,1.402399031942823e-03,3.679386443638795e-04,2.120785800749188e-04,1.486743126867387e-06,5.245271819306764e-05,2.290642857960587e-05,0.000000000000000e+00
5.375036327902609e+00,1.432993084518143e-03,3.763423322890975e-04,2.171463671094627e-04,1.519360154102894e-06,5.367291048225451e-05,2.345221359059038e-05,0.000000000000000e+00
5.442020181913856e+00,1.464173982987826e-03,3.849237661072969e-04,2.223307293141564e-04,1.552383655649890e-06,5.491984070810041e-05,2.401049001327584e-05,0.000000000000000e+00
5.509838790599207e+00,1.495949625368661e-03,3.936861556910574e-04,2.276341924634557e-04,1.585818697002688e-06,5.619403338260238e-05,2.458152588218127e-05,0.000000000000000e+00
5.578502556694907e+00,1.528327849677877e-03,4.026327441865553e-04,2.330593306145735e-04,1.619670406781931e-06,5.749602064394700e-05,2.516559424124598e-05,0.000000000000000e+00
5.648022012576395e+00,1.561316422661482e-03,4.117668070607307e-04,2.386087667483819e-04,1.656577849380617e-06,5.882634223855952e-05,2.576297320464773e-05,0.000000000000000e+00
5.718407821873867e+00,1.594923027870206e-03,4.210916510569007e-04,2.442851734048094e-04,1.710156731032254e-06,6.018554549478288e-05,2.637394601669221e-05,0.000000000000000e+00
5.789670781107974e+00,1.629155253052667e-03,4.306106130539563e-04,2.500912733117738e-04,1.764403314215136e-06,6.157418528767652e-05,2.699880111065791e-05,0.000000000000000e+00
5.861821821345918e+00,1.664020576834137e-03,4.403270588240732e-04,2.560298400066498e-04,1.819325919844538e-06,6.299282399440198e-05,2.763783216647377e-05,0.000000000000000e+00
5.934872009878168e+00,1.699526354647896e-03,4.502443816836268e-04,2.621036984491941e-04,1.874932972531220e-06,6.444203143963547e-05,2.829133816710033e-05,0.000000000000000e+00
6.008832551916074e+00,1.735679803884796e-03,4.603660010317731e-04,2.683157256248079e-04,1.931233001873673e-06,6.592238483042276e-05,2.895962345347765e-05,0.000000000000000e+00
6.083714792310648e+00,1.772487988225185e-03,4.706953607709067e-04,2.746688511369444e-04,1.988234643766487e-06,6.743446867986298e-05,2.964299777789699e-05,0.000000000000000e+00
6.159530217292757e+00,1.809957801115846e-03,4.812359276029512e-04,2.811660577874061e-04,2.045946641725015e-06,6.897887471898151e-05,3.034177635564434e-05,0.000000000000000e+00
6.236290456234992e+00,1.848095948352987e-03,4.919911891951594e-04,2.878103821432032e-04,2.104377848226539e-06,7.055620179611989e-05,3.105627991475635e-05,0.000000000000000e+00
6.314007283435521e+00,1.886908929730775e-03,5.029646522088443e-04,2.946049150885867e-04,2.163537226068167e-06,7.216705576314145e-05,3.178683474372152e-05,0.000000000000000e+00
6.392692619924144e+00,1.926403019713054e-03,5.141598401841382e-04,3.015528023607735e-04,2.223433849741637e-06,7.381204934771841e-05,3.253377273694914e-05,0.000000000000000e+00
6.472358535290871e+00,1.966584247084263e-03,5.255802912736030e-04,3.086572450678205e-04,2.284076906825255e-06,7.549180201093213e-05,3.329743143782115e-05,0.000000000000000e+00
6.553017249537281e+00,2.007458373533640e-03,5.372295558171840e-04,3.159215001870129e-04,2.345475699393190e-06,7.720693978938441e-05,3.407815407913074e-05,0.000000000000000e+00
6.634681134950960e+00,2.049030871124898e-03,5.491111937506757e-04,3.233488810420502e-04,2.407639645442320e-06,7.895809512097919e-05,3.487628962070347e-05,0.000000000000000e+00
6.717362718003282e+00,2.091306898601546e-03,5.612287718395168e-04,3.309427577572210e-04,2.470578280336862e-06,8.074590665349746e-05,3.569219278398378e-05,0.000000000000000e+00
6.801074681270867e+00,2.134291276476023e-03,5.735858607293971e-04,3.387065576866687e-04,2.532896561138224e-06,8.257101903504854e-05,3.652622408336196e-05,0.000000000000000e+00
6.885829865380962e+00,2.177988460848534e-03,5.861860318047587e-04,3.466437658167430e-04,2.592346269047820e-06,8.443408268543703e-05,3.737874985400175e-05,0.000000000000000e+00
6.971641270981069e+00,2.222402515899336e-03,5.990328538459105e-04,3.547579251393431e-04,2.652536840890736e-06,8.633575354744568e-05,3.825014227592024e-05,0.000000000000000e+00
7.058522060733126e+00,2.267537084995839e-03,6.121298894750614e-04,3.630526369940412e-04,2.713477509334163e-06,8.827669281698542e-05,3.914077939405650e-05,0.000000000000000e+00
7.146485561332539e+00,2.313395360353453e-03,6.254806913811645e-04,3.715315613766687e-04,2.775177622103051e-06,9.025756665101967e-05,4.005104513405496e-05,0.000000000000000e+00
7.235545265552356e+00,2.359980051186605e-03,6.390887983130220e-04,3.801984172119243e-04,2.837646643413957e-06,9.227904585212020e-05,4.098132931347308e-05,0.000000000000000e+00
7.325714834312953e+00,2.407293350283698e-03,6.529577308296564e-04,3.890569825874605e-04,2.900894155426774e-06,9.434180552846133e-05,4.193202764811259e-05,0.000000000000000e+00
7.417008098777479e+00,2.455336898937084e-03,6.670909867964726e-04,3.981110949467473e-04,2.964929859714544e-06,9.644652472800565e-05,4.290354175315441e-05,0.000000000000000e+00
7.509439062473422e+00,2.504111750156220e-03,6.814920366152429e-04,4.073646512379116e-04,3.029763578751583e-06,9.859388604558065e-05,4.389627913876612e-05,0.000000000000000e+00
7.603021903440629e+00,2.553618330089310e-03,6.961643181754512e-04,4.168216080155907e-04,3.095405257420157e-06,1.007845752014866e-04,4.491065319983210e-05,0.000000000000000e+00
7.697770976406081e+00,2.603856397575560e-03,7.111112315139773e-04,4.264859814927049e-04,3.161864964535940e-06,1.030192805902185e-04,4.594708319944068e-05,0.000000000000000e+00
7.793700814985757e+00,2.654825001747058e-03,7.263361331695639e-04,4.363618475388977e-04,3.229152894392460e-06,1.052986927978189e-04,4.700599424574543e-05,0.000000000000000e+00
7.890826133913982e+00,2.706522437595923e-03,7.418423302179331e-04,4.464533416222439e-04,3.297279368324828e-06,1.076235040863192e-04,4.808781726179938e-05,0.000000000000000e+00
7.989161831300509e+00,2.758946199418924e-03,7.576330739728030e-04,4.567646586906498e-04,3.377274869540715e-06,1.099944078436533e-04,4.919298894794135e-05,0.000000000000000e+00
8.088722990915755e+00,2.812092932048174e-03,7.737115533374502e-04,4.673000529892104e-04,3.462305470217793e-06,1.124120979973619e-04,5.032195173629494e-05,0.000000000000000e+00
8.189524884504506e+00,2.865958379772755e-03,7.900808877908055e-04,4.780638378096027e-04,3.548395724633893e-06,1.148772683903300e-04,5.147515373691890e-05,0.000000000000000e+00
8.291582974128469e+00,2.920537332852296e-03,8.067441199913898e-04,4.890603851674167e-04,3.635558838223742e-06,1.173906121167270e-04,5.265304867512768e-05,0.000000000000000e+00
8.394912914537985e+00,2.975823571519388e-03,8.237042079817003e-04,5.002941254031161e-04,3.723808180988553e-06,1.199528208162325e-04,5.385609581947596e-05,0.000000000000000e+00
8.499530555573346e+00,3.031809807363647e-03,8.409640169749280e-04,5.117695467021450e-04,3.813157289546883e-06,1.225645839245598e-04,5.508475989988118e-05,0.000000000000000e+00
8.605451944595996e+00,3.088487621985743e-03,8.585263107051157e-04,5.234911945294535e-04,3.903619869211005e-06,1.252265878781915e-04,5.633951101532984e-05,0.000000000000000e+00
8.712693328950051e+00,3.145847402805275e-03,8.763937423210841e-04,5.354636709735258e-04,3.995209796089181e-06,1.279395152711584e-04,5.762082453059102e-05,0.000000000000000e+00
8.821271158454490e+00,3.203878275901605e-03,8.945688448036247e-04,5.476916339947443e-04,4.087941119214128e-06,1.307040439616013e-04,5.892918096133284e-05,0.000000000000000e+00
8.931202087926385e+00,3.262568035761833e-03,9.130540208845949e-04,5.601797965726948e-04,4.181828062697996e-06,1.335208461257509e-04,6.026506584700905e-05,0.000000000000000e+00
9.042502979735621e+00,3.321903071805111e-03,9.318515324456867e-04,5.729329257467691e-04,4.276885027914225e-06,1.363905872568707e-04,6.162896961085671e-05,0.000000000000000e+00
9.155190906391406e+00,3.381868291546987e-03,9.509634893736658e-04,5.859558415441514e-04,4.379038749158134e-06,1.393139251065923e-04,6.302138740631314e-05,0.000000000000000e+00
9.269283153161041e+00,3.442447040262223e-03,9.703918378479602e-04,5.992534157890227e-04,4.483303201144796e-06,1.422915085659713e-04,6.444281894913136e-05,0.000000000000000e+00
9.384797220721310e+00,3.503621016998544e-03,9.901383480354451e-04,6.128305707865169e-04,4.588866999666879e-06,1.453239764834729e-04,6.589376833443887e-05,0.000000000000000e+00
9.501750827842933e+00,3.565370186788038e-03,1.010204601166243e-03,6.266922778746797e-04,4.695746337217489e-06,1.484119564169829e-04,6.737474383795252e-05,0.000000000000000e+00
9.620161914108433e+00,3.627672688896560e-03,1.030591975963251e-03,6.408435558373757e-04,4.803957608081018e-06,1.515560633168118e-04,6.888625770052531e-05,0.000000000000000e+00
9.740048642663929e+00,3.690504740945219e-03,1.051301634397024e-03,6.552894691707621e-04,4.913517410847907e-06,1.547568981365350e-04,7.042882589516546e-05,0.000000000000000e+00
9.861429403005175e+00,3.753840538731219e-03,1.072334506736396e-03,6.700351261956278e-04,5.024442550960692e-06,1.580150463683794e-04,7.200296787562853e-05,0.000000000000000e+00
9.984322813798338e+00,3.817652151568425e-03,1.093691275864085e-03,6.850856770075287e-04,5.136750043291810e-06,1.613310764997227e-04,7.360920630564469e-05,0.000000000000000e+00
1.010874772573592e+01,3.881909412960835e-03,1.115372360825185e-03,7.004463112563262e-04,5.250457114753511e-06,1.647055383871356e-04,7.524806676780120e-05,0.000000000000000e+00
1.023472322442831e+01,3.946579806414565e-03,1.137377899575176e-03,7.161222557463153e-04,5.381773069844075e-06,1.681389615442401e-04,7.692007745105582e-05,0.000000000000000e+00
1.036226863333128e+01,4.011628346186213e-03,1.159707730892685e-03,7.321187718477734e-04,5.551275164085773e-06,1.716318533395050e-04,7.862576881581407e-05,0.000000000000000e+00
1.049140351671005e+01,4.077017452757308e-03,1.182361375420816e-03,7.484411527103378e-04,5.722889598196931e-06,1.751846970999350e-04,8.036567323545387e-05,0.000000000000000e+00
1.062214768264030e+01,4.142706822816216e-03,1.205338015799380e-03,7.650947202682009e-04,5.896642696216480e-06,1.787979501164450e-04,8.214032461313478e-05,0.000000000000000e+00
1.075452118604646e+01,4.208653293519937e-03,1.228636475848796e-03,7.820848220266467e-04,6.072561110234225e-06,1.824720415465254e-04,8.395025797267361e-05,0.000000000000000e+00
1.088854433177804e+01,4.274810700799414e-03,1.252255198764874e-03,7.994168276190511e-04,6.250671824479104e-06,1.862073702096389e-04,8.579600902222295e-05,0.000000000000000e+00
1.102423767772412e+01,4.341129731462152e-03,1.276192224281946e-03,8.170961251229029e-04,6.431002159458245e-06,1.900043022705778e-04,8.767811368942427e-05,0.000000000000000e+00
1.116162203796677e+01,4.407557768836510e-03,1.300445164760177e-03,8.351281171229891e-04,6.613579776147699e-06,1.938631688058333e-04,8.959710762665852e-05,0.000000000000000e+00
1.130071848597378e+01,4.474038731691498e-03,1.325011180150991e-03,8.535182165093112e-04,6.798432680235424e-06,1.977842632478084e-04,9.155352568495192e-05,0.000000000000000e+00
1.144154835783104e+01,4.479231006658723e-03,1.349886951792711e-03,8.722718419967678e-04,6.926611808348076e-06,2.017678387014957e-04,9.354790135503346e-05,0.000000000000000e+00
1.158413325551538e+01,4.478808886319943e-03,1.375068654986600e-03,8.913944133531105e-04,7.037106438197182e-06,2.058141051280280e-04,9.558076617397870e-05,0.000000000000000e+00
1.172849505020804e+01,4.478376344954074e-03,1.400551930301359e-03,9.108913463210304e-04,7.148978055233589e-06,2.099232263892596e-04,9.765264909580103e-05,0.000000000000000e+00
1.187465588564956e+01,4.477933127758005e-03,1.426331853552186e-03,9.307680472196946e-04,7.262243819510401e-06,2.140953171473189e-04,9.976407582428935e-05,0.000000000000000e+00
1.202263818153640e+01,4.477478973784249e-03,1.452402904398121e-03,9.510299072103445e-04,7.376921104929759e-06,2.183304396127993e-04,1.019155681063092e-04,0.000000000000000e+00
1.217246463695987e+01,4.477013615796266e-03,1.478758933499306e-03,9.716822962099672e-04,7.493027501907863e-06,2.226286001350138e-04,1.041076429837159e-04,0.000000000000000e+00
1.232415823388805e+01,4.476536780120523e-03,1.505393128173309e-03,9.927305564363248e-04,7.610580820073204e-06,2.269897436511294e-04,1.063408120019449e-04,0.000000000000000e+00
1.247774224069091e+01,4.476048186495198e-03,1.531912091780985e-03,1.014179995566906e-03,7.732301833605523e-06,2.314134174491096e-04,1.086155803732611e-04,0.000000000000000e+00
1.263324021570955e+01,4.475547547915485e-03,1.557979152450404e-03,1.036035879493670e-03,7.981331002449832e-06,2.358972225036648e-04,1.109324460925698e-04,0.000000000000000e+00
1.279067601086971e+01,4.475034570475400e-03,1.583572380452464e-03,1.058303424654584e-03,8.233463579805788e-06,2.404366704883470e-04,1.132918990035919e-04,0.000000000000000e+00
1.295007377534055e+01,4.474508953206053e-03,1.608686217830887e-03,1.080987789922252e-03,8.488738240437591e-06,2.450260423227186e-04,1.156944198131246e-04,0.000000000000000e+00
1.311145795923886e+01,4.473970387910270e-03,1.633312974082338e-03,1.104094068029015e-03,8.747194141075513e-06,2.496589751185576e-04,1.181404790510047e-04,0.000000000000000e+00
1.327485331737942e+01,4.473418558993523e-03,1.657446329210419e-03,1.127627276507037e-03,9.008870926422000e-06,2.543286392598319e-04,1.206305359732912e-04,0.000000000000000e+00
1.344028491307230e+01,4.472853143291081e-03,1.681078549919052e-03,1.151592348121041e-03,9.273808735233005e-06,2.590285579153558e-04,1.231650374060862e-04,0.000000000000000e+00
1.360777812196715e+01,4.472273809891293e-03,1.704199674341113e-03,1.175994120770309e-03,9.542048206474700e-06,2.637522082586730e-04,1.257444165272931e-04,0.000000000000000e+00
1.377735863594573e+01,4.471680219954950e-03,1.726800371280006e-03,1.200837326835671e-03,9.771545761666723e-06,2.684909567863062e-04,1.283690915835104e-04,0.000000000000000e+00
1.394905246706276e+01,4.471072026530622e-03,1.748877110678083e-03,1.226126581946137e-03,1.000232082463868e-05,2.732377571648106e-04,1.310394645391310e-04,0.000000000000000e+00
1.412288595153588e+01,4.470448874365898e-03,1.770417908039189e-03,1.251866373138723e-03,1.023597181294107e-05,2.779882817602353e-04,1.337559196545991e-04,0.000000000000000e+00
1.429888575378546e+01,4.469810399714455e-03,1.791342643961135e-03,1.278061046384003e-03,1.047253456643636e-05,2.827369175128795e-04,1.365188219906532e-04,0.000000000000000e+00
1.447707887052460e+01,4.469156230138849e-03,1.811863949323686e-03,1.304714793448661e-03,1.071204537162430e-05,2.874704613838224e-04,1.393285158352384e-04,0.000000000000000e+00
1.465749263490020e+01,4.468485984308980e-03,1.831744618265369e-03,1.331831638065205e-03,1.095454096720810e-05,2.921910016718609e-04,1.421853230496522e-04,0.000000000000000e+00
1.484015472068563e+01,4.467799271796100e-03,1.850999196266356e-03,1.359415421377669e-03,1.118070736618083e-05,2.968921591777109e-04,1.450895413303237e-04,0.000000000000000e+00
1.502509314652554e+01,4.467095692862313e-03,1.869796654077928e-03,1.387469786630897e-03,1.138811398066290e-05,3.015619629425668e-04,1.480414423824947e-04,0.000000000000000e+00
1.521233628023382e+01,4.466374838245460e-03,1.887953646414138e-03,1.415998163069631e-03,1.159810530221261e-05,3.062058263280447e-04,1.510412700019055e-04,0.000000000000000e+00
1.540191284314474e+01,4.465636288939301e-03,1.905509256351925e-03,1.445003749012161e-03,1.181071354152215e-05,3.108064978598422e-04,1.540892380604279e-04,0.000000000000000e+00
1.559385191451875e+01,4.464879615968909e-03,1.922473640085392e-03,1.474489494061939e-03,1.202597131069434e-05,3.153717915254031e-04,1.571855283914258e-04,0.000000000000000e+00
1.578818293600279e+01,4.464104380161169e-03,1.938823609257633e-03,1.504458080418915e-03,1.224391162824488e-05,3.198868978715349e-04,1.603302885704413e-04,0.000000000000000e+00
1.598493571614645e+01,4.463310131910309e-03,1.954554707529371e-03,1.534911903250874e-03,1.254890132819283e-05,3.243579159177398e-04,1.635236295866287e-04,0.000000000000000e+00
1.618414043497435e+01,4.462496410938343e-03,1.969658749509803e-03,1.565853050083336e-03,1.295426301293770e-05,3.287686387580628e-04,1.667656234001684e-04,0.000000000000000e+00
1.638582764861534e+01,4.461662746050352e-03,1.984123154136765e-03,1.597283279164863e-03,1.336467632640766e-05,3.331318395208949e-04,1.700563003806905e-04,0.000000000000000e+00
1.659002829398970e+01,4.460808654884488e-03,1.997958023352419e-03,1.629203996762934e-03,1.378020422214217e-05,3.374215810567369e-04,1.733956466215481e-04,0.000000000000000e+00
1.679677369355440e+01,4.459933643656612e-03,2.011136005739808e-03,1.661616233343524e-03,1.420091043820928e-05,3.416559570704760e-04,1.767836011245465e-04,0.000000000000000e+00
1.700609556010782e+01,4.459037206899456e-03,2.023654906413645e-03,1.694520618585786e-03,1.462685950698281e-05,3.458215783226596e-04,1.802200528495391e-04,0.000000000000000e+00
1.721802600165409e+01,4.458118827196221e-03,2.035511619802034e-03,1.727917355181055e-03,1.494059524610891e-05,3.499145026622658e-04,1.837048348047618e-04,0.000000000000000e+00
1.743259752632816e+01,4.457177974908493e-03,2.046689240524171e-03,1.761806191363458e-03,1.524168193057347e-05,3.539426907128295e-04,1.872373401338564e-04,0.000000000000000e+00
1.764984304738236e+01,4.456214107898384e-03,2.057194086622839e-03,1.796186392117131e-03,1.554652076577464e-05,3.578920740286102e-04,1.908154569818745e-04,0.000000000000000e+00
1.786979588823479e+01,4.455226671244786e-03,2.067010620008678e-03,1.831056709002849e-03,1.585515851112045e-05,3.617617750074057e-04,1.944362095731055e-04,0.000000000000000e+00
1.809248978758104e+01,4.454215096953631e-03,2.076134582944379e-03,1.866413638335646e-03,1.616764250873613e-05,3.655582013497094e-04,1.980959897711442e-04,0.000000000000000e+00
1.831795890456917e+01,4.453178803662059e-03,2.084551242188840e-03,1.902242994658239e-03,1.656807629301881e-05,3.692790754634912e-04,2.017907991437512e-04,0.000000000000000e+00
1.854623782403954e+01,4.452117196336376e-03,2.092262770644481e-03,1.938521230073847e-03,1.701928974188974e-05,3.729081438372273e-04,2.055162055014205e-04,0.000000000000000e+00
1.877736156182982e+01,4.451029665963684e-03,2.099259996578939e-03,1.975219812702201e-03,1.747612622546100e-05,3.764562368923549e-04,2.092676471595781e-04,0.000000000000000e+00
1.901136557014594e+01,4.449915589237105e-03,2.105532240082222e-03,2.012306187061807e-03,1.793865581814920e-05,3.799229608272247e-04,2.130405954044083e-04,0.000000000000000e+00
1.924828574300030e+01,4.448774328234437e-03,2.111095572287357e-03,2.049744669761747e-03,1.840694946764050e-05,3.833069047733571e-04,2.168296536098986e-04,0.000000000000000e+00
1.948815842171744e+01,4.447605230090184e-03,2.115577992288053e-03,2.087495783800501e-03,1.886323504149401e-05,3.866062662536741e-04,2.206305898906889e-04,0.000000000000000e+00
1.973102040050851e+01,4.446407626660802e-03,2.120007301707000e-03,2.125516051927071e-03,1.931884681047617e-05,3.898140281931182e-04,2.244382947783988e-04,0.000000000000000e+00
1.997690893211520e+01,4.445180834183070e-03,2.123355708408132e-03,2.163771817877021e-03,1.978013642614767e-05,3.929287155694728e-04,2.282462806226614e-04,0.000000000000000e+00
2.022586173352387e+01,4.443924152925465e-03,2.125956466265908e-03,2.202209197863735e-03,2.024717464599370e-05,3.959556494109433e-04,2.320520411595987e-04,0.000000000000000e+00
2.047791699175107e+01,4.442636866832425e-03,2.127814066696979e-03,2.240783668500102e-03,2.071051045892887e-05,3.988932305524693e-04,2.358486684800582e-04,0.000000000000000e+00
2.073311336970096e+01,4.441318243161384e-03,2.128921453824819e-03,2.279452072086893e-03,2.110183285343469e-05,4.017398078141070e-04,2.396300920803531e-04,0.000000000000000e+00
2.099149001209598e+01,4.439967532112456e-03,2.129268926801775e-03,2.318161899179449e-03,2.149803191863555e-05,4.044944845848075e-04,2.433945334743897e-04,0.000000000000000e+00
2.125308655148114e+01,4.438583966450669e-03,2.128864939932307e-03,2.356866095319347e-03,2.189916842773889e-05,4.071577243536553e-04,2.471324489947945e-04,0.000000000000000e+00
2.151794311430334e+01,4.437166761120600e-03,2.127828531022647e-03,2.395510218642255e-03,2.230530391130956e-05,4.097293015762256e-04,2.508435787003279e-04,0.000000000000000e+00
2.178610032706645e+01,4.435715112853321e-03,2.126341321341001e-03,2.434046409692336e-03,2.297549321668882e-05,4.122083290995523e-04,2.545193666955041e-04,0.000000000000000e+00
2.205759932256291e+01,4.434228199765530e-03,2.124816797665074e-03,2.472430755856440e-03,2.374947452721834e-05,4.145935174072233e-04,2.581559159071347e-04,0.000000000000000e+00
2.233248174618324e+01,4.432705180950728e-03,2.123281262203609e-03,2.510603341386649e-03,2.453310121462525e-05,4.168848066961865e-04,2.617477292947538e-04,0.000000000000000e+00
2.261078976230393e+01,4.431145196062357e-03,2.121659483074496e-03,2.548505432728873e-03,2.532649347986763e-05,4.190831828883895e-04,2.652908711340994e-04,0.000000000000000e+00
2.289256606075512e+01,4.429547364888757e-03,2.120020857761167e-03,2.586100991944104e-03,2.593622077500116e-05,4.211891247666861e-04,2.687795799456860e-04,0.000000000000000e+00
2.317785386336889e+01,4.427910786919821e-03,2.118347286959379e-03,2.623323519143789e-03,2.641217319633086e-05,4.232024804078243e-04,2.722102095252732e-04,0.000000000000000e+00
2.346669693060889e+01,4.426234540905250e-03,2.116634342111800e-03,2.660120043540472e-03,2.689405695013192e-05,4.251241498344611e-04,2.755762346308484e-04,0.000000000000000e+00
2.375913956828303e+01,4.424517684404267e-03,2.114875837861868e-03,2.696446312445791e-03,2.738194595283662e-05,4.269492456374382e-04,2.788745199820046e-04,0.000000000000000e+00
2.405522663433931e+01,4.422759253326690e-03,2.113079190907608e-03,2.732242015366628e-03,2.808084400416468e-05,4.286724198773838e-04,2.821001442520549e-04,0.000000000000000e+00
2.435500354574688e+01,4.420958261465235e-03,2.111242947251451e-03,2.767438759341673e-03,2.890954007995112e-05,4.303037757259597e-04,2.852479103018672e-04,0.000000000000000e+00
