# energy,pi_pi_pi0,pi_pi_a,mu_mu
2.909983658871352e+00,2.016687991657242e-04,4.156357923866521e-05,8.960343900420369e-09
2.946629891099515e+00,2.066907912778825e-04,4.259174178978475e-05,9.174872946326006e-09
2.983737619505647e+00,2.118333629822117e-04,4.364431598227454e-05,9.394207944246705e-09
3.021312655839260e+00,2.170993167638281e-04,4.472185816476427e-05,9.618446756478237e-09
3.059360885038841e+00,2.224915163877376e-04,4.582493639161677e-05,9.847688808245947e-09
3.097888266153543e+00,2.280128880806624e-04,4.695413062834265e-05,1.008203509231057e-08
3.136900833276479e+00,2.336664217285700e-04,4.811003295872014e-05,1.032158817234944e-08
3.176404696489770e+00,2.394551720897589e-04,4.929324779352979e-05,1.056645218503090e-08
3.216406042821502e+00,2.453822600233311e-04,5.050439208080604e-05,1.081673284069551e-08
3.256911137214719e+00,2.514508737328523e-04,5.174409551749997e-05,1.107253742255354e-08
3.297926323508635e+00,2.576642700249806e-04,5.301300076243963e-05,1.133397478430382e-08
3.339458025432193e+00,2.640257755828090e-04,5.431176365046579e-05,1.160115534607432e-08
3.381512747610137e+00,2.705387882536367e-04,5.564105340761083e-05,1.187419108858016e-08
3.424097076581756e+00,2.772067783508573e-04,5.700155286718056e-05,1.215319554538960e-08
3.467217681832460e+00,2.840332899696117e-04,5.839395868658787e-05,1.243828379318354e-08
3.510881316838337e+00,2.910219423158205e-04,5.981898156477625e-05,1.272957243988823e-08
3.555094820123876e+00,2.981764310481725e-04,6.127734646006133e-05,1.302717961055572e-08
3.599865116333007e+00,3.055005296326072e-04,6.276979280820616e-05,1.333122493086009e-08
3.645199217313619e+00,3.129980907087818e-04,6.429707474053398e-05,1.364182950807174e-08
3.691104223215748e+00,3.206730474679778e-04,6.585996130186975e-05,1.395911590936527e-08
3.737587323603598e+00,3.285294150418468e-04,6.745923666808844e-05,1.428320813731006e-08
3.784655798581543e+00,3.365712919013519e-04,6.909570036303360e-05,1.461423160238510e-08
3.832317019934337e+00,3.448028612652054e-04,7.077016747455561e-05,1.495231309235294e-08
3.880578452281668e+00,3.532283925170558e-04,7.248346886940362e-05,1.529758073831964e-08
3.929447654247247e+00,3.618522426306082e-04,7.423645140668841e-05,1.565016397729938e-08
3.978932279642637e+00,3.706788576018182e-04,7.602997814961794e-05,1.601019351109476e-08
4.029040078665973e+00,3.797127738872200e-04,7.786492857518819e-05,1.637780126129469e-08
4.079778899115788e+00,3.889586198473975e-04,7.974219878149435e-05,1.675312032018255e-08
4.131156687620122e+00,3.984211171945264e-04,8.166270169230794e-05,1.713628489733863e-08
4.183181490881103e+00,4.081050824428509e-04,8.362736725854480e-05,1.752743026171032e-08
4.235861456935222e+00,4.180154283608776e-04,8.563714265622872e-05,1.792669267891376e-08
4.289204836429449e+00,4.281571654239893e-04,8.769299248053141e-05,1.833420934351971e-08
4.343219983913444e+00,4.385354032660977e-04,8.979589893544841e-05,1.875011830606560e-08
4.397915359148033e+00,4.491553521288705e-04,9.194686201864549e-05,1.917455839452401e-08
4.453299528430157e+00,4.600223243069615e-04,9.414689970098306e-05,1.960766912994563e-08
4.509381165934511e+00,4.711417355875988e-04,9.639704810020331e-05,2.004959063598255e-08
4.566169055072086e+00,4.825191066827584e-04,9.869836164823307e-05,2.050046354198446e-08
4.623672089865803e+00,4.941600646520645e-04,1.010519132515283e-04,2.096042887934660e-08
4.681899276343479e+00,5.060703443144337e-04,1.034587944438561e-04,2.142962797077430e-08
4.740859733948350e+00,5.182557896463762e-04,1.059201155308783e-04,2.190820231211436e-08
4.800562696967327e+00,5.307223551647211e-04,1.084370057258652e-04,2.239629344638744e-08
4.861017515977255e+00,5.434761072914380e-04,1.110106132758369e-04,2.289404282964031e-08
4.922233659309402e+00,5.565232256980672e-04,1.136421055773926e-04,2.340159168822011e-08
4.984220714532349e+00,5.698700046271320e-04,1.163326692814467e-04,2.391908086705447e-08
5.046988389953596e+00,5.835228541877815e-04,1.190835103860575e-04,2.444665066850443e-08
5.110546516140058e+00,5.974883016227319e-04,1.218958543164876e-04,2.498444068133751e-08
5.174905047457698e+00,6.117729925434243e-04,1.247709459915936e-04,2.553258959934866e-08
5.240074063630587e+00,6.263836921301641e-04,1.277100498756007e-04,2.609123502913706e-08
5.306063771319550e+00,6.413272862937949e-04,1.307144500142648e-04,2.666051328652404e-08
5.372884505720732e+00,6.566107827953193e-04,1.337854500543819e-04,2.724055918107699e-08
5.440546732184267e+00,6.722413123196486e-04,1.369243732455488e-04,2.783150578817970e-08
5.509061047853355e+00,6.882261294994906e-04,1.401325624230285e-04,2.843348420806613e-08
5.578438183323957e+00,7.045726138851540e-04,1.434113799705170e-04,2.904662331120930e-08
5.648689004325416e+00,7.212882708558481e-04,1.467622077615482e-04,2.967104946943158e-08
5.719824513422216e+00,7.383807324678030e-04,1.501864470782159e-04,3.030688627207454e-08
5.791855851737191e+00,7.558577582343187e-04,1.536855185058276e-04,3.095425422653925e-08
5.864794300696429e+00,7.737272358325910e-04,1.572608618020364e-04,3.161327044247807e-08
5.938651283796152e+00,7.919971817318959e-04,1.609139357389313e-04,3.228404829888847e-08
6.013438368391834e+00,8.106757417374472e-04,1.646462179164919e-04,3.296669709332779e-08
6.089167267509882e+00,8.297711914439626e-04,1.684592045457416e-04,3.366132167243427e-08
6.165849841682083e+00,8.492919365926496e-04,1.723544101998488e-04,3.436802204290596e-08
6.243498100803202e+00,8.692465133250569e-04,1.763333675313529e-04,3.508689296205242e-08
6.322124206011941e+00,8.896435883268577e-04,1.803976269535983e-04,3.581802350699769e-08
6.401740471595599e+00,9.104919588543355e-04,1.845487562843750e-04,3.656149662157332e-08
6.482359366918710e+00,9.318005526359704e-04,1.887883403496722e-04,3.731738863990036e-08
6.563993518375990e+00,9.535784276411535e-04,1.931179805453525e-04,3.808576878561720e-08
6.646655711369837e+00,9.758347717076680e-04,1.975392943544541e-04,3.886669864566584e-08
6.730358892312776e+00,9.985789020191963e-04,2.020539148177256e-04,3.966023161750452e-08
6.815116170655102e+00,1.021820264423658e-03,2.066634899548848e-04,4.046641232856639e-08
6.900940820938054e+00,1.045568432582769e-03,2.113696821339836e-04,4.128527602673533e-08
6.987846284872855e+00,1.069833106942756e-03,2.161741673861365e-04,4.211684794055815e-08
7.075846173445931e+00,1.094624113515656e-03,2.210786346627517e-04,4.296114260785966e-08
7.164954269050643e+00,1.119951402460176e-03,2.260847850322713e-04,4.381816317137131e-08
7.255184527645854e+00,1.145825046450527e-03,2.311943308132932e-04,4.468790063992576e-08
7.346551080941692e+00,1.172255238821133e-03,2.364089946408076e-04,4.557033311371145e-08
7.439068238612836e+00,1.199252291474539e-03,2.417305084621356e-04,4.646542497201664e-08
7.532750490539671e+00,1.226826632539262e-03,2.471606124590025e-04,4.737312602182882e-08
7.627612509077665e+00,1.254988803763690e-03,2.527010538920221e-04,4.829337060558749e-08
7.723669151355347e+00,1.283749457631548e-03,2.583535858637043e-04,4.922607666631768e-08
7.820935461601174e+00,1.313119354183703e-03,2.641199659959194e-04,5.017114476829865e-08
7.919426673499758e+00,1.343109357530467e-03,2.700019550175836e-04,5.112845707134672e-08
8.019158212577727e+00,1.373730432037777e-03,2.760013152581342e-04,5.209787625671069e-08
8.120145698619654e+00,1.404993638169898e-03,2.821198090421738e-04,5.307924440249792e-08
8.222404948114388e+00,1.436910127970478e-03,2.883591969804559e-04,5.407238180646131e-08
8.325951976732229e+00,1.469491140163038e-03,2.947212361521805e-04,5.507708575389127e-08
8.430803001833244e+00,1.502747994850999e-03,3.012076781733364e-04,5.609312922826094e-08
8.536974445007226e+00,1.536692087796603e-03,3.078202671456137e-04,5.712025956217970e-08
8.644482934645607e+00,1.571334884257027e-03,3.145607374801563e-04,5.815819702610801e-08
8.753345308545770e+00,1.606687912355101e-03,3.214308115901870e-04,5.920663335218320e-08
8.863578616548150e+00,1.642762755961001e-03,3.284321974462728e-04,6.026523019039758e-08
8.975200123206571e+00,1.679571047060242e-03,3.355665859877349e-04,6.133361749425786e-08
9.088227310492165e+00,1.717124457582190e-03,3.428356483834180e-04,6.241139183293719e-08
9.202677880531381e+00,1.755434690662206e-03,3.502410331347553e-04,6.349811462681048e-08
9.318569758378466e+00,1.794513471309298e-03,3.577843630137500e-04,6.459331030313626e-08
9.435921094822852e+00,1.834372536449952e-03,3.654672318281838e-04,6.569646436851702e-08
9.554750269231899e+00,1.875023624317523e-03,3.732912010060325e-04,6.680702139463346e-08
9.675075892429444e+00,1.916478463155191e-03,3.812577959907268e-04,6.792438291360574e-08
9.796916809610604e+00,1.958748759199156e-03,3.893685024385414e-04,6.904790521918657e-08
9.920292103293260e+00,2.001846183907181e-03,3.976247622090164e-04,7.017689706983772e-08
1.004522109630674e+01,2.045782360396213e-03,4.060279691389415e-04,7.131061728958173e-08
1.017172335481815e+01,2.090568849051109e-03,4.145794645900228e-04,7.244827226235395e-08
1.029981869139673e+01,2.136217132264891e-03,4.232805327599306e-04,7.358901331540755e-08
1.042952716811693e+01,2.182738598269321e-03,4.321323957460054e-04,7.473193398714534e-08
1.056086909970049e+01,2.230144524012630e-03,4.411362083504290e-04,7.587606717456335e-08
1.069386505669805e+01,2.278446057039550e-03,4.502930526152023e-04,7.625057316313619e-08
1.082853586871093e+01,2.327654196326795e-03,4.596039320747961e-04,7.624498307745912e-08
1.096490262765337e+01,2.377779772025051e-03,4.690697657137953e-04,7.623925319841062e-08
1.110298669105600e+01,2.428833424056631e-03,4.786913816163688e-04,7.623338006066860e-08
1.124280968541069e+01,2.480825579515517e-03,4.884684187968287e-04,7.622736011399713e-08
1.138439350955780e+01,2.533766428814493e-03,4.984006523418955e-04,7.622118972120847e-08
1.152776033811582e+01,2.587665900521518e-03,5.084827886788522e-04,7.621486515607745e-08
1.167293262495438e+01,2.642533634825104e-03,5.187128871350972e-04,7.620838260120785e-08
1.181993310671094e+01,2.698378955565972e-03,5.290828105425164e-04,7.620173814584896e-08
1.196878480635171e+01,2.755210840769411e-03,5.395894115497131e-04,7.619492778366195e-08
1.211951103677754e+01,2.813037891610217e-03,5.502218174961575e-04,7.618794741043443e-08
1.227213540447513e+01,2.871868299739002e-03,5.609801582690376e-04,7.618079282174250e-08
1.242668181321417e+01,2.931709812895790e-03,5.718503631860876e-04,7.617345971055867e-08
1.258317446779120e+01,2.992569698733657e-03,5.828287862581869e-04,7.616594366480510e-08
1.274163787782045e+01,3.054454706771866e-03,5.939044571174472e-04,7.615824016485042e-08
1.290209686157257e+01,3.117371028394668e-03,6.050719999630029e-04,7.615034458094923e-08
1.306457654986155e+01,3.181324254808284e-03,6.163212953403282e-04,7.614225217062310e-08
1.322910238998070e+01,3.246319332865090e-03,6.276436647251665e-04,7.613395807598155e-08
1.339570014968820e+01,3.312360518660009e-03,6.390313461454287e-04,7.612545732098208e-08
1.356439592124270e+01,3.379451328800316e-03,6.504744784768104e-04,7.611674480862763e-08
1.373521612548998e+01,3.447594489245907e-03,6.619679453871784e-04,7.610781531810060e-08
1.390818751600078e+01,3.516791881612639e-03,6.734954246806794e-04,7.609866350183145e-08
1.408333718326108e+01,3.587044486827148e-03,6.850534279457819e-04,7.608928388250122e-08
1.426069255891479e+01,3.658351313582153e-03,6.966298920736315e-04,7.607967084997619e-08
1.444028142006019e+01,3.730693743502619e-03,7.082150618313120e-04,7.606981865817313e-08
1.462213189360024e+01,3.804041170403774e-03,7.198038513048228e-04,7.605972142185436e-08
1.480627246064780e+01,3.878328040306737e-03,7.313812010625258e-04,7.604937311335036e-08
1.499273196098630e+01,3.953481476266617e-03,7.429398649275664e-04,7.603876755920895e-08
1.518153959758657e+01,4.029447164380988e-03,7.544723327167446e-04,7.602789843676968e-08
1.537272494118055e+01,4.106121103445584e-03,7.659638829212890e-04,7.601675927066121e-08
1.556631793489265e+01,4.183451223866826e-03,7.774107868884718e-04,7.600534342922101e-08
1.576234889892931e+01,4.261332586962135e-03,7.887988744892761e-04,7.599364412083513e-08
1.596084853532780e+01,4.339687633976672e-03,8.001174706283044e-04,7.598165439019679e-08
1.616184793276463e+01,4.418434492271962e-03,8.113631542262608e-04,7.596936711448208e-08
1.636537857142467e+01,4.497473196463314e-03,8.225192601760701e-04,7.595677499944101e-08
1.657147232793147e+01,4.576731436829492e-03,8.335784100009342e-04,7.594387057540265e-08
1.678016148033980e+01,4.656104493882705e-03,8.445359087552468e-04,7.593064619319200e-08
1.699147871319090e+01,4.735522058460554e-03,8.553727760430665e-04,7.591709401995751e-08
1.720545712263151e+01,4.814869810263435e-03,8.660835848786147e-04,7.590320603490723e-08
1.742213022159738e+01,4.894098312885282e-03,8.766626774664827e-04,7.588897402495164e-08
1.764153194506189e+01,4.973074631668469e-03,8.870929887724685e-04,7.587438958025194e-08
1.786369665535104e+01,5.051741527820607e-03,8.973687872311888e-04,7.585944408967125e-08
1.808865914752508e+01,5.129992324065606e-03,9.074807577902743e-04,7.584412873612752e-08
1.831645465482816e+01,5.207765403193850e-03,9.174219209746505e-04,7.582843449184598e-08
1.854711885420646e+01,5.284940204675885e-03,9.271744273078836e-04,7.581235211350923e-08
1.878068787189578e+01,5.361311820918083e-03,9.367314193742022e-04,7.579587213730327e-08
1.901719828907974e+01,5.437222584017938e-03,9.460921864689335e-04,7.577898487385738e-08
1.925668714761887e+01,5.512140276332661e-03,9.552401820399786e-04,7.576168040307585e-08
1.949919195585219e+01,5.586149469958358e-03,9.641622287591806e-04,7.574394856885992e-08
1.974475069447166e+01,5.659141461819933e-03,9.728546340850823e-04,7.572577897371749e-08
1.999340182247057e+01,5.731069343571106e-03,9.813183504516485e-04,7.570716097325898e-08
2.024518428316709e+01,5.801836449204309e-03,9.895414987683971e-04,7.568808367057717e-08
2.050013751030329e+01,5.871332740972257e-03,9.975130349416308e-04,7.566853591050877e-08
2.075830143422143e+01,5.939535552736882e-03,1.005243094313416e-03,7.564850627377620e-08
2.101971648811754e+01,6.006306293529049e-03,1.012724057759453e-03,7.562798307100684e-08
2.128442361437420e+01,6.071596245758125e-03,1.019963415130067e-03,7.560695433662815e-08
2.155246427097277e+01,6.135367583089882e-03,1.026940633194438e-03,7.558540782263643e-08
2.182388043798642e+01,6.197453405439120e-03,1.033660727405776e-03,7.556333099223699e-08
2.209871462415514e+01,6.257891821381172e-03,1.040132667832436e-03,7.554071101335354e-08
2.237700987354316e+01,6.316542484686390e-03,1.046346629223022e-03,7.551753475200515e-08
2.265880977228066e+01,6.373286972271407e-03,1.052314045521667e-03,7.549378876554781e-08
2.294415845539005e+01,6.428173723951646e-03,1.058020037895583e-03,7.546945929577928e-08
2.323310061369828e+01,6.481051848472631e-03,1.063459148560694e-03,7.544453226190445e-08
2.352568150083636e+01,6.531878040710478e-03,1.068651948490533e-03,7.541899325335922e-08
2.382194694032677e+01,6.580573340957133e-03,1.073586014964639e-03,7.539282752249103e-08
2.412194333276041e+01,6.627089475284199e-03,1.078278315783857e-03,7.536601997709321e-08
2.442571766306360e+01,6.671339744839798e-03,1.082706379802571e-03,7.533855517279169e-08
2.473331750785700e+01,6.713238573620496e-03,1.086870112984218e-03,7.531041730528142e-08
2.504479104290681e+01,6.752751355996051e-03,1.090785292171987e-03,7.528159020241049e-08
2.536018705067000e+01,6.789964709750917e-03,1.094446658593223e-03,7.525205731610978e-08
2.567955492793465e+01,6.824723902696893e-03,1.097859089098912e-03,7.522180171416603e-08
2.600294469355619e+01,6.856970798281282e-03,1.101033615933856e-03,7.519080607183614e-08
