# energy,pi_pi_pi0,pi_pi_a,mu_mu
2.633040699629152e+01,6.886916712553342e-03,1.103945509374685e-03,7.515905266330056e-08
2.666199312273127e+01,6.914470347713163e-03,1.106602663039705e-03,7.512652335295382e-08
2.699775500533243e+01,6.939640259120855e-03,1.109004123454452e-03,7.509319958652986e-08
2.733774523055185e+01,6.962382342007978e-03,1.111160275090968e-03,7.505906238206036e-08
2.768201704708215e+01,6.982873616127970e-03,1.113070527595229e-03,7.502409232066395e-08
2.803062437419162e+01,7.001023553136523e-03,1.114736320596425e-03,7.498826953716419e-08
2.838362181016878e+01,7.016951783480435e-03,1.116168485430651e-03,7.495157371053471e-08
2.874106464087360e+01,7.030595067582413e-03,1.117364542387589e-03,7.491398405416913e-08
2.910300884839628e+01,7.042042210203102e-03,1.118306427826517e-03,7.487547930597430e-08
2.946951111982492e+01,7.051255944681358e-03,1.118998010416957e-03,7.483603771828478e-08
2.984062885612398e+01,7.058357299471397e-03,1.119451130201200e-03,7.479563704759709e-08
3.021642018112408e+01,7.063273219439074e-03,1.119659097589359e-03,7.475425454412159e-08
3.059694395062551e+01,7.066201164556462e-03,1.119624498455672e-03,7.471186694115095e-08
3.098225976161585e+01,7.067019460656776e-03,1.119360255287156e-03,7.466845044424302e-08
3.137242796160422e+01,7.065821272687293e-03,1.118865723882205e-03,7.462398072021716e-08
3.176750965807266e+01,7.062549691993827e-03,1.118138725926408e-03,7.457843288596240e-08
3.216756672804659e+01,7.057330444290505e-03,1.117184694696427e-03,7.453178149705596e-08
3.257266182778616e+01,7.050144973739386e-03,1.116016890090268e-03,7.448400053619148e-08
3.298285840259901e+01,7.041057153694794e-03,1.114624708134568e-03,7.443506340141509e-08
3.339822069677736e+01,7.030113479855187e-03,1.113009125568656e-03,7.438494289416923e-08
3.381881376365947e+01,7.017318058863644e-03,1.111171657884904e-03,7.433361120714248e-08
3.424470347581843e+01,7.002757099109985e-03,1.109112847182374e-03,7.428103991192546e-08
3.467595653537899e+01,6.986373708408272e-03,1.106830920782152e-03,7.422719994647172e-08
3.511264048446412e+01,6.968256170789075e-03,1.104335926644512e-03,7.417206160236334e-08
3.555482371577367e+01,6.948402370315633e-03,1.101625797053668e-03,7.411559451188113e-08
3.600257548329561e+01,6.926803009751588e-03,1.098708840248702e-03,7.405776763487908e-08
3.645596591315270e+01,6.903574571961901e-03,1.095580868875187e-03,7.399854924546334e-08
3.691506601458543e+01,6.878670318099270e-03,1.092245174371977e-03,7.393790691847603e-08
3.737994769107330e+01,6.852156323257844e-03,1.088710817845184e-03,7.387580751578424e-08
3.785068375159641e+01,6.824024215820621e-03,1.084974245695981e-03,7.381221717237496e-08
3.832734792203842e+01,6.794358369233752e-03,1.081041043837100e-03,7.374710128225721e-08
3.881001485673367e+01,6.763129604152331e-03,1.076907631311963e-03,7.368042448417195e-08
3.929876015015909e+01,6.730368757658793e-03,1.072576728135265e-03,7.361215064711203e-08
3.979366034877399e+01,6.696136100061057e-03,1.068056658236606e-03,7.354224285565311e-08
4.029479296300850e+01,6.660364845463207e-03,1.063344580118443e-03,7.347066339509819e-08
4.080223647940296e+01,6.623186386109276e-03,1.058455912444854e-03,7.339737373643805e-08
4.131607037290071e+01,6.584593127777654e-03,1.053372021337112e-03,7.332233452112971e-08
4.183637511929494e+01,6.544524339410658e-03,1.048051219645899e-03,7.324550554569692e-08
4.236323220783295e+01,6.503083175183827e-03,1.042633589096235e-03,7.316684574615507e-08
4.289672415397881e+01,6.460244472364542e-03,1.037006397789989e-03,7.308631318226507e-08
4.343693451233656e+01,6.416036510942932e-03,1.031195617419319e-03,7.300386502162012e-08
4.398394788973678e+01,6.370452437127530e-03,1.025207197608871e-03,7.291945752356980e-08
4.453784995848716e+01,6.323480091335366e-03,1.019037297462694e-03,7.283304602298712e-08
4.509872746979076e+01,6.275282205872904e-03,1.012683413034801e-03,7.274458491388345e-08
4.566666826733240e+01,6.225709147875395e-03,1.006158006912841e-03,7.265402763287810e-08
4.624176130103698e+01,6.174838217450642e-03,9.994628567165350e-04,7.256132664252844e-08
4.682409664100051e+01,6.122597798270650e-03,9.926022433340651e-04,7.246643341452844e-08
4.741376549159657e+01,6.069219006457498e-03,9.855726605610437e-04,7.236929841278300e-08
4.801086020576094e+01,6.014568515871257e-03,9.783270165232103e-04,7.226987107636645e-08
4.861547429945538e+01,5.958697842023632e-03,9.709996341454642e-04,7.216809980237458e-08
4.922770246631430e+01,5.901581025167552e-03,9.634590808293521e-04,7.206393192867945e-08
4.984764059247515e+01,5.843248395981848e-03,9.557554601133291e-04,7.195731371659812e-08
5.047538577159629e+01,5.783723860582372e-03,9.478971597541517e-04,7.184819033348585e-08
5.111103632006348e+01,5.723035066328663e-03,9.398925135409929e-04,7.173650583526610e-08
5.175469179238785e+01,5.661162109297450e-03,9.317453736790530e-04,7.162220314891024e-08
5.240645299679832e+01,5.598079882637539e-03,9.234476721145743e-04,7.150522405488074e-08
5.306642201102981e+01,5.533615115187365e-03,9.149972228450925e-04,7.138550916955207e-08
5.373470219831034e+01,5.468601479874044e-03,9.063998488432990e-04,7.126299792762560e-08
5.441139822354999e+01,5.402290976105339e-03,8.976441308755417e-04,7.113762856455454e-08
5.509661606973287e+01,5.334923330149994e-03,8.887416436862656e-04,7.100933809899711e-08
5.579046305451642e+01,5.266508353688254e-03,8.796785311379859e-04,7.087806231531629e-08
5.649304784703914e+01,5.197054970224649e-03,8.704657885249013e-04,7.074373574614663e-08
5.720448048494001e+01,5.126614236664744e-03,8.611131020078564e-04,7.060629165504899e-08
5.792487239159274e+01,5.055199553790453e-03,8.516295887395185e-04,7.046566201927569e-08
5.865433639355633e+01,4.982843022531084e-03,8.420107188935489e-04,7.032177751267043e-08
5.939298673824618e+01,4.909508609004319e-03,8.322785196838592e-04,7.017456748872739e-08
6.014093911182689e+01,4.835225407068634e-03,8.224137950241721e-04,7.002395996383713e-08
6.089831065733122e+01,4.760060164618322e-03,8.124183601109464e-04,6.986988160074694e-08
6.166521999300669e+01,4.684051513642350e-03,8.022925066619275e-04,6.971225769226580e-08
6.244178723089313e+01,4.607239803985796e-03,7.920447587562532e-04,6.955101214524556e-08
6.322813399563491e+01,4.529584913528090e-03,7.816868929322939e-04,6.938606746487146e-08
6.402438344352909e+01,4.451121725635210e-03,7.712193325030759e-04,6.921734473929784e-08
6.483066028181436e+01,4.371965113120778e-03,7.606400735469743e-04,6.904476362466527e-08
6.564709078820212e+01,4.292090277383532e-03,7.499540675863310e-04,6.886824233053900e-08
6.647380283065419e+01,4.211477912498806e-03,7.391556467931446e-04,6.868769760580983e-08
6.731092588740916e+01,4.130228566010265e-03,7.282496089938075e-04,6.850304472510089e-08
6.815859106726082e+01,4.048379079934869e-03,7.172488051006646e-04,6.831419747572635e-08
6.901693113009269e+01,3.965933138908974e-03,7.061666339243476e-04,6.812106814524986e-08
6.988608050767009e+01,3.882911571431696e-03,6.949885332227483e-04,6.792356750969420e-08
7.076617532469507e+01,3.799435830214185e-03,6.837210042400996e-04,6.772160482245512e-08
7.165735342012589e+01,3.715485019347548e-03,6.723714639392871e-04,6.751508780397587e-08
7.255975436876486e+01,3.631072938471338e-03,6.609434035683928e-04,6.730392263224129e-08
7.347351950311879e+01,3.546343490628177e-03,6.494488260855905e-04,6.708801393415375e-08
7.439879193553375e+01,3.461348223999569e-03,6.378870261250727e-04,6.686726477785650e-08
7.533571658060957e+01,3.376018997729983e-03,6.262603235820134e-04,6.664157666607215e-08
7.628444017789560e+01,3.290515758517291e-03,6.145694889668195e-04,6.641084953053005e-08
7.724511131487330e+01,3.204852466549299e-03,6.028336360345012e-04,6.617498172755574e-08
7.821788045022755e+01,3.119088213433409e-03,5.910552248318043e-04,6.593387003490445e-08
7.920289993741099e+01,3.033318264820136e-03,5.792194929955354e-04,6.568740964992016e-08
8.020032404850589e+01,2.947552012518226e-03,5.673751955184903e-04,6.543549418910832e-08
8.121030899838540e+01,2.861918585472832e-03,5.554893822906101e-04,6.517801568921409e-08
8.223301296918017e+01,2.776424091953519e-03,5.435872662555783e-04,6.491486460990167e-08
8.326859613505233e+01,2.691114379784033e-03,5.316682956942231e-04,6.464592983813639e-08
8.431722068728149e+01,2.606086740663516e-03,5.197358758075513e-04,6.437109869437428e-08
8.537905085966740e+01,2.521415373624279e-03,5.077910563937905e-04,6.409025694067040e-08
8.645425295425130e+01,2.437173749099164e-03,4.958722984370001e-04,6.380328879082222e-08
8.754299536736258e+01,2.353429175933483e-03,4.839402441089427e-04,6.351007692266864e-08
8.864544861599200e+01,2.270268285270730e-03,4.720145945682421e-04,6.321050249267350e-08
8.976178536449841e+01,2.187775666345397e-03,4.601110121874033e-04,6.290444515292451e-08
9.089218045165086e+01,2.106048640405387e-03,4.482327067899112e-04,6.259178307069051e-08
9.203681091801130e+01,2.025125617816842e-03,4.363706120863994e-04,6.227239295067968e-08
9.319585603366301e+01,1.945049849903464e-03,4.245752665366475e-04,6.194615006015415e-08
9.436949732628682e+01,1.865920220176942e-03,4.128242123494545e-04,6.161292825705988e-08
9.555791860959245e+01,1.787806287350019e-03,4.011260914647283e-04,6.127260002133937e-08
9.676130601210627e+01,1.710828176781856e-03,3.894947388205596e-04,6.092503648960321e-08
9.797984800632324e+01,1.635060626307102e-03,3.779399117856927e-04,6.057010749334187e-08
9.921373543822470e+01,1.560580685037573e-03,3.664550831171102e-04,6.020768160087147e-08
1.004631615571682e+02,1.487440830296838e-03,3.550471565312114e-04,5.983762616321266e-08
1.017283220461544e+02,1.415711748776041e-03,3.437215081621008e-04,5.945980736411229e-08
1.030094150524741e+02,1.345506675131576e-03,3.324832486674180e-04,5.907409027442680e-08
1.043066412187420e+02,1.276911724798342e-03,3.213467002818633e-04,5.868033891109694e-08
1.056202037143213e+02,1.209997669064250e-03,3.103228688731801e-04,5.827841630095183e-08
1.069503082671427e+02,1.144806638467504e-03,2.994158871132627e-04,5.786818454959446e-08
1.082971631959266e+02,1.081418670590243e-03,2.886373594643938e-04,5.744950491562656e-08
1.096609794428084e+02,1.019924949453586e-03,2.779853862070427e-04,5.702223789048970e-08
1.110419706063765e+02,9.603778420340021e-04,2.674614662092286e-04,5.658624328420446e-08
1.124403529751257e+02,9.028218125704397e-04,2.570790417643322e-04,5.614138031730735e-08
1.138563455613319e+02,8.472634159826564e-04,2.468442054112937e-04,5.568750771929601e-08
1.152901701353534e+02,7.937415363177352e-04,2.367708719680963e-04,5.522448383390684e-08
1.167420512603640e+02,7.422391491784054e-04,2.268661042107834e-04,5.475216673156586e-08
1.182122163275241e+02,6.927312540711556e-04,2.171322347563396e-04,5.427041432936434e-08
1.197008955915941e+02,6.452105277474013e-04,2.075715437303056e-04,5.377908451893180e-08
1.212083222069965e+02,5.996770275273149e-04,1.981879962967737e-04,5.327803530258947e-08
1.227347322643321e+02,5.561169794755125e-04,1.890024065686352e-04,5.276712493818941e-08
1.242803648273563e+02,5.144862714763250e-04,1.800167050630891e-04,5.224621209305760e-08
1.258454619704210e+02,4.748048815974373e-04,1.712372689920048e-04,5.171515600748088e-08
1.274302688163869e+02,4.370125103683716e-04,1.626645604794121e-04,5.117381666819508e-08
1.290350335750158e+02,4.011039291605312e-04,1.543040227340404e-04,5.062205499235211e-08
1.306600075818433e+02,3.670547895474144e-04,1.461700168672571e-04,5.005973302246396e-08
1.323054453375435e+02,3.348589781050452e-04,1.382683223043149e-04,4.948671413284299e-08
1.339716045477883e+02,3.044501131771720e-04,1.305981724957468e-04,4.890286324808265e-08
1.356587461636082e+02,2.758181189182133e-04,1.231626861700825e-04,4.830804707414146e-08
1.373671344222631e+02,2.489319520534780e-04,1.159702796651320e-04,4.770213434262189e-08
1.390970368886253e+02,2.237475696363010e-04,1.090277067549726e-04,4.708499606885946e-08
1.408487244970867e+02,2.002287930130047e-04,1.023360582418487e-04,4.645650582446123e-08
1.426224715939905e+02,1.783359253959104e-04,9.589340371575230e-05,4.581654002496640e-08
1.444185559806001e+02,1.580255779217639e-04,8.970251207298481e-05,4.516497823332205e-08
1.462372589566072e+02,1.392682177781180e-04,8.376720992460708e-05,4.450170347990529e-08
1.480788653641882e+02,1.220043623500174e-04,7.808096897911979e-05,4.382660259984584e-08
1.499436636326170e+02,1.061757617690064e-04,7.263883876866075e-05,4.313956658844269e-08
1.518319458234363e+02,9.174769335455589e-05,6.743906864084231e-05,4.244049097549710e-08
1.537440076762020e+02,7.865799134995371e-05,6.248036681642448e-05,4.172927621941819e-08
1.556801486547998e+02,6.685692971181314e-05,5.775946691916718e-05,4.100582812200095e-08
1.576406719943471e+02,5.627957582358869e-05,5.326651531252492e-05,4.027005826480431e-08
1.596258847486859e+02,4.687553717042246e-05,4.900372899317306e-05,3.952188446810392e-08
1.616360978384717e+02,3.857003428859032e-05,4.496452651427933e-05,3.876123127343031e-08
1.636716260998711e+02,3.131456795113362e-05,4.114295486880837e-05,3.798803045074938e-08
1.657327883338691e+02,2.502616177845363e-05,3.753643884524859e-05,3.720222153138425e-08
1.678199073562004e+02,1.965525556831229e-05,3.414089025274066e-05,3.640375236782153e-08
1.699333100479082e+02,1.511470699964190e-05,3.094941199976954e-05,3.559257972159906e-08
1.720733274065387e+02,1.135147487450021e-05,2.795741262923486e-05,3.476866988051629e-08
1.742402945979829e+02,8.276464082317177e-06,2.516100533376894e-05,3.393199930646010e-08
1.764345510089682e+02,5.834669030231978e-06,2.255322141512775e-05,3.308255531520100e-08
1.786564403002141e+02,3.932528880360895e-06,2.012889060966640e-05,3.222033678955710e-08
1.809063104602540e+02,2.521779742916860e-06,1.788278893695129e-05,3.134535492739507e-08
1.831845138599382e+02,1.495692830680763e-06,1.580785054436228e-05,3.045763402599055e-08
1.854914073076212e+02,8.046392490925085e-07,1.389992610747043e-05,2.955721230433331e-08
1.878273521050432e+02,3.855909665795144e-07,1.215024140129047e-05,2.864414276503272e-08
1.901927141039186e+02,1.486585957412929e-07,1.055349189584288e-05,2.771849409754328e-08
1.925878637632331e+02,5.071722029981678e-08,9.103351053511404e-06,2.678035162450307e-08
1.950131762072660e+02,8.621575471032927e-09,7.794625649442900e-06,2.582981829305150e-08
1.974690312843407e+02,0.000000000000000e+00,6.618265333909157e-06,2.486701571306899e-08
1.999558136263153e+02,0.000000000000000e+00,5.567702138671097e-06,2.389208524436317e-08
2.024739127088248e+02,0.000000000000000e+00,4.636176644023143e-06,2.290518913490483e-08
2.050237229122780e+02,0.000000000000000e+00,3.816368204470966e-06,2.190651171231122e-08
2.076056435836265e+02,0.000000000000000e+00,3.102463425595871e-06,2.089626063085418e-08
2.102200790989081e+02,0.000000000000000e+00,2.486388477510391e-06,1.987466817637508e-08
2.128674389265812e+02,0.000000000000000e+00,1.958344310985288e-06,1.884199263157416e-08
2.155481376916539e+02,0.000000000000000e+00,1.514139040900485e-06,1.779851970425483e-08
2.182625952406217e+02,0.000000000000000e+00,1.144561218069026e-06,1.674456402119973e-08
2.210112367072243e+02,0.000000000000000e+00,8.431625323794972e-07,1.568047069046845e-08
2.237944925790278e+02,0.000000000000000e+00,6.017532744978316e-07,1.460661693502092e-08
2.266127987648489e+02,0.000000000000000e+00,4.138514511364785e-07,1.352341380068828e-08
2.294665966630238e+02,0.000000000000000e+00,2.711599813758047e-07,1.243130794163525e-08
2.323563332305414e+02,0.000000000000000e+00,1.679029388674157e-07,1.133078348658552e-08
2.352824610530439e+02,0.000000000000000e+00,9.573885896261678e-08,1.022236398921933e-08
2.382454384157097e+02,0.000000000000000e+00,4.964827352206984e-08,9.106614466282053e-09
2.412457293750305e+02,0.000000000000000e+00,2.187868775969894e-08,7.984143527096208e-09
2.442838038314894e+02,0.000000000000000e+00,8.130492310603849e-09,6.855605598310723e-09
2.473601376031572e+02,0.000000000000000e+00,2.083771409691662e-09,5.721703247880757e-09
2.504752125002142e+02,0.000000000000000e+00,4.614203734289091e-10,4.583189612434744e-09
2.536295164004089e+02,0.000000000000000e+00,0.000000000000000e+00,3.440870932346252e-09
2.568235433254713e+02,0.000000000000000e+00,0.000000000000000e+00,2.295609199010593e-09
2.600577935184826e+02,0.000000000000000e+00,0.000000000000000e+00,1.148324919006018e-09
2.633327735222255e+02,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
