# energy,pi0_pi0_pi0,pi_pi_pi0,pi_e_nu,pi_mu_nu,pi_pi,pi0_pi0
8.871084483821414e-01,0.000000000000000e+00,8.046145261049827e-06,1.686118453662005e-05,2.182198405071393e-05,1.858307570614421e-07,0.000000000000000e+00
8.994264045440319e-01,0.000000000000000e+00,8.325022802619604e-06,1.744307299006618e-05,2.257617361209435e-05,1.922402182373119e-07,0.000000000000000e+00
9.119154018500835e-01,0.000000000000000e+00,8.611223144324900e-06,1.804076815558018e-05,2.335041057675867e-05,1.988172530192037e-07,0.000000000000000e+00
9.245778152943788e-01,0.000000000000000e+00,8.904978794926738e-06,1.865425769337858e-05,2.414487542713980e-05,2.056103368924688e-07,0.000000000000000e+00
9.374160528490126e-01,0.000000000000000e+00,9.206502210619921e-06,1.928315561199999e-05,2.495986758670398e-05,2.125359813325178e-07,0.000000000000000e+00
9.504325559220083e-01,0.000000000000000e+00,9.516019266067740e-06,1.992888032562208e-05,2.579636393534446e-05,2.196090226844811e-07,0.000000000000000e+00
9.636297998215922e-01,0.000000000000000e+00,9.833774358687128e-06,2.059093341718082e-05,2.665515244259041e-05,2.269124496692731e-07,0.000000000000000e+00
9.770102942269171e-01,0.000000000000000e+00,1.015999223512879e-05,2.127136661311508e-05,2.753665231413145e-05,2.344065511712358e-07,0.000000000000000e+00
9.905765836653180e-01,0.000000000000000e+00,1.049493043691133e-05,2.196967881541067e-05,2.844149447358995e-05,2.421125944658644e-07,0.000000000000000e+00
1.004331247996198e+00,0.000000000000000e+00,1.083882120758165e-05,2.268667042444872e-05,2.937034104669200e-05,2.499944915880845e-07,0.000000000000000e+00
1.018276902901634e+00,0.000000000000000e+00,1.119194866297042e-05,2.342265868607342e-05,3.032397876381411e-05,2.580984523176713e-07,0.000000000000000e+00
1.032416200383789e+00,0.000000000000000e+00,1.155453536695828e-05,2.417819471021268e-05,3.130302192123715e-05,2.664112504683401e-07,0.000000000000000e+00
1.046751829269238e+00,0.000000000000000e+00,1.192689703081759e-05,2.495368963657761e-05,3.230821946182697e-05,2.749440688914066e-07,0.000000000000000e+00
1.061286515720294e+00,0.000000000000000e+00,1.230926314807122e-05,2.574987242992947e-05,3.334033334557828e-05,2.837078221207070e-07,0.000000000000000e+00
1.076023023753432e+00,0.000000000000000e+00,1.270196461146458e-05,2.656731601430021e-05,3.440009227187801e-05,2.927021651481347e-07,0.000000000000000e+00
1.090964155764915e+00,0.000000000000000e+00,1.310524277430290e-05,2.740659644266796e-05,3.548824090682711e-05,3.019378036712781e-07,0.000000000000000e+00
1.106112753063717e+00,0.000000000000000e+00,1.351944310960547e-05,2.826837429970563e-05,3.660563168032170e-05,3.114183358443762e-07,0.000000000000000e+00
1.121471696411845e+00,0.000000000000000e+00,1.394481725515763e-05,2.915321263292628e-05,3.775300609616242e-05,3.211567598747116e-07,0.000000000000000e+00
1.137043906572164e+00,0.000000000000000e+00,1.438173206824178e-05,3.006183137674422e-05,3.893125379291937e-05,3.311495123964992e-07,0.000000000000000e+00
1.152832344863834e+00,0.000000000000000e+00,1.483046524452176e-05,3.099476576517076e-05,4.014119191061459e-05,3.414164424122384e-07,0.000000000000000e+00
1.168840013725449e+00,0.000000000000000e+00,1.529137382924134e-05,3.195282284742583e-05,4.138371565820514e-05,3.519527873781333e-07,0.000000000000000e+00
1.185069957286004e+00,0.000000000000000e+00,1.576478942173160e-05,3.293658530668766e-05,4.265968873490090e-05,3.627753928381998e-07,0.000000000000000e+00
1.201525261943788e+00,0.000000000000000e+00,1.625104103404607e-05,3.394676256733055e-05,4.397006396255764e-05,3.738852563679172e-07,0.000000000000000e+00
1.218209056953315e+00,0.000000000000000e+00,1.675049867129466e-05,3.498416297318296e-05,4.531576106913910e-05,3.852959535866861e-07,0.000000000000000e+00
1.235124515020405e+00,0.000000000000000e+00,1.726354860937869e-05,3.604941803449828e-05,4.669776505196719e-05,3.970093584092982e-07,0.000000000000000e+00
1.252274852905524e+00,0.000000000000000e+00,1.779052416318067e-05,3.714334598469505e-05,4.811704568603834e-05,4.090414859830609e-07,0.000000000000000e+00
1.269663332035511e+00,0.000000000000000e+00,1.833184152977428e-05,3.826676991430184e-05,4.957463242019081e-05,4.213922530243234e-07,0.000000000000000e+00
1.287293259123790e+00,0.000000000000000e+00,1.888786051400730e-05,3.942033971755321e-05,5.107156422352677e-05,4.340784019326696e-07,0.000000000000000e+00
1.305167986799197e+00,0.000000000000000e+00,1.945903506231120e-05,4.060505998915824e-05,5.260893621773417e-05,4.471015972574958e-07,0.000000000000000e+00
1.323290914243542e+00,0.000000000000000e+00,2.004573977739295e-05,4.182164019069024e-05,5.418778795597696e-05,4.604778404912178e-07,0.000000000000000e+00
1.341665487838019e+00,0.000000000000000e+00,2.064840950894063e-05,4.307097521762392e-05,5.580929501295799e-05,4.742115695242937e-07,0.000000000000000e+00
1.360295201818593e+00,0.000000000000000e+00,2.126749356162110e-05,4.435396731173817e-05,5.747458791126559e-05,4.883136867545787e-07,0.000000000000000e+00
1.379183598940489e+00,0.000000000000000e+00,2.190344881457418e-05,4.567151139728378e-05,5.918485451375180e-05,5.027953504512648e-07,0.000000000000000e+00
1.398334271151909e+00,0.000000000000000e+00,2.255668854578486e-05,4.702448609802994e-05,6.094132948833036e-05,5.176673265706970e-07,0.000000000000000e+00
1.417750860277096e+00,0.000000000000000e+00,2.322775589171054e-05,4.841394780532804e-05,6.274522885364529e-05,5.329340086981386e-07,0.000000000000000e+00
1.437437058708894e+00,0.000000000000000e+00,2.391706340421130e-05,4.984083362863170e-05,6.459784374357726e-05,5.486166204372863e-07,0.000000000000000e+00
1.457396610110918e+00,0.000000000000000e+00,2.462515486113897e-05,5.130604369523533e-05,6.650051327164772e-05,5.647137192302982e-07,0.000000000000000e+00
1.477633310129471e+00,0.000000000000000e+00,2.535256362593571e-05,5.281077841987485e-05,6.845448107879050e-05,5.812487796012848e-07,0.000000000000000e+00
1.498151007115357e+00,0.000000000000000e+00,2.609972100272027e-05,5.435594488494565e-05,7.046126604465487e-05,5.982222288726642e-07,0.000000000000000e+00
1.518953602855703e+00,0.000000000000000e+00,2.686728753089644e-05,5.594266441428330e-05,7.252219605703874e-05,6.156565998812078e-07,0.000000000000000e+00
1.540045053315954e+00,0.000000000000000e+00,2.765571697273411e-05,5.757218116242006e-05,7.463871928226865e-05,6.335519195368504e-07,0.000000000000000e+00
1.561429369392166e+00,0.000000000000000e+00,2.846562857388146e-05,5.924534986003353e-05,7.681241149757585e-05,6.519313754997942e-07,0.000000000000000e+00
1.583110617673747e+00,0.000000000000000e+00,2.929758865120380e-05,6.096364530500852e-05,7.904462372079125e-05,6.708026339826008e-07,0.000000000000000e+00
1.605092921216783e+00,0.000000000000000e+00,3.015218792719394e-05,6.272800334770219e-05,8.133716835966258e-05,6.901786123231245e-07,0.000000000000000e+00
1.627380460328114e+00,0.000000000000000e+00,3.103005906764140e-05,6.453980038343649e-05,8.369142661796351e-05,7.100737843865109e-07,0.000000000000000e+00
1.649977473360283e+00,0.000000000000000e+00,3.193182605895758e-05,6.640031215377420e-05,8.610915397555052e-05,7.305008699971326e-07,0.000000000000000e+00
1.672888257517536e+00,0.000000000000000e+00,3.285810667622801e-05,6.847858969173093e-05,8.859206865833001e-05,7.514758225839263e-07,0.000000000000000e+00
1.696117169673004e+00,0.000000000000000e+00,3.380961209567938e-05,7.044673302637594e-05,9.114175015813097e-05,7.730112011140314e-07,0.000000000000000e+00
1.719668627197239e+00,0.000000000000000e+00,3.478699427416047e-05,7.246756347179720e-05,9.376019155972232e-05,7.951200468318355e-07,0.000000000000000e+00
1.743547108798249e+00,0.000000000000000e+00,3.579091721470887e-05,7.454254966460178e-05,9.644904122823972e-05,8.178233153523667e-07,0.000000000000000e+00
1.767757155373204e+00,0.000000000000000e+00,3.682219803224626e-05,7.667300803281712e-05,9.921023652147017e-05,8.411296107779048e-07,0.000000000000000e+00
1.792303370871960e+00,0.000000000000000e+00,3.788141012328127e-05,7.886053967222355e-05,1.020457069942068e-04,8.650564858629464e-07,0.000000000000000e+00
1.817190423172581e+00,0.000000000000000e+00,3.896951545503906e-05,8.110637659247851e-05,1.049573514842169e-04,8.896301301483207e-07,0.000000000000000e+00
1.842423044969014e+00,0.000000000000000e+00,4.008711710916981e-05,8.341242721628280e-05,1.079473070635803e-04,9.148472896138709e-07,0.000000000000000e+00
1.868006034671090e+00,0.000000000000000e+00,4.123503858573796e-05,8.577990537995538e-05,1.110174977081333e-04,9.407469692600248e-07,0.000000000000000e+00
1.893944257317025e+00,0.000000000000000e+00,4.241424260813373e-05,8.821063981177174e-05,1.141701302984286e-04,9.673282199757940e-07,0.000000000000000e+00
1.920242645498585e+00,0.000000000000000e+00,4.362527626787953e-05,9.070628732668907e-05,1.174073579942544e-04,9.946199395740094e-07,0.000000000000000e+00
1.946906200299108e+00,0.000000000000000e+00,4.486931262045123e-05,9.326833901328218e-05,1.207313773405523e-04,1.022639688548970e-06,0.000000000000000e+00
1.973939992244539e+00,0.000000000000000e+00,4.614703637884254e-05,9.589892910205929e-05,1.241445390424702e-04,1.051399590349130e-06,0.000000000000000e+00
2.001349162267679e+00,0.000000000000000e+00,4.745936556092069e-05,9.859924375525836e-05,1.276490619833665e-04,1.080928560680750e-06,0.000000000000000e+00
2.029138922685821e+00,0.000000000000000e+00,4.880737710925925e-05,1.013717075255515e-04,1.312474705473451e-04,1.111234794956393e-06,0.000000000000000e+00
2.057314558191958e+00,0.000000000000000e+00,5.019176021170116e-05,1.042178436398031e-04,1.349421665859547e-04,1.142351309692760e-06,0.000000000000000e+00
2.085881426859757e+00,0.000000000000000e+00,5.161372101615942e-05,1.071395244936449e-04,1.387356614873615e-04,1.174286730301820e-06,0.000000000000000e+00
2.114844961162489e+00,0.000000000000000e+00,5.307416677220820e-05,1.101390382893513e-04,1.426305675226609e-04,1.207074058038205e-06,0.000000000000000e+00
2.144210669006106e+00,0.000000000000000e+00,5.457411859643311e-05,1.132179981044445e-04,1.466295119618320e-04,1.240724793352385e-06,0.000000000000000e+00
2.173984134776660e+00,0.000000000000000e+00,5.611466885551570e-05,1.163788222294204e-04,1.507352193506433e-04,1.275264962456172e-06,0.000000000000000e+00
2.204171020402270e+00,0.000000000000000e+00,5.769683193407221e-05,1.196232748402146e-04,1.549503840291617e-04,1.310721756941954e-06,0.000000000000000e+00
2.234777066429834e+00,0.000000000000000e+00,5.932179785283951e-05,1.229537806217753e-04,1.592780269775380e-04,1.347106932726369e-06,0.000000000000000e+00
2.265808093116689e+00,0.000000000000000e+00,6.099060490968048e-05,1.263725350497823e-04,1.637209232097895e-04,1.384462989161466e-06,0.000000000000000e+00
2.297270001537433e+00,0.000000000000000e+00,6.270452217941489e-05,1.298815810840936e-04,1.682821316942420e-04,1.422795428205836e-06,0.000000000000000e+00
2.329168774706116e+00,0.000000000000000e+00,6.446466955778823e-05,1.334834896280999e-04,1.729647262086389e-04,1.462137762815465e-06,0.000000000000000e+00
2.361510478714007e+00,0.000000000000000e+00,6.627229814267968e-05,1.371804983102169e-04,1.777717268693803e-04,1.502517026971048e-06,0.000000000000000e+00
2.394301263883165e+00,0.000000000000000e+00,6.812869563266347e-05,1.409750985621100e-04,1.827065445453670e-04,1.543957179275385e-06,0.000000000000000e+00
2.427547365936030e+00,0.000000000000000e+00,7.003506770743929e-05,1.448696831031880e-04,1.877722924319544e-04,1.586488303822344e-06,0.000000000000000e+00
2.461255107181249e+00,0.000000000000000e+00,7.199280008457685e-05,1.488670480462145e-04,1.929724951166748e-04,1.630131067197060e-06,0.000000000000000e+00
2.495430897715967e+00,0.000000000000000e+00,7.400326924115300e-05,1.529694980767938e-04,1.983105187964529e-04,1.674921619765941e-06,0.000000000000000e+00
2.530081236644823e+00,0.000000000000000e+00,7.606780921200842e-05,1.571799554376221e-04,2.037898805465293e-04,1.720878252102454e-06,0.000000000000000e+00
2.565212713315855e+00,0.000000000000000e+00,7.818786236680796e-05,1.615010409108113e-04,2.094143197020443e-04,1.768043286569239e-06,0.000000000000000e+00
2.600832008573583e+00,0.000000000000000e+00,8.036493302855987e-05,1.659355137879917e-04,2.151874523874789e-04,1.816439961623073e-06,0.000000000000000e+00
2.636945896029483e+00,0.000000000000000e+00,8.260041472587063e-05,1.704864098161854e-04,2.211131830391598e-04,1.866097390204427e-06,0.000000000000000e+00
2.673561243350102e+00,0.000000000000000e+00,8.489595699944354e-05,1.751563485843499e-04,2.271952671867854e-04,1.917058171115408e-06,0.000000000000000e+00
2.710685013563064e+00,0.000000000000000e+00,8.725310597518196e-05,1.799489187681663e-04,2.334377945410864e-04,1.969331439586065e-06,0.000000000000000e+00
2.748324266381204e+00,0.000000000000000e+00,8.967335934951605e-05,1.848665152238374e-04,2.398448478719809e-04,2.022975478019260e-06,0.000000000000000e+00
2.786486159545094e+00,0.000000000000000e+00,9.215861304299921e-05,1.899127153473220e-04,2.464205313173342e-04,2.078011962630035e-06,0.000000000000000e+00
2.825177950184208e+00,0.000000000000000e+00,9.471031563087194e-05,1.950907613717359e-04,2.531693039285171e-04,2.134472115218111e-06,0.000000000000000e+00
2.864406996196988e+00,0.000000000000000e+00,9.733033650984537e-05,2.004033467545250e-04,2.600952874863215e-04,2.192408505291968e-06,0.000000000000000e+00
2.904180757650071e+00,0.000000000000000e+00,1.000204909308845e-04,2.058549436306224e-04,2.672031534994470e-04,2.251829302336787e-06,0.000000000000000e+00
2.944506798196953e+00,0.000000000000000e+00,1.027823957130772e-04,2.114479173226711e-04,2.744974594311669e-04,2.312799215189454e-06,0.000000000000000e+00
2.985392786516336e+00,0.000000000000000e+00,1.056182514395245e-04,2.171863677617740e-04,2.819828501259438e-04,2.375339185458898e-06,0.000000000000000e+00
3.026846497770465e+00,0.000000000000000e+00,1.085296979987601e-04,2.230739997699822e-04,2.896642622264664e-04,2.439486161506761e-06,0.000000000000000e+00
3.068875815083705e+00,0.000000000000000e+00,1.115188244965862e-04,2.291137406387258e-04,2.975464215409090e-04,2.505301843822679e-06,0.000000000000000e+00
3.111488731041644e+00,0.000000000000000e+00,1.145876709248082e-04,2.353105274102368e-04,3.056344564022154e-04,2.572794765299390e-06,0.000000000000000e+00
3.154693349211030e+00,0.000000000000000e+00,1.177380914159449e-04,2.416670710368100e-04,3.139335829641004e-04,2.642031892232676e-06,0.000000000000000e+00
3.198497885680791e+00,0.000000000000000e+00,1.209725843274178e-04,2.481881327023030e-04,3.224489903567517e-04,2.713046398857360e-06,0.000000000000000e+00
3.242910670624469e+00,0.000000000000000e+00,1.242929447255198e-04,2.548775163395842e-04,3.311860675244175e-04,2.785865645733296e-06,0.000000000000000e+00
3.287940149884338e+00,0.000000000000000e+00,1.277016248580874e-04,2.617388523680412e-04,3.401503258357301e-04,2.860567198938375e-06,0.000000000000000e+00
3.333594886577533e+00,0.000000000000000e+00,1.312008096210249e-04,2.687773109205713e-04,3.493474144726135e-04,2.937164700710946e-06,0.000000000000000e+00
3.379883562724460e+00,0.000000000000000e+00,1.347926712842316e-04,2.759960086535707e-04,3.587830737270213e-04,3.015720871515347e-06,0.000000000000000e+00
3.426814980899838e+00,0.000000000000000e+00,1.384800527574443e-04,2.834005044505622e-04,3.684633221983717e-04,3.096282972355560e-06,0.000000000000000e+00
3.474398065906657e+00,0.000000000000000e+00,1.422648325739828e-04,2.909946959186916e-04,3.783939216041004e-04,3.178878381545558e-06,0.000000000000000e+00
3.522641866473370e+00,0.000000000000000e+00,1.461499832348490e-04,2.987828086314772e-04,3.885812639780462e-04,3.263585886461080e-06,0.000000000000000e+00
3.571555556974678e+00,0.000000000000000e+00,1.501378456832410e-04,3.067705786871318e-04,3.990315516109825e-04,3.350429457911423e-06,0.000000000000000e+00
3.621148439176177e+00,0.000000000000000e+00,1.542308519621585e-04,3.149614429768638e-04,4.097511504452747e-04,3.439479688224864e-06,0.000000000000000e+00
3.671429944003256e+00,0.000000000000000e+00,1.584322820309342e-04,3.233615272745696e-04,4.207469210108166e-04,3.530777175528151e-06,0.000000000000000e+00
3.722409633334546e+00,0.000000000000000e+00,1.627441329234567e-04,3.319752220525227e-04,4.320251279836413e-04,3.624368285011169e-06,0.000000000000000e+00
3.774097201820267e+00,0.000000000000000e+00,1.671698664869545e-04,3.408073258633129e-04,4.435930028039515e-04,3.720328312565139e-06,0.000000000000000e+00
3.826502478725836e+00,0.000000000000000e+00,1.717121244180525e-04,3.498639990224872e-04,4.554573684262731e-04,3.818682668825260e-06,0.000000000000000e+00
3.879635429801064e+00,0.000000000000000e+00,1.763735218462443e-04,3.591492069848610e-04,4.676253464964302e-04,3.919521236303879e-06,0.000000000000000e+00
3.933506159175314e+00,0.000000000000000e+00,1.811578595365496e-04,3.686706814474967e-04,4.801046631632213e-04,4.022878112458854e-06,0.000000000000000e+00
3.988124911278976e+00,0.000000000000000e+00,1.860673327005093e-04,3.784452922923382e-04,4.929021396018982e-04,4.128806491558504e-06,0.000000000000000e+00
4.043502072791607e+00,0.000000000000000e+00,1.911058047067485e-04,3.884656359368192e-04,5.060258804099536e-04,4.237395773871971e-06,0.000000000000000e+00
4.099648174617148e+00,0.000000000000000e+00,1.962763545517703e-04,3.987383119803215e-04,5.194834418624679e-04,4.348656487915137e-06,0.000000000000000e+00
4.156573893886539e+00,0.000000000000000e+00,2.015817774270044e-04,4.092678426071632e-04,5.332827316352725e-04,4.462710554964845e-06,0.000000000000000e+00
4.214290055988174e+00,0.000000000000000e+00,2.070264179807292e-04,4.200613267435619e-04,5.474323310718329e-04,4.579582822751992e-06,0.000000000000000e+00
4.272807636626512e+00,0.000000000000000e+00,2.126127657755000e-04,4.311244309666039e-04,5.619397435326935e-04,4.699325429809440e-06,0.000000000000000e+00
4.332137763909306e+00,0.000000000000000e+00,2.183450418524351e-04,4.424632524611322e-04,5.768140515281780e-04,4.822054761698621e-06,0.000000000000000e+00
4.392291720463803e+00,0.000000000000000e+00,2.242268263868898e-04,4.540846462875609e-04,5.920634787364106e-04,4.947760789534275e-06,0.000000000000000e+00
4.453280945582308e+00,0.000000000000000e+00,2.302611796787511e-04,4.659939163475698e-04,6.076968203158814e-04,5.076591565068770e-06,0.000000000000000e+00
4.515117037397585e+00,0.000000000000000e+00,2.364529533221107e-04,4.781987736463105e-04,6.237236122590455e-04,5.208572972626458e-06,0.000000000000000e+00
4.577811755088414e+00,0.000000000000000e+00,2.428050190190179e-04,4.907053484491906e-04,6.401520363092711e-04,5.343750156991285e-06,0.000000000000000e+00
4.641377021115813e+00,0.000000000000000e+00,2.493219590079365e-04,5.035204496093136e-04,6.569921980985740e-04,5.482268234846970e-06,0.000000000000000e+00
4.705824923490296e+00,0.000000000000000e+00,2.560079100854427e-04,5.166514125986735e-04,6.742531588480969e-04,5.624103751636163e-06,0.000000000000000e+00
4.771167718070598e+00,0.000000000000000e+00,2.628662566737000e-04,5.301042262120194e-04,6.919444058436093e-04,5.769411989499901e-06,0.000000000000000e+00
4.837417830894351e+00,0.000000000000000e+00,2.699023496610487e-04,5.438871725592042e-04,7.100766661064383e-04,5.918237329533608e-06,0.000000000000000e+00
4.904587860541092e+00,0.000000000000000e+00,2.771195314475346e-04,5.580069996855969e-04,7.286588368160204e-04,6.070614901915370e-06,0.000000000000000e+00
4.972690580528107e+00,0.000000000000000e+00,2.845227406879833e-04,5.724710587812405e-04,7.477019359789347e-04,6.226710493655525e-06,0.000000000000000e+00
5.041738941739526e+00,0.000000000000000e+00,2.921167254690318e-04,5.872873544742078e-04,7.672160657317999e-04,6.386498240562629e-06,0.000000000000000e+00
5.111746074889147e+00,0.000000000000000e+00,2.999052506110794e-04,6.024625346664717e-04,7.872114399162603e-04,6.550135462185755e-06,0.000000000000000e+00
5.182725293017478e+00,0.000000000000000e+00,3.078941841245519e-04,6.180053451444031e-04,8.076997851112428e-04,6.717679138970238e-06,0.000000000000000e+00
5.254690094023418e+00,0.000000000000000e+00,3.160873866607556e-04,6.339232101724279e-04,8.286910308200136e-04,6.889166437009110e-06,0.000000000000000e+00
5.327654163231132e+00,0.000000000000000e+00,3.244901775960724e-04,6.502241092181957e-04,8.501970193177678e-04,7.064768584681192e-06,0.000000000000000e+00
5.401631375992523e+00,0.000000000000000e+00,3.331079601525386e-04,6.669165814308060e-04,8.722287977756474e-04,7.244467076846021e-06,0.000000000000000e+00
5.476635800325890e+00,0.000000000000000e+00,3.419449537858303e-04,6.840079453797021e-04,8.947974838403657e-04,7.428423673850402e-06,0.000000000000000e+00
5.552681699591176e+00,0.000000000000000e+00,3.510075556583243e-04,7.015075078753370e-04,9.179157709434327e-04,7.616696238486324e-06,0.000000000000000e+00
5.629783535202407e+00,0.000000000000000e+00,3.603001503204468e-04,7.194232848260037e-04,9.415946307826292e-04,7.809336700093815e-06,0.000000000000000e+00
5.707955969377766e+00,0.000000000000000e+00,3.698285308571622e-04,7.377638102294041e-04,9.658467452804835e-04,8.006514779798633e-06,0.000000000000000e+00
5.787213867927850e+00,0.000000000000000e+00,3.795987498941195e-04,7.565381739736331e-04,9.906840016669950e-04,8.208207388464131e-06,0.000000000000000e+00
5.867572303082683e+00,0.000000000000000e+00,3.896155557418929e-04,7.757542602619105e-04,1.016118599726812e-03,8.414599256348871e-06,0.000000000000000e+00
5.949046556357926e+00,0.000000000000000e+00,3.998858927582013e-04,7.954220319352674e-04,1.042164041249959e-03,8.625743297816929e-06,0.000000000000000e+00
