# energy,pi0_pi0_pi0,pi_pi_pi0,pi_e_nu,pi_mu_nu,pi_pi,pi0_pi0
6.031652121460936e+00,0.000000000000000e+00,4.104146913381181e-04,8.155500020373598e-04,1.068832350486243e-03,8.841693949279253e-06,0.000000000000000e+00
6.115404707237151e+00,0.000000000000000e+00,4.212083021664412e-04,8.361471046300190e-04,1.096137065506420e-03,9.062630739355453e-06,0.000000000000000e+00
6.200320240657383e+00,0.000000000000000e+00,4.322733970926934e-04,8.572230481656803e-04,1.124090901564037e-03,9.288522494944654e-06,0.000000000000000e+00
6.286414869846622e+00,0.000000000000000e+00,4.436153381518146e-04,8.788013063138106e-04,1.152707028562854e-03,9.519573570885376e-06,0.000000000000000e+00
6.373704967154847e+00,0.000000000000000e+00,4.552416203965911e-04,9.008789208854883e-04,1.181999764920608e-03,9.755832785976012e-06,0.000000000000000e+00
6.462207132270533e+00,0.000000000000000e+00,4.671577582912247e-04,9.234634606644831e-04,1.211982050746550e-03,9.997348833748736e-06,0.000000000000000e+00
6.551938195377346e+00,0.000000000000000e+00,4.793706990936677e-04,9.465640397612888e-04,1.242668249314982e-03,1.024431800332216e-05,0.000000000000000e+00
6.642915220354687e+00,0.000000000000000e+00,4.918877657193251e-04,9.701910271920472e-04,1.274071891432122e-03,1.049670141011874e-05,0.000000000000000e+00
6.735155508022691e+00,0.000000000000000e+00,5.047149499271859e-04,9.943531694746762e-04,1.306207007960945e-03,1.075470897857687e-05,0.000000000000000e+00
6.828676599432248e+00,0.000000000000000e+00,5.178603177817024e-04,1.019061092181991e-03,1.339088580187239e-03,1.101839485259727e-05,0.000000000000000e+00
6.923496279200759e+00,0.000000000000000e+00,5.313300181682234e-04,1.044324386872748e-03,1.372730388630554e-03,1.128779796128381e-05,0.000000000000000e+00
7.019632578894151e+00,0.000000000000000e+00,5.451316063678753e-04,1.070152160077557e-03,1.407147484400090e-03,1.156312302912884e-05,0.000000000000000e+00
7.117103780455910e+00,0.000000000000000e+00,5.592730638944479e-04,1.096555356586129e-03,1.442354098530408e-03,1.184433240877610e-05,0.000000000000000e+00
7.215928419683691e+00,0.000000000000000e+00,5.737610395623057e-04,1.123542822945493e-03,1.478364981271702e-03,1.213162752129590e-05,0.000000000000000e+00
7.316125289754207e+00,0.000000000000000e+00,5.886041831270574e-04,1.151125110876533e-03,1.515195584681712e-03,1.242506874645041e-05,0.000000000000000e+00
7.417713444797084e+00,0.000000000000000e+00,6.038093086917653e-04,1.179312378065737e-03,1.552860385485570e-03,1.272468840584996e-05,0.000000000000000e+00
7.520712203518312e+00,0.000000000000000e+00,6.193845547502030e-04,1.208113321132151e-03,1.591374902957880e-03,1.303068700533634e-05,0.000000000000000e+00
7.625141152874034e+00,0.000000000000000e+00,6.353386152386664e-04,1.237539326196255e-03,1.630753801940647e-03,1.334303436598500e-05,0.000000000000000e+00
7.731020151795335e+00,0.000000000000000e+00,6.516787557750613e-04,1.267598996759514e-03,1.671012391656297e-03,1.366191348591771e-05,0.000000000000000e+00
7.838369334964745e+00,0.000000000000000e+00,6.684142407662871e-04,1.298302696527755e-03,1.712166316240271e-03,1.398738868869888e-05,0.000000000000000e+00
7.947209116645205e+00,0.000000000000000e+00,6.855525393674320e-04,1.329660716806158e-03,1.754230472914271e-03,1.431948606007912e-05,0.000000000000000e+00
8.057560194562164e+00,0.000000000000000e+00,7.031023605728443e-04,1.361681195764179e-03,1.797220592908005e-03,1.465839133714960e-05,0.000000000000000e+00
8.169443553839622e+00,0.000000000000000e+00,7.210731180500985e-04,1.394375393028735e-03,1.841151370405716e-03,1.500407969301167e-05,0.000000000000000e+00
8.282880470990802e+00,0.000000000000000e+00,7.394726315029349e-04,1.427751515400933e-03,1.886038408374173e-03,1.535671110692547e-05,0.000000000000000e+00
8.397892517964220e+00,0.000000000000000e+00,7.583108194756979e-04,1.461819331970076e-03,1.931897137774945e-03,1.571634861616287e-05,0.000000000000000e+00
8.514501566245983e+00,0.000000000000000e+00,7.775957584201882e-04,1.496597494346223e-03,1.978742479567916e-03,1.608300938042982e-05,0.000000000000000e+00
8.632729791018997e+00,0.000000000000000e+00,7.973366907809563e-04,1.532112705785496e-03,2.026589924198178e-03,1.645685411447010e-05,0.000000000000000e+00
8.752599675379976e+00,0.000000000000000e+00,8.175437168573702e-04,1.568347997194857e-03,2.075453798717530e-03,1.683786332119625e-05,0.000000000000000e+00
8.874134014614976e+00,0.000000000000000e+00,8.382251617511526e-04,1.605310681431890e-03,2.125349508104946e-03,1.722616096099782e-05,0.000000000000000e+00
8.997355920534282e+00,0.000000000000000e+00,8.593915633769038e-04,1.643009349278644e-03,2.176291696680562e-03,1.762180746866338e-05,0.000000000000000e+00
9.122288825867551e+00,0.000000000000000e+00,8.810515297557341e-04,1.681453218853560e-03,2.228294760608205e-03,1.802480293806596e-05,0.000000000000000e+00
9.248956488719898e+00,0.000000000000000e+00,9.032147770297749e-04,1.720647952731695e-03,2.281373386709834e-03,1.843526908703417e-05,0.000000000000000e+00
9.377382997089942e+00,0.000000000000000e+00,9.258920478436337e-04,1.760603147251493e-03,2.335540884224411e-03,1.885319128393953e-05,0.000000000000000e+00
9.507592773450510e+00,0.000000000000000e+00,9.490920626006798e-04,1.801324385969603e-03,2.390811797221493e-03,1.927864788594658e-05,0.000000000000000e+00
9.639610579393013e+00,0.000000000000000e+00,9.728258977212630e-04,1.842818572803313e-03,2.447199263579862e-03,1.971168282940198e-05,0.000000000000000e+00
9.773461520336268e+00,0.000000000000000e+00,9.971026072639261e-04,1.885093394381852e-03,2.504716370847396e-03,2.015227759647650e-05,0.000000000000000e+00
9.909171050300706e+00,0.000000000000000e+00,1.021932250599603e-03,1.928152158737866e-03,2.563376177399976e-03,2.060049553091444e-05,0.000000000000000e+00
1.004676497674892e+01,0.000000000000000e+00,1.047326119268894e-03,1.972002653148539e-03,2.623190168956699e-03,2.105632769503241e-05,0.000000000000000e+00
1.018626946549334e+01,0.000000000000000e+00,1.073293178238187e-03,2.016647583531313e-03,2.684171062745148e-03,2.151978433060116e-05,0.000000000000000e+00
1.032771104567216e+01,0.000000000000000e+00,1.099844901440099e-03,2.062091558912624e-03,2.746329519119654e-03,2.199088776151695e-05,0.000000000000000e+00
1.047111661479426e+01,0.000000000000000e+00,1.126990663168632e-03,2.108339589256005e-03,2.809676341701635e-03,2.246958922389307e-05,0.000000000000000e+00
1.061651344385423e+01,0.000000000000000e+00,1.154740655129629e-03,2.155391705180975e-03,2.874221765005433e-03,2.295587216347378e-05,0.000000000000000e+00
1.076392918251844e+01,0.000000000000000e+00,1.183106582874089e-03,2.203252738700784e-03,2.939974419509351e-03,2.344973341962339e-05,0.000000000000000e+00
1.091339186438306e+01,0.000000000000000e+00,1.212097427685080e-03,2.251937954231151e-03,3.006943866781014e-03,2.395108666041363e-05,0.000000000000000e+00
1.106492991230512e+01,0.000000000000000e+00,1.241724853591149e-03,2.301432324039495e-03,3.075137039618148e-03,2.445992606200315e-05,0.000000000000000e+00
1.121857214380764e+01,0.000000000000000e+00,1.271998330227850e-03,2.351736799047068e-03,3.144561086830661e-03,2.497615487199995e-05,0.000000000000000e+00
1.137434777655970e+01,0.000000000000000e+00,1.302927943761699e-03,2.402841339721975e-03,3.215221933671696e-03,2.549965175132815e-05,0.000000000000000e+00
1.153228643393274e+01,0.000000000000000e+00,1.334525562754773e-03,2.454704730781512e-03,3.287123887948639e-03,2.603041759495874e-05,0.000000000000000e+00
1.169241815063392e+01,0.000000000000000e+00,1.366799872458923e-03,2.507261781078095e-03,3.360271676810073e-03,2.656823459487643e-05,0.000000000000000e+00
1.185477337841770e+01,0.000000000000000e+00,1.399762429447445e-03,2.560412687967966e-03,3.434666828531442e-03,2.711305753196176e-05,0.000000000000000e+00
1.201938299187681e+01,0.000000000000000e+00,1.433422513624293e-03,2.614072029565854e-03,3.510309719962718e-03,2.766472210151214e-05,0.000000000000000e+00
1.218627829431353e+01,0.000000000000000e+00,1.467789707987024e-03,2.668142299710026e-03,3.587195271511861e-03,2.822296907691983e-05,0.000000000000000e+00
1.235549102369258e+01,0.000000000000000e+00,1.502875711919826e-03,2.722543570381873e-03,3.665301291394828e-03,2.878496903408301e-05,0.000000000000000e+00
1.252705335867658e+01,0.000000000000000e+00,1.538688498196606e-03,2.777185339031380e-03,3.744573137645042e-03,2.933982802887373e-05,0.000000000000000e+00
1.270099792474543e+01,0.000000000000000e+00,1.575239082034711e-03,2.831984265304648e-03,3.824981392916405e-03,2.988383412062881e-05,0.000000000000000e+00
1.287735780040054e+01,0.000000000000000e+00,1.612536161995347e-03,2.886868658547545e-03,3.906255152275840e-03,3.041647674586851e-05,0.000000000000000e+00
1.305616652345531e+01,0.000000000000000e+00,1.650588284747838e-03,2.941739566781316e-03,3.988546540664752e-03,3.093790272453828e-05,0.000000000000000e+00
1.323745809741289e+01,0.000000000000000e+00,1.689406507879776e-03,2.996596144245422e-03,4.071296613215050e-03,3.144769782940360e-05,0.000000000000000e+00
1.342126699793252e+01,0.000000000000000e+00,1.728997514900443e-03,3.051275640993223e-03,4.154974108616217e-03,3.194563295017375e-05,0.000000000000000e+00
1.360762817938566e+01,0.000000000000000e+00,1.769371228560493e-03,3.105736763433601e-03,4.238654707433845e-03,3.243157428301136e-05,0.000000000000000e+00
1.379657708150317e+01,0.000000000000000e+00,1.810535178257625e-03,3.159901627794208e-03,4.323170857412166e-03,3.290522676876596e-05,0.000000000000000e+00
1.398814963611477e+01,0.000000000000000e+00,1.852496194515880e-03,3.213676437262323e-03,4.407257907773333e-03,3.336649912039462e-05,0.000000000000000e+00
1.418238227398207e+01,0.000000000000000e+00,1.895264032045678e-03,3.267063312115705e-03,4.492022587942273e-03,3.381507740092331e-05,0.000000000000000e+00
1.437931193172649e+01,0.000000000000000e+00,1.938843313868661e-03,3.319924089554561e-03,4.576066759073120e-03,3.425010924583742e-05,0.000000000000000e+00
1.457897605885343e+01,0.000000000000000e+00,1.983242126143225e-03,3.372216231231819e-03,4.660530648450747e-03,3.467267637160731e-05,0.000000000000000e+00
1.478141262487388e+01,0.000000000000000e+00,2.028466071549090e-03,3.423885202768585e-03,4.744166324488740e-03,3.508181711526103e-05,0.000000000000000e+00
1.498666012652496e+01,0.000000000000000e+00,2.074519318628189e-03,3.474867171330256e-03,4.827676875461393e-03,3.547753718904998e-05,0.000000000000000e+00
1.519475759509080e+01,0.000000000000000e+00,2.121409456028674e-03,3.525103433604551e-03,4.910668343446320e-03,3.585949792931100e-05,0.000000000000000e+00
1.540574460382488e+01,0.000000000000000e+00,2.169138031234333e-03,3.574535284601851e-03,4.992771209791038e-03,3.622742731594081e-05,0.000000000000000e+00
1.561966127547566e+01,0.000000000000000e+00,2.217710284859274e-03,3.623136644423362e-03,5.075073629543306e-03,3.658121426161765e-05,0.000000000000000e+00
1.583654828991654e+01,0.000000000000000e+00,2.267128903260425e-03,3.670813783749739e-03,5.154923171824566e-03,3.692047234492161e-05,0.000000000000000e+00
1.605644689188186e+01,0.000000000000000e+00,2.317394138998622e-03,3.717525495966804e-03,5.235102101989236e-03,3.724509232210316e-05,0.000000000000000e+00
1.627939889881024e+01,0.000000000000000e+00,2.368510273541612e-03,3.763195962795117e-03,5.313550526061579e-03,3.755504104797227e-05,0.000000000000000e+00
1.650544670879692e+01,0.000000000000000e+00,2.420474464319368e-03,3.807802603667667e-03,5.391103035799153e-03,3.784999102510697e-05,0.000000000000000e+00
1.673463330865647e+01,0.000000000000000e+00,2.473287765485532e-03,3.851267420972478e-03,5.468543011784325e-03,3.812966693648965e-05,0.000000000000000e+00
1.696700228209741e+01,0.000000000000000e+00,2.526948644995001e-03,3.893562809917874e-03,5.542596202054237e-03,3.839380226257178e-05,0.000000000000000e+00
1.720259781801045e+01,0.000000000000000e+00,2.581451819802530e-03,3.934630043511998e-03,5.616803227638919e-03,3.864231312725307e-05,0.000000000000000e+00
1.744146471887170e+01,0.000000000000000e+00,2.636791917063870e-03,3.974415277133147e-03,5.689212688728243e-03,3.887505773363203e-05,0.000000000000000e+00
1.768364840926270e+01,0.000000000000000e+00,2.692937522460864e-03,4.012897541705166e-03,5.759708710376466e-03,3.909163918123716e-05,0.000000000000000e+00
1.792919494450858e+01,0.000000000000000e+00,2.749833150752513e-03,4.050058664892127e-03,5.829823738155352e-03,3.929208628296669e-05,0.000000000000000e+00
1.817815101943631e+01,0.000000000000000e+00,2.807406204667504e-03,4.085790824363499e-03,5.897134713379485e-03,3.947614011615042e-05,0.000000000000000e+00
1.843056397725450e+01,0.000000000000000e+00,2.865570866925062e-03,4.120104562453669e-03,5.962935249152312e-03,3.964345371200749e-05,0.000000000000000e+00
1.868648181855651e+01,0.000000000000000e+00,2.924246162044531e-03,4.152925985952623e-03,6.028131431865768e-03,3.979427190003719e-05,0.000000000000000e+00
1.894595321044859e+01,0.000000000000000e+00,2.983331056065334e-03,4.184221073446490e-03,6.089998574331310e-03,3.992807500972806e-05,0.000000000000000e+00
1.920902749580474e+01,0.000000000000000e+00,3.042735563895240e-03,4.213953820821075e-03,6.150542180401126e-03,4.004495408455658e-05,0.000000000000000e+00
1.947575470265008e+01,0.000000000000000e+00,3.102356960002983e-03,4.242101715656572e-03,6.210188059886101e-03,4.014460866023665e-05,0.000000000000000e+00
1.974618555367455e+01,0.000000000000000e+00,3.162098886819266e-03,4.268605743898308e-03,6.266620386656745e-03,4.022687620717384e-05,0.000000000000000e+00
2.002037147587866e+01,0.000000000000000e+00,3.221862052563832e-03,4.293505557813115e-03,6.321080304427284e-03,4.029187374392500e-05,0.000000000000000e+00
2.029836461035325e+01,0.000000000000000e+00,3.281541125423052e-03,4.316830444504519e-03,6.374558696120134e-03,4.033924115525194e-05,0.000000000000000e+00
2.058021782219492e+01,0.000000000000000e+00,3.341034386419418e-03,4.338544764872526e-03,6.425624214401285e-03,4.036909897987824e-05,0.000000000000000e+00
2.086598471055934e+01,0.000000000000000e+00,3.400244005226087e-03,4.358867387447100e-03,6.473328533080927e-03,4.038116186284491e-05,0.000000000000000e+00
2.115571961885393e+01,0.000000000000000e+00,3.459069765889131e-03,4.377691674148112e-03,6.520185877129603e-03,4.037543974645123e-05,0.000000000000000e+00
2.144947764507219e+01,0.000000000000000e+00,3.517409962263119e-03,4.395134654079594e-03,6.565759816565050e-03,4.035207906834001e-05,0.000000000000000e+00
2.174731465227160e+01,0.000000000000000e+00,3.575164667232111e-03,4.411234991395118e-03,6.606653745494362e-03,4.032108285707669e-05,0.000000000000000e+00
2.204928727919683e+01,0.000000000000000e+00,3.632233233217980e-03,4.426050597904752e-03,6.646258690160481e-03,4.028902240313582e-05,0.000000000000000e+00
2.235545295105059e+01,0.000000000000000e+00,3.688514781355022e-03,4.439683082794373e-03,6.684349598701106e-03,4.025702187702319e-05,0.000000000000000e+00
2.266586989041405e+01,0.000000000000000e+00,3.743934794966980e-03,4.452161488766457e-03,6.721312966491666e-03,4.022264573910530e-05,0.000000000000000e+00
2.298059712831874e+01,0.000000000000000e+00,3.798374853562248e-03,4.463459631094674e-03,6.753555450779805e-03,4.018798326499027e-05,0.000000000000000e+00
2.329969451547243e+01,0.000000000000000e+00,3.851748407754492e-03,4.473656039627954e-03,6.784759225699771e-03,4.015252963328491e-05,0.000000000000000e+00
2.362322273364062e+01,0.000000000000000e+00,3.903903358022107e-03,4.482818284183075e-03,6.814847201405579e-03,4.011660523862195e-05,0.000000000000000e+00
2.395124330718633e+01,0.000000000000000e+00,3.954923699316481e-03,4.490918275463197e-03,6.843250669803726e-03,4.007938467311666e-05,0.000000000000000e+00
2.428381861476993e+01,0.000000000000000e+00,4.004551864029628e-03,4.498101138259184e-03,6.867162683941472e-03,4.004133216049854e-05,0.000000000000000e+00
2.462101190121147e+01,0.000000000000000e+00,4.052748537978649e-03,4.504291108482547e-03,6.889779939697130e-03,4.000132378785196e-05,0.000000000000000e+00
2.496288728951784e+01,0.000000000000000e+00,4.099422195379737e-03,4.509563393269527e-03,6.911966868244279e-03,3.996094611700598e-05,0.000000000000000e+00
2.530950979307676e+01,0.000000000000000e+00,4.144505324181031e-03,4.513954594188766e-03,6.932821567215915e-03,3.991958721254020e-05,0.000000000000000e+00
2.566094532802024e+01,0.000000000000000e+00,4.187874349479654e-03,4.517513772081532e-03,6.949512066184165e-03,3.987697740916432e-05,0.000000000000000e+00
2.601726072575959e+01,0.000000000000000e+00,4.229531495289923e-03,4.520225462312329e-03,6.964256156381445e-03,3.983338289107012e-05,0.000000000000000e+00
2.637852374569458e+01,0.000000000000000e+00,4.269306090106281e-03,4.522194949906909e-03,6.977393880246865e-03,3.978841733332102e-05,0.000000000000000e+00
2.674480308809905e+01,0.000000000000000e+00,4.307165002979766e-03,4.523386436216923e-03,6.990853175679432e-03,3.974268816895293e-05,0.000000000000000e+00
2.711616840718536e+01,0.000000000000000e+00,4.343004417690180e-03,4.523883949180560e-03,7.002600748462315e-03,3.969532190454507e-05,0.000000000000000e+00
2.749269032435040e+01,0.000000000000000e+00,4.376764916330150e-03,4.523662485574672e-03,7.010320004484808e-03,3.964675279953109e-05,0.000000000000000e+00
2.787444044160539e+01,0.000000000000000e+00,4.408381928635076e-03,4.522766388536789e-03,7.015525882886145e-03,3.959741020442505e-05,0.000000000000000e+00
2.826149135519223e+01,0.000000000000000e+00,4.437744279492501e-03,4.521185820167755e-03,7.020642098198629e-03,3.954632516375581e-05,0.000000000000000e+00
2.865391666938893e+01,0.000000000000000e+00,4.464831313041185e-03,4.518879933940245e-03,7.024384497249002e-03,3.949404975685142e-05,0.000000000000000e+00
2.905179101050663e+01,0.000000000000000e+00,4.489550232752115e-03,4.516186585688036e-03,7.027680283944419e-03,3.944027877989832e-05,0.000000000000000e+00
2.945519004108116e+01,0.000000000000000e+00,4.511826155297673e-03,4.512977641305076e-03,7.028112403927480e-03,3.938531347472581e-05,0.000000000000000e+00
2.986419047426145e+01,0.000000000000000e+00,4.531577501142885e-03,4.509186486632963e-03,7.025357926142422e-03,3.932882349162179e-05,0.000000000000000e+00
3.027887008839789e+01,0.000000000000000e+00,4.548781120848364e-03,4.504770031248173e-03,7.021490086242421e-03,3.927084899607048e-05,0.000000000000000e+00
3.069930774183325e+01,0.000000000000000e+00,4.563391945217894e-03,4.499839597361964e-03,7.016772051234887e-03,3.921141839646854e-05,0.000000000000000e+00
3.112558338789878e+01,0.000000000000000e+00,4.575356382548859e-03,4.494403887923023e-03,7.011102873856805e-03,3.915031014233669e-05,0.000000000000000e+00
3.155777809011882e+01,0.000000000000000e+00,4.584668618627244e-03,4.488316998449365e-03,7.004583317647418e-03,3.908781543065095e-05,0.000000000000000e+00
3.199597403762635e+01,0.000000000000000e+00,4.591388782094246e-03,4.481676320768886e-03,6.997171056954134e-03,3.902361508201947e-05,0.000000000000000e+00
3.244025456079265e+01,0.000000000000000e+00,4.595538583927743e-03,4.474519863764855e-03,6.984477981311593e-03,3.895774611674208e-05,0.000000000000000e+00
3.289070414707399e+01,0.000000000000000e+00,4.597110707702762e-03,4.466873171677412e-03,6.971781344534285e-03,3.889019828388875e-05,0.000000000000000e+00
3.334740845707829e+01,0.000000000000000e+00,4.596153703843271e-03,4.458757611513864e-03,6.957998574100111e-03,3.882078259263085e-05,0.000000000000000e+00
3.381045434085507e+01,0.000000000000000e+00,4.592681804040583e-03,4.450254263535307e-03,6.942359689327444e-03,3.875033211713763e-05,0.000000000000000e+00
3.427992985441126e+01,0.000000000000000e+00,4.586753339346133e-03,4.441382577597982e-03,6.926666373207335e-03,3.867680504015265e-05,0.000000000000000e+00
3.475592427645675e+01,0.000000000000000e+00,4.578443557845001e-03,4.432065788151271e-03,6.909741042055559e-03,3.860215415078873e-05,0.000000000000000e+00
3.523852812538205e+01,0.000000000000000e+00,4.567794729589784e-03,4.422276637199655e-03,6.891982733649168e-03,3.852533531247502e-05,0.000000000000000e+00
3.572783317647205e+01,0.000000000000000e+00,4.554827893160677e-03,4.412011741547740e-03,6.873290397538749e-03,3.844751376211717e-05,0.000000000000000e+00
3.622393247935857e+01,0.000000000000000e+00,4.539600924005053e-03,4.401300096590574e-03,6.850471874866451e-03,3.836614673526078e-05,0.000000000000000e+00
3.672692037571530e+01,0.000000000000000e+00,4.522150670765453e-03,4.390165311701489e-03,6.825906866187474e-03,3.828354661712941e-05,0.000000000000000e+00
3.723689251719853e+01,0.000000000000000e+00,4.502462106640830e-03,4.378556756564980e-03,6.800608653319717e-03,3.819840431015003e-05,0.000000000000000e+00
3.775394588363686e+01,0.000000000000000e+00,4.480755495990177e-03,4.366491001629613e-03,6.774171326841070e-03,3.811166398661097e-05,0.000000000000000e+00
3.827817880147362e+01,0.000000000000000e+00,4.456952802532495e-03,4.353964288455417e-03,6.746930222922380e-03,3.802246647747208e-05,0.000000000000000e+00
3.880969096246530e+01,0.000000000000000e+00,4.431098911637410e-03,4.340919697081357e-03,6.718802120433657e-03,3.793111598536655e-05,0.000000000000000e+00
3.934858344263952e+01,0.000000000000000e+00,4.403269023769694e-03,4.327429431337103e-03,6.689526787881153e-03,3.783722659853579e-05,0.000000000000000e+00
3.989495872151652e+01,0.000000000000000e+00,4.373513425927684e-03,4.313494315256466e-03,6.659945804515489e-03,3.774114787224336e-05,0.000000000000000e+00
4.044892070159718e+01,0.000000000000000e+00,4.341871700513006e-03,4.299132405779258e-03,6.629114645320229e-03,3.764269842017894e-05,0.000000000000000e+00
4.101057472812204e+01,0.000000000000000e+00,4.308382876470876e-03,4.284737980471001e-03,6.597330534996461e-03,3.754225302142438e-05,0.000000000000000e+00
4.158002760910434e+01,0.000000000000000e+00,4.273080725639303e-03,4.269885844407701e-03,6.564721278574489e-03,3.743803877712885e-05,0.000000000000000e+00
4.215738763564137e+01,0.000000000000000e+00,4.236022056349916e-03,4.254566382027383e-03,6.531147284192361e-03,3.733197779210348e-05,0.000000000000000e+00
4.274276460250795e+01,0.000000000000000e+00,4.197226690569347e-03,4.238812958018456e-03,6.494545257571652e-03,3.722316800344197e-05,0.000000000000000e+00
4.333626982903566e+01,0.000000000000000e+00,4.156756022246401e-03,4.222567990027672e-03,6.457261486747017e-03,3.711174264069030e-05,0.000000000000000e+00
4.393801618028218e+01,0.000000000000000e+00,4.114611226877242e-03,4.205840343815222e-03,6.418866196002912e-03,3.699744619436922e-05,0.000000000000000e+00
4.454811808849443e+01,0.000000000000000e+00,4.070860508594283e-03,4.188688157790123e-03,6.379287586415852e-03,3.688040592692992e-05,0.000000000000000e+00
4.516669157486980e+01,0.000000000000000e+00,4.025514778318696e-03,4.171184162693577e-03,6.339215295431624e-03,3.676027141689609e-05,0.000000000000000e+00
4.579385427161961e+01,0.000000000000000e+00,3.978644161602346e-03,4.153421238558747e-03,6.297907349504096e-03,3.663730227202896e-05,0.000000000000000e+00
4.642972544433874e+01,0.000000000000000e+00,3.930273256212736e-03,4.135190911103395e-03,6.255635283777027e-03,3.651122615308519e-05,0.000000000000000e+00
4.707442601468617e+01,0.000000000000000e+00,3.880447450931373e-03,4.116504074376714e-03,6.212347294551592e-03,3.638295946367336e-05,0.000000000000000e+00
4.772807858338007e+01,0.000000000000000e+00,3.829213128091089e-03,4.097114288207979e-03,6.168063215654975e-03,3.625000562779070e-05,0.000000000000000e+00
4.839080745351261e+01,0.000000000000000e+00,3.776566263830038e-03,4.077153770127709e-03,6.122641335192247e-03,3.611439296361188e-05,0.000000000000000e+00
4.906273865418819e+01,0.000000000000000e+00,3.722554596032726e-03,4.056627138594559e-03,6.076401038692392e-03,3.597560115012661e-05,0.000000000000000e+00
4.974399996448993e+01,0.000000000000000e+00,3.667219020213765e-03,4.035968869967630e-03,6.029805578108263e-03,3.583362206583657e-05,0.000000000000000e+00
5.043472093777924e+01,0.000000000000000e+00,3.610616783057775e-03,4.015093598817300e-03,5.980807235708581e-03,3.568838166158396e-05,0.000000000000000e+00
5.113503292633229e+01,0.000000000000000e+00,3.552814750686800e-03,3.993732864397365e-03,5.931312342538094e-03,3.553846435784816e-05,0.000000000000000e+00
5.184506910631926e+01,0.000000000000000e+00,3.493856173905922e-03,3.971819819456251e-03,5.880782494121394e-03,3.538568670287314e-05,0.000000000000000e+00
5.256496450312953e+01,0.000000000000000e+00,3.433758738971077e-03,3.949042008424234e-03,5.829516565844228e-03,3.522913713972952e-05,0.000000000000000e+00
5.329485601704953e+01,0.000000000000000e+00,3.372513485938847e-03,3.925749875043748e-03,5.776674892845293e-03,3.506895769946679e-05,0.000000000000000e+00
5.403488244929638e+01,0.000000000000000e+00,3.310301173120157e-03,3.901920594058390e-03,5.723046601969848e-03,3.490473217826574e-05,0.000000000000000e+00
5.478518452841337e+01,0.000000000000000e+00,3.247112549088074e-03,3.877907104152674e-03,5.668275323323196e-03,3.473667614256412e-05,0.000000000000000e+00
5.554590493703174e+01,0.000000000000000e+00,3.182948559831165e-03,3.853365421438952e-03,5.612400604349050e-03,3.456471683882790e-05,0.000000000000000e+00
5.631718833900441e+01,0.000000000000000e+00,3.117880887024650e-03,3.828269325006446e-03,5.555407955069457e-03,3.438852897445789e-05,0.000000000000000e+00
5.709918140691614e+01,0.000000000000000e+00,3.051971193977600e-03,3.801942163169770e-03,5.497283594452616e-03,3.420821774289118e-05,0.000000000000000e+00
5.789203284997582e+01,0.000000000000000e+00,2.985312824262281e-03,3.775015663312788e-03,5.438078591162442e-03,3.402365758190171e-05,0.000000000000000e+00
5.869589344229607e+01,0.000000000000000e+00,2.917926699511047e-03,3.747626927414937e-03,5.377756142832322e-03,3.383476690910048e-05,0.000000000000000e+00
5.951091605156529e+01,0.000000000000000e+00,2.849876678682825e-03,3.720478224418116e-03,5.316253447578016e-03,3.364145048813399e-05,0.000000000000000e+00
6.033725566811839e+01,0.000000000000000e+00,2.781192078569231e-03,3.692739581434947e-03,5.253585888887858e-03,3.344360389125440e-05,0.000000000000000e+00
6.117506943441056e+01,0.000000000000000e+00,2.711916050179288e-03,3.664152660025259e-03,5.189887668892825e-03,3.324111186385003e-05,0.000000000000000e+00
6.202451667490065e+01,0.000000000000000e+00,2.642102875698422e-03,3.634353114949120e-03,5.125054662297615e-03,3.303404152254392e-05,0.000000000000000e+00
6.288575892634948e+01,0.000000000000000e+00,2.571870298486069e-03,3.603990975381877e-03,5.058996386627749e-03,3.282225100415715e-05,0.000000000000000e+00
6.375895996853850e+01,0.000000000000000e+00,2.500999349921952e-03,3.573670896948137e-03,4.991817517487819e-03,3.260526759636861e-05,0.000000000000000e+00
6.464428585541569e+01,0.000000000000000e+00,2.430219152835468e-03,3.543082748622592e-03,4.923491234667900e-03,3.238339675114589e-05,0.000000000000000e+00
6.554190494667328e+01,0.000000000000000e+00,2.358983921182848e-03,3.511826575321030e-03,4.854037236787407e-03,3.215618973359168e-05,0.000000000000000e+00
6.645198793976425e+01,0.000000000000000e+00,2.287526327548756e-03,3.479130392129150e-03,4.783959302422083e-03,3.192475644538023e-05,0.000000000000000e+00
6.737470790236337e+01,0.000000000000000e+00,2.215951359701388e-03,3.445719027999377e-03,4.714204771725481e-03,3.168742400112862e-05,0.000000000000000e+00
6.831024030527874e+01,0.000000000000000e+00,2.144295143470380e-03,3.412112801676010e-03,4.643196689121555e-03,3.144462867898954e-05,0.000000000000000e+00
6.925876305582089e+01,0.000000000000000e+00,2.072676770652093e-03,3.377848205482424e-03,4.572117602813799e-03,3.119663119779930e-05,0.000000000000000e+00
7.022045653163462e+01,0.000000000000000e+00,2.001103965596275e-03,3.343061625260245e-03,4.498412597314852e-03,3.094311013207263e-05,0.000000000000000e+00
7.119550361500090e+01,0.000000000000000e+00,1.929739401767113e-03,3.307903583571766e-03,4.423672134420647e-03,3.068388813010110e-05,0.000000000000000e+00
7.218408972761513e+01,0.000000000000000e+00,1.858557447452865e-03,3.272165777955039e-03,4.348306609454053e-03,3.041896586616056e-05,0.000000000000000e+00
