# energy,pi_pi,pi0_pi0
1.696700228209741e+01,1.350712311423471e-02,0.000000000000000e+00
1.720259781801045e+01,1.359455042402599e-02,0.000000000000000e+00
1.744146471887170e+01,1.367643108880191e-02,0.000000000000000e+00
1.768364840926270e+01,1.375262547707987e-02,0.000000000000000e+00
1.792919494450858e+01,1.382314372537516e-02,0.000000000000000e+00
1.817815101943631e+01,1.388789474345505e-02,0.000000000000000e+00
1.843056397725450e+01,1.394675646604432e-02,0.000000000000000e+00
1.868648181855651e+01,1.399981502533082e-02,0.000000000000000e+00
1.894595321044859e+01,1.404688759874520e-02,0.000000000000000e+00
1.920902749580474e+01,1.408800621581757e-02,0.000000000000000e+00
1.947575470265008e+01,1.412306517177619e-02,0.000000000000000e+00
1.974618555367455e+01,1.415200728793304e-02,0.000000000000000e+00
2.002037147587866e+01,1.417487373197565e-02,0.000000000000000e+00
2.029836461035325e+01,1.419153781364227e-02,0.000000000000000e+00
2.058021782219492e+01,1.420204193903190e-02,0.000000000000000e+00
2.086598471055934e+01,1.420628571890629e-02,0.000000000000000e+00
2.115571961885393e+01,1.420427265101386e-02,0.000000000000000e+00
2.144947764507219e+01,1.419605425281713e-02,0.000000000000000e+00
2.174731465227160e+01,1.418514963756841e-02,0.000000000000000e+00
2.204928727919683e+01,1.417387061665988e-02,0.000000000000000e+00
2.235545295105059e+01,1.416261267864771e-02,0.000000000000000e+00
2.266586989041405e+01,1.415051898904975e-02,0.000000000000000e+00
2.298059712831874e+01,1.413832456500928e-02,0.000000000000000e+00
2.329969451547243e+01,1.412585180794772e-02,0.000000000000000e+00
2.362322273364062e+01,1.411321343422796e-02,0.000000000000000e+00
2.395124330718633e+01,1.410011906141166e-02,0.000000000000000e+00
2.428381861476993e+01,1.408673200562531e-02,0.000000000000000e+00
2.462101190121147e+01,1.407265686893419e-02,0.000000000000000e+00
2.496288728951784e+01,1.405845181137170e-02,0.000000000000000e+00
2.530950979307676e+01,1.404390155113260e-02,0.000000000000000e+00
2.566094532802024e+01,1.402891121867906e-02,0.000000000000000e+00
2.601726072575959e+01,1.401357445888181e-02,0.000000000000000e+00
2.637852374569458e+01,1.399775536078198e-02,0.000000000000000e+00
2.674480308809905e+01,1.398166762222442e-02,0.000000000000000e+00
2.711616840718536e+01,1.396500394404941e-02,0.000000000000000e+00
2.749269032435040e+01,1.394791710080097e-02,0.000000000000000e+00
2.787444044160539e+01,1.393055814004175e-02,0.000000000000000e+00
2.826149135519223e+01,1.391258617860652e-02,0.000000000000000e+00
2.865391666938893e+01,1.389419544064117e-02,0.000000000000000e+00
2.905179101050663e+01,1.387527855398558e-02,0.000000000000000e+00
2.945519004108116e+01,1.385594149695489e-02,0.000000000000000e+00
2.986419047426145e+01,1.383606805094168e-02,0.000000000000000e+00
3.027887008839789e+01,1.381567234635524e-02,0.000000000000000e+00
3.069930774183325e+01,1.379476437740530e-02,0.000000000000000e+00
3.112558338789878e+01,1.377326620157448e-02,0.000000000000000e+00
3.155777809011882e+01,1.375128026335051e-02,0.000000000000000e+00
3.199597403762635e+01,1.372869427389805e-02,0.000000000000000e+00
3.244025456079265e+01,1.370552125713550e-02,0.000000000000000e+00
3.289070414707399e+01,1.368175760673666e-02,0.000000000000000e+00
3.334740845707829e+01,1.365733683482488e-02,0.000000000000000e+00
3.381045434085507e+01,1.363255202087404e-02,0.000000000000000e+00
3.427992985441126e+01,1.360668484381578e-02,0.000000000000000e+00
3.475592427645675e+01,1.358042230419207e-02,0.000000000000000e+00
3.523852812538205e+01,1.355339706976752e-02,0.000000000000000e+00
3.572783317647205e+01,1.352601907645403e-02,0.000000000000000e+00
3.622393247935857e+01,1.349739376756505e-02,0.000000000000000e+00
3.672692037571530e+01,1.346833465127278e-02,0.000000000000000e+00
3.723689251719853e+01,1.343838118079503e-02,0.000000000000000e+00
3.775394588363686e+01,1.340786552045490e-02,0.000000000000000e+00
3.827817880147362e+01,1.337648541047823e-02,0.000000000000000e+00
3.880969096246530e+01,1.334434787080511e-02,0.000000000000000e+00
3.934858344263952e+01,1.331131713583465e-02,0.000000000000000e+00
3.989495872151652e+01,1.327751618077906e-02,0.000000000000000e+00
4.044892070159718e+01,1.324288119306753e-02,0.000000000000000e+00
4.101057472812204e+01,1.320754402177208e-02,0.000000000000000e+00
4.158002760910434e+01,1.317088095260456e-02,0.000000000000000e+00
4.215738763564137e+01,1.313356819122298e-02,0.000000000000000e+00
4.274276460250795e+01,1.309528838758609e-02,0.000000000000000e+00
4.333626982903566e+01,1.305608841248484e-02,0.000000000000000e+00
4.393801618028218e+01,1.301587837646340e-02,0.000000000000000e+00
4.454811808849443e+01,1.297470305106025e-02,0.000000000000000e+00
4.516669157486980e+01,1.293243915632542e-02,0.000000000000000e+00
4.579385427161961e+01,1.288917802350993e-02,0.000000000000000e+00
4.642972544433874e+01,1.284482384236652e-02,0.000000000000000e+00
4.707442601468617e+01,1.279969900806404e-02,0.000000000000000e+00
4.772807858338007e+01,1.275292521323394e-02,0.000000000000000e+00
4.839080745351261e+01,1.270521602990311e-02,0.000000000000000e+00
4.906273865418819e+01,1.265638840665359e-02,0.000000000000000e+00
4.974399996448993e+01,1.260643948630346e-02,0.000000000000000e+00
5.043472093777924e+01,1.255534321800513e-02,0.000000000000000e+00
5.113503292633229e+01,1.250260159411842e-02,0.000000000000000e+00
5.184506910631926e+01,1.244885368499655e-02,0.000000000000000e+00
5.256496450312953e+01,1.239377880055558e-02,0.000000000000000e+00
5.329485601704953e+01,1.233742690799747e-02,0.000000000000000e+00
5.403488244929638e+01,1.227965158482963e-02,0.000000000000000e+00
5.478518452841337e+01,1.222052866835504e-02,0.000000000000000e+00
5.554590493703174e+01,1.216003256353274e-02,0.000000000000000e+00
5.631718833900441e+01,1.209804883087181e-02,0.000000000000000e+00
5.709918140691614e+01,1.203461447792613e-02,0.000000000000000e+00
5.789203284997582e+01,1.196968533130451e-02,0.000000000000000e+00
5.869589344229607e+01,1.190323268993265e-02,0.000000000000000e+00
5.951091605156529e+01,1.183522304920626e-02,0.000000000000000e+00
6.033725566811839e+01,1.176561967094461e-02,0.000000000000000e+00
6.117506943441056e+01,1.169438200802451e-02,0.000000000000000e+00
6.202451667490065e+01,1.162153367239471e-02,0.000000000000000e+00
6.288575892634948e+01,1.154702475591091e-02,0.000000000000000e+00
6.375895996853850e+01,1.147068895611951e-02,0.000000000000000e+00
6.464428585541569e+01,1.139263373248244e-02,0.000000000000000e+00
6.554190494667328e+01,1.131270121791837e-02,0.000000000000000e+00
6.645198793976425e+01,1.123128188114038e-02,0.000000000000000e+00
6.737470790236337e+01,1.114778719307626e-02,0.000000000000000e+00
6.831024030527874e+01,1.106237063846505e-02,0.000000000000000e+00
6.925876305582089e+01,1.097512393943931e-02,0.000000000000000e+00
7.022045653163462e+01,1.088593401697725e-02,0.000000000000000e+00
7.119550361500090e+01,1.079473847790034e-02,0.000000000000000e+00
7.218408972761513e+01,1.070153755942202e-02,0.000000000000000e+00
7.318640286584791e+01,1.060743591585589e-02,0.000000000000000e+00
7.420263363649616e+01,1.050897359596815e-02,0.000000000000000e+00
7.523297529302994e+01,1.040950170298268e-02,0.000000000000000e+00
7.627762377234292e+01,1.030787205775950e-02,0.000000000000000e+00
7.733677773201325e+01,1.020412838379416e-02,0.000000000000000e+00
7.841063858808124e+01,1.009811874410202e-02,0.000000000000000e+00
7.949941055335255e+01,9.989847878092388e-03,0.000000000000000e+00
8.060330067623239e+01,9.879294160852828e-03,0.000000000000000e+00
8.172251888009937e+01,9.766461444185453e-03,0.000000000000000e+00
8.285727800322604e+01,9.651542653108717e-03,0.000000000000000e+00
8.400779383925338e+01,9.533737032176175e-03,0.000000000000000e+00
8.517428517822806e+01,9.413720456447309e-03,0.000000000000000e+00
8.635697384820880e+01,9.291372314360866e-03,0.000000000000000e+00
8.755608475745076e+01,9.166467156613532e-03,0.000000000000000e+00
8.877184593717578e+01,9.039091263846017e-03,0.000000000000000e+00
9.000448858493598e+01,8.909212850166227e-03,0.000000000000000e+00
9.125424710858044e+01,8.776754307841816e-03,0.000000000000000e+00
9.252135917083145e+01,8.641737264242833e-03,0.000000000000000e+00
9.380606573448030e+01,8.504103850802483e-03,0.000000000000000e+00
9.510861110821004e+01,8.363916435060473e-03,0.000000000000000e+00
9.642924299305545e+01,8.220958656797842e-03,0.000000000000000e+00
9.776821252950725e+01,8.075380268174427e-03,0.000000000000000e+00
9.912577434527080e+01,7.927209511554486e-03,0.000000000000000e+00
1.005021866036879e+02,7.776238498334392e-03,0.000000000000000e+00
1.018977110528306e+02,7.622544128497068e-03,0.000000000000000e+00
1.033126130752776e+02,7.466168797700108e-03,0.000000000000000e+00
1.047471617385808e+02,7.307040452052538e-03,0.000000000000000e+00
1.062016298464332e+02,7.145201729997383e-03,0.000000000000000e+00
1.076762939905472e+02,6.980572637868458e-03,0.000000000000000e+00
1.091714346032528e+02,6.813224462921348e-03,0.000000000000000e+00
1.106873360108271e+02,6.643096808149887e-03,0.000000000000000e+00
1.122242864875634e+02,6.470257261428122e-03,0.000000000000000e+00
1.137825783105918e+02,6.294636572436321e-03,0.000000000000000e+00
1.153625078154600e+02,6.116368799105982e-03,0.000000000000000e+00
1.169643754524869e+02,5.935302037347935e-03,0.000000000000000e+00
1.185884858438987e+02,5.751482700128072e-03,0.000000000000000e+00
1.202351478417572e+02,5.565209988297841e-03,0.000000000000000e+00
1.219046745866938e+02,5.376201877401956e-03,0.000000000000000e+00
1.235973835674582e+02,5.184593875960777e-03,0.000000000000000e+00
1.253135966812944e+02,4.990423553121372e-03,0.000000000000000e+00
1.270536402951548e+02,4.793765327460059e-03,0.000000000000000e+00
1.288178453077646e+02,4.594659221283767e-03,0.000000000000000e+00
1.306065472125476e+02,4.393532059220404e-03,0.000000000000000e+00
1.324200861614260e+02,4.193699386342482e-03,0.000000000000000e+00
1.342588070295059e+02,3.997539781927462e-03,0.000000000000000e+00
1.361230594806614e+02,3.805216399341556e-03,0.000000000000000e+00
1.380131980340289e+02,3.616656891144787e-03,0.000000000000000e+00
1.399295821314252e+02,3.432283629099006e-03,0.000000000000000e+00
1.418725762057012e+02,3.251516765113818e-03,0.000000000000000e+00
1.438425497500445e+02,3.075056634083460e-03,0.000000000000000e+00
1.458398773882458e+02,2.902729366988592e-03,0.000000000000000e+00
1.478649389459394e+02,2.734495579652100e-03,0.000000000000000e+00
1.499181195228333e+02,2.570845037004789e-03,0.000000000000000e+00
1.519998095659427e+02,2.411579925251709e-03,0.000000000000000e+00
1.541104049438400e+02,2.256707877397337e-03,0.000000000000000e+00
1.562503070219359e+02,2.106262074769012e-03,0.000000000000000e+00
1.584199227388059e+02,1.960414861772760e-03,0.000000000000000e+00
1.606196646835768e+02,1.819222198488924e-03,0.000000000000000e+00
1.628499511743865e+02,1.682776523204997e-03,0.000000000000000e+00
1.651112063379354e+02,1.551146941877831e-03,0.000000000000000e+00
1.674038601901411e+02,1.424402128182328e-03,0.000000000000000e+00
