,photon_energies,1e15.0,1e15.05,1e15.1,1e15.15,1e15.2,1e15.25,1e15.3,1e15.35,1e15.4,1e15.45,1e15.5,1e15.55,1e15.6,1e15.65,1e15.7,1e15.75,1e15.8,1e15.85,1e15.9,1e15.95,1e16.0,1e16.05,1e16.1,1e16.15,1e16.2,1e16.25,1e16.3,1e16.35,1e16.4,1e16.45,1e16.5,1e16.55,1e16.6,1e16.65,1e16.7,1e16.75,1e16.8,1e16.85,1e16.9,1e16.95,1e17.0,1e17.05,1e17.1,1e17.15,1e17.2,1e17.25,1e17.3,1e17.35,1e17.4,1e17.45,1e17.5,1e17.55,1e17.6,1e17.65,1e17.7,1e17.75,1e17.8,1e17.85,1e17.9,1e17.95,1e18.0
70,3.492e-05,2.01508e+22,1.65777e+22,1.38175e+22,1.16529e+22,9.93921e+21,8.58023e+21,7.49921e+21,6.62953e+21,5.91751e+21,5.32416e+21,4.8224e+21,4.39097e+21,4.01007e+21,3.6622e+21,3.3336e+21,3.01488e+21,2.69989e+21,2.38444e+21,2.06676e+21,1.7497e+21,1.44287e+21,1.16162e+21,9.2008e+20,7.21908e+20,5.59414e+20,4.21416e+20,3.01044e+20,1.98638e+20,1.19011e+20,6.46807e+19,3.24421e+19,1.5491e+19,7.18712e+18,3.12348e+18,1.19786e+18,4.76211e+17,3.01671e+17,3.2737e+17,4.47971e+17,6.21194e+17,8.53133e+17,1.21289e+18,1.68951e+18,2.35412e+18,3.29483e+18,4.58777e+18,6.36511e+18,8.87255e+18,1.23062e+19,1.70196e+19,2.35096e+19,3.23963e+19,4.45056e+19,6.1055e+19,8.34806e+19,1.1383e+20,1.54666e+20,2.09466e+20,2.8247e+20,3.79159e+20,5.05707e+20
71,3.674e-05,1.95028e+22,1.60986e+22,1.34647e+22,1.1401e+22,9.772e+21,8.48281e+21,7.4553e+21,6.62392e+21,5.93884e+21,5.36554e+21,4.87929e+21,4.458e+21,4.0811e+21,3.73186e+21,3.39841e+21,3.07305e+21,2.75025e+21,2.42608e+21,2.09937e+21,1.7738e+21,1.45969e+21,1.17274e+21,9.2702e+20,7.25898e+20,5.61326e+20,4.21925e+20,3.0075e+20,1.98065e+20,1.185e+20,6.43469e+19,3.22608e+19,1.5399e+19,7.1452e+18,3.11227e+18,1.20551e+18,4.95676e+17,3.35111e+17,3.81706e+17,5.21591e+17,7.12442e+17,9.93825e+17,1.41148e+18,1.94472e+18,2.74396e+18,3.79713e+18,5.32025e+18,7.37496e+18,1.02236e+19,1.4175e+19,1.96106e+19,2.7065e+19,3.72511e+19,5.12065e+19,7.01126e+19,9.5772e+19,1.30357e+20,1.76891e+20,2.39086e+20,3.21702e+20,4.30937e+20,5.72821e+20
72,3.865e-05,1.88879e+22,1.56732e+22,1.31762e+22,1.1217e+22,9.67021e+21,8.44336e+21,7.45981e+21,6.65787e+21,5.9924e+21,5.43242e+21,4.95411e+21,4.53561e+21,4.15738e+21,3.80385e+21,3.4643e+21,3.13168e+21,2.80075e+21,2.4679e+21,2.13241e+21,1.79851e+21,1.47697e+21,1.18388e+21,9.33477e+20,7.29035e+20,5.62269e+20,4.2156e+20,2.99787e+20,1.97039e+20,1.1771e+20,6.38566e+19,3.19991e+19,1.52682e+19,7.08833e+18,3.09504e+18,1.21218e+18,5.18497e+17,3.76549e+17,4.45157e+17,6.01381e+17,8.20701e+17,1.1627e+18,1.62736e+18,2.25918e+18,3.17271e+18,4.40483e+18,6.12702e+18,8.54061e+18,1.1834e+19,1.63693e+19,2.26146e+19,3.1189e+19,4.28806e+19,5.88071e+19,8.04623e+19,1.09751e+20,1.49177e+20,2.02087e+20,2.72722e+20,3.66272e+20,4.88897e+20,6.47293e+20
73,4.066e-05,1.83391e+22,1.52685e+22,1.28856e+22,1.10219e+22,9.55433e+21,8.38887e+21,7.44956e+21,6.67863e+21,6.03611e+21,5.49393e+21,5.02766e+21,4.61446e+21,4.23537e+21,3.87691e+21,3.53028e+21,3.18926e+21,2.84891e+21,2.50617e+21,2.16123e+21,1.81907e+21,1.49082e+21,1.19256e+21,9.38313e+20,7.31082e+20,5.62402e+20,4.20576e+20,2.98406e+20,1.95781e+20,1.16815e+20,6.3325e+19,3.17182e+19,1.51311e+19,7.02897e+18,3.0789e+18,1.22144e+18,5.47162e+17,4.27195e+17,5.16664e+17,6.89568e+17,9.53069e+17,1.35597e+18,1.87211e+18,2.63366e+18,3.65013e+18,5.11582e+18,7.08259e+18,9.82773e+18,1.36488e+19,1.88867e+19,2.60508e+19,3.58647e+19,4.92949e+19,6.75298e+19,9.22833e+19,1.25673e+20,1.70602e+20,2.30645e+20,3.10671e+20,4.16309e+20,5.5384e+20,7.29589e+20
74,4.278e-05,1.78428e+22,1.49316e+22,1.26691e+22,1.08996e+22,9.50373e+21,8.38924e+21,7.48415e+21,6.73602e+21,6.10898e+21,5.57633e+21,5.11386e+21,4.69972e+21,4.31629e+21,3.95136e+21,3.59694e+21,3.24714e+21,2.89736e+21,2.54502e+21,2.19082e+21,1.84022e+21,1.5047e+21,1.20062e+21,9.42017e+20,7.31777e+20,5.61229e+20,4.18481e+20,2.96155e+20,1.93896e+20,1.15513e+20,6.25619e+19,3.1318e+19,1.49405e+19,6.94462e+18,3.05219e+18,1.23005e+18,5.82263e+17,4.87467e+17,5.94673e+17,7.92228e+17,1.11531e+18,1.56747e+18,2.16794e+18,3.05405e+18,4.23038e+18,5.89936e+18,8.21695e+18,1.13773e+19,1.5738e+19,2.17568e+19,3.00213e+19,4.13122e+19,5.66471e+19,7.75544e+19,1.05791e+20,1.43873e+20,1.95013e+20,2.63297e+20,3.53755e+20,4.72702e+20,6.26557e+20,8.19713e+20
75,4.501e-05,1.73695e+22,1.45926e+22,1.24404e+22,1.07617e+22,9.43645e+21,8.37299e+21,7.50369e+21,6.78176e+21,6.17506e+21,5.65659e+21,5.20085e+21,4.78647e+21,4.39798e+21,4.02542e+21,3.66186e+21,3.30175e+21,2.94103e+21,2.57812e+21,2.21459e+21,1.85633e+21,1.51486e+21,1.20628e+21,9.44337e+20,7.31746e+20,5.59758e+20,4.16432e+20,2.94204e+20,1.92415e+20,1.14572e+20,6.20379e+19,3.10528e+19,1.48172e+19,6.89618e+18,3.04579e+18,1.25138e+18,6.28935e+17,5.56717e+17,6.80091e+17,9.17889e+17,1.30323e+18,1.8025e+18,2.5287e+18,3.51733e+18,4.91893e+18,6.80744e+18,9.47246e+18,1.31497e+19,1.81901e+19,2.51068e+19,3.45664e+19,4.74625e+19,6.51106e+19,8.89668e+19,1.21176e+20,1.64642e+20,2.22739e+20,3.00054e+20,4.02402e+20,5.35934e+20,7.0689e+20,9.16721e+20
76,4.735e-05,1.69714e+22,1.4336e+22,1.22933e+22,1.06975e+22,9.4314e+21,8.40784e+21,7.565e+21,6.86107e+21,6.2658e+21,5.75231e+21,5.29616e+21,4.87746e+21,4.48217e+21,4.1013e+21,3.72833e+21,3.35807e+21,2.98696e+21,2.61396e+21,2.24114e+21,1.87472e+21,1.52639e+21,1.2123e+21,9.46213e+20,7.30816e+20,5.57265e+20,4.13434e+20,2.91469e+20,1.90347e+20,1.13237e+20,6.12821e+19,3.06687e+19,1.46361e+19,6.82108e+18,3.02981e+18,1.27501e+18,6.83532e+17,6.32024e+17,7.77921e+17,1.07169e+18,1.50936e+18,2.08276e+18,2.93787e+18,4.06237e+18,5.68118e+18,7.89941e+18,1.09313e+19,1.51411e+19,2.09381e+19,2.88778e+19,3.9784e+19,5.45915e+19,7.47162e+19,1.01974e+20,1.38775e+20,1.88121e+20,2.5413e+20,3.41688e+20,4.56932e+20,6.0628e+20,7.94843e+20,1.01829e+21
77,4.982e-05,1.65796e+22,1.40697e+22,1.21301e+22,1.06152e+22,9.40797e+21,8.42571e+21,7.61288e+21,6.93226e+21,6.35362e+21,5.84864e+21,5.39315e+21,4.96944e+21,4.56609e+21,4.17545e+21,3.79139e+21,3.40927e+21,3.02659e+21,2.6433e+21,2.26195e+21,1.88872e+21,1.53494e+21,1.21643e+21,9.46908e+20,7.29172e+20,5.5444e+20,4.10407e+20,2.8887e+20,1.88435e+20,1.12004e+20,6.05769e+19,3.03092e+19,1.44699e+19,6.75588e+18,3.02161e+18,1.30785e+18,7.4724e+17,7.14392e+17,8.96526e+17,1.2533e+18,1.73684e+18,2.4267e+18,3.3863e+18,4.726e+18,6.54899e+18,9.12114e+18,1.26581e+19,1.75103e+19,2.41764e+19,3.32934e+19,4.57473e+19,6.27422e+19,8.57182e+19,1.16902e+20,1.58813e+20,2.14927e+20,2.89807e+20,3.88859e+20,5.18221e+20,6.84635e+20,8.90189e+20,1.12193e+21
78,5.241e-05,1.62737e+22,1.38916e+22,1.20489e+22,1.0603e+22,9.44229e+21,8.4908e+21,7.69887e+21,7.03173e+21,6.45945e+21,5.95468e+21,5.49485e+21,5.06392e+21,4.65159e+21,4.25073e+21,3.85557e+21,3.46202e+21,3.06819e+21,2.67454e+21,2.28397e+21,1.90282e+21,1.54245e+21,1.21872e+21,9.45469e+20,7.25467e+20,5.49777e+20,4.05798e+20,2.84963e+20,1.85537e+20,1.10119e+20,5.94993e+19,2.97561e+19,1.42105e+19,6.64792e+18,2.99832e+18,1.34216e+18,8.15519e+17,8.06377e+17,1.04203e+18,1.45506e+18,2.00215e+18,2.82453e+18,3.90569e+18,5.4703e+18,7.59106e+18,1.05137e+19,1.45736e+19,2.01525e+19,2.78089e+19,3.82993e+19,5.26082e+19,7.2009e+19,9.83348e+19,1.33834e+20,1.81515e+20,2.4531e+20,3.29987e+20,4.41676e+20,5.86687e+20,7.70497e+20,9.90709e+20,1.22027e+21
79,5.514e-05,1.5962e+22,1.36982e+22,1.19484e+22,1.05704e+22,9.45742e+21,8.54027e+21,7.77485e+21,7.12708e+21,6.56527e+21,6.0621e+21,5.59726e+21,5.15762e+21,4.73459e+21,4.32151e+21,3.91317e+21,3.50659e+21,3.10101e+21,2.69753e+21,2.29908e+21,1.91165e+21,1.54624e+21,1.21861e+21,9.42663e+20,7.21211e+20,5.45148e+20,4.01553e+20,2.81525e+20,1.8306e+20,1.08543e+20,5.86179e+19,2.93145e+19,1.40096e+19,6.57112e+18,2.9964e+18,1.39122e+18,8.92013e+17,9.17204e+17,1.21654e+18,1.67551e+18,2.3274e+18,3.26159e+18,4.53741e+18,6.29631e+18,8.78167e+18,1.21768e+19,1.68398e+19,2.32643e+19,3.20656e+19,4.40588e+19,6.04328e+19,8.26555e+19,1.12712e+20,1.53129e+20,2.07454e+20,2.79796e+20,3.75553e+20,5.01124e+20,6.62811e+20,8.63904e+20,1.09414e+21,1.30489e+21
80,5.801e-05,1.57415e+22,1.35936e+22,1.19261e+22,1.0603e+22,9.52596e+21,8.63302e+21,7.8835e+21,7.24362e+21,6.68269e+21,6.17518e+21,5.70257e+21,5.25311e+21,4.81883e+21,4.39344e+21,3.97234e+21,3.5532e+21,3.13588e+21,2.72188e+21,2.31434e+21,1.91933e+21,1.54796e+21,1.2161e+21,9.37607e+20,7.15056e+20,5.38991e+20,3.9613e+20,2.77247e+20,1.80059e+20,1.06683e+20,5.75927e+19,2.8804e+19,1.37772e+19,6.48524e+18,2.99883e+18,1.44614e+18,9.77209e+17,1.05451e+18,1.41308e+18,1.92846e+18,2.71395e+18,3.75544e+18,5.26417e+18,7.29411e+18,1.0113e+19,1.40306e+19,1.94111e+19,2.67838e+19,3.68659e+19,5.06799e+19,6.93973e+19,9.48031e+19,1.29076e+20,1.75153e+20,2.36711e+20,3.18712e+20,4.26897e+20,5.67522e+20,7.46697e+20,9.63295e+20,1.19477e+21,1.36302e+21
81,6.103e-05,1.55086e+22,1.34698e+22,1.18819e+22,1.06143e+22,9.57668e+21,8.71402e+21,7.98695e+21,7.35985e+21,6.80175e+21,6.28932e+21,5.80739e+21,5.34627e+21,4.89858e+21,4.45863e+21,4.02294e+21,3.59052e+21,3.16197e+21,2.73891e+21,2.32414e+21,1.92333e+21,1.54742e+21,1.21236e+21,9.32012e+20,7.08803e+20,5.32955e+20,3.90857e+20,2.73052e+20,1.77057e+20,1.04785e+20,5.6531e+19,2.8272e+19,1.35363e+19,6.40022e+18,3.0061e+18,1.50517e+18,1.07772e+18,1.22003e+18,1.62731e+18,2.23707e+18,3.14063e+18,4.35553e+18,6.06483e+18,8.45198e+18,1.17065e+19,1.61968e+19,2.23778e+19,3.08638e+19,4.24499e+19,5.82107e+19,7.96582e+19,1.08661e+20,1.47717e+20,2.00144e+20,2.70109e+20,3.62842e+20,4.8445e+20,6.41544e+20,8.38179e+20,1.06633e+21,1.28487e+21,1.37891e+21
82,6.421e-05,1.53799e+22,1.34362e+22,1.19121e+22,1.06863e+22,9.67677e+21,8.83271e+21,8.11537e+21,7.49008e+21,6.92773e+21,6.40707e+21,5.91449e+21,5.44107e+21,4.97989e+21,4.52581e+21,4.07618e+21,3.63062e+21,3.19025e+21,2.75692e+21,2.33354e+21,1.92585e+21,1.54491e+21,1.20661e+21,9.24591e+20,7.0097e+20,5.25617e+20,3.84607e+20,2.68221e+20,1.73702e+20,1.02708e+20,5.53849e+19,2.77025e+19,1.32828e+19,6.31793e+18,3.01989e+18,1.57207e+18,1.20228e+18,1.41057e+18,1.86949e+18,2.60799e+18,3.61565e+18,5.06289e+18,7.0056e+18,9.73554e+18,1.35146e+19,1.8698e+19,2.58001e+19,3.55155e+19,4.87968e+19,6.68816e+19,9.13914e+19,1.24456e+20,1.68995e+20,2.28524e+20,3.07806e+20,4.12533e+20,5.49065e+20,7.23481e+20,9.36219e+20,1.16842e+21,1.35072e+21,1.34051e+21
83,6.756e-05,1.52254e+22,1.33763e+22,1.19178e+22,1.07378e+22,9.76284e+21,8.9448e+21,8.24296e+21,7.62198e+21,7.055e+21,6.52443e+21,6.01916e+21,5.5311e+21,5.05387e+21,4.58355e+21,4.11893e+21,3.66062e+21,3.2099e+21,2.76829e+21,2.3382e+21,1.92517e+21,1.5403e+21,1.19958e+21,9.16531e+20,6.92919e+20,5.18239e+20,3.78323e+20,2.63292e+20,1.70219e+20,1.00523e+20,5.41718e+19,2.70983e+19,1.30167e+19,6.23466e+18,3.03447e+18,1.65024e+18,1.35575e+18,1.61904e+18,2.16072e+18,3.02605e+18,4.186e+18,5.8416e+18,8.13275e+18,1.12594e+19,1.55791e+19,2.15324e+19,2.97202e+19,4.09082e+19,5.60781e+19,7.68071e+19,1.04777e+20,1.42488e+20,1.93191e+20,2.60868e+20,3.50533e+20,4.68511e+20,6.21192e+20,8.13153e+20,1.03886e+21,1.26206e+21,1.38004e+21,1.23838e+21
84,7.107e-05,1.51766e+22,1.34024e+22,1.19929e+22,1.08454e+22,9.8922e+21,9.08606e+21,8.38709e+21,7.76206e+21,7.1863e+21,6.64412e+21,6.12538e+21,5.6224e+21,5.12947e+21,4.64352e+21,4.16408e+21,3.69232e+21,3.22982e+21,2.77826e+21,2.34014e+21,1.92115e+21,1.53244e+21,1.18975e+21,9.06184e+20,6.83047e+20,5.09469e+20,3.71053e+20,2.57727e+20,1.66351e+20,9.81205e+19,5.28443e+19,2.64416e+19,1.27344e+19,6.14861e+18,3.05125e+18,1.74934e+18,1.53409e+18,1.84929e+18,2.51579e+18,3.48356e+18,4.86579e+18,6.73646e+18,9.37498e+18,1.30129e+19,1.80033e+19,2.48493e+19,3.42073e+19,4.70004e+19,6.44547e+19,8.8048e+19,1.20008e+20,1.63028e+20,2.20565e+20,2.97226e+20,3.98658e+20,5.31017e+20,7.00721e+20,9.09393e+20,1.14152e+21,1.33645e+21,1.35616e+21,1.08147e+21
85,7.477e-05,1.50965e+22,1.34e+22,1.20441e+22,1.09364e+22,1.00133e+22,9.22576e+21,8.53292e+21,7.90365e+21,7.31737e+21,6.76137e+21,6.22655e+21,5.70584e+21,5.19472e+21,4.69182e+21,4.19778e+21,3.71406e+21,3.24193e+21,2.78252e+21,2.33809e+21,1.91442e+21,1.52283e+21,1.17894e+21,8.95437e+20,6.73081e+20,5.00687e+20,3.63741e+20,2.52096e+20,1.62431e+20,9.56935e+19,5.15089e+19,2.57864e+19,1.24577e+19,6.06709e+18,3.07961e+18,1.87642e+18,1.73188e+18,2.12392e+18,2.92192e+18,4.02048e+18,5.62404e+18,7.81533e+18,1.08161e+19,1.49838e+19,2.0723e+19,2.85856e+19,3.93771e+19,5.40534e+19,7.39777e+19,1.00954e+20,1.37436e+20,1.86318e+20,2.51673e+20,3.38517e+20,4.52776e+20,6.00871e+20,7.88235e+20,1.01083e+21,1.23856e+21,1.37675e+21,1.27123e+21,8.90682e+20
86,7.867e-05,1.51147e+22,1.34767e+22,1.21592e+22,1.10771e+22,1.01685e+22,9.38516e+21,8.68854e+21,8.04999e+21,7.45108e+21,6.88027e+21,6.32897e+21,5.79081e+21,5.26217e+21,4.74252e+21,4.23316e+21,3.73592e+21,3.25224e+21,2.78336e+21,2.33176e+21,1.90336e+21,1.50933e+21,1.1649e+21,8.8212e+20,6.61162e+20,4.90506e+20,3.55481e+20,2.45838e+20,1.58112e+20,9.30322e+19,5.00511e+19,2.50787e+19,1.21624e+19,5.97958e+18,3.12187e+18,2.02981e+18,1.94989e+18,2.46017e+18,3.36722e+18,4.67746e+18,6.48007e+18,9.0294e+18,1.25281e+19,1.73283e+19,2.39291e+19,3.29628e+19,4.52886e+19,6.21098e+19,8.49037e+19,1.15767e+20,1.57237e+20,2.12938e+20,2.87096e+20,3.85213e+20,5.13634e+20,6.78735e+20,8.83084e+20,1.11443e+21,1.31896e+21,1.36841e+21,1.12785e+21,6.92436e+20
87,8.276e-05,1.51006e+22,1.35261e+22,1.22549e+22,1.12076e+22,1.03212e+22,9.54626e+21,8.84605e+21,8.19638e+21,7.58243e+21,6.99403e+21,6.42317e+21,5.86472e+21,5.31695e+21,4.78062e+21,4.25751e+21,3.74913e+21,3.25632e+21,2.78002e+21,2.32282e+21,1.89092e+21,1.49545e+21,1.15117e+21,8.69391e+20,6.49808e+20,4.80752e+20,3.47545e+20,2.39872e+20,1.5406e+20,9.0573e+19,4.87227e+19,2.44452e+19,1.19047e+19,5.91768e+18,3.2e+18,2.2068e+18,2.20483e+18,2.85337e+18,3.87889e+18,5.41679e+18,7.50846e+18,1.04051e+19,1.44251e+19,1.99441e+19,2.7528e+19,3.79064e+19,5.20831e+19,7.12904e+19,9.73736e+19,1.3254e+20,1.79753e+20,2.42975e+20,3.26918e+20,4.37591e+20,5.81495e+20,7.64033e+20,9.83341e+20,1.21336e+21,1.36982e+21,1.3014e+21,9.43599e+20,5.12033e+20
88,8.707e-05,1.51809e+22,1.36502e+22,1.24082e+22,1.13782e+22,1.04976e+22,9.71926e+21,9.00931e+21,8.34596e+21,7.71582e+21,7.1093e+21,6.51914e+21,5.94116e+21,5.37461e+21,4.821e+21,4.28254e+21,3.76094e+21,3.25717e+21,2.77243e+21,2.30948e+21,1.87444e+21,1.47807e+21,1.13444e+21,8.54181e+20,6.36487e+20,4.69484e+20,3.38442e+20,2.32997e+20,1.49327e+20,8.7656e+19,4.71296e+19,2.36779e+19,1.15837e+19,5.83999e+18,3.29082e+18,2.39546e+18,2.51737e+18,3.28544e+18,4.49966e+18,6.23745e+18,8.6925e+18,1.20479e+19,1.66661e+19,2.3023e+19,3.17378e+19,4.36211e+19,5.98291e+19,8.18381e+19,1.11605e+20,1.51666e+20,2.05461e+20,2.77127e+20,3.72135e+20,4.96584e+20,6.5695e+20,8.56943e+20,1.08662e+21,1.29995e+21,1.37609e+21,1.17111e+21,7.44906e+20,3.62109e+20
89,9.161e-05,1.52239e+22,1.37485e+22,1.2548e+22,1.15449e+22,1.06754e+22,9.89446e+21,9.17288e+21,8.49325e+21,7.84388e+21,7.21583e+21,6.60312e+21,6.00363e+21,5.41814e+21,4.84881e+21,4.29753e+21,3.76541e+21,3.253e+21,2.76157e+21,2.29422e+21,1.85714e+21,1.46065e+21,1.11807e+21,8.39352e+20,6.2342e+20,4.58357e+20,3.29442e+20,2.26225e+20,1.44682e+20,8.48025e+19,4.55787e+19,2.29346e+19,1.12807e+19,5.79294e+18,3.4067e+18,2.61678e+18,2.89116e+18,3.77248e+18,5.22307e+18,7.21957e+18,1.00122e+19,1.38881e+19,1.92217e+19,2.65209e+19,3.64873e+19,5.01794e+19,6.87245e+19,9.38829e+19,1.27842e+20,1.73508e+20,2.34514e+20,3.15779e+20,4.2306e+20,5.62605e+20,7.40477e+20,9.56101e+20,1.18782e+21,1.36072e+21,1.32423e+21,9.95427e+20,5.56624e+20,2.47699e+20
90,9.638e-05,1.53536e+22,1.3914e+22,1.27348e+22,1.17397e+22,1.08675e+22,1.00764e+22,9.34005e+21,8.64268e+21,7.97339e+21,7.32395e+21,6.68945e+21,6.06885e+21,5.4638e+21,4.87697e+21,4.3105e+21,3.76563e+21,3.24317e+21,2.74466e+21,2.27319e+21,1.83468e+21,1.43885e+21,1.0982e+21,8.2195e+20,6.08583e+20,4.46049e+20,3.1966e+20,2.1896e+20,1.39768e+20,8.18366e+19,4.39948e+19,2.21839e+19,1.09874e+19,5.77254e+18,3.5405e+18,2.89295e+18,3.30717e+18,4.36281e+18,6.01707e+18,8.36817e+18,1.15884e+19,1.60304e+19,2.21427e+19,3.05607e+19,4.20371e+19,5.76263e+19,7.88989e+19,1.07619e+20,1.46307e+20,1.9828e+20,2.67637e+20,3.59531e+20,4.8015e+20,6.36116e+20,8.31478e+20,1.05908e+21,1.27852e+21,1.37947e+21,1.2121e+21,7.97815e+20,3.98911e+20,1.64831e+20
91,0.0001014,1.54537e+22,1.4063e+22,1.29163e+22,1.19357e+22,1.10622e+22,1.02591e+22,9.50512e+21,8.78675e+21,8.09378e+21,7.41934e+21,6.76066e+21,6.11858e+21,5.49555e+21,4.89401e+21,4.31543e+21,3.76049e+21,3.23009e+21,2.7261e+21,2.25182e+21,1.81281e+21,1.41806e+21,1.07931e+21,8.05314e+20,5.94333e+20,4.34266e+20,3.10398e+20,2.12176e+20,1.35245e+20,7.91436e+19,4.25738e+19,2.15224e+19,1.07578e+19,5.79731e+18,3.71025e+18,3.23544e+18,3.77029e+18,5.06066e+18,6.94528e+18,9.63933e+18,1.33812e+19,1.85131e+19,2.5542e+19,3.51675e+19,4.83165e+19,6.62192e+19,9.05028e+19,1.23266e+20,1.67369e+20,2.26407e+20,3.04978e+20,4.0878e+20,5.44245e+20,7.17408e+20,9.29092e+20,1.16142e+21,1.34714e+21,1.34482e+21,1.04577e+21,6.0552e+20,2.74746e+20,1.08869e+20
92,0.0001067,1.56305e+22,1.42666e+22,1.3131e+22,1.21489e+22,1.1265e+22,1.04459e+22,9.67258e+21,8.93232e+21,8.21569e+21,7.51696e+21,6.83462e+21,6.17045e+21,5.52754e+21,4.90861e+21,4.31527e+21,3.74848e+21,3.20944e+21,2.7001e+21,2.22356e+21,1.78486e+21,1.39224e+21,1.05658e+21,7.85943e+20,5.78165e+20,4.2109e+20,3.00098e+20,2.04634e+20,1.30203e+20,7.61236e+19,4.09615e+19,2.07689e+19,1.05071e+19,5.8169e+18,3.91772e+18,3.62271e+18,4.32441e+18,5.83342e+18,8.06234e+18,1.11459e+19,1.54224e+19,2.13261e+19,2.94252e+19,4.05092e+19,5.55679e+19,7.60748e+19,1.03757e+20,1.41207e+20,1.91415e+20,2.58467e+20,3.47456e+20,4.64456e+20,6.15932e+20,8.06738e+20,1.03166e+21,1.25617e+21,1.37976e+21,1.24668e+21,8.50628e+20,4.36767e+20,1.84275e+20,7.23e+19
93,0.0001122,1.5791e+22,1.44648e+22,1.33472e+22,1.23652e+22,1.1469e+22,1.06309e+22,9.83462e+21,9.06835e+21,8.32402e+21,7.59817e+21,6.8915e+21,6.20681e+21,5.54703e+21,4.91416e+21,4.30916e+21,3.73297e+21,3.18718e+21,2.67403e+21,2.19635e+21,1.75849e+21,1.36794e+21,1.03503e+21,7.67377e+20,5.6258e+20,4.08404e+20,2.90208e+20,1.97407e+20,1.25379e+20,7.32382e+19,3.94272e+19,2.00744e+19,1.02997e+19,5.86425e+18,4.18799e+18,4.04529e+18,4.98401e+18,6.70793e+18,9.28517e+18,1.28734e+19,1.78075e+19,2.4582e+19,3.3846e+19,4.64959e+19,6.37727e+19,8.71349e+19,1.18754e+20,1.6135e+20,2.1835e+20,2.9423e+20,3.94765e+20,5.25967e+20,6.94262e+20,9.01776e+20,1.13373e+21,1.33199e+21,1.36003e+21,1.09513e+21,6.55969e+20,3.05263e+20,1.22322e+20,4.88501e+19
94,0.0001181,1.6014e+22,1.47018e+22,1.35839e+22,1.25913e+22,1.16779e+22,1.08187e+22,9.99837e+21,9.20602e+21,8.43471e+21,7.68243e+21,6.95092e+21,6.24375e+21,5.5642e+21,4.91442e+21,4.29563e+21,3.70916e+21,3.1567e+21,2.64032e+21,2.1624e+21,1.72656e+21,1.33945e+21,1.0106e+21,7.46955e+20,5.45835e+20,3.95032e+20,2.79992e+20,1.90116e+20,1.20633e+20,7.04621e+19,3.79853e+19,1.94566e+19,1.01402e+19,5.97279e+18,4.52522e+18,4.55755e+18,5.73854e+18,7.78111e+18,1.07234e+19,1.48446e+19,2.05244e+19,2.83164e+19,3.90067e+19,5.35559e+19,7.32888e+19,1.00061e+20,1.36198e+20,1.84619e+20,2.49512e+20,3.35586e+20,4.48867e+20,5.96041e+20,7.82139e+20,1.00395e+21,1.23216e+21,1.37512e+21,1.27932e+21,9.03975e+20,4.79131e+20,2.05323e+20,8.04341e+19,3.32548e+19
95,0.0001242,1.62287e+22,1.49394e+22,1.38239e+22,1.2819e+22,1.18852e+22,1.10009e+22,1.01522e+22,9.32915e+21,8.52751e+21,7.74774e+21,6.99287e+21,6.26645e+21,5.57095e+21,4.90776e+21,4.278e+21,3.6834e+21,3.12601e+21,2.60771e+21,2.1302e+21,1.69635e+21,1.31227e+21,9.86998e+20,7.27059e+20,5.29467e+20,3.81927e+20,2.69918e+20,1.82848e+20,1.15833e+20,6.76091e+19,3.64978e+19,1.88281e+19,9.9776e+18,6.12628e+18,4.88758e+18,5.17137e+18,6.56908e+18,8.97324e+18,1.24008e+19,1.71403e+19,2.36676e+19,3.26125e+19,4.48093e+19,6.14511e+19,8.40199e+19,1.14573e+20,1.55643e+20,2.10781e+20,2.84238e+20,3.81473e+20,5.08703e+20,6.72514e+20,8.75618e+20,1.10669e+21,1.31353e+21,1.37086e+21,1.14106e+21,7.07393e+20,3.37462e+20,1.36245e+20,5.42442e+19,2.23083e+19
96,0.0001307,1.649e+22,1.52019e+22,1.40758e+22,1.30525e+22,1.20957e+22,1.11852e+22,1.03076e+22,9.45473e+21,8.62359e+21,7.81593e+21,7.03571e+21,6.28686e+21,5.57206e+21,4.89294e+21,4.25104e+21,3.64826e+21,3.08651e+21,2.56722e+21,2.09137e+21,1.66103e+21,1.2815e+21,9.61057e+20,7.05686e+20,5.12213e+20,3.68367e+20,2.59705e+20,1.75634e+20,1.11151e+20,6.48698e+19,3.51064e+19,1.82608e+19,9.87281e+18,6.35354e+18,5.32617e+18,5.8852e+18,7.58466e+18,1.03404e+19,1.42871e+19,1.97575e+19,2.72611e+19,3.75217e+19,5.15802e+19,7.06109e+19,9.64453e+19,1.3129e+20,1.78102e+20,2.40719e+20,3.23928e+20,4.33769e+20,5.76479e+20,7.5774e+20,9.76123e+20,1.20669e+21,1.36857e+21,1.30691e+21,9.57351e+20,5.2317e+20,2.28978e+20,9.01191e+19,3.68241e+19,1.39895e+19
