# Gecco's estimated energy resolution Delta E / E for a large size imager.
# Taken from slides from Alexander Moiseev.
# Columns: energy (MeV), Delta E / E
0.3,0.0219757174392936
0.661271852126612,0.011997792494481234
0.9999535648481127,0.011004415011037527
1.9986179684158898,0.009988962472406178
4.004446196197795,0.009988962472406175
7.984168553362056,0.009988962472406175
