# Columns: photon energy [MeV], effective area [cm^2]
3.0064139677612505,50.53758186296548
3.849159021949681,77.905167392224
5.898365861768903,128.36119008195774
8.078245980143125,167.53146472553115
11.57216544772375,226.05643143340987
18.96918973506798,305.0263440132161
31.80087167880079,385.07220220436756
66.74062109135647,470.2070719137745
130.9402514955892,574.1642455935716
229.60196986199574,623.994444168982
281.04799268795585,634.4678767401829
