# Columns: photon energy [MeV], effective area [cm^2]
9.994369706857174,16.61910761932998
20.06222919934527,45.12674177290248
49.84320825208552,79.84731692855027
99.24681371515283,104.71761043581384
202.57996960250344,124.38760005929441
403.5109472937042,138.8628446486807
608.1424739266419,146.09305514378892
797.220969092326,151.26000592943967
986.8438604053076,152.7951749184702
2015.2479635320155,158.43184850281648
