# Gecco's angular resolution. Taken from slides from Alexander Moiseev.
# Columns: energy (MeV), FWHM angular resolution (degrees)
0.3,9.19254658385093
0.6616369373228581,5.304347826086957
0.9983469486554394,5.0062111801242235
2.0012665350294743,6.198757763975156
8.002485284428305,4.2981366459627335
