# Columns: mx (MeV), <sigma v> limit (cm^3/s)
6.748829999999999529e+01,1.253138932100968130e-26
6.933185252525251485e+01,1.184175967002936026e-26
7.117540505050504862e+01,1.140739680563056363e-26
7.301895757575756818e+01,1.117051370880723817e-26
7.486251010101010195e+01,1.111277064478300286e-26
7.670606262626262151e+01,1.121134937208729192e-26
7.854961515151515528e+01,1.144651628799405314e-26
8.039316767676767483e+01,1.182688834221020578e-26
8.223672020202019439e+01,1.234657795379088587e-26
8.408027272727272816e+01,1.300849325313412589e-26
8.592382525252524772e+01,1.381922230449154809e-26
8.776737777777778149e+01,1.435266456462728219e-26
8.961093030303030105e+01,1.300548944367284073e-26
9.145448282828283482e+01,1.194462717940460244e-26
9.329803535353535437e+01,1.110453972691808136e-26
9.514158787878787393e+01,1.043824400067881723e-26
9.698514040404040770e+01,9.911619167424540407e-27
9.882869292929292726e+01,9.499648552317678234e-27
1.006722454545454468e+02,9.184069545924053303e-27
1.025157979797979806e+02,8.953514394356556249e-27
1.043593505050505144e+02,8.790920598923838980e-27
1.062029030303030339e+02,3.390615450248066295e-25
1.080464555555555535e+02,1.158069681677206421e-24
1.098900080808080872e+02,1.181414845600776378e-24
1.117335606060606068e+02,1.202093326416955607e-24
1.135771131313131264e+02,1.222165911676769134e-24
1.154206656565656601e+02,1.241891202885778171e-24
1.172642181818181939e+02,1.260834662746506531e-24
1.191077707070707135e+02,1.277997537882137782e-24
1.209513232323232330e+02,1.292300147733198178e-24
1.227948757575757668e+02,1.303268499409731676e-24
1.246384282828282863e+02,1.311508531515658706e-24
1.264819808080808059e+02,1.318111769950519150e-24
1.283255333333333397e+02,1.324028380691505331e-24
1.301690858585858734e+02,1.330094709846198720e-24
1.320126383838384072e+02,1.336757244699892558e-24
1.338561909090909126e+02,1.344283345086033673e-24
1.356997434343434463e+02,2.605839847015993742e-27
1.375432959595959801e+02,2.340112375731407710e-27
1.393868484848484854e+02,2.404734902210317430e-27
1.412304010101010192e+02,4.667317357981975244e-27
1.430739535353535530e+02,5.627438085857820899e-27
1.449175060606060583e+02,6.372532911832888005e-27
1.467610585858585921e+02,7.125087434677692411e-27
1.486046111111111259e+02,7.846828505219317075e-27
1.504481636363636312e+02,8.565226372270163305e-27
1.522917161616161650e+02,8.706649787151813282e-27
1.541352686868686988e+02,8.497227368531210395e-27
1.559788212121212041e+02,8.602887461740880827e-27
1.578223737373737663e+02,8.705210523721229679e-27
1.596659262626262716e+02,8.573522318979474071e-27
1.615094787878788054e+02,8.705167846664743211e-27
1.633530313131313392e+02,8.849200631763731852e-27
1.651965838383838445e+02,9.196920220876415096e-27
1.670401363636363783e+02,9.358532680655428293e-27
1.688836888888889121e+02,9.540326439753026320e-27
1.707272414141414174e+02,9.743899105530555089e-27
1.725707939393939512e+02,1.010987464539670360e-26
1.744143464646464849e+02,1.034629079147785574e-26
1.762578989898989903e+02,1.060822724416159491e-26
1.781014515151515241e+02,1.100314269903617406e-26
1.799450040404040578e+02,1.130443418172370715e-26
1.817885565656565632e+02,1.172216485087402468e-26
1.836321090909091254e+02,1.206555380168594176e-26
1.854756616161616307e+02,1.250882415091972733e-26
1.873192141414141361e+02,1.296333576095188898e-26
1.891627666666666983e+02,1.336637328636125467e-26
1.910063191919192036e+02,1.384899420935162290e-26
1.928498717171717374e+02,1.434386062613392457e-26
1.946934242424242711e+02,1.480726480816810786e-26
1.965369767676767765e+02,1.533121981365853100e-26
1.983805292929292818e+02,1.586785939298164338e-26
2.002240818181818440e+02,1.688550044954338457e-26
2.020676343434343494e+02,1.935483637435243073e-26
2.039111868686869116e+02,2.070739513313681478e-26
2.057547393939394169e+02,2.191304781167638314e-26
2.075982919191919223e+02,2.327427753646148384e-26
2.094418444444444845e+02,2.414237610896498332e-26
2.112853969696969898e+02,2.585272884089639020e-26
2.131289494949494951e+02,2.704628787270450018e-26
2.149725020202020573e+02,2.863073925763953761e-26
2.168160545454545627e+02,3.019503582630531929e-26
2.186596070707070680e+02,3.176300260615541031e-26
2.205031595959596302e+02,3.335125260417074523e-26
2.223467121212121356e+02,3.497120667627212214e-26
2.241902646464646409e+02,3.663038376137785953e-26
2.260338171717172031e+02,3.833323155817857043e-26
2.278773696969697085e+02,4.020902672661515927e-26
2.297209222222222706e+02,4.197916828812290140e-26
2.315644747474747760e+02,4.379736558091186959e-26
2.334080272727272813e+02,4.448688375447385200e-26
2.352515797979798435e+02,4.482085569269627636e-26
2.370951323232323489e+02,4.359598481311426899e-26
2.389386848484848542e+02,4.391675552358335614e-26
2.407822373737374164e+02,4.282574577947259161e-26
2.426257898989899218e+02,4.314603486459918842e-26
2.444693424242424271e+02,4.345713360500346161e-26
2.463128949494949893e+02,4.376142115364169281e-26
2.481564474747474947e+02,4.283446242078759305e-26
2.500000000000000000e+02,4.315439727075762225e-26
