1.000000000000000082e-05,2.176901671589978832e+03
1.004154086661125130e-05,2.167955975254601981e+03
1.008325429758238449e-05,2.159044834170880677e+03
1.012514100976072437e-05,2.150165661820563400e+03
1.016720172297138155e-05,2.141316687041491150e+03
1.020943716002974541e-05,2.132505927760671057e+03
1.025184804675382020e-05,2.123717431228096302e+03
1.029443511197672222e-05,2.114960047093003595e+03
1.033719908755922436e-05,2.106233461978518335e+03
1.038014070840224982e-05,2.097547812543124564e+03
1.042326071245962507e-05,2.088894038204772642e+03
1.046655984075068368e-05,2.080273175481899671e+03
1.051003883737301247e-05,2.071685870549777064e+03
1.055369844951527391e-05,2.063133623298649127e+03
1.059753942746994208e-05,2.054613481687941203e+03
1.064156252464634194e-05,2.046125998186994821e+03
1.068576849758350385e-05,2.037672526260281074e+03
1.073015810596318758e-05,2.029254323475886167e+03
1.077473211262295373e-05,2.020866714680659697e+03
1.081949128356919784e-05,2.012519977613556193e+03
1.086443638799043189e-05,2.004194410956532465e+03
1.090956819827042518e-05,1.995903258087059839e+03
1.095488749000149593e-05,1.987646424696085887e+03
1.100039504199786058e-05,1.979423731603625129e+03
1.104609163630893043e-05,1.971235037573589352e+03
1.109197805823288799e-05,1.963080175387019153e+03
1.113805509633008523e-05,1.954959079797934919e+03
1.118432354243662671e-05,1.946871606046398938e+03
1.123078419167797115e-05,1.938817623341282797e+03
1.127743784248261784e-05,1.930796939662708610e+03
1.132428529659574216e-05,1.922809431621034037e+03
1.137132735909310725e-05,1.914854971243632008e+03
1.141856483839480287e-05,1.906933407737086554e+03
1.146599854627917064e-05,1.899044570355630185e+03
1.151362929789677331e-05,1.891188364703260731e+03
1.156145791178430473e-05,1.883364692813945112e+03
1.160948520987880812e-05,1.875573416975550572e+03
1.165771201753169451e-05,1.867814381990239781e+03
1.170613916352296101e-05,1.860087419491861283e+03
1.175476748007544975e-05,1.852392441038281959e+03
1.180359780286905943e-05,1.844729279811025663e+03
1.185263097105524310e-05,1.837097802570838667e+03
1.190186782727134340e-05,1.829497856269591466e+03
1.195130921765508523e-05,1.821929380508844588e+03
1.200095599185915153e-05,1.814392238243536895e+03
1.205080900306568448e-05,1.806886307415108377e+03
1.210086910800108654e-05,1.799411408719663086e+03
1.215113716695065381e-05,1.791967429561337667e+03
1.220161404377338555e-05,1.784554248147392400e+03
1.225230060591684621e-05,1.777171725011942044e+03
1.230319772443198172e-05,1.769819700119858680e+03
1.235430627398822891e-05,1.762498089412669515e+03
1.240562713288845881e-05,1.755206797437141176e+03
1.245716118308408267e-05,1.747945697751298894e+03
1.250890931019024264e-05,1.740714643316858883e+03
1.256087240350092791e-05,1.733513479734013345e+03
1.261305135600440598e-05,1.726342123467705278e+03
1.266544706439847092e-05,1.719200419446465276e+03
1.271806042910587464e-05,1.712088242012386900e+03
1.277089235428983264e-05,1.705005451250183114e+03
1.282394374786945193e-05,1.697951990879943878e+03
1.287721552153549593e-05,1.690927731440091975e+03
1.293070859076593945e-05,1.683932559050840155e+03
1.298442387484173701e-05,1.676966306143332076e+03
