1.000000000000000082e-05,1.450524471495634486e+02
1.020960662306047607e-05,1.421386603467021814e+02
1.042360673976401146e-05,1.392604517418135686e+02
1.064209244064724650e-05,1.364252344577891165e+02
1.086515774652537261e-05,1.336343890348344701e+02
1.109289864895222712e-05,1.308931861174613118e+02
1.132541315152812671e-05,1.282059066254579989e+02
1.156280131207375302e-05,1.255737903153092816e+02
1.180516528568805612e-05,1.229957247931827453e+02
1.205260936870841401e-05,1.204705712127598360e+02
1.230524004359261647e-05,1.179972753643342003e+02
1.256316602474121465e-05,1.155747524991411268e+02
1.282649830528059917e-05,1.132019590664639708e+02
1.309535020482667643e-05,1.108778906157057378e+02
1.336983741824945150e-05,1.086015208328960000e+02
1.365007806546013744e-05,1.063719002802891254e+02
1.393619274224143468e-05,1.041880495722873405e+02
1.422830457214351858e-05,1.020490299561572272e+02
1.452653925946781202e-05,9.995393412128676403e+01
1.483102514336102853e-05,9.790183750202086799e+01
1.514189325304351951e-05,9.589188468733850357e+01
1.545927736419478539e-05,9.392319161007425521e+01
1.578331405652116359e-05,9.199491380603105029e+01
1.611414277253019959e-05,9.010623163852518758e+01
1.645190587753660725e-05,8.825631248981179056e+01
1.679674872092653225e-05,8.644438503100987248e+01
1.714881969870540916e-05,8.466965178252590363e+01
1.750827031735723228e-05,8.293135300001662813e+01
1.787525525904235524e-05,8.122874780423258301e+01
1.824993244816150412e-05,7.956108745496000267e+01
1.863246311931559903e-05,7.792767547618608148e+01
1.902301188668945850e-05,7.632779267955271507e+01
1.942174681489024571e-05,7.476075570440009699e+01
1.982883949127071257e-05,7.322589502402354356e+01
2.024446509976801623e-05,7.172253657233697766e+01
2.066880249629082024e-05,7.025005233243923897e+01
2.110203428568596656e-05,6.880779331876213689e+01
2.154434690031882321e-05,6.739514500839153754e+01
2.199593068030074845e-05,6.601150232899425419e+01
2.245697995539776298e-05,6.465625831617447261e+01
2.292769312865648647e-05,6.332884673904676021e+01
2.340827276178294449e-05,6.202868217893743008e+01
2.389892566231047836e-05,6.075521167241200260e+01
2.439986297259550131e-05,5.950788867149757522e+01
2.491130026067790961e-05,5.828616656820601349e+01
2.543345761304648090e-05,5.708953475436873504e+01
2.596655972934872479e-05,5.591746515276552998e+01
2.651083601908536211e-05,5.476946029060898979e+01
2.706652070033241139e-05,5.364502644098644168e+01
2.763385290053172626e-05,5.254367131924345813e+01
2.821307675939470740e-05,5.146493455230466907e+01
2.880444153396297702e-05,5.040833933104632791e+01
2.940820170587060722e-05,4.937343928865116993e+01
3.002461709085549186e-05,4.835978728834449925e+01
3.065395295056530018e-05,4.736694029524278449e+01
3.129648010670750265e-05,4.639448326546924761e+01
3.195247505759213607e-05,4.544198606403443108e+01
3.262222009711666644e-05,4.450904705102214365e+01
3.330600343624588548e-05,4.359526238166604628e+01
3.400411932703709724e-05,4.270023307676792257e+01
3.471686818926559409e-05,4.182358482457737381e+01
3.544455673970435463e-05,4.096492969613134250e+01
3.618749812411276967e-05,4.012390624506842585e+01
3.694601205199302477e-05,3.930014972443018451e+01
3.772042493417001620e-05,3.849330090724263442e+01
3.851107002325568519e-05,3.770302209989304032e+01
3.931828755705769966e-05,3.692896355673237707e+01
4.014242490499317844e-05,3.617079987781394834e+01
4.098383671757261184e-05,3.542820171061040213e+01
4.184288507901584570e-05,3.470084565629397133e+01
4.271993966306776293e-05,3.398842696815465558e+01
4.361537789208005635e-05,3.329063036259061903e+01
4.452958509942659792e-05,3.260716288912022520e+01
4.546295469532399562e-05,3.193772716484100727e+01
4.641588833612781789e-05,3.128203206727910057e+01
4.738879609717651056e-05,3.063980256050705719e+01
4.838209664925957121e-05,3.001075438225867842e+01
4.939621743878325959e-05,2.939462385201486327e+01
5.043159487171358695e-05,2.879114242651172262e+01
5.148867450137497919e-05,2.820004809008142743e+01
5.256791122018419400e-05,2.762109254946994952e+01
5.366976945540475778e-05,2.705401957756350839e+01
5.479472336900292591e-05,2.649859177024671197e+01
5.594325706169377268e-05,2.595456667789909133e+01
5.711586478126435033e-05,2.542170847220010543e+01
5.831305113526218489e-05,2.489979297999595076e+01
5.953533130814369864e-05,2.438858931670414876e+01
6.078323128297236501e-05,2.388788362824257661e+01
6.205728806776500081e-05,2.339745708157860804e+01
6.335804992658254750e-05,2.291709743849382264e+01
6.468607661546321112e-05,2.244660227811966990e+01
6.604193962330304700e-05,2.198576354898666807e+01
6.742622241778349222e-05,2.153438862257585029e+01
6.883952069645495682e-05,2.109227997979092706e+01
7.028244264308352554e-05,2.065924662084535868e+01
7.175560918936921718e-05,2.023510572339955260e+01
7.325965428215229914e-05,1.981966986270596109e+01
7.479522515621828658e-05,1.941276551776487835e+01
7.636298261282241959e-05,1.901421438797547836e+01
7.796360130405236585e-05,1.862384459505222267e+01
7.959777002314977982e-05,1.824149104617139372e+01
8.126619200091945365e-05,1.786698486192381452e+01
8.296958520834915780e-05,1.750016975573301181e+01
8.470868266557402936e-05,1.714088474393503247e+01
8.648423275731726594e-05,1.678897519312025821e+01
8.829699955494083421e-05,1.644429201064132684e+01
9.014776314524917239e-05,1.610668301423894988e+01
9.203731996618230639e-05,1.577600745474359023e+01
9.396648314954690162e-05,1.545211996928973619e+01
9.593608287093146887e-05,1.513488146986183658e+01
9.794696670695385331e-05,1.482415727211157908e+01
1.000000000000000048e-04,1.451981030538602724e+01
1.020960662306046523e-04,1.422171370363959753e+01
1.042360673976401179e-04,1.392973630661199103e+01
1.064209244064724582e-04,1.364375297779937135e+01
1.086515774652538379e-04,1.336364199096670369e+01
1.109289864895222780e-04,1.308928007052508669e+01
1.132541315152811519e-04,1.282055265575976755e+01
1.156280131207375404e-04,1.255734149205792960e+01
1.180516528568805612e-04,1.229953399506971223e+01
1.205260936870842587e-04,1.204702017473622710e+01
1.230524004359261579e-04,1.179968905570257043e+01
1.256316602474121533e-04,1.155743732555299630e+01
1.282649830528059917e-04,1.132015827101662886e+01
1.309535020482667609e-04,1.108775065839967588e+01
1.336983741824946607e-04,1.086011507664488995e+01
1.365007806546013845e-04,1.063715160771604396e+01
1.393619274224143468e-04,1.041876710210333989e+01
1.422830457214352027e-04,1.020486528218161304e+01
1.452653925946781202e-04,9.995355080874158915e+00
1.483102514336104446e-04,9.790146680781303345e+00
1.514189325304352018e-04,9.589150103573256700e+00
1.545927736419478403e-04,9.392281361403551188e+00
1.578331405652116427e-04,9.199453605228296027e+00
1.611414277253019891e-04,9.010584896466170335e+00
1.645190587753662351e-04,8.825594104607404233e+00
1.679674872092653225e-04,8.644400194950749849e+00
1.714881969870540781e-04,8.466927432294173883e+00
1.750827031735723363e-04,8.293097407935908549e+00
1.787525525904235457e-04,8.122836603468487127e+00
1.824993244816152445e-04,7.956071533570494125e+00
1.863246311931559835e-04,7.792729278621306932e+00
1.902301188668945714e-04,7.632741560551109750e+00
1.942174681489024571e-04,7.476037640723286692e+00
1.982883949127071325e-04,7.322551370937941506e+00
2.024446509976803791e-04,7.172216384068391015e+00
2.066880249629082160e-04,7.024966999769264753e+00
2.110203428568596521e-04,6.880741654150310360e+00
2.154434690031882321e-04,6.739476540206023714e+00
2.199593068030074913e-04,6.601112134125409980e+00
2.245697995539773994e-04,6.465588495231615163e+00
2.292769312865648647e-04,6.332846479041738696e+00
2.340827276178294449e-04,6.202830554966098475e+00
2.389892566231047904e-04,6.075483185958438170e+00
2.439986297259550199e-04,5.950750798068387581e+00
2.491130026067788590e-04,5.828579254957772626e+00
2.543345761304648361e-04,5.708915311133982762e+00
2.596655972934872546e-04,5.591708860065168984e+00
2.651083601908536076e-04,5.476908033874217985e+00
2.706652070033241072e-04,5.364464596849282785e+00
2.763385290053169780e-04,5.254329670021408383e+00
2.821307675939470740e-04,5.146455317846885258e+00
2.880444153396297634e-04,5.040796323052727956e+00
2.940820170587060450e-04,4.937305923012625719e+00
3.002461709085549389e-04,4.835940698004100646e+00
3.065395295056526901e-04,4.736656511134026637e+00
3.129648010670750265e-04,4.639410215120383540e+00
3.195247505759213607e-04,4.544160995620066146e+00
3.262222009711669896e-04,4.450866693644432992e+00
3.330600343624588820e-04,4.359488225887372614e+00
3.400411932703705929e-04,4.269985738165090083e+00
