# energy,pi_pi
3.304327189820679e-01,2.244755289235420e-05
3.365883468805105e-01,2.328527311449372e-05
3.428586479110231e-01,2.415413027679995e-05
3.492457583182642e-01,2.505527447236224e-05
3.557518541429737e-01,2.598989785861224e-05
3.623791519633326e-01,2.695923617169072e-05
3.691299096501357e-01,2.796457029392133e-05
3.760064271360305e-01,2.900722787616943e-05
3.830110471990874e-01,3.008858501691902e-05
3.901461562609668e-01,3.121006799995615e-05
3.974141851999546e-01,3.237315509260480e-05
4.048176101791451e-01,3.357937840651901e-05
4.123589534900501e-01,3.483032582309562e-05
4.200407844119258e-01,3.612764298563257e-05
4.278657200871064e-01,3.747303536042056e-05
4.358364264126454e-01,3.886827036901991e-05
4.439556189485660e-01,4.031517959403917e-05
4.522260638430330e-01,4.181566106079958e-05
4.606505787747583e-01,4.337168159733662e-05
4.692320339129630e-01,4.498527927525950e-05
4.779733528952225e-01,4.665856593406021e-05
4.868775138235282e-01,4.839372979153551e-05
4.959475502789041e-01,5.019303814305788e-05
5.051865523549266e-01,5.205884015250704e-05
5.145976677104938e-01,5.399356973774728e-05
5.241841026422116e-01,5.599974855361467e-05
5.339491231767536e-01,5.807998907545359e-05
5.438960561835728e-01,6.023699778632317e-05
5.540282905083406e-01,6.247357847107102e-05
5.643492781275014e-01,6.479263562055527e-05
5.748625353243351e-01,6.719717794937414e-05
5.855716438869285e-01,6.969032203054626e-05
5.964802523284637e-01,7.227529605066659e-05
6.075920771302394e-01,7.495544368914554e-05
6.189109040078481e-01,7.773422812522215e-05
6.304405892009410e-01,8.061523617652570e-05
6.421850607870204e-01,8.360218257304296e-05
6.541483200197059e-01,8.669891437043165e-05
6.663344426919318e-01,8.990941550670310e-05
6.787475805245391e-01,9.323781150637924e-05
6.913919625807360e-01,9.668837433630972e-05
7.042718967069078e-01,1.002655274174163e-04
7.173917710002684e-01,1.039738507967080e-04
7.307560553038516e-01,1.078180864839899e-04
7.443693027293533e-01,1.118031439577614e-04
7.582361512083433e-01,1.159341058448738e-04
7.723613250723730e-01,1.202162337785849e-04
7.867496366625197e-01,1.246549744397175e-04
8.014059879689173e-01,1.292559657856892e-04
8.163353723008244e-01,1.340250434722389e-04
8.315428759878098e-01,1.389682474727351e-04
8.470336801126263e-01,1.440918288999922e-04
8.628130622763661e-01,1.494022570355689e-04
8.788863983965015e-01,1.549062265715608e-04
8.952591645384185e-01,1.606106650699207e-04
9.119369387810718e-01,1.665227406443748e-04
9.289254031173947e-01,1.726498698699987e-04
9.462303453901110e-01,1.789997259255387e-04
9.638576612636107e-01,1.855802469735394e-04
9.818133562325578e-01,1.923996447833316e-04
1.000103547667918e+00,1.994664136018970e-04
1.018734466901101e+00,2.067893392775806e-04
1.037712461346929e+00,2.143775086415640e-04
1.057043996666151e+00,2.222403191519342e-04
1.076735658968251e+00,2.303874888050844e-04
1.096794157055277e+00,2.388290663190771e-04
1.117226324707491e+00,2.475754415934561e-04
1.138039123011574e+00,2.566373564498400e-04
1.159239642732230e+00,2.660259156574530e-04
1.180835106727943e+00,2.757525982475249e-04
1.202832872411763e+00,2.858292691202751e-04
1.225240434257911e+00,2.962681909479080e-04
1.248065426355099e+00,3.070820363767582e-04
1.271315625007399e+00,3.182839005313837e-04
1.294998951383580e+00,3.298873138230229e-04
1.319123474215786e+00,3.419062550644222e-04
1.343697412548490e+00,3.543551648925752e-04
1.368729138538668e+00,3.672489595004010e-04
1.394227180308124e+00,3.806030446778353e-04
1.420200224848962e+00,3.944333301621800e-04
1.446657120983177e+00,4.087562442968901e-04
1.473606882377380e+00,4.235887489972347e-04
1.501058690613693e+00,4.389483550204530e-04
1.529021898317839e+00,4.548531375371543e-04
1.557506032345515e+00,4.713217519997499e-04
1.586520797028122e+00,4.883734503026536e-04
1.616076077478953e+00,5.060280972278644e-04
1.646181942960981e+00,5.243061871683082e-04
1.676848650317382e+00,5.432288611199942e-04
1.708086647465962e+00,5.628179239325835e-04
1.739906576958686e+00,5.830958618064307e-04
1.772319279607517e+00,6.040858600224586e-04
1.805335798177798e+00,6.258118208894200e-04
1.838967381150437e+00,6.482983818911347e-04
1.873225486554187e+00,6.715709340141899e-04
1.908121785869305e+00,6.956556402342953e-04
1.943668168003940e+00,7.205794541370732e-04
1.979876743344595e+00,7.463701386463935e-04
2.016759847882045e+00,7.730562848305686e-04
2.054330047414116e+00,8.006673307536565e-04
2.092600141826762e+00,8.292335803358912e-04
2.131583169454885e+00,8.587862221837180e-04
2.171292411524400e+00,8.893573483462048e-04
2.211741396677052e+00,9.209799729505312e-04
2.252943905579521e+00,9.536880506649837e-04
2.294913975618390e+00,9.875164949332352e-04
2.337665905682582e+00,1.022501195918771e-03
2.381214261034881e+00,1.058679038093004e-03
2.425573878274211e+00,1.096087917394984e-03
2.470759870390350e+00,1.134766757884541e-03
2.516787631912818e+00,1.174755527804234e-03
2.563672844155672e+00,1.216095254958553e-03
2.611431480560018e+00,1.258828041311444e-03
2.660079812136041e+00,1.302997076695333e-03
2.709634413006413e+00,1.348646651516387e-03
2.760112166052979e+00,1.395822168331776e-03
2.811530268668624e+00,1.444570152165087e-03
2.863906238616295e+00,1.494938259415809e-03
2.917257919997178e+00,1.546975285207889e-03
2.971603489330043e+00,1.600731169010713e-03
3.026961461743852e+00,1.656256998353457e-03
3.083350697285723e+00,1.713605010440512e-03
3.140790407346409e+00,1.772828591461615e-03
3.199300161205473e+00,1.833982273375269e-03
3.258899892698397e+00,1.897121727928070e-03
3.319609907007889e+00,1.962303757655493e-03
3.381450887581707e+00,2.029586283591597e-03
3.444443903179357e+00,2.099028329395746e-03
3.508610415050059e+00,2.170690001583956e-03
3.573972284244435e+00,2.244632465530578e-03
3.640551779062409e+00,2.320917916882742e-03
3.708371582639842e+00,2.399609548005322e-03
3.777454800676516e+00,2.480771509047768e-03
3.847824969308067e+00,2.564468863196219e-03
3.919506063124572e+00,2.650767535644520e-03
3.992522503338514e+00,2.739734255786162e-03
4.066899166104903e+00,2.831436492095481e-03
4.142661390996394e+00,2.925942379130739e-03
4.219834989636309e+00,3.023320636053753e-03
4.298446254492435e+00,3.123640476020223e-03
4.378521967834689e+00,3.226971505752297e-03
4.460089410859632e+00,3.333383614559066e-03
4.543176372984970e+00,3.442946852022475e-03
4.627811161317202e+00,3.555731293514704e-03
4.714022610295635e+00,3.671806892658443e-03
4.801840091516070e+00,3.791243319783641e-03
4.891293523737472e+00,3.914109785372657e-03
4.982413383075080e+00,4.040474847420560e-03
5.075230713383387e+00,4.170406201567878e-03
5.169777136832545e+00,4.303970452789594e-03
5.266084864681807e+00,4.441232867346013e-03
5.364186708253661e+00,4.582257103618355e-03
5.464116090112401e+00,4.727104920363845e-03
5.565907055450945e+00,4.875835860831883e-03
5.669594283689778e+00,5.028506911083836e-03
5.775213100291971e+00,5.185172130753996e-03
5.882799488798303e+00,5.345882254377817e-03
5.992390103086579e+00,5.510684261295475e-03
6.104022279859341e+00,5.679620912013396e-03
6.217734051364196e+00,5.852730248773565e-03
6.333564158351121e+00,6.030045057939521e-03
6.451552063271146e+00,6.211592291658438e-03
6.571737963720919e+00,6.397392446100406e-03
6.694162806137718e+00,6.587458893407872e-03
6.818868299749608e+00,6.781797164310302e-03
6.945896930785453e+00,6.980404178170259e-03
7.075291976949660e+00,7.183267417027012e-03
7.207097522166571e+00,7.390364039991766e-03
7.341358471599523e+00,7.601659934123690e-03
7.478120566949706e+00,7.817108697677879e-03
7.617430402040009e+00,8.036650551363692e-03
7.759335438689199e+00,8.260211172984630e-03
7.903884022881797e+00,8.487700450547154e-03
8.051125401239204e+00,8.719011148625718e-03
8.201109737797646e+00,8.954017482452871e-03
8.353888131098691e+00,9.192573593866106e-03
8.509512631598138e+00,9.434511922886040e-03
8.668036259399226e+00,9.679641468321898e-03
8.829513022316172e+00,9.927745930399530e-03
8.993997934274240e+00,1.017858172798250e-02
9.161547034052576e+00,1.043187588250705e-02
9.332217404376188e+00,1.068732376027520e-02
9.506067191363615e+00,1.094458666424593e-02
9.683155624336871e+00,1.120328926592975e-02
9.863543036000435e+00,1.146301686742623e-02
1.004729088299614e+01,1.172331248304457e-02
1.023446176684102e+01,1.198367372931295e-02
1.042511945525512e+01,1.224354951150993e-02
1.061932890388676e+01,1.250233649414006e-02
1.081715627844240e+01,1.275937534202230e-02
1.101866897722876e+01,1.301394671786189e-02
1.122393565411500e+01,1.326526702133292e-02
1.143302624192251e+01,1.351248385380459e-02
1.164601197625054e+01,1.375467119190139e-02
1.186296541974562e+01,1.399082425209577e-02
1.208396048682313e+01,1.421985402753463e-02
1.230907246884935e+01,1.444058193016720e-02
1.253837805979270e+01,1.465204703193056e-02
1.277195538235278e+01,1.485401677413116e-02
1.300988401457621e+01,1.504638498425292e-02
1.325224501696827e+01,1.522905542188005e-02
1.349912096010958e+01,1.540194328164824e-02
1.375059595278732e+01,1.556497644454251e-02
1.400675567065043e+01,1.571809716043483e-02
1.426768738539870e+01,1.586126303201122e-02
1.453347999451555e+01,1.599444901236948e-02
1.480422405155474e+01,1.611764894749148e-02
1.508001179699132e+01,1.623087745892693e-02
1.536093718964724e+01,1.633417225938927e-02
1.564709593870244e+01,1.642759537844115e-02
1.593858553630222e+01,1.651123643267093e-02
1.623550529077211e+01,1.658521483172495e-02
1.653795636045147e+01,1.664968062112282e-02
1.684604178815739e+01,1.670482125243634e-02
1.715986653629058e+01,1.675086097561438e-02
1.747953752259527e+01,1.678806468058356e-02
1.780516365658535e+01,1.681674264829282e-02
1.813685587664894e+01,1.683725299876138e-02
1.847472718784434e+01,1.685000612421718e-02
1.881889270039996e+01,1.685546856757764e-02
1.916946966893153e+01,1.685416741736584e-02
1.952657753238989e+01,1.684669685440058e-02
1.989033795475292e+01,1.683371742218314e-02
2.026087486647555e+01,1.681597089522579e-02
2.063831450671195e+01,1.679427726607615e-02
2.102278546632428e+01,1.676954543077947e-02
2.141441873169260e+01,1.674277827685189e-02
2.181334772934095e+01,1.671653326585731e-02
2.221970837139482e+01,1.668766926707002e-02
2.263363910188534e+01,1.665780795157054e-02
2.305528094391614e+01,1.662691657482417e-02
2.348477754770888e+01,1.659496179780584e-02
2.392227523954381e+01,1.656190921746204e-02
2.436792307161200e+01,1.652772332185435e-02
2.482187287279636e+01,1.649236798991870e-02
2.528427930039856e+01,1.645580531836568e-02
2.575529989282964e+01,1.641799798148918e-02
2.623509512328216e+01,1.637890531518926e-02
2.672382845440223e+01,1.633848757813516e-02
2.722166639397997e+01,1.629670279630922e-02
2.772877855167756e+01,1.625350810033849e-02
2.824533769681386e+01,1.620886065368239e-02
2.877151981722571e+01,1.616271453676303e-02
2.930750417922565e+01,1.611502404763944e-02
2.985347338867658e+01,1.606574192208983e-02
3.040961345320427e+01,1.601481981947466e-02
3.097611384556874e+01,1.596220823474417e-02
3.155316756821616e+01,1.590785643803464e-02
3.214097121903345e+01,1.585171268056185e-02
3.273972505832761e+01,1.579372363049687e-02
3.334963307705295e+01,1.573383527045654e-02
3.397090306630928e+01,1.567199237374814e-02
3.460374668813478e+01,1.560813769873367e-02
3.524837954761768e+01,1.554221421156061e-02
3.590502126635130e+01,1.547416266151953e-02
3.657389555725745e+01,1.540392311928448e-02
3.725523030080382e+01,1.533143369965536e-02
3.794925762264108e+01,1.525663416296559e-02
3.865621397268640e+01,1.517946030799336e-02
3.937634020568013e+01,1.509984520408492e-02
4.010988166324324e+01,1.501772686467459e-02
4.085708825746337e+01,1.493303772229804e-02
4.161821455603799e+01,1.484571032952373e-02
4.239351986900374e+01,1.475567712923471e-02
4.318326833708138e+01,1.466286873783935e-02
4.398772902166659e+01,1.456721586052768e-02
4.480717599649718e+01,1.446864814785894e-02
4.564188844102792e+01,1.436709530629324e-02
4.649215073554495e+01,1.426248561379908e-02
4.735825255805195e+01,1.415474768676724e-02
4.824048898296135e+01,1.404380959623818e-02
4.913916058162390e+01,1.392959951462527e-02
5.005457352473110e+01,1.381204588552948e-02
5.098703968662532e+01,1.369107715305214e-02
5.193687675155295e+01,1.356662177087803e-02
5.290440832189717e+01,1.343860939350232e-02
5.388996402842676e+01,1.330697008252504e-02
5.489387964259888e+01,1.317163480009010e-02
5.591649719095391e+01,1.303253654750014e-02
5.695816507164129e+01,1.288960872615426e-02
5.801923817311620e+01,1.274278782552009e-02
5.910007799504739e+01,1.259201104059947e-02
6.020105277147739e+01,1.243722015581860e-02
6.132253759627717e+01,1.227835522705859e-02
6.246491455093770e+01,1.211536580090218e-02
6.362857283474236e+01,1.194820109476440e-02
6.481390889736416e+01,1.177681528130101e-02
6.602132657393322e+01,1.160116684441784e-02
6.725123722262036e+01,1.142122015422162e-02
6.850405986478373e+01,1.123694489531563e-02
6.978022132772627e+01,1.104831695281542e-02
7.108015639011255e+01,1.085531947431176e-02
7.240430793009482e+01,1.065794315108030e-02
7.375312707619790e+01,1.045618725766000e-02
7.512707336101559e+01,1.025006029799708e-02
7.652661487776989e+01,1.003958116061755e-02
7.795222843978682e+01,9.824779495229100e-03
7.940439974294326e+01,9.605697402510587e-03
8.088362353113982e+01,9.382390019250727e-03
8.239040376485640e+01,9.154927220503730e-03
8.392525379284778e+01,8.923392682972197e-03
8.548869652703766e+01,8.687892433740312e-03
8.708126462067091e+01,8.448543321057444e-03
8.870350064978443e+01,8.205487182257320e-03
9.035595729805891e+01,7.958885850831042e-03
9.203919754511385e+01,7.708924407535582e-03
9.375379485831064e+01,7.455813561210960e-03
9.550033338812855e+01,7.199790486376510e-03
9.727940816718041e+01,6.941121763012969e-03
9.909162531293579e+01,6.680105540852199e-03
1.009376022342207e+02,6.417073835366184e-03
1.028179678415641e+02,6.152394797794333e-03
1.047333627614633e+02,5.886474853173152e-03
1.066844395546398e+02,5.619765374611835e-03
1.086718629383633e+02,5.352759725150404e-03
1.106963100129139e+02,5.086001246224589e-03
1.127584704922675e+02,4.820084856827289e-03
1.148590469390738e+02,4.555661596260056e-03
1.169987550040160e+02,4.293441396044151e-03
1.191783236696263e+02,4.034199233320960e-03
1.213984954986461e+02,3.778777915661342e-03
1.236600268870100e+02,3.528093599321083e-03
1.259636883215460e+02,3.283141134650544e-03
1.283102646424728e+02,3.044998669961202e-03
1.307005553107909e+02,2.814834631868687e-03
1.331353746806507e+02,2.593594895259414e-03
1.356155522767995e+02,2.381497075844116e-03
1.381419330771918e+02,2.178635321571044e-03
1.407153778008692e+02,1.985092985956297e-03
1.433367632011989e+02,1.800941447993184e-03
1.460069823645793e+02,1.626239340303342e-03
1.487269450147052e+02,1.461030019330160e-03
1.514975778225065e+02,1.305341224773955e-03
1.543198247218556e+02,1.159182372340218e-03
1.571946472311611e+02,1.022545195192875e-03
1.601230247809473e+02,8.953975881564793e-04
1.631059550475416e+02,7.776857567768538e-04
1.661444542929725e+02,6.693300484969149e-04
1.692395577112054e+02,5.702232431269991e-04
1.723923197808225e+02,4.802276638958847e-04
1.756038146242787e+02,3.991731266654626e-04
1.788751363738441e+02,3.268535069126576e-04
1.822073995443694e+02,2.630241589559739e-04
1.856017394129915e+02,2.073994695992096e-04
1.890593124059130e+02,1.596469919944648e-04
1.925812964923903e+02,1.193864607016283e-04
1.961688915860561e+02,8.618450984556902e-05
1.998233199537241e+02,5.955073106166742e-05
2.035458266318029e+02,3.893331398918423e-05
2.073376798504739e+02,2.371414550054959e-05
2.112001714657643e+02,1.320379839335655e-05
2.151346173996766e+02,6.636139162211681e-06
2.191423580885095e+02,3.162559641340558e-06
2.232247589395384e+02,1.652988236334947e-06
2.273832107961959e+02,1.652988236334947e-06
