# energy,pi_pi_pi0,pi_pi_a,mu_mu
8.985877182450746e+00,1.686449352584804e-03,4.459359489875160e-04,6.153391900607125e-08
9.153275000822582e+00,1.742213304613456e-03,5.042526454989288e-04,6.312686435031314e-08
9.323791271519848e+00,1.799638426626496e-03,5.153391759872399e-04,6.473866038543990e-08
9.497484088160494e+00,1.858762372909114e-03,5.782248168919539e-04,6.636767869863005e-08
9.674412626587911e+00,1.919622800960022e-03,6.445769301623200e-04,6.801209655614392e-08
9.854637165031699e+00,1.982257291176479e-03,6.565893373618170e-04,6.966988200321424e-08
1.003821910464401e+01,2.046703258939497e-03,7.261464421970990e-04,7.133877793849035e-08
1.022522099041846e+01,2.112997858552679e-03,7.981635242150553e-04,7.301628497668763e-08
1.041570653249874e+01,2.181177878452798e-03,8.111429272868697e-04,7.469964184848039e-08
1.060974062788419e+01,2.331379095792681e-03,8.856205623685011e-04,7.628184552250763e-08
1.080738938253971e+01,2.682078105957039e-03,8.992639626684904e-04,7.627366660437399e-08
1.100872013391758e+01,2.756129685867326e-03,9.759545859121256e-04,7.626518452353564e-08
1.121380147389882e+01,3.172085938806943e-03,1.054317971664087e-03,7.625638813038812e-08
1.142270327216195e+01,3.631279219343058e-03,1.068973480947406e-03,7.624726587032708e-08
1.163549669998701e+01,4.120314279158620e-03,1.149164220175934e-03,7.623780576933126e-08
1.185225425450316e+01,4.631299659791590e-03,1.164453821210395e-03,7.622799541904984e-08
1.207304978338786e+01,5.157074245256122e-03,1.246271709205827e-03,7.621782196137760e-08
1.229795851002621e+01,5.694668175854289e-03,1.262122348475065e-03,7.620727207250210e-08
1.252705705913906e+01,5.783549499764529e-03,1.345365337262504e-03,7.619633194640530e-08
1.276042348288840e+01,6.327545629412138e-03,1.361681488235511e-03,7.618498727780281e-08
1.299813728746921e+01,6.876882704777392e-03,1.446156021536335e-03,7.617322324450235e-08
1.324027946019659e+01,6.972496855366186e-03,1.462833504340239e-03,7.616102448916348e-08
1.348693249709753e+01,7.525857296690301e-03,1.479651270674419e-03,7.614837510043979e-08
1.373818043101671e+01,8.077673213290351e-03,1.565276065862259e-03,7.613525859348358e-08
1.399410886024588e+01,8.180144353152974e-03,1.582284748069147e-03,7.612165788979413e-08
1.425480497768650e+01,8.730496097791128e-03,1.668705144617651e-03,7.610755529638833e-08
1.452035760055574e+01,9.276422574114386e-03,1.685789110238850e-03,7.609293248427335e-08
1.479085720064587e+01,9.385558681152456e-03,1.702864731547233e-03,7.607777046619955e-08
1.506639593514727e+01,9.927086943585944e-03,1.789860747903503e-03,7.606204957367218e-08
1.534706767804573e+01,1.003980194728798e-02,1.806825703894562e-03,7.604574943319876e-08
1.563296805210460e+01,1.057554921397005e-02,1.823693703994155e-03,7.602884894174972e-08
1.592419446144277e+01,1.109920312191842e-02,1.910930923785915e-03,7.601132624140849e-08
1.622084612471949e+01,1.121536409500768e-02,1.927503556873476e-03,7.599315869318669e-08
1.652302410893747e+01,1.172970738932364e-02,1.943875761553865e-03,7.597432284998065e-08
1.683083136387560e+01,1.184676358869235e-02,2.031035962421086e-03,7.595479442864278e-08
1.714437275716323e+01,1.196385567620342e-02,2.046924357998988e-03,7.593454828114350e-08
1.746375511000770e+01,1.246657279265376e-02,2.062528634089595e-03,7.591355836479618e-08
1.778908723358765e+01,1.258285884772972e-02,2.077809417791851e-03,7.589179771151950e-08
1.812047996612405e+01,1.307261242412710e-02,2.164209654350986e-03,7.586923839610897e-08
1.845804621064203e+01,1.318698475629994e-02,2.178761150066870e-03,7.584585150349011e-08
1.880190097343607e+01,1.329996510568488e-02,2.192893234401726e-03,7.582160709492529e-08
1.915216140325180e+01,1.377070678693269e-02,2.206590816774097e-03,7.579647417314497e-08
1.950894683119765e+01,1.388012598737544e-02,2.291704864321862e-03,7.577042064637394e-08
1.987237881140016e+01,1.433167203016384e-02,2.304423970995758e-03,7.574341329122334e-08
2.024258116241647e+01,1.443645214991255e-02,2.316634000539015e-03,7.571541771441762e-08
2.061968000941842e+01,1.453851157697120e-02,2.328304634122709e-03,7.568639831332607e-08
2.100380382716246e+01,1.463761627928602e-02,2.339440398307629e-03,7.565631823526766e-08
2.139508348376000e+01,1.506241777738651e-02,2.422327944620120e-03,7.562513933555810e-08
2.179365228526324e+01,1.515485544269403e-02,2.432365337974955e-03,7.559282213426683e-08
2.219964602108152e+01,1.524361679673194e-02,2.441851372853259e-03,7.555932577165211e-08
2.261320301024377e+01,1.532844426658219e-02,2.450791922895649e-03,7.552460796224182e-08
2.303446414852273e+01,1.572162001396720e-02,2.459166963570759e-03,7.548862494752722e-08
2.346357295643717e+01,1.579793719350359e-02,2.466978640376641e-03,7.545133144723702e-08
2.390067562814815e+01,1.586963985552243e-02,2.474248976961964e-03,7.541268060915853e-08
2.434592108126636e+01,1.593657953410278e-02,2.480966459859959e-03,7.537262395747334e-08
2.479946100758721e+01,1.599846893680279e-02,2.523442497950332e-03,7.533111133957390e-08
2.526144992477106e+01,1.605521148801669e-02,2.529040262479047e-03,7.528809087132874e-08
2.573204522898628e+01,1.624763188220975e-02,2.534096119601296e-03,7.524350888076274e-08
2.621140724853293e+01,1.629383010989350e-02,2.538614511169804e-03,7.519730985012051e-08
2.669969929846538e+01,1.633485972054057e-02,2.542574158551100e-03,7.514943635628007e-08
2.719708773623258e+01,1.637071391626073e-02,2.545982762838739e-03,7.509982900948525e-08
2.770374201835477e+01,1.640144818739563e-02,2.548858124143684e-03,7.504842639036527e-08
2.821983475815604e+01,1.642721360772093e-02,2.551207502544247e-03,7.499516498521076e-08
2.874554178457242e+01,1.644810777514244e-02,2.553042097022173e-03,7.493997911947632e-08
2.928104220205548e+01,1.646411827209321e-02,2.554332881584973e-03,7.488280088948048e-08
2.982651845159186e+01,1.647538745651926e-02,2.555089926806843e-03,7.482356009227490e-08
3.038215637285955e+01,1.648207210530778e-02,2.555319199798679e-03,7.476218415365615e-08
3.094814526754213e+01,1.648429346793515e-02,2.555033346754786e-03,7.469859805429464e-08
3.152467796382231e+01,1.648201067228059e-02,2.554246682642176e-03,7.463272425395645e-08
3.211195088207727e+01,1.647534719648358e-02,2.552960080979826e-03,7.456448261379650e-08
3.271016410179737e+01,1.646445916199106e-02,2.551197921653918e-03,7.449379031670252e-08
3.331952142975189e+01,1.644943689697172e-02,2.548946727679567e-03,7.442056178567200e-08
3.394023046942439e+01,1.643041564471669e-02,2.546214595528583e-03,7.434470860020701e-08
3.457250269174175e+01,1.640752025956803e-02,2.543003698908244e-03,7.426613941071370e-08
3.521655350712064e+01,1.623980727656407e-02,2.539312779653427e-03,7.418475985089740e-08
3.587260233885630e+01,1.620928853636187e-02,2.535168895249855e-03,7.410047244814679e-08
3.654087269787841e+01,1.617508089060928e-02,2.494240658913584e-03,7.401317653190456e-08
3.722159225889956e+01,1.613731189460580e-02,2.489185711206417e-03,7.392276814002639e-08
3.791499293798233e+01,1.609604261233309e-02,2.483702837726733e-03,7.382913992313377e-08
3.862131097155140e+01,1.605137371663745e-02,2.477787519199168e-03,7.373218104697197e-08
3.934078699687748e+01,1.569086375061294e-02,2.471435852068615e-03,7.363177709278900e-08
4.007366613406064e+01,1.563960517015612e-02,2.464675877109894e-03,7.352780995575766e-08
4.082019806954092e+01,1.558511318352087e-02,2.457508683766014e-03,7.342015774146901e-08
4.158063714116462e+01,1.552754130180888e-02,2.449927059195558e-03,7.330869466053227e-08
4.235524242483526e+01,1.513793684464906e-02,2.369647089000365e-03,7.319329092132392e-08
4.314427782277889e+01,1.507424996017949e-02,2.361276560545084e-03,7.307381262093658e-08
4.394801215345353e+01,1.500757150721385e-02,2.352518841868806e-03,7.295012163438700e-08
4.476671924313362e+01,1.459360334362979e-02,2.343367128518028e-03,7.282207550215237e-08
4.560067801920063e+01,1.452112772368163e-02,2.333821978521150e-03,7.268952731611386e-08
4.645017260517145e+01,1.444576442211764e-02,2.252016709908818e-03,7.255232560399753e-08
4.731549241749725e+01,1.400819026704445e-02,2.241744163399966e-03,7.241031421241520e-08
4.819693226416539e+01,1.392738421702698e-02,2.231101210675360e-03,7.226333218861962e-08
4.909479244513839e+01,1.384389391970976e-02,2.220085107238417e-03,7.211121366110356e-08
5.000937885466384e+01,1.338342982541634e-02,2.137240267795712e-03,7.195378771918622e-08
5.094100308549025e+01,1.329470396607560e-02,2.125539870327719e-03,7.179087829174682e-08
5.188998253502444e+01,1.281753077298163e-02,2.113521084969485e-03,7.162230402528298e-08
5.285664051346642e+01,1.272368220570447e-02,2.101178788787541e-03,7.144787816148921e-08
5.384130635395874e+01,1.222982904148548e-02,2.017499480484376e-03,7.126740841457160e-08
5.484431552478787e+01,1.213129414220792e-02,2.004495967051502e-03,7.108069684853554e-08
5.586600974367571e+01,1.162214616058008e-02,1.991155110573625e-03,7.088753975470685e-08
5.690673709420027e+01,1.151910518968195e-02,1.906981906532596e-03,7.068772752977110e-08
5.796685214438512e+01,1.099234452808579e-02,1.893021977558774e-03,7.048104455464220e-08
5.904671606749812e+01,1.088510263111889e-02,1.878785227973931e-03,7.026726907449976e-08
6.014669676510037e+01,1.034527108259175e-02,1.794312803644644e-03,7.004617308036534e-08
6.126716899238761e+01,1.023401940379885e-02,1.779517551072881e-03,6.981752219261960e-08
6.240851448586642e+01,9.682062474270451e-03,1.764445716082334e-03,6.958107554689754e-08
6.357112209340907e+01,9.121623941655294e-03,1.679775330676436e-03,6.933658568283606e-08
6.475538790673103e+01,9.005130659611406e-03,1.664222762971161e-03,6.908379843618774e-08
6.596171539633647e+01,8.435434732232806e-03,1.579735527819197e-03,6.882245283485730e-08
6.719051554897769e+01,7.860398259214786e-03,1.563703465867866e-03,6.855228099946255e-08
6.844220700767511e+01,7.739516856184921e-03,1.479502847421301e-03,6.827300804907035e-08
6.971721621434598e+01,7.161374019231200e-03,1.463070499007189e-03,6.798435201280919e-08
7.101597755508980e+01,6.585252983515882e-03,1.446443651218432e-03,6.768602374811662e-08
7.233893350818052e+01,6.010116088578753e-03,1.362484944471498e-03,6.737772686643722e-08
7.368653479481551e+01,5.885098283393560e-03,1.345526266532139e-03,6.705915766725107e-08
7.505924053267296e+01,5.318136184419041e-03,1.262186580370226e-03,6.673000508137887e-08
7.645751839232979e+01,4.763347112526786e-03,1.244945422703923e-03,6.638995062458266e-08
7.788184475659351e+01,4.228011383982449e-03,1.162393780399041e-03,6.603866836255612e-08
7.933270488280236e+01,3.720453464613260e-03,1.144961344685467e-03,6.567582488848096e-08
8.081059306814876e+01,3.254078964901101e-03,1.063402773592461e-03,6.530107931441251e-08
8.231601281808264e+01,2.849286207579117e-03,9.831322679946959e-04,6.491408327784935e-08
8.384947701785227e+01,2.723558845225519e-03,9.655450841529866e-04,6.451448096494161e-08
8.541150810724000e+01,2.518414222409947e-03,8.867705456985597e-04,6.410190915189657e-08
8.700263825855382e+01,2.394316835878491e-03,8.691695008873643e-04,6.367599726625208e-08
8.862340955793449e+01,2.271393152796844e-03,7.922070095656086e-04,6.323636746980776e-08
9.027437419004021e+01,2.149934249123341e-03,7.174263695895720e-04,6.278263476513010e-08
9.195609462617173e+01,2.030204332160642e-03,6.999309684637262e-04,6.231440712768272e-08
9.366914381590226e+01,1.912310620442759e-03,6.278733635623649e-04,6.183128566577614e-08
9.541410538227693e+01,1.796531206534232e-03,5.590904327431095e-04,6.133286481068439e-08
9.719157382064896e+01,1.683180342636390e-03,5.419449495656327e-04,6.081873253943793e-08
9.900215470121965e+01,1.572559775669695e-03,4.774371075775782e-04,6.028847063297508e-08
1.008464648753518e+02,1.464816146623028e-03,4.182148915911902e-04,5.974165497251755e-08
1.027251326857258e+02,1.360220212633367e-03,3.660782469885981e-04,5.917785587723124e-08
1.046387981804126e+02,1.259095934462673e-03,3.496515445151727e-04,5.859663848644066e-08
1.065881133309312e+02,1.161657440547036e-03,3.077437497991988e-04,5.799756318988678e-08
1.085737422543728e+02,1.068083994458089e-03,2.864258577501160e-04,5.738018610975027e-08
1.105963614396587e+02,9.786686020729837e-04,2.707928651498129e-04,5.674405963841572e-08
1.126566599780161e+02,8.935427221755290e-04,2.554588716302312e-04,5.608873303621091e-08
1.147553397977455e+02,8.127785082909726e-04,2.404514124161132e-04,5.541375309364340e-08
1.168931159033637e+02,7.364473862106812e-04,2.258108117112749e-04,5.471866486294901e-08
1.190707166191984e+02,6.644310160062218e-04,2.115373036630941e-04,5.400301246409000e-08
1.212888838375256e+02,5.967620446883188e-04,1.976483937828851e-04,5.326633997067216e-08
1.235483732713238e+02,5.333456224354290e-04,1.841821456840536e-04,5.250819238161367e-08
1.258499547117424e+02,4.741493702307096e-04,1.711625485197052e-04,5.172811668477272e-08
1.281944122903617e+02,4.191042581307975e-04,1.585905931935179e-04,5.092566301915082e-08
1.305825447463424e+02,3.681309027419814e-04,1.464958080723078e-04,5.010038594270998e-08
1.330151656985483e+02,3.211511225737168e-04,1.349070788066899e-04,4.925184581330400e-08
1.354931039227423e+02,2.780738261911564e-04,1.238236597446963e-04,4.837961029069962e-08
1.380172036339413e+02,2.387778750156150e-04,1.132650522757316e-04,4.748325596818195e-08
1.405883247740372e+02,2.031801881912108e-04,1.032564591537988e-04,4.656237014277623e-08
1.432073433047696e+02,1.710950487721833e-04,9.378653714879410e-05,4.561655273370027e-08
1.458751515061619e+02,1.424860324010409e-04,8.486518864856286e-05,4.464541835926777e-08
1.485926582805123e+02,1.171213453525871e-04,7.649818285070368e-05,4.364859858311897e-08
1.513607894620523e+02,9.486588818152653e-05,6.865458877080584e-05,4.262574434133576e-08
1.541804881323690e+02,7.557268841486793e-05,6.134116357079220e-05,4.157652856273704e-08
1.570527149417082e+02,5.904792680816749e-05,5.453374531687513e-05,4.050064899541683e-08
1.599784484362588e+02,4.505938297642208e-05,4.822559111307977e-05,3.939783125341736e-08
1.629586853915383e+02,3.350916564654225e-05,4.240458462471566e-05,3.826783209829284e-08
1.659944411519842e+02,2.411188043939596e-05,3.707963811934416e-05,3.711044297125124e-08
1.690867499768770e+02,1.667530765734287e-05,3.215563116876913e-05,3.592549379253435e-08
1.722366653927020e+02,1.093605390004819e-05,2.769303267940442e-05,3.471285704574172e-08
1.754452605520803e+02,6.703351495624557e-06,2.366256587332684e-05,3.347245216589915e-08
1.787136285993815e+02,3.800652649770099e-06,2.002816748292573e-05,3.220425025124683e-08
1.820428830431523e+02,1.891615190171850e-06,1.678787506466469e-05,3.090827911995293e-08
1.854341581354778e+02,7.774562562087902e-07,1.390923844544676e-05,2.958462873427821e-08
1.888886092584156e+02,2.300771190777248e-07,1.138131283405236e-05,2.823345701610035e-08
1.924074133176231e+02,3.460947017305130e-08,9.178923049140395e-06,2.685499607918890e-08
1.959917691433228e+02,0.000000000000000e+00,7.272450075510158e-06,2.544955890517620e-08
1.996428978987326e+02,0.000000000000000e+00,5.668757132762414e-06,2.401754649183520e-08
2.033620434961095e+02,0.000000000000000e+00,4.312895544234876e-06,2.255945550402067e-08
2.071504730205380e+02,0.000000000000000e+00,3.186599939792310e-06,2.107588645950330e-08
2.110094771616198e+02,0.000000000000000e+00,2.301579122352405e-06,1.956755248388923e-08
2.149403706532005e+02,0.000000000000000e+00,1.588854470242832e-06,1.803528867092459e-08
2.189444927212882e+02,0.000000000000000e+00,1.037947746317782e-06,1.648006208670582e-08
2.230232075403214e+02,0.000000000000000e+00,6.528711423762528e-07,1.490298245869673e-08
2.271779046979288e+02,0.000000000000000e+00,3.719091991380452e-07,1.330531359301604e-08
2.314099996683553e+02,0.000000000000000e+00,1.850016884180148e-07,1.168848556625509e-08
2.357209342947000e+02,0.000000000000000e+00,7.118614824865693e-08,1.005410774132309e-08
2.401121772801448e+02,0.000000000000000e+00,1.241146915543415e-08,8.403982660997163e-09
2.445852246883271e+02,0.000000000000000e+00,4.692726171776946e-09,6.740120880034934e-09
2.491416004530409e+02,0.000000000000000e+00,0.000000000000000e+00,5.064756816226768e-09
2.537828568974261e+02,0.000000000000000e+00,0.000000000000000e+00,3.380365793692322e-09
2.585105752628375e+02,0.000000000000000e+00,0.000000000000000e+00,1.689683351144808e-09
2.633263662475576e+02,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
