# energy,pi_pi
2.760112166052979e+00,7.301940854695791e-04
2.811530268668624e+00,7.564057363505135e-04
2.863906238616295e+00,7.835320617212573e-04
2.917257919997178e+00,8.116034147176634e-04
2.971603489330043e+00,8.406510597071380e-04
3.026961461743852e+00,8.707071934492569e-04
3.083350697285723e+00,9.018049663059325e-04
3.140790407346409e+00,9.339785034605048e-04
3.199300161205473e+00,9.672629261011865e-04
3.258899892698397e+00,1.001694372520071e-03
3.319609907007889e+00,1.037310019074355e-03
3.381450887581707e+00,1.074148100951581e-03
3.444443903179357e+00,1.112247932675502e-03
3.508610415050059e+00,1.151649928283564e-03
3.573972284244435e+00,1.192395621101095e-03
3.640551779062409e+00,1.234527683030827e-03
3.708371582639842e+00,1.278089943269632e-03
3.777454800676516e+00,1.323127406357014e-03
3.847824969308067e+00,1.369686269452082e-03
3.919506063124572e+00,1.417813938727458e-03
3.992522503338514e+00,1.467559044759627e-03
4.066899166104903e+00,1.518971456785752e-03
4.142661390996394e+00,1.572102295686843e-03
4.219834989636309e+00,1.627003945546360e-03
4.298446254492435e+00,1.683730063621729e-03
4.378521967834689e+00,1.742335588554049e-03
4.460089410859632e+00,1.802876746628017e-03
4.543176372984970e+00,1.865411055880204e-03
4.627811161317202e+00,1.929997327838846e-03
4.714022610295635e+00,1.996695666662431e-03
4.801840091516070e+00,2.065567465427466e-03
4.891293523737472e+00,2.136675399297725e-03
4.982413383075080e+00,2.210083415288116e-03
5.075230713383387e+00,2.285856718315863e-03
5.169777136832545e+00,2.364061753209879e-03
5.266084864681807e+00,2.444766182326134e-03
5.364186708253661e+00,2.528038858392110e-03
5.464116090112401e+00,2.613949792177209e-03
5.565907055450945e+00,2.702570114558131e-03
5.669594283689778e+00,2.793972032518524e-03
5.775213100291971e+00,2.888228778590706e-03
5.882799488798303e+00,2.985414553213608e-03
5.992390103086579e+00,3.085604459445596e-03
6.104022279859341e+00,3.188874429432712e-03
6.217734051364196e+00,3.295301141992738e-03
6.333564158351121e+00,3.404961930632605e-03
6.451552063271146e+00,3.517934681271141e-03
6.571737963720919e+00,3.634297718890885e-03
6.694162806137718e+00,3.754129682291274e-03
6.818868299749608e+00,3.877509386061000e-03
6.945896930785453e+00,4.004515668829402e-03
7.075291976949660e+00,4.135227226795242e-03
7.207097522166571e+00,4.269722431465887e-03
7.341358471599523e+00,4.408079130470561e-03
7.478120566949706e+00,4.550374430237771e-03
7.617430402040009e+00,4.696684459248720e-03
7.759335438689199e+00,4.847084110495791e-03
7.903884022881797e+00,5.001646761686913e-03
8.051125401239204e+00,5.160443971643384e-03
8.201109737797646e+00,5.323545151239540e-03
8.353888131098691e+00,5.491017207127424e-03
8.509512631598138e+00,5.662924156378145e-03
8.668036259399226e+00,5.839326710053173e-03
8.829513022316172e+00,6.020281823593204e-03
8.993997934274240e+00,6.205842211779226e-03
9.161547034052576e+00,2.213360081421774e-02
9.332217404376188e+00,2.232851027878092e-02
9.506067191363615e+00,2.252815228538814e-02
9.683155624336871e+00,2.273255694048917e-02
9.863543036000435e+00,2.294174706428848e-02
1.004729088299614e+01,2.315573743744592e-02
1.023446176684102e+01,2.337453399215956e-02
1.042511945525512e+01,2.359813294398497e-02
1.061932890388676e+01,2.382651986051824e-02
1.081715627844240e+01,2.405966866282997e-02
1.101866897722876e+01,2.429754055527997e-02
1.122393565411500e+01,2.454008287906460e-02
1.143302624192251e+01,2.478722788453660e-02
1.164601197625054e+01,2.503889141694053e-02
1.186296541974562e+01,2.529497150944298e-02
1.208396048682313e+01,2.555534687346271e-02
1.230907246884935e+01,2.581973943648577e-02
1.253837805979270e+01,2.608118763988886e-02
1.277195538235278e+01,2.633572803030373e-02
1.300988401457621e+01,2.658318406803675e-02
1.325224501696827e+01,2.682337755909519e-02
1.349912096010958e+01,2.705612875364213e-02
1.375059595278732e+01,2.728125609222559e-02
1.400675567065043e+01,2.749857793974360e-02
1.426768738539870e+01,2.770791008328424e-02
1.453347999451555e+01,2.790906874624413e-02
1.480422405155474e+01,2.810186978777051e-02
1.508001179699132e+01,2.828612868437693e-02
1.536093718964724e+01,2.846166185069523e-02
1.564709593870244e+01,2.862828658350975e-02
1.593858553630222e+01,2.878582125254719e-02
1.623550529077211e+01,2.893408639335096e-02
1.653795636045147e+01,2.907290498880372e-02
1.684604178815739e+01,2.920210278971659e-02
1.715986653629058e+01,2.932151022489030e-02
1.747953752259527e+01,2.943096198159715e-02
1.780516365658535e+01,2.953029618433537e-02
1.813685587664894e+01,2.961936074932791e-02
1.847472718784434e+01,2.969800699816954e-02
1.881889270039996e+01,2.976609659017296e-02
1.916946966893153e+01,2.982349959925151e-02
1.952657753238989e+01,2.987009651852602e-02
1.989033795475292e+01,2.990577943812308e-02
2.026087486647555e+01,2.993045389733624e-02
2.063831450671195e+01,2.994403798025413e-02
2.102278546632428e+01,2.994646775021118e-02
2.141441873169260e+01,2.993769782935740e-02
2.181334772934095e+01,2.992302766325128e-02
2.221970837139482e+01,2.990784046088234e-02
2.263363910188534e+01,2.989210691722775e-02
2.305528094391614e+01,2.987581484536864e-02
2.348477754770888e+01,2.985894033062953e-02
2.392227523954381e+01,2.984146864684679e-02
2.436792307161200e+01,2.982337508044234e-02
2.482187287279636e+01,2.980463976888532e-02
2.528427930039856e+01,2.978524084440778e-02
2.575529989282964e+01,2.976515563232658e-02
2.623509512328216e+01,2.974436083656419e-02
2.672382845440223e+01,2.972283215852903e-02
2.722166639397997e+01,2.970054488718330e-02
2.772877855167756e+01,2.967747344372563e-02
2.824533769681386e+01,2.965359086991099e-02
2.877151981722571e+01,2.962887138860047e-02
2.930750417922565e+01,2.960328550773346e-02
2.985347338867658e+01,2.957680474325520e-02
3.040961345320427e+01,2.954939922981517e-02
3.097611384556874e+01,2.952103841879442e-02
3.155316756821616e+01,2.949169020740659e-02
3.214097121903345e+01,2.946132247822436e-02
3.273972505832761e+01,2.942990161817995e-02
3.334963307705295e+01,2.939739218169575e-02
3.397090306630928e+01,2.936376050716114e-02
3.460374668813478e+01,2.932896835569198e-02
3.524837954761768e+01,2.929297784218731e-02
3.590502126635130e+01,2.925575238764225e-02
3.657389555725745e+01,2.921725007404927e-02
3.725523030080382e+01,2.917743046807630e-02
3.794925762264108e+01,2.913625172329396e-02
3.865621397268640e+01,2.909367039435531e-02
3.937634020568013e+01,2.904964187080406e-02
4.010988166324324e+01,2.900412144017648e-02
4.085708825746337e+01,2.895706131352747e-02
4.161821455603799e+01,2.890841374309066e-02
4.239351986900374e+01,2.885812940084933e-02
4.318326833708138e+01,2.880615801007317e-02
4.398772902166659e+01,2.875244651246683e-02
4.480717599649718e+01,2.869694353472137e-02
4.564188844102792e+01,2.863959341585495e-02
4.649215073554495e+01,2.858034123538248e-02
4.735825255805195e+01,2.851912921024550e-02
4.824048898296135e+01,2.845589790334209e-02
4.913916058162390e+01,2.839058969108832e-02
5.005457352473110e+01,2.832314258316996e-02
5.098703968662532e+01,2.825349423669244e-02
5.193687675155295e+01,2.818158107069015e-02
5.290440832189717e+01,2.810733773305577e-02
5.388996402842676e+01,2.803069837350795e-02
5.489387964259888e+01,2.795159495572029e-02
5.591649719095391e+01,2.786995900559186e-02
5.695816507164129e+01,2.778572021114811e-02
5.801923817311620e+01,2.769880743079322e-02
5.910007799504739e+01,2.760914814774561e-02
6.020105277147739e+01,2.751666892009192e-02
6.132253759627717e+01,2.742129505078420e-02
6.246491455093770e+01,2.732295061263626e-02
6.362857283474236e+01,2.722155943502861e-02
6.481390889736416e+01,2.711704347308649e-02
6.602132657393322e+01,2.700932490929282e-02
6.725123722262036e+01,2.689832442555719e-02
6.850405986478373e+01,2.678396414015449e-02
6.978022132772627e+01,2.666615960970353e-02
7.108015639011255e+01,2.654483398378154e-02
7.240430793009482e+01,2.641990594128113e-02
7.375312707619790e+01,2.629129390580552e-02
7.512707336101559e+01,2.615891769280071e-02
7.652661487776989e+01,2.602269636318525e-02
7.795222843978682e+01,2.588255006713326e-02
7.940439974294326e+01,2.573839914352617e-02
8.088362353113982e+01,2.559016528198248e-02
8.239040376485640e+01,2.543777130245081e-02
8.392525379284778e+01,2.528114043246226e-02
8.548869652703766e+01,2.512019917487191e-02
8.708126462067091e+01,2.495487572198067e-02
8.870350064978443e+01,2.478509922083956e-02
9.035595729805891e+01,2.461080232662734e-02
9.203919754511385e+01,2.443192437963012e-02
9.375379485831064e+01,2.424840215748096e-02
9.550033338812855e+01,2.406018033804913e-02
9.727940816718041e+01,8.129663110341755e-03
9.909162531293579e+01,7.931893838297495e-03
1.009376022342207e+02,7.729287472057607e-03
1.028179678415641e+02,7.521809517151134e-03
1.047333627614633e+02,7.309434993015266e-03
1.066844395546398e+02,7.092143917309010e-03
1.086718629383633e+02,6.869933963718933e-03
1.106963100129139e+02,6.642779067807867e-03
1.127584704922675e+02,6.410716167575778e-03
1.148590469390738e+02,6.173757404981695e-03
1.169987550040160e+02,5.931936806441491e-03
1.191783236696263e+02,5.685302162212627e-03
1.213984954986461e+02,5.433915787548396e-03
1.236600268870100e+02,5.177857127455985e-03
1.259636883215460e+02,4.917222067567731e-03
1.283102646424728e+02,4.652126488957850e-03
1.307005553107909e+02,4.382851864283084e-03
1.331353746806507e+02,4.116391103556116e-03
1.356155522767995e+02,3.856653555935025e-03
1.381419330771918e+02,3.603811170401343e-03
1.407153778008692e+02,3.358032653864832e-03
1.433367632011989e+02,3.119493070149971e-03
1.460069823645793e+02,2.888365471982793e-03
1.487269450147052e+02,2.664824644488990e-03
1.514975778225065e+02,2.449045987741577e-03
1.543198247218556e+02,2.241205761036548e-03
1.571946472311611e+02,2.041479020217189e-03
1.601230247809473e+02,1.850042250296506e-03
1.631059550475416e+02,1.667070113624209e-03
1.661444542929725e+02,1.492735265129713e-03
1.692395577112054e+02,1.327209937553612e-03
1.723923197808225e+02,1.170663669839662e-03
1.756038146242787e+02,1.023263281437853e-03
1.788751363738441e+02,8.851712090786220e-04
1.822073995443694e+02,7.565471435529835e-04
1.856017394129915e+02,6.375453365858392e-04
1.890593124059130e+02,5.283139696072914e-04
1.925812964923903e+02,4.289950384531060e-04
1.961688915860561e+02,3.397229350541496e-04
1.998233199537241e+02,2.606236696662252e-04
2.035458266318029e+02,1.918132446374623e-04
2.073376798504739e+02,1.333968565272006e-04
2.112001714657643e+02,8.546849692818765e-05
2.151346173996766e+02,4.810808436150111e-05
2.191423580885095e+02,2.138047018345593e-05
2.232247589395384e+02,0.000000000000000e+00
2.273832107961959e+02,0.000000000000000e+00
