# energy,pi_pi_eta,pi_rho
7.141480075653652e+00,2.099413307566552e-03,1.733282058819452e-06
7.274518638315634e+00,2.170865926351209e-03,1.793224470157395e-06
7.410035575063613e+00,2.244578748825714e-03,1.855122811246181e-06
7.548077055504261e+00,2.320612471838413e-03,1.919033656647915e-06
7.688690109337400e+00,2.399028691339147e-03,1.985014741765144e-06
7.831922642378672e+00,2.479889857426449e-03,2.053124951458656e-06
7.977823452880691e+00,2.563259223219922e-03,2.123424305103841e-06
8.126442248158245e+00,2.649200787070287e-03,2.195973937773247e-06
8.277829661523201e+00,2.737779227586692e-03,2.270836077211136e-06
8.432037269534893e+00,2.829059830925976e-03,2.348074016242474e-06
8.589117609571902e+00,2.923108409751461e-03,2.427752080234062e-06
8.749124197731090e+00,3.019991213229310e-03,2.509935589199057e-06
8.912111547060183e+00,3.119774827388781e-03,2.594690814108207e-06
9.078135186129934e+00,3.222526065127963e-03,2.682084926941194e-06
9.247251677952303e+00,3.328311845099501e-03,2.772185943979815e-06
9.419518639251047e+00,3.437199058660469e-03,2.865062661811065e-06
9.594994760091307e+00,3.627343527689699e-03,2.960784585472286e-06
9.773739823874877e+00,4.026108017842970e-03,3.059421848132547e-06
9.955814727707955e+00,4.144698336163539e-03,3.161045121663920e-06
1.014128150314834e+01,4.629800476940120e-03,3.265725517413360e-06
1.033020333733912e+01,5.179984220321026e-03,3.373534476440219e-06
1.052264459453605e+01,5.784122768934939e-03,3.484543648435945e-06
1.071867083803598e+01,6.437656951662965e-03,3.598824758490955e-06
1.091834885251377e+01,6.573705494441484e-03,3.716449460819043e-06
1.112174666677534e+01,7.277126663786514e-03,3.837489178491507e-06
1.132893357693459e+01,8.020936061389816e-03,3.962014928171550e-06
1.153998017002201e+01,8.801755997700085e-03,4.090097128774056e-06
1.175495834803324e+01,8.952822308314724e-03,4.221805392906222e-06
1.197394135242546e+01,9.775632324832174e-03,4.357208299870909e-06
1.219700378907026e+01,1.063640582737763e-02,4.496373148936128e-06
1.242422165367126e+01,1.079923847122128e-02,4.639365691491040e-06
1.265567235765534e+01,1.169778168695917e-02,4.786249840620709e-06
1.289143475454606e+01,1.186863431339282e-02,4.937087356538183e-06
1.313158916682853e+01,1.280550643555096e-02,5.091937506213310e-06
1.337621741331462e+01,1.377634871203773e-02,5.250856695432345e-06
1.362540283701808e+01,1.395878386966202e-02,5.413898071410688e-06
1.387923033354883e+01,1.496886123464654e-02,5.581111093962662e-06
1.413778638003628e+01,1.515803744737015e-02,5.752541073106467e-06
1.440115906459145e+01,1.620057811912290e-02,5.928228670849276e-06
1.466943811631792e+01,1.639541526666578e-02,6.108209364756051e-06
1.494271493588185e+01,1.747260307778284e-02,2.263324561035669e-05
1.522108262665154e+01,1.767191566697364e-02,2.282189526208071e-05
1.550463602641702e+01,1.787295870536866e-02,2.301490734385972e-05
1.579347173970057e+01,1.898515435922660e-02,2.321229037432670e-05
1.608768817066920e+01,1.918863619112219e-02,2.341404433738418e-05
1.638738555666017e+01,2.033275531264708e-02,2.362015985709306e-05
1.669266600233113e+01,2.053717492596238e-02,2.383061731282738e-05
1.700363351444638e+01,2.170954810582565e-02,2.404538589081317e-05
1.732039403731125e+01,2.191339344756929e-02,2.426442256792946e-05
1.764305548886646e+01,2.211638429217163e-02,2.448767102339401e-05
1.797172779745503e+01,2.332241973535534e-02,2.471506047368136e-05
1.830652293927401e+01,2.352240528110747e-02,2.494650442572074e-05
1.864755497652389e+01,2.372032074929426e-02,2.518189934306870e-05
1.899494009626883e+01,2.494822141166342e-02,2.542112321923102e-05
1.934879665002065e+01,2.514066329191434e-02,2.566403405081456e-05
1.970924519406032e+01,2.532966374690700e-02,2.591046818645913e-05
2.007640853051063e+01,2.551492632841190e-02,2.615789155946065e-05
2.045041174917387e+01,2.676107751412500e-02,2.639799564760487e-05
2.083138227014907e+01,2.693743032921518e-02,2.662988402621013e-05
2.121944988724304e+01,2.710867256133139e-02,2.685334198021669e-05
2.161474681219010e+01,2.727436743910116e-02,2.706815230542240e-05
2.201740771969578e+01,2.743420292070631e-02,2.727409547291716e-05
2.242756979331930e+01,2.868297636864384e-02,2.747095035988539e-05
2.284537277221110e+01,2.882967752886514e-02,2.765849131731650e-05
2.327095899872087e+01,2.896928896316971e-02,2.783649395800801e-05
2.370447346689257e+01,2.910155522064970e-02,2.800470738698539e-05
2.414606387186276e+01,2.922649401398491e-02,2.816297513609559e-05
2.459588066017929e+01,2.934369664465877e-02,2.831099683493774e-05
2.505407708105727e+01,2.945306277214480e-02,2.844856752872727e-05
2.552080923858994e+01,3.008831664987146e-02,2.857545852782110e-05
2.599623614493216e+01,3.018189261329001e-02,2.869144273684627e-05
2.648051977447470e+01,3.026722682638559e-02,2.879629168907198e-05
2.697382511902764e+01,3.034446360973966e-02,2.888978243801062e-05
2.747632024403191e+01,3.041366773952618e-02,2.897169270677951e-05
2.798817634581790e+01,3.047442829515019e-02,2.904180365704284e-05
2.850956780993073e+01,3.052675660207874e-02,2.909990068379314e-05
2.904067227054219e+01,3.057076476160003e-02,2.914577424450766e-05
2.958167067096929e+01,3.060657772979770e-02,2.917922019507732e-05
3.013274732532033e+01,3.063420701920363e-02,2.920004336274593e-05
3.069408998128936e+01,3.065319029727007e-02,2.920805339362373e-05
3.126588988412036e+01,3.066371153621104e-02,2.920307133701071e-05
3.184834184176312e+01,3.066588556308749e-02,2.918492921221030e-05
3.244164429124280e+01,3.065983389423970e-02,2.915346597454708e-05
3.304599936626598e+01,3.064576823350428e-02,2.910854193015861e-05
3.366161296608610e+01,3.062376915528282e-02,2.905002610589146e-05
3.428869482565177e+01,3.059388893861727e-02,2.897780642448737e-05
3.492745858706190e+01,3.055600169986107e-02,2.889311225485719e-05
3.557812187235201e+01,2.997668870555635e-02,2.880421258755927e-05
3.624090635763636e+01,2.992332053222476e-02,2.871249838669832e-05
3.691603784863140e+01,2.986238056330084e-02,2.861789239100589e-05
3.760374635758607e+01,2.979411538274133e-02,2.852031939862870e-05
3.830426618164524e+01,2.971848750623760e-02,2.841969906491493e-05
3.901783598267303e+01,2.963585884343168e-02,2.831595369288226e-05
3.974469886856306e+01,2.954618570963066e-02,2.820900286790804e-05
4.048510247606357e+01,2.835422651876166e-02,2.809876582413580e-05
4.123929905514533e+01,2.825107656150462e-02,2.798516077253697e-05
4.200754555494138e+01,2.814121791960827e-02,2.786810540669145e-05
4.279010371128766e+01,2.802494849021948e-02,2.774751629292832e-05
4.358724013589440e+01,2.790244541428173e-02,2.762331056276587e-05
4.439922640717883e+01,2.670843287353514e-02,2.749540425004427e-05
4.522633916278983e+01,2.657346941098783e-02,2.736371356193540e-05
4.606886019385638e+01,2.643270553224757e-02,2.722815438149250e-05
4.692707654099160e+01,2.525349245681282e-02,2.708864317492130e-05
4.780128059208544e+01,2.510092292161959e-02,2.694509634823766e-05
4.869177018191898e+01,2.494309305822518e-02,2.679743126479631e-05
4.959884869363451e+01,2.377592219387279e-02,2.664556534249762e-05
5.052282516209596e+01,2.360801079209301e-02,2.648941833058911e-05
5.146401437917470e+01,2.343496549624149e-02,2.632891019361259e-05
5.242273700099680e+01,2.228883841970582e-02,2.616396343255139e-05
5.339931965718819e+01,2.210615989879613e-02,2.599450156238880e-05
5.439409506215490e+01,2.191909404357568e-02,2.582045133644109e-05
5.540740212843634e+01,2.078817794639923e-02,2.564171660687539e-05
5.643958608217046e+01,2.059338426199567e-02,2.545830343793904e-05
5.749099858070942e+01,1.948493180646052e-02,2.527007409773671e-05
5.856199783242680e+01,1.928235251337270e-02,2.507699270116532e-05
5.965294871875648e+01,1.819637671412207e-02,2.487900307336960e-05
6.076422291850505e+01,1.798750805369885e-02,8.335323198851289e-06
6.189619903447990e+01,1.777579578044647e-02,8.127372579851789e-06
6.304926272247646e+01,1.671087948198427e-02,7.914380196688799e-06
6.422380682266821e+01,1.566987767981984e-02,7.696314834496098e-06
6.542023149344440e+01,1.545090576774621e-02,7.473152329872923e-06
6.663894434774097e+01,1.443772773998684e-02,7.244878509899776e-06
6.788036059191131e+01,1.421496509090236e-02,7.011488909299572e-06
6.914490316718391e+01,1.322882306671418e-02,6.772984388371254e-06
7.043300289375524e+01,1.300338904495164e-02,6.529385324576947e-06
7.174509861756705e+01,1.204542070915446e-02,6.280719837494947e-06
7.308163735981786e+01,1.111668724507470e-02,6.027029778871034e-06
7.444307446925970e+01,1.088947223912033e-02,5.768372880822711e-06
7.582987377733208e+01,9.994536307798943e-03,5.504822636446807e-06
7.724250775618589e+01,9.134150282960827e-03,5.236470473481661e-06
7.868145767965107e+01,8.908129764217359e-03,4.963425980411802e-06
8.014721378720310e+01,8.082769214561320e-03,4.685820887595430e-06
8.164027545098379e+01,7.295515954936125e-03,4.406407736245744e-06
8.316115134593376e+01,6.552639327238623e-03,4.133334032284370e-06
8.471035962309415e+01,6.332794050528257e-03,3.867335041386824e-06
8.628842808613675e+01,5.639882371634934e-03,3.608585744579116e-06
8.789589437118281e+01,5.000052283967127e-03,3.357265173029647e-06
8.953330612997166e+01,4.424849223078521e-03,3.113553769110116e-06
9.120122121644152e+01,3.932776644556330e-03,2.877632523888811e-06
9.290020787678620e+01,3.727962918865560e-03,2.649683370579097e-06
9.463084494305230e+01,3.449276248669732e-03,2.429888780706861e-06
9.639372203034296e+01,3.252688479478855e-03,2.218431155056357e-06
9.818943973769534e+01,3.060455908339308e-03,2.015493560811644e-06
1.000186098527002e+02,2.873030929478606e-03,1.821257511717928e-06
1.018818555599334e+02,2.690792001444306e-03,1.635903800044982e-06
1.037798116532700e+02,2.513961012696272e-03,1.459611185512063e-06
1.057131247521543e+02,2.342460305260833e-03,1.292557671329402e-06
1.076824535218976e+02,2.176721501985623e-03,1.134917491871427e-06
