# EGRET's energy bins from fig. 1 of arXiv:1309.4091.
# Columns are: lower bin edge (MeV), upper bin edge (MeV)
27.618455799248043,45.787801762358384
45.787801762358384,63.63244027485128
63.63244027485128,90.86472242244331
90.86472242244331,135.60241808999933
135.60241808999933,269.09953317936385
269.09953317936385,446.13196947438917
446.13196947438917,888.346403718005
888.346403718005,1762.9007351728897
1762.9007351728897,3486.581942831394
3486.581942831394,8626.25729321894
