# COMPTEL's energy bins from fig. 1 of arXiv:1309.4091.
# Columns are: lower bin edge (MeV), upper bin edge (MeV)
0.7703084693028202,1.1495736555165867
1.1495736555165867,1.7039700111643656
1.7039700111643656,2.560242262118296
2.560242262118296,3.9392598140854878
3.9392598140854878,5.6251142972152595
5.6251142972152595,8.39466715353782
8.39466715353782,11.200833830225593
11.200833830225593,15.725324527622034
15.725324527622034,27.618455799248043
