# Columns: photon energy [MeV], effective area [cm^2]
10.342705206080256,65959.46257418732
14.165095674442702,77905.16739222391
22.199411593691934,92014.3201528383
34.01788565993442,101678.44965112605
55.762400769691226,110502.85377562467
99.99999999999984,120093.10462988388
183.40646240131062,128361.1900819576
630.957344480193,134933.7163641234
1813.5794470334683,137198.51085568845
57673.40727442179,134933.7163641234
2939630.081647829,137198.51085568845
