,photon_energies,1e15.0,1e15.05,1e15.1,1e15.15,1e15.2,1e15.25,1e15.3,1e15.35,1e15.4,1e15.45,1e15.5,1e15.55,1e15.6,1e15.65,1e15.7,1e15.75,1e15.8,1e15.85,1e15.9,1e15.95,1e16.0,1e16.05,1e16.1,1e16.15,1e16.2,1e16.25,1e16.3,1e16.35,1e16.4,1e16.45,1e16.5,1e16.55,1e16.6,1e16.65,1e16.7,1e16.75,1e16.8,1e16.85,1e16.9,1e16.95,1e17.0,1e17.05,1e17.1,1e17.15,1e17.2,1e17.25,1e17.3,1e17.35,1e17.4,1e17.45,1e17.5,1e17.55,1e17.6,1e17.65,1e17.7,1e17.75,1e17.8,1e17.85,1e17.9,1e17.95,1e18.0
0,5e-07,4867020.0,6816270.0,9546190.0,13369500.0,18723900.0,26222900.0,36725200.0,51433700.0,72033000.0,100882000.0,141286000.0,197871000.0,277118000.0,388105000.0,543541000.0,761230000.0,1066100000.0,1493080000.0,2091060000.0,2928530000.0,4101410000.0,5744030000.0,8044520000.0,11266400000.0,15778600000.0,22097900000.0,30948100000.0,43342900000.0,60701800000.0,85012900000.0,119061000000.0,166745000000.0,233526000000.0,327053000000.0,458039000000.0,641484000000.0,898399000000.0,1258210000000.0,1762120000000.0,2467860000000.0,3456240000000.0,4840460000000.0,6779070000000.0,9494100000000.0,13296500000000.0,18621800000000.0,26079800000000.0,36524800000000.0,51153000000000.0,71639900000000.0,100332000000000.0,140515000000000.0,196791000000000.0,275606000000000.0,385987000000000.0,540575000000000.0,757076000000000.0,1060290000000000.0,1484930000000000.0,2079650000000000.0,2912550000000000.0
1,5.07315e-07,5078280.0,7112130.0,9960550.0,13949800.0,19536700.0,27361100.0,38319300.0,53666200.0,75159600.0,105261000.0,147418000.0,206460000.0,289147000.0,404951000.0,567134000.0,794271000.0,1112380000.0,1557890000.0,2181820000.0,3055650000.0,4279440000.0,5993350000.0,8393700000.0,11755400000.0,16463400000.0,23057100000.0,32291400000.0,45224200000.0,63336600000.0,88702900000.0,124229000000.0,173982000000.0,243662000000.0,341249000000.0,477920000000.0,669328000000.0,937395000000.0,1312820000000.0,1838610000000.0,2574970000000.0,3606260000000.0,5050560000000.0,7073320000000.0,9906200000000.0,13873600000000.0,19430100000000.0,27211800000000.0,38110200000000.0,53373300000000.0,74749400000000.0,104687000000000.0,146614000000000.0,205333000000000.0,287569000000000.0,402741000000000.0,564039000000000.0,789937000000000.0,1106310000000000.0,1549390000000000.0,2169920000000000.0,3038970000000000.0
2,5.14736e-07,5298700.0,7420840.0,10392900.0,14555300.0,20384700.0,28548800.0,39982600.0,55995600.0,78422000.0,109830000.0,153817000.0,215421000.0,301697000.0,422528000.0,591751000.0,828747000.0,1160660000.0,1625510000.0,2276530000.0,3188280000.0,4465190000.0,6253500000.0,8758030000.0,12265600000.0,17178000000.0,24057900000.0,33693100000.0,47187200000.0,66085700000.0,92553100000.0,129621000000.0,181534000000.0,254239000000.0,356062000000.0,498665000000.0,698381000000.0,978083000000.0,1369810000000.0,1918420000000.0,2686740000000.0,3762790000000.0,5269790000000.0,7380340000000.0,10336200000000.0,14475800000000.0,20273400000000.0,28393000000000.0,39764400000000.0,55690100000000.0,77994000000000.0,109231000000000.0,152978000000000.0,214245000000000.0,300051000000000.0,420222000000000.0,588521000000000.0,824225000000000.0,1154330000000000.0,1616640000000000.0,2264100000000000.0,3170880000000000.0
3,5.22266e-07,5528700.0,7742950.0,10844000.0,15187000.0,21269500.0,29787900.0,41718000.0,58426200.0,81825900.0,114597000.0,160494000.0,224772000.0,314793000.0,440868000.0,617436000.0,864720000.0,1211040000.0,1696060000.0,2375340000.0,3326670000.0,4659000000.0,6524940000.0,9138180000.0,12798000000.0,17923700000.0,25102100000.0,35155500000.0,49235400000.0,68954200000.0,96570500000.0,135247000000.0,189414000000.0,265274000000.0,371517000000.0,520310000000.0,728694000000.0,1020540000000.0,1429260000000.0,2001690000000.0,2803360000000.0,3926110000000.0,5498530000000.0,7700690000000.0,10784800000000.0,15104200000000.0,21153400000000.0,29625400000000.0,41490400000000.0,58107300000000.0,81379400000000.0,113972000000000.0,159618000000000.0,223545000000000.0,313075000000000.0,438462000000000.0,614066000000000.0,860001000000000.0,1204430000000000.0,1686810000000000.0,2362380000000000.0,3308510000000000.0
4,5.29907e-07,5768670.0,8079040.0,11314700.0,15846300.0,22192700.0,31080900.0,43528800.0,60962200.0,85377600.0,119571000.0,167460000.0,234528000.0,328457000.0,460004000.0,644236000.0,902253000.0,1263610000.0,1769680000.0,2478440000.0,3471060000.0,4861230000.0,6808160000.0,9534830000.0,13353500000.0,18701700000.0,26191700000.0,36681500000.0,51372500000.0,71947200000.0,100762000000.0,141118000000.0,197635000000.0,276788000000.0,387643000000.0,542894000000.0,760324000000.0,1064830000000.0,1491300000000.0,2088570000000.0,2925040000000.0,4096530000000.0,5737190000000.0,8034950000000.0,11253000000000.0,15759800000000.0,22071600000000.0,30911300000000.0,43291300000000.0,60629500000000.0,84911700000000.0,118919000000000.0,166546000000000.0,233248000000000.0,326664000000000.0,457494000000000.0,640720000000000.0,897330000000000.0,1256710000000000.0,1760030000000000.0,2464920000000000.0,3452120000000000.0
5,5.37659e-07,6019070.0,8429710.0,11805800.0,16534100.0,23156000.0,32430000.0,45418200.0,63608300.0,89083500.0,124762000.0,174729000.0,244708000.0,342713000.0,479971000.0,672200000.0,941416000.0,1318450000.0,1846500000.0,2586020000.0,3621730000.0,5072230000.0,7103670000.0,9948700000.0,13933200000.0,19513400000.0,27328600000.0,38273700000.0,53602300000.0,75070100000.0,105136000000.0,147243000000.0,206214000000.0,288803000000.0,404469000000.0,566459000000.0,793326000000.0,1111050000000.0,1556030000000.0,2179230000000.0,3052010000000.0,4274340000000.0,5986220000000.0,8383710000000.0,11741400000000.0,16443800000000.0,23029600000000.0,32253000000000.0,45170400000000.0,63261200000000.0,88597300000000.0,124081000000000.0,173775000000000.0,243372000000000.0,340843000000000.0,477351000000000.0,668531000000000.0,936279000000000.0,1311260000000000.0,1836420000000000.0,2571910000000000.0,3601960000000000.0
6,5.45524e-07,6280330.0,8795610.0,12318300.0,17251700.0,24161100.0,33837600.0,47389600.0,66369200.0,92950200.0,130177000.0,182313000.0,255329000.0,357589000.0,500804000.0,701377000.0,982279000.0,1375680000.0,1926650000.0,2698270000.0,3778930000.0,5292400000.0,7412010000.0,10380500000.0,14537900000.0,20360400000.0,28514800000.0,39935000000.0,55929000000.0,78328600000.0,109699000000.0,153634000000.0,215165000000.0,301338000000.0,422025000000.0,591046000000.0,827761000000.0,1159280000000.0,1623570000000.0,2273820000000.0,3184480000000.0,4459870000000.0,6246060000000.0,8747610000000.0,12251000000000.0,17157600000000.0,24029200000000.0,33653000000000.0,47131000000000.0,66007100000000.0,92443000000000.0,129466000000000.0,181318000000000.0,253936000000000.0,355638000000000.0,498071000000000.0,697549000000000.0,976919000000000.0,1368180000000000.0,1916130000000000.0,2683550000000000.0,3758310000000000.0
7,5.53505e-07,6552930.0,9177390.0,12852900.0,18000600.0,25209800.0,35306400.0,49446600.0,69250000.0,96984800.0,135827000.0,190226000.0,266412000.0,373111000.0,522542000.0,731821000.0,1024920000.0,1435400000.0,2010270000.0,2815390000.0,3942960000.0,5522120000.0,7733730000.0,10831100000.0,15169000000.0,21244200000.0,29752500000.0,41668400000.0,58356600000.0,81728500000.0,114461000000.0,160303000000.0,224504000000.0,314418000000.0,440343000000.0,616701000000.0,863690000000.0,1209600000000.0,1694050000000.0,2372510000000.0,3322710000000.0,4653460000000.0,6517170000000.0,9127310000000.0,12782800000000.0,17902300000000.0,25072200000000.0,35113700000000.0,49176800000000.0,68872100000000.0,96455500000000.0,135086000000000.0,189188000000000.0,264958000000000.0,371074000000000.0,519690000000000.0,727827000000000.0,1019320000000000.0,1427560000000000.0,1999300000000000.0,2800030000000000.0,3921440000000000.0
8,5.61602e-07,6837370.0,9575740.0,13410800.0,18781900.0,26304100.0,36838900.0,51592900.0,72255900.0,101194000.0,141723000.0,198483000.0,277976000.0,389306000.0,545223000.0,763586000.0,1069400000.0,1497700000.0,2097530000.0,2937590000.0,4114100000.0,5761810000.0,8069420000.0,11301200000.0,15827400000.0,22166300000.0,31043900000.0,43477000000.0,60889600000.0,85276000000.0,119429000000.0,167261000000.0,234249000000.0,328066000000.0,459456000000.0,643469000000.0,901179000000.0,1262100000000.0,1767580000000.0,2475490000000.0,3466930000000.0,4855440000000.0,6800050000000.0,9523480000000.0,13337600000000.0,18679400000000.0,26160500000000.0,36637800000000.0,51311300000000.0,71861600000000.0,100642000000000.0,140950000000000.0,197400000000000.0,276459000000000.0,387181000000000.0,542248000000000.0,759419000000000.0,1063570000000000.0,1489530000000000.0,2086080000000000.0,2921560000000000.0,4091650000000000.0
9,5.69818e-07,7134150.0,9991380.0,13992900.0,19597100.0,27445800.0,38437900.0,53832300.0,75392200.0,105587000.0,147875000.0,207099000.0,290042000.0,406204000.0,568889000.0,796730000.0,1115820000.0,1562710000.0,2188580000.0,3065100000.0,4292680000.0,6011900000.0,8419680000.0,11791800000.0,16514400000.0,23128400000.0,32391400000.0,45364200000.0,63532600000.0,88977500000.0,124613000000.0,174521000000.0,244416000000.0,342306000000.0,479399000000.0,671399000000.0,940296000000.0,1316890000000.0,1844300000000.0,2582940000000.0,3617420000000.0,5066200000000.0,7095210000000.0,9936860000000.0,13916600000000.0,19490200000000.0,27296000000000.0,38228100000000.0,53538500000000.0,74980800000000.0,105011000000000.0,147068000000000.0,205968000000000.0,288459000000000.0,403987000000000.0,565784000000000.0,792382000000000.0,1109730000000000.0,1554180000000000.0,2176630000000000.0,3048380000000000.0,4269250000000000.0
10,5.78154e-07,7443810.0,10425100.0,14600300.0,20447800.0,28637100.0,40106300.0,56168900.0,78664700.0,110170000.0,154293000.0,216088000.0,302631000.0,423835000.0,593582000.0,831312000.0,1164250000.0,1630540000.0,2283570000.0,3198140000.0,4479010000.0,6272850000.0,8785140000.0,12303600000.0,17231200000.0,24132300000.0,33797300000.0,47333200000.0,66290200000.0,92839600000.0,130022000000.0,182096000000.0,255026000000.0,357164000000.0,500208000000.0,700542000000.0,981110000000.0,1374050000000.0,1924350000000.0,2695060000000.0,3774430000000.0,5286100000000.0,7403190000000.0,10368200000000.0,14520600000000.0,20336200000000.0,28480800000000.0,39887400000000.0,55862400000000.0,78235400000000.0,109569000000000.0,153451000000000.0,214909000000000.0,300980000000000.0,421522000000000.0,590343000000000.0,826776000000000.0,1157900000000000.0,1621640000000000.0,2271110000000000.0,3180690000000000.0,4454560000000000.0
11,5.86612e-07,7766910.0,10877600.0,15234000.0,21335300.0,29880100.0,41847100.0,58607000.0,82079100.0,114952000.0,160990000.0,225467000.0,315767000.0,442232000.0,619347000.0,867396000.0,1214790000.0,1701310000.0,2382690000.0,3336960000.0,4673420000.0,6545130000.0,9166460000.0,12837600000.0,17979100000.0,25179800000.0,35264300000.0,49387800000.0,69167600000.0,96869300000.0,135666000000.0,190000000000.0,266095000000.0,372666000000.0,521920000000.0,730949000000.0,1023700000000.0,1433690000000.0,2007880000000.0,2812040000000.0,3938260000000.0,5515540000000.0,7724530000000.0,10818200000000.0,15150900000000.0,21218900000000.0,29717100000000.0,41618800000000.0,58287200000000.0,81631200000000.0,114325000000000.0,160112000000000.0,224237000000000.0,314044000000000.0,439819000000000.0,615967000000000.0,862662000000000.0,1208160000000000.0,1692030000000000.0,2369690000000000.0,3318750000000000.0,4647920000000000.0
12,5.95193e-07,8104040.0,11349700.0,15895300.0,22261400.0,31177100.0,43663500.0,61150900.0,85641800.0,119942000.0,167978000.0,235254000.0,329473000.0,461428000.0,646230000.0,905046000.0,1267520000.0,1775160000.0,2486110000.0,3481810000.0,4876270000.0,6829230000.0,9564340000.0,13394900000.0,18759500000.0,26272700000.0,36795000000.0,51531500000.0,72169900000.0,101074000000.0,141554000000.0,198247000000.0,277645000000.0,388842000000.0,544574000000.0,762677000000.0,1068130000000.0,1495920000000.0,2095030000000.0,2934100000000.0,4109210000000.0,5754950000000.0,8059810000000.0,11287800000000.0,15808500000000.0,22139900000000.0,31006900000000.0,43425300000000.0,60817100000000.0,85174500000000.0,119287000000000.0,167062000000000.0,233970000000000.0,327675000000000.0,458909000000000.0,642703000000000.0,900107000000000.0,1260600000000000.0,1765470000000000.0,2472550000000000.0,3462800000000000.0,4849660000000000.0
13,6.03901e-07,8455800.0,11842400.0,16585200.0,23227600.0,32530300.0,45558800.0,63805100.0,89359200.0,125148000.0,175269000.0,245465000.0,343774000.0,481456000.0,674280000.0,944330000.0,1322540000.0,1852210000.0,2594030000.0,3632940000.0,5087930000.0,7125650000.0,9979490000.0,13976300000.0,19573800000.0,27413100000.0,38392100000.0,53768200000.0,75302500000.0,105461000000.0,147699000000.0,206852000000.0,289696000000.0,405720000000.0,568212000000.0,795781000000.0,1114490000000.0,1560850000000.0,2185970000000.0,3061450000000.0,4287570000000.0,6004750000000.0,8409660000000.0,11777700000000.0,16494700000000.0,23100900000000.0,32352800000000.0,45310200000000.0,63457000000000.0,88871500000000.0,124465000000000.0,174313000000000.0,244126000000000.0,341898000000000.0,478829000000000.0,670600000000000.0,939176000000000.0,1315320000000000.0,1842100000000000.0,2579870000000000.0,3613110000000000.0,5060170000000000.0
14,6.12735e-07,8822830.0,12356400.0,17305100.0,24235900.0,33942300.0,47536300.0,66574700.0,93237900.0,130580000.0,182877000.0,256120000.0,358696000.0,502354000.0,703547000.0,985319000.0,1379940000.0,1932610000.0,2706620000.0,3790630000.0,5308780000.0,7434950000.0,10412700000.0,14582900000.0,20423400000.0,28603000000.0,40058600000.0,56102100000.0,78571000000.0,110039000000.0,154109000000.0,215831000000.0,302271000000.0,423331000000.0,592875000000.0,830323000000.0,1162870000000.0,1628600000000.0,2280850000000.0,3194340000000.0,4473670000000.0,6265390000000.0,8774680000000.0,12289000000000.0,17210700000000.0,24103600000000.0,33757100000000.0,47276900000000.0,66211300000000.0,92729100000000.0,129867000000000.0,181879000000000.0,254722000000000.0,356738000000000.0,499613000000000.0,699708000000000.0,979942000000000.0,1372410000000000.0,1922060000000000.0,2691850000000000.0,3769940000000000.0,5279810000000000.0
15,6.21699e-07,9205790.0,12892700.0,18056300.0,25287800.0,35415600.0,49599600.0,69464400.0,97284900.0,136248000.0,190815000.0,267237000.0,374265000.0,524159000.0,734085000.0,1028090000.0,1439840000.0,2016490000.0,2824100000.0,3955160000.0,5539210000.0,7757670000.0,10864600000.0,15215900000.0,21309900000.0,29844600000.0,41797300000.0,58537200000.0,81981400000.0,114815000000.0,160799000000.0,225199000000.0,315391000000.0,441706000000.0,618610000000.0,866363000000.0,1213340000000.0,1699290000000.0,2379860000000.0,3332990000000.0,4667860000000.0,6537340000000.0,9155550000000.0,12822400000000.0,17957700000000.0,25149800000000.0,35222400000000.0,49329000000000.0,69085300000000.0,96754000000000.0,135504000000000.0,189774000000000.0,265778000000000.0,372223000000000.0,521299000000000.0,730079000000000.0,1022480000000000.0,1431980000000000.0,2005490000000000.0,2808690000000000.0,3933580000000000.0,5508980000000000.0
16,6.30794e-07,9605370.0,13452300.0,18840000.0,26385500.0,36952900.0,51752600.0,72479500.0,101508000.0,142162000.0,199097000.0,278836000.0,390511000.0,546911000.0,765949000.0,1072710000.0,1502330000.0,2104020000.0,2946690000.0,4126840000.0,5779640000.0,8094390000.0,11336200000.0,15876400000.0,22234900000.0,31140000000.0,43611600000.0,61078100000.0,85539900000.0,119799000000.0,167778000000.0,234974000000.0,329081000000.0,460878000000.0,645461000000.0,903968000000.0,1266010000000.0,1773050000000.0,2483150000000.0,3477660000000.0,4870470000000.0,6821100000000.0,9552960000000.0,13378900000000.0,18737200000000.0,26241500000000.0,36751200000000.0,51470100000000.0,72084000000000.0,100954000000000.0,141386000000000.0,198011000000000.0,277315000000000.0,388379000000000.0,543926000000000.0,761769000000000.0,1066860000000000.0,1494140000000000.0,2092540000000000.0,2930600000000000.0,4104320000000000.0,5748100000000000.0
17,6.40022e-07,10022300.0,14036200.0,19657800.0,27530700.0,38556800.0,53998900.0,75625500.0,105914000.0,148332000.0,207739000.0,290939000.0,407461000.0,570650000.0,799195000.0,1119270000.0,1567540000.0,2195350000.0,3074590000.0,4305960000.0,6030510000.0,8445740000.0,11828300000.0,16565500000.0,23200000000.0,32491600000.0,45504600000.0,63729200000.0,89252800000.0,124999000000.0,175061000000.0,245173000000.0,343365000000.0,480883000000.0,673477000000.0,943206000000.0,1320960000000.0,1850010000000.0,2590940000000.0,3628610000000.0,5081870000000.0,7117170000000.0,9967610000000.0,13959600000000.0,19550500000000.0,27380500000000.0,38346400000000.0,53704200000000.0,75212800000000.0,105336000000000.0,147523000000000.0,206606000000000.0,289352000000000.0,405237000000000.0,567535000000000.0,794834000000000.0,1113170000000000.0,1558990000000000.0,2183370000000000.0,3057810000000000.0,4282470000000000.0,5997600000000000.0
18,6.49385e-07,10457300.0,14645500.0,20511000.0,28725700.0,40230400.0,56342800.0,78908100.0,110511000.0,154771000.0,216757000.0,303568000.0,425147000.0,595419000.0,833885000.0,1167860000.0,1635590000.0,2290640000.0,3208040000.0,4492870000.0,6292270000.0,8812330000.0,12341700000.0,17284500000.0,24207000000.0,33901900000.0,47479700000.0,66495400000.0,93126900000.0,130424000000.0,182659000000.0,255815000000.0,358269000000.0,501756000000.0,702710000000.0,984146000000.0,1378300000000.0,1930310000000.0,2703400000000.0,3786110000000.0,5302460000000.0,7426100000000.0,10400300000000.0,14565600000000.0,20399100000000.0,28569000000000.0,40010900000000.0,56035300000000.0,78477500000000.0,109908000000000.0,153926000000000.0,215574000000000.0,301911000000000.0,422827000000000.0,592170000000000.0,829334000000000.0,1161480000000000.0,1626660000000000.0,2278140000000000.0,3190540000000000.0,4468350000000000.0,6257930000000000.0
19,6.58885e-07,10911200.0,15281200.0,21401300.0,29972600.0,41976700.0,58788400.0,82333200.0,115308000.0,161489000.0,226165000.0,316744000.0,443601000.0,621263000.0,870080000.0,1218550000.0,1706580000.0,2390070000.0,3347290000.0,4687880000.0,6565390000.0,9194830000.0,12877400000.0,18034800000.0,25257700000.0,35373500000.0,49540600000.0,69381700000.0,97169100000.0,136085000000.0,190588000000.0,266919000000.0,373820000000.0,523535000000.0,733212000000.0,1026860000000.0,1438120000000.0,2014090000000.0,2820740000000.0,3950450000000.0,5532610000000.0,7748430000000.0,10851700000000.0,15197800000000.0,21284500000000.0,29809000000000.0,41747600000000.0,58467500000000.0,81883900000000.0,114678000000000.0,160607000000000.0,224931000000000.0,315016000000000.0,441180000000000.0,617873000000000.0,865332000000000.0,1211900000000000.0,1697270000000000.0,2377020000000000.0,3329020000000000.0,4662300000000000.0,6529560000000000.0
20,6.68524e-07,11384800.0,15944500.0,22330300.0,31273600.0,43798700.0,61340100.0,85906900.0,120313000.0,168498000.0,235982000.0,330493000.0,462856000.0,648230000.0,907847000.0,1271440000.0,1780650000.0,2493810000.0,3492580000.0,4891360000.0,6850360000.0,9593940000.0,13436300000.0,18817600000.0,26354100000.0,36908900000.0,51691000000.0,72393200000.0,101387000000.0,141992000000.0,198860000000.0,278504000000.0,390046000000.0,546260000000.0,765037000000.0,1071440000000.0,1500550000000.0,2101520000000.0,2943180000000.0,4121920000000.0,5772760000000.0,8084760000000.0,11322700000000.0,15857500000000.0,22208400000000.0,31102900000000.0,43559700000000.0,61005400000000.0,85438100000000.0,119656000000000.0,167579000000000.0,234694000000000.0,328689000000000.0,460330000000000.0,644692000000000.0,902892000000000.0,1264500000000000.0,1770940000000000.0,2480200000000000.0,3473520000000000.0,4864670000000000.0,6812980000000000.0
21,6.78304e-07,11879000.0,16636600.0,23299500.0,32631000.0,45699800.0,64002600.0,89635700.0,125535000.0,175812000.0,246225000.0,344838000.0,482946000.0,676367000.0,947252000.0,1326630000.0,1857940000.0,2602050000.0,3644180000.0,5103680000.0,7147710000.0,10010400000.0,14019500000.0,19634400000.0,27498000000.0,38510900000.0,53934600000.0,75535500000.0,105788000000.0,148156000000.0,207492000000.0,290593000000.0,406976000000.0,569970000000.0,798244000000.0,1117940000000.0,1565680000000.0,2192740000000.0,3070930000000.0,4300840000000.0,6023330000000.0,8435680000000.0,11814200000000.0,16545800000000.0,23172400000000.0,32453000000000.0,45450400000000.0,63653300000000.0,89146600000000.0,124850000000000.0,174852000000000.0,244881000000000.0,342956000000000.0,480311000000000.0,672676000000000.0,942083000000000.0,1319390000000000.0,1847810000000000.0,2587850000000000.0,3624290000000000.0,5075830000000000.0,7108700000000000.0
22,6.88227e-07,12394600.0,17358700.0,24310900.0,34047400.0,47683400.0,66780700.0,93526400.0,130984000.0,183443000.0,256912000.0,359806000.0,503909000.0,705725000.0,988369000.0,1384210000.0,1938590000.0,2715000000.0,3802360000.0,5325210000.0,7457960000.0,10444900000.0,14628100000.0,20486600000.0,28691500000.0,40182500000.0,56275700000.0,78814200000.0,110379000000.0,154586000000.0,216499000000.0,303206000000.0,424641000000.0,594710000000.0,832892000000.0,1166470000000.0,1633640000000.0,2287910000000.0,3204220000000.0,4487520000000.0,6284780000000.0,8801840000000.0,12327000000000.0,17264000000000.0,24178200000000.0,33861600000000.0,47423200000000.0,66416300000000.0,93016100000000.0,130269000000000.0,182442000000000.0,255510000000000.0,357842000000000.0,501159000000000.0,701874000000000.0,982975000000000.0,1376660000000000.0,1928010000000000.0,2700180000000000.0,3781610000000000.0,5296150000000000.0,7417260000000000.0
23,6.98295e-07,12932600.0,18112200.0,25366100.0,35525200.0,49753200.0,69679300.0,97586000.0,136669000.0,191406000.0,268064000.0,375424000.0,525781000.0,736357000.0,1031270000.0,1444290000.0,2022740000.0,2832840000.0,3967400000.0,5556350000.0,7781670000.0,10898200000.0,15263000000.0,21375900000.0,29936900000.0,41926700000.0,58718400000.0,82235200000.0,115170000000.0,161296000000.0,225896000000.0,316367000000.0,443073000000.0,620524000000.0,869045000000.0,1217100000000.0,1704550000000.0,2387220000000.0,3343310000000.0,4682300000000.0,6557570000000.0,9183890000000.0,12862000000000.0,18013300000000.0,25227700000000.0,35331400000000.0,49481600000000.0,69299100000000.0,97053500000000.0,135924000000000.0,190361000000000.0,266601000000000.0,373375000000000.0,522912000000000.0,732339000000000.0,1025640000000000.0,1436410000000000.0,2011700000000000.0,2817380000000000.0,3945750000000000.0,5526030000000000.0,7739210000000000.0
24,7.0851e-07,13494000.0,18898300.0,26467100.0,37067200.0,51912700.0,72703800.0,101822000.0,142602000.0,199714000.0,279699000.0,391719000.0,548603000.0,768319000.0,1076030000.0,1506980000.0,2110530000.0,2955800000.0,4139610000.0,5797530000.0,8119440000.0,11371300000.0,15925500000.0,22303700000.0,31236300000.0,43746500000.0,61267100000.0,85804600000.0,120170000000.0,168298000000.0,235701000000.0,330099000000.0,462305000000.0,647458000000.0,906766000000.0,1269930000000.0,1778530000000.0,2490840000000.0,3488420000000.0,4885540000000.0,6842210000000.0,9582520000000.0,13420300000000.0,18795200000000.0,26322700000000.0,36865000000000.0,51629400000000.0,72307100000000.0,101266000000000.0,141823000000000.0,198624000000000.0,278173000000000.0,389581000000000.0,545609000000000.0,764127000000000.0,1070160000000000.0,1498760000000000.0,2099020000000000.0,2939670000000000.0,4117020000000000.0,5765890000000000.0,8075130000000000.0
25,7.18875e-07,14079700.0,19718600.0,27615900.0,38676200.0,54166000.0,75859600.0,106241000.0,148791000.0,208382000.0,291840000.0,408722000.0,572416000.0,801669000.0,1122740000.0,1572400000.0,2202140000.0,3084100000.0,4319290000.0,6049170000.0,8471870000.0,11864900000.0,16616800000.0,23271800000.0,32592200000.0,45645400000.0,63926400000.0,89529000000.0,125386000000.0,175603000000.0,245932000000.0,344428000000.0,482371000000.0,675562000000.0,946125000000.0,1325050000000.0,1855730000000.0,2598960000000.0,3639840000000.0,5097600000000.0,7139200000000.0,9998460000000.0,14002900000000.0,19611000000000.0,27465200000000.0,38465100000000.0,53870400000000.0,75445600000000.0,105662000000000.0,147979000000000.0,207245000000000.0,290247000000000.0,406491000000000.0,569292000000000.0,797294000000000.0,1116610000000000.0,1563820000000000.0,2190130000000000.0,3067270000000000.0,4295720000000000.0,6016160000000000.0,8425640000000000.0
26,7.29392e-07,14690800.0,20574500.0,28814600.0,40354900.0,56517100.0,79152300.0,110853000.0,155250000.0,217427000.0,304507000.0,426463000.0,597262000.0,836466000.0,1171470000.0,1640650000.0,2297730000.0,3217970000.0,4506770000.0,6311740000.0,8839600000.0,12379900000.0,17338000000.0,24281900000.0,34006900000.0,47626700000.0,66701200000.0,93415100000.0,130828000000.0,183225000000.0,256606000000.0,359378000000.0,503309000000.0,704885000000.0,987192000000.0,1382560000000.0,1936280000000.0,2711770000000.0,3797830000000.0,5318870000000.0,7449080000000.0,10432400000000.0,14610700000000.0,20462200000000.0,28657400000000.0,40134700000000.0,56208700000000.0,78720400000000.0,110248000000000.0,154402000000000.0,216241000000000.0,302846000000000.0,424136000000000.0,594002000000000.0,831901000000000.0,1165080000000000.0,1631690000000000.0,2285190000000000.0,3200410000000000.0,4482180000000000.0,6277300000000000.0,8791360000000000.0
27,7.40062e-07,15328500.0,21467600.0,30065400.0,42106600.0,58970300.0,82588000.0,115665000.0,161988000.0,226865000.0,317725000.0,444974000.0,623186000.0,872773000.0,1222320000.0,1711860000.0,2397460000.0,3357650000.0,4702390000.0,6585710000.0,9223290000.0,12917200000.0,18090600000.0,25335900000.0,35483000000.0,49693900000.0,69596400000.0,97469900000.0,136507000000.0,191178000000.0,267745000000.0,374977000000.0,525155000000.0,735481000000.0,1030040000000.0,1442570000000.0,2020330000000.0,2829470000000.0,3962680000000.0,5549740000000.0,7772410000000.0,10885300000000.0,15244800000000.0,21350400000000.0,29901300000000.0,41876800000000.0,58648500000000.0,82137300000000.0,115033000000000.0,161104000000000.0,225627000000000.0,315991000000000.0,442545000000000.0,619785000000000.0,868010000000000.0,1215650000000000.0,1702520000000000.0,2384380000000000.0,3339330000000000.0,4676730000000000.0,6549770000000000.0,9172960000000000.0
28,7.50888e-07,15993800.0,22399400.0,31370400.0,43934200.0,61529900.0,86172800.0,120685000.0,169020000.0,236712000.0,331516000.0,464288000.0,650236000.0,910656000.0,1275380000.0,1786160000.0,2501530000.0,3503390000.0,4906500000.0,6871560000.0,9623630000.0,13477900000.0,18875800000.0,26435600000.0,37023100000.0,51850900000.0,72617300000.0,101701000000.0,142432000000.0,199476000000.0,279366000000.0,391253000000.0,547950000000.0,767405000000.0,1074750000000.0,1505190000000.0,2108020000000.0,2952290000000.0,4134680000000.0,5790630000000.0,8109780000000.0,11357800000000.0,15906600000000.0,22277100000000.0,31199200000000.0,43694500000000.0,61194200000000.0,85702500000000.0,120026000000000.0,168097000000000.0,235420000000000.0,329707000000000.0,461754000000000.0,646688000000000.0,905687000000000.0,1268420000000000.0,1776420000000000.0,2487870000000000.0,3484270000000000.0,4879730000000000.0,6834060000000000.0,9571110000000000.0
29,7.61873e-07,16688100.0,23371600.0,32732000.0,45841200.0,64200700.0,89913200.0,125923000.0,176356000.0,246987000.0,345905000.0,484441000.0,678460000.0,950184000.0,1330730000.0,1863690000.0,2610110000.0,3655460000.0,5119470000.0,7169830000.0,10041400000.0,14062900000.0,19695100000.0,27583100000.0,38630100000.0,54101600000.0,75769300000.0,106115000000.0,148614000000.0,208134000000.0,291492000000.0,408235000000.0,571734000000.0,800715000000.0,1121400000000.0,1570520000000.0,2199520000000.0,3080430000000.0,4314150000000.0,6041970000000.0,8461790000000.0,11850700000000.0,16597000000000.0,23244100000000.0,32553400000000.0,45591100000000.0,63850300000000.0,89422500000000.0,125236000000000.0,175394000000000.0,245639000000000.0,344018000000000.0,481797000000000.0,674757000000000.0,944999000000000.0,1323470000000000.0,1853520000000000.0,2595860000000000.0,3635510000000000.0,5091530000000000.0,7130700000000000.0,9986560000000000.0
