,photon_energies,1000000000000000.0,1091850416099001.4,1192137331135562.5,1301635641047522.2,1421191416287027.5,1551728439229320.0,1694255342045187.0,1849873400189993.2,2019785041727918.8,2205303138241175.8,2407861149113061.5,2629024197567715.5,2870501164048653.5,3134157890379190.0,3422031596730501.0,3736346622794127.5,4079531614787867.0,4454238291095163.5,4863361931536359.0,5310063748588038.0,5797795313408072.0,6330325225401444.0,6911768231396571.0,7546617019430205.0,8239776932804675.0,8996603872645774.0,9822945681826176.0,1.0725187330019842e+16,1.1710300249021902e+16,1.2785896199538804e+16,1.3960286085665084e+16,1.524254417149452e+16,1.66425781960537e+16,1.81712059283214e+16,1.984023875385836e+16,2.1662572938903784e+16,2.3652289277117064e+16,2.5824761888914212e+16,2.819677701406885e+16,3.0786662715461828e+16,3.361443049617661e+16,3.670192992418139e+16,4.007301745935384e+16,4.375374078733804e+16,4.777254008454289e+16,5.216046776941437e+16,5.695142843795363e+16,6.218244083741217e+16,6.789392390238002e+16,7.413000906340816e+16,8.093888124130494e+16,8.837315116190646e+16,9.649026186810752e+16,1.053529325701948e+17,1.1502964326401722e+17,1.255951638615369e+17,1.3713113192224131e+17,1.4972668344942624e+17,1.634791416253795e+17,1.7849476880717818e+17,1.948895875936141e+17,2.1279027730745037e+17,2.3233515281996157e+17,2.536752332809001e+17,2.7697540901176202e+17,3.0241571557868346e+17,3.301927248894628e+17,3.6052106406342304e+17,3.936350738101032e+17,4.2979061913072224e+17,4.692670663333265e+17,5.123694416376044e+17,5.5943078804843136e+17,6.10814738709272e+17,6.669183266191215e+17,7.281750524231375e+17,7.950582339811148e+17,8.680846635952174e+17,9.478186011555997e+17,1.034876134058115e+18,1.1299299375822788e+18,1.2337144725119296e+18,1.3470316601595215e+18,1.470757078643702e+18,1.6058467282976778e+18,1.7533444184830395e+18,1.9143898328855683e+18,2.0902273356118054e+18,2.2822155861292567e+18,2.491838037342855e+18,2.7207143979241155e+18,2.9706131474599895e+18,3.2434652011233536e+18,3.541378829449194e+18,3.866655948498297e+18,4.221809906279544e+18,4.609584902862206e+18,5.032977194233774e+18,5.495258243740931e+18,6.000000000000003e+18
0,5e-07,1.6674264999047357e+25,1.4978101523256592e+25,1.3449299903297468e+25,1.2071713324019072e+25,1.0830739178812306e+25,9.713113418110056e+24,8.706880071073796e+24,7.801212914355892e+24,6.986293745364196e+24,6.253280025504196e+24,5.594155665110701e+24,5.001665154974449e+24,4.469276879141832e+24,3.991065806808787e+24,3.561677719053009e+24,3.1762954786320275e+24,2.8305467563614283e+24,2.520488456598141e+24,2.2425698464825e+24,1.9935724228814543e+24,1.7705975840718932e+24,1.5710344325885642e+24,1.39251592229421e+24,1.2329172008492953e+24,1.0903207177791968e+24,9.629914310540034e+23,8.493733921499646e+23,7.480623191976222e+23,6.577894067006648e+23,5.7741845997732015e+23,5.059230145697995e+23,4.423783287391819e+23,3.859567272692424e+23,3.359105348972261e+23,2.915681120891109e+23,2.5232810539948945e+23,2.176484197115713e+23,1.870430743576146e+23,1.6007728178959513e+23,1.36359892293469e+23,1.1554124868306347e+23,9.730881745048965e+22,8.138239059193239e+22,6.751239046648436e+22,5.5476288249675616e+22,4.507581745673523e+22,3.6135609403890983e+22,2.8500949179892685e+22,2.203661709824886e+22,1.6626650330940995e+22,1.2172925018374058e+22,8.592980086209414e+21,5.812466012140101e+21,3.7509048552310975e+21,2.3077774489221737e+21,1.359168838101658e+21,7.722229142613346e+20,4.2657507117610815e+20,2.2957435892760756e+20,1.1876862657362785e+20,5.711438174690988e+19,2.4691920457055715e+19,9.615891025246966e+18,3.50345351584244e+18,1.222836135618935e+18,3.859243209600914e+17,1.030404047083699e+17,2.4743105838545204e+16,5611685696692431.0,1229633589552070.5,471780750860868.5,432517047299232.44,534657349667769.75,688720470748583.9,890378806711232.4,1151390795735629.5,1488930033857004.8,1925420001062689.0,2489880000024367.0,3219820000000372.0,4163750000000004.5,5384400000000000.0,6962900000000000.0,9004150000000000.0,1.16438e+16,1.50573e+16,1.94716e+16,2.51799e+16,3.25617e+16,4.21075e+16,5.18866e+16,7.04926e+16,9.41019e+16,1.22037e+17,1.54229e+17,1.93813e+17,2.47904e+17,3.25504e+17,4.31427e+17,5.60699e+17
1,5.07315e-07,1.6433834445679656e+25,1.4762128098977014e+25,1.3255370409258383e+25,1.1897647383093488e+25,1.0674566969576343e+25,9.573056374129793e+24,8.581332019644686e+24,7.688723786622017e+24,6.885555041621498e+24,6.163110747043877e+24,5.513490397619146e+24,4.929543101685843e+24,4.4048314229777e+24,3.933515764007727e+24,3.510319108602631e+24,3.130493778054804e+24,2.789730488016597e+24,2.4841429985366905e+24,2.2102317749462643e+24,1.9648247218741823e+24,1.7450650326794486e+24,1.5483794565563118e+24,1.3724350779327284e+24,1.2151376828192238e+24,1.0745973700002117e+24,9.491041151133652e+23,8.371244049348782e+23,7.372742060122264e+23,6.48303007831123e+23,5.690909985603799e+23,4.986265143966578e+23,4.3599814751159376e+23,3.803901569857049e+23,3.3106564833959273e+23,2.8736266645750637e+23,2.4868852885018168e+23,2.1450895691492736e+23,1.843449773775457e+23,1.57768071924514e+23,1.3439273086394026e+23,1.138743387428377e+23,9.590486849489201e+22,8.020815245317344e+22,6.653821164073049e+22,5.46757258664125e+22,4.442528741459126e+22,3.561405615302481e+22,2.8089547820425263e+22,2.171849209989624e+22,1.6386597546360973e+22,1.1997153975552077e+22,8.468887506524407e+21,5.72851832291273e+21,3.6967266122952464e+21,2.274441245784227e+21,1.3395342381315342e+21,7.61066782913393e+20,4.2041210559369734e+20,2.2625733490020414e+20,1.1705242403013088e+20,5.628899498271395e+19,2.433505660162513e+19,9.476910092167215e+18,3.452817336445063e+18,1.2051639202805164e+18,3.803503838288028e+17,1.015573301158362e+17,2.439389860233658e+16,5541565891731506.0,1226101005630423.0,483382727740170.6,450088411164625.2,557735139931348.06,718602542681780.9,929025607039223.8,1201360784227213.0,1553550033367327.5,2009000001047319.0,2597960000024014.5,3359580000000366.5,4344480000000004.0,5618110000000000.0,7265130000000000.0,9394980000000000.0,1.21492e+16,1.57109e+16,2.03168e+16,2.62728e+16,3.3975e+16,4.39352e+16,5.46041e+16,7.40186e+16,9.84327e+16,1.27042e+17,1.60182e+17,2.01555e+17,2.5871e+17,3.40847e+17,4.51446e+17,5.83989e+17
2,5.14736e-07,1.6196902719717128e+25,1.4549297593619817e+25,1.306426304335147e+25,1.1726114509101372e+25,1.0520667431588264e+25,9.435037488017094e+24,8.457610986275766e+24,7.577871639037458e+24,6.786282321851166e+24,6.074253642674931e+24,5.433998998610396e+24,4.858470593113666e+24,4.341323799070886e+24,3.876803209057377e+24,3.4597078861681233e+24,3.0853585994460933e+24,2.7495081919304415e+24,2.4483264519781823e+24,2.1783642980578095e+24,1.9364953672185224e+24,1.7199040396851526e+24,1.5260541634644222e+24,1.352646456869876e+24,1.197616898402383e+24,1.0591028337439453e+24,9.3541889213419e+23,8.250536691631176e+23,7.266430851332693e+23,6.389546582775637e+23,5.6088472120656715e+23,4.914361953872176e+23,4.297108128620929e+23,3.749045933364958e+23,3.262912662287453e+23,2.8321841991040125e+23,2.451019166656296e+23,2.1141518065725595e+23,1.8168614403064233e+23,1.554924664747258e+23,1.3245419624423595e+23,1.1223168625034713e+23,9.452135028904047e+22,7.905100223390669e+22,6.557820940296027e+22,5.388681354523889e+22,4.378422411246932e+22,3.510009272759227e+22,2.7684133318101473e+22,2.140499656880595e+22,1.6150038095043234e+22,1.1823940815604003e+22,8.346600766520963e+21,5.645792270683477e+21,3.6433367907432184e+21,2.2415901631779169e+21,1.32018536801748e+21,7.500729996769359e+20,4.1433882576644604e+20,2.229885814586486e+20,1.1536119634506465e+20,5.547561961336256e+19,2.398338604070843e+19,9.339951763868748e+18,3.4029181661660703e+18,1.187749048934108e+18,3.7485778213671706e+17,1.0009612470081e+17,2.4050144151166164e+16,5472945757534827.0,1223239350482524.0,495616982133792.9,468439150001448.7,581817398923284.0,749782657225323.9,969349410272918.4,1253510772886271.5,1620990032884776.5,2096200001032172.5,2710720000023667.0,3505400000000361.5,4533050000000004.0,5861970000000000.0,7580470000000000.0,9802780000000000.0,1.26766e+16,1.63929e+16,2.11986e+16,2.74132e+16,3.54497e+16,4.58422e+16,5.7472e+16,7.77655e+16,1.02896e+17,1.32147e+17,1.66223e+17,2.09651e+17,2.70553e+17,3.57424e+17,4.71996e+17,6.07636e+17
3,5.22266e-07,1.596337323963967e+25,1.433952325015131e+25,1.287589990364178e+25,1.1557044779343892e+25,1.0368977830103432e+25,9.299000498527214e+24,8.335666538018804e+24,7.468611284454413e+24,6.688435119078415e+24,5.986672491185626e+24,5.35564906465633e+24,4.7884186576590854e+24,4.2787281195297214e+24,3.820905023969871e+24,3.409823420874591e+24,3.040871544154798e+24,2.7098634721117447e+24,2.4130242168664301e+24,2.1469544255375626e+24,1.9085728108952084e+24,1.6951043486029189e+24,1.504049452755615e+24,1.3331419925831337e+24,1.180347705524466e+24,1.0438307929045281e+24,9.219301835489253e+23,8.131562643876425e+23,7.161646229502528e+23,6.297405473311981e+23,5.527962827550005e+23,4.843491265201588e+23,4.2351376185684074e+23,3.694978002172109e+23,3.215854423623332e+23,2.791336831103728e+23,2.4156680681935486e+23,2.0836582980895195e+23,1.790654904849887e+23,1.5324953782518542e+23,1.3054349822097393e+23,1.1061262160394073e+23,9.315769886333142e+22,7.791046823990519e+22,6.463199242324436e+22,5.310922969835966e+22,4.315236623091932e+22,3.45935096184243e+22,2.728454041202657e+22,2.1096002713417285e+22,1.5916875547219298e+22,1.1653214930888408e+22,8.226070017918035e+21,5.564254133468296e+21,3.5907136270476677e+21,2.2092108098724008e+21,1.3011143404949435e+21,7.392370831083408e+20,4.083527560171954e+20,2.1976676614773857e+20,1.1369425411720587e+20,5.4673924080428745e+19,2.363676542320756e+19,9.204960213874424e+18,3.3537356675152927e+18,1.1705844269221932e+18,3.6944428248505414e+17,9.865619872353237e+16,2.3711711640789332e+16,5405808807143939.0,1221061912068134.8,508507623056641.75,487603143043462.25,606946113704851.0,782315813203001.9,1011423216332107.8,1307920761708181.8,1691350032409154.8,2187190001017243.5,2828390000023324.5,3657560000000356.0,4729810000000004.0,6116410000000000.0,7909510000000000.0,1.02283e+16,1.32268e+16,1.71044e+16,2.21188e+16,2.86031e+16,3.69885e+16,4.7832e+16,6.04495e+16,8.15672e+16,1.07457e+17,1.37398e+17,1.72647e+17,2.18244e+17,2.82659e+17,3.74464e+17,4.93175e+17,6.32342e+17
4,5.29907e-07,1.5733185693783935e+25,1.4132750891944287e+25,1.2690232343190754e+25,1.1390394529626616e+25,1.021945898954464e+25,9.164910272549283e+24,8.215467181323136e+24,7.360914505134716e+24,6.59198816314227e+24,5.900344673740334e+24,5.278420360988997e+24,4.719369203607312e+24,4.2170282183029193e+24,3.7658067723985855e+24,3.360652829487436e+24,2.9970211228892825e+24,2.670786089857476e+24,2.3782271759948243e+24,2.1159940454261413e+24,1.8810498415842114e+24,1.6706595546284406e+24,1.4823596414612825e+24,1.3139166478211732e+24,1.163325644218592e+24,1.0287773033024705e+24,9.086345057440656e+23,8.014291179673841e+23,7.058361132802863e+23,6.206582953423266e+23,5.448235942737964e+23,4.773634774787642e+23,4.1740539403642815e+23,3.6416838126159215e+23,3.1694696140743855e+23,2.751074011273523e+23,2.3808228632874575e+23,2.053601168402295e+23,1.764823399267879e+23,1.510387067138774e+23,1.2866014333450377e+23,1.0901672666162837e+23,9.181356203916476e+22,7.678625591520134e+22,6.369931633021007e+22,5.2342773505840285e+22,4.2529550585406595e+22,3.409417599463115e+22,2.6890665902756277e+22,2.0791430732528535e+22,1.568704968599118e+22,1.1484932229490685e+22,8.107264132269779e+21,5.483882853109852e+21,3.538843530674331e+21,2.1772948235293187e+21,1.2823162302532008e+21,7.285562347086735e+20,4.024523503757604e+20,2.1659105689780624e+20,1.1205116684091058e+20,5.388370133866617e+19,2.3295105232895844e+19,9.071900582174286e+18,3.3052571425069204e+18,1.1536656263537505e+18,3.6410849330109184e+17,9.723718991719112e+16,2.3378522870153348e+16,5340152378094724.0,1219588123425202.5,522083094120827.5,507616314876526.75,633168276196283.2,816262009880313.2,1055323025166704.2,1364690750690057.2,1764760031940339.2,2282120001002528.0,2951150000022987.5,3816320000000351.0,4935110000000004.0,6381900000000000.0,8252830000000000.0,1.06722e+16,1.38009e+16,1.78468e+16,2.30788e+16,2.98447e+16,3.8594e+16,4.99082e+16,6.36126e+16,8.55724e+16,1.12129e+17,1.42745e+17,1.79208e+17,2.27388e+17,2.96092e+17,3.92471e+17,5.14768e+17,6.57408e+17
5,5.37659e-07,1.5506340166394076e+25,1.392898059467341e+25,1.25072604299491e+25,1.1226163820940287e+25,1.0072110964632864e+25,9.032766859157713e+24,8.097012960179388e+24,7.254781340493288e+24,6.49694148934044e+24,5.815270221933353e+24,5.202312915872593e+24,4.651322256229102e+24,4.1562241179714413e+24,3.711508474508406e+24,3.312196130002136e+24,2.9538073516979446e+24,2.6322760594691976e+24,2.3439353420984024e+24,2.0854831690544402e+24,1.853926469358403e+24,1.6465696667080363e+24,1.4609847375194723e+24,1.2949704296200956e+24,1.1465507207145023e+24,1.0139423704470558e+24,8.95531863585569e+23,7.898722341942495e+23,6.956575599034031e+23,6.117079056348765e+23,5.3696665868080344e+23,4.7047925081964546e+23,4.1138571163639846e+23,3.5891633842010344e+23,3.123758250616546e+23,2.711395754348806e+23,2.346483564690687e+23,2.0239804285112095e+23,1.7393669330142287e+23,1.4885997394992298e+23,1.2680413227409674e+23,1.0744400200747652e+23,9.048894030846845e+22,7.56783656712351e+22,6.278018146519871e+22,5.1587445248188935e+22,4.191577740386958e+22,3.3602092038959265e+22,2.650250993444108e+22,2.0491280737607216e+22,1.546056059547081e+22,1.1319092772999187e+22,7.990183153057052e+21,5.40467845902274e+21,3.487726520607012e+21,2.1458422158297777e+21,1.2637910441726137e+21,7.180304583877861e+20,3.966376110025743e+20,2.1346145487229944e+20,1.1043193511921687e+20,5.310495167948129e+19,2.2958405597414777e+19,8.940772920866277e+18,3.257482613684091e+18,1.1369926594219566e+18,3.588504249392126e+17,9.583910780317011e+16,2.3050592963855372e+16,5275992497851964.0,1218838989536104.5,536370396103519.9,528514665605981.6,660528886408866.8,851681247258284.2,1101132836776778.0,1423920739831901.8,1841360031478330.5,2381180000988026.5,3079250000022655.0,3981970000000346.0,5149330000000004.0,6658910000000000.0,8611050000000000.0,1.11355e+16,1.44e+16,1.86215e+16,2.40806e+16,3.11401e+16,4.02692e+16,4.91764e+16,6.68569e+16,8.96485e+16,1.16907e+17,1.483e+17,1.86208e+17,2.36979e+17,3.09722e+17,4.11096e+17,5.36961e+17,6.84007e+17
6,5.45524e-07,1.5282776626050466e+25,1.372815843344818e+25,1.2326935743020753e+25,1.1064309191980193e+25,9.92689476182384e+24,8.902535288490893e+24,7.980272527374597e+24,7.150183703908289e+24,6.403269944932093e+24,5.731426622029564e+24,5.127306588561885e+24,4.5842598078744933e+24,4.096299727601054e+24,3.657995761032534e+24,3.264440499047238e+24,2.911218794675207e+24,2.594323189818958e+24,2.3101396403344988e+24,2.0554137221560473e+24,1.8271955164058212e+24,1.6228283097979168e+24,1.4399190843680175e+24,1.276298324134628e+24,1.1300184957689656e+24,9.993220684857901e+23,8.826187896468619e+23,7.784825547044806e+23,6.856262692112427e+23,6.028870096164102e+23,5.292233967505538e+23,4.636946247308212e+23,4.0545312163402594e+23,3.537402818148327e+23,3.078708236392205e+23,2.6722915600471956e+23,2.3126410849997078e+23,1.994788239711707e+23,1.7142787693997507e+23,1.4671276296290152e+23,1.249749738730086e+23,1.0589403144243079e+23,8.918348312907314e+22,7.458650432072065e+22,6.187434459233204e+22,5.084304503859971e+22,4.131088426002589e+22,3.311712752843698e+22,2.611996978716266e+22,2.019547329825546e+22,1.523734833856374e+22,1.1155652674376587e+22,7.87479609647535e+21,5.326619990898373e+21,3.4373490694611953e+21,2.114844663291871e+21,1.245533879828432e+21,7.076569686503733e+20,3.909069991110563e+20,2.1037713186804846e+20,1.088361304470741e+20,5.23374690198935e+19,2.2626577416597053e+19,8.811542532337614e+18,3.2103994420848026e+18,1.1205611192378341e+18,3.536686917280879e+17,9.446159284907818e+16,2.2727845135324176e+16,5213327595315122.0,1218832960013030.5,551398975202140.6,550336120168107.1,689079936300379.1,888638524605826.2,1148922651112474.2,1485730729130842.0,1921290031023006.0,2484540000973734.5,3212910000022327.0,4154810000000341.0,5372840000000004.0,6947950000000000.0,8984820000000000.0,1.16188e+16,1.5025e+16,1.94298e+16,2.51258e+16,3.24917e+16,4.20171e+16,5.17551e+16,7.03163e+16,9.38845e+16,1.21786e+17,1.53936e+17,1.93444e+17,2.47374e+17,3.24733e+17,4.30422e+17,5.59529e+17,7.11168e+17
7,5.53505e-07,1.506241045082839e+25,1.353020839427373e+25,1.2149190026991358e+25,1.0904769378507066e+25,9.783755414755149e+24,8.774166266079107e+24,7.865201695023295e+24,7.047082003712341e+24,6.310938073928446e+24,5.648782138054547e+24,5.053372988113641e+24,4.518156474469468e+24,4.037232364972456e+24,3.605248376660981e+24,3.217367860448954e+24,2.8692393314569865e+24,2.5569131152151375e+24,2.276827278557642e+24,2.0257743230250375e+24,1.8008468646871612e+24,1.599426497462663e+24,1.4191547083627703e+24,1.2578932637118688e+24,1.1137227117037732e+24,9.849108634300369e+23,8.698903961489757e+23,7.672557683452005e+23,6.75738444220073e+23,5.9419226845449783e+23,5.215908775501814e+23,4.570070311364904e+23,3.996053784610764e+23,3.4863825223601046e+23,3.034302519341331e+23,2.6337466268846034e+23,2.279282614362952e+23,1.966013552352319e+23,1.68954941220387e+23,1.4459626100344402e+23,1.2317197576921944e+23,1.0436622828096937e+23,8.789669636719085e+22,7.351025857887681e+22,6.098146283969358e+22,5.010929111118956e+22,4.0714642193366655e+22,3.2639098897219317e+22,2.5742900664129076e+22,1.9903896447223496e+22,1.5017328426311355e+22,1.0994550069261597e+22,7.761059286911407e+21,5.249677902515937e+21,3.387692108667915e+21,2.084290432909197e+21,1.2275378266293385e+21,6.97431838986129e+20,3.8525834558519516e+20,2.07336920426799e+20,1.0726314879163128e+20,5.158096285879665e+19,2.2299495091299623e+19,8.684160504153158e+18,3.1639898104009605e+18,1.1043647914504603e+18,3.4856133952043334e+17,9.310413133277918e+16,2.241017022860085e+16,5152149082530147.0,1219591030133051.0,567199050761560.0,573121572751048.9,718872414534285.9,927198840892377.4,1198792468103516.5,1550220718582827.2,2004680030574193.5,2592380000959647.0,3352360000022004.0,4335150000000336.0,5606050000000004.0,7249530000000000.0,9374810000000000.0,1.21231e+16,1.56772e+16,2.02731e+16,2.62164e+16,3.39021e+16,4.38408e+16,5.44601e+16,7.38305e+16,9.8212e+16,1.26787e+17,1.59879e+17,2.01148e+17,2.58115e+17,3.40065e+17,4.50426e+17,5.82803e+17,7.40262e+17
8,5.61602e-07,1.4845241877400608e+25,1.3335130689747943e+25,1.1974023472759403e+25,1.0747544551866298e+25,9.642693077158119e+24,8.647659929790388e+24,7.751800586711288e+24,6.94547635063643e+24,6.219945975493711e+24,5.567336858768282e+24,4.980512193932376e+24,4.4530123270088523e+24,3.979022093523856e+24,3.5532663780443186e+24,3.17097826476319e+24,2.827869007129129e+24,2.5200458758360714e+24,2.2439982925452312e+24,1.9965650034940567e+24,1.7748805425008144e+24,1.5763642548357686e+24,1.3986916318046228e+24,1.239755268118809e+24,1.097663386020559e+24,9.707087707573964e+23,8.573466967621757e+23,7.561918871739513e+23,6.659940955493959e+23,5.85623691487271e+23,5.140691092769947e+23,4.504164772191133e+23,3.938424883980129e+23,3.436102551632051e+23,2.9905411471555628e+23,2.5957609962582013e+23,2.246408188607343e+23,1.9376563973369963e+23,1.665178887985863e+23,1.425104703446688e+23,1.2139513989914527e+23,1.0286059416394945e+23,8.66285814048279e+22,7.244962960158913e+22,6.010153716623646e+22,4.93861842540087e+22,4.0127051844254656e+22,3.2168006658708124e+22,2.5371302970311873e+22,1.961655049766439e+22,1.4800501095014781e+22,1.0835785130678275e+22,7.648972846518566e+21,5.173852276511414e+21,3.33875569155907e+21,2.054179557497455e+21,1.2098029039037438e+21,6.873550803778247e+20,3.7969165649303536e+20,2.0434082381523393e+20,1.0571299184416919e+20,5.083543401127855e+19,2.1977158975910253e+19,8.558626977123447e+18,3.1182537735796e+18,1.0884037004587601e+18,3.435283828068328e+17,9.176673571903355e+16,2.209758159372499e+16,5092476036655785.0,1221135213893512.8,583802624965135.6,596912023650744.5,749958321142293.2,967434196120820.0,1250832287750101.2,1617510708187869.0,2091700030131893.5,2704900000945764.0,3497880000021685.5,4523320000000331.0,5849380000000004.0,7564200000000000.0,9781730000000000.0,1.26494e+16,1.63577e+16,2.11531e+16,2.73544e+16,3.53736e+16,4.57438e+16,5.73259e+16,7.75746e+16,1.02667e+17,1.31883e+17,1.65915e+17,2.09238e+17,2.6995e+17,3.56569e+17,4.70932e+17,6.06417e+17,7.70381e+17
