# energy,pi_pi
4.710287495659198e+00,6.877227255670539e-03
4.772975940925726e+00,7.013067759010528e-03
4.836498696449016e+00,7.150588453691381e-03
4.900866865927711e+00,7.289755073099386e-03
4.966091700837762e+00,7.430529224482669e-03
5.032184602399166e+00,7.572868148596831e-03
5.099157123568898e+00,7.716724467658885e-03
5.167020971060342e+00,7.862045921083529e-03
5.235788007389615e+00,8.008775088453511e-03
5.305470252949116e+00,8.156849099151896e-03
5.376079888108687e+00,8.306199328059519e-03
5.447629255344713e+00,8.456751076695251e-03
5.520130861397575e+00,8.608423239149966e-03
5.593597379457817e+00,8.761127952137134e-03
5.668041651381405e+00,8.914770228454032e-03
5.743476689934459e+00,9.069247573117178e-03
5.819915681067875e+00,9.224449581404158e-03
5.897371986222209e+00,9.380257518001141e-03
5.975859144663244e+00,9.536543876421059e-03
6.055390875848640e+00,9.693171917821854e-03
6.135981081826065e+00,9.849995188316961e-03
6.217643849663268e+00,1.000685701383155e-02
6.300393453910474e+00,1.016358997151762e-02
6.384244359095568e+00,1.032001533669912e-02
6.469211222252461e+00,1.047594250427429e-02
6.555308895483131e+00,1.063116838345720e-02
6.642552428553752e+00,1.078547676469243e-02
6.730957071525366e+00,1.093863765752786e-02
6.820538277419596e+00,1.109040659817877e-02
6.911311704919786e+00,1.124052392546278e-02
7.003293221108139e+00,1.138871402372979e-02
7.096498904239253e+00,1.153468453135324e-02
7.190945046550597e+00,1.167812551329067e-02
7.286648157110350e+00,1.181870859616667e-02
7.383624964703179e+00,1.195608606432007e-02
7.481892420754412e+00,1.208989214533845e-02
7.581467702293113e+00,1.221987437315447e-02
7.682368214954630e+00,1.234598314235864e-02
7.784611596023049e+00,1.246818823731979e-02
7.888215717514186e+00,1.258646155494242e-02
7.993198689299590e+00,1.270077762418763e-02
8.099578862272134e+00,1.281111347034301e-02
8.207374831553709e+00,1.291744877040946e-02
8.316605439745645e+00,1.301976605000589e-02
8.427289780222369e+00,1.311805155747486e-02
8.539447200468897e+00,1.321229410731410e-02
8.653097305462770e+00,1.330248651657512e-02
8.768259961100952e+00,1.338877627221862e-02
8.884955297672384e+00,1.347071307940414e-02
9.003203713376728e+00,1.354875345161996e-02
9.123025877889937e+00,1.362275728518535e-02
9.244442735977316e+00,1.369273974076965e-02
9.367475511154611e+00,1.375872148674721e-02
9.492145709397864e+00,1.382072871743708e-02
9.618475122902632e+00,1.387879461995198e-02
9.746485833893246e+00,1.393295742519752e-02
9.876200218482735e+00,1.398326336505978e-02
1.000764095058416e+01,1.402976581410787e-02
1.014083100587397e+01,1.407252543114274e-02
1.027579366580813e+01,1.411161237684012e-02
1.041255252169172e+01,1.414710230710463e-02
1.055113147880261e+01,1.417908452956122e-02
1.069155476057010e+01,1.420765530116255e-02
1.083384691280916e+01,1.423292174934514e-02
1.097803280801099e+01,1.425500206771268e-02
1.112413764969068e+01,1.427402594694228e-02
1.127218697679282e+01,1.429013513320124e-02
1.142220666815559e+01,1.430348436705798e-02
1.157422294703442e+01,1.431424186244151e-02
1.172826238568576e+01,1.432259036982741e-02
1.188435191001184e+01,1.432872713674737e-02
1.204251880426734e+01,1.433286613866444e-02
1.220279071582860e+01,1.433523739438577e-02
1.236519566002640e+01,1.433608898221297e-02
1.252976202504293e+01,1.433568732558654e-02
1.269651857687408e+01,1.433431923159059e-02
1.286549446435766e+01,1.433229026137266e-02
1.303671922426858e+01,1.433128969138468e-02
1.321022278648188e+01,1.432883800270988e-02
1.338603547920439e+01,1.432632259215708e-02
1.356418803427607e+01,1.432374134174794e-02
1.374471159254193e+01,1.432109293077851e-02
1.392763770929538e+01,1.431837557047887e-02
1.411299835979406e+01,1.431558754819737e-02
1.430082594484909e+01,1.431272634226641e-02
1.449115329648866e+01,1.430979151240920e-02
1.468401368369706e+01,1.430677970766201e-02
1.487944081823007e+01,1.430368978307250e-02
1.507746886050769e+01,1.430051958765431e-02
1.527813242558536e+01,1.429731164867435e-02
1.548146658920460e+01,1.429393001167990e-02
1.568750689392428e+01,1.429050629248012e-02
1.589628935533334e+01,1.428699377423827e-02
1.610785046834630e+01,1.428339020728684e-02
1.632222721358253e+01,1.427969582690291e-02
1.653945706383039e+01,1.427590037295504e-02
1.675957799059750e+01,1.427200944665401e-02
1.698262847074799e+01,1.426801765777273e-02
1.720864749322833e+01,1.426392251611902e-02
1.743767456588247e+01,1.425972178370625e-02
1.766974972235779e+01,1.425541234624152e-02
1.790491352910293e+01,1.425099145797193e-02
1.814320709245877e+01,1.424645666574778e-02
1.838467206584373e+01,1.424180473790834e-02
1.862935065703476e+01,1.423703243702345e-02
1.887728563554524e+01,1.423213798172923e-02
1.912852034010097e+01,1.422711705875923e-02
1.938309868621575e+01,1.422196680019983e-02
1.964106517386779e+01,1.421668394932242e-02
1.990246489527821e+01,1.421126548112475e-02
2.016734354279313e+01,1.420570756253912e-02
2.043574741687061e+01,1.420000707312078e-02
2.070772343417394e+01,1.419416007178751e-02
2.098331913577260e+01,1.418816323326672e-02
2.126258269545236e+01,1.418201257595891e-02
2.154556292813609e+01,1.417570386920710e-02
2.183230929841639e+01,1.416923475288529e-02
2.212287192920208e+01,1.416259949867446e-02
2.241730161047954e+01,1.415579468467993e-02
2.271564980819080e+01,1.414881613347245e-02
2.301796867322965e+01,1.414165915509712e-02
2.332431105055760e+01,1.413432022015295e-02
2.363473048844113e+01,1.412679382632614e-02
2.394928124781178e+01,1.411907491376923e-02
2.426801831175101e+01,1.411116011758082e-02
2.459099739510108e+01,1.410304408794114e-02
2.491827495420394e+01,1.409472174625701e-02
2.524990819676981e+01,1.408618785423868e-02
2.558595509187690e+01,1.407743776730741e-02
2.592647438010444e+01,1.406846582563034e-02
2.627152558380039e+01,1.405926647424530e-02
2.662116901748591e+01,1.404983393000843e-02
2.697546579839821e+01,1.404016361058039e-02
2.733447785717389e+01,1.403025005115607e-02
2.769826794867418e+01,1.402008356781493e-02
2.806689966295452e+01,1.400966158051240e-02
2.844043743637996e+01,1.399897683470562e-02
2.881894656288861e+01,1.398802388753139e-02
2.920249320540491e+01,1.397679517321946e-02
2.959114440740484e+01,1.396528429717060e-02
2.998496810463500e+01,1.395348455314827e-02
3.038403313698771e+01,1.394138885464250e-02
3.078840926053425e+01,1.392899013448645e-02
3.119816715971793e+01,1.391628131224608e-02
3.161337845970976e+01,1.390325475941981e-02
3.203411573892846e+01,1.388990299710256e-02
3.246045254172703e+01,1.387621814315164e-02
3.289246339124822e+01,1.386219232882028e-02
3.333022380245109e+01,1.384781764639365e-02
3.377381029531094e+01,1.383308559818034e-02
3.422330040819485e+01,1.381798779402582e-02
3.467877271141543e+01,1.380251572257137e-02
3.514030682096466e+01,1.378666145519552e-02
3.560798341243070e+01,1.377041323388369e-02
3.608188423509995e+01,1.375376404284747e-02
3.656209212624666e+01,1.373670439190749e-02
3.704869102561282e+01,1.371922462771368e-02
3.754176599008069e+01,1.370131476185050e-02
3.804140320854066e+01,1.368296470900411e-02
3.854769001695692e+01,1.366416442687188e-02
3.906071491363382e+01,1.364490330086628e-02
3.958056757468505e+01,1.362517157200555e-02
4.010733886970904e+01,1.360495746145585e-02
4.064112087767285e+01,1.358425042552940e-02
4.118200690300744e+01,1.356303890444208e-02
4.173009149191716e+01,1.354131170229844e-02
4.228547044890630e+01,1.351905698495361e-02
4.284824085352565e+01,1.349626299519949e-02
4.341850107734180e+01,1.347291748688168e-02
4.399635080113253e+01,1.344900790271821e-02
4.458189103231066e+01,1.342452192187383e-02
4.517522412258016e+01,1.339944644568100e-02
4.577645378582711e+01,1.337376875478058e-02
4.638568511624867e+01,1.334747463511721e-02
4.700302460672353e+01,1.332055130910076e-02
4.762858016742661e+01,1.329298576824564e-02
4.826246114469173e+01,1.326476235524923e-02
4.890477834012515e+01,1.323586729683838e-02
4.955564402997351e+01,1.320628603033668e-02
5.021517198474982e+01,1.317600371437759e-02
5.088347748912003e+01,1.314500540193402e-02
5.156067736205493e+01,1.311327545727937e-02
5.224688997724986e+01,1.308079879943422e-02
5.294223528381627e+01,1.304755945250003e-02
5.364683482724874e+01,1.301354116647917e-02
5.436081177067085e+01,1.297872753817703e-02
5.508429091636422e+01,1.294310184183339e-02
5.581739872758344e+01,1.290664755208934e-02
5.656026335066189e+01,1.286934639707098e-02
5.731301463741156e+01,1.283118413437571e-02
5.807578416782092e+01,1.279214000503437e-02
5.884870527305498e+01,1.275219719845519e-02
5.963191305876141e+01,1.271133759813703e-02
6.042554442868680e+01,1.266954272986460e-02
6.122973810860727e+01,1.262679425754098e-02
6.204463467057775e+01,1.258307312601171e-02
6.287037655750346e+01,1.253836038255053e-02
6.370710810803898e+01,1.249263667120999e-02
6.455497558181844e+01,1.244588218002856e-02
6.541412718502147e+01,1.239807806543435e-02
6.628471309627953e+01,1.234920444758180e-02
6.716688549292685e+01,1.229923864426947e-02
6.806079857760092e+01,1.224816325614282e-02
6.896660860519684e+01,1.219595672417571e-02
6.988447391018070e+01,1.214259814434892e-02
7.081455493426590e+01,1.208806688726954e-02
7.175701425445840e+01,1.203234206371897e-02
7.271201661147492e+01,1.197540210952659e-02
7.367972893853944e+01,1.191722596915754e-02
7.466032039056286e+01,1.185779222197261e-02
7.565396237371111e+01,1.179707933078918e-02
7.666082857536672e+01,1.173506569019790e-02
7.768109499448909e+01,1.167172909491571e-02
7.871493997237923e+01,1.160704950721215e-02
7.976254422385303e+01,1.154100349190296e-02
8.082409086883041e+01,1.147356985389817e-02
8.189976546434434e+01,1.140472696491437e-02
8.298975603697592e+01,1.133445308809102e-02
8.409425311572129e+01,1.126272639311070e-02
8.521344976529578e+01,1.118952613956686e-02
8.634754161988141e+01,1.111482994737027e-02
8.749672691732347e+01,1.103861727991955e-02
8.866120653378248e+01,1.096086678968651e-02
8.984118401884668e+01,1.088155780918490e-02
9.103686563111253e+01,1.080066974804204e-02
9.224846037423841e+01,1.071818239789682e-02
9.347618003347813e+01,1.063407600220136e-02
9.472023921270083e+01,1.054833105623284e-02
9.598085537190339e+01,1.046092837605423e-02
9.725824886522220e+01,1.037184959698180e-02
9.855264297945068e+01,1.028107670788497e-02
9.986426397306994e+01,1.018859233500220e-02
1.011933411157979e+02,1.009437975598713e-02
1.025401067286656e+02,9.998423127597406e-03
1.039047962246269e+02,9.900707082315590e-03
1.052876481497079e+02,9.801217272963920e-03
1.066889042247047e+02,9.699940752160447e-03
1.081088093874363e+02,9.596864916353118e-03
1.095476118355584e+02,9.491978527352462e-03
1.110055630699492e+02,9.385271958957924e-03
1.124829179386708e+02,9.276735577645844e-03
1.139799346815163e+02,9.166362900174892e-03
1.154968749751500e+02,9.054148044114087e-03
1.170340039788482e+02,8.940086141359490e-03
1.185915903808484e+02,8.824175993160387e-03
1.201699064453161e+02,8.706414209878456e-03
1.217692280599359e+02,8.586804601026603e-03
1.233898347841363e+02,8.465349599480729e-03
1.250320098979566e+02,8.342054833657174e-03
1.266960404515641e+02,8.216928200735498e-03
1.283822173154292e+02,8.089980171627695e-03
1.300908352311701e+02,7.961223862957705e-03
1.318221928630729e+02,7.830675428129043e-03
1.335765928502979e+02,7.698353698964359e-03
1.353543418597802e+02,7.564281109052782e-03
1.371557506398351e+02,7.428483219892212e-03
1.389811340744765e+02,7.290989641117172e-03
1.408308112384579e+02,7.151833275543167e-03
1.427051054530463e+02,7.011051258938143e-03
1.446043443425390e+02,6.868685555224609e-03
1.465288598915311e+02,6.724781843468577e-03
1.484789885029464e+02,6.579390901359478e-03
1.504550710568402e+02,6.432569720996846e-03
1.524574529699846e+02,6.284380159509502e-03
1.544864842562470e+02,6.134885191920850e-03
1.565425195877721e+02,5.984162222059844e-03
1.586259183569780e+02,5.832289256822552e-03
1.607370447393776e+02,5.679352264751457e-03
1.628762677572367e+02,5.525444372138642e-03
1.650439613440772e+02,5.370666154498966e-03
1.672405044100416e+02,5.215125931584811e-03
1.694662809081252e+02,5.058939242146092e-03
1.717216799012910e+02,4.902234030839087e-03
1.740070956304771e+02,4.745141824049818e-03
1.763229275835099e+02,4.587807850616364e-03
1.786695805649339e+02,4.430385666073435e-03
1.810474647667706e+02,4.273040185101465e-03
1.834569958402209e+02,4.115947167855355e-03
1.858985949683187e+02,3.959294138356037e-03
1.883726889395541e+02,3.803281039688240e-03
1.908797102224754e+02,3.648120805170091e-03
1.934200970412841e+02,3.494039737005098e-03
1.959942934524359e+02,3.341278785031210e-03
1.986027494222610e+02,3.190093721638454e-03
2.012459209056179e+02,3.040756302197415e-03
2.039242699255936e+02,2.893554363299213e-03
2.066382646542653e+02,2.748793690365929e-03
2.093883794945350e+02,2.606797780494440e-03
2.121750951630555e+02,2.467910151251692e-03
2.149988987742591e+02,2.332493033748634e-03
2.178602839255040e+02,2.200847509450595e-03
2.207597507833550e+02,2.073047094103762e-03
2.236978061710120e+02,1.949121949517555e-03
2.266749636569015e+02,1.829099398794153e-03
2.296917436444483e+02,1.713005487197330e-03
2.327486734630417e+02,1.600862989184936e-03
2.358462874602108e+02,1.492692229530092e-03
2.389851270950289e+02,1.388510526585262e-03
2.421657410327593e+02,1.288332128102923e-03
2.453886852407615e+02,1.192167822457998e-03
2.486545230856737e+02,1.100025004918536e-03
2.519638254318884e+02,1.011906900702233e-03
2.553171707413388e+02,9.278128011232559e-04
2.587151451746132e+02,8.477375384803530e-04
2.621583426934157e+02,7.716711709479857e-04
2.656473651643890e+02,6.995989676525353e-04
2.691828224643207e+02,6.315005119835991e-04
2.727653325867484e+02,5.673499133572478e-04
2.763955217499849e+02,5.071151700196451e-04
2.800740245065799e+02,4.507578784281356e-04
2.838014838542390e+02,3.982327132180564e-04
2.875785513482192e+02,3.494872126526183e-04
2.914058872152196e+02,3.044613016009293e-04
2.952841604687882e+02,2.630864713740617e-04
2.992140490262656e+02,2.252858262096745e-04
3.031962398272825e+02,1.909732485142740e-04
3.072314289538370e+02,1.600530094228023e-04
3.113203217519684e+02,1.324189268587170e-04
3.154636329550513e+02,1.079546764581358e-04
3.196620868087295e+02,8.653161502629233e-05
3.239164171975137e+02,6.800961504389668e-05
3.282273677730632e+02,5.223564763695335e-05
3.325956920841755e+02,3.904330542461222e-05
3.370221537085065e+02,2.825199637185373e-05
3.415075263860411e+02,1.966609530886594e-05
3.460525941543435e+02,1.307439019313955e-05
3.506581514856054e+02,8.248896044200081e-06
3.553250034255188e+02,1.360520326514524e-06
3.600539657339972e+02,1.360520326514524e-06
3.648458650277690e+02,1.360520326514524e-06
3.697015389248697e+02,1.360520326514524e-06
3.746218361910555e+02,1.360520326514524e-06
