# energy,pi_pi_pi0,pi_pi,mu_mu
1.199538973674327e+01,1.740287995217838e-02,2.169836348500765e-04,7.833556109778522e-07
1.221885173513028e+01,1.765910636219062e-02,2.170135619665926e-04,7.832718726362446e-07
1.244647660490531e+01,1.790881956909695e-02,2.170055743257646e-04,7.831850380027061e-07
1.267834189615882e+01,1.815164428776039e-02,2.169715186910293e-04,7.830949936410014e-07
1.291452660366118e+01,1.838723823520355e-02,2.169450124665736e-04,7.830016220199228e-07
1.315511119377554e+01,1.861526620150478e-02,2.168948995320400e-04,7.829048013690186e-07
1.340017763187216e+01,1.883544566088151e-02,2.168429465388396e-04,7.828044055294565e-07
1.364980941025339e+01,1.904750170782170e-02,2.167890954868288e-04,7.827003037998627e-07
1.390409157659884e+01,1.925120104778950e-02,2.167332788155740e-04,7.825923607769778e-07
1.416311076294055e+01,1.944635567785116e-02,2.166754114132431e-04,7.824804361909787e-07
1.442695521517780e+01,1.963278845302253e-02,2.166154440182929e-04,7.823643847353010e-07
1.469571482314189e+01,1.981039390505718e-02,2.165532710867672e-04,7.822440558907838e-07
1.496948115122091e+01,1.997910428341611e-02,2.164888376056518e-04,7.821192937439803e-07
1.524834746955504e+01,2.013883090759602e-02,2.164220521340581e-04,7.819899367994495e-07
1.553240878581298e+01,2.028963979257175e-02,2.163528314806072e-04,7.818558177858519e-07
1.582176187756039e+01,2.043153498626005e-02,2.162810859756075e-04,7.817167634556626e-07
1.611650532523123e+01,2.056449081530685e-02,2.162067355179359e-04,7.815725943783212e-07
1.641673954571342e+01,2.068872970058369e-02,2.161297087405030e-04,7.814231247266126e-07
1.672256682656009e+01,2.080430257242770e-02,2.160498138649965e-04,7.812681620560966e-07
1.703409136083821e+01,2.091122172868730e-02,2.159670486818692e-04,7.811075070773844e-07
1.735141928262639e+01,2.100982286415427e-02,2.158812805449149e-04,7.809409534210396e-07
1.767465870317390e+01,2.110007860600585e-02,2.157924004240276e-04,7.807682873949244e-07
1.800391974773351e+01,2.118235508924624e-02,2.157002964910805e-04,7.805892877337521e-07
1.833931459308017e+01,2.125660427975038e-02,2.156048555964111e-04,7.804037253406470e-07
1.868095750572892e+01,2.132326080074046e-02,2.155059584614835e-04,7.802113630204848e-07
1.902896488086456e+01,2.138228176869880e-02,2.154034845711776e-04,7.800119552047880e-07
1.938345528199669e+01,2.143410194537831e-02,2.152973059979778e-04,7.798052476679533e-07
1.974454948135335e+01,2.147865941162940e-02,2.151872918992253e-04,7.795909772345802e-07
2.011237050102723e+01,2.151643391922581e-02,2.150733074240245e-04,7.793688714776626e-07
2.048704365488841e+01,2.154736515435163e-02,2.149552143389078e-04,7.791386484074132e-07
2.086869659127781e+01,2.157191871285881e-02,2.148328657292702e-04,7.789000161504749e-07
2.125745933649607e+01,2.159000628066105e-02,2.147061123217037e-04,7.786526726192767e-07
2.165346433910250e+01,2.160210421216675e-02,2.145747987383959e-04,7.783963051712981e-07
2.205684651503933e+01,2.160813890683620e-02,2.144387716299228e-04,7.781305902579842e-07
2.246774329359656e+01,2.160843343220942e-02,2.142978567376110e-04,7.778551930630687e-07
2.288629466423312e+01,2.160330909357622e-02,2.141518916354193e-04,7.775697671300552e-07
2.331264322427016e+01,2.159264289261701e-02,2.140006955788987e-04,7.772739539786056e-07
2.374693422747297e+01,2.157687920845475e-02,2.138440894343094e-04,7.769673827095834e-07
2.418931563353780e+01,2.155591716637255e-02,2.136818831776349e-04,7.766496695984982e-07
2.463993815850064e+01,2.153004211184657e-02,2.135138866431131e-04,7.763204176771117e-07
2.509895532608506e+01,2.149954577433707e-02,2.133398897946784e-04,7.759792163029381e-07
2.556652352000654e+01,2.146428436694378e-02,2.131596975376637e-04,7.756256407164082e-07
2.604280203725132e+01,2.142450744477182e-02,2.129730902439387e-04,7.752592515854421e-07
2.652795314234760e+01,2.138046573438233e-02,2.127798469270210e-04,7.748795945371899e-07
2.702214212264792e+01,2.133200554313855e-02,2.125797410031694e-04,7.744861996767065e-07
2.752553734464129e+01,2.127935867499978e-02,2.123725381116131e-04,7.740785810923211e-07
2.803831031131440e+01,2.122275464750590e-02,2.121579964519624e-04,7.736562363474823e-07
2.856063572058139e+01,2.116202838576680e-02,2.119358640490018e-04,7.732186459588457e-07
2.909269152480218e+01,2.109736973090834e-02,2.117058798643326e-04,7.727652728604161e-07
2.963465899140942e+01,2.102896621784955e-02,2.114677833599657e-04,7.722955618535108e-07
3.018672276466503e+01,2.095665312308311e-02,2.112212946323744e-04,7.718089390423763e-07
3.074907092856706e+01,2.088057182067229e-02,2.109661335953935e-04,7.713048112552711e-07
3.132189507092855e+01,2.080086426226121e-02,2.107020057735798e-04,7.707825654508449e-07
3.190539034865000e+01,2.071737886572672e-02,2.104286132354604e-04,7.702415681096739e-07
3.249975555420795e+01,2.063022110818502e-02,2.101456419291196e-04,7.696811646108040e-07
3.310519318338202e+01,2.053940150937599e-02,2.098527747496615e-04,7.691006785932044e-07
3.372190950424374e+01,2.044502000751066e-02,2.095496766595744e-04,7.684994113020317e-07
3.435011462743054e+01,2.034692593113358e-02,2.092360135210110e-04,7.678766409196327e-07
3.499002257772884e+01,2.024518228869329e-02,2.089114315462936e-04,7.672316218812459e-07
3.564185136699074e+01,2.013978221157273e-02,2.085755718589469e-04,7.665635841753929e-07
3.630582306840901e+01,2.003068074692243e-02,2.082280623273914e-04,7.658717326289669e-07
3.698216389217576e+01,1.991796798382546e-02,2.078685215325565e-04,7.651552461770794e-07
3.767110426255054e+01,1.980147196850852e-02,2.074965558650766e-04,7.644132771177425e-07
3.837287889636420e+01,1.968121370185217e-02,2.071117602254585e-04,7.636449503515373e-07
3.908772688298514e+01,1.955715283993792e-02,2.067137177255754e-04,7.628493626064148e-07
3.981589176577528e+01,1.942925369450123e-02,2.063020007115926e-04,7.620255816478849e-07
4.055762162506345e+01,1.929753507254361e-02,2.058761739654135e-04,7.611726454748423e-07
4.131316916266448e+01,1.916185452185833e-02,2.054357653223869e-04,7.602895615013837e-07
4.208279178797289e+01,1.902220458782201e-02,2.049803303152142e-04,7.593753057250007e-07
4.286675170566025e+01,1.887852872109459e-02,2.045093826400514e-04,7.584288218816202e-07
4.366531600500644e+01,1.873077302774540e-02,2.040224301414271e-04,7.574490205880234e-07
4.447875675089490e+01,1.857888751504126e-02,2.035189685870696e-04,7.564347784722659e-07
4.530735107650310e+01,1.842282663085310e-02,2.029984816947255e-04,7.553849372927904e-07
4.615138127771991e+01,1.826257821833495e-02,2.024604330782748e-04,7.542983030470413e-07
4.701113490932141e+01,1.809802575816402e-02,2.019042795689169e-04,7.531736450704550e-07
4.788690488293885e+01,1.792914547235842e-02,2.013294689902951e-04,7.520096951268416e-07
4.877898956685140e+01,1.775588488105742e-02,2.007354194781784e-04,7.508051464912601e-07
4.968769288763799e+01,1.757819558773347e-02,2.001215358757671e-04,7.495586530266372e-07
5.061332443372283e+01,1.739603480994998e-02,1.994872216586680e-04,7.482688282554882e-07
5.155619956084985e+01,1.720936428556066e-02,1.988318778483846e-04,7.469342444282679e-07
5.251663949952209e+01,1.701814936440010e-02,1.981548491155377e-04,7.455534315900095e-07
5.349497146444246e+01,1.682236554238095e-02,1.974554977119426e-04,7.441248766470877e-07
5.449152876599340e+01,1.662199062563914e-02,1.967331635995596e-04,7.426470224361225e-07
5.550665092379320e+01,1.641699821523393e-02,1.959871695278547e-04,7.411182667972116e-07
5.654068378236782e+01,1.620738345767600e-02,1.952168255233678e-04,7.395369616539040e-07
5.759397962897751e+01,1.599314378548699e-02,1.944214288221388e-04,7.379014121025367e-07
5.866689731363847e+01,1.577428679688487e-02,1.936002572860394e-04,7.362098755137795e-07
5.975980237138032e+01,1.555082941617199e-02,1.927525801916518e-04,7.344605606495036e-07
6.087306714678122e+01,1.532280071872332e-02,1.918776314031089e-04,7.326516267983395e-07
6.200707092082282e+01,1.509024187193007e-02,1.909746975722598e-04,7.307811829335819e-07
6.316220004010848e+01,1.485319517506614e-02,1.900429556981989e-04,7.288472868974122e-07
6.433884804848866e+01,1.461170660021279e-02,1.890816334752441e-04,7.268479446157153e-07
6.553741582113840e+01,1.436583538951176e-02,1.880899282451409e-04,7.247811093481477e-07
6.675831170113241e+01,1.411565642168760e-02,1.870670259814425e-04,7.226446809784559e-07
6.800195163856462e+01,1.386126065055570e-02,1.860121023399382e-04,7.204365053504611e-07
6.926875933225915e+01,1.360275707475049e-02,1.849243183738501e-04,7.181543736555522e-07
7.055916637412142e+01,1.334026817362069e-02,1.838028248315291e-04,7.157960218779688e-07
7.187361239617820e+01,1.307391100139181e-02,1.826467662939214e-04,7.133591303046553e-07
7.321254522035706e+01,1.280381657629232e-02,1.814552756145104e-04,7.108413231069775e-07
7.457642101105584e+01,1.253013580204435e-02,1.802274774642040e-04,7.082401680021415e-07
7.596570443055451e+01,1.225304224325454e-02,1.789624926139062e-04,7.055531760027541e-07
7.738086879732212e+01,1.197273009999677e-02,1.776594214408353e-04,7.027778012635668e-07
7.882239624727289e+01,1.168939155577303e-02,1.763174081164275e-04,6.999114410351476e-07
8.029077789802623e+01,1.140322207073682e-02,1.749355095622690e-04,6.969514357348997e-07
8.178651401622693e+01,1.111444441375176e-02,1.735128631948717e-04,6.938950691466313e-07
8.331011418798222e+01,1.082331256432701e-02,1.720485669587422e-04,6.907395687606709e-07
8.486209749247395e+01,1.053008309635489e-02,1.705417176035812e-04,6.874821062673928e-07
8.644299267880497e+01,1.023500972697566e-02,1.689914601848078e-04,6.841197982179284e-07
8.805333834614002e+01,9.938367887896800e-03,1.673968838971046e-04,6.806497068668043e-07
8.969368312720243e+01,9.640456508069982e-03,1.657571287407267e-04,6.770688412123015e-07
9.136458587518919e+01,9.341603940659075e-03,1.640713402907882e-04,6.733741582514187e-07
9.306661585416801e+01,9.042111206588896e-03,1.623386729156579e-04,6.695625644675056e-07
9.480035293302139e+01,8.742311122651905e-03,1.605583073110385e-04,6.656309175698655e-07
9.656638778300358e+01,8.442566108666056e-03,1.587294412655424e-04,6.615760285059768e-07
9.836532207897785e+01,8.143225614425922e-03,1.568513048232401e-04,6.573946637683723e-07
1.001977687044026e+02,7.844644138677082e-03,1.549231518708955e-04,6.530835480197303e-07
1.020643519601365e+02,7.547204888252414e-03,1.529442790752369e-04,6.486393670613141e-07
1.039657077771322e+02,7.251291227060013e-03,1.509140127302521e-04,6.440587711716159e-07
1.059024839330945e+02,6.957270432804661e-03,1.488317454292754e-04,6.393383788438251e-07
1.078753402731722e+02,6.665507064122484e-03,1.466968831627129e-04,6.344747809527018e-07
1.098849489347636e+02,6.376464920216459e-03,1.445089389407529e-04,6.294645453834301e-07
1.119319945765071e+02,6.090507428110402e-03,1.422674497173757e-04,6.243042221572173e-07
1.140171746115414e+02,5.808052923026330e-03,1.399720384239259e-04,6.189903490906831e-07
1.161411994451066e+02,5.529504176451871e-03,1.376224124664129e-04,6.135194580285369e-07
1.183047927165756e+02,5.255247845622287e-03,1.352184358978144e-04,6.078880816916135e-07
1.205086915459926e+02,4.985685386463782e-03,1.327597536572455e-04,6.020927611851115e-07
1.227536467852028e+02,4.721132242270938e-03,1.302466002780550e-04,5.961300542147785e-07
1.250404232736643e+02,4.462078927314895e-03,1.276789977383846e-04,5.899965440618985e-07
1.273698000990209e+02,4.208856912995344e-03,1.250571815795867e-04,5.836888493712338e-07
1.297425708625335e+02,3.961819124736647e-03,1.223815225482600e-04,5.772036348095478e-07
1.321595439494522e+02,3.721312130351364e-03,1.196525444767935e-04,5.705376226560775e-07
1.346215428044290e+02,3.487569044219669e-03,1.168709390626276e-04,5.636876053902204e-07
1.371294062120574e+02,3.261039746373308e-03,1.140375653315079e-04,5.566504593459111e-07
1.396839885826417e+02,3.041944666375140e-03,1.111534905784234e-04,5.494231595065734e-07
1.422861602432867e+02,2.830552371862275e-03,1.082199884569627e-04,5.420027955192517e-07
1.449368077344130e+02,2.626997999045822e-03,1.052385557664902e-04,5.343865890114931e-07
1.476368341117934e+02,2.431641129575819e-03,1.022109468959199e-04,5.265719122998696e-07
1.503871592542187e+02,2.244582769293172e-03,9.913917800420528e-05,5.185563085846160e-07
1.531887201768917e+02,2.065972623091364e-03,9.602555610488456e-05,5.103375137308372e-07
1.560424713506633e+02,1.895807691722659e-03,9.287270205571649e-05,5.019134797430283e-07
1.589493850272116e+02,1.734341402494305e-03,8.968357305231060e-05,4.932824000463768e-07
1.619104515702828e+02,1.581519260129703e-03,8.646148753552580e-05,4.844427366953729e-07
1.649266797930984e+02,1.437342327027150e-03,8.321016128048534e-05,4.753932496378382e-07
1.679990973020529e+02,1.301644231119322e-03,7.993372788770529e-05,4.661330281704098e-07
1.711287508468090e+02,1.174552897944617e-03,7.663677280239853e-05,4.566615247300205e-07
1.743167066769199e+02,1.055852910104194e-03,7.332437204459896e-05,4.469785911748653e-07
1.775640509050901e+02,9.452582536676869e-04,7.000212480537424e-05,4.370845177178662e-07
1.808718898772084e+02,8.428017554889286e-04,6.667620050021598e-05,4.269800746857098e-07
1.842413505492690e+02,7.481533914978648e-04,6.335333732140109e-05,4.166665572872554e-07
1.876735808713195e+02,6.609270173637734e-04,6.004097325246695e-05,4.061458335863675e-07
1.911697501785567e+02,5.810839690594072e-04,5.674720245492806e-05,3.954203958863251e-07
1.947310495897126e+02,5.082101875121056e-04,5.348088415020681e-05,3.844934157455637e-07
1.983586924128570e+02,4.418623322593494e-04,5.025165729137629e-05,3.733688028580958e-07
2.020539145587652e+02,3.819680234199230e-04,4.707002313776090e-05,3.620512680461377e-07
2.058179749619812e+02,3.280802342108502e-04,4.394739573504005e-05,3.505463906276822e-07
2.096521560097295e+02,2.797129121483958e-04,4.089616569837627e-05,3.388606904377236e-07
2.135577639788122e+02,2.367992431551448e-04,3.792976848814471e-05,3.270017047988812e-07
2.175361294806510e+02,1.987392878539183e-04,3.506274624343143e-05,3.149780707551060e-07
2.215886079146129e+02,1.654167083850046e-04,3.230689210268744e-05,3.027996129012794e-07
2.257165799297884e+02,1.364255527064469e-04,2.966491428856835e-05,2.904774371616316e-07
2.299214518953644e+02,1.112099611014698e-04,2.713798415278324e-05,2.780240308913799e-07
2.342046563797678e+02,8.973630483662583e-05,2.472714052188870e-05,2.654533696985481e-07
2.385676526387267e+02,7.138871799308862e-05,2.243327429015406e-05,2.527810314070239e-07
2.430119271124317e+02,5.611449809623259e-05,2.025711082094043e-05,2.400243176072224e-07
2.475389939319517e+02,4.332886606029277e-05,1.819919516429490e-05,2.272023832677357e-07
2.521503954350900e+02,3.298516231311786e-05,1.625987090637701e-05,2.143363749097630e-07
2.568477026918442e+02,2.449785969852541e-05,1.443926115332852e-05,2.014495778763837e-07
2.616325160396612e+02,1.795420342188419e-05,1.273724718482540e-05,1.885675732606200e-07
2.665064656286569e+02,1.270586912874524e-05,1.115344254971270e-05,1.757184050901575e-07
2.714712119769995e+02,8.867917098881212e-06,9.687175875324535e-06,1.629327584023589e-07
2.765284465366323e+02,5.891862266809742e-06,8.337452862090020e-06,1.502441488812261e-07
2.816798922695421e+02,3.810514275331969e-06,7.102936468302829e-06,1.376891247680654e-07
2.869273042347558e+02,2.363685649096209e-06,5.981914578079041e-06,1.253074818002380e-07
2.922724701862798e+02,1.337463269757218e-06,4.972265078753770e-06,1.131424919773096e-07
2.977172111821704e+02,7.343235809186015e-07,4.071422804310797e-06,1.012411470017016e-07
3.032633822049584e+02,3.874232836925585e-07,3.276341283885369e-06,8.965441729131389e-08
3.089128727936258e+02,2.053822176697951e-07,2.583453121404650e-06,7.843752751510211e-08
3.146676076873563e+02,6.970947857180079e-08,1.988628698499450e-06,6.765024965910740e-08
3.205295474812835e+02,2.611893630794975e-08,1.487127141283494e-06,5.735721469028563e-08
3.265006892944462e+02,2.117420942869239e-08,1.073549923553739e-06,4.762824394890136e-08
3.325830674501965e+02,2.264130571229855e-09,7.417905918428201e-07,3.853870146721529e-08
3.387787541692741e+02,0.000000000000000e+00,4.849695426306458e-07,3.016986848318735e-08
3.450898602758013e+02,0.000000000000000e+00,2.953738283564880e-07,2.260934149280555e-08
3.515185359164194e+02,0.000000000000000e+00,1.644720585114198e-07,1.595145526374486e-08
3.580669712928336e+02,0.000000000000000e+00,2.059030616737459e-08,1.029773231572242e-08
3.647373974079923e+02,0.000000000000000e+00,2.059030616737459e-08,5.757360456881200e-09
3.715320868261788e+02,0.000000000000000e+00,2.059030616737459e-08,2.447700035398661e-09
3.784533544472523e+02,0.000000000000000e+00,2.059030616737459e-08,4.948224640091722e-10
