# energy,pi_pi_pi0,pi_pi,mu_mu
7.702462515223795e+00,1.047814042369808e-02,1.886557713140909e-04,7.846716549847357e-07
7.845951614279970e+00,1.075500582223713e-02,1.911416379074200e-04,7.846367260726844e-07
7.992113770362682e+00,1.103561199671549e-02,1.935105578561709e-04,7.846004976082107e-07
8.140998779825201e+00,1.131971982275669e-02,1.957616443255472e-04,7.845629215158569e-07
8.292657366676579e+00,1.160705956017770e-02,1.978941823108702e-04,7.845239479575077e-07
8.447141199862932e+00,1.189732879118490e-02,1.999076370136993e-04,7.844835252686773e-07
8.604502910870677e+00,1.219019115634807e-02,2.018016781843494e-04,7.844415998925515e-07
8.764796111657672e+00,1.248527986657334e-02,2.035762034253508e-04,7.843981163117028e-07
8.928075412918419e+00,1.278219932182414e-02,2.052313516488334e-04,7.843530169773998e-07
9.094396442689511e+00,1.308053075089764e-02,2.067675303453445e-04,7.843062422364348e-07
9.263815865301694e+00,1.337983432254603e-02,2.081854453679641e-04,7.842577302553797e-07
9.436391400684981e+00,1.367965113314927e-02,2.094861202943409e-04,7.842074169421876e-07
9.612181844033396e+00,1.397951149808721e-02,2.106709298302189e-04,7.841552358650537e-07
9.791247085836057e+00,1.427893052367918e-02,2.117416328901249e-04,7.841011181684305e-07
9.973648132281422e+00,1.457741894122155e-02,2.127003957993075e-04,7.840449924861308e-07
1.015944712604164e+01,1.487448209767644e-02,2.135498385313386e-04,7.839867848513880e-07
1.034870736744409e+01,1.516961744256480e-02,2.142930685572178e-04,7.839264186037959e-07
1.054149333603733e+01,1.546233365419255e-02,2.149337213008104e-04,7.838638142930177e-07
1.073787071255881e+01,1.575213095910418e-02,2.154756370043569e-04,7.837988895791615e-07
1.093790640131178e+01,1.603852477552005e-02,2.159247301446651e-04,7.837315591297052e-07
1.114166855295912e+01,1.632102693584441e-02,2.162853997082382e-04,7.836617345128684e-07
1.134922658774174e+01,1.659917078691615e-02,2.165642155422596e-04,7.835893240873069e-07
1.156065121912953e+01,1.687248783685644e-02,2.167681644162087e-04,7.835142328880189e-07
1.177601447791293e+01,1.714053711817597e-02,2.169050642538580e-04,7.834363625083319e-07
