# energy,pi_pi_pi0,pi_e_ve,pi_mu_vm,pi_pi
3.892584945027513e-01,1.914672163660651e-06,4.025580868868408e-06,5.205585070939503e-06,4.441553173885450e-08
3.965099871995048e-01,1.986408474937080e-06,4.176129695047063e-06,5.400357809067127e-06,4.607583362539189e-08
4.038965678829656e-01,2.060827345481365e-06,4.332292473689261e-06,5.602398990913850e-06,4.779800497950028e-08
4.114207531059201e-01,2.138028794065402e-06,4.494277616663204e-06,5.811978758743625e-06,4.958434016637920e-08
4.190851063019923e-01,2.218116551766613e-06,4.662301219393540e-06,6.029377232034984e-06,5.143721799545756e-08
4.268922386589860e-01,2.301198198785042e-06,4.836587341046507e-06,6.254884872341288e-06,5.335910479142192e-08
4.348448100084971e-01,2.387385306246928e-06,5.017368294752944e-06,6.488802861283276e-06,5.535255757478119e-08
4.429455297320983e-01,2.476793583173272e-06,5.204884948218302e-06,6.731443492134187e-06,5.742022735574785e-08
4.511971576844055e-01,2.569543028798068e-06,5.399387035080261e-06,6.983130575473290e-06,5.956486254533980e-08
4.596025051333391e-01,2.665758090427295e-06,5.601133477386399e-06,7.244199859399341e-06,6.178931248773175e-08
4.681644357179020e-01,2.765567827036390e-06,5.810392719576566e-06,7.514999464812066e-06,6.409653111801596e-08
4.768858664238005e-01,2.869106078810719e-06,6.027443074367223e-06,7.795890336286388e-06,6.648958074966591e-08
4.857697685772388e-01,2.976511642840616e-06,6.252573080947831e-06,8.087246709081652e-06,6.897163599613320e-08
4.948191688572283e-01,3.087928455189896e-06,6.486081875912758e-06,8.389456592845918e-06,7.154598783114994e-08
5.040371503267540e-01,3.203505779564159e-06,6.728279577365809e-06,8.702922272593716e-06,7.421604779245323e-08
5.134268534831512e-01,3.323398402813067e-06,6.979487682648492e-06,9.028060827554760e-06,7.698535233379748e-08
5.229914773280495e-01,3.447766837508698e-06,7.240039480157704e-06,9.365304668510451e-06,7.985756733027398e-08
5.327342804572485e-01,3.576777531850378e-06,7.510280475733183e-06,9.715102094255172e-06,8.283649274211280e-08
5.426585821708969e-01,3.710603087154924e-06,7.790568834110596e-06,1.007791786783994e-05,8.592606744230434e-08
5.527677636043544e-01,3.849422483199993e-06,8.081275835951505e-06,1.045423381327733e-05,8.913037421354276e-08
5.630652688801178e-01,3.993421311697297e-06,8.382786350977716e-06,1.084454943340812e-05,9.245364492016210e-08
5.735546062812078e-01,4.142792018181854e-06,8.695499327754082e-06,1.124938254965292e-05,9.590026586091091e-08
5.842393494464161e-01,4.297734152613030e-06,9.019828300680604e-06,1.166926996439483e-05,9.947478330858902e-08
5.951231385878160e-01,4.458454628993063e-06,9.356201914772218e-06,1.210476814676291e-05,1.031819092427503e-07
6.062096817309561e-01,4.625167994319101e-06,9.705064468822383e-06,1.255645394261065e-05,1.070265272818648e-07
6.175027559781573e-01,4.798096707195221e-06,1.006687647756492e-05,1.302492530950844e-05,1.110136988215230e-07
6.290062087953421e-01,4.977471426441878e-06,1.044211525346728e-05,1.351080207759492e-05,1.151486693854589e-07
6.407239593228383e-01,5.163531310051436e-06,1.083127550880753e-05,1.401472673715808e-05,1.194368751963722e-07
6.526599997106011e-01,5.356524324849951e-06,1.123486997870711e-05,1.453736525384435e-05,1.238839499737293e-07
6.648183964783076e-01,5.556707567237299e-06,1.165343006581140e-05,1.507940791242112e-05,1.284957319659347e-07
6.772032919007909e-01,5.764347595390018e-06,1.208750650733073e-05,1.564157019004701e-05,1.332782712244752e-07
6.898189054192810e-01,5.979720773323813e-06,1.253767006517554e-05,1.622459366003282e-05,1.382378371278574e-07
7.026695350789378e-01,6.203113627225682e-06,1.300451223994087e-05,1.682924692710614e-05,1.433809261633783e-07
7.157595589931625e-01,6.434823214478988e-06,1.348864600951722e-05,1.745632659522288e-05,1.487142699749979e-07
7.290934368351879e-01,6.675157505818536e-06,1.399070659312731e-05,1.810665826900057e-05,1.542448436858079e-07
7.426757113574564e-01,6.924435781066868e-06,1.451135224161116e-05,1.878109758987938e-05,1.599798745038262e-07
7.565110099393008e-01,7.182989038917553e-06,1.505126505480513e-05,1.948053130815049e-05,1.659268506200865e-07
7.706040461634588e-01,7.451160421246170e-06,1.561115182688431e-05,2.020587839202383e-05,1.720935304082269e-07
7.849596214219546e-01,7.729305652445057e-06,1.619174492056197e-05,2.095809117494180e-05,1.784879519350343e-07
7.995826265518978e-01,8.017793494293763e-06,1.679380317106428e-05,2.173815654238022e-05,1.851184427916432e-07
8.144780435017548e-01,8.317006216893223e-06,1.741811282082345e-05,2.254709715941311e-05,1.919936302553423e-07
8.296509470286612e-01,8.627340086208534e-06,1.806548848585811e-05,2.338597274035410e-05,1.991224517921942e-07
8.451065064273539e-01,8.949205868782105e-06,1.873677415483537e-05,2.425588136182432e-05,2.065141659109337e-07
8.608499872913106e-01,9.283029354196720e-06,1.943284422183515e-05,2.515796082063361e-05,2.141783633788663e-07
8.768867533066997e-01,9.629251895885949e-06,2.015460455386420e-05,2.609339003790087e-05,2.221249788107535e-07
8.932222680797460e-01,9.988330970907764e-06,2.090299359419344e-05,2.706339051087707e-05,2.303643026419313e-07
9.098620969981412e-01,1.036074075931639e-05,2.167898350262022e-05,2.806922781397515e-05,2.389069934971769e-07
9.268119091271305e-01,1.074697274378665e-05,2.248358133378387e-05,2.911221315054988e-05,2.477640909671022e-07
9.440774791409201e-01,1.114753633016491e-05,2.331783025469066e-05,3.019370495701209e-05,2.569470288041191e-07
9.616646892900655e-01,1.156295948964148e-05,2.418281080263241e-05,3.131511056090247e-05,2.664676485502876e-07
9.795795314055107e-01,1.199378942325952e-05,2.507964218471073e-05,3.247788789459178e-05,2.763382136096262e-07
9.978281089399594e-01,1.244059324949768e-05,2.600948362020689e-05,3.368354726631639e-05,2.865714237777226e-07
1.016416639047277e+00,1.290395871568485e-05,2.697353572706594e-05,3.493365319030074e-05,2.971804302417533e-07
1.035351454700627e+00,1.338449493402793e-05,2.797304195379106e-05,3.622982627776039e-05,3.081788510642699e-07
1.054639006850068e+00,1.388283314305661e-05,2.900929005807341e-05,3.757374519062374e-05,3.195807871643787e-07
1.074285866620345e+00,1.439962749531203e-05,3.008361363350934e-05,3.896714865985241e-05,3.314008388101799e-07
1.094298727549621e+00,1.493555587213010e-05,3.119739368578597e-05,4.041183757028480e-05,3.436541226365886e-07
1.114684407869917e+00,1.549132072639475e-05,3.235206025974278e-05,4.190967711397076e-05,3.563562892028936e-07
1.135449852830031e+00,1.606764995416065e-05,3.354909411874438e-05,4.346259901400823e-05,3.695235411046463e-07
1.156602137061733e+00,1.666529779607054e-05,3.479002847782649e-05,4.507260382093746e-05,3.831726516546951e-07
1.178148466990041e+00,1.728504576951770e-05,3.607645079210320e-05,4.674176328379054e-05,3.973209841483918e-07
1.200096183288392e+00,1.792770363253021e-05,3.741000460194896e-05,4.847222279793763e-05,4.119865117282044e-07
1.222452763379558e+00,1.859411038038024e-05,3.879239143649423e-05,5.026620393191392e-05,4.271878378631532e-07
1.245225823983147e+00,1.928513527594839e-05,4.022537277699656e-05,5.212600703545298e-05,4.429442174586668e-07
1.268423123710562e+00,2.000167891490071e-05,4.171077208167274e-05,5.405401393099378e-05,4.592755786126091e-07
1.292052565708303e+00,2.074467432676322e-05,4.325047687359861e-05,5.605269069096935e-05,4.762025450333719e-07
1.316122200350506e+00,2.151508811300736e-05,4.484644089330383e-05,5.812459050322358e-05,4.937464591360395e-07
1.340640227981652e+00,2.231392162328786e-05,4.650068631770772e-05,6.027235662694254e-05,5.119294058327393e-07
1.365615001710358e+00,2.314221217100321e-05,4.821530604705881e-05,6.249872544152147e-05,5.307742370333502e-07
1.391055030255219e+00,2.400103428937797e-05,4.999246606155695e-05,6.480652959082558e-05,5.503045968727923e-07
1.416968980843667e+00,2.489150102929545e-05,5.183440784934911e-05,6.719870122533569e-05,5.705449476811364e-07
1.443365682164828e+00,2.581476530013800e-05,5.374345090760032e-05,6.967827534469909e-05,5.915205967127377e-07
1.470254127377394e+00,2.677202125492291e-05,5.572199531835111e-05,7.224839324323899e-05,6.132577236505577e-07
1.497643477173519e+00,2.776450572105014e-05,5.777252440087553e-05,7.491230606099726e-05,6.357834089017259e-07
1.525543062899804e+00,2.879349967800882e-05,5.989760744225832e-05,7.767337844291240e-05,6.591256627002667e-07
1.553962389736415e+00,2.986032978341846e-05,6.209990250790615e-05,8.053509230875165e-05,6.833134550327039e-07
1.582911139935426e+00,3.096636994881089e-05,6.438215933370440e-05,8.350105073643442e-05,7.083767464020434e-07
1.612399176119490e+00,3.211304296658769e-05,6.674722230152067e-05,8.657498196139489e-05,7.343465194453110e-07
1.642436544641963e+00,3.330182218961792e-05,6.919803349974224e-05,8.976074349464025e-05,7.612548114194824e-07
1.673033479009616e+00,3.453423326496893e-05,7.173763587051594e-05,9.306232636216278e-05,7.891347475702011e-07
1.704200403369122e+00,3.581185592329228e-05,7.436917644533484e-05,9.648385946836207e-05,8.180205753971952e-07
1.735947936058478e+00,3.713632582541417e-05,7.709590967058526e-05,1.000296140861243e-04,8.479476998297188e-07
1.768286893224597e+00,3.850933646770739e-05,7.992120082463192e-05,1.037040084761907e-04,8.789527193246932e-07
1.801228292508287e+00,3.993264114784859e-05,8.284852952797468e-05,1.075116126384246e-04,9.110734628994652e-07
1.834783356797879e+00,4.140805499258985e-05,8.588149334796015e-05,1.114571531975562e-04,9.443490281102500e-07
1.868963518052781e+00,4.293745704919892e-05,8.902381149947171e-05,1.155455184259472e-04,9.788198199863860e-07
1.903780421198264e+00,4.452279244224571e-05,9.227932864295392e-05,1.197817634058667e-04,1.014527590929436e-06
1.939245928092793e+00,4.616607459743515e-05,9.565201878105047e-05,1.241711153337155e-04,1.051515481585008e-06
1.975372121569284e+00,4.786938753420686e-05,9.914598925504623e-05,1.287189789685650e-04,1.089828062693817e-06
2.012171309551626e+00,4.963488822884199e-05,1.027654848422063e-04,1.334309422272978e-04,1.129511377927064e-06
2.049656029247903e+00,5.146480904983413e-05,1.065148919549951e-04,1.383127819285456e-04,1.170612987709586e-06
2.087839051421728e+00,5.336146026729671e-05,1.103987429430321e-04,1.433704696875090e-04,1.213182014032448e-06
2.126733384743140e+00,5.532723263819214e-05,1.144217204985112e-04,1.486101779636294e-04,1.257269186254683e-06
2.166352280220571e+00,5.736460006917814e-05,1.185886621656479e-04,1.540382862629405e-04,1.302926887891770e-06
2.206709235715357e+00,5.947612235887387e-05,1.229045649545635e-04,1.596613874967744e-04,1.350209204386048e-06
2.247818000540359e+00,6.166444802135329e-05,1.273745900598199e-04,1.654862944983253e-04,1.399171971851730e-06
2.289692580144259e+00,6.393231719267383e-05,1.320040676836235e-04,1.715200466983814e-04,1.449872826784414e-06
2.332347240883100e+00,6.628256462224428e-05,1.367985019634886e-04,1.777699169613172e-04,1.502371256721823e-06
2.375796514880735e+00,6.871812275083116e-05,1.417635760039112e-04,1.842434185822084e-04,1.556728651839383e-06
2.420055204979811e+00,7.124202487698844e-05,1.469051570113348e-04,1.909483124456638e-04,1.613008357460463e-06
2.465138389784985e+00,7.385740841368076e-05,1.522293015314015e-04,1.978926143466801e-04,1.671275727457328e-06
2.511061428800094e+00,7.656751823684741e-05,1.577422607871632e-04,2.050846024735144e-04,1.731598178514571e-06
