# energy,pi_pi_pi0,pi_e_ve,pi_mu_vm,pi_pi
2.557839967661022e+00,7.937571012762626e-05,1.634504861165845e-04,2.125328250522129e-04,1.794045245222240e-06
2.605489943466051e+00,8.228545430992359e-05,1.693606345072973e-04,2.202461081520602e-04,1.858688635960904e-06
2.654027590205512e+00,8.530033908497306e-05,1.754795742261557e-04,2.282335636507948e-04,1.925602289535584e-06
2.703469444292582e+00,8.842407456447983e-05,1.818143905407072e-04,2.365045973579836e-04,1.994862432509699e-06
2.753832350197119e+00,9.166049650388773e-05,1.883723915292142e-04,2.450689172944526e-04,2.066547637183928e-06
2.805133466184446e+00,9.501357023724278e-05,1.951611139753488e-04,2.539365421251375e-04,2.140738880158240e-06
2.857390270161043e+00,9.848739471505076e-05,2.021883293431265e-04,2.631178097421301e-04,2.217519601408058e-06
2.910620565629138e+00,1.020862066464407e-04,2.094620498270434e-04,2.726233859940639e-04,2.296975763797795e-06
2.964842487752230e+00,1.058143847468509e-04,2.169905344717339e-04,2.824642735573020e-04,2.379195912946634e-06
3.020074509533602e+00,1.096764540923446e-04,2.247822953547692e-04,2.926518209436364e-04,2.464271237352413e-06
3.076335448109933e+00,1.136770905815418e-04,2.328461038254616e-04,3.031977316384182e-04,2.552295628669865e-06
3.133644471162159e+00,1.178211255060183e-04,2.411909967917335e-04,3.141140733621574e-04,2.643365742029059e-06
3.192021103445758e+00,1.221135502298735e-04,2.498262830462366e-04,3.254132874477052e-04,2.737581056268797e-06
3.251485233442686e+00,1.265595209790026e-04,2.587615496219726e-04,3.371081983241143e-04,2.835043933947790e-06
3.312057120137235e+00,1.311643637404246e-04,2.680066681666590e-04,3.492120230971846e-04,2.935859680983614e-06
3.373757399918119e+00,1.359335792718185e-04,2.775718013240057e-04,3.617383812155327e-04,3.040136605755811e-06
3.436607093609136e+00,1.408728482211950e-04,2.874674091089069e-04,3.747013042097553e-04,3.147986077494755e-06
3.500627613630805e+00,1.459880363563923e-04,2.977042552623121e-04,3.881152454909046e-04,3.259522583762235e-06
3.565840771295417e+00,1.512851999038158e-04,3.082934135702036e-04,4.019950901930277e-04,3.374863786812865e-06
3.632268784237989e+00,1.567705909955543e-04,3.192462741296836e-04,4.163561650429599e-04,3.494130578607463e-06
3.699934283985641e+00,1.624506632236876e-04,3.305745495436393e-04,4.312142482388745e-04,3.617447134230262e-06
3.768860323667995e+00,1.683320773002567e-04,3.422902810238200e-04,4.465855793172848e-04,3.744940963441280e-06
3.839070385871196e+00,1.744217068209946e-04,3.544058443804020e-04,4.624868689862568e-04,3.876742960073194e-06
3.910588390638259e+00,1.807266441305084e-04,3.669339558742466e-04,4.789353089005129e-04,4.012987448958539e-06
3.983438703618448e+00,1.872542062861648e-04,3.798876779060424e-04,4.959485813518800e-04,4.153812230047986e-06
4.057646144368467e+00,1.940119411174505e-04,3.932804245143850e-04,5.135448688461487e-04,4.299358619353722e-06
4.133235994808301e+00,2.010076333770676e-04,4.071259666525484e-04,5.317428635348592e-04,4.449771486323246e-06
4.210234007834575e+00,2.082493109794615e-04,4.214384372112531e-04,5.505617764677928e-04,4.605199287218525e-06
4.288666416094378e+00,2.157452513218780e-04,4.362323357521231e-04,5.700213466290278e-04,4.765794094042776e-06
4.368559940922519e+00,2.235039876823953e-04,4.515225329137243e-04,5.901418497162819e-04,4.931711618522546e-06
4.449941801445298e+00,2.315343156886741e-04,4.673242744490955e-04,6.109441066199343e-04,5.103111230615628e-06
4.532839723853844e+00,2.398452998504126e-04,4.836531848505005e-04,6.324494915545291e-04,5.280155970975976e-06
4.617281950850250e+00,2.484462801476836e-04,5.005252705137393e-04,6.546799397917636e-04,5.463012556764724e-06
4.703297251269611e+00,2.573468786664404e-04,5.179569223907084e-04,6.776579549398565e-04,5.651851380151429e-06
4.790914929881378e+00,2.665570062715574e-04,5.359649180750824e-04,7.014066157098797e-04,5.846846498802217e-06
4.880164837373266e+00,2.760868693067398e-04,5.545664232618230e-04,7.259495821049489e-04,6.048175617600374e-06
4.971077380521161e+00,2.859469763095554e-04,5.737789925168603e-04,7.513111009632246e-04,6.256020060790869e-06
5.063683532548476e+00,2.961481447286771e-04,5.936205692886063e-04,7.775160107803898e-04,6.470564733682652e-06
5.158014843678506e+00,3.067015076291647e-04,6.141094850879752e-04,8.045897457316149e-04,6.691998072981192e-06
5.254103451883346e+00,3.176185203702757e-04,6.352644577582724e-04,8.325583388069963e-04,6.920511984758286e-06
5.351982093833061e+00,3.289109672388501e-04,6.571045887506729e-04,8.614484239680643e-04,7.156301768996771e-06
5.451684116048819e+00,3.405909680197732e-04,6.796493593149715e-04,8.912872372260782e-04,7.399566029573727e-06
5.553243486263811e+00,3.526709844833647e-04,7.029186255089007e-04,9.221026165355762e-04,7.650506568467067e-06
5.656694804995793e+00,3.651638267677729e-04,7.269326119224668e-04,9.539230003888525e-04,7.909328262886764e-06
5.762073317335235e+00,3.780826596325594e-04,7.517119040065193e-04,9.867774249887843e-04,8.176238923942887e-06
5.869414924953047e+00,3.914410085576289e-04,7.772774388870256e-04,1.020695519868610e-03,8.451449135368002e-06
5.978756198332022e+00,4.052527656594978e-04,8.036504945383224e-04,1.055707501817894e-03,8.735172070710977e-06
6.090134389226113e+00,4.195321953945718e-04,8.308526771798634e-04,1.091844166963914e-03,9.027623287312005e-06
6.203587443351843e+00,4.342939400166315e-04,8.589059067516964e-04,1.129136880847101e-03,9.329020495255349e-06
6.319154013316111e+00,4.495530247530771e-04,8.878324003140175e-04,1.167617566317834e-03,9.639583299375173e-06
6.436873471784854e+00,4.653248626616586e-04,9.176546532056413e-04,1.207318689069879e-03,9.959532912261602e-06
6.556785924897023e+00,4.816252591264051e-04,9.483954177850615e-04,1.248273240612949e-03,1.028909183607788e-05
6.678932225928434e+00,4.984704159482404e-04,9.800776795658955e-04,1.290514718473254e-03,1.062848351085428e-05
6.803353989210184e+00,5.158769349823452e-04,1.012724630545900e-03,1.334077103396437e-03,1.097793192677101e-05
6.930093604306337e+00,5.338618212706552e-04,1.046359639515333e-03,1.378994833311895e-03,1.133766119777837e-05
7.059194250455731e+00,5.524424856139757e-04,1.081006219116188e-03,1.425302773801096e-03,1.170789509372933e-05
7.190699911282825e+00,5.716367465240341e-04,1.116687989408713e-03,1.473036184795166e-03,1.208885652801508e-05
7.324655389782588e+00,5.914628314913353e-04,1.153428637685524e-03,1.522230683208442e-03,1.248076699749862e-05
7.461106323584546e+00,6.119393774999611e-04,1.191251874256578e-03,1.572922201195124e-03,1.288384597133353e-05
7.600099200501179e+00,6.330854307154059e-04,1.230181383910136e-03,1.625146939695202e-03,1.329831022503483e-05
7.741681374365973e+00,6.549204452661623e-04,1.270240772735574e-03,1.678941316913708e-03,1.372437311593445e-05
7.885901081166516e+00,6.774642810340539e-04,1.311453509973492e-03,1.734341911353740e-03,1.416224379590572e-05
8.032807455478137e+00,7.007372003622044e-04,1.353842864536848e-03,1.791385398998666e-03,1.461212635697761e-05
8.182450547203693e+00,7.247598635830542e-04,1.397431835823823e-03,1.850108484212384e-03,1.507421890517959e-05
8.334881338625189e+00,7.495533232619165e-04,1.442243078418661e-03,1.910547823898189e-03,1.554871255766132e-05
8.490151761773067e+00,7.751390170442169e-04,1.696577149812435e-03,1.972739944426895e-03,1.603579035781676e-05
8.648314716119053e+00,8.015387589867336e-04,1.743899103316670e-03,2.036721150812986e-03,1.653562610280758e-05
8.809424086598623e+00,8.287747292448312e-04,2.192397883318293e-03,2.102527427583794e-03,1.704838307752736e-05
8.973534761969184e+00,8.568694619788220e-04,2.626321785677913e-03,2.186899495902091e-03,1.757421268867139e-05
9.140702653510273e+00,8.858458313331762e-04,3.046023694554753e-03,2.377218357417586e-03,1.811325299217873e-05
9.310984714072104e+00,9.157270353322759e-04,3.450380396185255e-03,2.631252757842454e-03,6.339937131507321e-05
9.484438957478989e+00,9.465365775257687e-04,3.504333845640011e-03,2.704708765886430e-03,6.396518571500291e-05
9.661124478294200e+00,9.782982462052444e-04,3.895874380403815e-03,2.999365687688342e-03,6.454452839213769e-05
9.841101471953055e+00,1.011036091001927e-03,4.272381951252712e-03,3.317101823225774e-03,6.513746688118830e-05
1.002443125527105e+01,1.044774396662286e-03,4.330517635628532e-03,3.645712974513408e-03,6.574404613716802e-05
1.021117628733403e+01,1.079537653784865e-03,4.693440385249084e-03,3.727336424183753e-03,6.636428625611517e-05
1.040140019077756e+01,1.115350526287197e-03,5.040329750013797e-03,4.063224372484709e-03,6.699818002867224e-05
1.059516777346265e+01,1.152237815356327e-03,5.102751398647449e-03,4.399738750594301e-03,6.764569031559633e-05
1.079254505055531e+01,1.190224419620139e-03,5.437265009794396e-03,4.487774746148906e-03,6.830674723359585e-05
1.099359926701746e+01,1.229335291259410e-03,5.502573892512270e-03,4.826345620652014e-03,6.898124513916513e-05
1.119839892051673e+01,1.269595387762091e-03,5.822537272105461e-03,5.159061107582361e-03,6.966903939730583e-05
1.140701378476316e+01,1.311029619001789e-03,6.127883054502722e-03,5.253692026086797e-03,7.036994292115380e-05
1.161951493328051e+01,1.353662789301724e-03,6.197399917228509e-03,5.583243133445990e-03,7.108372246744935e-05
1.183597476362060e+01,1.397519534123370e-03,6.488186233859228e-03,5.682332881414190e-03,7.181009467086498e-05
1.205646702202845e+01,1.442624250995645e-03,6.559757526905608e-03,6.008082141582395e-03,7.254872179184081e-05
1.228106682856722e+01,1.489001024275725e-03,6.835886503623557e-03,6.325778600625713e-03,7.329920664202968e-05
1.250985070271095e+01,1.536673543306184e-03,6.908646120336360e-03,6.431456238171581e-03,7.404473936851177e-05
1.274289658941425e+01,1.585665013505254e-03,7.168714316356938e-03,6.742069280168141e-03,7.477071704936557e-05
1.298028388566751e+01,1.686569759026686e-03,7.241869405225131e-03,6.851388869480536e-03,7.547661926956555e-05
1.322209346754689e+01,1.916132080551589e-03,7.484908111002213e-03,7.154216041863877e-03,7.616194138697546e-05
1.346840771776817e+01,2.190933626314210e-03,7.557692827767219e-03,7.266024442188959e-03,7.682617158435665e-05
1.371931055375394e+01,2.497184931605838e-03,7.630044739363739e-03,7.558996050144955e-03,7.746879579183873e-05
1.397488745622366e+01,2.827227290757584e-03,7.855355199592566e-03,7.671746999487358e-03,7.808929560274526e-05
1.423522549831626e+01,3.174584056216341e-03,7.926305002437219e-03,7.953154157858737e-03,7.868714996631184e-05
1.450041337525532e+01,3.535082386671615e-03,8.133187126697873e-03,8.065783991230844e-03,7.926183608606453e-05
1.477054143456689e+01,3.905498366769233e-03,8.202113684950154e-03,8.178063420680262e-03,7.981283033283484e-05
1.504570170686019e+01,4.283741071076753e-03,8.269812610344145e-03,8.446569151996047e-03,8.033960817354365e-05
1.532598793718177e+01,4.666672662503915e-03,8.456491356884404e-03,8.556717681366302e-03,8.084164797121203e-05
1.561149561695373e+01,5.052527001601015e-03,8.521284898299102e-03,8.811120355387298e-03,8.131842904630866e-05
1.590232201650694e+01,5.440671554560565e-03,8.584435784137158e-03,8.918352430374492e-03,8.176943542170808e-05
1.619856621822032e+01,5.508485110848033e-03,8.749630149204097e-03,9.024778047395505e-03,8.219415591311612e-05
1.650032915027748e+01,5.898377240051612e-03,8.809092044772232e-03,9.260685692345415e-03,8.259208633370226e-05
1.680771362105213e+01,6.286504844866705e-03,8.866509518725901e-03,9.362929408657085e-03,8.296273095976313e-05
1.712082435413421e+01,6.672796970886650e-03,9.009661723156287e-03,9.462411144914242e-03,8.330560599313542e-05
1.743976802400839e+01,6.746670962326577e-03,9.062674085356472e-03,9.679196881131519e-03,8.362023665070968e-05
1.776465329239725e+01,7.131897277608179e-03,9.113330178415844e-03,9.773466194822509e-03,8.390616536907677e-05
1.809559084528158e+01,7.512187050190694e-03,9.233053329579062e-03,9.865656377288038e-03,8.416295441881193e-05
1.843269343061019e+01,7.589915554309812e-03,9.278656384353488e-03,1.005990535005321e-02,8.439018348820340e-05
1.877607589671234e+01,7.966275718413983e-03,9.321594819351764e-03,1.014654028160813e-02,8.458745069414445e-05
1.912585523142571e+01,8.045583404876735e-03,9.361759183251928e-03,1.022789791304844e-02,8.475437697699439e-05
1.948215060195324e+01,8.416488025186800e-03,9.453972953997429e-03,1.030791341537176e-02,8.489064298238565e-05
1.984508339546256e+01,8.496447565815255e-03,9.488356163570803e-03,1.047633000542830e-02,8.499591588268773e-05
2.021477726044165e+01,8.861535395731146e-03,9.519822062845339e-03,1.054852650338445e-02,8.506992713202313e-05
2.059135814882494e+01,8.941183988821426e-03,9.548457695477476e-03,1.061722915694657e-02,8.511244202723614e-05
2.097495435890427e+01,9.297414257188583e-03,9.574382240621489e-03,1.068091098322740e-02,8.512327243865820e-05
2.136569657903906e+01,9.375781450604406e-03,9.597761205692838e-03,1.074265880047717e-02,8.510227487796242e-05
2.176371793218094e+01,9.723086655695089e-03,9.657913610812455e-03,1.087952999139856e-02,8.506100948071624e-05
2.216915402122767e+01,9.799215523668033e-03,9.676544559820777e-03,1.093215034030067e-02,8.501801504991072e-05
2.258214297522209e+01,9.873880118016796e-03,9.692983173504231e-03,1.098275228536676e-02,8.497348863908810e-05
2.300282549641165e+01,1.020921882471704e-02,9.707349525341663e-03,1.102628163982777e-02,8.492737408393501e-05
2.343134490818455e+01,1.028025114643501e-02,9.719720890148992e-03,1.106768068831749e-02,8.487962015965171e-05
2.386784720389903e+01,1.034914803326674e-02,9.730197183235957e-03,1.110713637672658e-02,8.483016670630771e-05
2.431248109662215e+01,1.066872808130073e-02,9.738901901319052e-03,1.113955360759948e-02,8.477895685523665e-05
2.476539806979528e+01,1.073267844607572e-02,9.757514332458226e-03,1.116984801255965e-02,8.472593073240613e-05
2.522675242884330e+01,1.079386325422577e-02,9.762857711416776e-03,1.123131016819651e-02,8.467102582494516e-05
2.569670135374537e+01,1.085205375610707e-02,9.766666927466880e-03,1.125434486354471e-02,8.461417805872580e-05
2.617540495258494e+01,1.090706769106629e-02,9.768993791743933e-03,1.127371361682034e-02,8.455532186348544e-05
2.666302631609739e+01,1.107505279211541e-02,9.769915130383115e-03,1.129136709539503e-02,8.449438721157821e-05
2.715973157323382e+01,1.112312706310358e-02,9.769471283545357e-03,1.130726419200550e-02,8.443130652491269e-05
2.766568994775992e+01,1.116745898363099e-02,9.767731929042246e-03,1.131590611712389e-02,8.436600552319304e-05
2.818107381590929e+01,1.120787140369338e-02,9.764763287227328e-03,1.132286479709970e-02,8.429840828410519e-05
2.870605876511068e+01,1.124417648649632e-02,9.760606397570702e-03,1.132819242774389e-02,8.422844160032854e-05
2.924082365380936e+01,1.127624663284688e-02,9.755317007200361e-03,1.133190606345848e-02,8.415602228687975e-05
2.978555067240277e+01,1.130386548102189e-02,9.748908767753138e-03,1.132907005757796e-02,8.408106775479622e-05
3.034042540531161e+01,1.132693081955888e-02,9.741441439932301e-03,1.132391287539117e-02,8.400349831922917e-05
3.090563689420683e+01,1.134531720071006e-02,9.732944248545415e-03,1.131714364244196e-02,8.392322164379180e-05
3.148137770241486e+01,1.135895859094878e-02,9.723445611904162e-03,1.130879841292402e-02,8.384015286106506e-05
3.206784398052248e+01,1.136793609385841e-02,9.712992862955112e-03,1.129863560603178e-02,8.375419590674574e-05
3.266523553320378e+01,1.137232267432591e-02,9.701591772999145e-03,1.128150306023304e-02,8.366525674975445e-05
3.327375588729226e+01,1.137210590267522e-02,9.689294249203010e-03,1.126280608329173e-02,8.357323297077653e-05
3.389361236112074e+01,1.125105151604830e-02,9.676082786238646e-03,1.124254085128339e-02,8.347803879079623e-05
3.452501613515328e+01,1.124197496513867e-02,9.662003368384894e-03,1.122072478320757e-02,8.337955504321320e-05
3.516818232393273e+01,1.122866078361181e-02,9.647057738417755e-03,1.119731636605862e-02,8.327768113723266e-05
3.582333004936867e+01,1.121121940486763e-02,9.631249524557316e-03,1.113922761383528e-02,8.317230587443114e-05
3.649068251539058e+01,1.118972341477278e-02,9.602989185489982e-03,1.110709907900662e-02,8.306331673537752e-05
3.717046708399178e+01,1.091125300079268e-02,9.585511939949628e-03,1.107339106304968e-02,8.295059559886154e-05
3.786291535268995e+01,1.088201721166769e-02,9.567198428370279e-03,1.103810284656554e-02,8.283403214935199e-05
3.856826323343063e+01,1.084908183757052e-02,9.548073393450767e-03,1.100120062474857e-02,8.271349215913398e-05
3.928675103296075e+01,1.055019281293663e-02,9.528117455864868e-03,1.096270545679415e-02,8.258885907706399e-05
4.001862353469925e+01,1.051021001759587e-02,9.507326301636242e-03,1.092261697007715e-02,8.245999809210761e-05
4.076413008213299e+01,1.046686707349878e-02,9.485721003122333e-03,1.088085920187195e-02,8.232677884613319e-05
4.152352466376621e+01,1.015030852680235e-02,9.424088965652829e-03,1.075648695080248e-02,8.218906176769600e-05
4.229706599965255e+01,1.010052495170220e-02,9.400800360476511e-03,1.071100126034477e-02,8.204671090603038e-05
4.308501762953899e+01,9.770571152965523e-03,9.376669650778760e-03,1.066162675978856e-02,8.189958213718624e-05
4.388764800265186e+01,9.714711828328670e-03,9.351692850019293e-03,1.061054836464606e-02,8.174752792543957e-05
4.470523056915555e+01,9.655960111161668e-03,9.325850381507112e-03,1.055776854475625e-02,8.159039778656577e-05
4.553804387331485e+01,9.309205334149284e-03,9.299119246053351e-03,1.040956549223944e-02,8.142803707078192e-05
4.638637164839299e+01,8.953779638928197e-03,9.216614705505811e-03,1.035326993900145e-02,8.126029116597134e-05
4.725050291331735e+01,8.886889997325190e-03,9.188097279384593e-03,1.029518876692982e-02,8.108705906382157e-05
4.813073207114612e+01,8.519744278448383e-03,9.158665570577785e-03,1.023532117173880e-02,8.090797522988317e-05
4.902735900936917e+01,8.447838928813832e-03,9.128296567602378e-03,1.006759492911257e-02,8.072307525142123e-05
4.994068920207750e+01,8.069893763512552e-03,9.025425530242590e-03,1.000407610619170e-02,8.053211752809441e-05
5.087103381403598e+01,7.683479429061686e-03,8.993137073375828e-03,9.938680712990802e-03,8.033492459346510e-05
5.181870980669482e+01,7.604881735214467e-03,8.959879697539183e-03,9.752064537423994e-03,8.013131653147671e-05
5.278404004617603e+01,7.210287289476654e-03,8.837757691410474e-03,9.682893845986027e-03,7.992110758464030e-05
5.376735341327144e+01,6.810416137482968e-03,8.802487887558979e-03,9.611796767692474e-03,7.970411340923707e-05
5.476898491548994e+01,6.405516319772065e-03,8.766178604832293e-03,9.406636304713582e-03,7.948013612875606e-05
5.578927580119204e+01,6.319443900098328e-03,8.624968718807694e-03,9.331616231099276e-03,7.924898913417497e-05
5.682857367585063e+01,5.909944492130634e-03,8.586528756612566e-03,9.254612651157951e-03,7.901046659625767e-05
5.788723262047756e+01,5.499803093077631e-03,8.547009083715341e-03,9.031047768829976e-03,7.876436054034855e-05
5.896561331225639e+01,5.089804553718109e-03,8.386031438003644e-03,8.950016619519044e-03,7.851048553511422e-05
6.006408314742244e+01,4.681807980383546e-03,8.344297859041717e-03,8.710314843720837e-03,7.824861452095483e-05
6.118301636643187e+01,4.279076619969545e-03,8.301424341850125e-03,8.625207427156369e-03,7.797854287259558e-05
6.232279418146269e+01,3.883832690418029e-03,8.120552697278353e-03,8.538076850428110e-03,7.770005364697596e-05
6.348380490629083e+01,3.499518451314932e-03,8.075390095160230e-03,8.280720333595191e-03,7.741293061066567e-05
6.466644408858576e+01,3.130440792223974e-03,7.875487282713955e-03,8.189469822774487e-03,7.711695405428604e-05
6.587111464467066e+01,2.783271558651865e-03,7.827972637968247e-03,7.915686761147196e-03,7.681193355674426e-05
6.709822699679293e+01,2.465808224603998e-03,7.779267411924342e-03,7.822317014145935e-03,7.649754809329476e-05
6.834819921295201e+01,2.192045314108214e-03,7.559410026437956e-03,7.535365245696507e-03,7.617366824351143e-05
6.962145714933206e+01,2.045605315875674e-03,7.508331929027449e-03,7.438568863321486e-03,7.584003322209362e-05
7.091843459538789e+01,1.949933946170267e-03,7.269020828673822e-03,7.136814015613038e-03,7.549641551152240e-05
7.223957342163389e+01,1.854660136709493e-03,7.215542641720487e-03,7.036006366002822e-03,7.514258510485045e-05
7.358532373018589e+01,1.759997179671675e-03,6.957022825625559e-03,6.719047313113470e-03,7.477834436404113e-05
7.495614400810770e+01,1.666160757838916e-03,6.901158080533604e-03,6.389879399528167e-03,7.440336833462903e-05
7.635250128361413e+01,1.573364465753981e-03,6.623979342129499e-03,6.283209777300636e-03,7.401752151760106e-05
7.777487128518399e+01,1.481856953847078e-03,6.565780417345116e-03,5.941957560038728e-03,7.362054632218914e-05
7.922373860363751e+01,1.391869236755537e-03,6.269257668502216e-03,5.836548501435408e-03,7.321221781810881e-05
8.069959685723235e+01,1.303599339116754e-03,5.955559709303491e-03,5.489634680802704e-03,7.279230805504233e-05
8.220294885983596e+01,1.217281379404274e-03,5.893964792834931e-03,5.132943335163381e-03,7.236060058764199e-05
8.373430679223038e+01,1.133172997160255e-03,5.560623439162730e-03,5.022920840525623e-03,7.191687825483943e-05
8.529419237660852e+01,1.051536078275901e-03,5.496897115162559e-03,4.660631365580316e-03,7.146092892807468e-05
8.688313705432085e+01,9.726219298954876e-04,5.146230895202893e-03,4.295273864557187e-03,7.099254631471622e-05
8.850168216693365e+01,8.965630728305384e-04,4.777130084290779e-03,4.185500419633501e-03,7.051153290290491e-05
9.015037914065989e+01,8.235660281370509e-04,4.710460970018741e-03,3.825974425007951e-03,7.001769403623739e-05
9.182978967422613e+01,7.538579036091944e-04,4.323124103712868e-03,3.473937146045484e-03,6.951084953972851e-05
9.354048593023900e+01,6.875375534374154e-04,3.918544589274812e-03,3.141761120291197e-03,6.899082830685358e-05
9.528305073011676e+01,6.246137851104383e-04,3.849400050666090e-03,3.027859828325210e-03,6.845746785651910e-05
9.705807775265217e+01,5.651409662091837e-04,3.427811744809439e-03,2.735822238209286e-03,6.791062020338524e-05
9.886617173627445e+01,5.090472421823836e-04,2.988895133679467e-03,2.504624950048303e-03,2.261640922458758e-05
1.007079486850791e+02,4.563406440506069e-04,2.533886115120825e-03,2.376660329603287e-03,2.204220536350264e-05
1.025840360786959e+02,4.069871767821969e-04,2.462409953903062e-03,2.264722647583730e-03,2.145416753028972e-05
1.044950730860666e+02,3.609354821572951e-04,1.990686020046807e-03,2.157314513906249e-03,2.085221559945793e-05
1.064417107832049e+02,3.181653555736486e-04,1.710314341073807e-03,2.050001527309843e-03,2.023629347762734e-05
1.084246123750131e+02,2.785992491646621e-04,1.638062170411584e-03,1.942371074759192e-03,1.960637002702168e-05
1.104444534212312e+02,2.421863526944436e-04,1.565766941334868e-03,1.836025914973712e-03,1.896243914083555e-05
1.125019220665952e+02,2.088602386823457e-04,1.493534441907565e-03,1.733784861333481e-03,1.830452582297698e-05
1.145977192752824e+02,1.785222016379454e-04,1.421532573682381e-03,1.631705565664398e-03,1.763268672211858e-05
1.167325590697251e+02,1.511111548134005e-04,1.349886646820984e-03,1.529925188369433e-03,1.694701285670122e-05
1.189071687738724e+02,1.265084725339831e-04,1.278720702538063e-03,1.433871516903833e-03,1.624763979913903e-05
1.211222892609843e+02,1.046073383126506e-04,1.208220224897151e-03,1.338656317851395e-03,1.553473158881229e-05
1.233786752060414e+02,8.530438622061949e-05,1.138546747197609e-03,1.244231733487634e-03,1.480851486434001e-05
1.256770953428572e+02,6.846178757281468e-05,1.069862155131184e-03,1.155813609397927e-03,1.406925194139043e-05
1.280183327259799e+02,5.393829690161969e-05,1.002355304413181e-03,1.068800234287661e-03,1.331726645197957e-05
1.304031849974734e+02,4.158627998936624e-05,9.362313345383748e-04,9.838786604626944e-04,1.255296433176651e-05
1.328324646586675e+02,3.127713877892040e-05,8.716772954652782e-04,9.046821528362806e-04,1.179322605759062e-05
1.353069993469716e+02,2.281805912724504e-05,8.088964827223269e-04,8.269870361343087e-04,1.105254239259463e-05
1.378276321178443e+02,1.604345067633729e-05,7.481397188191174e-04,7.535968895792977e-04,1.033139523265214e-05
1.403952217320160e+02,1.077284910347775e-05,6.896151998989024e-04,6.839765318477067e-04,9.630270981953100e-06
1.430106429480624e+02,6.819729597834225e-06,6.335065592637602e-04,6.164819431172378e-04,8.949660317962196e-06
1.456747868204284e+02,3.992725847361649e-06,5.799476401395197e-04,5.548106801398803e-04,8.290056162013259e-06
1.483885610030031e+02,2.097366303291497e-06,5.289196843096427e-04,4.947645052822465e-04,7.651956605208185e-06
1.511528900583513e+02,9.384086754321713e-07,4.804538394357918e-04,4.400054789743837e-04,7.035859209042569e-06
1.539687157727046e+02,3.234422063306775e-07,4.345420699706583e-04,3.877725504948895e-04,6.442264251009715e-06
1.568369974768214e+02,6.836284479967706e-08,3.911723917261771e-04,3.398148378322639e-04,5.871671938659385e-06
1.597587123728232e+02,5.260447609826721e-09,3.503687323398317e-04,2.951423334219428e-04,5.324580520575897e-06
1.627348558671204e+02,0.000000000000000e+00,3.120690631572059e-04,2.542146121823857e-04,4.801488124295230e-06
1.657664419095396e+02,0.000000000000000e+00,2.763220405056385e-04,2.167447211160369e-04,4.302887400934684e-06
1.688545033387690e+02,0.000000000000000e+00,2.430274529334027e-04,1.828748374859173e-04,3.829267655318354e-06
1.720000922342384e+02,0.000000000000000e+00,2.122380867353992e-04,1.521958797773575e-04,3.381111426048330e-06
1.752042802745554e+02,0.000000000000000e+00,1.838368243805185e-04,1.252184384519284e-04,2.958893448117629e-06
1.784681591026176e+02,0.000000000000000e+00,1.578544552774881e-04,1.008387612040950e-04,2.563079441622019e-06
1.817928406975276e+02,0.000000000000000e+00,1.341814620492048e-04,8.039689050102866e-05,2.194122706185957e-06
1.851794577534359e+02,0.000000000000000e+00,1.128024369414505e-04,6.196545064498247e-05,1.852465252506114e-06
1.886291640654412e+02,0.000000000000000e+00,9.363056593285815e-05,4.727257827978310e-05,1.538525634817111e-06
1.921431349226798e+02,0.000000000000000e+00,7.655929420549259e-05,3.461990729744796e-05,1.252714422176031e-06
1.957225675087381e+02,0.000000000000000e+00,6.162937778339180e-05,2.441709661296950e-05,9.954155585861425e-07
1.993686813095234e+02,0.000000000000000e+00,4.861334394526149e-05,1.659618170264433e-05,7.669897646344263e-07
2.030827185287347e+02,0.000000000000000e+00,3.742450151327413e-05,1.047231704593585e-05,5.677707792062649e-07
2.068659445110712e+02,0.000000000000000e+00,2.812247928714232e-05,6.234134956442702e-06,3.980624909173754e-07
2.107196481733260e+02,0.000000000000000e+00,2.037774408908300e-05,3.327566390249573e-06,2.581334491913963e-07
2.146451424435109e+02,0.000000000000000e+00,1.411354615236433e-05,1.417744147817262e-06,1.482204724491738e-07
2.186437647081606e+02,0.000000000000000e+00,9.343869523060920e-06,5.554218228305281e-07,6.850935288907792e-08
2.227168772679707e+02,0.000000000000000e+00,5.721339113144355e-06,1.510509647354316e-07,1.914594277058513e-08
2.268658678019230e+02,0.000000000000000e+00,3.142449890071548e-06,1.592686126965297e-08,0.000000000000000e+00
2.310921498400576e+02,0.000000000000000e+00,1.431275067575825e-06,0.000000000000000e+00,0.000000000000000e+00
2.353971632450519e+02,0.000000000000000e+00,4.031433284974462e-07,0.000000000000000e+00,0.000000000000000e+00
2.397823747027711e+02,0.000000000000000e+00,1.359986324402167e-07,0.000000000000000e+00,0.000000000000000e+00
2.442492782219570e+02,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
2.487993956432260e+02,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
