# energy,pi_pi_pi0,pi_pi_a,mu_mu
9.280866690286854e-01,4.311894569545891e-05,8.942028813716216e-06,1.985298496123935e-09
9.453759865322453e-01,4.471513271702812e-05,9.272076327552814e-06,2.057572465672234e-09
9.629873865629164e-01,4.636990383733958e-05,9.614181285176566e-06,2.132428611727707e-09
9.809268691929541e-01,4.808538009575501e-05,9.968776952196234e-06,2.209956311779074e-09
9.992005462699015e-01,4.986375762377175e-05,1.033631173967764e-05,2.290247864520215e-09
1.017814643498850e+00,5.170731020300278e-05,1.071724970835623e-05,2.373398574660227e-09
1.036775502563490e+00,5.361839190421313e-05,1.111207108809079e-05,2.459506839496998e-09
1.056089583286676e+00,5.559943980959871e-05,1.152127281291992e-05,2.548674237239474e-09
1.075763465831240e+00,5.765297682052725e-05,1.194536907208384e-05,2.641005617058553e-09
1.095803852941801e+00,5.978161455299212e-05,1.238489187737565e-05,2.736609190840942e-09
1.116217572228345e+00,6.198805632306033e-05,1.284039164718579e-05,2.835596626614193e-09
1.137011578492336e+00,6.427510022462326e-05,1.331243780760339e-05,2.938083143604407e-09
1.158192956096167e+00,6.664564230178432e-05,1.380161941093646e-05,3.044187608881007e-09
1.179768921376748e+00,6.910267981824123e-05,1.430854577201068e-05,3.154032635535033e-09
1.201746825104061e+00,7.164931462604053e-05,1.483384712260354e-05,3.267744682329065e-09
1.224134154985508e+00,7.428875663609863e-05,1.537817528436568e-05,3.385454154747672e-09
1.246938538216922e+00,7.702432739289879e-05,1.594220436057636e-05,3.507295507367454e-09
1.270167744081090e+00,7.985946375578103e-05,1.652663144707258e-05,3.633407347455064e-09
1.293829686594694e+00,8.279772168924991e-05,1.713217736268380e-05,3.763932539690153e-09
1.317932427204553e+00,8.584278016472396e-05,1.775958739949378e-05,3.899018311897743e-09
1.342484177534105e+00,8.899844517614813e-05,1.840963209324059e-05,4.038816361661282e-09
1.367493302181035e+00,9.226865387187916e-05,1.908310801415180e-05,4.183482963673241e-09
1.392968321567041e+00,9.565747880523965e-05,1.978083857849782e-05,4.333179077664730e-09
1.418917914840672e+00,9.916913230611256e-05,2.050367488112848e-05,4.488070456739028e-09
1.445350922834251e+00,1.028079709759192e-04,2.125249654923937e-05,4.648327755916116e-09
1.472276351075880e+00,1.065785003082848e-04,2.202821261759215e-05,4.814126640676277e-09
1.499703372857557e+00,1.104853794376524e-04,2.283176242538963e-05,4.985647895270196e-09
1.527641332360445e+00,1.145334260180444e-04,2.366411653497842e-05,5.163077530541135e-09
1.556099747838369e+00,1.187276212341133e-04,2.452627767252291e-05,5.346606890981177e-09
1.585088314860611e+00,1.230731149465398e-04,2.541928169076072e-05,5.536432760718224e-09
1.614616909615118e+00,1.275752309737515e-04,2.634419855391284e-05,5.732757468103528e-09
1.644695592273245e+00,1.322394725118338e-04,2.730213334478222e-05,5.935788988540437e-09
1.675334610417184e+00,1.370715276943884e-04,2.829422729402938e-05,6.145741045164245e-09
1.706544402531233e+00,1.420772752939671e-04,2.932165883156536e-05,6.362833206949775e-09
1.738335601558114e+00,1.472627905665598e-04,3.038564465994977e-05,6.587290983787960e-09
1.770719038521533e+00,1.526343512404568e-04,3.148744084962268e-05,6.819345918034886e-09
1.803705746216233e+00,1.581984436506178e-04,3.262834395573661e-05,7.059235671996108e-09
1.837306962966782e+00,1.639617690194846e-04,3.380969215628580e-05,7.307204110766138e-09
1.871534136456386e+00,1.699312498849466e-04,3.503286641115480e-05,7.563501379796475e-09
1.906398927627032e+00,1.761140366759235e-04,3.629929164162769e-05,7.828383976516657e-09
1.941913214652279e+00,1.825175144357600e-04,3.761043792981024e-05,8.102114815279845e-09
1.978089096984066e+00,1.891493096933254e-04,3.896782173732279e-05,8.384963284848654e-09
2.014938899474905e+00,1.960172974813902e-04,4.037300714251703e-05,8.677205297576852e-09
2.052475176576865e+00,2.031296085014899e-04,4.182760709535933e-05,8.979123329378799e-09
2.090710716618778e+00,2.104946364340982e-04,4.333328468900140e-05,9.291006449510425e-09
2.129658546163133e+00,2.181210453925088e-04,4.489175444692950e-05,9.613150339112921e-09
2.169331934444122e+00,2.260177775183588e-04,4.650478362444218e-05,9.945857297393054e-09
2.209744397888370e+00,2.341940607162263e-04,4.817419352305572e-05,1.028943623423152e-08
2.250909704719886e+00,2.426594165241880e-04,4.990186081627266e-05,1.064420264792310e-08
2.292841879650785e+00,2.514236681166308e-04,5.168971888497370e-05,1.101047858665875e-08
2.335555208659410e+00,2.604969484349683e-04,5.353975916050411e-05,1.138859259226018e-08
2.379064243857454e+00,2.698897084412204e-04,5.545403247332289e-05,1.177887962457179e-08
2.423383808447760e+00,2.796127254886677e-04,5.743465040486586e-05,1.218168096480149e-08
2.468529001774467e+00,2.896771118029669e-04,5.948378664003690e-05,1.259734409598230e-08
2.514515204467252e+00,3.000943230662620e-04,6.160367831749557e-05,1.302622255859868e-08
2.561358083681391e+00,3.108761670958609e-04,6.379662737463369e-05,1.346867577928550e-08
2.609073598435443e+00,3.220348126080403e-04,6.606500188385029e-05,1.392506887036321e-08
2.657678005048369e+00,3.335827980564496e-04,6.841123737642149e-05,1.439577239781867e-08
2.707187862677936e+00,3.455330405333968e-04,7.083783814993159e-05,1.488116211517790e-08
2.757620038962299e+00,3.578988447210439e-04,7.334737855487710e-05,1.538161866054268e-08
2.808991715766683e+00,3.706939118781691e-04,7.594250425567565e-05,1.589752721387865e-08
2.861320395037108e+00,3.839323488466921e-04,7.862593346090455e-05,1.642927711144546e-08
2.914623904763180e+00,3.976286770605945e-04,8.140045811716116e-05,1.697726141405101e-08
2.968920405051946e+00,4.117978415381747e-04,8.426894506047134e-05,1.754187642559015e-08
3.024228394314913e+00,4.264552198367760e-04,8.723433711867644e-05,1.812352115809152e-08
3.080566715570312e+00,4.416166309471834e-04,9.029965415769956e-05,1.872259673924701e-08
3.137954562862781e+00,4.572983441028203e-04,9.346799406402496e-05,1.933950575813074e-08
3.196411487802624e+00,4.735170874766390e-04,9.674253365511998e-05,1.997465154453326e-08
3.255957406226907e+00,4.902900567362324e-04,1.001265295088843e-04,2.062843737703516e-08
3.316612604984626e+00,5.076349234251413e-04,1.036233187025212e-04,2.130126561462659e-08
3.378397748848292e+00,5.255698431356097e-04,1.072363194504930e-04,2.199353674634006e-08
3.441333887554261e+00,5.441134634351247e-04,1.109690316304369e-04,2.270564835300475e-08
3.505442462974222e+00,5.632849315059704e-04,1.148250371850842e-04,2.343799397484917e-08
3.570745316420282e+00,5.831039014536880e-04,1.188080003873334e-04,2.419096187827406e-08
3.637264696086140e+00,6.035905412367888e-04,1.229216679546806e-04,2.496493371468738e-08
3.705023264626875e+00,6.247655391662625e-04,1.271698689981963e-04,2.576028306383777e-08
3.774044106879949e+00,6.466501099193763e-04,1.315565147901629e-04,2.657737385359803e-08
3.844350737730037e+00,6.692660000079248e-04,1.360855983333384e-04,2.741655864763729e-08
3.915967110120367e+00,6.926354926364863e-04,1.407611937135882e-04,2.827817679187551e-08
3.988917623213316e+00,7.167814118813038e-04,1.455874552163295e-04,2.916255241003527e-08
4.063227130703019e+00,7.417271261151619e-04,1.505686161858425e-04,3.006999223799383e-08
4.138920949282835e+00,7.674965505980329e-04,1.557089876050326e-04,3.100078328598652e-08
4.216024867270558e+00,7.941141491472868e-04,1.610129563716574e-04,3.195519031702388e-08
4.294565153394301e+00,8.216049347949037e-04,1.664849832453612e-04,3.293345312915230e-08
4.374568565742059e+00,8.499944693323444e-04,1.721296004380898e-04,3.393578362841300e-08
4.456062360877985e+00,8.793088616365099e-04,1.779514088185611e-04,3.496236267852975e-08
4.539074303128500e+00,9.095747646625319e-04,1.839550746994695e-04,3.601333671248575e-08
4.623632674041393e+00,9.408193709809355e-04,1.901453261739551e-04,3.708881409022201e-08
4.709766282021128e+00,9.730704067280078e-04,1.965269489656095e-04,3.818886118571168e-08
4.797504472143653e+00,1.006356123828900e-03,2.031047817538675e-04,3.931349818562311e-08
4.886877136154062e+00,1.040705290343139e-03,2.098837109340778e-04,4.046269458068379e-08
4.977914722650463e+00,1.076147178771661e-03,2.168686647688088e-04,4.163636432968699e-08
5.070648247457605e+00,1.112711552153359e-03,2.240646068840652e-04,4.283436067484805e-08
5.165109304193734e+00,1.150428647767178e-03,2.314765290609979e-04,4.405647058590115e-08
5.261330075034304e+00,1.189329158243149e-03,2.391094432704321e-04,4.530240880893935e-08
5.359343341676199e+00,1.229444209872322e-03,2.469683728940622e-04,4.657181149452568e-08
5.459182496506217e+00,1.270805337891203e-03,2.550583430724763e-04,4.786422937804078e-08
5.560881553977600e+00,1.313444458501114e-03,2.633843701162541e-04,4.917912048357913e-08
5.664475162198512e+00,1.357393837366715e-03,2.719514499122316e-04,5.051584232095001e-08
5.769998614736383e+00,1.402686054320736e-03,2.807645452526011e-04,5.187364354348436e-08
5.877487862642167e+00,1.449353963983694e-03,2.898285720098401e-04,5.325165503237706e-08
5.986979526698597e+00,1.497430651987978e-03,2.991483840754793e-04,5.464888037121164e-08
6.098510909896610e+00,1.546949386475048e-03,3.087287569754439e-04,5.606418567210362e-08
6.212120010144194e+00,1.597943564512598e-03,3.185743700690997e-04,5.749628871255908e-08
6.327845533211999e+00,1.650446653055266e-03,3.286897872331874e-04,5.894374733966661e-08
6.445726905920095e+00,1.704492124047755e-03,3.390794359255192e-04,6.040494709561419e-08
6.565804289570401e+00,1.760113383243011e-03,3.497475845166168e-04,6.187808801574337e-08
6.688118593629334e+00,1.817343692280204e-03,3.606983177703694e-04,6.336117054740568e-08
6.812711489665369e+00,1.876216083537729e-03,3.719355103472530e-04,6.485198053476905e-08
6.939625425546216e+00,1.936763267244981e-03,3.834627981956620e-04,6.634807321141690e-08
7.068903639900502e+00,1.999017530303382e-03,3.952835476884250e-04,6.784675613908550e-08
7.200590176848844e+00,2.063010626231716e-03,4.074008223525905e-04,6.934507102717960e-08
7.334729901009355e+00,2.128773655613299e-03,4.198173470310281e-04,7.083977436378525e-08
7.471368512782676e+00,2.196336936382658e-03,4.325354693042813e-04,7.232731678474284e-08
7.610552563921770e+00,2.265729863247124e-03,4.455571179903927e-04,7.380382110294783e-08
7.752329473391750e+00,2.336980755493871e-03,4.588837585290482e-04,7.526505891538864e-08
7.896747543525169e+00,2.410116692385350e-03,4.725163450443352e-04,7.670642570050139e-08
8.043855976478259e+00,2.485163335295578e-03,4.864552688676437e-04,7.812291431320229e-08
8.193704890993745e+00,2.562144735686194e-03,5.007003032886805e-04,7.950908677943186e-08
8.346345339475915e+00,2.641083127964385e-03,5.152505442882223e-04,8.085904428619639e-08
8.501829325383806e+00,2.721998706204553e-03,5.301043469910128e-04,8.216639525689900e-08
8.660209820948380e+00,2.804909383651707e-03,5.452592575610762e-04,8.342422139519778e-08
8.821540785219774e+00,2.889830533856802e-03,5.607119402446369e-04,8.462504157369090e-08
