# energy,pi_pi_pi0,pi_pi_a,mu_mu
8.985877182450746e+00,2.976774712222442e-03,5.764580992477130e-04,8.576077343638447e-08
9.153275000822582e+00,3.065751356661193e-03,5.924923951162581e-04,8.682269257612955e-08
9.323791271519848e+00,3.156766465987959e-03,6.088083552663880e-04,8.780138913999242e-08
9.497484088160494e+00,3.249822254582359e-03,6.253982782906794e-04,8.868672170683507e-08
9.674412626587911e+00,3.344916781766224e-03,6.422531316436824e-04,8.946776827221287e-08
9.854637165031699e+00,3.442043554245155e-03,6.593624422856117e-04,9.013277416608682e-08
1.003821910464401e+01,3.541191099861177e-03,6.767141798375425e-04,9.066909671901687e-08
1.022522099041846e+01,3.642342510795418e-03,6.942946317742855e-04,9.106314648379410e-08
1.041570653249874e+01,3.745474954245212e-03,7.120882701523597e-04,9.130032482423000e-08
1.060974062788419e+01,3.850559148478737e-03,7.300776093400229e-04,9.136529850986422e-08
1.080738938253971e+01,3.957558802041614e-03,7.482430541840580e-04,9.134916899131112e-08
1.100872013391758e+01,4.066430013753646e-03,7.665627380139494e-04,9.133244613891398e-08
1.121380147389882e+01,4.177120630989520e-03,7.850123695870128e-04,9.131510839284716e-08
1.142270327216195e+01,4.289569563584236e-03,8.035652920914159e-04,9.129713342537074e-08
1.163549669998701e+01,4.403706050542009e-03,8.221930292400977e-04,9.127849811439245e-08
1.185225425450316e+01,4.519448876555656e-03,8.408658968976253e-04,9.125917851617438e-08
1.207304978338786e+01,4.636705535161539e-03,8.595533978277639e-04,9.123914983715984e-08
1.229795851002621e+01,4.755371335162492e-03,8.782244713870606e-04,9.121838640489570e-08
1.252705705913906e+01,4.875328446747055e-03,8.968476191748072e-04,9.119686163802610e-08
1.276042348288840e+01,4.996444883516998e-03,9.153910641766781e-04,9.117454801533002e-08
1.299813728746921e+01,5.118573416406384e-03,9.338230543365408e-04,9.115141704377854e-08
1.324027946019659e+01,5.241550415232650e-03,9.521117694704607e-04,9.112743922558381e-08
1.348693249709753e+01,5.365194613363542e-03,9.702254256875794e-04,9.110258402421429e-08
1.373818043101671e+01,5.489305790711764e-03,9.881326791485558e-04,9.107681982934737e-08
1.399410886024588e+01,5.613663369981812e-03,1.005802275043697e-03,9.105011392073349e-08
1.425480497768650e+01,5.738024927011852e-03,1.023203446551881e-03,9.102243243094248e-08
1.452035760055574e+01,5.862126307200849e-03,1.040306030226154e-03,9.099374030696425e-08
1.479085720064587e+01,5.985687496184483e-03,1.057080131419456e-03,9.096400127063622e-08
1.506639593514727e+01,6.108422302922680e-03,1.073496980990675e-03,9.093317777786645e-08
1.534706767804573e+01,6.230042728877228e-03,1.089528085479249e-03,9.090123097662626e-08
1.563296805210460e+01,6.350261498956278e-03,1.105146247862479e-03,9.086812066368130e-08
1.592419446144277e+01,6.468793897352139e-03,1.120324886056216e-03,9.083380524003164e-08
1.622084612471949e+01,6.585359162033393e-03,1.135038775624089e-03,9.079824166503384e-08
1.652302410893747e+01,6.699681533639952e-03,1.149263608006110e-03,9.076138540917232e-08
1.683083136387560e+01,6.811491138348895e-03,1.162976681071742e-03,9.072319040545324e-08
1.714437275716323e+01,6.920525297560960e-03,1.176156308672205e-03,9.068360899939113e-08
1.746375511000770e+01,7.026529160564093e-03,1.188782950576761e-03,9.064259189755832e-08
1.778908723358765e+01,7.129255688746997e-03,1.200837958618024e-03,9.060008811466947e-08
1.812047996612405e+01,7.228466424487300e-03,1.212305572554373e-03,9.055604491917298e-08
1.845804621064203e+01,7.323933588538725e-03,1.223170867879204e-03,9.051040777731989e-08
1.880190097343607e+01,7.415439093413210e-03,1.233422210784320e-03,9.046312029568502e-08
1.915216140325180e+01,7.502774754112323e-03,1.243049688348443e-03,9.041412416211167e-08
1.950894683119765e+01,7.585745616753300e-03,1.252046340445957e-03,9.036335908505557e-08
1.987237881140016e+01,7.664167448187507e-03,1.260409888297452e-03,9.031076273130216e-08
2.024258116241647e+01,7.737868844954248e-03,1.268131905340980e-03,9.025627066203341e-08
2.061968000941842e+01,7.806693475940696e-03,1.275218806710569e-03,9.019981626722235e-08
2.100380382716246e+01,7.870496795407763e-03,1.281667681399583e-03,9.014133069833276e-08
2.139508348376000e+01,7.929152882563637e-03,1.287478597841831e-03,9.008074279930520e-08
2.179365228526324e+01,7.982547973776108e-03,1.292648460048544e-03,9.001797903581128e-08
2.219964602108152e+01,8.030589913350164e-03,1.297190715106645e-03,8.995296342276004e-08
2.261320301024377e+01,8.073200001305646e-03,1.301102252745961e-03,8.988561745004253e-08
2.303446414852273e+01,8.110323579965341e-03,1.304380629677491e-03,8.981586000650397e-08
2.346357295643717e+01,8.141921759605878e-03,1.307042587065272e-03,8.974360730213388e-08
2.390067562814815e+01,8.167983133466472e-03,1.309086115265591e-03,8.966877278846929e-08
2.434592108126636e+01,8.188514635799645e-03,1.310508368031817e-03,8.959126707720832e-08
2.479946100758721e+01,8.203559618690851e-03,1.311327809266600e-03,8.951099785703556e-08
2.526144992477106e+01,8.213162974469553e-03,1.311537638652757e-03,8.942786980866386e-08
2.573204522898628e+01,8.217439546285656e-03,1.311156073916059e-03,8.934178451810323e-08
2.621140724853293e+01,8.216462767227026e-03,1.310180850659564e-03,8.925264038816957e-08
2.669969929846538e+01,8.210328727864603e-03,1.308611795938786e-03,8.916033254825410e-08
2.719708773623258e+01,8.199134722037820e-03,1.306469881942470e-03,8.906475276237677e-08
2.770374201835477e+01,8.182990597994939e-03,1.303748642514157e-03,8.896578933555652e-08
2.821983475815604e+01,8.162000405170060e-03,1.300467663004793e-03,8.886332701853441e-08
2.874554178457242e+01,8.136219153588441e-03,1.296618757036447e-03,8.875724691089587e-08
2.928104220205548e+01,8.105851265107473e-03,1.292222534364102e-03,8.864742636264312e-08
2.982651845159186e+01,8.070952060790502e-03,1.287274541375257e-03,8.853373887428010e-08
3.038215637285955e+01,8.031631832343402e-03,1.281790360830081e-03,8.841605399547950e-08
3.094814526754213e+01,7.987937326941353e-03,1.275786231865056e-03,8.829423722241096e-08
3.152467796382231e+01,7.940066417206536e-03,1.269255418155445e-03,8.816814989382246e-08
3.211195088207727e+01,7.888077132390470e-03,1.262220450127847e-03,8.803764908597522e-08
3.271016410179737e+01,7.832025365425059e-03,1.254673827912738e-03,8.790258750654749e-08
3.331952142975189e+01,7.772101974603658e-03,1.246636902677211e-03,8.776281338763367e-08
3.394023046942439e+01,7.708350726855402e-03,1.238103841218260e-03,8.761817037798132e-08
3.457250269174175e+01,7.640814385026528e-03,1.229090055272803e-03,8.746849743462186e-08
3.521655350712064e+01,7.569671877435514e-03,1.219612257269599e-03,8.731362871407046e-08
3.587260233885630e+01,7.494922012966408e-03,1.209664163001715e-03,8.715339346328336e-08
3.654087269787841e+01,7.416742665049668e-03,1.199260992652497e-03,8.698761591058639e-08
3.722159225889956e+01,7.335127556279464e-03,1.188419274483104e-03,8.681611515680134e-08
3.791499293798233e+01,7.250247799912529e-03,1.177132184467366e-03,8.663870506682614e-08
3.862131097155140e+01,7.162096549596071e-03,1.165414534485560e-03,8.645519416194200e-08
3.934078699687748e+01,7.070839407609549e-03,1.153282731444949e-03,8.626538551315055e-08
4.007366613406064e+01,6.976468450961318e-03,1.140730207315640e-03,8.606907663586734e-08
4.082019806954092e+01,6.879146443118242e-03,1.127771529760014e-03,8.586605938632871e-08
4.158063714116462e+01,6.778868035808363e-03,1.114415059594516e-03,8.565611986010023e-08
4.235524242483526e+01,6.675792958109369e-03,1.100677944439587e-03,8.543903829310640e-08
4.314427782277889e+01,6.569923015440992e-03,1.086553074251621e-03,8.521458896563712e-08
4.394801215345353e+01,6.461376047974580e-03,1.072055742472623e-03,8.498254010982530e-08
4.476671924313362e+01,6.350278455071818e-03,1.057195197816389e-03,8.474265382112806e-08
4.560067801920063e+01,6.236638487637234e-03,1.041989916024349e-03,8.449468597438868e-08
4.645017260517145e+01,6.120584086313964e-03,1.026434482823882e-03,8.423838614510220e-08
4.731549241749725e+01,6.002250791700392e-03,1.010545392352988e-03,8.397349753655565e-08
4.819693226416539e+01,5.881656137329910e-03,9.943329865988409e-04,8.369975691356756e-08
4.909479244513839e+01,5.758929503922951e-03,9.778092465579540e-04,8.341689454360575e-08
5.000937885466384e+01,5.634212152601085e-03,9.609941900862969e-04,8.312463414612388e-08
5.094100308549025e+01,5.507542628589254e-03,9.438836348583055e-04,8.282269285101926e-08
5.188998253502444e+01,5.379066170923050e-03,9.264943592719006e-04,8.251078116718216e-08
5.285664051346642e+01,5.248906803677210e-03,9.088366319326660e-04,8.218860296218101e-08
5.384130635395874e+01,5.117222742020437e-03,8.909223102628131e-04,8.185585545420188e-08
5.484431552478787e+01,4.984069510481211e-03,8.727649320991540e-04,8.151222921744616e-08
5.586600974367571e+01,4.849602368141829e-03,8.543799015226683e-04,8.115740820227429e-08
5.690673709420027e+01,4.713956826594663e-03,8.357840926043730e-04,8.079106977147885e-08
5.796685214438512e+01,4.577272281985906e-03,8.169966561643229e-04,8.041288475416935e-08
5.904671606749812e+01,4.439690958619154e-03,7.980241286491985e-04,8.002251751885451e-08
6.014669676510037e+01,4.301384691985165e-03,7.788847910144451e-04,7.961962606742307e-08
6.126716899238761e+01,4.162487963823541e-03,7.595949244487583e-04,7.920386215184195e-08
6.240851448586642e+01,4.023159572467684e-03,7.401725517787817e-04,7.877487141551724e-08
6.357112209340907e+01,3.883605043443938e-03,7.206349750984242e-04,7.833229356140174e-08
6.475538790673103e+01,3.743965173808436e-03,7.009987006510972e-04,7.787576254907320e-08
6.596171539633647e+01,3.604428339223088e-03,6.812819680316613e-04,7.740490682316291e-08
6.719051554897769e+01,3.465186300114130e-03,6.615049169629464e-04,7.691934957567705e-08
6.844220700767511e+01,3.326429014874464e-03,6.416878799025541e-04,7.641870904492469e-08
6.971721621434598e+01,3.188353675560765e-03,6.218498348797145e-04,7.590259885395313e-08
7.101597755508980e+01,3.051164976156007e-03,6.020113320197905e-04,7.537062839158393e-08
7.233893350818052e+01,2.915066171576999e-03,5.821946028315382e-04,7.482240323935427e-08
7.368653479481551e+01,2.780268675702373e-03,5.624208250210850e-04,7.425752564788565e-08
7.505924053267296e+01,2.646981354068364e-03,5.427109829620562e-04,7.367559506644063e-08
7.645751839232979e+01,2.515418813361381e-03,5.230878123235068e-04,7.307620872967492e-08
7.788184475659351e+01,2.385791494816658e-03,5.035738704493408e-04,7.245896230585847e-08
7.933270488280236e+01,2.258311937031525e-03,4.841902957366999e-04,7.182345061112061e-08
8.081059306814876e+01,2.133187718885017e-03,4.649600551038563e-04,7.116926839457385e-08
8.231601281808264e+01,2.010608604526945e-03,4.459051604267681e-04,7.049601119948612e-08
8.384947701785227e+01,1.890809508394675e-03,4.270468071595729e-04,6.980327630601295e-08
8.541150810724000e+01,1.773976429734639e-03,4.084033737637478e-04,6.909066376135374e-08
8.700263825855382e+01,1.660303982041238e-03,3.900038585869089e-04,6.835777750358009e-08
8.862340955793449e+01,1.549974550747575e-03,3.718675982076509e-04,6.760422658578619e-08
9.027437419004021e+01,1.443157574535877e-03,3.540174009453530e-04,6.682962650763950e-08
9.195609462617173e+01,1.339975251745463e-03,3.364746623368552e-04,6.603360066186411e-08
9.366914381590226e+01,1.240641143832122e-03,3.192609147646764e-04,6.521578190367147e-08
9.541410538227693e+01,1.145262038502687e-03,3.023955187611459e-04,6.437581425166614e-08
9.719157382064896e+01,1.053958597479150e-03,2.858975049796342e-04,6.351335472929350e-08
9.900215470121965e+01,9.667905460304672e-04,2.697762759876460e-04,6.262807535647771e-08
1.008464648753518e+02,8.839043292980872e-04,2.540661479586673e-04,6.171966530170353e-08
1.027251326857258e+02,8.053278437221700e-04,2.387786182416631e-04,6.078783320544738e-08
1.046387981804126e+02,7.310940104255570e-04,2.239318290791660e-04,5.983230968654887e-08
1.065881133309312e+02,6.611692629389670e-04,2.095413713739239e-04,5.885285004384496e-08
1.085737422543728e+02,5.956106875735525e-04,1.956137621239326e-04,5.784923716615663e-08
1.105963614396587e+02,5.342977606226727e-04,1.821773543907687e-04,5.682128466454714e-08
1.126566599780161e+02,4.772275198807490e-04,1.692389290687544e-04,5.576884024162857e-08
1.147553397977455e+02,4.242681274204864e-04,1.568102715740299e-04,5.469178931362724e-08
1.168931159033637e+02,3.752659382490655e-04,1.448929234499127e-04,5.359005890188366e-08
1.190707166191984e+02,3.301781897069859e-04,1.335092219223625e-04,5.246362181151032e-08
1.212888838375256e+02,2.887984561628233e-04,1.226591470125673e-04,5.131250111601830e-08
1.235483732713238e+02,2.510689156309582e-04,1.123476852127846e-04,5.013677496789552e-08
1.258499547117424e+02,2.168089093442225e-04,1.025688525211513e-04,4.893658175634816e-08
1.281944122903617e+02,1.858238359125234e-04,9.333765100523026e-05,4.771212563472878e-08
1.305825447463424e+02,1.580433667395718e-04,8.464566714173628e-05,4.646368244155483e-08
1.330151656985483e+02,1.332180330180113e-04,7.648056177507793e-05,4.519160604049724e-08
1.354931039227423e+02,1.112235932983175e-04,6.884968709838451e-05,4.389633510626678e-08
1.380172036339413e+02,9.193114240472911e-05,6.173721463288530e-05,4.257840038498354e-08
1.405883247740372e+02,7.507605802391397e-05,5.512352992184272e-05,4.123843245935414e-08
1.432073433047696e+02,6.056773529899338e-05,4.900885211096741e-05,3.987717005084055e-08
1.458751515061619e+02,4.813353561824508e-05,4.337034832712415e-05,3.849546889295693e-08
1.485926582805123e+02,3.763540737180981e-05,3.818261043249655e-05,3.709431121191945e-08
1.513607894620523e+02,2.894136166650509e-05,3.344223587852836e-05,3.567481585306398e-08
1.541804881323690e+02,2.176092134694246e-05,2.911610564405990e-05,3.423824909378978e-08
1.570527149417082e+02,1.597569750567724e-05,2.519893457174352e-05,3.278603618624637e-08
1.599784484362588e+02,1.145223687205284e-05,2.166440366954217e-05,3.131977367560854e-08
1.629586853915383e+02,7.925294217996630e-06,1.848470941851599e-05,2.984124254254335e-08
1.659944411519842e+02,5.279159150652280e-06,1.565420341946120e-05,2.835242222142137e-08
1.690867499768770e+02,3.406302522521924e-06,1.313768816846277e-05,2.685550554891890e-08
1.722366653927020e+02,2.067483049081533e-06,1.092862112314335e-05,2.535291470096347e-08
1.754452605520803e+02,1.179248062756185e-06,8.991891765395317e-06,2.384731817944916e-08
1.787136285993815e+02,6.261731484701656e-07,7.320487978318650e-06,2.234164891384932e-08
1.820428830431523e+02,3.056414825944327e-07,5.879562035491407e-06,2.083912354675624e-08
1.854341581354778e+02,1.351610656699538e-07,4.662152332816540e-06,1.934326297652290e-08
1.888886092584156e+02,5.101121353444853e-08,3.633928521144088e-06,1.785791423455830e-08
1.924074133176231e+02,3.908706757203299e-08,2.781833680455516e-06,1.638727377947536e-08
1.959917691433228e+02,8.413223258718485e-09,2.092169357001175e-06,1.493591229519583e-08
1.996428978987326e+02,0.000000000000000e+00,1.533642694694389e-06,1.350880108532662e-08
2.033620434961095e+02,0.000000000000000e+00,1.099964807725849e-06,1.211134016161970e-08
2.071504730205380e+02,0.000000000000000e+00,7.608154238191298e-07,1.074938813016753e-08
2.110094771616198e+02,0.000000000000000e+00,5.075374398781948e-07,9.429293985145961e-09
2.149403706532005e+02,0.000000000000000e+00,3.290414235551999e-07,8.157930926460615e-09
2.189444927212882e+02,0.000000000000000e+00,1.996856171916444e-07,6.942732324558468e-09
2.230232075403214e+02,0.000000000000000e+00,1.140112159529466e-07,5.791729962988343e-09
2.271779046979288e+02,0.000000000000000e+00,6.463807988216299e-08,4.713594697040160e-09
2.314099996683553e+02,0.000000000000000e+00,3.197894976472820e-08,3.717679674980502e-09
2.357209342947000e+02,0.000000000000000e+00,1.378452680352741e-08,2.814066277069888e-09
2.401121772801448e+02,0.000000000000000e+00,8.122697022578828e-09,2.013612936679514e-09
2.445852246883271e+02,0.000000000000000e+00,3.538183323983844e-09,1.328007017419139e-09
2.491416004530409e+02,0.000000000000000e+00,5.686759337286184e-10,7.698199300145605e-10
2.537828568974261e+02,0.000000000000000e+00,0.000000000000000e+00,3.525656815591122e-10
2.585105752628375e+02,0.000000000000000e+00,0.000000000000000e+00,9.076304709659338e-11
2.633263662475576e+02,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
