# energy,mu_vm,pi_pi0,pi_pi_pi,pi0_e_ve,pi0_mu_vm,pi_pi0_pi0
5.458858186134753e-02,3.754611486900532e-07,9.237204574682943e-08,4.960269304977902e-08,0.000000000000000e+00,1.280732596964887e-08,5.383040780526736e-09
5.560551202031390e-02,3.895568894923700e-07,9.584140092653881e-08,5.146663272649117e-08,0.000000000000000e+00,1.328844271797350e-08,5.585314303271260e-09
5.664138656129118e-02,4.041813639054680e-07,9.944097660429974e-08,5.340058785846248e-08,0.000000000000000e+00,1.378762323316675e-08,5.795185453599421e-09
5.769655839898705e-02,4.193543788456938e-07,1.031756557942211e-07,5.540718693549064e-08,0.000000000000000e+00,1.430554517304919e-08,6.012939435309802e-09
5.877138702255383e-02,4.350964817349277e-07,1.070505043431386e-07,5.748915703883641e-08,0.000000000000000e+00,1.484291158594592e-08,6.238872148535733e-09
5.986623861806373e-02,4.514289881005591e-07,1.110707777608877e-07,5.964932753435598e-08,0.000000000000000e+00,1.540045186021168e-08,6.473290590343723e-09
6.098148619326578e-02,4.683740101993097e-07,1.152419283048577e-07,6.189063390369387e-08,0.000000000000000e+00,1.597892270916203e-08,6.716513270303242e-09
6.211750970466668e-02,4.859544867026064e-07,1.195696123282438e-07,6.421612171868118e-08,0.000000000000000e+00,1.657910919272471e-08,6.968870641585409e-09
6.327469618697920e-02,5.041942134825802e-07,1.240596979017576e-07,6.662895076427529e-08,0.000000000000000e+00,1.720182577717415e-08,7.230705548169049e-09
6.445343988498201e-02,5.231178755391874e-07,1.287182727189175e-07,6.913239931557448e-08,0.000000000000000e+00,1.784791743436200e-08,7.502373688753866e-09
6.565414238783589e-02,5.427510801104147e-07,1.335516522954089e-07,7.172986857464677e-08,0.000000000000000e+00,1.851826078190872e-08,7.784244098002728e-09
6.687721276590221e-02,5.631203910090687e-07,1.385663884733905e-07,7.442488727312431e-08,0.000000000000000e+00,1.921376526587518e-08,8.076699645758135e-09
6.812306771011009e-02,5.842533642312147e-07,1.437692782420213e-07,7.722111644673498e-08,0.000000000000000e+00,1.993537438748915e-08,8.380137554901753e-09
6.939213167391992e-02,6.061785848829691e-07,1.491673728858953e-07,8.012235438817273e-08,0.000000000000000e+00,2.068406697555953e-08,8.694969938550676e-09
7.068483701793145e-02,6.289257054740491e-07,1.547679874734997e-07,8.313254178494351e-08,0.000000000000000e+00,2.146085850627105e-08,9.021624357309853e-09
7.200162415718582e-02,6.525254856282253e-07,1.605787106982551e-07,8.625576704907005e-08,0.000000000000000e+00,2.226680247211451e-08,9.360544397326462e-09
7.334294171121170e-02,6.770098332626492e-07,1.666074150851552e-07,8.949627184579461e-08,0.000000000000000e+00,2.310299180177236e-08,9.712190269919920e-09
7.470924665686654e-02,7.024118472898931e-07,1.728622675765001e-07,9.285845682868019e-08,0.000000000000000e+00,2.397056033284552e-08,1.007703943358951e-08
7.610100448402522e-02,7.287658618985012e-07,1.793517405107101e-07,9.634688758878726e-08,0.000000000000000e+00,2.487068433937754e-08,1.045558723923145e-08
7.751868935416906e-02,7.561074924698557e-07,1.860846230087171e-07,9.996630082588554e-08,0.000000000000000e+00,2.580458411620310e-08,1.084834759942799e-08
7.896278426192883e-02,7.844736831912392e-07,1.930700327829589e-07,1.037216107499526e-07,0.000000000000000e+00,2.677352562222260e-08,1.125585368270240e-08
8.043378119963768e-02,8.139027564271606e-07,2.003174283845528e-07,1.076179157215216e-07,0.000000000000000e+00,2.777882218478172e-08,1.167865863366798e-08
8.193218132494906e-02,8.444344639132096e-07,2.078366219047882e-07,1.116605051397490e-07,0.000000000000000e+00,2.882183626741441e-08,1.211733632003178e-08
8.345849513157751e-02,8.761100398390501e-07,2.156377921476695e-07,1.158548665874077e-07,0.000000000000000e+00,2.990398130329043e-08,1.257248210745065e-08
8.501324262321996e-02,9.089722558895336e-07,2.237314982908465e-07,1.202066932423453e-07,0.000000000000000e+00,3.102672359679443e-08,1.304471366327309e-08
8.659695349071718e-02,9.430654783154082e-07,2.321286940529026e-07,1.247218915653027e-07,0.000000000000000e+00,3.219158429575231e-08,1.353467179023897e-08
8.821016729251541e-02,9.784357271076512e-07,2.408407423856234e-07,1.294065892743519e-07,0.000000000000000e+00,3.340014143691246e-08,1.404302129124824e-08
8.985343363848994e-02,1.015130737352111e-06,2.498794307105428e-07,1.342671436165895e-07,0.000000000000000e+00,3.465403206738457e-08,1.457045186635117e-08
9.152731237719304e-02,1.053200022843894e-06,2.592569867197681e-07,1.393101499481147e-07,0.000000000000000e+00,3.595495444483789e-08,1.511767904315465e-08
9.323237378659024e-02,1.092694942043765e-06,2.689860947618082e-07,1.445424506337284e-07,0.000000000000000e+00,3.730467031936261e-08,1.568544514188340e-08
9.496919876834969e-02,1.133668766461779e-06,2.790799128338802e-07,1.499711442782077e-07,0.000000000000000e+00,3.870500730000417e-08,1.627452027638000e-08
9.673837904575107e-02,1.176176751556394e-06,2.895520902029479e-07,1.556035953014496e-07,0.000000000000000e+00,4.015786130908965e-08,1.688570339237558e-08
9.854051736528126e-02,1.220276210240473e-06,3.004167856785551e-07,1.614474438702290e-07,0.000000000000000e+00,4.166519912757978e-08,1.751982334441125e-08
1.003762277019856e-01,1.266026589088826e-06,3.116886865613386e-07,1.675106161997836e-07,0.000000000000000e+00,4.322906103479647e-08,1.817774001284142e-08
1.022461354686444e-01,1.313489547345320e-06,3.233830282919882e-07,1.738013352389250e-07,0.000000000000000e+00,4.485156354599970e-08,1.886034546240267e-08
1.041508777288467e-01,1.362729038831065e-06,3.355156148262935e-07,1.803281317528796e-07,0.000000000000000e+00,4.653490225141130e-08,1.956856514388614e-08
1.060911034140331e-01,1.413811396858780e-06,3.481028397628602e-07,1.870998558185820e-07,0.000000000000000e+00,4.828135476041590e-08,2.030335914050797e-08
1.080674735445812e-01,1.466805422262194e-06,3.611617082510255e-07,1.941256887476853e-07,0.000000000000000e+00,5.009328375480417e-08,2.106572346063074e-08
1.100806614550113e-01,1.521782474653133e-06,3.747098597074982e-07,2.014151554531149e-07,0.000000000000000e+00,5.197314015506318e-08,2.185669137854924e-08
1.121313530233854e-01,1.578816567023019e-06,3.887655913712765e-07,2.089781372755675e-07,0.000000000000000e+00,5.392346640386413e-08,2.267733482511703e-08
1.142202469049817e-01,1.637984463809520e-06,4.033478827274527e-07,2.168248852869639e-07,0.000000000000000e+00,5.594689987104852e-08,2.352876583005486e-08
1.163480547703204e-01,1.699365782553440e-06,4.184764208316221e-07,2.249660340884843e-07,0.000000000000000e+00,5.804617638456909e-08,2.441213801784973e-08
1.185155015476250e-01,1.763043099275299e-06,4.341716265677456e-07,2.334126161214583e-07,0.000000000000000e+00,6.022413389200287e-08,2.532864815922291e-08
1.207233256698000e-01,1.829102057705589e-06,4.504546818734892e-07,2.421760765100567e-07,0.000000000000000e+00,6.248371625742077e-08,2.627953778021763e-08
1.229722793260089e-01,1.897631482507436e-06,4.673475579682952e-07,2.512682884554179e-07,0.000000000000000e+00,6.482797719857082e-08,2.726609483103203e-08
1.252631287179402e-01,1.968723496635262e-06,4.848730446206850e-07,2.607015692015647e-07,0.000000000000000e+00,6.726008436951154e-08,2.828965541680067e-08
1.275966543208457e-01,2.042473642977993e-06,5.030547804926103e-07,2.704886965942087e-07,0.000000000000000e+00,6.978332359401594e-08,2.935160559260811e-08
1.299736511494435e-01,2.118981010440668e-06,5.219172846000116e-07,2.806429262543095e-07,0.000000000000000e+00,7.240110325525942e-08,3.045338322510135e-08
1.323949290287729e-01,2.198348364623574e-06,5.414859889301405e-07,2.911780093890565e-07,0.000000000000000e+00,7.511695884750243e-08,3.159647992315423e-08
1.348613128700960e-01,2.280682283263619e-06,5.617872722576538e-07,3.021082112637624e-07,0.000000000000000e+00,7.793455769568446e-08,3.278244304012612e-08
1.373736429519388e-01,2.366093296608381e-06,5.828484952029679e-07,3.134483303590208e-07,0.000000000000000e+00,8.085770384905889e-08,3.401287775034997e-08
1.399327752063676e-01,2.454696032899184e-06,6.046980365779238e-07,3.252137182383616e-07,0.000000000000000e+00,8.389034315521645e-08,3.528944920258018e-08
1.425395815105991e-01,2.546609369145651e-06,6.273653310653950e-07,3.374203001525591e-07,0.000000000000000e+00,8.703656852107533e-08,3.661388475323047e-08
1.451949499840419e-01,2.641956587380506e-06,6.508809082811400e-07,3.500845964076962e-07,0.000000000000000e+00,9.030062536764850e-08,3.798797628233422e-08
1.478997852908725e-01,2.740865536589946e-06,6.752764332678972e-07,3.632237445250819e-07,0.000000000000000e+00,9.368691728564544e-08,3.941358259526683e-08
1.506550089482475e-01,2.843468800521547e-06,7.005847484734973e-07,3.768555222221242e-07,0.000000000000000e+00,9.720001189921482e-08,4.089263191337885e-08
1.534615596402577e-01,2.949903871578703e-06,7.268399172665871e-07,3.909983712443356e-07,0.000000000000000e+00,1.008446469453984e-07,4.242712445680387e-08
1.563203935377306e-01,3.060313331017738e-06,7.540772690454637e-07,4.056714220797295e-07,0.000000000000000e+00,1.046257365771331e-07,4.401913512282281e-08
1.592324846239907e-01,3.174845035671221e-06,7.823334459974504e-07,4.208945195880026e-07,0.000000000000000e+00,1.085483778979221e-07,4.567081626328792e-08
1.621988250266884e-01,3.293652311428648e-06,8.116464515682878e-07,4.366882495780784e-07,0.000000000000000e+00,1.126178577365778e-07,4.738440056473827e-08
1.652204253558104e-01,3.416894153713582e-06,8.420557007030826e-07,4.530739663687860e-07,0.000000000000000e+00,1.168396596707463e-07,4.916220403496722e-08
1.682983150479869e-01,3.544735435204408e-06,8.736020719225286e-07,4.700738213687303e-07,0.000000000000000e+00,1.212194713082249e-07,5.100662909994091e-08
1.714335427172132e-01,3.677347121054339e-06,9.063279613003334e-07,4.877107927126873e-07,0.000000000000000e+00,1.257631918354094e-07,5.292016781510460e-08
1.746271765121044e-01,3.814906491874833e-06,9.402773384101002e-07,5.060087159932233e-07,0.000000000000000e+00,1.304769398425329e-07,5.490540519526140e-08
1.778803044798057e-01,3.957597374755674e-06,9.754958043122806e-07,5.249923161276281e-07,0.000000000000000e+00,1.353670614357063e-07,5.696502266735712e-08
1.811940349366820e-01,4.105610382603992e-06,1.012030651654288e-06,5.446872404016945e-07,0.000000000000000e+00,1.404401386461174e-07,5.910180165066197e-08
1.845694968459130e-01,4.259143162094177e-06,1.049930926959395e-06,5.651200927333765e-07,0.000000000000000e+00,1.457029981471143e-07,6.131862726899991e-08
1.880078402021224e-01,4.418400650530196e-06,1.089247495182674e-06,5.863184692009072e-07,0.000000000000000e+00,1.511627202902789e-07,6.361849219984475e-08
1.915102364231726e-01,4.583595341932157e-06,1.130033106614921e-06,6.083109948815503e-07,0.000000000000000e+00,1.568266484719788e-07,6.600450066527409e-08
1.950778787492576e-01,4.754947562669113e-06,1.172342466218357e-06,6.311273620488402e-07,0.000000000000000e+00,1.627023988423010e-07,6.847987256995116e-08
1.987119826494319e-01,4.932685756970997e-06,1.216232305480738e-06,6.547983697778528e-07,0.000000000000000e+00,1.687978703686754e-07,7.104794779148995e-08
2.024137862357107e-01,5.117046782663448e-06,1.261761456877517e-06,6.793559650098530e-07,0.000000000000000e+00,1.751212552669386e-07,7.371219062875066e-08
2.061845506848860e-01,5.308276217480745e-06,1.308990931034793e-06,7.048332851294814e-07,0.000000000000000e+00,1.816810498130266e-07,7.647619441380926e-08
2.100255606682000e-01,5.506628676323740e-06,1.357983996688945e-06,7.312647021095651e-07,0.000000000000000e+00,1.884860655489465e-07,7.934368629355255e-08
2.139381247890229e-01,5.712368139841630e-06,1.408806263542134e-06,7.586858682805884e-07,0.000000000000000e+00,1.955454408971595e-07,8.231853218705932e-08
2.179235760286844e-01,5.925768294728966e-06,1.461525768116264e-06,7.871337637839053e-07,0.000000000000000e+00,2.028686531979849e-07,8.540474192514921e-08
2.219832722006102e-01,6.147112886141851e-06,1.516213062711471e-06,8.166467457698814e-07,0.000000000000000e+00,2.104655311851609e-07,8.860647457870829e-08
2.261185964129192e-01,6.376696082650535e-06,1.572941307578829e-06,8.472645994043310e-07,0.000000000000000e+00,2.183462679152046e-07,9.192804398263281e-08
2.303309575396379e-01,6.614822854159095e-06,1.631786366420679e-06,8.790285907488696e-07,0.000000000000000e+00,2.265214341667678e-07,9.537392446247802e-08
2.346217907006933e-01,6.861809363236630e-06,1.692826905335830e-06,9.119815215831363e-07,0.000000000000000e+00,2.350019923267374e-07,9.894875677114819e-08
2.389925577508476e-01,7.117983370318875e-06,1.756144495330847e-06,9.461677862392511e-07,0.000000000000000e+00,2.437993107804096e-07,1.026573542432244e-07
2.434447477777411e-01,7.383684653253554e-06,1.821823718522697e-06,9.816334305213649e-07,0.000000000000000e+00,2.529251788236614e-07,1.065047091747943e-07
2.479798776092130e-01,7.659265441678126e-06,1.889952278162282e-06,1.018426212785745e-06,0.000000000000000e+00,2.623918221156599e-07,1.104959994369270e-07
2.525994923300739e-01,7.945090866733801e-06,1.960621112612678e-06,1.056595667259506e-06,0.000000000000000e+00,2.722119186912851e-07,1.146365953312220e-07
2.573051658085038e-01,8.241539426635700e-06,2.033924513420409e-06,1.096193169678840e-06,0.000000000000000e+00,2.823986155530934e-07,1.189320666961574e-07
2.620985012322582e-01,8.549003468635480e-06,2.109960247622673e-06,1.137272005330491e-06,0.000000000000000e+00,2.929655458633334e-07,1.233881902732722e-07
2.669811316548611e-01,8.867889687929111e-06,2.188829684438174e-06,1.179887439583101e-06,0.000000000000000e+00,3.039268467572130e-07,1.280109573425288e-07
2.719547205519752e-01,9.198619644080201e-06,2.270637926494168e-06,1.224096790998184e-06,0.000000000000000e+00,3.152971777993473e-07,1.328065816365368e-07
2.770209623881347e-01,9.541630295546349e-06,2.355493945747277e-06,1.269959507113565e-06,0.000000000000000e+00,3.270917401060521e-07,1.377815075436505e-07
2.821815831940372e-01,9.897374552914436e-06,2.443510724260876e-06,1.317537242995418e-06,0.000000000000000e+00,3.393262961569155e-07,1.429424186103078e-07
2.874383411545894e-01,1.026632185146916e-05,2.534805400007196e-06,1.366893942658388e-06,0.000000000000000e+00,3.520171903198712e-07,1.482962463533368e-07
2.927930272079074e-01,1.064895874373804e-05,2.629499417867754e-06,1.418095923456768e-06,0.000000000000000e+00,3.651813701148141e-07,1.538501793933312e-07
2.982474656554760e-01,1.104578951267545e-05,2.727718686011381e-06,1.471211963553276e-06,0.000000000000000e+00,3.788364082416251e-07,1.596116729205779e-07
3.038035147836747e-01,1.145733680616864e-05,2.829593737834981e-06,1.526313392575727e-06,0.000000000000000e+00,3.930005253993598e-07,1.655884585054279e-07
3.094630674968815e-01,1.188414229356812e-05,2.935259899658070e-06,1.583474185575675e-06,0.000000000000000e+00,4.076926139242209e-07,1.717885542653989e-07
3.152280519623720e-01,1.232676734496652e-05,3.044857464368381e-06,1.642771060407145e-06,0.000000000000000e+00,4.229322622748773e-07,1.782202754017377e-07
3.211004322672309e-01,1.278579373397072e-05,3.158531871222058e-06,1.704283578647560e-06,0.000000000000000e+00,4.387397803946193e-07,1.848922451185986e-07
3.270822090875021e-01,1.326182436473395e-05,3.276433892008551e-06,1.768094250187293e-06,0.000000000000000e+00,4.551362259808291e-07,1.918134059384531e-07
3.331754203698039e-01,1.375548402403682e-05,3.398719823796954e-06,1.834288641618595e-06,0.000000000000000e+00,4.721434316932332e-07,1.989930314278116e-07
3.393821420256426e-01,1.426742015922868e-05,3.525551688487422e-06,1.902955488559147e-06,0.000000000000000e+00,4.897840333334589e-07,2.064407383478217e-07
3.457044886386594e-01,1.479830368286398e-05,3.657097439398307e-06,1.974186812050149e-06,0.000000000000000e+00,5.080814990294550e-07,2.141664992448042e-07
3.521446141850537e-01,1.534882980489183e-05,3.793531175126971e-06,2.048078039173691e-06,0.000000000000000e+00,5.270601594594473e-07,2.221806554963057e-07
3.587047127674264e-01,1.591971889328068e-05,3.935033360929590e-06,2.124728128039049e-06,0.000000000000000e+00,5.467452391512292e-07,2.304939308287744e-07
3.653870193622942e-01,1.651171736398493e-05,4.081791057872899e-06,2.204239697292719e-06,0.000000000000000e+00,5.671628888937236e-07,2.391174453235139e-07
3.721938105815298e-01,1.712559860118455e-05,4.233998160018694e-06,2.286719160312260e-06,0.000000000000000e+00,5.883402192989740e-07,2.480627299281359e-07
3.791274054479862e-01,1.776216390875434e-05,4.391855639909837e-06,2.372276864249459e-06,0.000000000000000e+00,6.103053355539147e-07,2.573417414913131e-07
3.861901661855704e-01,1.842224349394514e-05,4.555571802634807e-06,2.461027234093961e-06,0.000000000000000e+00,6.330873734025636e-07,2.669668783392363e-07
3.933844990240357e-01,1.910669748428503e-05,4.725362548756182e-06,2.553088921934319e-06,0.000000000000000e+00,6.567165364005377e-07,2.769509964127999e-07
4.007128550187657e-01,1.981641697873508e-05,4.901451646397132e-06,2.648584961599343e-06,0.000000000000000e+00,6.812241344851472e-07,2.873074259851720e-07
4.081777308858313e-01,2.055232513416084e-05,5.084071012788717e-06,2.747642928868875e-06,0.000000000000000e+00,7.066426239056879e-07,2.980499889800762e-07
4.157816698526021e-01,2.131537828820781e-05,5.273461005589937e-06,2.850395107449395e-06,0.000000000000000e+00,7.330056485599204e-07,3.091930169117759e-07
4.235272625242061e-01,2.210656711969625e-05,5.469870724301589e-06,2.956978660916453e-06,0.000000000000000e+00,7.603480827842128e-07,3.207513694684630e-07
4.314171477661288e-01,2.292691784767842e-05,5.673558322104492e-06,3.067535810832696e-06,0.000000000000000e+00,7.887060756462533e-07,3.327404537614636e-07
4.394540136032549e-01,2.377749347032877e-05,5.884791328462297e-06,3.182214021257162e-06,0.000000000000000e+00,8.181170967907789e-07,3.451762442634257e-07
4.476405981356587e-01,2.465939504486583e-05,6.103846982838815e-06,3.301166189868714e-06,0.000000000000000e+00,8.486199838903069e-07,3.580753034594043e-07
4.559796904714540e-01,2.557376300973230e-05,6.331012579890046e-06,3.424550845933929e-06,0.000000000000000e+00,8.802549917544537e-07,3.714548032355578e-07
4.644741316770223e-01,2.652177855028815e-05,6.566585826501111e-06,3.552532355357215e-06,0.000000000000000e+00,9.130638431530426e-07,3.853325470309749e-07
4.731268157449433e-01,2.750466500929954e-05,6.810875211048919e-06,3.685281133058953e-06,0.000000000000000e+00,9.470897814098773e-07,3.997269927789801e-07
4.819406905799560e-01,2.852368934353465e-05,7.064200385281905e-06,3.822973862935370e-06,0.000000000000000e+00,9.823776248257780e-07,4.146572766651311e-07
4.909187590032879e-01,2.958016362780531e-05,7.326892559219078e-06,3.965793725662227e-06,0.000000000000000e+00,1.018973822991196e-06,4.301432377299998e-07
5.000640797756943e-01,3.067544660782156e-05,7.599294909481624e-06,4.113930634612959e-06,0.000000000000000e+00,1.056926515050535e-06,4.462054433457327e-07
5.093797686395544e-01,3.181094530325331e-05,7.881763001481398e-06,4.267581480170611e-06,0.000000000000000e+00,1.096285589982131e-06,4.628652155963246e-07
5.188689993803818e-01,3.298811666242153e-05,8.174665225902204e-06,4.426950382722085e-06,0.000000000000000e+00,1.137102748959688e-06,4.801446585924975e-07
5.285350049081097e-01,3.420846927006720e-05,8.478383249921091e-06,4.592248954632371e-06,0.000000000000000e+00,1.179431569862905e-06,4.980666867530589e-07
5.383810783585185e-01,3.547356510967362e-05,8.793312483628674e-06,4.763696571506117e-06,0.000000000000000e+00,1.223327574006957e-06,5.166550540856269e-07
5.484105742151837e-01,3.678502138184323e-05,9.119862562119385e-06,4.941520653053634e-06,0.000000000000000e+00,1.268848295162474e-06,5.359343845006561e-07
5.586269094523219e-01,3.814451238025453e-05,9.458457843734320e-06,5.125956953888521e-06,0.000000000000000e+00,1.316053350939698e-06,5.559302031937549e-07
5.690335646989291e-01,3.955377142675039e-05,9.809537924951746e-06,5.317249864594612e-06,0.000000000000000e+00,1.365004516612541e-06,5.766689691323914e-07
5.796340854246053e-01,4.101459286713079e-05,1.017355817243226e-05,5.515652723410392e-06,0.000000000000000e+00,1.415765801460406e-06,5.981781086842053e-07
5.904320831474685e-01,4.252883412924625e-05,1.055099027273803e-05,5.721428138890067e-06,0.000000000000000e+00,1.468403527707694e-06,6.204860504252944e-07
6.014312366645733e-01,4.409841784500891e-05,1.094232280025795e-05,5.934848323911795e-06,0.000000000000000e+00,1.522986412143178e-06,6.436222611680389e-07
6.126352933052480e-01,4.572533403795690e-05,1.134806180388278e-05,6.156195441414856e-06,0.000000000000000e+00,1.579585650503551e-06,6.676172832492186e-07
6.240480702077827e-01,4.741164237802720e-05,1.176873141298720e-05,6.385761962259619e-06,0.000000000000000e+00,1.638275004707741e-06,6.925027731204550e-07
6.356734556198996e-01,4.915947450520615e-05,1.220487446328762e-05,6.623851035616094e-06,0.000000000000000e+00,1.699130893030835e-06,7.183115412842400e-07
6.475154102234496e-01,5.097103642374229e-05,1.265705314315774e-05,6.870776872299339e-06,0.000000000000000e+00,1.762232483308740e-06,7.450775936201621e-07
6.595779684837870e-01,5.284861096861766e-05,1.312584966099556e-05,7.126865141482702e-06,0.000000000000000e+00,1.827661789267054e-06,7.728361741472393e-07
