# energy,mu_vm,pi_pi0,pi_pi_pi,pi0_e_ve,pi0_mu_vm,pi_pi0_pi0
6.718652400242824e-01,5.479456034598210e-05,1.361186693424866e-05,7.392453381232927e-06,0.000000000000000e+00,1.895503770069946e-06,8.016238092696533e-07
6.843814110264393e-01,5.681132874926288e-05,1.411572930071611e-05,7.667891423324407e-06,0.000000000000000e+00,1.965846433187219e-06,8.314783535545701e-07
6.971307456560963e-01,5.890144505266443e-05,1.463808325275806e-05,7.953541832803634e-06,0.000000000000000e+00,2.038780940680138e-06,8.624390370921560e-07
7.101175875161956e-01,6.106752558377370e-05,1.517959819505565e-05,8.249780362788720e-06,0.000000000000000e+00,2.114401719008956e-06,8.945465144893627e-07
7.233463611266158e-01,6.331227697698263e-05,1.574096722657567e-05,8.556996425003217e-06,0.000000000000000e+00,2.192806572467558e-06,9.278429155505279e-07
7.368215734315737e-01,6.563849910943223e-05,1.632290794740616e-05,8.875593576558057e-06,0.000000000000000e+00,2.274096800352991e-06,9.623718976993804e-07
7.505478153351058e-01,6.804908812117018e-05,1.692616329113970e-05,9.205990023510167e-06,0.000000000000000e+00,2.358377317980136e-06,9.981787001985562e-07
7.645297632651551e-01,7.054703952119829e-05,1.755150238349232e-05,9.548619141741715e-06,0.000000000000000e+00,2.445756781654160e-06,1.035310200224344e-06
7.787721807667950e-01,7.313545138106234e-05,1.819972142785636e-05,9.903930015719296e-06,0.000000000000000e+00,2.536347717715831e-06,1.073814970855944e-06
7.932799201251336e-01,7.581752761761196e-05,1.887164461849499e-05,1.027238799570818e-05,0.000000000000000e+00,2.630266655777166e-06,1.113743341040203e-06
8.080579240184512e-01,7.859658136652146e-05,1.956812508209580e-05,1.065447527403293e-05,0.000000000000000e+00,2.727634266267268e-06,1.155147457594411e-06
8.231112272021335e-01,8.147603844812500e-05,2.029004584840941e-05,1.105069148099193e-05,0.000000000000000e+00,2.828575502410604e-06,1.198081349311469e-06
8.384449582239748e-01,8.445944092706991e-05,2.103832085070660e-05,1.146155430105015e-05,0.000000000000000e+00,2.933219746762242e-06,1.242600993233413e-06
8.540643411714363e-01,8.755045076723715e-05,2.181389595679522e-05,1.188760010995137e-05,0.000000000000000e+00,3.041700962426886e-06,1.288764383161066e-06
8.699746974514544e-01,9.075285358331536e-05,2.261775003134373e-05,1.232938463340839e-05,0.000000000000000e+00,3.154157849090819e-06,1.336631600469300e-06
8.861814476034026e-01,9.407056249033850e-05,2.345089603026359e-05,1.278748362804692e-05,0.000000000000000e+00,3.270734003997925e-06,1.386264887299226e-06
9.026901131458294e-01,9.750762205241851e-05,2.431438212790714e-05,1.326249358529683e-05,0.000000000000000e+00,3.391578088003205e-06,1.437728722200371e-06
9.195063184575989e-01,1.010682123318083e-04,2.520929287784004e-05,1.375503245894244e-05,0.000000000000000e+00,3.516843996839132e-06,1.491089898297815e-06
9.366357926940742e-01,1.047566530393247e-04,2.613675040794909e-05,1.426574041706125e-05,0.000000000000000e+00,3.646691037732110e-06,1.546417604060969e-06
9.540843717389972e-01,1.085774077870468e-04,2.709791565064614e-05,1.479528061909922e-05,0.000000000000000e+00,3.781284111508183e-06,1.603783506752669e-06
9.718580001927318e-01,1.125350884440704e-04,2.809398960892752e-05,1.534434001884906e-05,0.000000000000000e+00,3.920793900328834e-06,1.663261838638997e-06
9.899627333975437e-01,1.166344595959588e-04,2.912621465904465e-05,1.591363019411669e-05,0.000000000000000e+00,4.065397061199137e-06,1.724929486042197e-06
1.008404739500611e+00,1.208804431083645e-04,3.019587589053647e-05,1.650388820387970e-05,0.000000000000000e+00,4.215276425392180e-06,1.788866081320867e-06
1.027190301555464e+00,1.252781227951255e-04,3.130430248436676e-05,1.711587747376049e-05,0.000000000000000e+00,4.370621203934634e-06,1.855154097863531e-06
1.046325819662579e+00,1.298327491909399e-04,3.245286912989985e-05,1.775038871065599e-05,0.000000000000000e+00,4.531627199299618e-06,1.923878948183526e-06
1.065817813149838e+00,1.345497444285124e-04,3.364299748143562e-05,1.840824084738435e-05,0.000000000000000e+00,4.698497023453699e-06,1.995129085205007e-06
1.085672922793620e+00,1.394347072198304e-04,3.487615765501024e-05,1.909028201822820e-05,6.631913454126199e-08,4.871440322405493e-06,2.068996106831782e-06
1.105897913081264e+00,1.444934179409726e-04,3.615386976615055e-05,1.979739056627306e-05,6.985750853478376e-08,5.050674007403725e-06,2.145574863892403e-06
1.126499674515675e+00,1.497318438195718e-04,3.747770550924947e-05,2.053047608345794e-05,7.346179886291292e-08,5.236422492932561e-06,2.224963571556897e-06
1.147485225962871e+00,1.551561442237521e-04,3.884928977920450e-05,2.129048048427405e-05,7.713323348040385e-08,5.428917941651894e-06,2.307263924322162e-06
1.168861717043257e+00,1.607726760510240e-04,4.027030233593376e-05,2.207837911406605e-05,8.087306321756795e-08,5.628400516429538e-06,2.392581214664925e-06
1.190636430567444e+00,1.665879992152688e-04,4.174247951235109e-05,2.289518189290822e-05,8.468256220642250e-08,5.835118639611419e-06,2.481024455462743e-06
1.212816785017455e+00,1.726088822295420e-04,4.326761596634489e-05,2.374193449604580e-05,8.856302831477758e-08,6.049329259674399e-06,2.572706506285296e-06
1.235410337074138e+00,1.788423078820105e-04,4.484756647726407e-05,2.461971957190949e-05,9.251578358841008e-08,6.271298125404587e-06,2.667744203659717e-06
1.258424784191678e+00,1.852954790018751e-04,4.648424778736787e-05,2.552965799872775e-05,9.654217470147468e-08,6.501300067741731e-06,2.766258495415286e-06
1.281867967220058e+00,1.919758243116314e-04,4.817964048864410e-05,2.647291018077824e-05,1.006435734153059e-07,6.739619289427334e-06,2.868374579214265e-06
1.305747873076378e+00,1.988910043614881e-04,4.993579095534190e-05,2.745067738533531e-05,1.048213770457666e-07,6.986549662590876e-06,2.974222045376956e-06
1.330072637465940e+00,2.060489175411793e-04,5.175481332250192e-05,2.846420312138567e-05,1.090770089393034e-07,7.242395034404460e-06,3.083935024110399e-06
1.354850547654018e+00,2.134577061637827e-04,5.363889151069398e-05,2.951477456119857e-05,1.134119189578699e-07,7.507469540931496e-06,3.197652337251206e-06
1.380090045289274e+00,2.211257626154772e-04,5.559028129709528e-05,3.060372400585004e-05,1.178275839728836e-07,7.782097929289690e-06,3.315517654634095e-06
1.405799729279758e+00,2.290617355644531e-04,5.761131243295504e-05,3.173243039581317e-05,1.223255083683861e-07,8.066615888242470e-06,3.437679655198537e-06
1.431988358722495e+00,2.372745362213943e-04,5.970439080739606e-05,3.290232086773665e-05,1.269072245535737e-07,8.361370387325731e-06,3.564292192946666e-06
1.458664855887643e+00,2.457733446431176e-04,6.187200065740114e-05,3.411487235854466e-05,1.315742934848791e-07,8.666720024609261e-06,3.695514467866175e-06
1.485838309258242e+00,2.545676160700487e-04,6.411670682371771e-05,3.537161325799852e-05,1.363283051977771e-07,8.983035383182915e-06,3.831511201932234e-06
1.513517976626597e+00,2.636670872872306e-04,6.644115705228983e-05,3.667412511086697e-05,1.411708793484977e-07,9.310699396447831e-06,3.972452820302690e-06
1.541713288248333e+00,2.730817829975253e-04,6.884808434069161e-05,3.802404436985721e-05,1.461036657658313e-07,9.650107722281960e-06,4.118515637820641e-06
1.570433850055216e+00,2.828220221945417e-04,7.134030932889010e-05,3.942306420046107e-05,1.511283450132126e-07,1.000166912613667e-05,4.269882050938239e-06
1.599689446927822e+00,2.928984245216177e-04,7.392074273350320e-05,4.087293633887125e-05,1.562466289612760e-07,1.036580587310773e-05,4.426740735174947e-06
1.629490046029170e+00,3.033219166018932e-04,7.659238782454729e-05,4.237547300412081e-05,1.614602613710774e-07,1.074295412900889e-05,4.589286848222488e-06
1.659845800200463e+00,3.141037383231284e-04,7.935834294347876e-05,4.393254886559401e-05,1.667710184881804e-07,1.113356437045966e-05,4.757722238807661e-06
1.690767051420083e+00,3.252554490594337e-04,8.222180406113134e-05,4.554610306704961e-05,1.721807096478098e-07,1.153810180398092e-05,4.932255661422427e-06
1.722264334327027e+00,3.367889338104916e-04,8.518606737392920e-05,4.721814130828669e-05,1.776911778912787e-07,1.195704679407174e-05,5.113102997028852e-06
1.754348379809978e+00,3.487164092371512e-04,8.825453193651792e-05,4.895073798556906e-05,1.833043005938989e-07,1.239089530021942e-05,5.300487479843935e-06
1.787030118663242e+00,3.610504295704507e-04,9.143070232869785e-05,5.074603839190622e-05,1.890219901045884e-07,1.284015932277060e-05,5.494639930306655e-06
1.820320685310782e+00,3.738038923691831e-04,9.471819135426639e-05,5.260626097826712e-05,1.948461943973947e-07,1.330536735756558e-05,5.695798994326137e-06
1.854231421599640e+00,3.869900440990338e-04,9.812072276907529e-05,5.453369967677661e-05,2.007788977351547e-07,1.378706485920971e-05,5.904211388905925e-06
1.888773880664012e+00,4.006224855040921e-04,1.016421340352873e-04,5.653072628691259e-05,2.068221213455185e-07,1.428581471282501e-05,6.120132154234916e-06
1.923959830861323e+00,4.147151767391661e-04,1.052863790984680e-04,5.859979292568616e-05,2.129779241095662e-07,1.480219771409181e-05,6.343824912330505e-06
1.959801259781609e+00,4.292824422287864e-04,1.090575311837742e-04,6.074343454274526e-05,2.192484032632537e-07,1.533681305735415e-05,6.575562132313567e-06
1.996310378331607e+00,4.443389752160691e-04,1.129597856070998e-04,6.296427150129267e-05,2.256356951119246e-07,1.589027883152353e-05,6.815625402388489e-06
2.033499624894915e+00,4.598998419617158e-04,1.169974625966045e-04,6.526501222565653e-05,2.321419757581344e-07,1.646323252347321e-05,7.064305708594247e-06
2.071381669569658e+00,4.759804855503368e-04,1.211750101195898e-04,6.764845591628835e-05,2.387694618430316e-07,1.705633152856936e-05,7.321903720384291e-06
2.109969418485096e+00,4.925967292579815e-04,1.254970067091873e-04,7.011749533289506e-05,2.455204113015513e-07,1.767025366793616e-05,7.588730083084031e-06
2.149276018198644e+00,5.097647794312433e-04,1.299681642847862e-04,7.267511964633241e-05,2.523971241316761e-07,1.830569771199840e-05,7.865105717264692e-06
2.189314860174807e+00,5.275012278245576e-04,1.345933309595599e-04,7.532441735980335e-05,2.594019431780288e-07,1.896338390978734e-05,8.151362125061246e-06
2.230099585347552e+00,5.458230533382990e-04,1.393774938278306e-04,7.806857929980593e-05,2.677094172230247e-07,1.964405452343407e-05,8.447841703449971e-06
2.271644088767673e+00,5.647476230960349e-04,1.443257817243571e-04,8.091090167717170e-05,2.798313209150758e-07,2.034847436720745e-05,8.754898064487769e-06
2.313962524336728e+00,5.842926927947269e-04,1.494434679469201e-04,8.385478921841588e-05,2.921790434327531e-07,2.107743135038173e-05,9.072896362500565e-06
2.357069309629170e+00,6.044764062568499e-04,1.547359729328325e-04,8.690375836749427e-05,3.047567915527564e-07,2.183173702314201e-05,9.402213628192251e-06
2.400979130804304e+00,6.253172941082207e-04,1.602088668791844e-04,9.006144055791748e-05,3.175688504197874e-07,2.261222712465253e-05,9.743239109627873e-06
2.445706947609756e+00,6.468342714998426e-04,1.658678722957778e-04,9.333158555502027e-05,3.306195850064667e-07,2.341976213232301e-05,1.009637462002552e-05
2.491267998478143e+00,6.690466347862202e-04,1.717188664787733e-04,9.671806486801156e-05,3.439134416004471e-07,2.425522781121352e-05,1.046203489227076e-05
2.537677805718694e+00,6.919740570663634e-04,1.777678838920901e-04,1.002248752312470e-04,3.574549493192313e-07,2.511953576241445e-05,1.084064794004428e-05
2.584952180805588e+00,7.156365824870757e-04,1.840211184425404e-04,1.038561421539626e-04,3.712487216532068e-07,2.601362396912858e-05,1.123265542542915e-05
2.633107229764799e+00,7.400546192010553e-04,1.904849256335552e-04,1.076161235374893e-04,3.852994580374296e-07,2.693845733906412e-05,1.163851303283693e-05
2.682159358661304e+00,7.652489308648393e-04,1.971658245811491e-04,1.115092133587264e-04,3.996119454526846e-07,2.789502824162034e-05,1.205869084906307e-05
2.732125279188502e+00,7.912406265536185e-04,2.040704998744930e-04,1.155399454183942e-04,4.141910600563757e-07,2.888435703821269e-05,1.249367374925044e-05
2.783022014361769e+00,8.180511489614626e-04,2.112058032620857e-04,1.197129971523044e-04,4.290417688437949e-07,2.990749260393822e-05,1.294396178850574e-05
2.834866904318065e+00,8.457022607464480e-04,2.185787551430515e-04,1.240331935035794e-04,4.441691313403419e-07,3.096551283862785e-05,1.341007059887709e-05
2.887677612223594e+00,8.742160288705737e-04,2.261965458415347e-04,1.285055108534233e-04,4.595783013252649e-07,3.205952516516409e-05,1.389253179136082e-05
2.941472130291510e+00,9.036148067741302e-04,2.340665366404879e-04,1.331350810076900e-04,4.752745285875157e-07,3.319066701276760e-05,1.439189336256337e-05
2.996268785911731e+00,9.339212142133168e-04,2.421962605493808e-04,1.379271952361063e-04,4.912631607143135e-07,3.436010628276339e-05,1.490872010559747e-05
3.052086247894942e+00,9.651581145783578e-04,2.505934227784614e-04,1.428873083605938e-04,5.075496449130271e-07,3.556904179413605e-05,1.544359402474213e-05
3.108943532832922e+00,9.973485894970993e-04,2.592659008901819e-04,1.480210428886831e-04,5.241395298669989e-07,3.681870370596628e-05,1.599711475334290e-05
3.166860011577351e+00,1.030515910516007e-03,2.682217445962548e-04,1.533341931875290e-04,5.410384676259386e-07,3.811035391360874e-05,1.656989997437048e-05
3.225855415839316e+00,1.064683507636650e-03,2.774691751665128e-04,1.588327296935171e-04,5.582522155315354e-07,3.944528641522446e-05,1.716258584299469e-05
3.285949844911760e+00,1.099874934471016e-03,2.870165844133057e-04,1.645228031518891e-04,5.757866381789399e-07,4.082482764501695e-05,1.777582741046345e-05
3.347163772517153e+00,1.136113829763367e-03,2.968725332125724e-04,1.704107488802107e-04,5.936477094147893e-07,4.225033676923943e-05,1.841029904850601e-05
3.409518053782747e+00,1.173423875009740e-03,3.070457495199616e-04,1.765030910488615e-04,6.184928831553760e-07,4.372320594073993e-05,1.906669487340172e-05
3.473033932345752e+00,1.211828747888532e-03,3.175451258374254e-04,1.828065469710259e-04,6.454626430877416e-07,4.524486050749108e-05,1.974572916877477e-05
3.537733047590890e+00,1.251352071196913e-03,3.283797160825866e-04,1.893280313939197e-04,6.729348224147888e-07,4.681675917020888e-05,2.044813680608597e-05
3.603637442022769e+00,1.292017356967871e-03,3.395587318098369e-04,1.960746607821835e-04,7.009187807025199e-07,4.844039408380122e-05,2.117467366169896e-05
3.670769568775602e+00,1.333847945421621e-03,3.510915377285869e-04,2.030537575835150e-04,7.294240518762006e-07,5.011729089699809e-05,2.192611702929655e-05
3.739152299262818e+00,1.376866938382642e-03,3.629876464603071e-04,2.102728544656909e-04,7.584603474684984e-07,5.184900872410230e-05,2.270326602631487e-05
3.808808930969187e+00,1.421097126769852e-03,3.752567124719939e-04,2.177396985131399e-04,7.880375599281269e-07,5.363714004235846e-05,2.350694199294626e-05
3.879763195388090e+00,1.466560911742147e-03,3.879085251194252e-04,2.254622553701707e-04,8.181657659901307e-07,5.548331050796851e-05,2.433798888213894e-05
3.952039266106673e+00,1.513280219054725e-03,4.009530007290323e-04,2.334487133168292e-04,8.488552301089535e-07,5.738917868328228e-05,2.519727363888729e-05
4.025661767041596e+00,1.561276406153185e-03,4.144001736423963e-04,2.417074872621414e-04,8.801164079554605e-07,5.935643566716067e-05,2.608568656696581e-05
4.100655780828226e+00,1.610570161502186e-03,4.282601861422465e-04,2.502472226382089e-04,9.119599499791078e-07,6.138680461993951e-05,2.700414168110712e-05
4.177046857366096e+00,1.661181395613451e-03,4.425432771733944e-04,2.590767991772313e-04,9.443967050364698e-07,6.348204017382293e-05,2.795357704246347e-05
4.254861022523571e+00,1.713129123203912e-03,4.572597697662452e-04,2.682053345520507e-04,9.774377240873642e-07,6.564392771889123e-05,2.893495507501630e-05
4.334124787004665e+00,1.766431335878741e-03,4.724200570643769e-04,2.776421878592302e-04,1.011094263959833e-06,6.787428255422554e-05,2.994926286041553e-05
4.414865155381033e+00,1.821104864695825e-03,4.880345868511422e-04,2.873969629219835e-04,1.045377791185256e-06,7.017494889292753e-05,3.099751240853107e-05
4.497109635292233e+00,1.877165231927634e-03,5.041138444633103e-04,2.974795113884679e-04,1.080299985904913e-06,7.254779870903730e-05,3.208074090078961e-05
4.580886246817382e+00,1.934626491293509e-03,5.206683339723871e-04,3.078999355990256e-04,1.121891975506596e-06,7.499473041353527e-05,3.320001090314463e-05
4.666223532021366e+00,1.993501055889681e-03,5.377085575064172e-04,3.186685911938865e-04,1.164386827733603e-06,7.751766734573493e-05,3.435641054528704e-05
4.753150564678924e+00,2.053799512996111e-03,5.552449925767729e-04,3.297960894306711e-04,1.207673316148196e-06,8.011855606545201e-05,3.555105366244986e-05
4.841696960179858e+00,2.115530424887844e-03,5.732880672655841e-04,3.412932991786643e-04,1.251766188133191e-06,8.279936443034313e-05,3.678507989588636e-05
4.931892885618782e+00,2.178700114724283e-03,5.918481331201067e-04,3.531713485543437e-04,1.296680465800256e-06,8.556207944176139e-05,3.805965474781115e-05
5.023769070072818e+00,2.243312436532100e-03,6.109354355903619e-04,3.654416261599781e-04,1.342431451107827e-06,8.840870484136062e-05,3.937596958628381e-05
5.117356815070768e+00,2.309368528236449e-03,6.305600818358283e-04,3.781157818842671e-04,1.389034731074378e-06,9.134125843949708e-05,4.073524159518564e-05
5.212688005257307e+00,2.376866546630309e-03,6.507320057157484e-04,3.912057272209668e-04,1.436506183088796e-06,9.436176915521712e-05,4.213871366408747e-05
5.309795119255845e+00,2.445801383103205e-03,6.714609297657162e-04,4.047236350582161e-04,1.484861980319691e-06,9.747227374628594e-05,4.358765421243363e-05
5.408711240733751e+00,2.516164358877707e-03,6.927563239505899e-04,4.186819388878461e-04,1.534118597225476e-06,1.006748132062901e-04,4.508335694206744e-05
5.509470069673712e+00,2.587942898425033e-03,7.146273609703684e-04,4.330933313802818e-04,1.584292815167084e-06,1.039714288043408e-04,4.662714051170086e-05
5.612105933855062e+00,2.661120179649324e-03,7.370828678814702e-04,4.479707622667598e-04,1.635401728125262e-06,1.073641577413043e-04,4.822034812647794e-05
5.716653800549001e+00,2.735674759343521e-03,7.601312737807529e-04,4.633274354664230e-04,1.699055319013495e-06,1.108550283947823e-04,4.986434703530303e-05
5.823149288431684e+00,2.811580172328019e-03,7.837805532836393e-04,4.791768053914385e-04,1.767822646639061e-06,1.144460551232674e-04,5.156052792809162e-05
5.931628679719237e+00,2.888804502585971e-03,8.080381655107313e-04,4.955325723585796e-04,1.837871040140117e-06,1.181392325979750e-04,5.331030422455964e-05
6.042128932528835e+00,2.967309924606068e-03,8.329109882792951e-04,5.124086770307086e-04,1.909224364480361e-06,1.219365296288243e-04,5.511511124558682e-05
6.154687693470060e+00,3.047052213034457e-03,8.584052471769315e-04,5.298192938062754e-04,1.981906929203665e-06,1.258398824488817e-04,5.697640525757690e-05
6.269343310470812e+00,3.127980218621720e-03,8.845264391744782e-04,5.477788230692687e-04,2.055943496716158e-06,1.298511874192879e-04,5.889566237958021e-05
6.386134845842170e+00,3.210035308328335e-03,9.112792504137621e-04,5.663018822060543e-04,2.131359290722592e-06,1.339722931142591e-04,6.087437734225189e-05
6.505102089586623e+00,3.293150767322186e-03,9.386674677830077e-04,5.854032952891019e-04,2.208180004819866e-06,1.382049917431759e-04,6.291406208697711e-05
6.626285572954228e+00,3.377251160464144e-03,9.666938838686467e-04,6.050980813208138e-04,2.286431811250649e-06,1.425510098640310e-04,6.501624419271043e-05
6.749726582251307e+00,3.462251650732099e-03,9.953601948466278e-04,6.254014409234061e-04,2.366141369820061e-06,1.470119983396112e-04,6.718246511724083e-05
6.875467172906374e+00,3.548057271879479e-03,1.024666890849235e-03,6.463287413531091e-04,2.463723429412870e-06,1.515895214846996e-04,6.941427823870566e-05
7.003550183798117e+00,3.634562152460895e-03,1.054613138314688e-03,6.678954997087637e-04,2.567873293813346e-06,1.562850453493273e-04,7.171324668223598e-05
7.134019251850272e+00,3.721648688184413e-03,1.085196653796276e-03,6.901173641961983e-04,2.673963365021723e-06,1.610999250796273e-04,7.408094091561164e-05
7.266918826898403e+00,3.809186659366687e-03,1.116413568675540e-03,7.130100933005289e-04,2.782029787131699e-06,1.660353912941785e-04,7.651893609674187e-05
7.402294186833630e+00,3.897032290072991e-03,1.148258284189726e-03,7.365895327087196e-04,2.892109377564941e-06,1.710925354098221e-04,7.902880915465786e-05
7.540191453028460e+00,3.985027245318604e-03,1.180723316147488e-03,7.608715898142929e-04,3.004239639614502e-06,1.762722938468026e-04,8.161213558450087e-05
7.680657606050004e+00,4.072997562490376e-03,1.213799128668375e-03,7.858722056250316e-04,3.118458775221919e-06,1.815754310387064e-04,8.427048593571879e-05
7.823740501665895e+00,4.160752512916587e-03,1.247473956240851e-03,8.116073238827300e-04,3.234805697992323e-06,1.870025211680165e-04,8.700542197132766e-05
7.969488887148396e+00,4.248083389269289e-03,1.281733613350487e-03,8.380928571915688e-04,3.356175116908274e-06,1.925539285431832e-04,8.981849247466055e-05
8.117952417882229e+00,4.334762214224764e-03,1.316561290884178e-03,8.653446499384278e-04,3.484966411852043e-06,1.982297865278834e-04,9.271122867850041e-05
8.269181674281795e+00,4.420540365534039e-03,1.351937338467788e-03,8.933784377743693e-04,3.616156958572921e-06,2.040299749276080e-04,9.568513928987415e-05
8.423228179023539e+00,4.505147112365765e-03,1.387839031843274e-03,9.222098034115705e-04,3.749791452708857e-06,2.099540957328428e-04,9.874170508207046e-05
8.580144414599346e+00,4.588288057476890e-03,1.424240324336964e-03,9.518541284741249e-04,3.885915422532405e-06,2.160014471118973e-04,1.018823730236158e-04
8.739983841196928e+00,4.669643479441938e-03,1.461111581413007e-03,9.823265411242846e-04,4.024575244461865e-06,2.221709955398338e-04,1.051085499120144e-04
8.902800914913310e+00,4.748866568827827e-03,1.498419297245002e-03,1.013641859167843e-03,4.165818158861377e-06,2.284613459429687e-04,1.084215954780009e-04
9.068651106307627e+00,4.825581551837267e-03,1.536125792174130e-03,1.045814528323395e-03,4.311182924028306e-06,2.348707097310119e-04,1.118228149238802e-04
9.237590919299507e+00,4.899381694558542e-03,1.574188889853636e-03,1.078858555320078e-03,4.478187812509452e-06,2.413968705810620e-04,1.153134508572141e-04
9.409677910419552e+00,4.969827180551766e-03,1.612561572806982e-03,1.112787435467052e-03,4.648303833428929e-06,2.480371478293658e-04,1.188946745786716e-04
9.584970708418409e+00,5.036442854070055e-03,1.651191615050124e-03,1.147614074315317e-03,4.821588944042579e-06,2.547883573179349e-04,1.225675766802506e-04
9.763529034241150e+00,5.098715820757471e-03,1.690021190347057e-03,1.183350703008433e-03,4.998102181291399e-06,2.616467695337849e-04,1.263331569073319e-04
9.945413721373752e+00,5.156092897182440e-03,1.728986454581544e-03,1.220008786893217e-03,5.177903681914988e-06,2.686080648686695e-04,1.301923132350929e-04
1.013068673656861e+01,5.207977900054629e-03,1.768017100636754e-03,1.257598926934471e-03,5.361054702939674e-06,2.756672858167082e-04,1.341458301067168e-04
1.031941120095613e+01,5.253728765434521e-03,1.807035884077845e-03,1.296130753449071e-03,5.571793600416579e-06,2.828187859162079e-04,1.381943657775386e-04
1.051165141154966e+01,5.292654487679995e-03,1.845958117830264e-03,1.335612811644402e-03,5.799404802509623e-06,2.900561752302203e-04,1.423384387057879e-04
1.070747286315097e+01,5.324011867296156e-03,1.884691133938165e-03,1.376052438413818e-03,6.031256171466044e-06,2.973722621479279e-04,1.465784129268885e-04
1.090694227066387e+01,5.347002056341371e-03,1.923133710372647e-03,1.417455629807649e-03,6.267426697312969e-06,3.047589912757584e-04,1.509144823443609e-04
1.111012759182344e+01,5.360766890304907e-03,1.961175460738100e-03,1.459826898562000e-03,6.507996841581980e-06,3.122073771731588e-04,1.553466538662150e-04
1.131709805034875e+01,5.364400275058348e-03,1.998696184596409e-03,1.503169121029163e-03,6.753048564721743e-06,3.197074336731594e-04,1.598747293113232e-04
1.152792415952686e+01,5.363179436816731e-03,2.035565175992820e-03,1.547483372812708e-03,6.993892744100636e-06,3.272480985121998e-04,1.644982860055893e-04
1.174267774623618e+01,5.361913834018235e-03,2.071640487623797e-03,1.592768752367137e-03,7.238389651767207e-06,3.348171529770842e-04,1.692166559827918e-04
1.196143197541732e+01,5.360601848485956e-03,2.106768147937065e-03,1.639022191776145e-03,7.487441289941557e-06,3.424011362593791e-04,1.740289036997254e-04
1.218426137499987e+01,5.359241804903284e-03,2.140781328309847e-03,1.686238253875087e-03,7.741132508653878e-06,3.499852541890133e-04,1.789338021697197e-04
1.241124186129346e+01,5.357831968876482e-03,2.173501732281103e-03,1.734408914831745e-03,7.999549738604757e-06,3.575532830058017e-04,1.839298074127211e-04
1.264245076485196e+01,5.356370544936448e-03,2.204815864766134e-03,1.783523331244975e-03,8.258919426453699e-06,3.650876095257320e-04,1.890150311138821e-04
1.287796685681933e+01,5.354855674478081e-03,2.234701090093665e-03,1.833567590763097e-03,8.521640248280469e-06,3.725699239957074e-04,1.941872113759970e-04
1.311787037576642e+01,5.353285433635550e-03,2.263141784124171e-03,1.884524445162616e-03,8.789255293734125e-06,3.799820725134865e-04,1.994436814441154e-04
1.336224305502765e+01,5.351657831091896e-03,2.290123966770004e-03,1.936373024763016e-03,9.061855737258872e-06,3.873065480904646e-04,2.047813362732422e-04
1.361116815054691e+01,5.349970805821293e-03,2.315635351362816e-03,1.989088532984644e-03,9.339534451786738e-06,3.945267698203285e-04,2.101965968021735e-04
1.386473046924224e+01,5.348222224762245e-03,2.339665709155678e-03,2.042641919783847e-03,9.818678316834100e-06,4.016272955119596e-04,2.156853717881866e-04
1.412301639789898e+01,5.346409880420074e-03,2.362206876276013e-03,2.096999532622409e-03,1.030888617623934e-05,4.085937617207819e-04,2.212430170484774e-04
1.438611393260100e+01,5.344531488396988e-03,2.383253172300995e-03,2.152122743546552e-03,1.080822611307531e-05,4.154130687467604e-04,2.268642919448963e-04
1.465411270871039e+01,5.342584684847971e-03,2.402801535213117e-03,2.207967550864204e-03,1.131686824872338e-05,4.220731582533239e-04,2.325433129386267e-04
1.492710403140551e+01,5.340567023860870e-03,2.420851825118614e-03,2.264484153817499e-03,1.170529454983434e-05,4.285631801530017e-04,2.382735040309711e-04
1.520518090678800e+01,5.338475974758800e-03,2.437407079324311e-03,2.321616498550319e-03,1.202564970875901e-05,4.348731358138008e-04,2.440475438952953e-04
1.548843807356926e+01,5.336308919323326e-03,2.452473859318028e-03,2.379301793567721e-03,1.235197276081413e-05,4.409941120676911e-04,2.498573094934266e-04
1.577697203534723e+01,5.334063148936557e-03,2.466062454339012e-03,2.437469992775197e-03,1.268437488182261e-05,4.469180995247467e-04,2.556938159573382e-04
1.607088109348442e+01,5.331735861640459e-03,2.478187609610676e-03,2.496043244070102e-03,1.307568667659167e-05,4.526379050520398e-04,2.615471525037627e-04
1.637026538059848e+01,5.329324159111786e-03,2.488868172297625e-03,2.554935301335499e-03,1.350911989320959e-05,4.581471636196356e-04,2.674064141354096e-04
1.667522689467659e+01,5.326825043550767e-03,2.498128796134089e-03,2.614050897557010e-03,1.395062753299162e-05,4.634403516890393e-04,2.732596288676756e-04
1.698586953382547e+01,5.324235414482069e-03,2.505997739988591e-03,2.673285076646287e-03,1.440036001428809e-05,4.685127383352606e-04,2.790936802041072e-04
1.730229913166864e+01,5.321552065466209e-03,2.512510129009396e-03,2.732522481409481e-03,1.506563633449521e-05,4.733602668069389e-04,2.848942251140143e-04
1.762462349340316e+01,5.318771680719984e-03,2.517708628369451e-03,2.791636594945576e-03,1.577930780368871e-05,4.779794025151873e-04,2.906456986560797e-04
1.795295243252806e+01,5.315890831644210e-03,2.521641000866688e-03,2.850488933459393e-03,1.650627425171974e-05,4.823670670468885e-04,2.963317373646758e-04
1.828739780825697e+01,5.312905973257316e-03,2.524362930980329e-03,2.908928650217438e-03,1.710468868830567e-05,4.865207080291024e-04,3.019356337715064e-04
1.862807356362771e+01,5.309813440533336e-03,2.525938088769570e-03,2.966795201163831e-03,1.744180056230197e-05,4.904383849951589e-04,3.074405884454138e-04
