# energy,pi_pi_pi0,mu_mu,pi_pi
9.531067955917164e+00,3.837293427140224e-03,1.910688068003361e-06,1.343624169558950e-06
9.708622127889400e+00,3.868408819270644e-03,1.910642405892627e-06,1.343914682434215e-06
9.889483954799209e+00,3.899039974990492e-03,1.910595038029343e-06,1.343891916921252e-06
1.007371505491816e+01,3.929152581367443e-03,1.910545900916113e-06,1.343861014784774e-06
1.026137819440399e+01,4.052893794637058e-03,1.910494928704581e-06,1.343828993745993e-06
1.045253730868459e+01,4.081725328926730e-03,1.910442053109124e-06,1.343795767907294e-06
1.064725752424031e+01,4.109861102816062e-03,1.910387203317420e-06,1.343761296787430e-06
1.084560518079206e+01,4.137198891853595e-03,1.910330305897770e-06,1.343725536243453e-06
1.104764785390276e+01,4.225528080087359e-03,1.910271284703077e-06,1.343688494216466e-06
1.125345437799986e+01,4.251221094590600e-03,1.910210060771352e-06,1.343649992756949e-06
1.146309486982666e+01,4.276003767759625e-03,1.910146552222632e-06,1.343610156019925e-06
1.167664075233059e+01,4.299861860170315e-03,1.910080674152170e-06,1.343568732951454e-06
1.189416477899648e+01,4.322808846575031e-03,1.910012338519782e-06,1.343525803308835e-06
1.211574105863311e+01,4.380814090533216e-03,1.909941454035208e-06,1.343481290714521e-06
1.234144508062154e+01,4.401806643531273e-03,1.909867926039349e-06,1.343434856896608e-06
1.257135374063379e+01,4.421833122293940e-03,1.909791656381230e-06,1.343387252669070e-06
1.280554536683057e+01,4.440898404686546e-03,1.909712543290551e-06,1.343337594173684e-06
1.304409974654716e+01,4.458965244007965e-03,1.909630481245654e-06,1.343286005533913e-06
1.328709815347632e+01,4.476050507229930e-03,1.909545360836773e-06,1.343232677176154e-06
1.353462337535764e+01,4.511374810033057e-03,1.909457068624371e-06,1.343177284057137e-06
1.378675974218269e+01,4.526572004732452e-03,1.909365486992422e-06,1.343119831357580e-06
1.404359315492567e+01,4.540808454890162e-03,1.909270493996442e-06,1.343060251470124e-06
1.430521111480914e+01,4.554133048105982e-03,1.909171963206093e-06,1.342998457532911e-06
1.457170275311511e+01,4.566551061787962e-03,1.909069763542186e-06,1.342934373359981e-06
1.484315886155138e+01,4.578128288160076e-03,1.908963759107868e-06,1.342867913196092e-06
1.511967192318357e+01,4.598162972208480e-03,1.908853809013803e-06,1.342798993200880e-06
1.540133614394343e+01,4.608053030037059e-03,1.908739767197149e-06,1.342727506463714e-06
1.568824748472411e+01,4.617151292310335e-03,1.908621482234098e-06,1.342653389678953e-06
1.598050369407328e+01,4.625478896616441e-03,1.908498797145783e-06,1.342576532801940e-06
1.627820434149536e+01,4.633103318794021e-03,1.908371549197301e-06,1.342496815614149e-06
1.658145085137411e+01,4.640001911646059e-03,1.908239569689646e-06,1.342414172072407e-06
1.689034653752712e+01,4.646235199236931e-03,1.908102683744269e-06,1.342328430391155e-06
