# energy,mu_vm,pi_pi0,pi_pi_pi,pi0_e_ve,pi0_mu_vm,pi_pi0_pi0
6.718652400242824e-01,2.777545375996936e-05,6.875181416139964e-06,3.718347585883624e-06,0.000000000000000e+00,9.558606373382680e-07,4.033265590412724e-07
6.843814110264393e-01,2.880535620706197e-05,7.131052029635399e-06,3.857324349203805e-06,0.000000000000000e+00,9.914931976242224e-07,4.183968172968837e-07
6.971307456560963e-01,2.987315725085002e-05,7.396392606383288e-06,4.001478841245781e-06,0.000000000000000e+00,1.028447923423587e-06,4.340282790869774e-07
7.101175875161956e-01,3.098023476159564e-05,7.671550607285597e-06,4.151003009547353e-06,0.000000000000000e+00,1.066773521497051e-06,4.502417345543907e-07
7.233463611266158e-01,3.212801573098408e-05,7.956886066621518e-06,4.306095862637941e-06,0.000000000000000e+00,1.106520472532243e-06,4.670587377823877e-07
7.368215734315737e-01,3.331797796598763e-05,8.252772036806733e-06,4.466963726617255e-06,0.000000000000000e+00,1.147741094567637e-06,4.845016345050501e-07
7.505478153351058e-01,3.455165183769611e-05,8.559595048280051e-06,4.633820510873020e-06,0.000000000000000e+00,1.190489608614495e-06,5.025935908017727e-07
7.645297632651551e-01,3.583062208668449e-05,8.877755584995426e-06,4.806887983252444e-06,0.000000000000000e+00,1.234822206548883e-06,5.213586228095850e-07
7.787721807667950e-01,3.715652968651799e-05,9.207668576009984e-06,4.986396055012283e-06,0.000000000000000e+00,1.280797121347838e-06,5.408216274880817e-07
7.932799201251336e-01,3.853107376702587e-05,9.549763903671762e-06,5.172583075882794e-06,0.000000000000000e+00,1.328474699745977e-06,5.610084144728631e-07
8.080579240184512e-01,3.995601359900434e-05,9.904486928923962e-06,5.365696139591673e-06,0.000000000000000e+00,1.377917477390977e-06,5.819457390545203e-07
8.231112272021335e-01,4.143317064203834e-05,1.027229903425584e-05,5.565991400205102e-06,0.000000000000000e+00,1.429190256578607e-06,6.036613363213811e-07
8.384449582239748e-01,4.296443065716044e-05,1.065367818484397e-05,5.773734399654430e-06,0.000000000000000e+00,1.482360186650293e-06,6.261839565054215e-07
8.540643411714363e-01,4.455174588609167e-05,1.104911950844091e-05,5.989200406828681e-06,0.000000000000000e+00,1.537496847138471e-06,6.495434015719959e-07
8.699746974514544e-01,4.619713729883607e-05,1.145913589458252e-05,6.212674768625090e-06,0.000000000000000e+00,1.594672333747394e-06,6.737705630953002e-07
8.861814476034026e-01,4.790269691142460e-05,1.188425861369835e-05,6.444453273362063e-06,0.000000000000000e+00,1.653961347259421e-06,6.988974614627651e-07
9.026901131458294e-01,4.967059017562902e-05,1.232503795672422e-05,6.684842526971899e-06,0.000000000000000e+00,1.715441285459278e-06,7.249572864529528e-07
9.195063184575989e-01,5.150305844248695e-05,1.278204389582954e-05,6.934160342403166e-06,0.000000000000000e+00,1.779192338171277e-06,7.519844392328405e-07
9.366357926940742e-01,5.340242150149950e-05,1.325586676688597e-05,7.192736142676275e-06,0.000000000000000e+00,1.845297585506947e-06,7.800145758218210e-07
9.540843717389972e-01,5.537108019738167e-05,1.374711797431857e-05,7.460911378049258e-06,0.000000000000000e+00,1.913843099423136e-06,8.090846520711530e-07
9.718580001927318e-01,5.741151912626016e-05,1.425643071899392e-05,7.739039957764744e-06,0.000000000000000e+00,1.984918048693199e-06,8.392329702090835e-07
9.899627333975437e-01,5.952630941322772e-05,1.478446074981427e-05,8.027488696863495e-06,0.000000000000000e+00,2.058614807396489e-06,8.704992270033520e-07
1.008404739500611e+00,6.171811157317203e-05,1.533188713970030e-05,8.326637778564549e-06,0.000000000000000e+00,2.135029067034052e-06,9.029245635943306e-07
1.027190301555464e+00,6.398967845680574e-05,1.589941308665908e-05,8.636881232726864e-06,0.000000000000000e+00,2.214259952381041e-06,9.365516170536221e-07
1.046325819662579e+00,6.634385828382715e-05,1.648776674064732e-05,8.958627430923014e-06,0.000000000000000e+00,2.296410141189080e-06,9.714245737245512e-07
1.065817813149838e+00,6.878359776514088e-05,1.709770205695353e-05,9.292299598670856e-06,0.000000000000000e+00,2.381585987854539e-06,1.007589224402614e-06
1.085672922793620e+00,7.131194531606525e-05,1.772999967683582e-05,9.638336345385449e-06,0.000000000000000e+00,2.469897651171306e-06,1.045093021415641e-06
1.105897913081264e+00,7.393205436244217e-05,1.838546783616495e-05,9.997192212629698e-06,0.000000000000000e+00,2.561459226289496e-06,1.083985137665105e-06
1.126499674515675e+00,7.664718674155383e-05,1.906494330283473e-05,1.036933824125912e-05,0.000000000000000e+00,2.656388881004147e-06,1.124316527691808e-06
1.147485225962871e+00,7.946071619973057e-05,1.976929234371416e-05,1.075526255807301e-05,0.000000000000000e+00,2.754808996500775e-06,1.166139990830893e-06
1.168861717043257e+00,8.237613198850887e-05,2.049941172192692e-05,1.115547098260208e-05,0.000000000000000e+00,2.856846312687283e-06,1.209510236522957e-06
1.190636430567444e+00,8.539704256116967e-05,2.125622972525524e-05,1.157048765468001e-05,0.000000000000000e+00,2.962632078244569e-06,1.254483951849916e-06
1.212816785017455e+00,8.852717937144507e-05,2.204070722647544e-05,1.200085568346486e-05,0.000000000000000e+00,3.072302205530665e-06,1.301119871366093e-06
1.235410337074138e+00,9.177040077614001e-05,2.285383877644194e-05,1.244713781859435e-05,0.000000000000000e+00,3.185997430476084e-06,1.349478849296917e-06
1.258424784191678e+00,9.513069604335867e-05,2.369665373074580e-05,1.290991714417816e-05,0.000000000000000e+00,3.303863477610543e-06,1.399623934179583e-06
1.281867967220058e+00,9.861218946796472e-05,2.457021741078142e-05,1.338979779634919e-05,0.000000000000000e+00,3.426051230363856e-06,1.451620446021928e-06
1.305747873076378e+00,1.022191445958306e-04,2.547563230006210e-05,1.388740570511521e-05,0.000000000000000e+00,3.552716906786287e-06,1.505536056057800e-06
1.330072637465940e+00,1.059559685583498e-04,2.641403927663124e-05,1.440338936127184e-05,0.000000000000000e+00,3.684022240836095e-06,1.561440869179194e-06
1.354850547654018e+00,1.098272165185927e-04,2.738661888242003e-05,1.493842060915812e-05,0.000000000000000e+00,3.820134669384368e-06,1.619407509127449e-06
1.380090045289274e+00,1.138375962303796e-04,2.839459263040597e-05,1.549319546605540e-05,0.000000000000000e+00,3.961227525089509e-06,1.679511206527863e-06
1.405799729279758e+00,1.179919727114270e-04,2.943922435042853e-05,1.606843496905161e-05,0.000000000000000e+00,4.107480235295951e-06,1.741829889854148e-06
1.431988358722495e+00,1.222953730315903e-04,3.052182157451713e-05,1.666488605021253e-05,0.000000000000000e+00,4.259078527113589e-06,1.806444279411208e-06
1.458664855887643e+00,1.267529912170795e-04,3.164373696258632e-05,1.728332244092362e-05,0.000000000000000e+00,4.416214638836491e-06,1.873437984426864e-06
1.485838309258242e+00,1.313701932713595e-04,3.280636976934808e-05,1.792454560628597e-05,0.000000000000000e+00,4.579087537861092e-06,1.942897603345202e-06
1.513517976626597e+00,1.361525223132661e-04,3.401116735328531e-05,1.858938571047175e-05,0.000000000000000e+00,4.747903145265678e-06,2.014912827416356e-06
1.541713288248333e+00,1.411057038326704e-04,3.525962672852246e-05,1.927870261396525e-05,0.000000000000000e+00,4.922874567214292e-06,2.089576547679633e-06
1.570433850055216e+00,1.462356510638020e-04,3.655329616041806e-05,1.999338690363737e-05,0.000000000000000e+00,5.104222333349536e-06,2.166984965439009e-06
1.599689446927822e+00,1.515484704761041e-04,3.789377680568974e-05,2.073436095662226e-05,0.000000000000000e+00,5.292174642339400e-06,2.247237706332100e-06
1.629490046029170e+00,1.570504673822252e-04,3.928272439786597e-05,2.150258003898643e-05,0.000000000000000e+00,5.486967614744209e-06,2.330437938095805e-06
1.659845800200463e+00,1.627481516624677e-04,4.072185097883784e-05,2.229903344020200e-05,0.000000000000000e+00,5.688845553369865e-06,2.416692492133883e-06
1.690767051420083e+00,1.686482436046940e-04,4.221292667726075e-05,2.312474564445625e-05,0.000000000000000e+00,5.898061211273833e-06,2.506111988993735e-06
1.722264334327027e+00,1.747576798583511e-04,4.375778153452790e-05,2.398077753985160e-05,0.000000000000000e+00,6.114876067589895e-06,2.598810967861743e-06
1.754348379809978e+00,1.810836195008982e-04,4.535830737900502e-05,2.486822766656986e-05,0.000000000000000e+00,6.339560611337065e-06,2.694908020188346e-06
1.787030118663242e+00,1.876334502145156e-04,4.701645974918024e-05,2.578823350509582e-05,0.000000000000000e+00,6.572394633376941e-06,2.794525927556106e-06
1.820320685310782e+00,1.944147945705344e-04,4.873425986633988e-05,2.674197280561489e-05,0.000000000000000e+00,6.813667526682168e-06,2.897791803905745e-06
1.854231421599640e+00,2.014355164185437e-04,5.051379665733538e-05,2.773066495971925e-05,0.000000000000000e+00,7.063678595076682e-06,3.004837242236994e-06
1.888773880664012e+00,2.087037273766183e-04,5.235722882795319e-05,2.875557241557599e-05,0.000000000000000e+00,7.322737370605777e-06,3.115798465902805e-06
1.923959830861323e+00,2.162277934185471e-04,5.426678698734100e-05,2.981800213772952e-05,0.000000000000000e+00,7.591163939690832e-06,3.230816484617052e-06
1.959801259781609e+00,2.240163415533367e-04,5.624477582387752e-05,3.091930711272782e-05,0.000000000000000e+00,7.869289278219626e-06,3.350037255297453e-06
1.996310378331607e+00,2.320782665916100e-04,5.829357633280161e-05,3.206088790177908e-05,0.000000000000000e+00,8.157455595718853e-06,3.473611847866783e-06
2.033499624894915e+00,2.404227379928151e-04,6.041564809583474e-05,3.324419424166191e-05,0.000000000000000e+00,8.456016688749886e-06,3.601696616136777e-06
2.071381669569658e+00,2.490592067863954e-04,6.261353161294308e-05,3.447072669512612e-05,0.000000000000000e+00,8.765338303662927e-06,3.734453373900261e-06
2.109969418485096e+00,2.579974125592563e-04,6.488985068628804e-05,3.574203835203566e-05,0.000000000000000e+00,9.085798508837665e-06,3.872049576358014e-06
2.149276018198644e+00,2.672473905009716e-04,6.724731485630603e-05,3.705973658251725e-05,0.000000000000000e+00,9.417788076530606e-06,4.014658507007672e-06
2.189314860174807e+00,2.768194784972368e-04,6.968872188974263e-05,3.842548484338887e-05,0.000000000000000e+00,9.761710874440290e-06,4.162459470122679e-06
2.230099585347552e+00,2.867243242610380e-04,7.221696031933600e-05,3.984100453915210e-05,0.000000000000000e+00,1.011798426709165e-05,4.315637988949543e-06
2.271644088767673e+00,2.969728924899210e-04,7.483501203470708e-05,4.130807693883887e-05,0.000000000000000e+00,1.048703952712934e-05,4.474386009751976e-06
2.313962524336728e+00,3.075764720365553e-04,7.754595492385798e-05,4.282854515000823e-05,0.000000000000000e+00,1.086932225659758e-05,4.638902111830262e-06
2.357069309629170e+00,3.185466830785302e-04,8.035296556451816e-05,4.440431615119296e-05,0.000000000000000e+00,1.126529281826997e-05,4.809391723643997e-06
2.400979130804304e+00,3.298954842719555e-04,8.325932196439362e-05,4.603736288409477e-05,0.000000000000000e+00,1.167542677707735e-05,4.986067345165387e-06
2.445706947609756e+00,3.416351798719849e-04,8.626840634918157e-05,4.772972640682529e-05,0.000000000000000e+00,1.210021535166515e-05,5.169148776589604e-06
2.491267998478143e+00,3.537784268018211e-04,8.938370799699809e-05,4.948351810948512e-05,0.000000000000000e+00,1.254016587609240e-05,5.358863353526973e-06
2.537677805718694e+00,3.663382416500837e-04,9.260882611763847e-05,5.130092199336335e-05,0.000000000000000e+00,1.299580227166470e-05,5.555446188800206e-06
2.584952180805588e+00,3.793280075746364e-04,9.594747277483944e-05,5.318419701502941e-05,0.000000000000000e+00,1.346766552887046e-05,5.759140420967493e-06
2.633107229764799e+00,3.927614810890437e-04,9.940347584944459e-05,5.513567949657192e-05,0.000000000000000e+00,1.395631419936561e-05,5.970197469689691e-06
2.682159358661304e+00,4.066527987057845e-04,1.029807820410827e-04,5.715778560321933e-05,0.000000000000000e+00,1.446232489792468e-05,6.188877298056511e-06
2.732125279188502e+00,4.210164834081475e-04,1.066834599056564e-04,5.925301388955229e-05,0.000000000000000e+00,1.498629281424726e-05,6.415448681982825e-06
2.783022014361769e+00,4.358674509203903e-04,1.105157029256002e-04,6.142394791548758e-05,0.000000000000000e+00,1.552883223447683e-05,6.650189486781951e-06
2.834866904318065e+00,4.512210157432316e-04,1.144818326095007e-04,6.367325893317862e-05,0.000000000000000e+00,1.609057707225443e-05,6.893386951017530e-06
2.887677612223594e+00,4.670928969190702e-04,1.185863016172842e-04,6.600370864593560e-05,0.000000000000000e+00,1.667218140909183e-05,7.145337977730019e-06
2.941472130291510e+00,4.834992234884525e-04,1.228336969067502e-04,6.841815204022147e-05,0.000000000000000e+00,1.727432004380854e-05,7.406349433127274e-06
2.996268785911731e+00,5.004565395962603e-04,1.272287428967789e-04,7.091954029172582e-05,0.000000000000000e+00,1.789768905073229e-05,7.676738452821309e-06
3.052086247894942e+00,5.179818092028164e-04,1.317763046420515e-04,7.351092374645562e-05,0.000000000000000e+00,1.854300634631541e-05,7.956832755685144e-06
3.108943532832922e+00,5.360924203516333e-04,1.364813910136001e-04,7.619545497771398e-05,0.000000000000000e+00,1.921101226376743e-05,8.246970965394514e-06
3.166860011577351e+00,5.548061889417892e-04,1.413491578789402e-04,7.897639191975770e-05,0.000000000000000e+00,1.990247013524858e-05,8.547502939708958e-06
3.225855415839316e+00,5.741413619489768e-04,1.463849112749375e-04,8.185710107883897e-05,0.000000000000000e+00,2.061816688110896e-05,8.858790107535545e-06
3.285949844911760e+00,5.941166200350162e-04,1.515941105659124e-04,8.484106082223643e-05,0.000000000000000e+00,2.135891360559257e-05,9.181205813806033e-06
3.347163772517153e+00,6.147510794811253e-04,1.569823715787955e-04,8.793186474577504e-05,0.000000000000000e+00,2.212554619835632e-05,9.515135672184405e-06
3.409518053782747e+00,6.360642933754269e-04,1.625554697063993e-04,9.113322512021201e-05,0.000000000000000e+00,2.291892594107786e-05,9.860977925606732e-06
3.473033932345752e+00,6.580762519800516e-04,1.683193429690835e-04,9.444897641673624e-05,0.000000000000000e+00,2.373994011834563e-05,1.021914381463872e-05
3.537733047590890e+00,6.808073821977305e-04,1.742800950242330e-04,9.788307891167985e-05,0.000000000000000e+00,2.458950263193741e-05,1.059005795361792e-05
3.603637442022769e+00,7.042785460519599e-04,1.804439981120615e-04,1.014396223703845e-04,0.000000000000000e+00,2.546855461749961e-05,1.097415871452810e-05
3.670769568775602e+00,7.285110380886227e-04,1.868174959252774e-04,1.051228298099862e-04,0.000000000000000e+00,2.637806506253891e-05,1.137189861853136e-05
3.739152299262818e+00,7.535265816003574e-04,1.934072063891058e-04,1.089370613406930e-04,0.000000000000000e+00,2.731903142453041e-05,1.178374473505997e-05
3.808808930969187e+00,7.793473235679357e-04,2.002199243370494e-04,1.128868180849207e-04,0.000000000000000e+00,2.829248024782964e-05,1.221017908834459e-05
3.879763195388090e+00,8.059958282054461e-04,2.072626240665782e-04,1.169767461734214e-04,0.000000000000000e+00,2.929946777795253e-05,1.265169907122705e-05
3.952039266106673e+00,8.334950689881138e-04,2.145424617576671e-04,1.212116408172944e-04,0.000000000000000e+00,3.034108057165338e-05,1.310881786607654e-05
4.025661767041596e+00,8.618684190331262e-04,2.220667777357463e-04,1.255964504544958e-04,0.000000000000000e+00,3.141843610108811e-05,1.358206487259411e-05
4.100655780828226e+00,8.911396396948273e-04,2.298430985591725e-04,1.301362809691743e-04,0.000000000000000e+00,3.253268335019820e-05,1.407198614225610e-05
4.177046857366096e+00,9.213328672260653e-04,2.378791389097905e-04,1.348363999818365e-04,0.000000000000000e+00,3.368500340128534e-05,1.457914481910786e-05
4.254861022523571e+00,9.524725973472830e-04,2.461828032634978e-04,1.397022412080085e-04,0.000000000000000e+00,3.487661000957363e-05,1.510412158657806e-05
4.334124787004665e+00,9.845836675541077e-04,2.547621873159663e-04,1.447394088826804e-04,0.000000000000000e+00,3.610875016336681e-05,1.564751511993902e-05
4.414865155381033e+00,1.017691236982681e-03,2.636255791367976e-04,1.499536822474224e-04,0.000000000000000e+00,3.738270462720909e-05,1.620994254399016e-05
4.497109635292233e+00,1.051820763639715e-03,2.727814600233853e-04,1.553510200966256e-04,0.000000000000000e+00,3.869978846524344e-05,1.679203989548968e-05
4.580886246817382e+00,1.086997978791252e-03,2.822385050236242e-04,1.609375653788490e-04,0.000000000000000e+00,4.006135154173226e-05,1.739446258980359e-05
4.666223532021366e+00,1.123248858290249e-03,2.920055830943291e-04,1.667196498487461e-04,0.000000000000000e+00,4.146877899546021e-05,1.801788589118018e-05
4.753150564678924e+00,1.160599590608438e-03,3.020917568598069e-04,1.727037987645077e-04,0.000000000000000e+00,4.292349168447969e-05,1.866300538599435e-05
4.841696960179858e+00,1.199076541322260e-03,3.125062819324409e-04,1.788967356251578e-04,0.000000000000000e+00,4.442694659737816e-05,1.933053745823508e-05
4.931892885618782e+00,1.238706213786099e-03,3.232586057543954e-04,1.853053869414170e-04,0.000000000000000e+00,4.598063722695097e-05,2.002121976643522e-05
5.023769070072818e+00,1.279515205708381e-03,3.343583659166236e-04,1.919368870331615e-04,0.000000000000000e+00,4.758609390184455e-05,2.073581172116165e-05
5.117356815070768e+00,1.321530161327429e-03,3.458153879082429e-04,1.987985828457799e-04,0.000000000000000e+00,4.924488407139679e-05,2.147509496209808e-05
5.212688005257307e+00,1.364777718864006e-03,3.576396822460237e-04,2.058980387769407e-04,0.000000000000000e+00,5.095861253853902e-05,2.223987383365908e-05
5.309795119255845e+00,1.409284452906441e-03,3.698414409302064e-04,2.132430415044440e-04,0.000000000000000e+00,5.272892163524115e-05,2.303097585797565e-05
5.408711240733751e+00,1.455076811361748e-03,3.824310331691055e-04,2.208416048049265e-04,0.000000000000000e+00,5.455749133456713e-05,2.384925220398509e-05
5.509470069673712e+00,1.502181046582358e-03,3.954190003109555e-04,2.287019743522158e-04,0.000000000000000e+00,5.644603929297456e-05,2.469557815124440e-05
5.612105933855062e+00,1.550623140252842e-03,4.088160499172132e-04,2.368326324830961e-04,0.000000000000000e+00,5.839632081602193e-05,2.557085354696401e-05
5.716653800549001e+00,1.600428721594134e-03,4.226330489069918e-04,2.452423029171294e-04,0.000000000000000e+00,6.041012874015338e-05,2.647600325462780e-05
5.823149288431684e+00,1.651622978414330e-03,4.368810156975112e-04,2.539399554159841e-04,0.000000000000000e+00,6.248929322269927e-05,2.741197759242555e-05
5.931628679719237e+00,1.704230560504892e-03,4.515711112603168e-04,2.629348103664509e-04,0.000000000000000e+00,6.463568143166929e-05,2.837975275957412e-05
6.042128932528835e+00,1.758275474849046e-03,4.667146290075960e-04,2.722363432699484e-04,0.000000000000000e+00,6.685119712631354e-05,2.938033124844367e-05
6.154687693470060e+00,1.813780972075135e-03,4.823229834171444e-04,2.818542891198746e-04,0.000000000000000e+00,6.913778011878943e-05,3.041474224023421e-05
6.269343310470812e+00,1.870769423551584e-03,4.984076972983723e-04,2.917986466465806e-04,0.000000000000000e+00,7.149740560659186e-05,3.148404198176505e-05
6.386134845842170e+00,1.929262188481843e-03,5.149803875952524e-04,3.020796824080866e-04,0.000000000000000e+00,7.393208336468151e-05,3.258931414074403e-05
6.505102089586623e+00,1.989279470317062e-03,5.320527496151313e-04,3.127079347028628e-04,0.000000000000000e+00,7.644385678547671e-05,3.373167013667587e-05
6.626285572954228e+00,2.050840161761143e-03,5.496365395650050e-04,3.236942172790984e-04,0.000000000000000e+00,7.903480175405462e-05,3.491224944434555e-05
6.749726582251307e+00,2.113961677597122e-03,5.677435552689970e-04,3.350496228128399e-04,0.000000000000000e+00,8.170702534503890e-05,3.613221986657549e-05
6.875467172906374e+00,2.178659774515365e-03,5.863856149324894e-04,3.467855261252062e-04,0.000000000000000e+00,8.446266432672496e-05,3.739277777270217e-05
7.003550183798117e+00,2.244948357072650e-03,6.055745338095199e-04,3.589135871065666e-04,0.000000000000000e+00,8.730388345700635e-05,3.869514829894711e-05
7.134019251850272e+00,2.312839268856702e-03,6.253220986206885e-04,3.714457533130890e-04,0.000000000000000e+00,9.023287355462582e-05,4.004058550656921e-05
7.266918826898403e+00,2.382342067872962e-03,6.456400395588586e-04,3.843942621984257e-04,0.000000000000000e+00,9.325184932815555e-05,4.143037249337812e-05
7.402294186833630e+00,2.453463785109073e-03,6.665399997093870e-04,3.977716429404808e-04,0.000000000000000e+00,9.636304694393360e-05,4.286582145386093e-05
7.540191453028460e+00,2.526208665167604e-03,6.880335017003710e-04,4.115907178202011e-04,0.000000000000000e+00,9.956872131292515e-05,4.434827368282491e-05
7.680657606050004e+00,2.600577887788662e-03,7.101319113865347e-04,4.258646031061320e-04,0.000000000000000e+00,1.028711430751435e-04,4.587909951708850e-05
7.823740501665895e+00,2.676569269011018e-03,7.328463983576952e-04,4.406067093950516e-04,0.000000000000000e+00,1.062725952588464e-04,4.745969820935450e-05
7.969488887148396e+00,2.754176940642989e-03,7.561878930493789e-04,4.558307413553802e-04,0.000000000000000e+00,1.097753695902177e-04,4.909149772798034e-05
8.117952417882229e+00,2.833391006632242e-03,7.801670402188934e-04,4.715506968161638e-04,0.000000000000000e+00,1.133817624276452e-04,5.077595447590847e-05
8.269181674281795e+00,2.914197174836804e-03,8.047941485350862e-04,4.877808651403155e-04,0.000000000000000e+00,1.170940702930026e-04,5.251455292154426e-05
8.423228179023539e+00,2.996576362607282e-03,8.300791360139746e-04,5.045358248164020e-04,0.000000000000000e+00,1.209145849705449e-04,5.430880513385747e-05
8.580144414599346e+00,3.080504274492706e-03,8.560314710154595e-04,5.218304401985751e-04,0.000000000000000e+00,1.248455881421041e-04,5.616025021344384e-05
8.739983841196928e+00,3.165950950278777e-03,8.826601084982792e-04,5.396798573192738e-04,0.000000000000000e+00,1.288893455252415e-04,5.807045361070618e-05
8.902800914913310e+00,3.252880281457482e-03,9.099734212112551e-04,5.580994986940146e-04,0.000000000000000e+00,1.330481004788533e-04,6.004100632170069e-05
9.068651106307627e+00,3.341249494110661e-03,9.379791254785801e-04,5.771050570319499e-04,0.000000000000000e+00,1.373240670384333e-04,6.207352395154380e-05
9.237590919299507e+00,3.431008596066311e-03,3.326633670195711e-03,5.967124877598664e-04,0.000000000000000e+00,1.417194223407592e-04,6.416964563457979e-05
9.409677910419552e+00,3.522099786055064e-03,3.356044274767346e-03,6.169380002609157e-04,0.000000000000000e+00,1.462362983951973e-04,6.633103279977296e-05
9.584970708418409e+00,3.614456822453868e-03,3.386165650281577e-03,6.377980477225714e-04,0.000000000000000e+00,1.508767731560672e-04,6.855936776900371e-05
9.763529034241150e+00,3.708004349052832e-03,3.417002023877292e-03,6.593093154810926e-04,0.000000000000000e+00,1.556428608476099e-04,7.085635217511501e-05
9.945413721373752e+00,3.802657175115375e-03,3.448556500546046e-03,6.814887077420814e-04,0.000000000000000e+00,1.605365014900150e-04,7.322370518566914e-05
1.013068673656861e+01,3.898319506810222e-03,3.480830947993956e-03,7.043533325485777e-04,0.000000000000000e+00,1.655595495716861e-04,7.566316151743395e-05
1.031941120095613e+01,3.994884126842647e-03,3.513825873020843e-03,7.279204848594321e-04,0.000000000000000e+00,1.707137618094564e-04,7.817646922561739e-05
1.051165141154966e+01,4.092231518674113e-03,3.547540288861025e-03,7.522076275915016e-04,0.000000000000000e+00,1.760007839347791e-04,8.076538725080570e-05
1.070747286315097e+01,4.190228930493007e-03,3.581971572895697e-03,7.772323704693850e-04,0.000000000000000e+00,1.814221364400116e-04,8.343168270543249e-05
1.090694227066387e+01,4.288729368085037e-03,3.617115314110125e-03,8.030124465160214e-04,0.000000000000000e+00,1.869791992147613e-04,8.617712788040536e-05
1.111012759182344e+01,4.387570444534688e-03,3.652965149629561e-03,8.295656860064008e-04,0.000000000000000e+00,1.926731949978695e-04,8.900349695124472e-05
1.131709805034875e+01,4.481222689200862e-03,3.689512589625066e-03,8.569099876948838e-04,0.000000000000000e+00,1.985051715659232e-04,9.191256236173485e-05
1.152792415952686e+01,4.480602381709403e-03,3.726746829831464e-03,8.850632871141430e-04,0.000000000000000e+00,2.044759825742105e-04,9.490609086165134e-05
1.174267774623618e+01,4.479959129238908e-03,3.764654550852933e-03,9.140435217304918e-04,0.000000000000000e+00,2.105862669606812e-04,9.798583917360587e-05
1.196143197541732e+01,4.479292090674705e-03,3.803219703275331e-03,9.438685927262557e-04,0.000000000000000e+00,2.168364268174582e-04,1.011535492624251e-04
1.218426137499987e+01,4.478600394509273e-03,3.842423276442854e-03,9.745563231649316e-04,0.000000000000000e+00,2.232266036259000e-04,1.044109431787694e-04
1.241124186129346e+01,4.477883137769759e-03,3.882097590696232e-03,1.006124412278989e-03,0.000000000000000e+00,2.297565547054167e-04,1.077597174468638e-04
1.264245076485196e+01,4.477139384909189e-03,3.921020437227656e-03,1.038590385603299e-03,0.000000000000000e+00,2.364221335208404e-04,1.112015369642859e-04
1.287796685681933e+01,4.476368166660204e-03,3.958899958730978e-03,1.071971540659338e-03,0.000000000000000e+00,2.432102758112196e-04,1.167696686807501e-04
1.311787037576642e+01,4.475568478850177e-03,3.995709760047509e-03,1.106284887876272e-03,0.000000000000000e+00,2.501009541571360e-04,1.336235509566739e-04
1.336224305502765e+01,4.474739281176514e-03,4.031422942597352e-03,1.156301577824404e-03,0.000000000000000e+00,2.570725072344131e-04,1.518954705193975e-04
1.361116815054691e+01,4.473879495940904e-03,4.066012455943559e-03,1.266639936920174e-03,0.000000000000000e+00,2.641028413927560e-04,1.725449694872902e-04
1.386473046924224e+01,4.472988006741249e-03,4.099450912017914e-03,1.437701904381952e-03,0.000000000000000e+00,2.711676739523149e-04,1.949310301469182e-04
1.412301639789898e+01,4.472063657120010e-03,4.131711434247185e-03,1.606784956171859e-03,0.000000000000000e+00,2.782438342350727e-04,2.187452572208375e-04
1.438611393260100e+01,4.471105249167626e-03,4.162765923273059e-03,1.833184389843216e-03,0.000000000000000e+00,2.853129901488640e-04,2.435801103033700e-04
1.465411270871039e+01,4.470111542079661e-03,4.192586942119969e-03,2.038812850617213e-03,0.000000000000000e+00,2.923501082673763e-04,2.692421008999128e-04
1.492710403140551e+01,4.469081250666296e-03,4.221146778826677e-03,2.257985008740775e-03,0.000000000000000e+00,2.993409470420165e-04,2.955025329258547e-04
1.520518090678800e+01,4.468013043812746e-03,4.248417960497110e-03,2.488881477247859e-03,0.000000000000000e+00,3.062696129286795e-04,3.165864433245747e-04
1.548843807356926e+01,4.466905542889163e-03,4.274372788207199e-03,2.730716881874097e-03,0.000000000000000e+00,3.131112676718361e-04,3.436379479367451e-04
1.577697203534723e+01,4.465757320108520e-03,4.298983934639772e-03,2.930321660670719e-03,0.000000000000000e+00,3.198600245971039e-04,3.652435911872172e-04
1.607088109348442e+01,4.464566896831002e-03,4.322224234376651e-03,3.190097392021983e-03,0.000000000000000e+00,3.265017059561575e-04,3.869708962316200e-04
1.637026538059848e+01,4.463332741813339e-03,4.344066837997109e-03,3.402825155915224e-03,0.000000000000000e+00,3.330227204389290e-04,4.144493478163113e-04
1.667522689467659e+01,4.462053269401483e-03,4.364485296054826e-03,3.678686780545351e-03,0.000000000000000e+00,3.394086123988879e-04,4.363130966967360e-04
1.698586953382547e+01,4.460726837665089e-03,4.383453676453462e-03,3.903027125063311e-03,0.000000000000000e+00,3.456477212851647e-04,4.526025739880094e-04
1.730229913166864e+01,4.459351746472085e-03,4.400946553680325e-03,4.132380564844894e-03,0.000000000000000e+00,3.517342464515922e-04,4.744354555612033e-04
1.762462349340316e+01,4.457926235501728e-03,4.416939322605026e-03,4.365922537177711e-03,0.000000000000000e+00,3.576619829787038e-04,4.962400632893529e-04
1.795295243252806e+01,4.456448482194419e-03,4.431408194223967e-03,4.605070481334346e-03,0.000000000000000e+00,3.634213528747367e-04,5.180110132101649e-04
1.828739780825697e+01,4.454916599636555e-03,4.444330123473171e-03,4.848722363106413e-03,0.000000000000000e+00,3.690016907745430e-04,5.343031680057985e-04
1.862807356362771e+01,4.453328634378679e-03,4.455683593758173e-03,5.031473242949938e-03,0.000000000000000e+00,3.744007967011997e-04,5.559565300528705e-04
