# energy,pi_pi0
2.806689966295452e+01,1.237991148890254e-02
2.844043743637996e+01,1.237713393973062e-02
2.881894656288861e+01,1.237428676386675e-02
2.920249320540491e+01,1.237136515777826e-02
2.959114440740484e+01,1.236836834840886e-02
2.998496810463500e+01,1.236529455421750e-02
3.038403313698771e+01,1.236214179350072e-02
3.078840926053425e+01,1.235890814747372e-02
3.119816715971793e+01,1.235559127743457e-02
3.161337845970976e+01,1.235218951303884e-02
3.203411573892846e+01,1.234870048520789e-02
3.246045254172703e+01,1.234512198330150e-02
3.289246339124822e+01,1.234145221150647e-02
3.333022380245109e+01,1.233768841885560e-02
3.377381029531094e+01,1.233382841738113e-02
3.422330040819485e+01,1.232986340268969e-02
3.467877271141543e+01,1.232580988995060e-02
3.514030682096466e+01,1.232164693845700e-02
3.560798341243070e+01,1.231737767998353e-02
3.608188423509995e+01,1.231299966420156e-02
3.656209212624666e+01,1.230851023640516e-02
3.704869102561282e+01,1.230390699055621e-02
3.754176599008069e+01,1.229918603705159e-02
3.804140320854066e+01,1.229434567364299e-02
3.854769001695692e+01,1.228938246054141e-02
3.906071491363382e+01,1.228429348096374e-02
3.958056757468505e+01,1.227907559801281e-02
4.010733886970904e+01,1.227372572568937e-02
4.064112087767285e+01,1.226824054309803e-02
4.118200690300744e+01,1.226261682158537e-02
4.173009149191716e+01,1.225685126217849e-02
4.228547044890630e+01,1.225094020997124e-02
4.284824085352565e+01,1.224488031586696e-02
4.341850107734180e+01,1.223866800757423e-02
4.399635080113253e+01,1.223229932084278e-02
4.458189103231066e+01,1.222577193735526e-02
4.517522412258016e+01,1.221907842680116e-02
4.577645378582711e+01,1.221221833637027e-02
4.638568511624867e+01,1.220518495260575e-02
4.700302460672353e+01,1.219795641096459e-02
4.762858016742661e+01,1.219059082279958e-02
4.826246114469173e+01,1.218301821655083e-02
4.890477834012515e+01,1.217525709854289e-02
4.955564402997351e+01,1.216730316272364e-02
5.021517198474982e+01,1.215915111799380e-02
5.088347748912003e+01,1.215079626398750e-02
5.156067736205493e+01,1.214223416922807e-02
5.224688997724986e+01,1.213345987995050e-02
5.294223528381627e+01,1.212446893143304e-02
5.364683482724874e+01,1.211525460349873e-02
5.436081177067085e+01,1.210581329018384e-02
5.508429091636422e+01,1.209613923706183e-02
5.581739872758344e+01,1.208622699391866e-02
5.656026335066189e+01,1.207607066083580e-02
5.731301463741156e+01,1.206566486534912e-02
5.807578416782092e+01,1.205500437416776e-02
5.884870527305498e+01,1.204408269197650e-02
5.963191305876141e+01,1.203289366312199e-02
6.042554442868680e+01,1.202143161985120e-02
6.122973810860727e+01,1.200969005492330e-02
6.204463467057775e+01,1.199766273356411e-02
6.287037655750346e+01,1.198534546514735e-02
6.370710810803898e+01,1.197272453338568e-02
6.455497558181844e+01,1.195980038773480e-02
6.541412718502147e+01,1.194656365655538e-02
6.628471309627953e+01,1.193300735527322e-02
6.716688549292685e+01,1.191912436029067e-02
6.806079857760092e+01,1.190490745704835e-02
6.896660860519684e+01,1.189034917647148e-02
6.988447391018070e+01,1.187544187146653e-02
7.081455493426590e+01,1.186018692874401e-02
7.175701425445840e+01,1.184454960767543e-02
7.271201661147492e+01,1.182854912688943e-02
7.367972893853944e+01,1.181216806076394e-02
7.466032039056286e+01,1.179539818026366e-02
7.565396237371111e+01,1.177823122135350e-02
7.666082857536672e+01,1.176065854266766e-02
7.768109499448909e+01,1.174267161005592e-02
7.871493997237923e+01,1.172426153715894e-02
7.976254422385303e+01,1.170541938280682e-02
8.082409086883041e+01,1.168613600727431e-02
8.189976546434434e+01,1.166640225954754e-02
8.298975603697592e+01,1.164621692156871e-02
8.409425311572129e+01,1.162554569746934e-02
8.521344976529578e+01,1.160440341764863e-02
8.634754161988141e+01,1.158277294235365e-02
8.749672691732347e+01,1.156064326050371e-02
8.866120653378248e+01,1.153800475489140e-02
8.984118401884668e+01,1.151484709845220e-02
9.103686563111253e+01,1.149115997273519e-02
9.224846037423841e+01,1.146693279756745e-02
9.347618003347813e+01,1.144215498980086e-02
9.472023921270083e+01,1.141681580665025e-02
9.598085537190339e+01,1.139090424159100e-02
9.725824886522220e+01,1.136440940088292e-02
9.855264297945068e+01,1.133732008442961e-02
9.986426397306994e+01,1.130962506789682e-02
1.011933411157979e+02,1.128131289180017e-02
1.025401067286656e+02,1.125237217608026e-02
1.039047962246269e+02,1.122279130584174e-02
1.052876481497079e+02,1.119255862196701e-02
1.066889042247047e+02,1.116166228762850e-02
1.081088093874363e+02,1.113009050780651e-02
1.095476118355584e+02,1.109783136747695e-02
1.110055630699492e+02,1.106487279415577e-02
1.124829179386708e+02,1.103120281551363e-02
1.139799346815163e+02,1.099680940577061e-02
1.154968749751500e+02,1.096167986959605e-02
1.170340039788482e+02,1.092580259814397e-02
1.185915903808484e+02,1.088916518523458e-02
1.201699064453161e+02,1.085175551576428e-02
1.217692280599359e+02,1.081356104542571e-02
1.233898347841363e+02,1.077456963591241e-02
1.250320098979566e+02,1.073476958592557e-02
1.266960404515641e+02,1.069414828474887e-02
1.283822173154292e+02,1.065269363277557e-02
1.300908352311701e+02,1.061039394562602e-02
1.318221928630729e+02,1.056723691937106e-02
1.335765928502979e+02,1.052321115804355e-02
1.353543418597802e+02,1.047830475620013e-02
1.371557506398351e+02,1.043250610887645e-02
1.389811340744765e+02,1.038580454586064e-02
1.408308112384579e+02,1.033818827256206e-02
1.427051054530463e+02,1.028964738509783e-02
1.446043443425390e+02,1.024016916355878e-02
1.465288598915311e+02,1.018974533865046e-02
1.484789885029464e+02,1.013836527126835e-02
1.504550710568402e+02,1.008601941501505e-02
1.524574529699846e+02,1.003269801851149e-02
1.544864842562470e+02,9.978392853609668e-03
1.565425195877721e+02,9.923095205819299e-03
1.586259183569780e+02,9.866797401913294e-03
1.607370447393776e+02,3.332963766289321e-03
1.628762677572367e+02,3.274645517732036e-03
1.650439613440772e+02,3.215303853383142e-03
1.672405044100416e+02,3.154937866518592e-03
1.694662809081252e+02,3.093541450250470e-03
1.717216799012910e+02,3.031110685219864e-03
1.740070956304771e+02,2.967642611568582e-03
1.763229275835099e+02,2.903135281169300e-03
1.786695805649339e+02,2.837587038754032e-03
1.810474647667706e+02,2.770998480756987e-03
1.834569958402209e+02,2.703370388299912e-03
1.858985949683187e+02,2.634705154153129e-03
1.883726889395541e+02,2.565006239069808e-03
1.908797102224754e+02,2.494278655480342e-03
1.934200970412841e+02,2.422528400703921e-03
1.959942934524359e+02,2.349764308014883e-03
1.986027494222610e+02,2.275995120718887e-03
2.012459209056179e+02,2.201235734352374e-03
2.039242699255936e+02,2.125489553608748e-03
2.066382646542653e+02,2.048780754237388e-03
2.093883794945350e+02,1.971124243032652e-03
2.121750951630555e+02,1.892539009411321e-03
2.149988987742591e+02,1.813061126188820e-03
2.178602839255040e+02,1.734071458900149e-03
2.207597507833550e+02,1.656488619281408e-03
2.236978061710120e+02,1.580337971226858e-03
2.266749636569015e+02,1.505645312894439e-03
2.296917436444483e+02,1.432436582036153e-03
2.327486734630417e+02,1.360737818090789e-03
2.358462874602108e+02,1.290575046014084e-03
2.389851270950289e+02,1.221974696405451e-03
2.421657410327593e+02,1.154963626876744e-03
2.453886852407615e+02,1.089567115591418e-03
2.486545230856737e+02,1.025812909752070e-03
2.519638254318884e+02,9.637274839111820e-04
2.553171707413388e+02,9.033366417414978e-04
2.587151451746132e+02,8.446677859699373e-04
2.621583426934157e+02,7.877471549409290e-04
2.656473651643890e+02,7.326012792836349e-04
2.691828224643207e+02,6.792563419844608e-04
2.727653325867484e+02,6.277386921352235e-04
2.763955217499849e+02,5.780743219328085e-04
2.800740245065799e+02,5.302888389832695e-04
2.838014838542390e+02,4.844078929866436e-04
2.875785513482192e+02,4.404565925416513e-04
2.914058872152196e+02,3.984597517178354e-04
2.952841604687882e+02,3.584416767305405e-04
2.992140490262656e+02,3.204263386565722e-04
3.031962398272825e+02,2.844371163725242e-04
3.072314289538370e+02,2.504964607419015e-04
3.113203217519684e+02,2.186269128708949e-04
3.154636329550513e+02,1.888496150773445e-04
3.196620868087295e+02,1.611849057655131e-04
3.239164171975137e+02,1.356526945410259e-04
3.282273677730632e+02,1.122715991217410e-04
3.325956920841755e+02,9.105926018730147e-05
3.370221537085065e+02,7.203167533495848e-05
3.415075263860411e+02,5.520532513230958e-05
3.460525941543435e+02,4.059289813669308e-05
3.506581514856054e+02,2.820730156048160e-05
3.553250034255188e+02,0.000000000000000e+00
3.600539657339972e+02,0.000000000000000e+00
3.648458650277690e+02,0.000000000000000e+00
3.697015389248697e+02,0.000000000000000e+00
3.746218361910555e+02,0.000000000000000e+00
