# energy,pi_pi0
9.618475122902632e+00,6.939397309975990e-03
9.746485833893246e+00,6.966478712598761e-03
9.876200218482735e+00,6.991631682529890e-03
1.000764095058416e+01,7.014882907053935e-03
1.014083100587397e+01,7.036262715571368e-03
1.027579366580813e+01,7.055806188420059e-03
1.041255252169172e+01,7.073551153552313e-03
1.055113147880261e+01,7.089542264780609e-03
1.069155476057010e+01,7.103827650581275e-03
1.083384691280916e+01,7.116460874672569e-03
1.097803280801099e+01,7.127501033856338e-03
1.112413764969068e+01,7.137012973471139e-03
1.127218697679282e+01,7.145067566600620e-03
1.142220666815559e+01,7.151742183528991e-03
1.157422294703442e+01,7.157120931220757e-03
1.172826238568576e+01,7.161295184913703e-03
1.188435191001184e+01,7.164363568373683e-03
1.204251880426734e+01,7.166433069332219e-03
1.220279071582860e+01,7.167618697192886e-03
1.236519566002640e+01,7.168044491106485e-03
1.252976202504293e+01,7.167843662793271e-03
1.269651857687408e+01,7.167159615795296e-03
1.286549446435766e+01,7.166145130686329e-03
1.303671922426858e+01,7.165644845692340e-03
1.321022278648188e+01,7.164419001354939e-03
1.338603547920439e+01,7.163161296078539e-03
1.356418803427607e+01,7.161870670873968e-03
1.374471159254193e+01,7.160546465389256e-03
1.392763770929538e+01,7.159187785239433e-03
1.411299835979406e+01,7.157793774098683e-03
1.430082594484909e+01,7.156363171133204e-03
1.449115329648866e+01,7.154895756204600e-03
1.468401368369706e+01,7.153389853831005e-03
1.487944081823007e+01,7.151844891536252e-03
1.507746886050769e+01,7.150259793827155e-03
1.527813242558536e+01,7.148655824337173e-03
1.548146658920460e+01,7.146965005839952e-03
1.568750689392428e+01,7.145253146240060e-03
1.589628935533334e+01,7.143496887119133e-03
1.610785046834630e+01,7.141695103643420e-03
1.632222721358253e+01,7.139847913451454e-03
1.653945706383039e+01,7.137950186477522e-03
1.675957799059750e+01,7.136004723327005e-03
1.698262847074799e+01,7.134008828886364e-03
1.720864749322833e+01,7.131961258059509e-03
1.743767456588247e+01,7.129860891853123e-03
1.766974972235779e+01,7.127706173120760e-03
1.790491352910293e+01,7.125495728985964e-03
1.814320709245877e+01,7.123228332873888e-03
1.838467206584373e+01,7.120902368954169e-03
1.862935065703476e+01,7.118516218511725e-03
1.887728563554524e+01,7.116068990864615e-03
1.912852034010097e+01,7.113558529379613e-03
1.938309868621575e+01,7.110983400099916e-03
1.964106517386779e+01,7.108341974661209e-03
1.990246489527821e+01,7.105632740562373e-03
2.016734354279313e+01,7.102853781269561e-03
2.043574741687061e+01,7.100003536560391e-03
2.070772343417394e+01,7.097080035893754e-03
2.098331913577260e+01,7.094081616633358e-03
2.126258269545236e+01,7.091006287979457e-03
2.154556292813609e+01,7.087851934603549e-03
2.183230929841639e+01,7.084617376442646e-03
2.212287192920208e+01,7.081299749337228e-03
2.241730161047954e+01,7.077897342339966e-03
2.271564980819080e+01,7.074408066736223e-03
2.301796867322965e+01,7.070829577548561e-03
2.332431105055760e+01,7.067160110076475e-03
2.363473048844113e+01,7.063396913163072e-03
2.394928124781178e+01,7.059537456884615e-03
2.426801831175101e+01,7.055580058790412e-03
2.459099739510108e+01,7.051522043970570e-03
2.491827495420394e+01,7.047360873128503e-03
2.524990819676981e+01,7.043093927119342e-03
2.558595509187690e+01,7.038718883653703e-03
2.592647438010444e+01,7.034232912815170e-03
2.627152558380039e+01,7.029633237122648e-03
2.662116901748591e+01,7.024916965004217e-03
2.697546579839821e+01,7.020081805290196e-03
2.733447785717389e+01,7.015125025578037e-03
2.769826794867418e+01,7.010041783907467e-03
2.806689966295452e+01,7.004830790256199e-03
2.844043743637996e+01,6.999488417352812e-03
2.881894656288861e+01,6.994011943765693e-03
2.920249320540491e+01,6.988397586609730e-03
2.959114440740484e+01,6.982642148585298e-03
2.998496810463500e+01,6.976742276574136e-03
3.038403313698771e+01,6.970694427321249e-03
3.078840926053425e+01,6.964495067243225e-03
3.119816715971793e+01,6.958140656123041e-03
3.161337845970976e+01,6.951627379709904e-03
3.203411573892846e+01,6.944951498551281e-03
3.246045254172703e+01,6.938109071575818e-03
3.289246339124822e+01,6.931096164410141e-03
3.333022380245109e+01,6.923908823196823e-03
3.377381029531094e+01,6.916542799090169e-03
3.422330040819485e+01,6.908993897012912e-03
3.467877271141543e+01,6.901257861285683e-03
3.514030682096466e+01,6.893330727597762e-03
3.560798341243070e+01,6.885206616941843e-03
3.608188423509995e+01,6.876882021423735e-03
3.656209212624666e+01,6.868352195953747e-03
3.704869102561282e+01,6.859612313856838e-03
3.754176599008069e+01,6.850657380925251e-03
3.804140320854066e+01,6.841482354502056e-03
3.854769001695692e+01,6.832082213435938e-03
3.906071491363382e+01,6.822451650433139e-03
3.958056757468505e+01,6.812585786002777e-03
4.010733886970904e+01,6.802478730727923e-03
4.064112087767285e+01,6.792125212764700e-03
4.118200690300744e+01,6.781519452221042e-03
4.173009149191716e+01,6.770655851149222e-03
4.228547044890630e+01,6.759528492476807e-03
4.284824085352565e+01,6.748131497599747e-03
4.341850107734180e+01,6.736458743440838e-03
4.399635080113253e+01,6.724503951359103e-03
4.458189103231066e+01,6.712260960936917e-03
4.517522412258016e+01,6.699723222840498e-03
4.577645378582711e+01,6.686884377390290e-03
4.638568511624867e+01,6.673737317558604e-03
4.700302460672353e+01,6.660275654550378e-03
4.762858016742661e+01,6.646492884122820e-03
4.826246114469173e+01,6.632381177624613e-03
4.890477834012515e+01,6.617933648419191e-03
4.955564402997351e+01,6.603143015168338e-03
5.021517198474982e+01,6.588001857188793e-03
5.088347748912003e+01,6.572502700967009e-03
5.156067736205493e+01,6.556637728639684e-03
5.224688997724986e+01,6.540399399717109e-03
5.294223528381627e+01,6.523779726250013e-03
5.364683482724874e+01,6.506770583239587e-03
5.436081177067085e+01,6.489363769088516e-03
5.508429091636422e+01,6.471550920916694e-03
5.581739872758344e+01,6.453323776044672e-03
5.656026335066189e+01,6.434673198535489e-03
5.731301463741156e+01,6.415592067187853e-03
5.807578416782092e+01,6.396070002517185e-03
5.884870527305498e+01,6.376098599227593e-03
5.963191305876141e+01,6.355668799068514e-03
6.042554442868680e+01,6.334771364932302e-03
6.122973810860727e+01,6.313397128770488e-03
6.204463467057775e+01,6.291536563005857e-03
6.287037655750346e+01,6.269180191275266e-03
6.370710810803898e+01,6.246318335604994e-03
6.455497558181844e+01,6.222941090014278e-03
6.541412718502147e+01,6.199039032717173e-03
6.628471309627953e+01,6.174602223790899e-03
6.716688549292685e+01,6.149619322134735e-03
6.806079857760092e+01,6.124081628071409e-03
6.896660860519684e+01,6.097978362087857e-03
6.988447391018070e+01,6.071299072174460e-03
7.081455493426590e+01,6.044033443634769e-03
7.175701425445840e+01,6.016171031859487e-03
7.271201661147492e+01,5.987701054763297e-03
7.367972893853944e+01,5.958612984578770e-03
7.466032039056286e+01,5.928896110986307e-03
7.565396237371111e+01,5.898539665394590e-03
7.666082857536672e+01,5.867532845098952e-03
7.768109499448909e+01,5.835864547457856e-03
7.871493997237923e+01,5.803524753606076e-03
7.976254422385303e+01,5.770501745951478e-03
8.082409086883041e+01,5.736784926949084e-03
8.189976546434434e+01,5.702363482457185e-03
8.298975603697592e+01,5.667226544045511e-03
8.409425311572129e+01,5.631363196555352e-03
8.521344976529578e+01,5.594763069783428e-03
8.634754161988141e+01,5.557414973685133e-03
8.749672691732347e+01,5.519308639959775e-03
8.866120653378248e+01,5.480433394843254e-03
8.984118401884668e+01,5.440778904592452e-03
9.103686563111253e+01,5.400334874021018e-03
9.224846037423841e+01,5.359091198948412e-03
9.347618003347813e+01,5.317038001100681e-03
9.472023921270083e+01,5.274165528116419e-03
9.598085537190339e+01,5.230464188027114e-03
9.725824886522220e+01,5.185924798490898e-03
9.855264297945068e+01,5.140538353942484e-03
9.986426397306994e+01,5.094296167501099e-03
1.011933411157979e+02,5.047189877993566e-03
1.025401067286656e+02,4.999211563798703e-03
1.039047962246269e+02,4.950353541157795e-03
1.052876481497079e+02,4.900608636481960e-03
1.066889042247047e+02,4.849970376080224e-03
1.081088093874363e+02,4.798432458176559e-03
1.095476118355584e+02,4.745989263676231e-03
1.110055630699492e+02,4.692635979478962e-03
1.124829179386708e+02,4.638367788822922e-03
1.139799346815163e+02,4.583181450087446e-03
1.154968749751500e+02,4.527074022057044e-03
1.170340039788482e+02,4.470043070679745e-03
1.185915903808484e+02,4.412087996580194e-03
1.201699064453161e+02,4.353207104939228e-03
1.217692280599359e+02,4.293402300513302e-03
1.233898347841363e+02,4.232674799740365e-03
1.250320098979566e+02,4.171027416828587e-03
1.266960404515641e+02,4.108464100367749e-03
1.283822173154292e+02,4.044990085813847e-03
1.300908352311701e+02,3.980611931478853e-03
1.318221928630729e+02,3.915337714064522e-03
1.335765928502979e+02,3.849176849482180e-03
1.353543418597802e+02,3.782140554526391e-03
1.371557506398351e+02,3.714241609946106e-03
1.389811340744765e+02,3.645494820558586e-03
1.408308112384579e+02,3.575916637771584e-03
1.427051054530463e+02,3.505525629469072e-03
1.446043443425390e+02,3.434342777612304e-03
1.465288598915311e+02,3.362390921734289e-03
1.484789885029464e+02,3.289695450679739e-03
1.504550710568402e+02,3.216284860498423e-03
1.524574529699846e+02,3.142190079754751e-03
1.544864842562470e+02,3.067442595960425e-03
1.565425195877721e+02,2.992081111029922e-03
1.586259183569780e+02,2.916144628411276e-03
1.607370447393776e+02,2.839676132375729e-03
1.628762677572367e+02,2.762722186069321e-03
1.650439613440772e+02,2.685333077249483e-03
1.672405044100416e+02,2.607562965792406e-03
1.694662809081252e+02,2.529469621073046e-03
1.717216799012910e+02,2.451117015419544e-03
1.740070956304771e+02,2.372570912024909e-03
1.763229275835099e+02,2.293903925308182e-03
1.786695805649339e+02,2.215192833036718e-03
1.810474647667706e+02,2.136520092550733e-03
1.834569958402209e+02,2.057973583927677e-03
1.858985949683187e+02,1.979647069178019e-03
1.883726889395541e+02,1.901640519844120e-03
1.908797102224754e+02,1.824060402585045e-03
1.934200970412841e+02,1.747019868502549e-03
1.959942934524359e+02,1.670639392515605e-03
1.986027494222610e+02,1.595046860819227e-03
2.012459209056179e+02,1.520378151098708e-03
2.039242699255936e+02,1.446777181649606e-03
2.066382646542653e+02,1.374396845182964e-03
2.093883794945350e+02,1.303398890247220e-03
2.121750951630555e+02,1.233955075625846e-03
2.149988987742591e+02,1.166246516874317e-03
2.178602839255040e+02,1.100423754725297e-03
2.207597507833550e+02,1.036523547051881e-03
2.236978061710120e+02,9.745609747587776e-04
2.266749636569015e+02,9.145496993970766e-04
2.296917436444483e+02,8.565027435986652e-04
2.327486734630417e+02,8.004314945924681e-04
2.358462874602108e+02,7.463461147650462e-04
2.389851270950289e+02,6.942552632926310e-04
2.421657410327593e+02,6.441660640514617e-04
2.453886852407615e+02,5.960839112289988e-04
2.486545230856737e+02,5.500125024592681e-04
2.519638254318884e+02,5.059534503511166e-04
2.553171707413388e+02,4.639064005616280e-04
2.587151451746132e+02,4.238687692401765e-04
2.621583426934157e+02,3.858355854739929e-04
2.656473651643890e+02,3.497994838262677e-04
2.691828224643207e+02,3.157502559917995e-04
2.727653325867484e+02,2.836749566786239e-04
2.763955217499849e+02,2.535575850098226e-04
2.800740245065799e+02,2.253789392140678e-04
2.838014838542390e+02,1.991163566090282e-04
2.875785513482192e+02,1.747436063263091e-04
2.914058872152196e+02,1.522306508004647e-04
2.952841604687882e+02,1.315432356870308e-04
2.992140490262656e+02,1.126429131048372e-04
3.031962398272825e+02,9.548662425713702e-05
3.072314289538370e+02,8.002650471140117e-05
3.113203217519684e+02,6.620946342935848e-05
3.154636329550513e+02,5.397733822906788e-05
3.196620868087295e+02,4.326580751314617e-05
3.239164171975137e+02,3.400480752194834e-05
3.282273677730632e+02,2.611782381847667e-05
3.325956920841755e+02,1.952165271230611e-05
3.370221537085065e+02,1.412599818592687e-05
3.415075263860411e+02,9.833047654432969e-06
3.460525941543435e+02,6.537195096569775e-06
3.506581514856054e+02,4.124448022100040e-06
3.553250034255188e+02,6.802601632572620e-07
3.600539657339972e+02,6.802601632572620e-07
3.648458650277690e+02,6.802601632572620e-07
3.697015389248697e+02,6.802601632572620e-07
3.746218361910555e+02,6.802601632572620e-07
