# nuEsmallMint,nuEsmallMslope,nuElargeMint,nuElargeMslope,nuMusmallMint,nuMusmallMslope,nuMulargeMint,nuMulargeMslope
-29.505336458926542162,1.9409277465234007837,-27.416807812772474732,6.0000410541789537724,-20.137813435166816033,1.9999986513558163695,-27.599923964033021892,6.061592852918970802
